linha=1 | nome=Felipe | acao=executou o benchmark | valor=1523
linha=2791 | nome=Otavio | acao=analisou os resultados | valor=7372
linha=2792 | nome=Igor | acao=analisou os resultados | valor=4456
linha=2793 | nome=Karen | acao=escreveu o relatorio | valor=9452
linha=2794 | nome=Karen | acao=comparou as metricas | valor=4056
linha=2795 | nome=Helena | acao=estudou computacao | valor=5350
linha=2796 | nome=Felipe | acao=analisou os resultados | valor=5359
linha=2797 | nome=Otavio | acao=fez um experimento | valor=8505
linha=2798 | nome=Carlos | acao=executou o benchmark | valor=3152
linha=2799 | nome=Mariana | acao=otimizou o algoritmo | valor=5036
linha=2800 | nome=Renata | acao=fez um experimento | valor=1930
linha=2801 | nome=Sofia | acao=escreveu o relatorio | valor=1591
linha=2802 | nome=Igor | acao=escreveu o relatorio | valor=8303
linha=2803 | nome=Bruno | acao=comparou as metricas | valor=8149
linha=2804 | nome=Joao | acao=estudou computacao | valor=1166
linha=2805 | nome=Otavio | acao=participou da aula | valor=2409
linha=2806 | nome=Joao | acao=analisou os resultados | valor=9906
linha=2807 | nome=Mariana | acao=comparou as metricas | valor=9081
linha=2808 | nome=Natalia | acao=escreveu o relatorio | valor=5427
linha=2809 | nome=Ana | acao=participou da aula | valor=1402
linha=2810 | nome=Karen | acao=comparou as metricas | valor=8798
linha=2811 | nome=Tiago | acao=escreveu o relatorio | valor=9590
linha=2812 | nome=Mariana | acao=participou da aula | valor=2570
linha=2813 | nome=Otavio | acao=escreveu o relatorio | valor=2004
linha=2814 | nome=Tiago | acao=fez um experimento | valor=4611
linha=2815 | nome=Carlos | acao=analisou os resultados | valor=4237
linha=2816 | nome=Joao | acao=analisou os resultados | valor=1363
linha=2817 | nome=Karen | acao=participou da aula | valor=5319
linha=2818 | nome=Otavio | acao=fez um experimento | valor=6480
linha=2819 | nome=Eduarda | acao=executou o benchmark | valor=3478
linha=2820 | nome=Vitor | acao=analisou os resultados | valor=7088
linha=2821 | nome=Carlos | acao=otimizou o algoritmo | valor=2945
linha=2822 | nome=Mariana | acao=participou da aula | valor=7184
linha=2823 | nome=Gabriela | acao=otimizou o algoritmo | valor=5929
linha=2824 | nome=Sofia | acao=escreveu o relatorio | valor=6773
linha=2825 | nome=Carlos | acao=analisou os resultados | valor=6038
linha=2826 | nome=Sofia | acao=estudou computacao | valor=4362
linha=2827 | nome=Gabriela | acao=participou da aula | valor=9580
linha=2828 | nome=Joao | acao=fez um experimento | valor=8084
linha=2829 | nome=Paulo | acao=comparou as metricas | valor=5600
linha=2830 | nome=Daniela | acao=participou da aula | valor=1915
linha=2831 | nome=Renata | acao=comparou as metricas | valor=6262
linha=2832 | nome=Igor | acao=fez um experimento | valor=3399
linha=2833 | nome=Tiago | acao=escreveu o relatorio | valor=9461
linha=2834 | nome=Mariana | acao=estudou computacao | valor=2233
linha=2835 | nome=Carlos | acao=escreveu o relatorio | valor=2198
linha=2836 | nome=Lucas | acao=estudou computacao | valor=9779
linha=2837 | nome=Eduarda | acao=comparou as metricas | valor=7633
linha=2838 | nome=Daniela | acao=escreveu o relatorio | valor=3012
linha=2839 | nome=Bruno | acao=analisou os resultados | valor=8981
linha=2840 | nome=Mariana | acao=participou da aula | valor=6737
linha=2841 | nome=Felipe | acao=participou da aula | valor=5984
linha=2842 | nome=Helena | acao=estudou computacao | valor=8708
linha=2843 | nome=Carlos | acao=escreveu o relatorio | valor=5549
linha=2844 | nome=Daniela | acao=escreveu o relatorio | valor=7730
linha=2845 | nome=Igor | acao=analisou os resultados | valor=8563
linha=2846 | nome=Karen | acao=estudou computacao | valor=6836
linha=2847 | nome=Natalia | acao=estudou computacao | valor=1992
linha=2848 | nome=Bruno | acao=analisou os resultados | valor=9548
linha=2849 | nome=Natalia | acao=otimizou o algoritmo | valor=3936
linha=2850 | nome=Eduarda | acao=estudou computacao | valor=8735
linha=2851 | nome=Eduarda | acao=otimizou o algoritmo | valor=3454
linha=2852 | nome=Daniela | acao=fez um experimento | valor=4933
linha=2853 | nome=Carlos | acao=participou da aula | valor=3439
linha=2854 | nome=Joao | acao=participou da aula | valor=1454
linha=2855 | nome=Sofia | acao=fez um experimento | valor=5159
linha=2856 | nome=Renata | acao=analisou os resultados | valor=4587
linha=2857 | nome=Joao | acao=estudou computacao | valor=9602
linha=2858 | nome=Vitor | acao=analisou os resultados | valor=2331
linha=2859 | nome=Gabriela | acao=analisou os resultados | valor=3296
linha=2860 | nome=Karen | acao=otimizou o algoritmo | valor=6589
linha=2861 | nome=Igor | acao=escreveu o relatorio | valor=2093
linha=2862 | nome=Ana | acao=estudou computacao | valor=4813
linha=2863 | nome=Felipe | acao=executou o benchmark | valor=7665
linha=2864 | nome=Vitor | acao=executou o benchmark | valor=7297
linha=2865 | nome=Ana | acao=analisou os resultados | valor=8707
linha=2866 | nome=Mariana | acao=fez um experimento | valor=1640
linha=2867 | nome=Renata | acao=comparou as metricas | valor=6683
linha=2868 | nome=Joao | acao=fez um experimento | valor=9826
linha=2869 | nome=Eduarda | acao=estudou computacao | valor=9794
linha=2870 | nome=Paulo | acao=participou da aula | valor=8663
linha=2871 | nome=Gabriela | acao=comparou as metricas | valor=6375
linha=2872 | nome=Lucas | acao=fez um experimento | valor=7102
linha=2873 | nome=Eduarda | acao=estudou computacao | valor=6261
linha=2874 | nome=Gabriela | acao=estudou computacao | valor=8857
linha=2875 | nome=Igor | acao=participou da aula | valor=4434
linha=2876 | nome=Carlos | acao=executou o benchmark | valor=6761
linha=2877 | nome=Otavio | acao=executou o benchmark | valor=4648
linha=2878 | nome=Mariana | acao=escreveu o relatorio | valor=5013
linha=2879 | nome=Ana | acao=comparou as metricas | valor=5477
linha=2880 | nome=Natalia | acao=participou da aula | valor=1554
linha=2881 | nome=Sofia | acao=participou da aula | valor=4770
linha=2882 | nome=Joao | acao=otimizou o algoritmo | valor=3451
linha=2883 | nome=Paulo | acao=executou o benchmark | valor=8506
linha=2884 | nome=Sofia | acao=fez um experimento | valor=9631
linha=2885 | nome=Otavio | acao=fez um experimento | valor=1987
linha=2886 | nome=Helena | acao=participou da aula | valor=2040
linha=2887 | nome=Helena | acao=executou o benchmark | valor=3066
linha=2888 | nome=Natalia | acao=participou da aula | valor=3583
linha=2889 | nome=Sofia | acao=escreveu o relatorio | valor=1558
linha=2890 | nome=Natalia | acao=otimizou o algoritmo | valor=1149
linha=2891 | nome=Helena | acao=otimizou o algoritmo | valor=9610
linha=2892 | nome=Joao | acao=participou da aula | valor=8348
linha=2893 | nome=Ana | acao=analisou os resultados | valor=8280
linha=2894 | nome=Mariana | acao=estudou computacao | valor=8253
linha=2895 | nome=Otavio | acao=participou da aula | valor=1076
linha=2896 | nome=Felipe | acao=estudou computacao | valor=8706
linha=2897 | nome=Daniela | acao=estudou computacao | valor=1415
linha=2898 | nome=Mariana | acao=fez um experimento | valor=1993
linha=2899 | nome=Eduarda | acao=otimizou o algoritmo | valor=2355
linha=2900 | nome=Carlos | acao=fez um experimento | valor=5497
linha=2901 | nome=Mariana | acao=comparou as metricas | valor=9598
linha=2902 | nome=Eduarda | acao=executou o benchmark | valor=3218
linha=2903 | nome=Sofia | acao=otimizou o algoritmo | valor=7351
linha=2904 | nome=Gabriela | acao=participou da aula | valor=7827
linha=2905 | nome=Paulo | acao=comparou as metricas | valor=8501
linha=2906 | nome=Helena | acao=otimizou o algoritmo | valor=6721
linha=2907 | nome=Bruno | acao=estudou computacao | valor=8479
linha=2908 | nome=Gabriela | acao=comparou as metricas | valor=8313
linha=2909 | nome=Joao | acao=executou o benchmark | valor=8039
linha=2910 | nome=Renata | acao=fez um experimento | valor=8526
linha=2911 | nome=Renata | acao=analisou os resultados | valor=5565
linha=2912 | nome=Natalia | acao=otimizou o algoritmo | valor=2576
linha=2913 | nome=Natalia | acao=fez um experimento | valor=5540
linha=2914 | nome=Ana | acao=participou da aula | valor=8243
linha=2915 | nome=Natalia | acao=executou o benchmark | valor=2763
linha=2916 | nome=Vitor | acao=fez um experimento | valor=7363
linha=2917 | nome=Igor | acao=comparou as metricas | valor=3477
linha=2918 | nome=Daniela | acao=comparou as metricas | valor=2627
linha=2919 | nome=Daniela | acao=participou da aula | valor=8076
linha=2920 | nome=Lucas | acao=executou o benchmark | valor=7133
linha=2921 | nome=Vitor | acao=escreveu o relatorio | valor=5502
linha=2922 | nome=Natalia | acao=estudou computacao | valor=1029
linha=2923 | nome=Sofia | acao=escreveu o relatorio | valor=3983
linha=2924 | nome=Otavio | acao=comparou as metricas | valor=7030
linha=2925 | nome=Renata | acao=comparou as metricas | valor=1335
linha=2926 | nome=Renata | acao=escreveu o relatorio | valor=6327
linha=2927 | nome=Lucas | acao=comparou as metricas | valor=2885
linha=2928 | nome=Felipe | acao=executou o benchmark | valor=7343
linha=2929 | nome=Joao | acao=executou o benchmark | valor=8083
linha=2930 | nome=Ana | acao=executou o benchmark | valor=2416
linha=2931 | nome=Karen | acao=executou o benchmark | valor=9210
linha=2932 | nome=Helena | acao=comparou as metricas | valor=1987
linha=2933 | nome=Igor | acao=otimizou o algoritmo | valor=5626
linha=2934 | nome=Sofia | acao=escreveu o relatorio | valor=4662
linha=2935 | nome=Ana | acao=escreveu o relatorio | valor=2401
linha=2936 | nome=Eduarda | acao=fez um experimento | valor=4875
linha=2937 | nome=Mariana | acao=escreveu o relatorio | valor=3291
linha=2938 | nome=Eduarda | acao=escreveu o relatorio | valor=5321
linha=2939 | nome=Felipe | acao=analisou os resultados | valor=1280
linha=2940 | nome=Karen | acao=participou da aula | valor=9382
linha=2941 | nome=Karen | acao=estudou computacao | valor=3794
linha=2942 | nome=Bruno | acao=estudou computacao | valor=4610
linha=2943 | nome=Paulo | acao=fez um experimento | valor=9428
linha=2944 | nome=Gabriela | acao=fez um experimento | valor=1315
linha=2945 | nome=Tiago | acao=analisou os resultados | valor=2528
linha=2946 | nome=Karen | acao=escreveu o relatorio | valor=3259
linha=2947 | nome=Felipe | acao=executou o benchmark | valor=8078
linha=2948 | nome=Otavio | acao=escreveu o relatorio | valor=6277
linha=2949 | nome=Igor | acao=otimizou o algoritmo | valor=1409
linha=2950 | nome=Otavio | acao=participou da aula | valor=4251
linha=2951 | nome=Tiago | acao=comparou as metricas | valor=6827
linha=2952 | nome=Mariana | acao=fez um experimento | valor=7397
linha=2953 | nome=Tiago | acao=fez um experimento | valor=7253
linha=2954 | nome=Joao | acao=otimizou o algoritmo | valor=2683
linha=2955 | nome=Carlos | acao=participou da aula | valor=3046
linha=2956 | nome=Eduarda | acao=executou o benchmark | valor=9060
linha=2957 | nome=Lucas | acao=fez um experimento | valor=3708
linha=2958 | nome=Gabriela | acao=estudou computacao | valor=9115
linha=2959 | nome=Helena | acao=comparou as metricas | valor=1639
linha=2960 | nome=Joao | acao=estudou computacao | valor=2170
linha=2961 | nome=Mariana | acao=analisou os resultados | valor=5197
linha=2962 | nome=Eduarda | acao=executou o benchmark | valor=9424
linha=2963 | nome=Bruno | acao=escreveu o relatorio | valor=2850
linha=2964 | nome=Eduarda | acao=estudou computacao | valor=2446
linha=2965 | nome=Carlos | acao=escreveu o relatorio | valor=1423
linha=2966 | nome=Lucas | acao=fez um experimento | valor=3910
linha=2967 | nome=Gabriela | acao=escreveu o relatorio | valor=3761
linha=2968 | nome=Daniela | acao=analisou os resultados | valor=3113
linha=2969 | nome=Gabriela | acao=estudou computacao | valor=4770
linha=2970 | nome=Igor | acao=participou da aula | valor=6618
linha=2971 | nome=Felipe | acao=escreveu o relatorio | valor=3310
linha=2972 | nome=Helena | acao=comparou as metricas | valor=9361
linha=2973 | nome=Natalia | acao=estudou computacao | valor=5190
linha=2974 | nome=Bruno | acao=escreveu o relatorio | valor=8210
linha=2975 | nome=Igor | acao=analisou os resultados | valor=1724
linha=2976 | nome=Gabriela | acao=otimizou o algoritmo | valor=7612
linha=2977 | nome=Carlos | acao=comparou as metricas | valor=5422
linha=2978 | nome=Felipe | acao=participou da aula | valor=3192
linha=2979 | nome=Eduarda | acao=escreveu o relatorio | valor=8656
linha=2980 | nome=Felipe | acao=fez um experimento | valor=4215
linha=2981 | nome=Otavio | acao=comparou as metricas | valor=7169
linha=2982 | nome=Paulo | acao=executou o benchmark | valor=7814
linha=2983 | nome=Sofia | acao=fez um experimento | valor=4825
linha=2984 | nome=Helena | acao=analisou os resultados | valor=5861
linha=2985 | nome=Carlos | acao=analisou os resultados | valor=9493
linha=2986 | nome=Vitor | acao=executou o benchmark | valor=1483
linha=2987 | nome=Felipe | acao=otimizou o algoritmo | valor=4793
linha=2988 | nome=Otavio | acao=executou o benchmark | valor=2708
linha=2989 | nome=Tiago | acao=comparou as metricas | valor=2320
linha=2990 | nome=Helena | acao=analisou os resultados | valor=8765
linha=2991 | nome=Renata | acao=participou da aula | valor=1631
linha=2992 | nome=Igor | acao=executou o benchmark | valor=5226
linha=2993 | nome=Mariana | acao=fez um experimento | valor=3563
linha=2994 | nome=Tiago | acao=otimizou o algoritmo | valor=8503
linha=2995 | nome=Gabriela | acao=analisou os resultados | valor=5862
linha=2996 | nome=Mariana | acao=otimizou o algoritmo | valor=1517
linha=2997 | nome=Mariana | acao=comparou as metricas | valor=1671
linha=2998 | nome=Daniela | acao=fez um experimento | valor=7489
linha=2999 | nome=Renata | acao=comparou as metricas | valor=8296
linha=3000 | nome=Joao | acao=analisou os resultados | valor=2028
linha=3001 | nome=Karen | acao=analisou os resultados | valor=6508
linha=3002 | nome=Lucas | acao=participou da aula | valor=3598
linha=3003 | nome=Joao | acao=fez um experimento | valor=9207
linha=3004 | nome=Lucas | acao=estudou computacao | valor=2818
linha=3005 | nome=Felipe | acao=escreveu o relatorio | valor=3169
linha=3006 | nome=Helena | acao=escreveu o relatorio | valor=4407
linha=3007 | nome=Joao | acao=estudou computacao | valor=9353
linha=3008 | nome=Renata | acao=otimizou o algoritmo | valor=8262
linha=3009 | nome=Igor | acao=participou da aula | valor=2518
linha=3010 | nome=Natalia | acao=escreveu o relatorio | valor=3998
linha=3011 | nome=Lucas | acao=executou o benchmark | valor=3736
linha=3012 | nome=Carlos | acao=participou da aula | valor=6021
linha=3013 | nome=Eduarda | acao=otimizou o algoritmo | valor=6553
linha=3014 | nome=Daniela | acao=fez um experimento | valor=5816
linha=3015 | nome=Vitor | acao=escreveu o relatorio | valor=8112
linha=3016 | nome=Otavio | acao=otimizou o algoritmo | valor=3804
linha=3017 | nome=Renata | acao=otimizou o algoritmo | valor=3641
linha=3018 | nome=Ana | acao=fez um experimento | valor=1764
linha=3019 | nome=Joao | acao=comparou as metricas | valor=3134
linha=3020 | nome=Renata | acao=executou o benchmark | valor=6191
linha=3021 | nome=Bruno | acao=estudou computacao | valor=5320
linha=3022 | nome=Felipe | acao=estudou computacao | valor=5708
linha=3023 | nome=Natalia | acao=executou o benchmark | valor=1765
linha=3024 | nome=Carlos | acao=participou da aula | valor=7674
linha=3025 | nome=Lucas | acao=participou da aula | valor=2007
linha=3026 | nome=Carlos | acao=estudou computacao | valor=4774
linha=3027 | nome=Daniela | acao=estudou computacao | valor=7571
linha=3028 | nome=Daniela | acao=participou da aula | valor=4171
linha=3029 | nome=Tiago | acao=otimizou o algoritmo | valor=2274
linha=3030 | nome=Mariana | acao=analisou os resultados | valor=7640
linha=3031 | nome=Renata | acao=participou da aula | valor=4786
linha=3032 | nome=Tiago | acao=otimizou o algoritmo | valor=7370
linha=3033 | nome=Eduarda | acao=otimizou o algoritmo | valor=2347
linha=3034 | nome=Ana | acao=analisou os resultados | valor=4814
linha=3035 | nome=Daniela | acao=analisou os resultados | valor=8417
linha=3036 | nome=Paulo | acao=executou o benchmark | valor=9702
linha=3037 | nome=Igor | acao=fez um experimento | valor=4722
linha=3038 | nome=Joao | acao=estudou computacao | valor=7065
linha=3039 | nome=Karen | acao=analisou os resultados | valor=7713
linha=3040 | nome=Natalia | acao=executou o benchmark | valor=9517
linha=3041 | nome=Sofia | acao=comparou as metricas | valor=5739
linha=3042 | nome=Karen | acao=estudou computacao | valor=7981
linha=3043 | nome=Bruno | acao=otimizou o algoritmo | valor=5723
linha=3044 | nome=Tiago | acao=estudou computacao | valor=7232
linha=3045 | nome=Igor | acao=analisou os resultados | valor=2401
linha=3046 | nome=Helena | acao=escreveu o relatorio | valor=8822
linha=3047 | nome=Joao | acao=estudou computacao | valor=7296
linha=3048 | nome=Sofia | acao=comparou as metricas | valor=2008
linha=3049 | nome=Felipe | acao=fez um experimento | valor=9471
linha=3050 | nome=Vitor | acao=otimizou o algoritmo | valor=5504
linha=3051 | nome=Karen | acao=escreveu o relatorio | valor=7889
linha=3052 | nome=Paulo | acao=participou da aula | valor=7233
linha=3053 | nome=Joao | acao=otimizou o algoritmo | valor=5750
linha=3054 | nome=Lucas | acao=comparou as metricas | valor=3281
linha=3055 | nome=Helena | acao=estudou computacao | valor=8598
linha=3056 | nome=Mariana | acao=comparou as metricas | valor=4142
linha=3057 | nome=Felipe | acao=comparou as metricas | valor=5307
linha=3058 | nome=Helena | acao=analisou os resultados | valor=9962
linha=3059 | nome=Lucas | acao=analisou os resultados | valor=5756
linha=3060 | nome=Renata | acao=comparou as metricas | valor=8710
linha=3061 | nome=Felipe | acao=estudou computacao | valor=9885
linha=3062 | nome=Natalia | acao=executou o benchmark | valor=6065
linha=3063 | nome=Ana | acao=participou da aula | valor=4148
linha=3064 | nome=Carlos | acao=fez um experimento | valor=7517
linha=3065 | nome=Eduarda | acao=fez um experimento | valor=5606
linha=3066 | nome=Karen | acao=escreveu o relatorio | valor=8826
linha=3067 | nome=Gabriela | acao=fez um experimento | valor=3577
linha=3068 | nome=Ana | acao=analisou os resultados | valor=1704
linha=3069 | nome=Eduarda | acao=executou o benchmark | valor=7697
linha=3070 | nome=Vitor | acao=fez um experimento | valor=6307
linha=3071 | nome=Vitor | acao=executou o benchmark | valor=2831
linha=3072 | nome=Sofia | acao=fez um experimento | valor=9464
linha=3073 | nome=Natalia | acao=escreveu o relatorio | valor=2081
linha=3074 | nome=Igor | acao=estudou computacao | valor=9417
linha=3075 | nome=Igor | acao=fez um experimento | valor=4419
linha=3076 | nome=Joao | acao=otimizou o algoritmo | valor=9906
linha=3077 | nome=Igor | acao=fez um experimento | valor=3312
linha=3078 | nome=Mariana | acao=analisou os resultados | valor=8901
linha=3079 | nome=Gabriela | acao=participou da aula | valor=4706
linha=3080 | nome=Gabriela | acao=estudou computacao | valor=1232
linha=3081 | nome=Mariana | acao=comparou as metricas | valor=2462
linha=3082 | nome=Tiago | acao=executou o benchmark | valor=6908
linha=3083 | nome=Bruno | acao=analisou os resultados | valor=1930
linha=3084 | nome=Mariana | acao=escreveu o relatorio | valor=4666
linha=3085 | nome=Eduarda | acao=analisou os resultados | valor=9883
linha=3086 | nome=Mariana | acao=comparou as metricas | valor=5132
linha=3087 | nome=Mariana | acao=estudou computacao | valor=7397
linha=3088 | nome=Joao | acao=analisou os resultados | valor=6065
linha=3089 | nome=Lucas | acao=participou da aula | valor=6275
linha=3090 | nome=Natalia | acao=fez um experimento | valor=1258
linha=3091 | nome=Felipe | acao=escreveu o relatorio | valor=2021
linha=3092 | nome=Sofia | acao=escreveu o relatorio | valor=7229
linha=3093 | nome=Ana | acao=executou o benchmark | valor=4373
linha=3094 | nome=Eduarda | acao=participou da aula | valor=9560
linha=3095 | nome=Gabriela | acao=comparou as metricas | valor=8602
linha=3096 | nome=Paulo | acao=analisou os resultados | valor=6606
linha=3097 | nome=Igor | acao=comparou as metricas | valor=7069
linha=3098 | nome=Joao | acao=fez um experimento | valor=2764
linha=3099 | nome=Sofia | acao=analisou os resultados | valor=4869
linha=3100 | nome=Daniela | acao=fez um experimento | valor=1344
linha=3101 | nome=Daniela | acao=fez um experimento | valor=5859
linha=3102 | nome=Carlos | acao=executou o benchmark | valor=7430
linha=3103 | nome=Paulo | acao=estudou computacao | valor=9713
linha=3104 | nome=Otavio | acao=comparou as metricas | valor=4427
linha=3105 | nome=Carlos | acao=fez um experimento | valor=9329
linha=3106 | nome=Paulo | acao=otimizou o algoritmo | valor=9654
linha=3107 | nome=Mariana | acao=estudou computacao | valor=6352
linha=3108 | nome=Eduarda | acao=participou da aula | valor=1351
linha=3109 | nome=Bruno | acao=otimizou o algoritmo | valor=3752
linha=3110 | nome=Mariana | acao=escreveu o relatorio | valor=1968
linha=3111 | nome=Gabriela | acao=participou da aula | valor=8587
linha=3112 | nome=Gabriela | acao=escreveu o relatorio | valor=6731
linha=3113 | nome=Paulo | acao=fez um experimento | valor=8138
linha=3114 | nome=Lucas | acao=escreveu o relatorio | valor=4807
linha=3115 | nome=Daniela | acao=otimizou o algoritmo | valor=2380
linha=3116 | nome=Daniela | acao=otimizou o algoritmo | valor=9545
linha=3117 | nome=Tiago | acao=escreveu o relatorio | valor=3621
linha=3118 | nome=Igor | acao=fez um experimento | valor=9008
linha=3119 | nome=Eduarda | acao=estudou computacao | valor=1683
linha=3120 | nome=Bruno | acao=analisou os resultados | valor=3833
linha=3121 | nome=Joao | acao=escreveu o relatorio | valor=6826
linha=3122 | nome=Bruno | acao=executou o benchmark | valor=4007
linha=3123 | nome=Mariana | acao=otimizou o algoritmo | valor=2908
linha=3124 | nome=Felipe | acao=fez um experimento | valor=2041
linha=3125 | nome=Lucas | acao=escreveu o relatorio | valor=1359
linha=3126 | nome=Natalia | acao=fez um experimento | valor=7596
linha=3127 | nome=Sofia | acao=estudou computacao | valor=3550
linha=3128 | nome=Mariana | acao=otimizou o algoritmo | valor=4659
linha=3129 | nome=Felipe | acao=executou o benchmark | valor=6145
linha=3130 | nome=Paulo | acao=executou o benchmark | valor=3760
linha=3131 | nome=Bruno | acao=participou da aula | valor=9291
linha=3132 | nome=Felipe | acao=escreveu o relatorio | valor=6002
linha=3133 | nome=Paulo | acao=participou da aula | valor=6420
linha=3134 | nome=Ana | acao=fez um experimento | valor=4704
linha=3135 | nome=Gabriela | acao=escreveu o relatorio | valor=2485
linha=3136 | nome=Joao | acao=analisou os resultados | valor=9275
linha=3137 | nome=Karen | acao=fez um experimento | valor=3567
linha=3138 | nome=Felipe | acao=executou o benchmark | valor=8296
linha=3139 | nome=Igor | acao=analisou os resultados | valor=2149
linha=3140 | nome=Karen | acao=executou o benchmark | valor=5409
linha=3141 | nome=Bruno | acao=executou o benchmark | valor=5920
linha=3142 | nome=Otavio | acao=escreveu o relatorio | valor=7144
linha=3143 | nome=Helena | acao=estudou computacao | valor=7559
linha=3144 | nome=Igor | acao=estudou computacao | valor=7478
linha=3145 | nome=Daniela | acao=estudou computacao | valor=5561
linha=3146 | nome=Lucas | acao=fez um experimento | valor=8189
linha=3147 | nome=Karen | acao=analisou os resultados | valor=9149
linha=3148 | nome=Paulo | acao=otimizou o algoritmo | valor=6546
linha=3149 | nome=Tiago | acao=escreveu o relatorio | valor=8939
linha=3150 | nome=Mariana | acao=comparou as metricas | valor=5890
linha=3151 | nome=Bruno | acao=otimizou o algoritmo | valor=7065
linha=3152 | nome=Mariana | acao=fez um experimento | valor=2860
linha=3153 | nome=Tiago | acao=fez um experimento | valor=1491
linha=3154 | nome=Otavio | acao=estudou computacao | valor=9664
linha=3155 | nome=Joao | acao=estudou computacao | valor=6255
linha=3156 | nome=Natalia | acao=fez um experimento | valor=1786
linha=3157 | nome=Mariana | acao=analisou os resultados | valor=3729
linha=3158 | nome=Igor | acao=estudou computacao | valor=6824
linha=3159 | nome=Ana | acao=participou da aula | valor=6534
linha=3160 | nome=Joao | acao=comparou as metricas | valor=1245
linha=3161 | nome=Mariana | acao=escreveu o relatorio | valor=2049
linha=3162 | nome=Natalia | acao=otimizou o algoritmo | valor=7660
linha=3163 | nome=Vitor | acao=escreveu o relatorio | valor=4414
linha=3164 | nome=Paulo | acao=participou da aula | valor=8741
linha=3165 | nome=Gabriela | acao=executou o benchmark | valor=9442
linha=3166 | nome=Sofia | acao=estudou computacao | valor=7041
linha=3167 | nome=Mariana | acao=estudou computacao | valor=2103
linha=3168 | nome=Mariana | acao=participou da aula | valor=1436
linha=3169 | nome=Mariana | acao=escreveu o relatorio | valor=6602
linha=3170 | nome=Felipe | acao=otimizou o algoritmo | valor=8232
linha=3171 | nome=Mariana | acao=analisou os resultados | valor=4294
linha=3172 | nome=Carlos | acao=participou da aula | valor=6230
linha=3173 | nome=Karen | acao=analisou os resultados | valor=8210
linha=3174 | nome=Sofia | acao=estudou computacao | valor=3034
linha=3175 | nome=Joao | acao=fez um experimento | valor=1139
linha=3176 | nome=Renata | acao=escreveu o relatorio | valor=3086
linha=3177 | nome=Lucas | acao=analisou os resultados | valor=9631
linha=3178 | nome=Paulo | acao=otimizou o algoritmo | valor=9705
linha=3179 | nome=Vitor | acao=otimizou o algoritmo | valor=6553
linha=3180 | nome=Renata | acao=executou o benchmark | valor=7089
linha=3181 | nome=Joao | acao=otimizou o algoritmo | valor=7204
linha=3182 | nome=Eduarda | acao=participou da aula | valor=5055
linha=3183 | nome=Renata | acao=participou da aula | valor=7437
linha=3184 | nome=Carlos | acao=executou o benchmark | valor=3046
linha=3185 | nome=Natalia | acao=estudou computacao | valor=9116
linha=3186 | nome=Sofia | acao=participou da aula | valor=4629
linha=3187 | nome=Sofia | acao=escreveu o relatorio | valor=4483
linha=3188 | nome=Daniela | acao=otimizou o algoritmo | valor=4170
linha=3189 | nome=Eduarda | acao=participou da aula | valor=4247
linha=3190 | nome=Tiago | acao=fez um experimento | valor=5697
linha=3191 | nome=Gabriela | acao=analisou os resultados | valor=5173
linha=3192 | nome=Ana | acao=escreveu o relatorio | valor=5084
linha=3193 | nome=Felipe | acao=estudou computacao | valor=2192
linha=3194 | nome=Mariana | acao=otimizou o algoritmo | valor=5715
linha=3195 | nome=Eduarda | acao=estudou computacao | valor=3275
linha=3196 | nome=Karen | acao=fez um experimento | valor=6076
linha=3197 | nome=Karen | acao=fez um experimento | valor=3427
linha=3198 | nome=Mariana | acao=estudou computacao | valor=9887
linha=3199 | nome=Felipe | acao=fez um experimento | valor=7675
linha=3200 | nome=Renata | acao=escreveu o relatorio | valor=2346
linha=3201 | nome=Carlos | acao=estudou computacao | valor=1122
linha=3202 | nome=Paulo | acao=otimizou o algoritmo | valor=1362
linha=3203 | nome=Felipe | acao=analisou os resultados | valor=2349
linha=3204 | nome=Natalia | acao=executou o benchmark | valor=2769
linha=3205 | nome=Helena | acao=otimizou o algoritmo | valor=4349
linha=3206 | nome=Eduarda | acao=estudou computacao | valor=6164
linha=3207 | nome=Karen | acao=executou o benchmark | valor=9822
linha=3208 | nome=Gabriela | acao=escreveu o relatorio | valor=6226
linha=3209 | nome=Igor | acao=escreveu o relatorio | valor=9139
linha=3210 | nome=Karen | acao=fez um experimento | valor=3428
linha=3211 | nome=Karen | acao=analisou os resultados | valor=7510
linha=3212 | nome=Daniela | acao=fez um experimento | valor=4142
linha=3213 | nome=Paulo | acao=escreveu o relatorio | valor=9265
linha=3214 | nome=Igor | acao=participou da aula | valor=3674
linha=3215 | nome=Daniela | acao=analisou os resultados | valor=5056
linha=3216 | nome=Joao | acao=otimizou o algoritmo | valor=9468
linha=3217 | nome=Otavio | acao=analisou os resultados | valor=3526
linha=3218 | nome=Helena | acao=comparou as metricas | valor=9062
linha=3219 | nome=Daniela | acao=executou o benchmark | valor=8958
linha=3220 | nome=Paulo | acao=executou o benchmark | valor=1777
linha=3221 | nome=Lucas | acao=escreveu o relatorio | valor=2848
linha=3222 | nome=Sofia | acao=otimizou o algoritmo | valor=6214
linha=3223 | nome=Lucas | acao=fez um experimento | valor=3261
linha=3224 | nome=Otavio | acao=comparou as metricas | valor=4110
linha=3225 | nome=Felipe | acao=estudou computacao | valor=1166
linha=3226 | nome=Igor | acao=estudou computacao | valor=5766
linha=3227 | nome=Eduarda | acao=participou da aula | valor=2468
