linha=1 | nome=Karen | acao=escreveu o relatorio | valor=9539
linha=2459 | nome=Joao | acao=estudou computacao | valor=5671
linha=2460 | nome=Carlos | acao=estudou computacao | valor=3552
linha=2461 | nome=Mariana | acao=analisou os resultados | valor=5256
linha=2462 | nome=Igor | acao=escreveu o relatorio | valor=3795
linha=2463 | nome=Felipe | acao=estudou computacao | valor=1642
linha=2464 | nome=Eduarda | acao=estudou computacao | valor=2206
linha=2465 | nome=Sofia | acao=fez um experimento | valor=9434
linha=2466 | nome=Bruno | acao=comparou as metricas | valor=3482
linha=2467 | nome=Natalia | acao=comparou as metricas | valor=2327
linha=2468 | nome=Felipe | acao=escreveu o relatorio | valor=1000
linha=2469 | nome=Sofia | acao=participou da aula | valor=8480
linha=2470 | nome=Paulo | acao=fez um experimento | valor=7898
linha=2471 | nome=Karen | acao=escreveu o relatorio | valor=8031
linha=2472 | nome=Karen | acao=executou o benchmark | valor=4608
linha=2473 | nome=Bruno | acao=estudou computacao | valor=2630
linha=2474 | nome=Eduarda | acao=participou da aula | valor=1215
linha=2475 | nome=Otavio | acao=estudou computacao | valor=4015
linha=2476 | nome=Mariana | acao=estudou computacao | valor=3173
linha=2477 | nome=Mariana | acao=executou o benchmark | valor=7998
linha=2478 | nome=Lucas | acao=otimizou o algoritmo | valor=8830
linha=2479 | nome=Vitor | acao=otimizou o algoritmo | valor=2008
linha=2480 | nome=Vitor | acao=estudou computacao | valor=5771
linha=2481 | nome=Carlos | acao=comparou as metricas | valor=2370
linha=2482 | nome=Carlos | acao=executou o benchmark | valor=4665
linha=2483 | nome=Igor | acao=estudou computacao | valor=5268
linha=2484 | nome=Vitor | acao=estudou computacao | valor=2040
linha=2485 | nome=Eduarda | acao=estudou computacao | valor=4187
linha=2486 | nome=Vitor | acao=fez um experimento | valor=2772
linha=2487 | nome=Natalia | acao=fez um experimento | valor=5668
linha=2488 | nome=Ana | acao=estudou computacao | valor=9181
linha=2489 | nome=Otavio | acao=otimizou o algoritmo | valor=7932
linha=2490 | nome=Bruno | acao=analisou os resultados | valor=4227
linha=2491 | nome=Renata | acao=executou o benchmark | valor=1323
linha=2492 | nome=Igor | acao=escreveu o relatorio | valor=9160
linha=2493 | nome=Vitor | acao=estudou computacao | valor=9395
linha=2494 | nome=Sofia | acao=analisou os resultados | valor=9621
linha=2495 | nome=Carlos | acao=comparou as metricas | valor=7511
linha=2496 | nome=Vitor | acao=otimizou o algoritmo | valor=4202
linha=2497 | nome=Sofia | acao=estudou computacao | valor=8901
linha=2498 | nome=Tiago | acao=otimizou o algoritmo | valor=8443
linha=2499 | nome=Vitor | acao=executou o benchmark | valor=7740
linha=2500 | nome=Sofia | acao=executou o benchmark | valor=9532
linha=2501 | nome=Bruno | acao=fez um experimento | valor=4641
linha=2502 | nome=Renata | acao=otimizou o algoritmo | valor=9232
linha=2503 | nome=Helena | acao=participou da aula | valor=3213
linha=2504 | nome=Paulo | acao=participou da aula | valor=7240
linha=2505 | nome=Carlos | acao=fez um experimento | valor=5929
linha=2506 | nome=Bruno | acao=analisou os resultados | valor=8623
linha=2507 | nome=Carlos | acao=analisou os resultados | valor=4232
linha=2508 | nome=Mariana | acao=executou o benchmark | valor=6220
linha=2509 | nome=Gabriela | acao=escreveu o relatorio | valor=7851
linha=2510 | nome=Eduarda | acao=estudou computacao | valor=1139
linha=2511 | nome=Renata | acao=executou o benchmark | valor=1380
linha=2512 | nome=Eduarda | acao=executou o benchmark | valor=4897
linha=2513 | nome=Joao | acao=executou o benchmark | valor=4936
linha=2514 | nome=Sofia | acao=estudou computacao | valor=5777
linha=2515 | nome=Ana | acao=estudou computacao | valor=7473
linha=2516 | nome=Natalia | acao=participou da aula | valor=6274
linha=2517 | nome=Helena | acao=participou da aula | valor=9239
linha=2518 | nome=Carlos | acao=executou o benchmark | valor=2113
linha=2519 | nome=Daniela | acao=escreveu o relatorio | valor=5772
linha=2520 | nome=Karen | acao=escreveu o relatorio | valor=4841
linha=2521 | nome=Eduarda | acao=fez um experimento | valor=4073
linha=2522 | nome=Helena | acao=otimizou o algoritmo | valor=1522
linha=2523 | nome=Joao | acao=participou da aula | valor=4174
linha=2524 | nome=Tiago | acao=analisou os resultados | valor=7325
linha=2525 | nome=Karen | acao=comparou as metricas | valor=9738
linha=2526 | nome=Renata | acao=comparou as metricas | valor=4948
linha=2527 | nome=Paulo | acao=escreveu o relatorio | valor=9296
linha=2528 | nome=Mariana | acao=analisou os resultados | valor=8612
linha=2529 | nome=Natalia | acao=analisou os resultados | valor=7297
linha=2530 | nome=Helena | acao=otimizou o algoritmo | valor=7359
linha=2531 | nome=Daniela | acao=comparou as metricas | valor=8435
linha=2532 | nome=Otavio | acao=executou o benchmark | valor=1528
linha=2533 | nome=Karen | acao=analisou os resultados | valor=3295
linha=2534 | nome=Otavio | acao=participou da aula | valor=3901
linha=2535 | nome=Vitor | acao=comparou as metricas | valor=7459
linha=2536 | nome=Karen | acao=estudou computacao | valor=8683
linha=2537 | nome=Daniela | acao=fez um experimento | valor=9036
linha=2538 | nome=Gabriela | acao=analisou os resultados | valor=7445
linha=2539 | nome=Igor | acao=participou da aula | valor=1406
linha=2540 | nome=Gabriela | acao=escreveu o relatorio | valor=3512
linha=2541 | nome=Tiago | acao=executou o benchmark | valor=4337
linha=2542 | nome=Carlos | acao=comparou as metricas | valor=8505
linha=2543 | nome=Igor | acao=executou o benchmark | valor=2239
linha=2544 | nome=Carlos | acao=escreveu o relatorio | valor=1939
linha=2545 | nome=Daniela | acao=otimizou o algoritmo | valor=9606
linha=2546 | nome=Vitor | acao=participou da aula | valor=4427
linha=2547 | nome=Helena | acao=executou o benchmark | valor=4452
linha=2548 | nome=Otavio | acao=comparou as metricas | valor=9133
linha=2549 | nome=Vitor | acao=otimizou o algoritmo | valor=4357
linha=2550 | nome=Carlos | acao=executou o benchmark | valor=7675
linha=2551 | nome=Bruno | acao=escreveu o relatorio | valor=3413
linha=2552 | nome=Ana | acao=escreveu o relatorio | valor=5620
linha=2553 | nome=Joao | acao=comparou as metricas | valor=7184
linha=2554 | nome=Joao | acao=otimizou o algoritmo | valor=6596
linha=2555 | nome=Gabriela | acao=comparou as metricas | valor=4525
linha=2556 | nome=Vitor | acao=comparou as metricas | valor=1782
linha=2557 | nome=Renata | acao=analisou os resultados | valor=1524
linha=2558 | nome=Helena | acao=executou o benchmark | valor=1807
linha=2559 | nome=Karen | acao=estudou computacao | valor=9893
linha=2560 | nome=Bruno | acao=executou o benchmark | valor=4898
linha=2561 | nome=Sofia | acao=fez um experimento | valor=3565
linha=2562 | nome=Gabriela | acao=participou da aula | valor=9803
linha=2563 | nome=Lucas | acao=executou o benchmark | valor=4465
linha=2564 | nome=Karen | acao=executou o benchmark | valor=4899
linha=2565 | nome=Mariana | acao=participou da aula | valor=1433
linha=2566 | nome=Karen | acao=otimizou o algoritmo | valor=8047
linha=2567 | nome=Paulo | acao=fez um experimento | valor=5643
linha=2568 | nome=Gabriela | acao=analisou os resultados | valor=2890
linha=2569 | nome=Joao | acao=comparou as metricas | valor=1706
linha=2570 | nome=Eduarda | acao=fez um experimento | valor=7229
linha=2571 | nome=Mariana | acao=participou da aula | valor=4109
linha=2572 | nome=Mariana | acao=otimizou o algoritmo | valor=4374
linha=2573 | nome=Mariana | acao=otimizou o algoritmo | valor=9091
linha=2574 | nome=Joao | acao=analisou os resultados | valor=8388
linha=2575 | nome=Mariana | acao=comparou as metricas | valor=7848
linha=2576 | nome=Vitor | acao=escreveu o relatorio | valor=1040
linha=2577 | nome=Joao | acao=participou da aula | valor=3438
linha=2578 | nome=Lucas | acao=escreveu o relatorio | valor=4007
linha=2579 | nome=Felipe | acao=escreveu o relatorio | valor=2206
linha=2580 | nome=Natalia | acao=fez um experimento | valor=6892
linha=2581 | nome=Sofia | acao=escreveu o relatorio | valor=6357
linha=2582 | nome=Lucas | acao=otimizou o algoritmo | valor=4339
linha=2583 | nome=Ana | acao=participou da aula | valor=7259
linha=2584 | nome=Bruno | acao=comparou as metricas | valor=9618
linha=2585 | nome=Mariana | acao=estudou computacao | valor=2267
linha=2586 | nome=Lucas | acao=executou o benchmark | valor=6284
linha=2587 | nome=Gabriela | acao=escreveu o relatorio | valor=3104
linha=2588 | nome=Sofia | acao=fez um experimento | valor=3168
linha=2589 | nome=Eduarda | acao=otimizou o algoritmo | valor=9820
linha=2590 | nome=Daniela | acao=comparou as metricas | valor=6065
linha=2591 | nome=Eduarda | acao=otimizou o algoritmo | valor=6596
linha=2592 | nome=Eduarda | acao=participou da aula | valor=4336
linha=2593 | nome=Eduarda | acao=estudou computacao | valor=9528
linha=2594 | nome=Renata | acao=analisou os resultados | valor=6946
linha=2595 | nome=Otavio | acao=participou da aula | valor=7207
linha=2596 | nome=Felipe | acao=otimizou o algoritmo | valor=6020
linha=2597 | nome=Karen | acao=fez um experimento | valor=7084
linha=2598 | nome=Mariana | acao=estudou computacao | valor=5083
linha=2599 | nome=Paulo | acao=fez um experimento | valor=2698
linha=2600 | nome=Paulo | acao=executou o benchmark | valor=5172
linha=2601 | nome=Gabriela | acao=comparou as metricas | valor=7339
linha=2602 | nome=Natalia | acao=comparou as metricas | valor=4660
linha=2603 | nome=Mariana | acao=fez um experimento | valor=5498
linha=2604 | nome=Natalia | acao=fez um experimento | valor=5414
linha=2605 | nome=Karen | acao=otimizou o algoritmo | valor=9651
linha=2606 | nome=Sofia | acao=analisou os resultados | valor=1044
linha=2607 | nome=Sofia | acao=otimizou o algoritmo | valor=2351
linha=2608 | nome=Tiago | acao=analisou os resultados | valor=1312
linha=2609 | nome=Vitor | acao=fez um experimento | valor=2787
linha=2610 | nome=Natalia | acao=participou da aula | valor=2040
linha=2611 | nome=Mariana | acao=fez um experimento | valor=3063
linha=2612 | nome=Igor | acao=comparou as metricas | valor=5445
linha=2613 | nome=Helena | acao=estudou computacao | valor=2585
linha=2614 | nome=Ana | acao=participou da aula | valor=5661
linha=2615 | nome=Gabriela | acao=escreveu o relatorio | valor=5913
linha=2616 | nome=Ana | acao=estudou computacao | valor=5753
linha=2617 | nome=Mariana | acao=executou o benchmark | valor=2271
linha=2618 | nome=Lucas | acao=comparou as metricas | valor=1072
linha=2619 | nome=Helena | acao=comparou as metricas | valor=6243
linha=2620 | nome=Karen | acao=estudou computacao | valor=6703
linha=2621 | nome=Helena | acao=participou da aula | valor=7492
linha=2622 | nome=Lucas | acao=estudou computacao | valor=3349
linha=2623 | nome=Eduarda | acao=fez um experimento | valor=2338
linha=2624 | nome=Ana | acao=escreveu o relatorio | valor=3118
linha=2625 | nome=Mariana | acao=escreveu o relatorio | valor=4637
linha=2626 | nome=Igor | acao=otimizou o algoritmo | valor=8206
linha=2627 | nome=Vitor | acao=analisou os resultados | valor=8501
linha=2628 | nome=Renata | acao=estudou computacao | valor=8220
linha=2629 | nome=Igor | acao=executou o benchmark | valor=1587
linha=2630 | nome=Vitor | acao=executou o benchmark | valor=7632
linha=2631 | nome=Joao | acao=otimizou o algoritmo | valor=2893
linha=2632 | nome=Ana | acao=estudou computacao | valor=2262
linha=2633 | nome=Mariana | acao=fez um experimento | valor=4392
linha=2634 | nome=Otavio | acao=otimizou o algoritmo | valor=8546
linha=2635 | nome=Sofia | acao=executou o benchmark | valor=6310
linha=2636 | nome=Otavio | acao=executou o benchmark | valor=3151
linha=2637 | nome=Daniela | acao=executou o benchmark | valor=9554
linha=2638 | nome=Igor | acao=estudou computacao | valor=3091
linha=2639 | nome=Lucas | acao=otimizou o algoritmo | valor=7404
linha=2640 | nome=Lucas | acao=executou o benchmark | valor=5891
linha=2641 | nome=Otavio | acao=otimizou o algoritmo | valor=6453
linha=2642 | nome=Bruno | acao=analisou os resultados | valor=3701
linha=2643 | nome=Bruno | acao=participou da aula | valor=3324
linha=2644 | nome=Eduarda | acao=analisou os resultados | valor=6865
linha=2645 | nome=Lucas | acao=participou da aula | valor=5577
linha=2646 | nome=Karen | acao=participou da aula | valor=2503
linha=2647 | nome=Renata | acao=otimizou o algoritmo | valor=9054
linha=2648 | nome=Daniela | acao=estudou computacao | valor=4211
linha=2649 | nome=Renata | acao=estudou computacao | valor=5780
linha=2650 | nome=Helena | acao=comparou as metricas | valor=2837
linha=2651 | nome=Tiago | acao=otimizou o algoritmo | valor=2828
linha=2652 | nome=Natalia | acao=participou da aula | valor=8377
linha=2653 | nome=Karen | acao=comparou as metricas | valor=4058
linha=2654 | nome=Vitor | acao=estudou computacao | valor=3031
linha=2655 | nome=Joao | acao=fez um experimento | valor=3949
linha=2656 | nome=Carlos | acao=executou o benchmark | valor=2702
linha=2657 | nome=Vitor | acao=fez um experimento | valor=1184
linha=2658 | nome=Karen | acao=participou da aula | valor=8918
linha=2659 | nome=Helena | acao=executou o benchmark | valor=5096
linha=2660 | nome=Renata | acao=participou da aula | valor=2201
linha=2661 | nome=Helena | acao=comparou as metricas | valor=5970
linha=2662 | nome=Helena | acao=participou da aula | valor=8313
linha=2663 | nome=Helena | acao=participou da aula | valor=7283
linha=2664 | nome=Bruno | acao=participou da aula | valor=6726
linha=2665 | nome=Gabriela | acao=participou da aula | valor=7191
linha=2666 | nome=Sofia | acao=participou da aula | valor=8836
linha=2667 | nome=Daniela | acao=analisou os resultados | valor=9342
linha=2668 | nome=Bruno | acao=estudou computacao | valor=1907
linha=2669 | nome=Eduarda | acao=participou da aula | valor=3198
linha=2670 | nome=Carlos | acao=estudou computacao | valor=2128
linha=2671 | nome=Paulo | acao=comparou as metricas | valor=1777
linha=2672 | nome=Igor | acao=estudou computacao | valor=5183
linha=2673 | nome=Felipe | acao=comparou as metricas | valor=9736
linha=2674 | nome=Renata | acao=comparou as metricas | valor=8911
linha=2675 | nome=Felipe | acao=fez um experimento | valor=5199
linha=2676 | nome=Natalia | acao=escreveu o relatorio | valor=3118
linha=2677 | nome=Paulo | acao=fez um experimento | valor=6673
linha=2678 | nome=Natalia | acao=fez um experimento | valor=4726
linha=2679 | nome=Carlos | acao=participou da aula | valor=6141
linha=2680 | nome=Eduarda | acao=participou da aula | valor=6448
linha=2681 | nome=Helena | acao=executou o benchmark | valor=4723
linha=2682 | nome=Otavio | acao=analisou os resultados | valor=9846
linha=2683 | nome=Gabriela | acao=participou da aula | valor=2930
linha=2684 | nome=Carlos | acao=estudou computacao | valor=2424
linha=2685 | nome=Eduarda | acao=participou da aula | valor=1504
linha=2686 | nome=Eduarda | acao=executou o benchmark | valor=8197
linha=2687 | nome=Carlos | acao=fez um experimento | valor=3684
linha=2688 | nome=Gabriela | acao=comparou as metricas | valor=5728
linha=2689 | nome=Lucas | acao=otimizou o algoritmo | valor=5083
linha=2690 | nome=Tiago | acao=comparou as metricas | valor=4389
linha=2691 | nome=Daniela | acao=escreveu o relatorio | valor=7677
linha=2692 | nome=Tiago | acao=escreveu o relatorio | valor=9810
linha=2693 | nome=Bruno | acao=executou o benchmark | valor=9676
linha=2694 | nome=Mariana | acao=executou o benchmark | valor=1123
linha=2695 | nome=Sofia | acao=analisou os resultados | valor=8990
linha=2696 | nome=Otavio | acao=escreveu o relatorio | valor=4036
linha=2697 | nome=Bruno | acao=estudou computacao | valor=2058
linha=2698 | nome=Helena | acao=estudou computacao | valor=7731
linha=2699 | nome=Mariana | acao=escreveu o relatorio | valor=5463
linha=2700 | nome=Felipe | acao=analisou os resultados | valor=2632
linha=2701 | nome=Daniela | acao=fez um experimento | valor=5306
linha=2702 | nome=Daniela | acao=participou da aula | valor=2814
linha=2703 | nome=Paulo | acao=otimizou o algoritmo | valor=5567
linha=2704 | nome=Bruno | acao=executou o benchmark | valor=3213
linha=2705 | nome=Joao | acao=comparou as metricas | valor=8458
linha=2706 | nome=Carlos | acao=otimizou o algoritmo | valor=6955
linha=2707 | nome=Eduarda | acao=participou da aula | valor=5088
linha=2708 | nome=Igor | acao=executou o benchmark | valor=2510
linha=2709 | nome=Tiago | acao=comparou as metricas | valor=1289
linha=2710 | nome=Helena | acao=participou da aula | valor=3706
linha=2711 | nome=Mariana | acao=analisou os resultados | valor=9106
linha=2712 | nome=Eduarda | acao=fez um experimento | valor=6015
linha=2713 | nome=Vitor | acao=comparou as metricas | valor=2413
linha=2714 | nome=Joao | acao=estudou computacao | valor=2179
linha=2715 | nome=Helena | acao=otimizou o algoritmo | valor=1214
linha=2716 | nome=Karen | acao=participou da aula | valor=2209
linha=2717 | nome=Joao | acao=estudou computacao | valor=1407
linha=2718 | nome=Ana | acao=analisou os resultados | valor=9818
linha=2719 | nome=Bruno | acao=escreveu o relatorio | valor=4129
linha=2720 | nome=Eduarda | acao=otimizou o algoritmo | valor=8658
linha=2721 | nome=Vitor | acao=estudou computacao | valor=2488
linha=2722 | nome=Ana | acao=fez um experimento | valor=5369
linha=2723 | nome=Joao | acao=fez um experimento | valor=2430
linha=2724 | nome=Natalia | acao=executou o benchmark | valor=4006
linha=2725 | nome=Gabriela | acao=fez um experimento | valor=7996
linha=2726 | nome=Daniela | acao=escreveu o relatorio | valor=6570
linha=2727 | nome=Mariana | acao=analisou os resultados | valor=4225
linha=2728 | nome=Daniela | acao=fez um experimento | valor=9795
linha=2729 | nome=Daniela | acao=comparou as metricas | valor=2129
linha=2730 | nome=Carlos | acao=estudou computacao | valor=2171
linha=2731 | nome=Carlos | acao=comparou as metricas | valor=6539
linha=2732 | nome=Eduarda | acao=otimizou o algoritmo | valor=6656
linha=2733 | nome=Natalia | acao=participou da aula | valor=1685
linha=2734 | nome=Joao | acao=fez um experimento | valor=7479
linha=2735 | nome=Mariana | acao=otimizou o algoritmo | valor=8212
linha=2736 | nome=Ana | acao=escreveu o relatorio | valor=4157
linha=2737 | nome=Bruno | acao=comparou as metricas | valor=9229
linha=2738 | nome=Felipe | acao=estudou computacao | valor=2105
linha=2739 | nome=Karen | acao=estudou computacao | valor=4224
linha=2740 | nome=Vitor | acao=escreveu o relatorio | valor=4789
linha=2741 | nome=Daniela | acao=otimizou o algoritmo | valor=3126
linha=2742 | nome=Ana | acao=otimizou o algoritmo | valor=3635
linha=2743 | nome=Bruno | acao=participou da aula | valor=4975
linha=2744 | nome=Lucas | acao=analisou os resultados | valor=6076
linha=2745 | nome=Joao | acao=fez um experimento | valor=7161
linha=2746 | nome=Daniela | acao=estudou computacao | valor=4179
linha=2747 | nome=Gabriela | acao=fez um experimento | valor=8465
linha=2748 | nome=Gabriela | acao=executou o benchmark | valor=7329
linha=2749 | nome=Igor | acao=estudou computacao | valor=4701
linha=2750 | nome=Joao | acao=executou o benchmark | valor=6249
linha=2751 | nome=Natalia | acao=executou o benchmark | valor=3112
linha=2752 | nome=Carlos | acao=analisou os resultados | valor=4657
linha=2753 | nome=Eduarda | acao=comparou as metricas | valor=8207
linha=2754 | nome=Paulo | acao=comparou as metricas | valor=9785
linha=2755 | nome=Renata | acao=comparou as metricas | valor=5916
linha=2756 | nome=Natalia | acao=executou o benchmark | valor=5777
linha=2757 | nome=Helena | acao=escreveu o relatorio | valor=1638
linha=2758 | nome=Helena | acao=escreveu o relatorio | valor=5690
linha=2759 | nome=Igor | acao=fez um experimento | valor=3639
linha=2760 | nome=Helena | acao=estudou computacao | valor=9424
linha=2761 | nome=Paulo | acao=participou da aula | valor=4690
linha=2762 | nome=Tiago | acao=estudou computacao | valor=5441
linha=2763 | nome=Natalia | acao=fez um experimento | valor=9626
linha=2764 | nome=Eduarda | acao=fez um experimento | valor=6214
linha=2765 | nome=Karen | acao=analisou os resultados | valor=2379
linha=2766 | nome=Igor | acao=estudou computacao | valor=4269
linha=2767 | nome=Gabriela | acao=otimizou o algoritmo | valor=8568
linha=2768 | nome=Vitor | acao=fez um experimento | valor=4005
linha=2769 | nome=Lucas | acao=escreveu o relatorio | valor=5814
linha=2770 | nome=Mariana | acao=analisou os resultados | valor=4734
linha=2771 | nome=Mariana | acao=comparou as metricas | valor=3687
linha=2772 | nome=Bruno | acao=otimizou o algoritmo | valor=5154
linha=2773 | nome=Igor | acao=fez um experimento | valor=9490
linha=2774 | nome=Bruno | acao=executou o benchmark | valor=7156
linha=2775 | nome=Ana | acao=estudou computacao | valor=2974
linha=2776 | nome=Paulo | acao=executou o benchmark | valor=6271
linha=2777 | nome=Carlos | acao=executou o benchmark | valor=1722
linha=2778 | nome=Ana | acao=executou o benchmark | valor=5186
linha=2779 | nome=Felipe | acao=executou o benchmark | valor=8504
linha=2780 | nome=Mariana | acao=otimizou o algoritmo | valor=5626
linha=2781 | nome=Helena | acao=fez um experimento | valor=5321
linha=2782 | nome=Eduarda | acao=comparou as metricas | valor=1760
linha=2783 | nome=Gabriela | acao=otimizou o algoritmo | valor=6631
linha=2784 | nome=Ana | acao=comparou as metricas | valor=2800
linha=2785 | nome=Carlos | acao=executou o benchmark | valor=7135
linha=2786 | nome=Karen | acao=comparou as metricas | valor=4894
linha=2787 | nome=Renata | acao=escreveu o relatorio | valor=8201
linha=2788 | nome=Gabriela | acao=escreveu o relatorio | valor=4378
linha=2789 | nome=Gabriela | acao=fez um experimento | valor=8424
linha=2790 | nome=Ana | acao=analisou os resultados | valor=8773
linha=2791 | nome=Bruno | acao=fez um experimento | valor=9732
linha=2792 | nome=Joao | acao=estudou computacao | valor=7758
linha=2793 | nome=Gabriela | acao=escreveu o relatorio | valor=8164
linha=2794 | nome=Carlos | acao=comparou as metricas | valor=6454
linha=2795 | nome=Otavio | acao=comparou as metricas | valor=2911
linha=2796 | nome=Mariana | acao=fez um experimento | valor=3367
linha=2797 | nome=Lucas | acao=comparou as metricas | valor=2045
linha=2798 | nome=Bruno | acao=estudou computacao | valor=2591
linha=2799 | nome=Igor | acao=analisou os resultados | valor=1136
linha=2800 | nome=Vitor | acao=participou da aula | valor=8375
linha=2801 | nome=Renata | acao=comparou as metricas | valor=2868
linha=2802 | nome=Tiago | acao=estudou computacao | valor=5335
linha=2803 | nome=Joao | acao=comparou as metricas | valor=6920
linha=2804 | nome=Otavio | acao=estudou computacao | valor=2593
linha=2805 | nome=Mariana | acao=fez um experimento | valor=4884
linha=2806 | nome=Vitor | acao=analisou os resultados | valor=4159
linha=2807 | nome=Ana | acao=executou o benchmark | valor=2456
linha=2808 | nome=Ana | acao=escreveu o relatorio | valor=2981
linha=2809 | nome=Igor | acao=executou o benchmark | valor=9928
linha=2810 | nome=Paulo | acao=escreveu o relatorio | valor=4004
linha=2811 | nome=Helena | acao=estudou computacao | valor=3548
linha=2812 | nome=Mariana | acao=executou o benchmark | valor=3822
linha=2813 | nome=Tiago | acao=participou da aula | valor=4693
linha=2814 | nome=Helena | acao=analisou os resultados | valor=4549
linha=2815 | nome=Vitor | acao=estudou computacao | valor=2020
linha=2816 | nome=Daniela | acao=otimizou o algoritmo | valor=7897
linha=2817 | nome=Carlos | acao=escreveu o relatorio | valor=2056
linha=2818 | nome=Sofia | acao=comparou as metricas | valor=1218
linha=2819 | nome=Daniela | acao=participou da aula | valor=4929
linha=2820 | nome=Sofia | acao=analisou os resultados | valor=2564
linha=2821 | nome=Karen | acao=participou da aula | valor=4128
linha=2822 | nome=Vitor | acao=estudou computacao | valor=7068
linha=2823 | nome=Natalia | acao=participou da aula | valor=9972
linha=2824 | nome=Paulo | acao=otimizou o algoritmo | valor=9627
linha=2825 | nome=Carlos | acao=fez um experimento | valor=7779
linha=2826 | nome=Joao | acao=otimizou o algoritmo | valor=7218
linha=2827 | nome=Natalia | acao=escreveu o relatorio | valor=6124
linha=2828 | nome=Otavio | acao=participou da aula | valor=2556
linha=2829 | nome=Gabriela | acao=escreveu o relatorio | valor=5002
linha=2830 | nome=Paulo | acao=fez um experimento | valor=7103
linha=2831 | nome=Carlos | acao=executou o benchmark | valor=4578
linha=2832 | nome=Karen | acao=fez um experimento | valor=8791
linha=2833 | nome=Sofia | acao=participou da aula | valor=2568
linha=2834 | nome=Ana | acao=fez um experimento | valor=7409
linha=2835 | nome=Natalia | acao=executou o benchmark | valor=9395
linha=2836 | nome=Sofia | acao=executou o benchmark | valor=9049
linha=2837 | nome=Karen | acao=comparou as metricas | valor=4612
linha=2838 | nome=Vitor | acao=analisou os resultados | valor=7651
linha=2839 | nome=Eduarda | acao=estudou computacao | valor=7474
linha=2840 | nome=Joao | acao=analisou os resultados | valor=2656
linha=2841 | nome=Otavio | acao=otimizou o algoritmo | valor=8901
linha=2842 | nome=Otavio | acao=escreveu o relatorio | valor=4545
linha=2843 | nome=Lucas | acao=fez um experimento | valor=3168
linha=2844 | nome=Otavio | acao=escreveu o relatorio | valor=2185
linha=2845 | nome=Mariana | acao=escreveu o relatorio | valor=1207
linha=2846 | nome=Sofia | acao=participou da aula | valor=2084
linha=2847 | nome=Otavio | acao=executou o benchmark | valor=9050
linha=2848 | nome=Daniela | acao=participou da aula | valor=4758
linha=2849 | nome=Mariana | acao=otimizou o algoritmo | valor=8034
linha=2850 | nome=Gabriela | acao=analisou os resultados | valor=1412
linha=2851 | nome=Gabriela | acao=otimizou o algoritmo | valor=6029
linha=2852 | nome=Otavio | acao=otimizou o algoritmo | valor=9877
linha=2853 | nome=Felipe | acao=escreveu o relatorio | valor=8998
linha=2854 | nome=Natalia | acao=analisou os resultados | valor=5607
linha=2855 | nome=Ana | acao=participou da aula | valor=2721
linha=2856 | nome=Tiago | acao=estudou computacao | valor=7280
linha=2857 | nome=Lucas | acao=comparou as metricas | valor=9792
linha=2858 | nome=Natalia | acao=estudou computacao | valor=4319
linha=2859 | nome=Paulo | acao=fez um experimento | valor=3315
linha=2860 | nome=Lucas | acao=estudou computacao | valor=4084
linha=2861 | nome=Helena | acao=otimizou o algoritmo | valor=9640
linha=2862 | nome=Eduarda | acao=otimizou o algoritmo | valor=5381
linha=2863 | nome=Igor | acao=estudou computacao | valor=5362
linha=2864 | nome=Igor | acao=fez um experimento | valor=5760
linha=2865 | nome=Felipe | acao=estudou computacao | valor=2205
linha=2866 | nome=Sofia | acao=executou o benchmark | valor=9058
linha=2867 | nome=Mariana | acao=comparou as metricas | valor=3373
linha=2868 | nome=Carlos | acao=otimizou o algoritmo | valor=1845
linha=2869 | nome=Sofia | acao=estudou computacao | valor=7234
linha=2870 | nome=Karen | acao=analisou os resultados | valor=8267
linha=2871 | nome=Tiago | acao=comparou as metricas | valor=8910
linha=2872 | nome=Gabriela | acao=analisou os resultados | valor=5325
linha=2873 | nome=Helena | acao=participou da aula | valor=2581
linha=2874 | nome=Gabriela | acao=fez um experimento | valor=8618
linha=2875 | nome=Gabriela | acao=analisou os resultados | valor=8285
linha=2876 | nome=Karen | acao=estudou computacao | valor=7772
linha=2877 | nome=Eduarda | acao=participou da aula | valor=3082
linha=2878 | nome=Vitor | acao=fez um experimento | valor=1597
linha=2879 | nome=Eduarda | acao=fez um experimento | valor=9324
linha=2880 | nome=Vitor | acao=participou da aula | valor=8988
linha=2881 | nome=Felipe | acao=comparou as metricas | valor=2841
linha=2882 | nome=Joao | acao=fez um experimento | valor=1477
linha=2883 | nome=Tiago | acao=analisou os resultados | valor=9886
linha=2884 | nome=Natalia | acao=otimizou o algoritmo | valor=3973
linha=2885 | nome=Natalia | acao=estudou computacao | valor=1767
linha=2886 | nome=Felipe | acao=escreveu o relatorio | valor=3740
linha=2887 | nome=Gabriela | acao=otimizou o algoritmo | valor=8619
linha=2888 | nome=Gabriela | acao=escreveu o relatorio | valor=7611
linha=2889 | nome=Vitor | acao=fez um experimento | valor=2076
linha=2890 | nome=Daniela | acao=executou o benchmark | valor=1303
linha=2891 | nome=Joao | acao=participou da aula | valor=5143
linha=2892 | nome=Ana | acao=otimizou o algoritmo | valor=1621
linha=2893 | nome=Daniela | acao=analisou os resultados | valor=8432
linha=2894 | nome=Vitor | acao=comparou as metricas | valor=5777
linha=2895 | nome=Mariana | acao=analisou os resultados | valor=1070
linha=2896 | nome=Daniela | acao=escreveu o relatorio | valor=2147
