linha=1 | nome=Felipe | acao=fez um experimento | valor=1278
linha=2739 | nome=Joao | acao=otimizou o algoritmo | valor=7390
linha=2740 | nome=Bruno | acao=analisou os resultados | valor=5453
linha=2741 | nome=Gabriela | acao=analisou os resultados | valor=2142
linha=2742 | nome=Gabriela | acao=comparou as metricas | valor=1344
linha=2743 | nome=Eduarda | acao=estudou computacao | valor=1914
linha=2744 | nome=Sofia | acao=fez um experimento | valor=5709
linha=2745 | nome=Karen | acao=otimizou o algoritmo | valor=4689
linha=2746 | nome=Bruno | acao=analisou os resultados | valor=1134
linha=2747 | nome=Igor | acao=participou da aula | valor=7617
linha=2748 | nome=Otavio | acao=executou o benchmark | valor=5910
linha=2749 | nome=Felipe | acao=analisou os resultados | valor=7417
linha=2750 | nome=Helena | acao=fez um experimento | valor=4621
linha=2751 | nome=Paulo | acao=estudou computacao | valor=1772
linha=2752 | nome=Eduarda | acao=otimizou o algoritmo | valor=1563
linha=2753 | nome=Vitor | acao=comparou as metricas | valor=1106
linha=2754 | nome=Paulo | acao=otimizou o algoritmo | valor=9965
linha=2755 | nome=Daniela | acao=participou da aula | valor=9539
linha=2756 | nome=Gabriela | acao=otimizou o algoritmo | valor=8767
linha=2757 | nome=Ana | acao=estudou computacao | valor=4591
linha=2758 | nome=Igor | acao=escreveu o relatorio | valor=7695
linha=2759 | nome=Helena | acao=fez um experimento | valor=2397
linha=2760 | nome=Sofia | acao=comparou as metricas | valor=8721
linha=2761 | nome=Felipe | acao=otimizou o algoritmo | valor=3887
linha=2762 | nome=Paulo | acao=analisou os resultados | valor=7960
linha=2763 | nome=Mariana | acao=executou o benchmark | valor=9238
linha=2764 | nome=Igor | acao=comparou as metricas | valor=8698
linha=2765 | nome=Mariana | acao=otimizou o algoritmo | valor=2427
linha=2766 | nome=Mariana | acao=executou o benchmark | valor=9625
linha=2767 | nome=Sofia | acao=participou da aula | valor=9192
linha=2768 | nome=Renata | acao=participou da aula | valor=2749
linha=2769 | nome=Eduarda | acao=otimizou o algoritmo | valor=7564
linha=2770 | nome=Joao | acao=otimizou o algoritmo | valor=2782
linha=2771 | nome=Bruno | acao=analisou os resultados | valor=4658
linha=2772 | nome=Tiago | acao=comparou as metricas | valor=1952
linha=2773 | nome=Paulo | acao=executou o benchmark | valor=9996
linha=2774 | nome=Joao | acao=executou o benchmark | valor=2320
linha=2775 | nome=Igor | acao=fez um experimento | valor=5588
linha=2776 | nome=Helena | acao=comparou as metricas | valor=1114
linha=2777 | nome=Natalia | acao=comparou as metricas | valor=7636
linha=2778 | nome=Renata | acao=comparou as metricas | valor=9822
linha=2779 | nome=Igor | acao=analisou os resultados | valor=5271
linha=2780 | nome=Vitor | acao=otimizou o algoritmo | valor=4431
linha=2781 | nome=Mariana | acao=fez um experimento | valor=6224
linha=2782 | nome=Felipe | acao=comparou as metricas | valor=9854
linha=2783 | nome=Natalia | acao=escreveu o relatorio | valor=6140
linha=2784 | nome=Felipe | acao=otimizou o algoritmo | valor=9168
linha=2785 | nome=Tiago | acao=escreveu o relatorio | valor=1320
linha=2786 | nome=Lucas | acao=executou o benchmark | valor=7681
linha=2787 | nome=Joao | acao=fez um experimento | valor=8885
linha=2788 | nome=Tiago | acao=escreveu o relatorio | valor=9570
linha=2789 | nome=Mariana | acao=escreveu o relatorio | valor=3374
linha=2790 | nome=Carlos | acao=fez um experimento | valor=5118
linha=2791 | nome=Lucas | acao=otimizou o algoritmo | valor=7987
linha=2792 | nome=Mariana | acao=executou o benchmark | valor=9302
linha=2793 | nome=Helena | acao=participou da aula | valor=9745
linha=2794 | nome=Paulo | acao=executou o benchmark | valor=2512
linha=2795 | nome=Tiago | acao=fez um experimento | valor=2849
linha=2796 | nome=Joao | acao=participou da aula | valor=7176
linha=2797 | nome=Tiago | acao=comparou as metricas | valor=2906
linha=2798 | nome=Renata | acao=escreveu o relatorio | valor=6239
linha=2799 | nome=Felipe | acao=estudou computacao | valor=6873
linha=2800 | nome=Renata | acao=comparou as metricas | valor=8058
linha=2801 | nome=Otavio | acao=fez um experimento | valor=1422
linha=2802 | nome=Renata | acao=otimizou o algoritmo | valor=8187
linha=2803 | nome=Gabriela | acao=participou da aula | valor=9790
linha=2804 | nome=Renata | acao=fez um experimento | valor=2834
linha=2805 | nome=Renata | acao=comparou as metricas | valor=8242
linha=2806 | nome=Igor | acao=executou o benchmark | valor=7469
linha=2807 | nome=Joao | acao=analisou os resultados | valor=4474
linha=2808 | nome=Mariana | acao=estudou computacao | valor=5361
linha=2809 | nome=Paulo | acao=otimizou o algoritmo | valor=3217
linha=2810 | nome=Natalia | acao=escreveu o relatorio | valor=6253
linha=2811 | nome=Vitor | acao=analisou os resultados | valor=4667
linha=2812 | nome=Tiago | acao=participou da aula | valor=2214
linha=2813 | nome=Joao | acao=comparou as metricas | valor=3496
linha=2814 | nome=Sofia | acao=executou o benchmark | valor=4169
linha=2815 | nome=Joao | acao=analisou os resultados | valor=8462
linha=2816 | nome=Gabriela | acao=comparou as metricas | valor=6299
linha=2817 | nome=Mariana | acao=comparou as metricas | valor=7169
linha=2818 | nome=Daniela | acao=executou o benchmark | valor=5505
linha=2819 | nome=Bruno | acao=otimizou o algoritmo | valor=9657
linha=2820 | nome=Daniela | acao=otimizou o algoritmo | valor=9863
linha=2821 | nome=Renata | acao=participou da aula | valor=4009
linha=2822 | nome=Tiago | acao=estudou computacao | valor=2912
linha=2823 | nome=Natalia | acao=otimizou o algoritmo | valor=8148
linha=2824 | nome=Carlos | acao=fez um experimento | valor=8219
linha=2825 | nome=Mariana | acao=analisou os resultados | valor=3472
linha=2826 | nome=Felipe | acao=otimizou o algoritmo | valor=7582
linha=2827 | nome=Lucas | acao=fez um experimento | valor=7179
linha=2828 | nome=Felipe | acao=executou o benchmark | valor=3497
linha=2829 | nome=Otavio | acao=participou da aula | valor=1117
linha=2830 | nome=Carlos | acao=executou o benchmark | valor=1769
linha=2831 | nome=Ana | acao=otimizou o algoritmo | valor=7474
linha=2832 | nome=Lucas | acao=analisou os resultados | valor=5063
linha=2833 | nome=Bruno | acao=otimizou o algoritmo | valor=9955
linha=2834 | nome=Helena | acao=comparou as metricas | valor=1450
linha=2835 | nome=Paulo | acao=analisou os resultados | valor=8925
linha=2836 | nome=Daniela | acao=escreveu o relatorio | valor=5498
linha=2837 | nome=Karen | acao=escreveu o relatorio | valor=3723
linha=2838 | nome=Bruno | acao=otimizou o algoritmo | valor=4164
linha=2839 | nome=Vitor | acao=executou o benchmark | valor=6027
linha=2840 | nome=Mariana | acao=escreveu o relatorio | valor=5295
linha=2841 | nome=Otavio | acao=analisou os resultados | valor=3543
linha=2842 | nome=Igor | acao=analisou os resultados | valor=9944
linha=2843 | nome=Karen | acao=analisou os resultados | valor=6310
linha=2844 | nome=Renata | acao=otimizou o algoritmo | valor=8899
linha=2845 | nome=Helena | acao=escreveu o relatorio | valor=1193
linha=2846 | nome=Vitor | acao=estudou computacao | valor=7469
linha=2847 | nome=Natalia | acao=participou da aula | valor=7257
linha=2848 | nome=Renata | acao=fez um experimento | valor=8731
linha=2849 | nome=Carlos | acao=estudou computacao | valor=5925
linha=2850 | nome=Joao | acao=estudou computacao | valor=8932
linha=2851 | nome=Tiago | acao=participou da aula | valor=2342
linha=2852 | nome=Otavio | acao=fez um experimento | valor=1718
linha=2853 | nome=Carlos | acao=participou da aula | valor=5097
linha=2854 | nome=Otavio | acao=estudou computacao | valor=5888
linha=2855 | nome=Daniela | acao=participou da aula | valor=9114
linha=2856 | nome=Helena | acao=comparou as metricas | valor=8798
linha=2857 | nome=Paulo | acao=participou da aula | valor=8103
linha=2858 | nome=Vitor | acao=fez um experimento | valor=7260
linha=2859 | nome=Sofia | acao=analisou os resultados | valor=2040
linha=2860 | nome=Karen | acao=estudou computacao | valor=5687
linha=2861 | nome=Natalia | acao=escreveu o relatorio | valor=3388
linha=2862 | nome=Sofia | acao=fez um experimento | valor=4213
linha=2863 | nome=Felipe | acao=fez um experimento | valor=6806
linha=2864 | nome=Otavio | acao=comparou as metricas | valor=2623
linha=2865 | nome=Helena | acao=participou da aula | valor=2769
linha=2866 | nome=Bruno | acao=analisou os resultados | valor=8606
linha=2867 | nome=Igor | acao=escreveu o relatorio | valor=6408
linha=2868 | nome=Igor | acao=fez um experimento | valor=2628
linha=2869 | nome=Renata | acao=analisou os resultados | valor=1307
linha=2870 | nome=Felipe | acao=fez um experimento | valor=5531
linha=2871 | nome=Vitor | acao=otimizou o algoritmo | valor=5735
linha=2872 | nome=Igor | acao=escreveu o relatorio | valor=8196
linha=2873 | nome=Gabriela | acao=participou da aula | valor=4992
linha=2874 | nome=Renata | acao=participou da aula | valor=9494
linha=2875 | nome=Joao | acao=comparou as metricas | valor=7605
linha=2876 | nome=Joao | acao=analisou os resultados | valor=9126
linha=2877 | nome=Paulo | acao=executou o benchmark | valor=5952
linha=2878 | nome=Ana | acao=analisou os resultados | valor=4678
linha=2879 | nome=Sofia | acao=otimizou o algoritmo | valor=8320
linha=2880 | nome=Igor | acao=analisou os resultados | valor=7423
linha=2881 | nome=Mariana | acao=analisou os resultados | valor=5432
linha=2882 | nome=Gabriela | acao=escreveu o relatorio | valor=7331
linha=2883 | nome=Sofia | acao=analisou os resultados | valor=7626
linha=2884 | nome=Helena | acao=participou da aula | valor=2858
linha=2885 | nome=Otavio | acao=escreveu o relatorio | valor=4328
linha=2886 | nome=Gabriela | acao=estudou computacao | valor=4520
linha=2887 | nome=Otavio | acao=participou da aula | valor=6156
linha=2888 | nome=Eduarda | acao=fez um experimento | valor=3711
linha=2889 | nome=Eduarda | acao=escreveu o relatorio | valor=3766
linha=2890 | nome=Natalia | acao=analisou os resultados | valor=7827
linha=2891 | nome=Otavio | acao=fez um experimento | valor=6519
linha=2892 | nome=Eduarda | acao=analisou os resultados | valor=2577
linha=2893 | nome=Vitor | acao=fez um experimento | valor=8176
linha=2894 | nome=Ana | acao=estudou computacao | valor=6105
linha=2895 | nome=Tiago | acao=estudou computacao | valor=9683
linha=2896 | nome=Otavio | acao=escreveu o relatorio | valor=6539
linha=2897 | nome=Helena | acao=estudou computacao | valor=1339
linha=2898 | nome=Bruno | acao=estudou computacao | valor=9829
linha=2899 | nome=Helena | acao=participou da aula | valor=5243
linha=2900 | nome=Paulo | acao=fez um experimento | valor=5336
linha=2901 | nome=Daniela | acao=estudou computacao | valor=6827
linha=2902 | nome=Joao | acao=participou da aula | valor=8744
linha=2903 | nome=Mariana | acao=estudou computacao | valor=8947
linha=2904 | nome=Helena | acao=executou o benchmark | valor=1576
linha=2905 | nome=Eduarda | acao=participou da aula | valor=5646
linha=2906 | nome=Sofia | acao=comparou as metricas | valor=4402
linha=2907 | nome=Tiago | acao=otimizou o algoritmo | valor=4164
linha=2908 | nome=Mariana | acao=participou da aula | valor=8056
linha=2909 | nome=Joao | acao=participou da aula | valor=2164
linha=2910 | nome=Felipe | acao=estudou computacao | valor=3889
linha=2911 | nome=Sofia | acao=participou da aula | valor=7490
linha=2912 | nome=Carlos | acao=participou da aula | valor=1734
linha=2913 | nome=Mariana | acao=executou o benchmark | valor=5058
linha=2914 | nome=Gabriela | acao=participou da aula | valor=8910
linha=2915 | nome=Mariana | acao=participou da aula | valor=2137
linha=2916 | nome=Eduarda | acao=executou o benchmark | valor=9985
linha=2917 | nome=Sofia | acao=otimizou o algoritmo | valor=3650
linha=2918 | nome=Sofia | acao=escreveu o relatorio | valor=4715
linha=2919 | nome=Ana | acao=otimizou o algoritmo | valor=6984
linha=2920 | nome=Ana | acao=analisou os resultados | valor=6205
linha=2921 | nome=Tiago | acao=escreveu o relatorio | valor=5472
linha=2922 | nome=Vitor | acao=fez um experimento | valor=3794
linha=2923 | nome=Ana | acao=otimizou o algoritmo | valor=3719
linha=2924 | nome=Carlos | acao=fez um experimento | valor=5194
linha=2925 | nome=Ana | acao=estudou computacao | valor=2379
linha=2926 | nome=Igor | acao=executou o benchmark | valor=7511
linha=2927 | nome=Natalia | acao=participou da aula | valor=5239
linha=2928 | nome=Igor | acao=escreveu o relatorio | valor=8879
linha=2929 | nome=Renata | acao=fez um experimento | valor=1513
linha=2930 | nome=Lucas | acao=comparou as metricas | valor=5077
linha=2931 | nome=Gabriela | acao=otimizou o algoritmo | valor=8197
linha=2932 | nome=Bruno | acao=escreveu o relatorio | valor=6148
linha=2933 | nome=Renata | acao=fez um experimento | valor=2828
linha=2934 | nome=Paulo | acao=comparou as metricas | valor=3847
linha=2935 | nome=Carlos | acao=participou da aula | valor=9562
linha=2936 | nome=Tiago | acao=escreveu o relatorio | valor=2541
linha=2937 | nome=Ana | acao=fez um experimento | valor=3730
linha=2938 | nome=Gabriela | acao=participou da aula | valor=3136
linha=2939 | nome=Mariana | acao=estudou computacao | valor=9178
linha=2940 | nome=Gabriela | acao=executou o benchmark | valor=4867
linha=2941 | nome=Felipe | acao=escreveu o relatorio | valor=7997
linha=2942 | nome=Karen | acao=fez um experimento | valor=7901
linha=2943 | nome=Carlos | acao=analisou os resultados | valor=9870
linha=2944 | nome=Natalia | acao=escreveu o relatorio | valor=3845
linha=2945 | nome=Natalia | acao=executou o benchmark | valor=3208
linha=2946 | nome=Ana | acao=escreveu o relatorio | valor=3750
linha=2947 | nome=Felipe | acao=comparou as metricas | valor=8728
linha=2948 | nome=Igor | acao=executou o benchmark | valor=5645
linha=2949 | nome=Natalia | acao=executou o benchmark | valor=7554
linha=2950 | nome=Bruno | acao=fez um experimento | valor=3356
linha=2951 | nome=Paulo | acao=analisou os resultados | valor=7058
linha=2952 | nome=Igor | acao=fez um experimento | valor=1838
linha=2953 | nome=Renata | acao=escreveu o relatorio | valor=2442
linha=2954 | nome=Felipe | acao=fez um experimento | valor=1908
linha=2955 | nome=Karen | acao=estudou computacao | valor=2779
linha=2956 | nome=Felipe | acao=participou da aula | valor=4650
linha=2957 | nome=Renata | acao=estudou computacao | valor=4382
linha=2958 | nome=Daniela | acao=executou o benchmark | valor=7643
linha=2959 | nome=Otavio | acao=analisou os resultados | valor=3991
linha=2960 | nome=Helena | acao=comparou as metricas | valor=8544
linha=2961 | nome=Paulo | acao=participou da aula | valor=4761
linha=2962 | nome=Mariana | acao=participou da aula | valor=4099
linha=2963 | nome=Ana | acao=participou da aula | valor=2553
linha=2964 | nome=Helena | acao=comparou as metricas | valor=9811
linha=2965 | nome=Eduarda | acao=participou da aula | valor=2809
linha=2966 | nome=Daniela | acao=otimizou o algoritmo | valor=7666
linha=2967 | nome=Vitor | acao=comparou as metricas | valor=1928
linha=2968 | nome=Felipe | acao=analisou os resultados | valor=1111
linha=2969 | nome=Felipe | acao=participou da aula | valor=1139
linha=2970 | nome=Natalia | acao=executou o benchmark | valor=4378
linha=2971 | nome=Daniela | acao=analisou os resultados | valor=2900
linha=2972 | nome=Karen | acao=comparou as metricas | valor=7213
linha=2973 | nome=Tiago | acao=estudou computacao | valor=2003
linha=2974 | nome=Helena | acao=analisou os resultados | valor=9028
linha=2975 | nome=Mariana | acao=fez um experimento | valor=5818
linha=2976 | nome=Joao | acao=executou o benchmark | valor=5694
linha=2977 | nome=Daniela | acao=comparou as metricas | valor=2163
linha=2978 | nome=Renata | acao=executou o benchmark | valor=4911
linha=2979 | nome=Ana | acao=estudou computacao | valor=2291
linha=2980 | nome=Carlos | acao=fez um experimento | valor=3285
linha=2981 | nome=Karen | acao=participou da aula | valor=6407
linha=2982 | nome=Paulo | acao=analisou os resultados | valor=8797
linha=2983 | nome=Otavio | acao=escreveu o relatorio | valor=3901
linha=2984 | nome=Carlos | acao=escreveu o relatorio | valor=4709
linha=2985 | nome=Renata | acao=comparou as metricas | valor=5274
linha=2986 | nome=Tiago | acao=analisou os resultados | valor=9877
linha=2987 | nome=Lucas | acao=estudou computacao | valor=9804
linha=2988 | nome=Lucas | acao=executou o benchmark | valor=8595
linha=2989 | nome=Daniela | acao=participou da aula | valor=3929
linha=2990 | nome=Renata | acao=estudou computacao | valor=7059
linha=2991 | nome=Helena | acao=executou o benchmark | valor=2985
linha=2992 | nome=Ana | acao=otimizou o algoritmo | valor=9781
linha=2993 | nome=Sofia | acao=executou o benchmark | valor=5625
linha=2994 | nome=Bruno | acao=analisou os resultados | valor=2668
linha=2995 | nome=Carlos | acao=escreveu o relatorio | valor=5301
linha=2996 | nome=Lucas | acao=otimizou o algoritmo | valor=4944
linha=2997 | nome=Renata | acao=comparou as metricas | valor=8519
linha=2998 | nome=Tiago | acao=estudou computacao | valor=4079
linha=2999 | nome=Renata | acao=participou da aula | valor=8921
linha=3000 | nome=Carlos | acao=participou da aula | valor=9033
linha=3001 | nome=Joao | acao=analisou os resultados | valor=4084
linha=3002 | nome=Tiago | acao=comparou as metricas | valor=9102
linha=3003 | nome=Renata | acao=fez um experimento | valor=2421
linha=3004 | nome=Ana | acao=analisou os resultados | valor=7970
linha=3005 | nome=Ana | acao=participou da aula | valor=4835
linha=3006 | nome=Igor | acao=analisou os resultados | valor=6338
linha=3007 | nome=Igor | acao=participou da aula | valor=6611
linha=3008 | nome=Mariana | acao=fez um experimento | valor=9716
linha=3009 | nome=Helena | acao=otimizou o algoritmo | valor=4384
linha=3010 | nome=Vitor | acao=escreveu o relatorio | valor=7309
linha=3011 | nome=Natalia | acao=comparou as metricas | valor=1783
linha=3012 | nome=Paulo | acao=otimizou o algoritmo | valor=6100
linha=3013 | nome=Tiago | acao=comparou as metricas | valor=3246
linha=3014 | nome=Felipe | acao=comparou as metricas | valor=8466
linha=3015 | nome=Vitor | acao=fez um experimento | valor=8205
linha=3016 | nome=Natalia | acao=participou da aula | valor=3807
linha=3017 | nome=Karen | acao=otimizou o algoritmo | valor=9341
linha=3018 | nome=Helena | acao=fez um experimento | valor=6784
linha=3019 | nome=Eduarda | acao=comparou as metricas | valor=8591
linha=3020 | nome=Natalia | acao=fez um experimento | valor=4112
linha=3021 | nome=Renata | acao=executou o benchmark | valor=9662
linha=3022 | nome=Helena | acao=otimizou o algoritmo | valor=6101
linha=3023 | nome=Renata | acao=otimizou o algoritmo | valor=7137
linha=3024 | nome=Igor | acao=otimizou o algoritmo | valor=3778
linha=3025 | nome=Helena | acao=comparou as metricas | valor=8100
linha=3026 | nome=Tiago | acao=otimizou o algoritmo | valor=9037
linha=3027 | nome=Eduarda | acao=fez um experimento | valor=8434
linha=3028 | nome=Paulo | acao=estudou computacao | valor=3503
linha=3029 | nome=Mariana | acao=executou o benchmark | valor=1249
linha=3030 | nome=Bruno | acao=analisou os resultados | valor=7698
linha=3031 | nome=Paulo | acao=comparou as metricas | valor=6762
linha=3032 | nome=Paulo | acao=analisou os resultados | valor=9223
linha=3033 | nome=Tiago | acao=executou o benchmark | valor=6874
linha=3034 | nome=Renata | acao=participou da aula | valor=3910
linha=3035 | nome=Karen | acao=analisou os resultados | valor=6794
linha=3036 | nome=Paulo | acao=analisou os resultados | valor=9701
linha=3037 | nome=Gabriela | acao=comparou as metricas | valor=4727
linha=3038 | nome=Felipe | acao=escreveu o relatorio | valor=4892
linha=3039 | nome=Karen | acao=executou o benchmark | valor=5436
linha=3040 | nome=Bruno | acao=fez um experimento | valor=7828
linha=3041 | nome=Lucas | acao=escreveu o relatorio | valor=1762
linha=3042 | nome=Bruno | acao=analisou os resultados | valor=7646
linha=3043 | nome=Joao | acao=escreveu o relatorio | valor=2024
linha=3044 | nome=Mariana | acao=analisou os resultados | valor=1688
linha=3045 | nome=Vitor | acao=otimizou o algoritmo | valor=6446
linha=3046 | nome=Mariana | acao=estudou computacao | valor=5259
linha=3047 | nome=Igor | acao=estudou computacao | valor=6857
linha=3048 | nome=Sofia | acao=executou o benchmark | valor=1577
linha=3049 | nome=Tiago | acao=otimizou o algoritmo | valor=6743
linha=3050 | nome=Mariana | acao=escreveu o relatorio | valor=3354
linha=3051 | nome=Mariana | acao=fez um experimento | valor=6313
linha=3052 | nome=Tiago | acao=participou da aula | valor=5147
linha=3053 | nome=Lucas | acao=participou da aula | valor=4138
linha=3054 | nome=Carlos | acao=otimizou o algoritmo | valor=2068
linha=3055 | nome=Otavio | acao=escreveu o relatorio | valor=2391
linha=3056 | nome=Otavio | acao=participou da aula | valor=2984
linha=3057 | nome=Vitor | acao=escreveu o relatorio | valor=1413
linha=3058 | nome=Renata | acao=participou da aula | valor=4907
linha=3059 | nome=Renata | acao=participou da aula | valor=4953
linha=3060 | nome=Vitor | acao=otimizou o algoritmo | valor=7805
linha=3061 | nome=Mariana | acao=otimizou o algoritmo | valor=2383
linha=3062 | nome=Bruno | acao=fez um experimento | valor=7586
linha=3063 | nome=Helena | acao=fez um experimento | valor=1802
linha=3064 | nome=Vitor | acao=comparou as metricas | valor=5992
linha=3065 | nome=Bruno | acao=executou o benchmark | valor=8171
linha=3066 | nome=Daniela | acao=escreveu o relatorio | valor=7787
linha=3067 | nome=Daniela | acao=estudou computacao | valor=4797
linha=3068 | nome=Paulo | acao=executou o benchmark | valor=1644
linha=3069 | nome=Mariana | acao=executou o benchmark | valor=6356
linha=3070 | nome=Daniela | acao=participou da aula | valor=4399
linha=3071 | nome=Joao | acao=estudou computacao | valor=8739
linha=3072 | nome=Joao | acao=analisou os resultados | valor=5937
linha=3073 | nome=Ana | acao=escreveu o relatorio | valor=8801
linha=3074 | nome=Otavio | acao=escreveu o relatorio | valor=5513
linha=3075 | nome=Otavio | acao=otimizou o algoritmo | valor=8516
linha=3076 | nome=Mariana | acao=escreveu o relatorio | valor=5906
linha=3077 | nome=Helena | acao=executou o benchmark | valor=2553
linha=3078 | nome=Mariana | acao=fez um experimento | valor=4565
linha=3079 | nome=Carlos | acao=comparou as metricas | valor=4007
linha=3080 | nome=Gabriela | acao=analisou os resultados | valor=8733
linha=3081 | nome=Gabriela | acao=fez um experimento | valor=3902
linha=3082 | nome=Carlos | acao=comparou as metricas | valor=5764
linha=3083 | nome=Vitor | acao=estudou computacao | valor=4766
linha=3084 | nome=Sofia | acao=executou o benchmark | valor=4971
linha=3085 | nome=Lucas | acao=analisou os resultados | valor=1567
linha=3086 | nome=Bruno | acao=estudou computacao | valor=3026
linha=3087 | nome=Ana | acao=analisou os resultados | valor=3352
linha=3088 | nome=Igor | acao=fez um experimento | valor=1807
linha=3089 | nome=Carlos | acao=analisou os resultados | valor=2570
linha=3090 | nome=Sofia | acao=comparou as metricas | valor=9929
linha=3091 | nome=Paulo | acao=fez um experimento | valor=1623
linha=3092 | nome=Carlos | acao=comparou as metricas | valor=8666
linha=3093 | nome=Igor | acao=estudou computacao | valor=8309
linha=3094 | nome=Vitor | acao=escreveu o relatorio | valor=3628
linha=3095 | nome=Lucas | acao=analisou os resultados | valor=4774
linha=3096 | nome=Mariana | acao=analisou os resultados | valor=2586
linha=3097 | nome=Gabriela | acao=analisou os resultados | valor=9341
linha=3098 | nome=Carlos | acao=analisou os resultados | valor=8106
linha=3099 | nome=Vitor | acao=otimizou o algoritmo | valor=8057
linha=3100 | nome=Lucas | acao=participou da aula | valor=7630
linha=3101 | nome=Ana | acao=escreveu o relatorio | valor=7132
linha=3102 | nome=Gabriela | acao=comparou as metricas | valor=6579
linha=3103 | nome=Bruno | acao=analisou os resultados | valor=9105
linha=3104 | nome=Joao | acao=participou da aula | valor=4655
linha=3105 | nome=Vitor | acao=analisou os resultados | valor=8702
linha=3106 | nome=Felipe | acao=participou da aula | valor=7026
linha=3107 | nome=Mariana | acao=escreveu o relatorio | valor=8797
linha=3108 | nome=Mariana | acao=fez um experimento | valor=9783
linha=3109 | nome=Mariana | acao=escreveu o relatorio | valor=9539
linha=3110 | nome=Sofia | acao=fez um experimento | valor=8599
linha=3111 | nome=Otavio | acao=escreveu o relatorio | valor=7948
linha=3112 | nome=Felipe | acao=analisou os resultados | valor=7125
linha=3113 | nome=Joao | acao=analisou os resultados | valor=9940
linha=3114 | nome=Karen | acao=analisou os resultados | valor=7180
linha=3115 | nome=Carlos | acao=escreveu o relatorio | valor=2763
linha=3116 | nome=Paulo | acao=fez um experimento | valor=3097
linha=3117 | nome=Tiago | acao=escreveu o relatorio | valor=5968
linha=3118 | nome=Ana | acao=executou o benchmark | valor=6567
linha=3119 | nome=Vitor | acao=participou da aula | valor=6649
linha=3120 | nome=Karen | acao=escreveu o relatorio | valor=1759
linha=3121 | nome=Ana | acao=estudou computacao | valor=8701
linha=3122 | nome=Karen | acao=participou da aula | valor=4570
linha=3123 | nome=Vitor | acao=otimizou o algoritmo | valor=4648
linha=3124 | nome=Sofia | acao=otimizou o algoritmo | valor=1668
linha=3125 | nome=Igor | acao=analisou os resultados | valor=6273
linha=3126 | nome=Mariana | acao=executou o benchmark | valor=5077
linha=3127 | nome=Carlos | acao=comparou as metricas | valor=2441
linha=3128 | nome=Helena | acao=executou o benchmark | valor=6318
linha=3129 | nome=Vitor | acao=otimizou o algoritmo | valor=1374
linha=3130 | nome=Gabriela | acao=comparou as metricas | valor=6741
linha=3131 | nome=Lucas | acao=fez um experimento | valor=2476
linha=3132 | nome=Igor | acao=otimizou o algoritmo | valor=3103
linha=3133 | nome=Mariana | acao=executou o benchmark | valor=5907
linha=3134 | nome=Mariana | acao=fez um experimento | valor=7185
linha=3135 | nome=Carlos | acao=analisou os resultados | valor=8685
linha=3136 | nome=Natalia | acao=escreveu o relatorio | valor=1767
linha=3137 | nome=Otavio | acao=executou o benchmark | valor=8845
linha=3138 | nome=Vitor | acao=estudou computacao | valor=6002
linha=3139 | nome=Igor | acao=participou da aula | valor=4562
linha=3140 | nome=Eduarda | acao=fez um experimento | valor=2110
linha=3141 | nome=Renata | acao=participou da aula | valor=8379
linha=3142 | nome=Daniela | acao=otimizou o algoritmo | valor=5317
linha=3143 | nome=Bruno | acao=comparou as metricas | valor=8515
linha=3144 | nome=Tiago | acao=analisou os resultados | valor=7210
linha=3145 | nome=Carlos | acao=executou o benchmark | valor=3272
linha=3146 | nome=Sofia | acao=comparou as metricas | valor=9832
linha=3147 | nome=Sofia | acao=executou o benchmark | valor=4929
linha=3148 | nome=Gabriela | acao=estudou computacao | valor=5467
linha=3149 | nome=Daniela | acao=otimizou o algoritmo | valor=7722
linha=3150 | nome=Renata | acao=analisou os resultados | valor=4496
linha=3151 | nome=Otavio | acao=comparou as metricas | valor=8216
linha=3152 | nome=Karen | acao=comparou as metricas | valor=2496
linha=3153 | nome=Mariana | acao=fez um experimento | valor=7728
linha=3154 | nome=Igor | acao=analisou os resultados | valor=4995
linha=3155 | nome=Otavio | acao=executou o benchmark | valor=8520
linha=3156 | nome=Sofia | acao=estudou computacao | valor=9772
linha=3157 | nome=Helena | acao=escreveu o relatorio | valor=9560
linha=3158 | nome=Paulo | acao=estudou computacao | valor=8414
linha=3159 | nome=Bruno | acao=analisou os resultados | valor=5741
linha=3160 | nome=Joao | acao=escreveu o relatorio | valor=1075
linha=3161 | nome=Joao | acao=executou o benchmark | valor=3103
linha=3162 | nome=Daniela | acao=analisou os resultados | valor=3116
linha=3163 | nome=Helena | acao=otimizou o algoritmo | valor=2783
linha=3164 | nome=Igor | acao=fez um experimento | valor=9475
linha=3165 | nome=Daniela | acao=executou o benchmark | valor=6811
linha=3166 | nome=Bruno | acao=estudou computacao | valor=6240
linha=3167 | nome=Vitor | acao=escreveu o relatorio | valor=2380
linha=3168 | nome=Carlos | acao=analisou os resultados | valor=3377
linha=3169 | nome=Ana | acao=analisou os resultados | valor=1915
linha=3170 | nome=Bruno | acao=participou da aula | valor=4154
linha=3171 | nome=Mariana | acao=fez um experimento | valor=5402
linha=3172 | nome=Sofia | acao=comparou as metricas | valor=2473
linha=3173 | nome=Paulo | acao=executou o benchmark | valor=3295
linha=3174 | nome=Vitor | acao=fez um experimento | valor=8554
linha=3175 | nome=Renata | acao=fez um experimento | valor=4802
linha=3176 | nome=Otavio | acao=executou o benchmark | valor=9289
