linha=1 | nome=Ana | acao=estudou computacao | valor=3240
linha=2581 | nome=Lucas | acao=participou da aula | valor=8121
linha=2582 | nome=Helena | acao=fez um experimento | valor=9797
linha=2583 | nome=Lucas | acao=participou da aula | valor=6831
linha=2584 | nome=Helena | acao=comparou as metricas | valor=8263
linha=2585 | nome=Lucas | acao=escreveu o relatorio | valor=2139
linha=2586 | nome=Igor | acao=fez um experimento | valor=5130
linha=2587 | nome=Karen | acao=otimizou o algoritmo | valor=2439
linha=2588 | nome=Natalia | acao=comparou as metricas | valor=8905
linha=2589 | nome=Joao | acao=escreveu o relatorio | valor=1830
linha=2590 | nome=Renata | acao=fez um experimento | valor=1001
linha=2591 | nome=Bruno | acao=otimizou o algoritmo | valor=5262
linha=2592 | nome=Tiago | acao=otimizou o algoritmo | valor=9201
linha=2593 | nome=Eduarda | acao=otimizou o algoritmo | valor=9288
linha=2594 | nome=Lucas | acao=fez um experimento | valor=6566
linha=2595 | nome=Mariana | acao=otimizou o algoritmo | valor=9140
linha=2596 | nome=Renata | acao=analisou os resultados | valor=7300
linha=2597 | nome=Tiago | acao=otimizou o algoritmo | valor=5460
linha=2598 | nome=Tiago | acao=escreveu o relatorio | valor=7277
linha=2599 | nome=Igor | acao=executou o benchmark | valor=8001
linha=2600 | nome=Lucas | acao=analisou os resultados | valor=3023
linha=2601 | nome=Joao | acao=participou da aula | valor=2283
linha=2602 | nome=Mariana | acao=participou da aula | valor=8669
linha=2603 | nome=Renata | acao=executou o benchmark | valor=8276
linha=2604 | nome=Felipe | acao=otimizou o algoritmo | valor=7619
linha=2605 | nome=Igor | acao=fez um experimento | valor=1834
linha=2606 | nome=Tiago | acao=estudou computacao | valor=4719
linha=2607 | nome=Vitor | acao=executou o benchmark | valor=4858
linha=2608 | nome=Paulo | acao=analisou os resultados | valor=5791
linha=2609 | nome=Lucas | acao=comparou as metricas | valor=3408
linha=2610 | nome=Joao | acao=executou o benchmark | valor=4811
linha=2611 | nome=Paulo | acao=otimizou o algoritmo | valor=2961
linha=2612 | nome=Felipe | acao=participou da aula | valor=5670
linha=2613 | nome=Mariana | acao=otimizou o algoritmo | valor=9050
linha=2614 | nome=Bruno | acao=otimizou o algoritmo | valor=5442
linha=2615 | nome=Helena | acao=estudou computacao | valor=3725
linha=2616 | nome=Felipe | acao=otimizou o algoritmo | valor=2738
linha=2617 | nome=Renata | acao=otimizou o algoritmo | valor=4587
linha=2618 | nome=Carlos | acao=escreveu o relatorio | valor=6058
linha=2619 | nome=Igor | acao=fez um experimento | valor=4238
linha=2620 | nome=Otavio | acao=comparou as metricas | valor=9164
linha=2621 | nome=Gabriela | acao=participou da aula | valor=7628
linha=2622 | nome=Sofia | acao=analisou os resultados | valor=6098
linha=2623 | nome=Sofia | acao=analisou os resultados | valor=3984
linha=2624 | nome=Sofia | acao=otimizou o algoritmo | valor=3009
linha=2625 | nome=Eduarda | acao=escreveu o relatorio | valor=4120
linha=2626 | nome=Felipe | acao=escreveu o relatorio | valor=4117
linha=2627 | nome=Joao | acao=estudou computacao | valor=2614
linha=2628 | nome=Felipe | acao=escreveu o relatorio | valor=8040
linha=2629 | nome=Mariana | acao=executou o benchmark | valor=8326
linha=2630 | nome=Felipe | acao=fez um experimento | valor=9738
linha=2631 | nome=Daniela | acao=otimizou o algoritmo | valor=2779
linha=2632 | nome=Ana | acao=escreveu o relatorio | valor=4910
linha=2633 | nome=Bruno | acao=escreveu o relatorio | valor=8827
linha=2634 | nome=Tiago | acao=participou da aula | valor=1120
linha=2635 | nome=Ana | acao=executou o benchmark | valor=6718
linha=2636 | nome=Sofia | acao=comparou as metricas | valor=4387
linha=2637 | nome=Igor | acao=participou da aula | valor=2644
linha=2638 | nome=Carlos | acao=participou da aula | valor=3767
linha=2639 | nome=Sofia | acao=otimizou o algoritmo | valor=3417
linha=2640 | nome=Helena | acao=executou o benchmark | valor=7422
linha=2641 | nome=Joao | acao=comparou as metricas | valor=8565
linha=2642 | nome=Daniela | acao=otimizou o algoritmo | valor=8322
linha=2643 | nome=Paulo | acao=comparou as metricas | valor=5518
linha=2644 | nome=Ana | acao=analisou os resultados | valor=2844
linha=2645 | nome=Natalia | acao=executou o benchmark | valor=4216
linha=2646 | nome=Lucas | acao=executou o benchmark | valor=5194
linha=2647 | nome=Igor | acao=analisou os resultados | valor=5879
linha=2648 | nome=Paulo | acao=estudou computacao | valor=6703
linha=2649 | nome=Carlos | acao=estudou computacao | valor=3445
linha=2650 | nome=Natalia | acao=executou o benchmark | valor=5517
linha=2651 | nome=Igor | acao=fez um experimento | valor=9353
linha=2652 | nome=Paulo | acao=fez um experimento | valor=4841
linha=2653 | nome=Joao | acao=fez um experimento | valor=3521
linha=2654 | nome=Karen | acao=participou da aula | valor=7036
linha=2655 | nome=Mariana | acao=fez um experimento | valor=7408
linha=2656 | nome=Lucas | acao=fez um experimento | valor=8751
linha=2657 | nome=Daniela | acao=escreveu o relatorio | valor=3026
linha=2658 | nome=Igor | acao=fez um experimento | valor=6958
linha=2659 | nome=Karen | acao=comparou as metricas | valor=4918
linha=2660 | nome=Ana | acao=escreveu o relatorio | valor=3109
linha=2661 | nome=Joao | acao=comparou as metricas | valor=2271
linha=2662 | nome=Joao | acao=participou da aula | valor=3538
linha=2663 | nome=Renata | acao=comparou as metricas | valor=7610
linha=2664 | nome=Paulo | acao=participou da aula | valor=3895
linha=2665 | nome=Renata | acao=otimizou o algoritmo | valor=1743
linha=2666 | nome=Mariana | acao=comparou as metricas | valor=3707
linha=2667 | nome=Renata | acao=fez um experimento | valor=3529
linha=2668 | nome=Eduarda | acao=executou o benchmark | valor=4948
linha=2669 | nome=Joao | acao=comparou as metricas | valor=4003
linha=2670 | nome=Otavio | acao=fez um experimento | valor=3904
linha=2671 | nome=Karen | acao=analisou os resultados | valor=6668
linha=2672 | nome=Carlos | acao=estudou computacao | valor=5604
linha=2673 | nome=Daniela | acao=analisou os resultados | valor=2263
linha=2674 | nome=Renata | acao=estudou computacao | valor=5042
linha=2675 | nome=Vitor | acao=comparou as metricas | valor=1080
linha=2676 | nome=Karen | acao=otimizou o algoritmo | valor=6354
linha=2677 | nome=Helena | acao=otimizou o algoritmo | valor=6948
linha=2678 | nome=Sofia | acao=comparou as metricas | valor=1104
linha=2679 | nome=Paulo | acao=estudou computacao | valor=3928
linha=2680 | nome=Ana | acao=analisou os resultados | valor=2506
linha=2681 | nome=Daniela | acao=executou o benchmark | valor=7601
linha=2682 | nome=Felipe | acao=comparou as metricas | valor=6011
linha=2683 | nome=Bruno | acao=otimizou o algoritmo | valor=5919
linha=2684 | nome=Vitor | acao=escreveu o relatorio | valor=5684
linha=2685 | nome=Joao | acao=escreveu o relatorio | valor=4313
linha=2686 | nome=Daniela | acao=fez um experimento | valor=9655
linha=2687 | nome=Vitor | acao=comparou as metricas | valor=7422
linha=2688 | nome=Sofia | acao=executou o benchmark | valor=3828
linha=2689 | nome=Sofia | acao=participou da aula | valor=6383
linha=2690 | nome=Karen | acao=fez um experimento | valor=3288
linha=2691 | nome=Igor | acao=otimizou o algoritmo | valor=4625
linha=2692 | nome=Felipe | acao=otimizou o algoritmo | valor=1951
linha=2693 | nome=Ana | acao=escreveu o relatorio | valor=5772
linha=2694 | nome=Gabriela | acao=executou o benchmark | valor=9056
linha=2695 | nome=Bruno | acao=fez um experimento | valor=6607
linha=2696 | nome=Felipe | acao=estudou computacao | valor=6016
linha=2697 | nome=Vitor | acao=executou o benchmark | valor=7556
linha=2698 | nome=Helena | acao=executou o benchmark | valor=7614
linha=2699 | nome=Natalia | acao=executou o benchmark | valor=1079
linha=2700 | nome=Tiago | acao=estudou computacao | valor=1761
linha=2701 | nome=Lucas | acao=comparou as metricas | valor=3792
linha=2702 | nome=Mariana | acao=escreveu o relatorio | valor=7337
linha=2703 | nome=Lucas | acao=analisou os resultados | valor=9354
linha=2704 | nome=Igor | acao=analisou os resultados | valor=4646
linha=2705 | nome=Joao | acao=escreveu o relatorio | valor=2131
linha=2706 | nome=Joao | acao=otimizou o algoritmo | valor=7339
linha=2707 | nome=Natalia | acao=escreveu o relatorio | valor=9544
linha=2708 | nome=Carlos | acao=comparou as metricas | valor=8596
linha=2709 | nome=Karen | acao=analisou os resultados | valor=7388
linha=2710 | nome=Tiago | acao=executou o benchmark | valor=1273
linha=2711 | nome=Mariana | acao=estudou computacao | valor=3114
linha=2712 | nome=Tiago | acao=comparou as metricas | valor=4264
linha=2713 | nome=Felipe | acao=estudou computacao | valor=8996
linha=2714 | nome=Eduarda | acao=analisou os resultados | valor=7151
linha=2715 | nome=Helena | acao=escreveu o relatorio | valor=2649
linha=2716 | nome=Helena | acao=fez um experimento | valor=2114
linha=2717 | nome=Karen | acao=comparou as metricas | valor=2524
linha=2718 | nome=Tiago | acao=participou da aula | valor=4233
linha=2719 | nome=Bruno | acao=otimizou o algoritmo | valor=6873
linha=2720 | nome=Mariana | acao=comparou as metricas | valor=1912
linha=2721 | nome=Vitor | acao=participou da aula | valor=1030
linha=2722 | nome=Gabriela | acao=fez um experimento | valor=5885
linha=2723 | nome=Lucas | acao=escreveu o relatorio | valor=2798
linha=2724 | nome=Tiago | acao=comparou as metricas | valor=3624
linha=2725 | nome=Carlos | acao=escreveu o relatorio | valor=1215
linha=2726 | nome=Daniela | acao=fez um experimento | valor=6949
linha=2727 | nome=Vitor | acao=fez um experimento | valor=4233
linha=2728 | nome=Paulo | acao=estudou computacao | valor=1430
linha=2729 | nome=Vitor | acao=fez um experimento | valor=6342
linha=2730 | nome=Vitor | acao=otimizou o algoritmo | valor=4984
linha=2731 | nome=Renata | acao=escreveu o relatorio | valor=1158
linha=2732 | nome=Sofia | acao=otimizou o algoritmo | valor=3053
linha=2733 | nome=Vitor | acao=escreveu o relatorio | valor=8499
linha=2734 | nome=Natalia | acao=estudou computacao | valor=1969
linha=2735 | nome=Lucas | acao=escreveu o relatorio | valor=9597
linha=2736 | nome=Bruno | acao=participou da aula | valor=6097
linha=2737 | nome=Natalia | acao=analisou os resultados | valor=7830
linha=2738 | nome=Renata | acao=otimizou o algoritmo | valor=1808
linha=2739 | nome=Daniela | acao=fez um experimento | valor=2994
linha=2740 | nome=Felipe | acao=escreveu o relatorio | valor=7209
linha=2741 | nome=Ana | acao=fez um experimento | valor=8194
linha=2742 | nome=Vitor | acao=otimizou o algoritmo | valor=8798
linha=2743 | nome=Natalia | acao=fez um experimento | valor=6155
linha=2744 | nome=Natalia | acao=executou o benchmark | valor=3051
linha=2745 | nome=Daniela | acao=analisou os resultados | valor=3182
linha=2746 | nome=Tiago | acao=analisou os resultados | valor=8717
linha=2747 | nome=Natalia | acao=executou o benchmark | valor=2398
linha=2748 | nome=Daniela | acao=analisou os resultados | valor=7952
linha=2749 | nome=Otavio | acao=fez um experimento | valor=1368
linha=2750 | nome=Vitor | acao=comparou as metricas | valor=7788
linha=2751 | nome=Felipe | acao=executou o benchmark | valor=5909
linha=2752 | nome=Joao | acao=comparou as metricas | valor=6415
linha=2753 | nome=Lucas | acao=comparou as metricas | valor=7063
linha=2754 | nome=Sofia | acao=participou da aula | valor=1456
linha=2755 | nome=Natalia | acao=analisou os resultados | valor=1974
linha=2756 | nome=Vitor | acao=escreveu o relatorio | valor=4503
linha=2757 | nome=Natalia | acao=escreveu o relatorio | valor=2115
linha=2758 | nome=Tiago | acao=escreveu o relatorio | valor=1519
linha=2759 | nome=Igor | acao=fez um experimento | valor=8123
linha=2760 | nome=Daniela | acao=otimizou o algoritmo | valor=4860
linha=2761 | nome=Mariana | acao=fez um experimento | valor=9186
linha=2762 | nome=Vitor | acao=escreveu o relatorio | valor=5135
linha=2763 | nome=Tiago | acao=fez um experimento | valor=9378
linha=2764 | nome=Karen | acao=participou da aula | valor=4915
linha=2765 | nome=Bruno | acao=analisou os resultados | valor=5297
linha=2766 | nome=Tiago | acao=fez um experimento | valor=4308
linha=2767 | nome=Vitor | acao=fez um experimento | valor=6649
linha=2768 | nome=Daniela | acao=analisou os resultados | valor=3473
linha=2769 | nome=Mariana | acao=fez um experimento | valor=4756
linha=2770 | nome=Sofia | acao=participou da aula | valor=5319
linha=2771 | nome=Natalia | acao=executou o benchmark | valor=5394
linha=2772 | nome=Bruno | acao=participou da aula | valor=6262
linha=2773 | nome=Joao | acao=estudou computacao | valor=5500
linha=2774 | nome=Sofia | acao=participou da aula | valor=1211
linha=2775 | nome=Karen | acao=executou o benchmark | valor=2999
linha=2776 | nome=Joao | acao=escreveu o relatorio | valor=8857
linha=2777 | nome=Bruno | acao=analisou os resultados | valor=2749
linha=2778 | nome=Tiago | acao=escreveu o relatorio | valor=8433
linha=2779 | nome=Renata | acao=analisou os resultados | valor=1330
linha=2780 | nome=Mariana | acao=escreveu o relatorio | valor=2112
linha=2781 | nome=Bruno | acao=executou o benchmark | valor=9657
linha=2782 | nome=Otavio | acao=otimizou o algoritmo | valor=2022
linha=2783 | nome=Renata | acao=participou da aula | valor=9816
linha=2784 | nome=Bruno | acao=analisou os resultados | valor=7291
linha=2785 | nome=Daniela | acao=analisou os resultados | valor=6501
linha=2786 | nome=Joao | acao=comparou as metricas | valor=3538
linha=2787 | nome=Lucas | acao=fez um experimento | valor=4207
linha=2788 | nome=Igor | acao=executou o benchmark | valor=7459
linha=2789 | nome=Lucas | acao=analisou os resultados | valor=4394
linha=2790 | nome=Eduarda | acao=fez um experimento | valor=5765
linha=2791 | nome=Bruno | acao=otimizou o algoritmo | valor=9246
linha=2792 | nome=Eduarda | acao=escreveu o relatorio | valor=4149
linha=2793 | nome=Bruno | acao=analisou os resultados | valor=7468
linha=2794 | nome=Gabriela | acao=escreveu o relatorio | valor=2861
linha=2795 | nome=Mariana | acao=fez um experimento | valor=3436
linha=2796 | nome=Paulo | acao=escreveu o relatorio | valor=4539
linha=2797 | nome=Gabriela | acao=escreveu o relatorio | valor=5101
linha=2798 | nome=Carlos | acao=fez um experimento | valor=5231
linha=2799 | nome=Paulo | acao=comparou as metricas | valor=5462
linha=2800 | nome=Helena | acao=analisou os resultados | valor=9792
linha=2801 | nome=Gabriela | acao=estudou computacao | valor=2810
linha=2802 | nome=Otavio | acao=comparou as metricas | valor=9560
linha=2803 | nome=Lucas | acao=comparou as metricas | valor=5798
linha=2804 | nome=Mariana | acao=comparou as metricas | valor=7038
linha=2805 | nome=Lucas | acao=comparou as metricas | valor=5178
linha=2806 | nome=Carlos | acao=analisou os resultados | valor=6117
linha=2807 | nome=Daniela | acao=executou o benchmark | valor=6907
linha=2808 | nome=Natalia | acao=comparou as metricas | valor=3886
linha=2809 | nome=Eduarda | acao=participou da aula | valor=3328
linha=2810 | nome=Paulo | acao=comparou as metricas | valor=5577
linha=2811 | nome=Mariana | acao=fez um experimento | valor=1996
linha=2812 | nome=Karen | acao=otimizou o algoritmo | valor=4089
linha=2813 | nome=Paulo | acao=comparou as metricas | valor=3461
linha=2814 | nome=Karen | acao=analisou os resultados | valor=1117
linha=2815 | nome=Mariana | acao=fez um experimento | valor=1719
linha=2816 | nome=Gabriela | acao=analisou os resultados | valor=2425
linha=2817 | nome=Bruno | acao=escreveu o relatorio | valor=5607
linha=2818 | nome=Joao | acao=comparou as metricas | valor=6290
linha=2819 | nome=Ana | acao=comparou as metricas | valor=5346
linha=2820 | nome=Gabriela | acao=executou o benchmark | valor=3133
linha=2821 | nome=Tiago | acao=escreveu o relatorio | valor=6549
linha=2822 | nome=Otavio | acao=estudou computacao | valor=3504
linha=2823 | nome=Bruno | acao=otimizou o algoritmo | valor=4814
linha=2824 | nome=Igor | acao=participou da aula | valor=4412
linha=2825 | nome=Daniela | acao=executou o benchmark | valor=8586
linha=2826 | nome=Natalia | acao=otimizou o algoritmo | valor=7142
linha=2827 | nome=Renata | acao=otimizou o algoritmo | valor=1300
linha=2828 | nome=Lucas | acao=comparou as metricas | valor=8388
linha=2829 | nome=Mariana | acao=analisou os resultados | valor=5263
linha=2830 | nome=Helena | acao=comparou as metricas | valor=4563
linha=2831 | nome=Vitor | acao=fez um experimento | valor=4242
linha=2832 | nome=Mariana | acao=comparou as metricas | valor=3984
linha=2833 | nome=Natalia | acao=otimizou o algoritmo | valor=4105
linha=2834 | nome=Lucas | acao=analisou os resultados | valor=1185
linha=2835 | nome=Natalia | acao=otimizou o algoritmo | valor=8537
linha=2836 | nome=Mariana | acao=analisou os resultados | valor=1421
linha=2837 | nome=Carlos | acao=fez um experimento | valor=5543
linha=2838 | nome=Bruno | acao=estudou computacao | valor=8258
linha=2839 | nome=Daniela | acao=analisou os resultados | valor=1923
linha=2840 | nome=Joao | acao=comparou as metricas | valor=6190
linha=2841 | nome=Gabriela | acao=estudou computacao | valor=8626
linha=2842 | nome=Lucas | acao=otimizou o algoritmo | valor=2525
linha=2843 | nome=Natalia | acao=escreveu o relatorio | valor=2493
linha=2844 | nome=Tiago | acao=escreveu o relatorio | valor=9424
linha=2845 | nome=Renata | acao=analisou os resultados | valor=3215
linha=2846 | nome=Felipe | acao=analisou os resultados | valor=3959
linha=2847 | nome=Gabriela | acao=analisou os resultados | valor=8329
linha=2848 | nome=Ana | acao=estudou computacao | valor=2828
linha=2849 | nome=Paulo | acao=analisou os resultados | valor=8615
linha=2850 | nome=Bruno | acao=participou da aula | valor=7828
linha=2851 | nome=Eduarda | acao=participou da aula | valor=9120
linha=2852 | nome=Ana | acao=estudou computacao | valor=1857
linha=2853 | nome=Natalia | acao=fez um experimento | valor=4396
linha=2854 | nome=Joao | acao=comparou as metricas | valor=9814
linha=2855 | nome=Daniela | acao=fez um experimento | valor=3912
linha=2856 | nome=Igor | acao=estudou computacao | valor=8308
linha=2857 | nome=Gabriela | acao=comparou as metricas | valor=2831
linha=2858 | nome=Sofia | acao=executou o benchmark | valor=9041
linha=2859 | nome=Igor | acao=participou da aula | valor=7733
linha=2860 | nome=Paulo | acao=analisou os resultados | valor=1526
linha=2861 | nome=Carlos | acao=otimizou o algoritmo | valor=7477
linha=2862 | nome=Renata | acao=estudou computacao | valor=4016
linha=2863 | nome=Otavio | acao=otimizou o algoritmo | valor=9421
linha=2864 | nome=Gabriela | acao=participou da aula | valor=1305
linha=2865 | nome=Otavio | acao=participou da aula | valor=7656
linha=2866 | nome=Carlos | acao=otimizou o algoritmo | valor=6048
linha=2867 | nome=Natalia | acao=comparou as metricas | valor=7092
linha=2868 | nome=Felipe | acao=escreveu o relatorio | valor=1528
linha=2869 | nome=Gabriela | acao=participou da aula | valor=6082
linha=2870 | nome=Mariana | acao=analisou os resultados | valor=1687
linha=2871 | nome=Daniela | acao=comparou as metricas | valor=6559
linha=2872 | nome=Igor | acao=estudou computacao | valor=4002
linha=2873 | nome=Igor | acao=otimizou o algoritmo | valor=6957
linha=2874 | nome=Helena | acao=escreveu o relatorio | valor=6951
linha=2875 | nome=Helena | acao=executou o benchmark | valor=9164
linha=2876 | nome=Igor | acao=fez um experimento | valor=8250
linha=2877 | nome=Eduarda | acao=analisou os resultados | valor=9183
linha=2878 | nome=Gabriela | acao=estudou computacao | valor=7860
linha=2879 | nome=Mariana | acao=otimizou o algoritmo | valor=8100
linha=2880 | nome=Gabriela | acao=comparou as metricas | valor=3409
linha=2881 | nome=Tiago | acao=otimizou o algoritmo | valor=7360
linha=2882 | nome=Sofia | acao=executou o benchmark | valor=9812
linha=2883 | nome=Gabriela | acao=executou o benchmark | valor=2382
linha=2884 | nome=Otavio | acao=executou o benchmark | valor=2315
linha=2885 | nome=Carlos | acao=participou da aula | valor=8421
linha=2886 | nome=Vitor | acao=participou da aula | valor=7653
linha=2887 | nome=Igor | acao=participou da aula | valor=7841
linha=2888 | nome=Otavio | acao=analisou os resultados | valor=7851
linha=2889 | nome=Gabriela | acao=estudou computacao | valor=4747
linha=2890 | nome=Renata | acao=analisou os resultados | valor=4770
linha=2891 | nome=Sofia | acao=escreveu o relatorio | valor=1024
linha=2892 | nome=Lucas | acao=otimizou o algoritmo | valor=2527
linha=2893 | nome=Renata | acao=estudou computacao | valor=9875
linha=2894 | nome=Bruno | acao=estudou computacao | valor=6422
linha=2895 | nome=Sofia | acao=participou da aula | valor=5273
linha=2896 | nome=Daniela | acao=analisou os resultados | valor=4145
linha=2897 | nome=Lucas | acao=participou da aula | valor=7706
linha=2898 | nome=Helena | acao=escreveu o relatorio | valor=2616
linha=2899 | nome=Helena | acao=otimizou o algoritmo | valor=6090
linha=2900 | nome=Felipe | acao=participou da aula | valor=5613
linha=2901 | nome=Ana | acao=executou o benchmark | valor=6885
linha=2902 | nome=Otavio | acao=fez um experimento | valor=7242
linha=2903 | nome=Eduarda | acao=estudou computacao | valor=7608
linha=2904 | nome=Paulo | acao=executou o benchmark | valor=6288
linha=2905 | nome=Gabriela | acao=otimizou o algoritmo | valor=6868
linha=2906 | nome=Felipe | acao=analisou os resultados | valor=7749
linha=2907 | nome=Lucas | acao=executou o benchmark | valor=9804
linha=2908 | nome=Gabriela | acao=estudou computacao | valor=6444
linha=2909 | nome=Mariana | acao=estudou computacao | valor=8160
linha=2910 | nome=Otavio | acao=estudou computacao | valor=9551
linha=2911 | nome=Gabriela | acao=executou o benchmark | valor=2185
linha=2912 | nome=Renata | acao=analisou os resultados | valor=8574
linha=2913 | nome=Felipe | acao=comparou as metricas | valor=7577
linha=2914 | nome=Tiago | acao=otimizou o algoritmo | valor=1371
linha=2915 | nome=Otavio | acao=participou da aula | valor=7334
linha=2916 | nome=Renata | acao=executou o benchmark | valor=7161
linha=2917 | nome=Daniela | acao=fez um experimento | valor=2832
linha=2918 | nome=Tiago | acao=escreveu o relatorio | valor=1024
linha=2919 | nome=Vitor | acao=comparou as metricas | valor=1932
linha=2920 | nome=Otavio | acao=estudou computacao | valor=4428
linha=2921 | nome=Ana | acao=executou o benchmark | valor=3014
linha=2922 | nome=Felipe | acao=analisou os resultados | valor=1452
linha=2923 | nome=Karen | acao=analisou os resultados | valor=6181
linha=2924 | nome=Vitor | acao=comparou as metricas | valor=2958
linha=2925 | nome=Helena | acao=executou o benchmark | valor=8128
linha=2926 | nome=Natalia | acao=comparou as metricas | valor=5056
linha=2927 | nome=Felipe | acao=escreveu o relatorio | valor=7985
linha=2928 | nome=Vitor | acao=otimizou o algoritmo | valor=7123
linha=2929 | nome=Paulo | acao=fez um experimento | valor=1559
linha=2930 | nome=Sofia | acao=comparou as metricas | valor=5478
linha=2931 | nome=Tiago | acao=otimizou o algoritmo | valor=1454
linha=2932 | nome=Lucas | acao=executou o benchmark | valor=1631
linha=2933 | nome=Lucas | acao=executou o benchmark | valor=7127
linha=2934 | nome=Sofia | acao=fez um experimento | valor=4797
linha=2935 | nome=Sofia | acao=escreveu o relatorio | valor=9443
linha=2936 | nome=Daniela | acao=otimizou o algoritmo | valor=2912
linha=2937 | nome=Carlos | acao=analisou os resultados | valor=8436
linha=2938 | nome=Natalia | acao=fez um experimento | valor=2534
linha=2939 | nome=Mariana | acao=participou da aula | valor=2816
linha=2940 | nome=Ana | acao=participou da aula | valor=2672
linha=2941 | nome=Karen | acao=comparou as metricas | valor=9940
linha=2942 | nome=Natalia | acao=estudou computacao | valor=1439
linha=2943 | nome=Lucas | acao=estudou computacao | valor=4405
linha=2944 | nome=Eduarda | acao=escreveu o relatorio | valor=1825
linha=2945 | nome=Eduarda | acao=fez um experimento | valor=5604
linha=2946 | nome=Otavio | acao=analisou os resultados | valor=4158
linha=2947 | nome=Natalia | acao=participou da aula | valor=9006
linha=2948 | nome=Carlos | acao=escreveu o relatorio | valor=5130
linha=2949 | nome=Joao | acao=comparou as metricas | valor=2778
linha=2950 | nome=Carlos | acao=estudou computacao | valor=2960
linha=2951 | nome=Carlos | acao=fez um experimento | valor=2944
linha=2952 | nome=Joao | acao=otimizou o algoritmo | valor=4623
linha=2953 | nome=Igor | acao=comparou as metricas | valor=9188
linha=2954 | nome=Felipe | acao=estudou computacao | valor=5200
linha=2955 | nome=Eduarda | acao=estudou computacao | valor=6074
linha=2956 | nome=Joao | acao=analisou os resultados | valor=6142
linha=2957 | nome=Ana | acao=executou o benchmark | valor=6468
linha=2958 | nome=Daniela | acao=comparou as metricas | valor=7508
linha=2959 | nome=Felipe | acao=executou o benchmark | valor=3314
linha=2960 | nome=Igor | acao=escreveu o relatorio | valor=5788
linha=2961 | nome=Otavio | acao=escreveu o relatorio | valor=5913
linha=2962 | nome=Daniela | acao=estudou computacao | valor=6153
linha=2963 | nome=Paulo | acao=escreveu o relatorio | valor=8178
linha=2964 | nome=Paulo | acao=otimizou o algoritmo | valor=9182
linha=2965 | nome=Felipe | acao=otimizou o algoritmo | valor=2106
linha=2966 | nome=Vitor | acao=executou o benchmark | valor=8592
linha=2967 | nome=Daniela | acao=analisou os resultados | valor=8416
linha=2968 | nome=Joao | acao=analisou os resultados | valor=3036
linha=2969 | nome=Gabriela | acao=estudou computacao | valor=7905
linha=2970 | nome=Tiago | acao=executou o benchmark | valor=5425
linha=2971 | nome=Paulo | acao=participou da aula | valor=6127
linha=2972 | nome=Karen | acao=comparou as metricas | valor=8240
linha=2973 | nome=Otavio | acao=escreveu o relatorio | valor=2313
linha=2974 | nome=Helena | acao=executou o benchmark | valor=8004
linha=2975 | nome=Ana | acao=executou o benchmark | valor=3500
linha=2976 | nome=Mariana | acao=otimizou o algoritmo | valor=5301
linha=2977 | nome=Lucas | acao=executou o benchmark | valor=4378
linha=2978 | nome=Lucas | acao=escreveu o relatorio | valor=1236
linha=2979 | nome=Renata | acao=executou o benchmark | valor=6572
linha=2980 | nome=Ana | acao=comparou as metricas | valor=2462
linha=2981 | nome=Tiago | acao=participou da aula | valor=4988
linha=2982 | nome=Vitor | acao=estudou computacao | valor=7824
linha=2983 | nome=Mariana | acao=fez um experimento | valor=3364
linha=2984 | nome=Ana | acao=escreveu o relatorio | valor=4266
linha=2985 | nome=Mariana | acao=executou o benchmark | valor=6328
linha=2986 | nome=Daniela | acao=otimizou o algoritmo | valor=7648
linha=2987 | nome=Vitor | acao=estudou computacao | valor=4613
linha=2988 | nome=Lucas | acao=comparou as metricas | valor=9704
linha=2989 | nome=Renata | acao=analisou os resultados | valor=3182
linha=2990 | nome=Joao | acao=escreveu o relatorio | valor=3859
linha=2991 | nome=Igor | acao=otimizou o algoritmo | valor=2650
linha=2992 | nome=Natalia | acao=fez um experimento | valor=8629
linha=2993 | nome=Eduarda | acao=escreveu o relatorio | valor=6334
linha=2994 | nome=Paulo | acao=estudou computacao | valor=7930
linha=2995 | nome=Eduarda | acao=estudou computacao | valor=4380
linha=2996 | nome=Renata | acao=executou o benchmark | valor=2742
linha=2997 | nome=Ana | acao=analisou os resultados | valor=2953
linha=2998 | nome=Igor | acao=estudou computacao | valor=7723
linha=2999 | nome=Sofia | acao=comparou as metricas | valor=3242
linha=3000 | nome=Sofia | acao=escreveu o relatorio | valor=6976
linha=3001 | nome=Paulo | acao=comparou as metricas | valor=4872
linha=3002 | nome=Eduarda | acao=executou o benchmark | valor=6837
linha=3003 | nome=Helena | acao=comparou as metricas | valor=5676
linha=3004 | nome=Natalia | acao=estudou computacao | valor=8076
linha=3005 | nome=Bruno | acao=estudou computacao | valor=7734
linha=3006 | nome=Paulo | acao=escreveu o relatorio | valor=3421
linha=3007 | nome=Vitor | acao=estudou computacao | valor=9094
linha=3008 | nome=Daniela | acao=fez um experimento | valor=7398
linha=3009 | nome=Helena | acao=participou da aula | valor=6045
linha=3010 | nome=Tiago | acao=executou o benchmark | valor=2964
linha=3011 | nome=Ana | acao=executou o benchmark | valor=4513
linha=3012 | nome=Carlos | acao=executou o benchmark | valor=9965
linha=3013 | nome=Renata | acao=executou o benchmark | valor=9282
linha=3014 | nome=Helena | acao=comparou as metricas | valor=2108
linha=3015 | nome=Lucas | acao=estudou computacao | valor=2422
linha=3016 | nome=Sofia | acao=comparou as metricas | valor=2651
