linha=1 | nome=Tiago | acao=estudou computacao | valor=4256
linha=2794 | nome=Igor | acao=executou o benchmark | valor=1998
linha=2795 | nome=Karen | acao=escreveu o relatorio | valor=1285
linha=2796 | nome=Joao | acao=fez um experimento | valor=1886
linha=2797 | nome=Felipe | acao=escreveu o relatorio | valor=8567
linha=2798 | nome=Lucas | acao=fez um experimento | valor=7478
linha=2799 | nome=Carlos | acao=escreveu o relatorio | valor=3225
linha=2800 | nome=Ana | acao=comparou as metricas | valor=7427
linha=2801 | nome=Tiago | acao=otimizou o algoritmo | valor=2287
linha=2802 | nome=Otavio | acao=comparou as metricas | valor=3060
linha=2803 | nome=Helena | acao=escreveu o relatorio | valor=2387
linha=2804 | nome=Helena | acao=analisou os resultados | valor=9489
linha=2805 | nome=Mariana | acao=otimizou o algoritmo | valor=9406
linha=2806 | nome=Bruno | acao=otimizou o algoritmo | valor=4181
linha=2807 | nome=Lucas | acao=escreveu o relatorio | valor=9804
linha=2808 | nome=Sofia | acao=participou da aula | valor=9875
linha=2809 | nome=Otavio | acao=fez um experimento | valor=3351
linha=2810 | nome=Karen | acao=escreveu o relatorio | valor=7835
linha=2811 | nome=Ana | acao=participou da aula | valor=6322
linha=2812 | nome=Daniela | acao=comparou as metricas | valor=1824
linha=2813 | nome=Igor | acao=participou da aula | valor=7433
linha=2814 | nome=Joao | acao=estudou computacao | valor=5868
linha=2815 | nome=Tiago | acao=analisou os resultados | valor=4591
linha=2816 | nome=Paulo | acao=otimizou o algoritmo | valor=4463
linha=2817 | nome=Lucas | acao=fez um experimento | valor=4530
linha=2818 | nome=Natalia | acao=analisou os resultados | valor=7223
linha=2819 | nome=Tiago | acao=escreveu o relatorio | valor=9432
linha=2820 | nome=Karen | acao=escreveu o relatorio | valor=6582
linha=2821 | nome=Felipe | acao=otimizou o algoritmo | valor=3240
linha=2822 | nome=Igor | acao=otimizou o algoritmo | valor=9010
linha=2823 | nome=Lucas | acao=otimizou o algoritmo | valor=9199
linha=2824 | nome=Tiago | acao=comparou as metricas | valor=8706
linha=2825 | nome=Lucas | acao=estudou computacao | valor=7881
linha=2826 | nome=Carlos | acao=analisou os resultados | valor=2669
linha=2827 | nome=Natalia | acao=executou o benchmark | valor=8121
linha=2828 | nome=Lucas | acao=estudou computacao | valor=3982
linha=2829 | nome=Natalia | acao=executou o benchmark | valor=7462
linha=2830 | nome=Natalia | acao=participou da aula | valor=5525
linha=2831 | nome=Renata | acao=analisou os resultados | valor=7193
linha=2832 | nome=Renata | acao=otimizou o algoritmo | valor=2861
linha=2833 | nome=Mariana | acao=participou da aula | valor=6860
linha=2834 | nome=Otavio | acao=analisou os resultados | valor=4760
linha=2835 | nome=Eduarda | acao=escreveu o relatorio | valor=1066
linha=2836 | nome=Felipe | acao=executou o benchmark | valor=2087
linha=2837 | nome=Eduarda | acao=escreveu o relatorio | valor=7275
linha=2838 | nome=Mariana | acao=participou da aula | valor=8834
linha=2839 | nome=Eduarda | acao=analisou os resultados | valor=8060
linha=2840 | nome=Helena | acao=analisou os resultados | valor=1172
linha=2841 | nome=Igor | acao=comparou as metricas | valor=8459
linha=2842 | nome=Natalia | acao=escreveu o relatorio | valor=5748
linha=2843 | nome=Mariana | acao=participou da aula | valor=4823
linha=2844 | nome=Daniela | acao=executou o benchmark | valor=8585
linha=2845 | nome=Lucas | acao=fez um experimento | valor=2038
linha=2846 | nome=Ana | acao=fez um experimento | valor=2040
linha=2847 | nome=Felipe | acao=executou o benchmark | valor=4899
linha=2848 | nome=Daniela | acao=executou o benchmark | valor=8291
linha=2849 | nome=Lucas | acao=otimizou o algoritmo | valor=8694
linha=2850 | nome=Joao | acao=participou da aula | valor=7341
linha=2851 | nome=Eduarda | acao=otimizou o algoritmo | valor=5919
linha=2852 | nome=Lucas | acao=escreveu o relatorio | valor=4885
linha=2853 | nome=Joao | acao=otimizou o algoritmo | valor=6008
linha=2854 | nome=Igor | acao=comparou as metricas | valor=8051
linha=2855 | nome=Gabriela | acao=escreveu o relatorio | valor=6969
linha=2856 | nome=Renata | acao=escreveu o relatorio | valor=5977
linha=2857 | nome=Joao | acao=otimizou o algoritmo | valor=1330
linha=2858 | nome=Lucas | acao=otimizou o algoritmo | valor=6460
linha=2859 | nome=Tiago | acao=otimizou o algoritmo | valor=5056
linha=2860 | nome=Vitor | acao=analisou os resultados | valor=7876
linha=2861 | nome=Mariana | acao=analisou os resultados | valor=9156
linha=2862 | nome=Gabriela | acao=otimizou o algoritmo | valor=9589
linha=2863 | nome=Helena | acao=executou o benchmark | valor=3024
linha=2864 | nome=Renata | acao=executou o benchmark | valor=3361
linha=2865 | nome=Ana | acao=estudou computacao | valor=2808
linha=2866 | nome=Renata | acao=comparou as metricas | valor=4037
linha=2867 | nome=Sofia | acao=comparou as metricas | valor=3247
linha=2868 | nome=Felipe | acao=fez um experimento | valor=3692
linha=2869 | nome=Renata | acao=otimizou o algoritmo | valor=7465
linha=2870 | nome=Lucas | acao=executou o benchmark | valor=1448
linha=2871 | nome=Paulo | acao=comparou as metricas | valor=8499
linha=2872 | nome=Carlos | acao=escreveu o relatorio | valor=7611
linha=2873 | nome=Karen | acao=comparou as metricas | valor=8421
linha=2874 | nome=Helena | acao=otimizou o algoritmo | valor=9871
linha=2875 | nome=Helena | acao=fez um experimento | valor=3058
linha=2876 | nome=Renata | acao=comparou as metricas | valor=2577
linha=2877 | nome=Daniela | acao=escreveu o relatorio | valor=6703
linha=2878 | nome=Tiago | acao=analisou os resultados | valor=7080
linha=2879 | nome=Felipe | acao=otimizou o algoritmo | valor=6016
linha=2880 | nome=Lucas | acao=analisou os resultados | valor=7185
linha=2881 | nome=Joao | acao=analisou os resultados | valor=5487
linha=2882 | nome=Tiago | acao=estudou computacao | valor=3528
linha=2883 | nome=Carlos | acao=fez um experimento | valor=4373
linha=2884 | nome=Daniela | acao=fez um experimento | valor=4774
linha=2885 | nome=Felipe | acao=comparou as metricas | valor=8728
linha=2886 | nome=Otavio | acao=escreveu o relatorio | valor=6928
linha=2887 | nome=Natalia | acao=estudou computacao | valor=2620
linha=2888 | nome=Otavio | acao=analisou os resultados | valor=2380
linha=2889 | nome=Sofia | acao=comparou as metricas | valor=3068
linha=2890 | nome=Vitor | acao=fez um experimento | valor=1591
linha=2891 | nome=Bruno | acao=estudou computacao | valor=2332
linha=2892 | nome=Natalia | acao=participou da aula | valor=4706
linha=2893 | nome=Helena | acao=participou da aula | valor=8579
linha=2894 | nome=Gabriela | acao=fez um experimento | valor=3972
linha=2895 | nome=Bruno | acao=executou o benchmark | valor=5175
linha=2896 | nome=Karen | acao=escreveu o relatorio | valor=5241
linha=2897 | nome=Igor | acao=comparou as metricas | valor=6665
linha=2898 | nome=Helena | acao=comparou as metricas | valor=6982
linha=2899 | nome=Bruno | acao=estudou computacao | valor=6225
linha=2900 | nome=Helena | acao=estudou computacao | valor=1494
linha=2901 | nome=Helena | acao=executou o benchmark | valor=4710
linha=2902 | nome=Renata | acao=executou o benchmark | valor=1698
linha=2903 | nome=Karen | acao=executou o benchmark | valor=4252
linha=2904 | nome=Karen | acao=otimizou o algoritmo | valor=8192
linha=2905 | nome=Carlos | acao=participou da aula | valor=4000
linha=2906 | nome=Mariana | acao=analisou os resultados | valor=3016
linha=2907 | nome=Lucas | acao=escreveu o relatorio | valor=1175
linha=2908 | nome=Karen | acao=executou o benchmark | valor=5366
linha=2909 | nome=Lucas | acao=estudou computacao | valor=9507
linha=2910 | nome=Daniela | acao=estudou computacao | valor=5898
linha=2911 | nome=Natalia | acao=comparou as metricas | valor=4189
linha=2912 | nome=Tiago | acao=escreveu o relatorio | valor=8935
linha=2913 | nome=Eduarda | acao=otimizou o algoritmo | valor=4665
linha=2914 | nome=Paulo | acao=participou da aula | valor=6593
linha=2915 | nome=Joao | acao=analisou os resultados | valor=5418
linha=2916 | nome=Eduarda | acao=analisou os resultados | valor=4727
linha=2917 | nome=Ana | acao=fez um experimento | valor=7556
linha=2918 | nome=Sofia | acao=fez um experimento | valor=4302
linha=2919 | nome=Sofia | acao=escreveu o relatorio | valor=3881
linha=2920 | nome=Vitor | acao=participou da aula | valor=7979
linha=2921 | nome=Tiago | acao=analisou os resultados | valor=5306
linha=2922 | nome=Karen | acao=estudou computacao | valor=3009
linha=2923 | nome=Felipe | acao=fez um experimento | valor=3386
linha=2924 | nome=Carlos | acao=otimizou o algoritmo | valor=1186
linha=2925 | nome=Mariana | acao=executou o benchmark | valor=5898
linha=2926 | nome=Eduarda | acao=analisou os resultados | valor=2407
linha=2927 | nome=Karen | acao=comparou as metricas | valor=7668
linha=2928 | nome=Felipe | acao=estudou computacao | valor=9133
linha=2929 | nome=Daniela | acao=escreveu o relatorio | valor=9657
linha=2930 | nome=Vitor | acao=escreveu o relatorio | valor=8535
linha=2931 | nome=Joao | acao=fez um experimento | valor=7042
linha=2932 | nome=Gabriela | acao=participou da aula | valor=8244
linha=2933 | nome=Igor | acao=analisou os resultados | valor=9018
linha=2934 | nome=Mariana | acao=estudou computacao | valor=3042
linha=2935 | nome=Sofia | acao=executou o benchmark | valor=2075
linha=2936 | nome=Tiago | acao=analisou os resultados | valor=6198
linha=2937 | nome=Gabriela | acao=executou o benchmark | valor=5053
linha=2938 | nome=Carlos | acao=analisou os resultados | valor=3474
linha=2939 | nome=Felipe | acao=executou o benchmark | valor=3576
linha=2940 | nome=Mariana | acao=otimizou o algoritmo | valor=4469
linha=2941 | nome=Mariana | acao=analisou os resultados | valor=6503
linha=2942 | nome=Gabriela | acao=escreveu o relatorio | valor=4359
linha=2943 | nome=Mariana | acao=fez um experimento | valor=2908
linha=2944 | nome=Mariana | acao=escreveu o relatorio | valor=5457
linha=2945 | nome=Sofia | acao=fez um experimento | valor=1573
linha=2946 | nome=Sofia | acao=executou o benchmark | valor=6362
linha=2947 | nome=Otavio | acao=participou da aula | valor=3999
linha=2948 | nome=Igor | acao=comparou as metricas | valor=6127
linha=2949 | nome=Igor | acao=executou o benchmark | valor=3881
linha=2950 | nome=Daniela | acao=estudou computacao | valor=6483
linha=2951 | nome=Daniela | acao=executou o benchmark | valor=9858
linha=2952 | nome=Carlos | acao=participou da aula | valor=6216
linha=2953 | nome=Karen | acao=participou da aula | valor=7374
linha=2954 | nome=Sofia | acao=fez um experimento | valor=1814
linha=2955 | nome=Sofia | acao=estudou computacao | valor=3016
linha=2956 | nome=Ana | acao=fez um experimento | valor=6493
linha=2957 | nome=Eduarda | acao=escreveu o relatorio | valor=6532
linha=2958 | nome=Natalia | acao=fez um experimento | valor=5346
linha=2959 | nome=Eduarda | acao=escreveu o relatorio | valor=8181
linha=2960 | nome=Karen | acao=comparou as metricas | valor=4861
linha=2961 | nome=Felipe | acao=participou da aula | valor=9256
linha=2962 | nome=Lucas | acao=fez um experimento | valor=1104
linha=2963 | nome=Paulo | acao=analisou os resultados | valor=5295
linha=2964 | nome=Sofia | acao=otimizou o algoritmo | valor=8489
linha=2965 | nome=Bruno | acao=executou o benchmark | valor=5306
linha=2966 | nome=Gabriela | acao=executou o benchmark | valor=3198
linha=2967 | nome=Natalia | acao=estudou computacao | valor=6310
linha=2968 | nome=Lucas | acao=executou o benchmark | valor=6296
linha=2969 | nome=Karen | acao=fez um experimento | valor=6523
linha=2970 | nome=Eduarda | acao=comparou as metricas | valor=6640
linha=2971 | nome=Paulo | acao=participou da aula | valor=6099
linha=2972 | nome=Igor | acao=comparou as metricas | valor=4184
linha=2973 | nome=Joao | acao=estudou computacao | valor=8354
linha=2974 | nome=Felipe | acao=comparou as metricas | valor=3387
linha=2975 | nome=Vitor | acao=fez um experimento | valor=1329
linha=2976 | nome=Otavio | acao=comparou as metricas | valor=1082
linha=2977 | nome=Renata | acao=otimizou o algoritmo | valor=1598
linha=2978 | nome=Eduarda | acao=fez um experimento | valor=7871
linha=2979 | nome=Ana | acao=estudou computacao | valor=6882
linha=2980 | nome=Igor | acao=escreveu o relatorio | valor=5664
linha=2981 | nome=Sofia | acao=estudou computacao | valor=4742
linha=2982 | nome=Tiago | acao=analisou os resultados | valor=5576
linha=2983 | nome=Mariana | acao=otimizou o algoritmo | valor=5041
linha=2984 | nome=Mariana | acao=fez um experimento | valor=6501
linha=2985 | nome=Helena | acao=otimizou o algoritmo | valor=9725
linha=2986 | nome=Daniela | acao=fez um experimento | valor=6721
linha=2987 | nome=Renata | acao=comparou as metricas | valor=7726
linha=2988 | nome=Mariana | acao=comparou as metricas | valor=3137
linha=2989 | nome=Gabriela | acao=comparou as metricas | valor=2506
linha=2990 | nome=Mariana | acao=otimizou o algoritmo | valor=1147
linha=2991 | nome=Mariana | acao=escreveu o relatorio | valor=3273
linha=2992 | nome=Ana | acao=otimizou o algoritmo | valor=5529
linha=2993 | nome=Paulo | acao=escreveu o relatorio | valor=6380
linha=2994 | nome=Tiago | acao=estudou computacao | valor=7302
linha=2995 | nome=Karen | acao=comparou as metricas | valor=3293
linha=2996 | nome=Natalia | acao=otimizou o algoritmo | valor=6312
linha=2997 | nome=Felipe | acao=comparou as metricas | valor=2369
linha=2998 | nome=Felipe | acao=otimizou o algoritmo | valor=8501
linha=2999 | nome=Karen | acao=participou da aula | valor=6858
linha=3000 | nome=Ana | acao=comparou as metricas | valor=1371
linha=3001 | nome=Karen | acao=analisou os resultados | valor=6865
linha=3002 | nome=Helena | acao=executou o benchmark | valor=7489
linha=3003 | nome=Carlos | acao=escreveu o relatorio | valor=3765
linha=3004 | nome=Otavio | acao=comparou as metricas | valor=2954
linha=3005 | nome=Lucas | acao=executou o benchmark | valor=8979
linha=3006 | nome=Bruno | acao=otimizou o algoritmo | valor=1107
linha=3007 | nome=Bruno | acao=analisou os resultados | valor=4862
linha=3008 | nome=Karen | acao=executou o benchmark | valor=4981
linha=3009 | nome=Gabriela | acao=executou o benchmark | valor=6943
linha=3010 | nome=Sofia | acao=estudou computacao | valor=2413
linha=3011 | nome=Bruno | acao=participou da aula | valor=6818
linha=3012 | nome=Vitor | acao=analisou os resultados | valor=9647
linha=3013 | nome=Otavio | acao=analisou os resultados | valor=1394
linha=3014 | nome=Carlos | acao=comparou as metricas | valor=3653
linha=3015 | nome=Otavio | acao=comparou as metricas | valor=1572
linha=3016 | nome=Lucas | acao=estudou computacao | valor=4053
linha=3017 | nome=Joao | acao=analisou os resultados | valor=9866
linha=3018 | nome=Igor | acao=comparou as metricas | valor=5172
linha=3019 | nome=Ana | acao=executou o benchmark | valor=9281
linha=3020 | nome=Joao | acao=participou da aula | valor=6245
linha=3021 | nome=Joao | acao=fez um experimento | valor=3615
linha=3022 | nome=Renata | acao=escreveu o relatorio | valor=4180
linha=3023 | nome=Eduarda | acao=executou o benchmark | valor=5182
linha=3024 | nome=Bruno | acao=otimizou o algoritmo | valor=5490
linha=3025 | nome=Paulo | acao=analisou os resultados | valor=3985
linha=3026 | nome=Natalia | acao=participou da aula | valor=9183
linha=3027 | nome=Daniela | acao=otimizou o algoritmo | valor=8080
linha=3028 | nome=Ana | acao=escreveu o relatorio | valor=1332
linha=3029 | nome=Igor | acao=escreveu o relatorio | valor=8651
linha=3030 | nome=Gabriela | acao=otimizou o algoritmo | valor=8242
linha=3031 | nome=Igor | acao=estudou computacao | valor=2657
linha=3032 | nome=Ana | acao=participou da aula | valor=8166
linha=3033 | nome=Eduarda | acao=participou da aula | valor=3980
linha=3034 | nome=Igor | acao=escreveu o relatorio | valor=3513
linha=3035 | nome=Bruno | acao=comparou as metricas | valor=4753
linha=3036 | nome=Mariana | acao=participou da aula | valor=1448
linha=3037 | nome=Mariana | acao=otimizou o algoritmo | valor=3097
linha=3038 | nome=Carlos | acao=estudou computacao | valor=6800
linha=3039 | nome=Gabriela | acao=fez um experimento | valor=9394
linha=3040 | nome=Mariana | acao=estudou computacao | valor=4470
linha=3041 | nome=Helena | acao=participou da aula | valor=7978
linha=3042 | nome=Renata | acao=escreveu o relatorio | valor=8140
linha=3043 | nome=Eduarda | acao=estudou computacao | valor=1704
linha=3044 | nome=Karen | acao=comparou as metricas | valor=9737
linha=3045 | nome=Daniela | acao=executou o benchmark | valor=6584
linha=3046 | nome=Igor | acao=executou o benchmark | valor=6601
linha=3047 | nome=Mariana | acao=escreveu o relatorio | valor=4439
linha=3048 | nome=Paulo | acao=otimizou o algoritmo | valor=7377
linha=3049 | nome=Ana | acao=executou o benchmark | valor=5198
linha=3050 | nome=Otavio | acao=otimizou o algoritmo | valor=5969
linha=3051 | nome=Paulo | acao=executou o benchmark | valor=6574
linha=3052 | nome=Gabriela | acao=analisou os resultados | valor=7368
linha=3053 | nome=Bruno | acao=analisou os resultados | valor=2884
linha=3054 | nome=Natalia | acao=participou da aula | valor=3148
linha=3055 | nome=Helena | acao=estudou computacao | valor=8389
linha=3056 | nome=Renata | acao=analisou os resultados | valor=2467
linha=3057 | nome=Lucas | acao=participou da aula | valor=5956
linha=3058 | nome=Bruno | acao=executou o benchmark | valor=2170
linha=3059 | nome=Vitor | acao=comparou as metricas | valor=9725
linha=3060 | nome=Natalia | acao=analisou os resultados | valor=4587
linha=3061 | nome=Tiago | acao=otimizou o algoritmo | valor=8930
linha=3062 | nome=Mariana | acao=participou da aula | valor=9773
linha=3063 | nome=Helena | acao=fez um experimento | valor=7644
linha=3064 | nome=Helena | acao=escreveu o relatorio | valor=5308
linha=3065 | nome=Carlos | acao=executou o benchmark | valor=1222
linha=3066 | nome=Renata | acao=fez um experimento | valor=4226
linha=3067 | nome=Mariana | acao=participou da aula | valor=2043
linha=3068 | nome=Mariana | acao=fez um experimento | valor=2644
linha=3069 | nome=Mariana | acao=otimizou o algoritmo | valor=4756
linha=3070 | nome=Eduarda | acao=participou da aula | valor=4081
linha=3071 | nome=Gabriela | acao=analisou os resultados | valor=5460
linha=3072 | nome=Eduarda | acao=executou o benchmark | valor=8312
linha=3073 | nome=Natalia | acao=executou o benchmark | valor=6430
linha=3074 | nome=Daniela | acao=analisou os resultados | valor=8659
linha=3075 | nome=Lucas | acao=estudou computacao | valor=8789
linha=3076 | nome=Vitor | acao=analisou os resultados | valor=9240
linha=3077 | nome=Bruno | acao=fez um experimento | valor=9663
linha=3078 | nome=Daniela | acao=participou da aula | valor=6731
linha=3079 | nome=Mariana | acao=participou da aula | valor=4016
linha=3080 | nome=Joao | acao=estudou computacao | valor=9832
linha=3081 | nome=Vitor | acao=estudou computacao | valor=4511
linha=3082 | nome=Felipe | acao=participou da aula | valor=1801
linha=3083 | nome=Gabriela | acao=executou o benchmark | valor=7407
linha=3084 | nome=Lucas | acao=participou da aula | valor=8144
linha=3085 | nome=Mariana | acao=analisou os resultados | valor=8363
linha=3086 | nome=Renata | acao=escreveu o relatorio | valor=8985
linha=3087 | nome=Ana | acao=executou o benchmark | valor=9052
linha=3088 | nome=Mariana | acao=analisou os resultados | valor=4765
linha=3089 | nome=Paulo | acao=otimizou o algoritmo | valor=8224
linha=3090 | nome=Tiago | acao=comparou as metricas | valor=6375
linha=3091 | nome=Lucas | acao=otimizou o algoritmo | valor=6089
linha=3092 | nome=Otavio | acao=escreveu o relatorio | valor=5125
linha=3093 | nome=Daniela | acao=estudou computacao | valor=7435
linha=3094 | nome=Eduarda | acao=estudou computacao | valor=5620
linha=3095 | nome=Daniela | acao=participou da aula | valor=5171
linha=3096 | nome=Karen | acao=estudou computacao | valor=5821
linha=3097 | nome=Sofia | acao=escreveu o relatorio | valor=7885
linha=3098 | nome=Carlos | acao=otimizou o algoritmo | valor=4985
linha=3099 | nome=Gabriela | acao=executou o benchmark | valor=1984
linha=3100 | nome=Renata | acao=estudou computacao | valor=6393
linha=3101 | nome=Helena | acao=fez um experimento | valor=5196
linha=3102 | nome=Mariana | acao=executou o benchmark | valor=7718
linha=3103 | nome=Otavio | acao=participou da aula | valor=3072
linha=3104 | nome=Natalia | acao=comparou as metricas | valor=9231
linha=3105 | nome=Vitor | acao=estudou computacao | valor=5845
linha=3106 | nome=Felipe | acao=comparou as metricas | valor=9551
linha=3107 | nome=Carlos | acao=comparou as metricas | valor=7279
linha=3108 | nome=Carlos | acao=escreveu o relatorio | valor=9136
linha=3109 | nome=Lucas | acao=otimizou o algoritmo | valor=6263
linha=3110 | nome=Carlos | acao=participou da aula | valor=1628
linha=3111 | nome=Karen | acao=escreveu o relatorio | valor=3089
linha=3112 | nome=Gabriela | acao=otimizou o algoritmo | valor=3748
linha=3113 | nome=Lucas | acao=otimizou o algoritmo | valor=5914
linha=3114 | nome=Daniela | acao=fez um experimento | valor=8850
linha=3115 | nome=Lucas | acao=otimizou o algoritmo | valor=9600
linha=3116 | nome=Mariana | acao=comparou as metricas | valor=2472
linha=3117 | nome=Sofia | acao=estudou computacao | valor=4294
linha=3118 | nome=Tiago | acao=estudou computacao | valor=8812
linha=3119 | nome=Otavio | acao=executou o benchmark | valor=9320
linha=3120 | nome=Ana | acao=analisou os resultados | valor=2750
linha=3121 | nome=Joao | acao=comparou as metricas | valor=5334
linha=3122 | nome=Felipe | acao=estudou computacao | valor=4783
linha=3123 | nome=Otavio | acao=analisou os resultados | valor=3674
linha=3124 | nome=Mariana | acao=participou da aula | valor=4778
linha=3125 | nome=Renata | acao=estudou computacao | valor=2867
linha=3126 | nome=Gabriela | acao=estudou computacao | valor=9190
linha=3127 | nome=Tiago | acao=participou da aula | valor=4518
linha=3128 | nome=Carlos | acao=fez um experimento | valor=1780
linha=3129 | nome=Paulo | acao=fez um experimento | valor=2581
linha=3130 | nome=Sofia | acao=executou o benchmark | valor=3051
linha=3131 | nome=Bruno | acao=fez um experimento | valor=4018
linha=3132 | nome=Natalia | acao=participou da aula | valor=6382
linha=3133 | nome=Gabriela | acao=analisou os resultados | valor=2445
linha=3134 | nome=Daniela | acao=fez um experimento | valor=5462
linha=3135 | nome=Mariana | acao=estudou computacao | valor=8368
linha=3136 | nome=Bruno | acao=otimizou o algoritmo | valor=4443
linha=3137 | nome=Vitor | acao=executou o benchmark | valor=7919
linha=3138 | nome=Sofia | acao=fez um experimento | valor=4701
linha=3139 | nome=Sofia | acao=comparou as metricas | valor=7548
linha=3140 | nome=Renata | acao=escreveu o relatorio | valor=9058
linha=3141 | nome=Sofia | acao=executou o benchmark | valor=1756
linha=3142 | nome=Joao | acao=comparou as metricas | valor=7023
linha=3143 | nome=Karen | acao=comparou as metricas | valor=7020
linha=3144 | nome=Vitor | acao=otimizou o algoritmo | valor=2950
linha=3145 | nome=Natalia | acao=otimizou o algoritmo | valor=4645
linha=3146 | nome=Sofia | acao=estudou computacao | valor=1319
linha=3147 | nome=Felipe | acao=participou da aula | valor=4873
linha=3148 | nome=Karen | acao=estudou computacao | valor=5315
linha=3149 | nome=Mariana | acao=estudou computacao | valor=7538
linha=3150 | nome=Natalia | acao=escreveu o relatorio | valor=5883
linha=3151 | nome=Daniela | acao=estudou computacao | valor=8093
linha=3152 | nome=Natalia | acao=fez um experimento | valor=8840
linha=3153 | nome=Felipe | acao=escreveu o relatorio | valor=1052
linha=3154 | nome=Mariana | acao=fez um experimento | valor=9833
linha=3155 | nome=Carlos | acao=participou da aula | valor=9769
linha=3156 | nome=Carlos | acao=comparou as metricas | valor=2467
linha=3157 | nome=Mariana | acao=fez um experimento | valor=8148
linha=3158 | nome=Renata | acao=comparou as metricas | valor=6867
linha=3159 | nome=Tiago | acao=analisou os resultados | valor=1535
linha=3160 | nome=Gabriela | acao=participou da aula | valor=5710
linha=3161 | nome=Helena | acao=executou o benchmark | valor=1591
linha=3162 | nome=Carlos | acao=analisou os resultados | valor=7804
linha=3163 | nome=Igor | acao=executou o benchmark | valor=7599
linha=3164 | nome=Mariana | acao=participou da aula | valor=6072
linha=3165 | nome=Felipe | acao=fez um experimento | valor=3811
linha=3166 | nome=Felipe | acao=executou o benchmark | valor=2005
linha=3167 | nome=Eduarda | acao=comparou as metricas | valor=2359
linha=3168 | nome=Lucas | acao=estudou computacao | valor=1679
linha=3169 | nome=Renata | acao=participou da aula | valor=9245
linha=3170 | nome=Gabriela | acao=otimizou o algoritmo | valor=1199
linha=3171 | nome=Bruno | acao=executou o benchmark | valor=8047
linha=3172 | nome=Bruno | acao=analisou os resultados | valor=8867
linha=3173 | nome=Eduarda | acao=escreveu o relatorio | valor=1716
linha=3174 | nome=Otavio | acao=comparou as metricas | valor=9510
linha=3175 | nome=Daniela | acao=analisou os resultados | valor=5434
linha=3176 | nome=Bruno | acao=comparou as metricas | valor=5343
linha=3177 | nome=Carlos | acao=escreveu o relatorio | valor=7225
linha=3178 | nome=Vitor | acao=escreveu o relatorio | valor=2230
linha=3179 | nome=Igor | acao=fez um experimento | valor=2662
linha=3180 | nome=Bruno | acao=comparou as metricas | valor=6319
linha=3181 | nome=Lucas | acao=otimizou o algoritmo | valor=4437
linha=3182 | nome=Paulo | acao=estudou computacao | valor=7638
linha=3183 | nome=Felipe | acao=fez um experimento | valor=1153
linha=3184 | nome=Ana | acao=executou o benchmark | valor=5668
linha=3185 | nome=Mariana | acao=escreveu o relatorio | valor=9092
linha=3186 | nome=Lucas | acao=analisou os resultados | valor=4255
linha=3187 | nome=Mariana | acao=comparou as metricas | valor=4472
linha=3188 | nome=Paulo | acao=fez um experimento | valor=1352
linha=3189 | nome=Bruno | acao=fez um experimento | valor=4979
linha=3190 | nome=Ana | acao=estudou computacao | valor=6648
linha=3191 | nome=Mariana | acao=comparou as metricas | valor=1925
linha=3192 | nome=Carlos | acao=fez um experimento | valor=3234
linha=3193 | nome=Otavio | acao=participou da aula | valor=4516
linha=3194 | nome=Helena | acao=participou da aula | valor=7268
linha=3195 | nome=Igor | acao=fez um experimento | valor=3265
linha=3196 | nome=Ana | acao=analisou os resultados | valor=6244
linha=3197 | nome=Karen | acao=executou o benchmark | valor=6251
linha=3198 | nome=Daniela | acao=estudou computacao | valor=6487
linha=3199 | nome=Paulo | acao=estudou computacao | valor=5667
linha=3200 | nome=Natalia | acao=otimizou o algoritmo | valor=4445
linha=3201 | nome=Daniela | acao=fez um experimento | valor=1853
linha=3202 | nome=Helena | acao=analisou os resultados | valor=2926
linha=3203 | nome=Natalia | acao=estudou computacao | valor=5189
linha=3204 | nome=Lucas | acao=estudou computacao | valor=1005
linha=3205 | nome=Tiago | acao=estudou computacao | valor=5694
linha=3206 | nome=Natalia | acao=comparou as metricas | valor=3512
linha=3207 | nome=Daniela | acao=otimizou o algoritmo | valor=6799
linha=3208 | nome=Ana | acao=analisou os resultados | valor=1975
linha=3209 | nome=Sofia | acao=fez um experimento | valor=3438
linha=3210 | nome=Sofia | acao=escreveu o relatorio | valor=3324
linha=3211 | nome=Otavio | acao=analisou os resultados | valor=8153
linha=3212 | nome=Otavio | acao=otimizou o algoritmo | valor=9811
linha=3213 | nome=Joao | acao=otimizou o algoritmo | valor=1016
linha=3214 | nome=Sofia | acao=executou o benchmark | valor=2787
linha=3215 | nome=Felipe | acao=comparou as metricas | valor=2882
linha=3216 | nome=Igor | acao=executou o benchmark | valor=9569
linha=3217 | nome=Natalia | acao=executou o benchmark | valor=9833
linha=3218 | nome=Mariana | acao=fez um experimento | valor=4719
linha=3219 | nome=Renata | acao=participou da aula | valor=4441
linha=3220 | nome=Paulo | acao=participou da aula | valor=6017
linha=3221 | nome=Joao | acao=comparou as metricas | valor=8705
linha=3222 | nome=Bruno | acao=participou da aula | valor=4590
linha=3223 | nome=Bruno | acao=otimizou o algoritmo | valor=3078
linha=3224 | nome=Paulo | acao=executou o benchmark | valor=4407
linha=3225 | nome=Sofia | acao=comparou as metricas | valor=1505
linha=3226 | nome=Eduarda | acao=otimizou o algoritmo | valor=7432
linha=3227 | nome=Karen | acao=executou o benchmark | valor=3246
linha=3228 | nome=Renata | acao=executou o benchmark | valor=1946
linha=3229 | nome=Mariana | acao=executou o benchmark | valor=1380
linha=3230 | nome=Bruno | acao=comparou as metricas | valor=5070
