linha=1 | nome=Igor | acao=fez um experimento | valor=2511
linha=2280 | nome=Igor | acao=analisou os resultados | valor=6440
linha=2281 | nome=Tiago | acao=estudou computacao | valor=5596
linha=2282 | nome=Bruno | acao=fez um experimento | valor=4146
linha=2283 | nome=Natalia | acao=estudou computacao | valor=8458
linha=2284 | nome=Daniela | acao=analisou os resultados | valor=5508
linha=2285 | nome=Vitor | acao=otimizou o algoritmo | valor=3461
linha=2286 | nome=Vitor | acao=analisou os resultados | valor=3594
linha=2287 | nome=Igor | acao=estudou computacao | valor=7545
linha=2288 | nome=Ana | acao=fez um experimento | valor=5990
linha=2289 | nome=Ana | acao=comparou as metricas | valor=9909
linha=2290 | nome=Mariana | acao=executou o benchmark | valor=6480
linha=2291 | nome=Bruno | acao=estudou computacao | valor=5416
linha=2292 | nome=Mariana | acao=participou da aula | valor=1367
linha=2293 | nome=Otavio | acao=executou o benchmark | valor=5277
linha=2294 | nome=Karen | acao=fez um experimento | valor=2884
linha=2295 | nome=Sofia | acao=analisou os resultados | valor=8223
linha=2296 | nome=Daniela | acao=executou o benchmark | valor=4037
linha=2297 | nome=Gabriela | acao=participou da aula | valor=3513
linha=2298 | nome=Otavio | acao=analisou os resultados | valor=1651
linha=2299 | nome=Mariana | acao=estudou computacao | valor=4662
linha=2300 | nome=Daniela | acao=analisou os resultados | valor=5129
linha=2301 | nome=Otavio | acao=escreveu o relatorio | valor=7670
linha=2302 | nome=Otavio | acao=comparou as metricas | valor=4647
linha=2303 | nome=Karen | acao=executou o benchmark | valor=2176
linha=2304 | nome=Sofia | acao=executou o benchmark | valor=1442
linha=2305 | nome=Gabriela | acao=comparou as metricas | valor=1044
linha=2306 | nome=Natalia | acao=estudou computacao | valor=2347
linha=2307 | nome=Lucas | acao=estudou computacao | valor=2446
linha=2308 | nome=Gabriela | acao=participou da aula | valor=3401
linha=2309 | nome=Sofia | acao=comparou as metricas | valor=3019
linha=2310 | nome=Karen | acao=fez um experimento | valor=1449
linha=2311 | nome=Paulo | acao=analisou os resultados | valor=1033
linha=2312 | nome=Karen | acao=participou da aula | valor=3330
linha=2313 | nome=Carlos | acao=executou o benchmark | valor=2872
linha=2314 | nome=Otavio | acao=estudou computacao | valor=1435
linha=2315 | nome=Natalia | acao=otimizou o algoritmo | valor=3032
linha=2316 | nome=Sofia | acao=otimizou o algoritmo | valor=6955
linha=2317 | nome=Otavio | acao=otimizou o algoritmo | valor=9599
linha=2318 | nome=Daniela | acao=participou da aula | valor=6762
linha=2319 | nome=Bruno | acao=fez um experimento | valor=6896
linha=2320 | nome=Helena | acao=otimizou o algoritmo | valor=3892
linha=2321 | nome=Eduarda | acao=otimizou o algoritmo | valor=1763
linha=2322 | nome=Bruno | acao=participou da aula | valor=9877
linha=2323 | nome=Sofia | acao=estudou computacao | valor=4571
linha=2324 | nome=Otavio | acao=participou da aula | valor=5539
linha=2325 | nome=Eduarda | acao=otimizou o algoritmo | valor=4321
linha=2326 | nome=Helena | acao=analisou os resultados | valor=7465
linha=2327 | nome=Joao | acao=participou da aula | valor=6815
linha=2328 | nome=Helena | acao=participou da aula | valor=1393
linha=2329 | nome=Bruno | acao=executou o benchmark | valor=1540
linha=2330 | nome=Vitor | acao=participou da aula | valor=7433
linha=2331 | nome=Lucas | acao=executou o benchmark | valor=9632
linha=2332 | nome=Bruno | acao=participou da aula | valor=7303
linha=2333 | nome=Karen | acao=fez um experimento | valor=7226
linha=2334 | nome=Carlos | acao=participou da aula | valor=9883
linha=2335 | nome=Karen | acao=executou o benchmark | valor=6008
linha=2336 | nome=Lucas | acao=executou o benchmark | valor=7719
linha=2337 | nome=Ana | acao=analisou os resultados | valor=1300
linha=2338 | nome=Renata | acao=participou da aula | valor=4383
linha=2339 | nome=Ana | acao=fez um experimento | valor=5019
linha=2340 | nome=Mariana | acao=estudou computacao | valor=3759
linha=2341 | nome=Bruno | acao=comparou as metricas | valor=6555
linha=2342 | nome=Mariana | acao=otimizou o algoritmo | valor=3708
linha=2343 | nome=Lucas | acao=fez um experimento | valor=5632
linha=2344 | nome=Otavio | acao=escreveu o relatorio | valor=3537
linha=2345 | nome=Otavio | acao=fez um experimento | valor=4630
linha=2346 | nome=Natalia | acao=executou o benchmark | valor=5576
linha=2347 | nome=Mariana | acao=participou da aula | valor=3395
linha=2348 | nome=Eduarda | acao=analisou os resultados | valor=1456
linha=2349 | nome=Tiago | acao=participou da aula | valor=8833
linha=2350 | nome=Bruno | acao=escreveu o relatorio | valor=3491
linha=2351 | nome=Vitor | acao=executou o benchmark | valor=3046
linha=2352 | nome=Joao | acao=fez um experimento | valor=1456
linha=2353 | nome=Ana | acao=otimizou o algoritmo | valor=8201
linha=2354 | nome=Helena | acao=comparou as metricas | valor=6240
linha=2355 | nome=Mariana | acao=analisou os resultados | valor=6384
linha=2356 | nome=Tiago | acao=escreveu o relatorio | valor=5486
linha=2357 | nome=Helena | acao=executou o benchmark | valor=1419
linha=2358 | nome=Lucas | acao=otimizou o algoritmo | valor=8470
linha=2359 | nome=Bruno | acao=participou da aula | valor=4540
linha=2360 | nome=Lucas | acao=analisou os resultados | valor=3429
linha=2361 | nome=Bruno | acao=analisou os resultados | valor=2398
linha=2362 | nome=Igor | acao=estudou computacao | valor=2303
linha=2363 | nome=Lucas | acao=estudou computacao | valor=2538
linha=2364 | nome=Gabriela | acao=estudou computacao | valor=9251
linha=2365 | nome=Tiago | acao=estudou computacao | valor=4682
linha=2366 | nome=Vitor | acao=escreveu o relatorio | valor=3523
linha=2367 | nome=Lucas | acao=comparou as metricas | valor=5769
linha=2368 | nome=Renata | acao=participou da aula | valor=5844
linha=2369 | nome=Ana | acao=escreveu o relatorio | valor=9453
linha=2370 | nome=Vitor | acao=analisou os resultados | valor=8513
linha=2371 | nome=Felipe | acao=participou da aula | valor=8002
linha=2372 | nome=Sofia | acao=comparou as metricas | valor=4324
linha=2373 | nome=Gabriela | acao=otimizou o algoritmo | valor=5777
linha=2374 | nome=Vitor | acao=otimizou o algoritmo | valor=3648
linha=2375 | nome=Vitor | acao=otimizou o algoritmo | valor=3314
linha=2376 | nome=Felipe | acao=escreveu o relatorio | valor=8542
linha=2377 | nome=Ana | acao=fez um experimento | valor=8402
linha=2378 | nome=Tiago | acao=comparou as metricas | valor=4728
linha=2379 | nome=Helena | acao=participou da aula | valor=2355
linha=2380 | nome=Carlos | acao=comparou as metricas | valor=8450
linha=2381 | nome=Felipe | acao=estudou computacao | valor=7900
linha=2382 | nome=Daniela | acao=escreveu o relatorio | valor=2294
linha=2383 | nome=Mariana | acao=executou o benchmark | valor=8623
linha=2384 | nome=Karen | acao=comparou as metricas | valor=1765
linha=2385 | nome=Vitor | acao=participou da aula | valor=8516
linha=2386 | nome=Otavio | acao=analisou os resultados | valor=2509
linha=2387 | nome=Eduarda | acao=executou o benchmark | valor=3418
linha=2388 | nome=Tiago | acao=comparou as metricas | valor=3219
linha=2389 | nome=Tiago | acao=escreveu o relatorio | valor=9473
linha=2390 | nome=Otavio | acao=analisou os resultados | valor=7992
linha=2391 | nome=Natalia | acao=estudou computacao | valor=5851
linha=2392 | nome=Sofia | acao=comparou as metricas | valor=5224
linha=2393 | nome=Bruno | acao=analisou os resultados | valor=9766
linha=2394 | nome=Mariana | acao=participou da aula | valor=9021
linha=2395 | nome=Renata | acao=analisou os resultados | valor=1542
linha=2396 | nome=Paulo | acao=executou o benchmark | valor=7446
linha=2397 | nome=Gabriela | acao=participou da aula | valor=7247
linha=2398 | nome=Carlos | acao=otimizou o algoritmo | valor=5948
linha=2399 | nome=Eduarda | acao=otimizou o algoritmo | valor=1328
linha=2400 | nome=Bruno | acao=executou o benchmark | valor=7336
linha=2401 | nome=Ana | acao=analisou os resultados | valor=1278
linha=2402 | nome=Bruno | acao=analisou os resultados | valor=4725
linha=2403 | nome=Daniela | acao=estudou computacao | valor=1433
linha=2404 | nome=Mariana | acao=escreveu o relatorio | valor=4491
linha=2405 | nome=Helena | acao=fez um experimento | valor=6008
linha=2406 | nome=Sofia | acao=estudou computacao | valor=8672
linha=2407 | nome=Renata | acao=analisou os resultados | valor=4879
linha=2408 | nome=Otavio | acao=participou da aula | valor=2804
linha=2409 | nome=Ana | acao=estudou computacao | valor=4400
linha=2410 | nome=Karen | acao=comparou as metricas | valor=3727
linha=2411 | nome=Eduarda | acao=estudou computacao | valor=1396
linha=2412 | nome=Felipe | acao=escreveu o relatorio | valor=1901
linha=2413 | nome=Eduarda | acao=otimizou o algoritmo | valor=3096
linha=2414 | nome=Helena | acao=estudou computacao | valor=6335
linha=2415 | nome=Vitor | acao=estudou computacao | valor=8125
linha=2416 | nome=Joao | acao=escreveu o relatorio | valor=8818
linha=2417 | nome=Eduarda | acao=participou da aula | valor=2255
linha=2418 | nome=Daniela | acao=executou o benchmark | valor=8229
linha=2419 | nome=Vitor | acao=comparou as metricas | valor=1797
linha=2420 | nome=Otavio | acao=participou da aula | valor=6865
linha=2421 | nome=Carlos | acao=otimizou o algoritmo | valor=3235
linha=2422 | nome=Eduarda | acao=executou o benchmark | valor=3980
linha=2423 | nome=Eduarda | acao=executou o benchmark | valor=4390
linha=2424 | nome=Gabriela | acao=executou o benchmark | valor=2240
linha=2425 | nome=Tiago | acao=analisou os resultados | valor=6949
linha=2426 | nome=Felipe | acao=escreveu o relatorio | valor=1578
linha=2427 | nome=Renata | acao=executou o benchmark | valor=3828
linha=2428 | nome=Bruno | acao=participou da aula | valor=6463
linha=2429 | nome=Ana | acao=estudou computacao | valor=8099
linha=2430 | nome=Joao | acao=executou o benchmark | valor=1027
linha=2431 | nome=Joao | acao=escreveu o relatorio | valor=8406
linha=2432 | nome=Gabriela | acao=fez um experimento | valor=3052
linha=2433 | nome=Helena | acao=estudou computacao | valor=1357
linha=2434 | nome=Gabriela | acao=estudou computacao | valor=6590
linha=2435 | nome=Natalia | acao=participou da aula | valor=4697
linha=2436 | nome=Karen | acao=participou da aula | valor=1485
linha=2437 | nome=Igor | acao=executou o benchmark | valor=6679
linha=2438 | nome=Renata | acao=fez um experimento | valor=7284
linha=2439 | nome=Joao | acao=participou da aula | valor=7882
linha=2440 | nome=Igor | acao=comparou as metricas | valor=2697
linha=2441 | nome=Eduarda | acao=estudou computacao | valor=2503
linha=2442 | nome=Sofia | acao=comparou as metricas | valor=9169
linha=2443 | nome=Vitor | acao=executou o benchmark | valor=2575
linha=2444 | nome=Renata | acao=participou da aula | valor=4929
linha=2445 | nome=Daniela | acao=analisou os resultados | valor=6612
linha=2446 | nome=Joao | acao=escreveu o relatorio | valor=4545
linha=2447 | nome=Mariana | acao=executou o benchmark | valor=2906
linha=2448 | nome=Karen | acao=executou o benchmark | valor=6388
linha=2449 | nome=Sofia | acao=comparou as metricas | valor=4889
linha=2450 | nome=Renata | acao=participou da aula | valor=9458
linha=2451 | nome=Mariana | acao=estudou computacao | valor=4883
linha=2452 | nome=Igor | acao=participou da aula | valor=2683
linha=2453 | nome=Vitor | acao=estudou computacao | valor=5870
linha=2454 | nome=Helena | acao=executou o benchmark | valor=1601
linha=2455 | nome=Bruno | acao=estudou computacao | valor=4358
linha=2456 | nome=Tiago | acao=otimizou o algoritmo | valor=3010
linha=2457 | nome=Helena | acao=executou o benchmark | valor=1780
linha=2458 | nome=Mariana | acao=executou o benchmark | valor=5348
linha=2459 | nome=Igor | acao=otimizou o algoritmo | valor=1548
linha=2460 | nome=Gabriela | acao=escreveu o relatorio | valor=6917
linha=2461 | nome=Tiago | acao=analisou os resultados | valor=3564
linha=2462 | nome=Karen | acao=estudou computacao | valor=3245
linha=2463 | nome=Mariana | acao=analisou os resultados | valor=3236
linha=2464 | nome=Paulo | acao=otimizou o algoritmo | valor=2734
linha=2465 | nome=Otavio | acao=analisou os resultados | valor=3870
linha=2466 | nome=Renata | acao=fez um experimento | valor=6830
linha=2467 | nome=Daniela | acao=escreveu o relatorio | valor=4580
linha=2468 | nome=Helena | acao=otimizou o algoritmo | valor=3653
linha=2469 | nome=Carlos | acao=participou da aula | valor=6465
linha=2470 | nome=Helena | acao=otimizou o algoritmo | valor=8688
linha=2471 | nome=Mariana | acao=estudou computacao | valor=4198
linha=2472 | nome=Tiago | acao=otimizou o algoritmo | valor=5863
linha=2473 | nome=Eduarda | acao=fez um experimento | valor=1384
linha=2474 | nome=Mariana | acao=participou da aula | valor=9430
linha=2475 | nome=Renata | acao=analisou os resultados | valor=8609
linha=2476 | nome=Carlos | acao=fez um experimento | valor=5093
linha=2477 | nome=Natalia | acao=participou da aula | valor=4589
linha=2478 | nome=Natalia | acao=participou da aula | valor=2432
linha=2479 | nome=Mariana | acao=escreveu o relatorio | valor=4079
linha=2480 | nome=Eduarda | acao=executou o benchmark | valor=2365
linha=2481 | nome=Gabriela | acao=fez um experimento | valor=2516
linha=2482 | nome=Joao | acao=estudou computacao | valor=2522
linha=2483 | nome=Gabriela | acao=estudou computacao | valor=8913
linha=2484 | nome=Paulo | acao=comparou as metricas | valor=5564
linha=2485 | nome=Helena | acao=executou o benchmark | valor=8602
linha=2486 | nome=Bruno | acao=comparou as metricas | valor=3226
linha=2487 | nome=Mariana | acao=escreveu o relatorio | valor=9066
linha=2488 | nome=Vitor | acao=executou o benchmark | valor=9453
linha=2489 | nome=Otavio | acao=participou da aula | valor=4010
linha=2490 | nome=Helena | acao=escreveu o relatorio | valor=4751
linha=2491 | nome=Vitor | acao=analisou os resultados | valor=1087
linha=2492 | nome=Karen | acao=estudou computacao | valor=2208
linha=2493 | nome=Ana | acao=executou o benchmark | valor=4335
linha=2494 | nome=Sofia | acao=fez um experimento | valor=9133
linha=2495 | nome=Otavio | acao=comparou as metricas | valor=2213
linha=2496 | nome=Joao | acao=otimizou o algoritmo | valor=1232
linha=2497 | nome=Ana | acao=fez um experimento | valor=6270
linha=2498 | nome=Felipe | acao=executou o benchmark | valor=6173
linha=2499 | nome=Mariana | acao=comparou as metricas | valor=6404
linha=2500 | nome=Igor | acao=comparou as metricas | valor=9729
linha=2501 | nome=Felipe | acao=comparou as metricas | valor=5425
linha=2502 | nome=Helena | acao=executou o benchmark | valor=3823
linha=2503 | nome=Renata | acao=participou da aula | valor=3176
linha=2504 | nome=Ana | acao=fez um experimento | valor=3757
linha=2505 | nome=Bruno | acao=estudou computacao | valor=1415
linha=2506 | nome=Natalia | acao=executou o benchmark | valor=7349
linha=2507 | nome=Gabriela | acao=comparou as metricas | valor=8070
linha=2508 | nome=Paulo | acao=escreveu o relatorio | valor=5897
linha=2509 | nome=Karen | acao=comparou as metricas | valor=2144
linha=2510 | nome=Gabriela | acao=analisou os resultados | valor=1958
linha=2511 | nome=Eduarda | acao=otimizou o algoritmo | valor=1084
linha=2512 | nome=Natalia | acao=estudou computacao | valor=3169
linha=2513 | nome=Bruno | acao=fez um experimento | valor=6486
linha=2514 | nome=Paulo | acao=executou o benchmark | valor=8266
linha=2515 | nome=Mariana | acao=analisou os resultados | valor=4882
linha=2516 | nome=Otavio | acao=escreveu o relatorio | valor=7268
linha=2517 | nome=Karen | acao=escreveu o relatorio | valor=4798
linha=2518 | nome=Renata | acao=estudou computacao | valor=6040
linha=2519 | nome=Sofia | acao=otimizou o algoritmo | valor=8262
linha=2520 | nome=Igor | acao=participou da aula | valor=5469
linha=2521 | nome=Tiago | acao=analisou os resultados | valor=3356
linha=2522 | nome=Vitor | acao=fez um experimento | valor=8586
linha=2523 | nome=Natalia | acao=otimizou o algoritmo | valor=1284
linha=2524 | nome=Paulo | acao=participou da aula | valor=3687
linha=2525 | nome=Ana | acao=analisou os resultados | valor=6037
linha=2526 | nome=Eduarda | acao=estudou computacao | valor=4033
linha=2527 | nome=Joao | acao=comparou as metricas | valor=6027
linha=2528 | nome=Daniela | acao=fez um experimento | valor=2963
linha=2529 | nome=Vitor | acao=escreveu o relatorio | valor=7086
linha=2530 | nome=Joao | acao=participou da aula | valor=1739
linha=2531 | nome=Sofia | acao=estudou computacao | valor=6355
linha=2532 | nome=Tiago | acao=estudou computacao | valor=6425
linha=2533 | nome=Lucas | acao=participou da aula | valor=7043
linha=2534 | nome=Igor | acao=otimizou o algoritmo | valor=8005
linha=2535 | nome=Mariana | acao=fez um experimento | valor=3797
linha=2536 | nome=Tiago | acao=fez um experimento | valor=8302
linha=2537 | nome=Otavio | acao=otimizou o algoritmo | valor=4534
linha=2538 | nome=Tiago | acao=executou o benchmark | valor=6958
linha=2539 | nome=Sofia | acao=executou o benchmark | valor=2728
linha=2540 | nome=Gabriela | acao=executou o benchmark | valor=4589
linha=2541 | nome=Vitor | acao=fez um experimento | valor=2394
linha=2542 | nome=Bruno | acao=escreveu o relatorio | valor=1442
linha=2543 | nome=Igor | acao=escreveu o relatorio | valor=2457
linha=2544 | nome=Bruno | acao=otimizou o algoritmo | valor=8844
linha=2545 | nome=Tiago | acao=otimizou o algoritmo | valor=5416
linha=2546 | nome=Felipe | acao=escreveu o relatorio | valor=9687
linha=2547 | nome=Bruno | acao=comparou as metricas | valor=3744
linha=2548 | nome=Natalia | acao=comparou as metricas | valor=8041
linha=2549 | nome=Ana | acao=executou o benchmark | valor=9298
linha=2550 | nome=Daniela | acao=executou o benchmark | valor=4200
linha=2551 | nome=Felipe | acao=participou da aula | valor=5486
linha=2552 | nome=Karen | acao=comparou as metricas | valor=2748
linha=2553 | nome=Mariana | acao=executou o benchmark | valor=1069
linha=2554 | nome=Tiago | acao=executou o benchmark | valor=7113
linha=2555 | nome=Lucas | acao=escreveu o relatorio | valor=5812
linha=2556 | nome=Paulo | acao=fez um experimento | valor=1365
linha=2557 | nome=Mariana | acao=analisou os resultados | valor=2769
linha=2558 | nome=Mariana | acao=analisou os resultados | valor=4478
linha=2559 | nome=Igor | acao=analisou os resultados | valor=6635
linha=2560 | nome=Carlos | acao=estudou computacao | valor=2833
linha=2561 | nome=Felipe | acao=escreveu o relatorio | valor=7423
linha=2562 | nome=Otavio | acao=comparou as metricas | valor=2680
linha=2563 | nome=Otavio | acao=estudou computacao | valor=6903
linha=2564 | nome=Tiago | acao=otimizou o algoritmo | valor=1408
linha=2565 | nome=Daniela | acao=otimizou o algoritmo | valor=4064
linha=2566 | nome=Mariana | acao=estudou computacao | valor=3509
linha=2567 | nome=Carlos | acao=escreveu o relatorio | valor=4944
linha=2568 | nome=Igor | acao=estudou computacao | valor=8133
linha=2569 | nome=Ana | acao=executou o benchmark | valor=9900
linha=2570 | nome=Daniela | acao=escreveu o relatorio | valor=9289
linha=2571 | nome=Felipe | acao=otimizou o algoritmo | valor=6531
linha=2572 | nome=Carlos | acao=otimizou o algoritmo | valor=4138
linha=2573 | nome=Igor | acao=comparou as metricas | valor=6183
linha=2574 | nome=Mariana | acao=escreveu o relatorio | valor=4815
linha=2575 | nome=Carlos | acao=comparou as metricas | valor=1429
linha=2576 | nome=Karen | acao=escreveu o relatorio | valor=9523
linha=2577 | nome=Renata | acao=participou da aula | valor=1548
linha=2578 | nome=Sofia | acao=fez um experimento | valor=9586
linha=2579 | nome=Ana | acao=escreveu o relatorio | valor=6740
linha=2580 | nome=Daniela | acao=otimizou o algoritmo | valor=2849
linha=2581 | nome=Mariana | acao=executou o benchmark | valor=2963
linha=2582 | nome=Eduarda | acao=fez um experimento | valor=1037
linha=2583 | nome=Otavio | acao=estudou computacao | valor=1936
linha=2584 | nome=Joao | acao=participou da aula | valor=7155
linha=2585 | nome=Mariana | acao=estudou computacao | valor=1357
linha=2586 | nome=Mariana | acao=otimizou o algoritmo | valor=5986
linha=2587 | nome=Natalia | acao=comparou as metricas | valor=8097
linha=2588 | nome=Mariana | acao=fez um experimento | valor=8923
linha=2589 | nome=Igor | acao=participou da aula | valor=1957
linha=2590 | nome=Natalia | acao=analisou os resultados | valor=2062
linha=2591 | nome=Natalia | acao=executou o benchmark | valor=4535
linha=2592 | nome=Felipe | acao=escreveu o relatorio | valor=9699
linha=2593 | nome=Joao | acao=escreveu o relatorio | valor=2234
linha=2594 | nome=Joao | acao=comparou as metricas | valor=2104
linha=2595 | nome=Gabriela | acao=executou o benchmark | valor=8162
linha=2596 | nome=Gabriela | acao=executou o benchmark | valor=2958
linha=2597 | nome=Gabriela | acao=executou o benchmark | valor=9781
linha=2598 | nome=Mariana | acao=estudou computacao | valor=6738
linha=2599 | nome=Igor | acao=otimizou o algoritmo | valor=4850
linha=2600 | nome=Joao | acao=escreveu o relatorio | valor=9924
linha=2601 | nome=Otavio | acao=comparou as metricas | valor=5821
linha=2602 | nome=Vitor | acao=comparou as metricas | valor=6161
linha=2603 | nome=Ana | acao=comparou as metricas | valor=6902
linha=2604 | nome=Tiago | acao=comparou as metricas | valor=7533
linha=2605 | nome=Daniela | acao=participou da aula | valor=8849
linha=2606 | nome=Mariana | acao=escreveu o relatorio | valor=2812
linha=2607 | nome=Igor | acao=comparou as metricas | valor=5866
linha=2608 | nome=Renata | acao=analisou os resultados | valor=3100
linha=2609 | nome=Joao | acao=analisou os resultados | valor=4074
linha=2610 | nome=Carlos | acao=fez um experimento | valor=4792
linha=2611 | nome=Karen | acao=estudou computacao | valor=7056
linha=2612 | nome=Otavio | acao=analisou os resultados | valor=4499
linha=2613 | nome=Mariana | acao=comparou as metricas | valor=7255
linha=2614 | nome=Joao | acao=escreveu o relatorio | valor=8110
linha=2615 | nome=Eduarda | acao=analisou os resultados | valor=3361
linha=2616 | nome=Joao | acao=analisou os resultados | valor=3774
linha=2617 | nome=Ana | acao=analisou os resultados | valor=2088
linha=2618 | nome=Natalia | acao=participou da aula | valor=1467
linha=2619 | nome=Ana | acao=analisou os resultados | valor=9260
linha=2620 | nome=Renata | acao=fez um experimento | valor=2933
linha=2621 | nome=Eduarda | acao=comparou as metricas | valor=1400
linha=2622 | nome=Helena | acao=escreveu o relatorio | valor=8028
linha=2623 | nome=Carlos | acao=comparou as metricas | valor=7278
linha=2624 | nome=Gabriela | acao=estudou computacao | valor=8604
linha=2625 | nome=Paulo | acao=otimizou o algoritmo | valor=4803
linha=2626 | nome=Daniela | acao=comparou as metricas | valor=8426
linha=2627 | nome=Lucas | acao=executou o benchmark | valor=6626
linha=2628 | nome=Otavio | acao=executou o benchmark | valor=6399
linha=2629 | nome=Karen | acao=comparou as metricas | valor=6988
linha=2630 | nome=Bruno | acao=participou da aula | valor=8391
linha=2631 | nome=Tiago | acao=participou da aula | valor=8730
linha=2632 | nome=Tiago | acao=otimizou o algoritmo | valor=1867
linha=2633 | nome=Carlos | acao=analisou os resultados | valor=7797
linha=2634 | nome=Otavio | acao=participou da aula | valor=2401
linha=2635 | nome=Eduarda | acao=fez um experimento | valor=5327
linha=2636 | nome=Igor | acao=fez um experimento | valor=8179
linha=2637 | nome=Karen | acao=estudou computacao | valor=9793
linha=2638 | nome=Bruno | acao=analisou os resultados | valor=7106
linha=2639 | nome=Carlos | acao=comparou as metricas | valor=3115
linha=2640 | nome=Mariana | acao=participou da aula | valor=8323
linha=2641 | nome=Lucas | acao=participou da aula | valor=8687
linha=2642 | nome=Paulo | acao=comparou as metricas | valor=1618
linha=2643 | nome=Carlos | acao=participou da aula | valor=4894
linha=2644 | nome=Gabriela | acao=fez um experimento | valor=8909
linha=2645 | nome=Joao | acao=comparou as metricas | valor=8744
linha=2646 | nome=Sofia | acao=fez um experimento | valor=6538
linha=2647 | nome=Otavio | acao=executou o benchmark | valor=2598
linha=2648 | nome=Sofia | acao=fez um experimento | valor=5277
linha=2649 | nome=Daniela | acao=analisou os resultados | valor=3144
linha=2650 | nome=Sofia | acao=estudou computacao | valor=6989
linha=2651 | nome=Ana | acao=estudou computacao | valor=1592
linha=2652 | nome=Gabriela | acao=otimizou o algoritmo | valor=2906
linha=2653 | nome=Lucas | acao=executou o benchmark | valor=3018
linha=2654 | nome=Gabriela | acao=estudou computacao | valor=1380
linha=2655 | nome=Paulo | acao=fez um experimento | valor=6684
linha=2656 | nome=Helena | acao=analisou os resultados | valor=5667
linha=2657 | nome=Daniela | acao=otimizou o algoritmo | valor=2892
linha=2658 | nome=Gabriela | acao=participou da aula | valor=1718
linha=2659 | nome=Ana | acao=executou o benchmark | valor=7797
linha=2660 | nome=Helena | acao=fez um experimento | valor=1067
linha=2661 | nome=Igor | acao=executou o benchmark | valor=3971
linha=2662 | nome=Carlos | acao=comparou as metricas | valor=6010
linha=2663 | nome=Lucas | acao=participou da aula | valor=1767
linha=2664 | nome=Paulo | acao=comparou as metricas | valor=1979
linha=2665 | nome=Bruno | acao=executou o benchmark | valor=5104
linha=2666 | nome=Bruno | acao=estudou computacao | valor=8123
linha=2667 | nome=Igor | acao=executou o benchmark | valor=7354
linha=2668 | nome=Helena | acao=analisou os resultados | valor=8963
linha=2669 | nome=Joao | acao=comparou as metricas | valor=2096
linha=2670 | nome=Ana | acao=otimizou o algoritmo | valor=6798
linha=2671 | nome=Eduarda | acao=comparou as metricas | valor=5819
linha=2672 | nome=Renata | acao=comparou as metricas | valor=3308
linha=2673 | nome=Gabriela | acao=escreveu o relatorio | valor=2306
linha=2674 | nome=Gabriela | acao=fez um experimento | valor=4394
linha=2675 | nome=Felipe | acao=participou da aula | valor=7187
linha=2676 | nome=Natalia | acao=otimizou o algoritmo | valor=5420
linha=2677 | nome=Carlos | acao=analisou os resultados | valor=1226
linha=2678 | nome=Eduarda | acao=estudou computacao | valor=5413
linha=2679 | nome=Carlos | acao=analisou os resultados | valor=4920
linha=2680 | nome=Igor | acao=executou o benchmark | valor=9022
linha=2681 | nome=Helena | acao=participou da aula | valor=2523
linha=2682 | nome=Natalia | acao=escreveu o relatorio | valor=3703
linha=2683 | nome=Otavio | acao=escreveu o relatorio | valor=1624
linha=2684 | nome=Daniela | acao=escreveu o relatorio | valor=8270
linha=2685 | nome=Daniela | acao=participou da aula | valor=9682
linha=2686 | nome=Eduarda | acao=comparou as metricas | valor=5301
linha=2687 | nome=Ana | acao=executou o benchmark | valor=8684
linha=2688 | nome=Carlos | acao=analisou os resultados | valor=6614
linha=2689 | nome=Helena | acao=comparou as metricas | valor=1566
linha=2690 | nome=Gabriela | acao=executou o benchmark | valor=9835
linha=2691 | nome=Vitor | acao=escreveu o relatorio | valor=5634
linha=2692 | nome=Mariana | acao=escreveu o relatorio | valor=8428
linha=2693 | nome=Sofia | acao=estudou computacao | valor=4592
linha=2694 | nome=Gabriela | acao=escreveu o relatorio | valor=9650
linha=2695 | nome=Mariana | acao=fez um experimento | valor=8288
linha=2696 | nome=Sofia | acao=fez um experimento | valor=3173
linha=2697 | nome=Igor | acao=comparou as metricas | valor=1156
linha=2698 | nome=Eduarda | acao=comparou as metricas | valor=5240
linha=2699 | nome=Igor | acao=participou da aula | valor=6842
linha=2700 | nome=Karen | acao=executou o benchmark | valor=6534
linha=2701 | nome=Igor | acao=analisou os resultados | valor=8012
linha=2702 | nome=Gabriela | acao=analisou os resultados | valor=3257
linha=2703 | nome=Tiago | acao=fez um experimento | valor=8253
linha=2704 | nome=Natalia | acao=comparou as metricas | valor=2927
linha=2705 | nome=Paulo | acao=comparou as metricas | valor=2363
linha=2706 | nome=Mariana | acao=participou da aula | valor=4515
linha=2707 | nome=Natalia | acao=otimizou o algoritmo | valor=7087
linha=2708 | nome=Mariana | acao=executou o benchmark | valor=8347
linha=2709 | nome=Natalia | acao=fez um experimento | valor=3912
linha=2710 | nome=Eduarda | acao=escreveu o relatorio | valor=7884
linha=2711 | nome=Felipe | acao=escreveu o relatorio | valor=8074
linha=2712 | nome=Eduarda | acao=comparou as metricas | valor=6377
linha=2713 | nome=Bruno | acao=otimizou o algoritmo | valor=5099
linha=2714 | nome=Natalia | acao=executou o benchmark | valor=1386
linha=2715 | nome=Renata | acao=otimizou o algoritmo | valor=2291
linha=2716 | nome=Mariana | acao=executou o benchmark | valor=7825
linha=2717 | nome=Karen | acao=fez um experimento | valor=3484
