linha=1 | nome=Vitor | acao=escreveu o relatorio | valor=1160
linha=2490 | nome=Felipe | acao=participou da aula | valor=7083
linha=2491 | nome=Karen | acao=analisou os resultados | valor=9400
linha=2492 | nome=Karen | acao=otimizou o algoritmo | valor=8111
linha=2493 | nome=Lucas | acao=estudou computacao | valor=2360
linha=2494 | nome=Karen | acao=escreveu o relatorio | valor=6683
linha=2495 | nome=Daniela | acao=otimizou o algoritmo | valor=7718
linha=2496 | nome=Eduarda | acao=otimizou o algoritmo | valor=7092
linha=2497 | nome=Carlos | acao=participou da aula | valor=3025
linha=2498 | nome=Vitor | acao=estudou computacao | valor=4395
linha=2499 | nome=Helena | acao=escreveu o relatorio | valor=9302
linha=2500 | nome=Helena | acao=executou o benchmark | valor=8271
linha=2501 | nome=Paulo | acao=executou o benchmark | valor=4406
linha=2502 | nome=Renata | acao=analisou os resultados | valor=9168
linha=2503 | nome=Tiago | acao=participou da aula | valor=7961
linha=2504 | nome=Eduarda | acao=fez um experimento | valor=1755
linha=2505 | nome=Eduarda | acao=executou o benchmark | valor=4645
linha=2506 | nome=Helena | acao=fez um experimento | valor=8655
linha=2507 | nome=Bruno | acao=escreveu o relatorio | valor=8951
linha=2508 | nome=Renata | acao=otimizou o algoritmo | valor=6026
linha=2509 | nome=Otavio | acao=executou o benchmark | valor=3434
linha=2510 | nome=Natalia | acao=participou da aula | valor=6717
linha=2511 | nome=Renata | acao=otimizou o algoritmo | valor=5074
linha=2512 | nome=Mariana | acao=fez um experimento | valor=1630
linha=2513 | nome=Tiago | acao=analisou os resultados | valor=3128
linha=2514 | nome=Mariana | acao=estudou computacao | valor=3829
linha=2515 | nome=Helena | acao=comparou as metricas | valor=9035
linha=2516 | nome=Vitor | acao=fez um experimento | valor=9625
linha=2517 | nome=Mariana | acao=analisou os resultados | valor=6447
linha=2518 | nome=Tiago | acao=participou da aula | valor=5360
linha=2519 | nome=Helena | acao=analisou os resultados | valor=1088
linha=2520 | nome=Paulo | acao=comparou as metricas | valor=2705
linha=2521 | nome=Felipe | acao=fez um experimento | valor=1251
linha=2522 | nome=Karen | acao=otimizou o algoritmo | valor=5599
linha=2523 | nome=Karen | acao=fez um experimento | valor=1433
linha=2524 | nome=Otavio | acao=participou da aula | valor=2811
linha=2525 | nome=Gabriela | acao=otimizou o algoritmo | valor=9972
linha=2526 | nome=Sofia | acao=comparou as metricas | valor=2887
linha=2527 | nome=Carlos | acao=estudou computacao | valor=5860
linha=2528 | nome=Lucas | acao=participou da aula | valor=8541
linha=2529 | nome=Ana | acao=analisou os resultados | valor=8095
linha=2530 | nome=Vitor | acao=comparou as metricas | valor=1419
linha=2531 | nome=Lucas | acao=executou o benchmark | valor=5418
linha=2532 | nome=Igor | acao=analisou os resultados | valor=1358
linha=2533 | nome=Bruno | acao=estudou computacao | valor=7272
linha=2534 | nome=Otavio | acao=otimizou o algoritmo | valor=4971
linha=2535 | nome=Bruno | acao=fez um experimento | valor=6608
linha=2536 | nome=Vitor | acao=estudou computacao | valor=3427
linha=2537 | nome=Joao | acao=estudou computacao | valor=8555
linha=2538 | nome=Renata | acao=fez um experimento | valor=8491
linha=2539 | nome=Gabriela | acao=fez um experimento | valor=7145
linha=2540 | nome=Tiago | acao=participou da aula | valor=7530
linha=2541 | nome=Gabriela | acao=analisou os resultados | valor=9809
linha=2542 | nome=Vitor | acao=fez um experimento | valor=8708
linha=2543 | nome=Vitor | acao=otimizou o algoritmo | valor=6369
linha=2544 | nome=Joao | acao=analisou os resultados | valor=8095
linha=2545 | nome=Otavio | acao=comparou as metricas | valor=2463
linha=2546 | nome=Bruno | acao=participou da aula | valor=4443
linha=2547 | nome=Renata | acao=estudou computacao | valor=9990
linha=2548 | nome=Otavio | acao=estudou computacao | valor=3153
linha=2549 | nome=Daniela | acao=estudou computacao | valor=5833
linha=2550 | nome=Mariana | acao=analisou os resultados | valor=9789
linha=2551 | nome=Joao | acao=estudou computacao | valor=2424
linha=2552 | nome=Joao | acao=analisou os resultados | valor=7184
linha=2553 | nome=Gabriela | acao=participou da aula | valor=6757
linha=2554 | nome=Mariana | acao=estudou computacao | valor=6076
linha=2555 | nome=Tiago | acao=otimizou o algoritmo | valor=3544
linha=2556 | nome=Felipe | acao=executou o benchmark | valor=5956
linha=2557 | nome=Renata | acao=participou da aula | valor=5043
linha=2558 | nome=Sofia | acao=estudou computacao | valor=9592
linha=2559 | nome=Otavio | acao=estudou computacao | valor=6116
linha=2560 | nome=Paulo | acao=participou da aula | valor=7740
linha=2561 | nome=Karen | acao=otimizou o algoritmo | valor=9056
linha=2562 | nome=Otavio | acao=otimizou o algoritmo | valor=6676
linha=2563 | nome=Renata | acao=comparou as metricas | valor=7865
linha=2564 | nome=Natalia | acao=participou da aula | valor=8354
linha=2565 | nome=Felipe | acao=analisou os resultados | valor=6978
linha=2566 | nome=Renata | acao=otimizou o algoritmo | valor=6763
linha=2567 | nome=Karen | acao=analisou os resultados | valor=7627
linha=2568 | nome=Helena | acao=escreveu o relatorio | valor=8208
linha=2569 | nome=Tiago | acao=analisou os resultados | valor=7030
linha=2570 | nome=Helena | acao=fez um experimento | valor=1534
linha=2571 | nome=Vitor | acao=executou o benchmark | valor=7975
linha=2572 | nome=Daniela | acao=escreveu o relatorio | valor=3889
linha=2573 | nome=Renata | acao=comparou as metricas | valor=4686
linha=2574 | nome=Tiago | acao=analisou os resultados | valor=9334
linha=2575 | nome=Carlos | acao=escreveu o relatorio | valor=1952
linha=2576 | nome=Daniela | acao=executou o benchmark | valor=5574
linha=2577 | nome=Vitor | acao=escreveu o relatorio | valor=2831
linha=2578 | nome=Mariana | acao=escreveu o relatorio | valor=2461
linha=2579 | nome=Karen | acao=participou da aula | valor=5580
linha=2580 | nome=Bruno | acao=otimizou o algoritmo | valor=1566
linha=2581 | nome=Tiago | acao=fez um experimento | valor=3649
linha=2582 | nome=Ana | acao=fez um experimento | valor=6307
linha=2583 | nome=Igor | acao=analisou os resultados | valor=2527
linha=2584 | nome=Tiago | acao=otimizou o algoritmo | valor=5101
linha=2585 | nome=Renata | acao=executou o benchmark | valor=8897
linha=2586 | nome=Gabriela | acao=comparou as metricas | valor=6344
linha=2587 | nome=Daniela | acao=escreveu o relatorio | valor=4030
linha=2588 | nome=Tiago | acao=estudou computacao | valor=5582
linha=2589 | nome=Mariana | acao=fez um experimento | valor=4998
linha=2590 | nome=Lucas | acao=escreveu o relatorio | valor=1718
linha=2591 | nome=Natalia | acao=otimizou o algoritmo | valor=6996
linha=2592 | nome=Sofia | acao=fez um experimento | valor=7500
linha=2593 | nome=Helena | acao=estudou computacao | valor=6238
linha=2594 | nome=Ana | acao=fez um experimento | valor=6053
linha=2595 | nome=Lucas | acao=escreveu o relatorio | valor=9708
linha=2596 | nome=Karen | acao=estudou computacao | valor=9608
linha=2597 | nome=Lucas | acao=fez um experimento | valor=7513
linha=2598 | nome=Carlos | acao=escreveu o relatorio | valor=1671
linha=2599 | nome=Otavio | acao=executou o benchmark | valor=8274
linha=2600 | nome=Karen | acao=executou o benchmark | valor=4401
linha=2601 | nome=Gabriela | acao=comparou as metricas | valor=2573
linha=2602 | nome=Joao | acao=analisou os resultados | valor=2744
linha=2603 | nome=Paulo | acao=executou o benchmark | valor=8800
linha=2604 | nome=Karen | acao=comparou as metricas | valor=6419
linha=2605 | nome=Igor | acao=otimizou o algoritmo | valor=5415
linha=2606 | nome=Paulo | acao=analisou os resultados | valor=7352
linha=2607 | nome=Otavio | acao=executou o benchmark | valor=2031
linha=2608 | nome=Paulo | acao=participou da aula | valor=7469
linha=2609 | nome=Eduarda | acao=analisou os resultados | valor=5667
linha=2610 | nome=Felipe | acao=estudou computacao | valor=8441
linha=2611 | nome=Mariana | acao=estudou computacao | valor=7395
linha=2612 | nome=Igor | acao=otimizou o algoritmo | valor=6483
linha=2613 | nome=Helena | acao=participou da aula | valor=8423
linha=2614 | nome=Sofia | acao=otimizou o algoritmo | valor=6948
linha=2615 | nome=Joao | acao=comparou as metricas | valor=1460
linha=2616 | nome=Vitor | acao=participou da aula | valor=5218
linha=2617 | nome=Igor | acao=otimizou o algoritmo | valor=7144
linha=2618 | nome=Eduarda | acao=executou o benchmark | valor=5234
linha=2619 | nome=Mariana | acao=otimizou o algoritmo | valor=5501
linha=2620 | nome=Mariana | acao=escreveu o relatorio | valor=8180
linha=2621 | nome=Bruno | acao=participou da aula | valor=9701
linha=2622 | nome=Natalia | acao=analisou os resultados | valor=6693
linha=2623 | nome=Mariana | acao=fez um experimento | valor=3120
linha=2624 | nome=Ana | acao=otimizou o algoritmo | valor=7532
linha=2625 | nome=Carlos | acao=estudou computacao | valor=7219
linha=2626 | nome=Paulo | acao=comparou as metricas | valor=8997
linha=2627 | nome=Eduarda | acao=executou o benchmark | valor=2929
linha=2628 | nome=Otavio | acao=analisou os resultados | valor=7939
linha=2629 | nome=Helena | acao=otimizou o algoritmo | valor=6006
linha=2630 | nome=Karen | acao=escreveu o relatorio | valor=1023
linha=2631 | nome=Helena | acao=escreveu o relatorio | valor=4840
linha=2632 | nome=Otavio | acao=executou o benchmark | valor=4452
linha=2633 | nome=Eduarda | acao=otimizou o algoritmo | valor=9412
linha=2634 | nome=Mariana | acao=escreveu o relatorio | valor=9279
linha=2635 | nome=Mariana | acao=comparou as metricas | valor=2978
linha=2636 | nome=Karen | acao=otimizou o algoritmo | valor=7804
linha=2637 | nome=Gabriela | acao=estudou computacao | valor=6746
linha=2638 | nome=Gabriela | acao=fez um experimento | valor=3406
linha=2639 | nome=Daniela | acao=otimizou o algoritmo | valor=1878
linha=2640 | nome=Carlos | acao=estudou computacao | valor=2616
linha=2641 | nome=Ana | acao=estudou computacao | valor=4045
linha=2642 | nome=Gabriela | acao=fez um experimento | valor=7611
linha=2643 | nome=Lucas | acao=otimizou o algoritmo | valor=1737
linha=2644 | nome=Helena | acao=analisou os resultados | valor=1015
linha=2645 | nome=Joao | acao=otimizou o algoritmo | valor=1166
linha=2646 | nome=Gabriela | acao=analisou os resultados | valor=4534
linha=2647 | nome=Renata | acao=escreveu o relatorio | valor=3294
linha=2648 | nome=Carlos | acao=fez um experimento | valor=6416
linha=2649 | nome=Carlos | acao=executou o benchmark | valor=1722
linha=2650 | nome=Eduarda | acao=estudou computacao | valor=3896
linha=2651 | nome=Eduarda | acao=comparou as metricas | valor=7429
linha=2652 | nome=Natalia | acao=otimizou o algoritmo | valor=3765
linha=2653 | nome=Joao | acao=executou o benchmark | valor=6310
linha=2654 | nome=Tiago | acao=comparou as metricas | valor=7071
linha=2655 | nome=Daniela | acao=estudou computacao | valor=7927
linha=2656 | nome=Mariana | acao=analisou os resultados | valor=3573
linha=2657 | nome=Sofia | acao=executou o benchmark | valor=2964
linha=2658 | nome=Felipe | acao=comparou as metricas | valor=9318
linha=2659 | nome=Renata | acao=participou da aula | valor=9675
linha=2660 | nome=Lucas | acao=fez um experimento | valor=1360
linha=2661 | nome=Mariana | acao=estudou computacao | valor=5564
linha=2662 | nome=Sofia | acao=comparou as metricas | valor=7883
linha=2663 | nome=Renata | acao=otimizou o algoritmo | valor=8208
linha=2664 | nome=Paulo | acao=escreveu o relatorio | valor=5100
linha=2665 | nome=Vitor | acao=fez um experimento | valor=6593
linha=2666 | nome=Daniela | acao=estudou computacao | valor=9480
linha=2667 | nome=Felipe | acao=estudou computacao | valor=8663
linha=2668 | nome=Eduarda | acao=analisou os resultados | valor=6525
linha=2669 | nome=Joao | acao=escreveu o relatorio | valor=5094
linha=2670 | nome=Karen | acao=analisou os resultados | valor=4516
linha=2671 | nome=Daniela | acao=otimizou o algoritmo | valor=3179
linha=2672 | nome=Bruno | acao=fez um experimento | valor=7097
linha=2673 | nome=Igor | acao=analisou os resultados | valor=7669
linha=2674 | nome=Bruno | acao=comparou as metricas | valor=7155
linha=2675 | nome=Eduarda | acao=estudou computacao | valor=5296
linha=2676 | nome=Mariana | acao=otimizou o algoritmo | valor=7290
linha=2677 | nome=Felipe | acao=otimizou o algoritmo | valor=6740
linha=2678 | nome=Paulo | acao=fez um experimento | valor=6039
linha=2679 | nome=Vitor | acao=otimizou o algoritmo | valor=6709
linha=2680 | nome=Felipe | acao=estudou computacao | valor=9414
linha=2681 | nome=Daniela | acao=escreveu o relatorio | valor=9556
linha=2682 | nome=Carlos | acao=analisou os resultados | valor=3763
linha=2683 | nome=Eduarda | acao=escreveu o relatorio | valor=3664
linha=2684 | nome=Joao | acao=analisou os resultados | valor=5426
linha=2685 | nome=Vitor | acao=executou o benchmark | valor=9471
linha=2686 | nome=Carlos | acao=escreveu o relatorio | valor=1893
linha=2687 | nome=Tiago | acao=executou o benchmark | valor=2284
linha=2688 | nome=Renata | acao=estudou computacao | valor=9204
linha=2689 | nome=Lucas | acao=comparou as metricas | valor=2053
linha=2690 | nome=Tiago | acao=otimizou o algoritmo | valor=6306
linha=2691 | nome=Felipe | acao=escreveu o relatorio | valor=2376
linha=2692 | nome=Eduarda | acao=comparou as metricas | valor=4390
linha=2693 | nome=Ana | acao=otimizou o algoritmo | valor=4627
linha=2694 | nome=Natalia | acao=participou da aula | valor=1391
linha=2695 | nome=Felipe | acao=escreveu o relatorio | valor=8143
linha=2696 | nome=Natalia | acao=participou da aula | valor=9326
linha=2697 | nome=Karen | acao=otimizou o algoritmo | valor=8791
linha=2698 | nome=Felipe | acao=participou da aula | valor=3698
linha=2699 | nome=Joao | acao=participou da aula | valor=5984
linha=2700 | nome=Helena | acao=otimizou o algoritmo | valor=3147
linha=2701 | nome=Mariana | acao=otimizou o algoritmo | valor=8356
linha=2702 | nome=Felipe | acao=analisou os resultados | valor=3367
linha=2703 | nome=Tiago | acao=participou da aula | valor=6233
linha=2704 | nome=Mariana | acao=participou da aula | valor=6912
linha=2705 | nome=Otavio | acao=executou o benchmark | valor=9237
linha=2706 | nome=Karen | acao=analisou os resultados | valor=3542
linha=2707 | nome=Helena | acao=otimizou o algoritmo | valor=8630
linha=2708 | nome=Natalia | acao=escreveu o relatorio | valor=3246
linha=2709 | nome=Karen | acao=estudou computacao | valor=6875
linha=2710 | nome=Daniela | acao=participou da aula | valor=3276
linha=2711 | nome=Bruno | acao=otimizou o algoritmo | valor=7837
linha=2712 | nome=Mariana | acao=comparou as metricas | valor=3838
linha=2713 | nome=Tiago | acao=otimizou o algoritmo | valor=6639
linha=2714 | nome=Bruno | acao=participou da aula | valor=3239
linha=2715 | nome=Daniela | acao=executou o benchmark | valor=3826
linha=2716 | nome=Felipe | acao=analisou os resultados | valor=2672
linha=2717 | nome=Carlos | acao=estudou computacao | valor=4969
linha=2718 | nome=Helena | acao=analisou os resultados | valor=9982
linha=2719 | nome=Mariana | acao=otimizou o algoritmo | valor=6645
linha=2720 | nome=Helena | acao=participou da aula | valor=7920
linha=2721 | nome=Otavio | acao=estudou computacao | valor=9565
linha=2722 | nome=Natalia | acao=fez um experimento | valor=9608
linha=2723 | nome=Natalia | acao=analisou os resultados | valor=6843
linha=2724 | nome=Sofia | acao=estudou computacao | valor=5715
linha=2725 | nome=Tiago | acao=participou da aula | valor=6589
linha=2726 | nome=Helena | acao=estudou computacao | valor=3188
linha=2727 | nome=Tiago | acao=participou da aula | valor=8577
linha=2728 | nome=Lucas | acao=executou o benchmark | valor=5791
linha=2729 | nome=Joao | acao=analisou os resultados | valor=2361
linha=2730 | nome=Vitor | acao=fez um experimento | valor=3259
linha=2731 | nome=Carlos | acao=escreveu o relatorio | valor=3344
linha=2732 | nome=Otavio | acao=analisou os resultados | valor=1886
linha=2733 | nome=Paulo | acao=participou da aula | valor=1938
linha=2734 | nome=Tiago | acao=escreveu o relatorio | valor=4076
linha=2735 | nome=Joao | acao=estudou computacao | valor=8545
linha=2736 | nome=Mariana | acao=analisou os resultados | valor=3179
linha=2737 | nome=Joao | acao=analisou os resultados | valor=7040
linha=2738 | nome=Tiago | acao=participou da aula | valor=2570
linha=2739 | nome=Paulo | acao=participou da aula | valor=2268
linha=2740 | nome=Otavio | acao=estudou computacao | valor=7940
linha=2741 | nome=Karen | acao=executou o benchmark | valor=5448
linha=2742 | nome=Sofia | acao=comparou as metricas | valor=3023
linha=2743 | nome=Helena | acao=analisou os resultados | valor=2810
linha=2744 | nome=Carlos | acao=otimizou o algoritmo | valor=6154
linha=2745 | nome=Gabriela | acao=estudou computacao | valor=4836
linha=2746 | nome=Otavio | acao=fez um experimento | valor=4645
linha=2747 | nome=Eduarda | acao=fez um experimento | valor=1408
linha=2748 | nome=Carlos | acao=comparou as metricas | valor=2388
linha=2749 | nome=Daniela | acao=escreveu o relatorio | valor=3181
linha=2750 | nome=Sofia | acao=executou o benchmark | valor=1234
linha=2751 | nome=Sofia | acao=analisou os resultados | valor=9933
linha=2752 | nome=Otavio | acao=estudou computacao | valor=8014
linha=2753 | nome=Helena | acao=comparou as metricas | valor=6478
linha=2754 | nome=Ana | acao=participou da aula | valor=1929
linha=2755 | nome=Gabriela | acao=participou da aula | valor=7761
linha=2756 | nome=Gabriela | acao=escreveu o relatorio | valor=2946
linha=2757 | nome=Igor | acao=executou o benchmark | valor=4638
linha=2758 | nome=Joao | acao=estudou computacao | valor=2037
linha=2759 | nome=Paulo | acao=escreveu o relatorio | valor=3781
linha=2760 | nome=Eduarda | acao=escreveu o relatorio | valor=5859
linha=2761 | nome=Sofia | acao=otimizou o algoritmo | valor=5583
linha=2762 | nome=Mariana | acao=participou da aula | valor=8427
linha=2763 | nome=Sofia | acao=comparou as metricas | valor=3817
linha=2764 | nome=Helena | acao=participou da aula | valor=3276
linha=2765 | nome=Vitor | acao=comparou as metricas | valor=8018
linha=2766 | nome=Tiago | acao=analisou os resultados | valor=5153
linha=2767 | nome=Tiago | acao=otimizou o algoritmo | valor=4355
linha=2768 | nome=Felipe | acao=escreveu o relatorio | valor=5911
linha=2769 | nome=Daniela | acao=comparou as metricas | valor=1661
linha=2770 | nome=Natalia | acao=fez um experimento | valor=1836
linha=2771 | nome=Paulo | acao=fez um experimento | valor=6167
linha=2772 | nome=Tiago | acao=fez um experimento | valor=8624
linha=2773 | nome=Natalia | acao=analisou os resultados | valor=5426
linha=2774 | nome=Igor | acao=fez um experimento | valor=7175
linha=2775 | nome=Ana | acao=comparou as metricas | valor=5055
linha=2776 | nome=Eduarda | acao=escreveu o relatorio | valor=1776
linha=2777 | nome=Daniela | acao=participou da aula | valor=7269
linha=2778 | nome=Igor | acao=executou o benchmark | valor=7661
linha=2779 | nome=Ana | acao=executou o benchmark | valor=9535
linha=2780 | nome=Lucas | acao=participou da aula | valor=3966
linha=2781 | nome=Bruno | acao=otimizou o algoritmo | valor=7921
linha=2782 | nome=Paulo | acao=analisou os resultados | valor=3624
linha=2783 | nome=Paulo | acao=executou o benchmark | valor=5069
linha=2784 | nome=Joao | acao=comparou as metricas | valor=1856
linha=2785 | nome=Joao | acao=executou o benchmark | valor=3239
linha=2786 | nome=Otavio | acao=analisou os resultados | valor=2131
linha=2787 | nome=Bruno | acao=comparou as metricas | valor=6404
linha=2788 | nome=Lucas | acao=analisou os resultados | valor=9945
linha=2789 | nome=Tiago | acao=fez um experimento | valor=9324
linha=2790 | nome=Tiago | acao=escreveu o relatorio | valor=9826
linha=2791 | nome=Felipe | acao=comparou as metricas | valor=7531
linha=2792 | nome=Mariana | acao=escreveu o relatorio | valor=2417
linha=2793 | nome=Vitor | acao=escreveu o relatorio | valor=7347
linha=2794 | nome=Mariana | acao=executou o benchmark | valor=5904
linha=2795 | nome=Natalia | acao=fez um experimento | valor=2161
linha=2796 | nome=Vitor | acao=estudou computacao | valor=4499
linha=2797 | nome=Karen | acao=executou o benchmark | valor=3616
linha=2798 | nome=Mariana | acao=executou o benchmark | valor=7864
linha=2799 | nome=Eduarda | acao=otimizou o algoritmo | valor=5873
linha=2800 | nome=Joao | acao=fez um experimento | valor=8004
linha=2801 | nome=Felipe | acao=estudou computacao | valor=7137
linha=2802 | nome=Paulo | acao=estudou computacao | valor=1027
linha=2803 | nome=Paulo | acao=estudou computacao | valor=7478
linha=2804 | nome=Igor | acao=executou o benchmark | valor=3196
linha=2805 | nome=Mariana | acao=participou da aula | valor=6844
linha=2806 | nome=Natalia | acao=comparou as metricas | valor=9614
linha=2807 | nome=Eduarda | acao=otimizou o algoritmo | valor=7228
linha=2808 | nome=Eduarda | acao=participou da aula | valor=3274
linha=2809 | nome=Joao | acao=executou o benchmark | valor=9060
linha=2810 | nome=Joao | acao=estudou computacao | valor=7375
linha=2811 | nome=Lucas | acao=otimizou o algoritmo | valor=5783
linha=2812 | nome=Carlos | acao=otimizou o algoritmo | valor=3966
linha=2813 | nome=Karen | acao=escreveu o relatorio | valor=2763
linha=2814 | nome=Daniela | acao=participou da aula | valor=3560
linha=2815 | nome=Joao | acao=participou da aula | valor=9408
linha=2816 | nome=Joao | acao=executou o benchmark | valor=1737
linha=2817 | nome=Karen | acao=estudou computacao | valor=1028
linha=2818 | nome=Tiago | acao=otimizou o algoritmo | valor=5159
linha=2819 | nome=Carlos | acao=fez um experimento | valor=3217
linha=2820 | nome=Bruno | acao=executou o benchmark | valor=9268
linha=2821 | nome=Joao | acao=fez um experimento | valor=1494
linha=2822 | nome=Carlos | acao=analisou os resultados | valor=6908
linha=2823 | nome=Natalia | acao=comparou as metricas | valor=3532
linha=2824 | nome=Mariana | acao=otimizou o algoritmo | valor=8874
linha=2825 | nome=Igor | acao=estudou computacao | valor=8958
linha=2826 | nome=Paulo | acao=estudou computacao | valor=7882
linha=2827 | nome=Sofia | acao=comparou as metricas | valor=9215
linha=2828 | nome=Tiago | acao=escreveu o relatorio | valor=3781
linha=2829 | nome=Lucas | acao=participou da aula | valor=5554
linha=2830 | nome=Bruno | acao=participou da aula | valor=3979
linha=2831 | nome=Igor | acao=fez um experimento | valor=7367
linha=2832 | nome=Felipe | acao=comparou as metricas | valor=6992
linha=2833 | nome=Carlos | acao=participou da aula | valor=4112
linha=2834 | nome=Helena | acao=analisou os resultados | valor=7123
linha=2835 | nome=Lucas | acao=otimizou o algoritmo | valor=2762
linha=2836 | nome=Renata | acao=comparou as metricas | valor=1266
linha=2837 | nome=Sofia | acao=analisou os resultados | valor=9791
linha=2838 | nome=Tiago | acao=estudou computacao | valor=4372
linha=2839 | nome=Igor | acao=fez um experimento | valor=2111
linha=2840 | nome=Tiago | acao=comparou as metricas | valor=2290
linha=2841 | nome=Eduarda | acao=otimizou o algoritmo | valor=9705
linha=2842 | nome=Karen | acao=otimizou o algoritmo | valor=7687
linha=2843 | nome=Mariana | acao=escreveu o relatorio | valor=5317
linha=2844 | nome=Daniela | acao=fez um experimento | valor=7271
linha=2845 | nome=Karen | acao=analisou os resultados | valor=5674
linha=2846 | nome=Gabriela | acao=escreveu o relatorio | valor=4318
linha=2847 | nome=Karen | acao=estudou computacao | valor=3776
linha=2848 | nome=Paulo | acao=fez um experimento | valor=5190
linha=2849 | nome=Daniela | acao=escreveu o relatorio | valor=8092
linha=2850 | nome=Renata | acao=estudou computacao | valor=1307
linha=2851 | nome=Igor | acao=fez um experimento | valor=4849
linha=2852 | nome=Joao | acao=estudou computacao | valor=1143
linha=2853 | nome=Lucas | acao=analisou os resultados | valor=9862
linha=2854 | nome=Vitor | acao=executou o benchmark | valor=4092
linha=2855 | nome=Renata | acao=executou o benchmark | valor=4003
linha=2856 | nome=Mariana | acao=analisou os resultados | valor=8844
linha=2857 | nome=Igor | acao=estudou computacao | valor=7566
linha=2858 | nome=Tiago | acao=otimizou o algoritmo | valor=9724
linha=2859 | nome=Natalia | acao=escreveu o relatorio | valor=1912
linha=2860 | nome=Daniela | acao=escreveu o relatorio | valor=2391
linha=2861 | nome=Otavio | acao=escreveu o relatorio | valor=2941
linha=2862 | nome=Paulo | acao=fez um experimento | valor=4013
linha=2863 | nome=Otavio | acao=otimizou o algoritmo | valor=8524
linha=2864 | nome=Lucas | acao=executou o benchmark | valor=2691
linha=2865 | nome=Gabriela | acao=executou o benchmark | valor=7888
linha=2866 | nome=Igor | acao=executou o benchmark | valor=2923
linha=2867 | nome=Mariana | acao=fez um experimento | valor=6069
linha=2868 | nome=Tiago | acao=otimizou o algoritmo | valor=3687
linha=2869 | nome=Carlos | acao=analisou os resultados | valor=4270
linha=2870 | nome=Mariana | acao=participou da aula | valor=9611
linha=2871 | nome=Eduarda | acao=fez um experimento | valor=6332
linha=2872 | nome=Mariana | acao=escreveu o relatorio | valor=7719
linha=2873 | nome=Bruno | acao=otimizou o algoritmo | valor=5953
linha=2874 | nome=Lucas | acao=estudou computacao | valor=8667
linha=2875 | nome=Natalia | acao=fez um experimento | valor=9869
linha=2876 | nome=Gabriela | acao=executou o benchmark | valor=8470
linha=2877 | nome=Vitor | acao=participou da aula | valor=4250
linha=2878 | nome=Mariana | acao=comparou as metricas | valor=6112
linha=2879 | nome=Igor | acao=comparou as metricas | valor=3422
linha=2880 | nome=Lucas | acao=comparou as metricas | valor=4192
linha=2881 | nome=Tiago | acao=otimizou o algoritmo | valor=8828
linha=2882 | nome=Otavio | acao=executou o benchmark | valor=1704
linha=2883 | nome=Ana | acao=fez um experimento | valor=7619
linha=2884 | nome=Gabriela | acao=executou o benchmark | valor=9539
linha=2885 | nome=Felipe | acao=analisou os resultados | valor=7207
linha=2886 | nome=Natalia | acao=analisou os resultados | valor=2460
linha=2887 | nome=Felipe | acao=executou o benchmark | valor=6697
linha=2888 | nome=Tiago | acao=fez um experimento | valor=7709
linha=2889 | nome=Renata | acao=fez um experimento | valor=1980
linha=2890 | nome=Carlos | acao=analisou os resultados | valor=6002
linha=2891 | nome=Renata | acao=comparou as metricas | valor=3527
linha=2892 | nome=Tiago | acao=otimizou o algoritmo | valor=9401
linha=2893 | nome=Ana | acao=participou da aula | valor=2411
linha=2894 | nome=Lucas | acao=escreveu o relatorio | valor=7413
linha=2895 | nome=Natalia | acao=comparou as metricas | valor=3601
linha=2896 | nome=Carlos | acao=executou o benchmark | valor=3529
linha=2897 | nome=Gabriela | acao=estudou computacao | valor=5440
linha=2898 | nome=Helena | acao=estudou computacao | valor=3264
linha=2899 | nome=Daniela | acao=fez um experimento | valor=2719
linha=2900 | nome=Gabriela | acao=executou o benchmark | valor=2733
linha=2901 | nome=Helena | acao=analisou os resultados | valor=1982
linha=2902 | nome=Eduarda | acao=escreveu o relatorio | valor=4627
linha=2903 | nome=Paulo | acao=executou o benchmark | valor=9967
linha=2904 | nome=Paulo | acao=estudou computacao | valor=6772
linha=2905 | nome=Lucas | acao=fez um experimento | valor=1695
linha=2906 | nome=Lucas | acao=otimizou o algoritmo | valor=6594
linha=2907 | nome=Sofia | acao=participou da aula | valor=7524
linha=2908 | nome=Gabriela | acao=executou o benchmark | valor=2805
linha=2909 | nome=Mariana | acao=participou da aula | valor=3168
linha=2910 | nome=Mariana | acao=otimizou o algoritmo | valor=7072
linha=2911 | nome=Helena | acao=executou o benchmark | valor=1495
linha=2912 | nome=Felipe | acao=otimizou o algoritmo | valor=8898
linha=2913 | nome=Paulo | acao=executou o benchmark | valor=4753
linha=2914 | nome=Tiago | acao=estudou computacao | valor=4039
linha=2915 | nome=Carlos | acao=estudou computacao | valor=5546
linha=2916 | nome=Renata | acao=escreveu o relatorio | valor=3202
linha=2917 | nome=Otavio | acao=escreveu o relatorio | valor=6411
linha=2918 | nome=Lucas | acao=analisou os resultados | valor=5162
linha=2919 | nome=Igor | acao=participou da aula | valor=5276
linha=2920 | nome=Ana | acao=participou da aula | valor=8393
linha=2921 | nome=Carlos | acao=comparou as metricas | valor=3427
linha=2922 | nome=Mariana | acao=escreveu o relatorio | valor=5138
linha=2923 | nome=Renata | acao=executou o benchmark | valor=2446
linha=2924 | nome=Mariana | acao=escreveu o relatorio | valor=8142
linha=2925 | nome=Eduarda | acao=fez um experimento | valor=3204
