linha=1 | nome=Carlos | acao=escreveu o relatorio | valor=8227
linha=2682 | nome=Otavio | acao=analisou os resultados | valor=7517
linha=2683 | nome=Karen | acao=fez um experimento | valor=1476
linha=2684 | nome=Gabriela | acao=comparou as metricas | valor=4780
linha=2685 | nome=Lucas | acao=executou o benchmark | valor=4808
linha=2686 | nome=Otavio | acao=otimizou o algoritmo | valor=6751
linha=2687 | nome=Otavio | acao=comparou as metricas | valor=7908
linha=2688 | nome=Sofia | acao=comparou as metricas | valor=3759
linha=2689 | nome=Helena | acao=analisou os resultados | valor=4694
linha=2690 | nome=Tiago | acao=estudou computacao | valor=7323
linha=2691 | nome=Bruno | acao=estudou computacao | valor=2502
linha=2692 | nome=Sofia | acao=fez um experimento | valor=5519
linha=2693 | nome=Karen | acao=fez um experimento | valor=4444
linha=2694 | nome=Gabriela | acao=escreveu o relatorio | valor=3326
linha=2695 | nome=Daniela | acao=escreveu o relatorio | valor=3318
linha=2696 | nome=Paulo | acao=participou da aula | valor=6907
linha=2697 | nome=Lucas | acao=estudou computacao | valor=4959
linha=2698 | nome=Karen | acao=estudou computacao | valor=1629
linha=2699 | nome=Renata | acao=comparou as metricas | valor=2482
linha=2700 | nome=Paulo | acao=fez um experimento | valor=2018
linha=2701 | nome=Eduarda | acao=executou o benchmark | valor=4027
linha=2702 | nome=Otavio | acao=otimizou o algoritmo | valor=8564
linha=2703 | nome=Carlos | acao=fez um experimento | valor=8244
linha=2704 | nome=Igor | acao=escreveu o relatorio | valor=4899
linha=2705 | nome=Paulo | acao=comparou as metricas | valor=5065
linha=2706 | nome=Karen | acao=participou da aula | valor=5406
linha=2707 | nome=Igor | acao=executou o benchmark | valor=6168
linha=2708 | nome=Tiago | acao=analisou os resultados | valor=4061
linha=2709 | nome=Daniela | acao=estudou computacao | valor=6246
linha=2710 | nome=Ana | acao=participou da aula | valor=3636
linha=2711 | nome=Helena | acao=comparou as metricas | valor=6714
linha=2712 | nome=Carlos | acao=participou da aula | valor=4647
linha=2713 | nome=Mariana | acao=executou o benchmark | valor=5053
linha=2714 | nome=Lucas | acao=analisou os resultados | valor=9795
linha=2715 | nome=Lucas | acao=analisou os resultados | valor=1425
linha=2716 | nome=Paulo | acao=otimizou o algoritmo | valor=9451
linha=2717 | nome=Carlos | acao=comparou as metricas | valor=8446
linha=2718 | nome=Natalia | acao=analisou os resultados | valor=1949
linha=2719 | nome=Joao | acao=executou o benchmark | valor=4403
linha=2720 | nome=Otavio | acao=fez um experimento | valor=1347
linha=2721 | nome=Otavio | acao=analisou os resultados | valor=9029
linha=2722 | nome=Ana | acao=comparou as metricas | valor=6650
linha=2723 | nome=Joao | acao=executou o benchmark | valor=3725
linha=2724 | nome=Sofia | acao=otimizou o algoritmo | valor=9922
linha=2725 | nome=Otavio | acao=participou da aula | valor=3722
linha=2726 | nome=Otavio | acao=estudou computacao | valor=8188
linha=2727 | nome=Paulo | acao=executou o benchmark | valor=4742
linha=2728 | nome=Vitor | acao=analisou os resultados | valor=5166
linha=2729 | nome=Bruno | acao=estudou computacao | valor=2049
linha=2730 | nome=Karen | acao=executou o benchmark | valor=2890
linha=2731 | nome=Gabriela | acao=analisou os resultados | valor=5476
linha=2732 | nome=Lucas | acao=escreveu o relatorio | valor=6657
linha=2733 | nome=Carlos | acao=escreveu o relatorio | valor=3431
linha=2734 | nome=Otavio | acao=participou da aula | valor=4603
linha=2735 | nome=Lucas | acao=estudou computacao | valor=9246
linha=2736 | nome=Karen | acao=fez um experimento | valor=9992
linha=2737 | nome=Carlos | acao=analisou os resultados | valor=5948
linha=2738 | nome=Karen | acao=analisou os resultados | valor=9177
linha=2739 | nome=Mariana | acao=otimizou o algoritmo | valor=5349
linha=2740 | nome=Renata | acao=analisou os resultados | valor=8396
linha=2741 | nome=Daniela | acao=otimizou o algoritmo | valor=6433
linha=2742 | nome=Felipe | acao=escreveu o relatorio | valor=9033
linha=2743 | nome=Paulo | acao=comparou as metricas | valor=1378
linha=2744 | nome=Natalia | acao=escreveu o relatorio | valor=5065
linha=2745 | nome=Otavio | acao=comparou as metricas | valor=8138
linha=2746 | nome=Joao | acao=estudou computacao | valor=4375
linha=2747 | nome=Vitor | acao=executou o benchmark | valor=8005
linha=2748 | nome=Helena | acao=otimizou o algoritmo | valor=9629
linha=2749 | nome=Carlos | acao=fez um experimento | valor=5981
linha=2750 | nome=Joao | acao=estudou computacao | valor=4751
linha=2751 | nome=Karen | acao=participou da aula | valor=6551
linha=2752 | nome=Felipe | acao=estudou computacao | valor=9580
linha=2753 | nome=Mariana | acao=executou o benchmark | valor=2330
linha=2754 | nome=Carlos | acao=otimizou o algoritmo | valor=9615
linha=2755 | nome=Mariana | acao=estudou computacao | valor=4484
linha=2756 | nome=Joao | acao=analisou os resultados | valor=4404
linha=2757 | nome=Daniela | acao=comparou as metricas | valor=5369
linha=2758 | nome=Paulo | acao=participou da aula | valor=1602
linha=2759 | nome=Tiago | acao=comparou as metricas | valor=7890
linha=2760 | nome=Mariana | acao=fez um experimento | valor=7882
linha=2761 | nome=Natalia | acao=otimizou o algoritmo | valor=4912
linha=2762 | nome=Natalia | acao=executou o benchmark | valor=1098
linha=2763 | nome=Sofia | acao=comparou as metricas | valor=4769
linha=2764 | nome=Felipe | acao=estudou computacao | valor=1652
linha=2765 | nome=Renata | acao=participou da aula | valor=1894
linha=2766 | nome=Mariana | acao=fez um experimento | valor=4915
linha=2767 | nome=Igor | acao=escreveu o relatorio | valor=4902
linha=2768 | nome=Joao | acao=participou da aula | valor=1088
linha=2769 | nome=Igor | acao=analisou os resultados | valor=6744
linha=2770 | nome=Paulo | acao=executou o benchmark | valor=9820
linha=2771 | nome=Sofia | acao=estudou computacao | valor=4224
linha=2772 | nome=Paulo | acao=comparou as metricas | valor=9474
linha=2773 | nome=Karen | acao=fez um experimento | valor=4866
linha=2774 | nome=Ana | acao=analisou os resultados | valor=8002
linha=2775 | nome=Bruno | acao=participou da aula | valor=2443
linha=2776 | nome=Ana | acao=escreveu o relatorio | valor=8839
linha=2777 | nome=Mariana | acao=fez um experimento | valor=9723
linha=2778 | nome=Sofia | acao=fez um experimento | valor=5077
linha=2779 | nome=Otavio | acao=participou da aula | valor=7191
linha=2780 | nome=Daniela | acao=analisou os resultados | valor=6344
linha=2781 | nome=Helena | acao=estudou computacao | valor=3534
linha=2782 | nome=Mariana | acao=otimizou o algoritmo | valor=7722
linha=2783 | nome=Ana | acao=escreveu o relatorio | valor=5362
linha=2784 | nome=Bruno | acao=analisou os resultados | valor=2948
linha=2785 | nome=Felipe | acao=escreveu o relatorio | valor=2683
linha=2786 | nome=Gabriela | acao=executou o benchmark | valor=6623
linha=2787 | nome=Vitor | acao=escreveu o relatorio | valor=9855
linha=2788 | nome=Igor | acao=executou o benchmark | valor=6044
linha=2789 | nome=Eduarda | acao=comparou as metricas | valor=3936
linha=2790 | nome=Paulo | acao=analisou os resultados | valor=4655
linha=2791 | nome=Carlos | acao=executou o benchmark | valor=2066
linha=2792 | nome=Helena | acao=analisou os resultados | valor=5921
linha=2793 | nome=Tiago | acao=executou o benchmark | valor=8849
linha=2794 | nome=Mariana | acao=otimizou o algoritmo | valor=4683
linha=2795 | nome=Mariana | acao=otimizou o algoritmo | valor=9907
linha=2796 | nome=Helena | acao=comparou as metricas | valor=6521
linha=2797 | nome=Felipe | acao=executou o benchmark | valor=7409
linha=2798 | nome=Tiago | acao=executou o benchmark | valor=4234
linha=2799 | nome=Gabriela | acao=fez um experimento | valor=7805
linha=2800 | nome=Lucas | acao=analisou os resultados | valor=8408
linha=2801 | nome=Carlos | acao=otimizou o algoritmo | valor=5548
linha=2802 | nome=Lucas | acao=estudou computacao | valor=6432
linha=2803 | nome=Carlos | acao=fez um experimento | valor=3474
linha=2804 | nome=Vitor | acao=analisou os resultados | valor=2193
linha=2805 | nome=Lucas | acao=fez um experimento | valor=2874
linha=2806 | nome=Bruno | acao=analisou os resultados | valor=1867
linha=2807 | nome=Lucas | acao=fez um experimento | valor=5172
linha=2808 | nome=Vitor | acao=participou da aula | valor=4548
linha=2809 | nome=Daniela | acao=otimizou o algoritmo | valor=3481
linha=2810 | nome=Lucas | acao=executou o benchmark | valor=8596
linha=2811 | nome=Joao | acao=comparou as metricas | valor=9082
linha=2812 | nome=Mariana | acao=otimizou o algoritmo | valor=4315
linha=2813 | nome=Helena | acao=analisou os resultados | valor=6328
linha=2814 | nome=Igor | acao=comparou as metricas | valor=7929
linha=2815 | nome=Lucas | acao=fez um experimento | valor=5780
linha=2816 | nome=Lucas | acao=executou o benchmark | valor=7421
linha=2817 | nome=Felipe | acao=analisou os resultados | valor=3228
linha=2818 | nome=Daniela | acao=executou o benchmark | valor=8423
linha=2819 | nome=Eduarda | acao=executou o benchmark | valor=4749
linha=2820 | nome=Bruno | acao=analisou os resultados | valor=3348
linha=2821 | nome=Eduarda | acao=executou o benchmark | valor=7072
linha=2822 | nome=Natalia | acao=otimizou o algoritmo | valor=6013
linha=2823 | nome=Daniela | acao=participou da aula | valor=8228
linha=2824 | nome=Helena | acao=fez um experimento | valor=9426
linha=2825 | nome=Helena | acao=escreveu o relatorio | valor=3205
linha=2826 | nome=Carlos | acao=fez um experimento | valor=2117
linha=2827 | nome=Eduarda | acao=estudou computacao | valor=7638
linha=2828 | nome=Lucas | acao=analisou os resultados | valor=2831
linha=2829 | nome=Eduarda | acao=analisou os resultados | valor=8603
linha=2830 | nome=Gabriela | acao=analisou os resultados | valor=8924
linha=2831 | nome=Ana | acao=escreveu o relatorio | valor=4316
linha=2832 | nome=Gabriela | acao=executou o benchmark | valor=4599
linha=2833 | nome=Tiago | acao=fez um experimento | valor=2795
linha=2834 | nome=Lucas | acao=estudou computacao | valor=5562
linha=2835 | nome=Mariana | acao=escreveu o relatorio | valor=2988
linha=2836 | nome=Felipe | acao=otimizou o algoritmo | valor=5327
linha=2837 | nome=Paulo | acao=analisou os resultados | valor=6299
linha=2838 | nome=Natalia | acao=executou o benchmark | valor=6924
linha=2839 | nome=Lucas | acao=participou da aula | valor=6031
linha=2840 | nome=Daniela | acao=comparou as metricas | valor=6526
linha=2841 | nome=Ana | acao=otimizou o algoritmo | valor=4069
linha=2842 | nome=Gabriela | acao=participou da aula | valor=7157
linha=2843 | nome=Otavio | acao=executou o benchmark | valor=3926
linha=2844 | nome=Mariana | acao=otimizou o algoritmo | valor=6920
linha=2845 | nome=Natalia | acao=fez um experimento | valor=8044
linha=2846 | nome=Mariana | acao=otimizou o algoritmo | valor=2361
linha=2847 | nome=Eduarda | acao=participou da aula | valor=7447
linha=2848 | nome=Mariana | acao=comparou as metricas | valor=5851
linha=2849 | nome=Renata | acao=estudou computacao | valor=4743
linha=2850 | nome=Felipe | acao=otimizou o algoritmo | valor=7257
linha=2851 | nome=Otavio | acao=fez um experimento | valor=8676
linha=2852 | nome=Ana | acao=executou o benchmark | valor=3681
linha=2853 | nome=Lucas | acao=analisou os resultados | valor=8746
linha=2854 | nome=Bruno | acao=comparou as metricas | valor=7983
linha=2855 | nome=Igor | acao=fez um experimento | valor=5124
linha=2856 | nome=Ana | acao=escreveu o relatorio | valor=5614
linha=2857 | nome=Helena | acao=fez um experimento | valor=4718
linha=2858 | nome=Tiago | acao=escreveu o relatorio | valor=6097
linha=2859 | nome=Joao | acao=comparou as metricas | valor=5161
linha=2860 | nome=Gabriela | acao=participou da aula | valor=3232
linha=2861 | nome=Mariana | acao=estudou computacao | valor=2174
linha=2862 | nome=Eduarda | acao=analisou os resultados | valor=6097
linha=2863 | nome=Carlos | acao=escreveu o relatorio | valor=6340
linha=2864 | nome=Karen | acao=comparou as metricas | valor=7657
linha=2865 | nome=Sofia | acao=fez um experimento | valor=1054
linha=2866 | nome=Joao | acao=escreveu o relatorio | valor=3813
linha=2867 | nome=Ana | acao=escreveu o relatorio | valor=2557
linha=2868 | nome=Sofia | acao=otimizou o algoritmo | valor=2888
linha=2869 | nome=Renata | acao=otimizou o algoritmo | valor=9668
linha=2870 | nome=Daniela | acao=otimizou o algoritmo | valor=4737
linha=2871 | nome=Bruno | acao=participou da aula | valor=1738
linha=2872 | nome=Ana | acao=escreveu o relatorio | valor=8816
linha=2873 | nome=Mariana | acao=escreveu o relatorio | valor=3546
linha=2874 | nome=Daniela | acao=analisou os resultados | valor=4991
linha=2875 | nome=Renata | acao=estudou computacao | valor=5915
linha=2876 | nome=Natalia | acao=comparou as metricas | valor=8648
linha=2877 | nome=Lucas | acao=escreveu o relatorio | valor=3887
linha=2878 | nome=Joao | acao=fez um experimento | valor=7404
linha=2879 | nome=Igor | acao=escreveu o relatorio | valor=5427
linha=2880 | nome=Carlos | acao=comparou as metricas | valor=6056
linha=2881 | nome=Paulo | acao=estudou computacao | valor=3060
linha=2882 | nome=Bruno | acao=executou o benchmark | valor=2376
linha=2883 | nome=Bruno | acao=fez um experimento | valor=4722
linha=2884 | nome=Felipe | acao=executou o benchmark | valor=2036
linha=2885 | nome=Vitor | acao=comparou as metricas | valor=2379
linha=2886 | nome=Sofia | acao=otimizou o algoritmo | valor=9482
linha=2887 | nome=Karen | acao=comparou as metricas | valor=3653
linha=2888 | nome=Daniela | acao=participou da aula | valor=2040
linha=2889 | nome=Karen | acao=analisou os resultados | valor=8339
linha=2890 | nome=Eduarda | acao=escreveu o relatorio | valor=8173
linha=2891 | nome=Renata | acao=escreveu o relatorio | valor=9528
linha=2892 | nome=Lucas | acao=executou o benchmark | valor=7304
linha=2893 | nome=Paulo | acao=fez um experimento | valor=5295
linha=2894 | nome=Tiago | acao=participou da aula | valor=1963
linha=2895 | nome=Igor | acao=executou o benchmark | valor=3243
linha=2896 | nome=Mariana | acao=estudou computacao | valor=4330
linha=2897 | nome=Felipe | acao=estudou computacao | valor=1844
linha=2898 | nome=Igor | acao=comparou as metricas | valor=9387
linha=2899 | nome=Daniela | acao=escreveu o relatorio | valor=2960
linha=2900 | nome=Igor | acao=escreveu o relatorio | valor=8370
linha=2901 | nome=Karen | acao=analisou os resultados | valor=7513
linha=2902 | nome=Tiago | acao=analisou os resultados | valor=4858
linha=2903 | nome=Paulo | acao=escreveu o relatorio | valor=6574
linha=2904 | nome=Mariana | acao=analisou os resultados | valor=8506
linha=2905 | nome=Helena | acao=fez um experimento | valor=5650
linha=2906 | nome=Natalia | acao=fez um experimento | valor=3083
linha=2907 | nome=Tiago | acao=analisou os resultados | valor=1558
linha=2908 | nome=Otavio | acao=comparou as metricas | valor=8708
linha=2909 | nome=Carlos | acao=estudou computacao | valor=7718
linha=2910 | nome=Gabriela | acao=comparou as metricas | valor=9356
linha=2911 | nome=Renata | acao=otimizou o algoritmo | valor=3987
linha=2912 | nome=Igor | acao=fez um experimento | valor=8238
linha=2913 | nome=Igor | acao=comparou as metricas | valor=4079
linha=2914 | nome=Eduarda | acao=fez um experimento | valor=4847
linha=2915 | nome=Gabriela | acao=escreveu o relatorio | valor=7295
linha=2916 | nome=Eduarda | acao=comparou as metricas | valor=1680
linha=2917 | nome=Mariana | acao=estudou computacao | valor=5033
linha=2918 | nome=Gabriela | acao=analisou os resultados | valor=9543
linha=2919 | nome=Eduarda | acao=fez um experimento | valor=2839
linha=2920 | nome=Karen | acao=analisou os resultados | valor=6668
linha=2921 | nome=Renata | acao=escreveu o relatorio | valor=7385
linha=2922 | nome=Tiago | acao=estudou computacao | valor=8068
linha=2923 | nome=Eduarda | acao=participou da aula | valor=4107
linha=2924 | nome=Gabriela | acao=analisou os resultados | valor=7212
linha=2925 | nome=Carlos | acao=comparou as metricas | valor=8028
linha=2926 | nome=Karen | acao=escreveu o relatorio | valor=4201
linha=2927 | nome=Gabriela | acao=executou o benchmark | valor=3843
linha=2928 | nome=Igor | acao=executou o benchmark | valor=9854
linha=2929 | nome=Carlos | acao=escreveu o relatorio | valor=1031
linha=2930 | nome=Vitor | acao=comparou as metricas | valor=1386
linha=2931 | nome=Eduarda | acao=executou o benchmark | valor=2038
linha=2932 | nome=Renata | acao=escreveu o relatorio | valor=1243
linha=2933 | nome=Igor | acao=executou o benchmark | valor=6003
linha=2934 | nome=Lucas | acao=participou da aula | valor=6656
linha=2935 | nome=Otavio | acao=escreveu o relatorio | valor=4797
linha=2936 | nome=Ana | acao=escreveu o relatorio | valor=9112
linha=2937 | nome=Carlos | acao=escreveu o relatorio | valor=5317
linha=2938 | nome=Paulo | acao=estudou computacao | valor=6916
linha=2939 | nome=Karen | acao=comparou as metricas | valor=4346
linha=2940 | nome=Ana | acao=executou o benchmark | valor=1169
linha=2941 | nome=Eduarda | acao=otimizou o algoritmo | valor=1498
linha=2942 | nome=Paulo | acao=estudou computacao | valor=6093
linha=2943 | nome=Renata | acao=participou da aula | valor=3972
linha=2944 | nome=Sofia | acao=otimizou o algoritmo | valor=7876
linha=2945 | nome=Karen | acao=analisou os resultados | valor=8291
linha=2946 | nome=Karen | acao=estudou computacao | valor=6076
linha=2947 | nome=Daniela | acao=escreveu o relatorio | valor=1452
linha=2948 | nome=Helena | acao=estudou computacao | valor=9800
linha=2949 | nome=Lucas | acao=estudou computacao | valor=7243
linha=2950 | nome=Carlos | acao=otimizou o algoritmo | valor=4712
linha=2951 | nome=Igor | acao=otimizou o algoritmo | valor=9623
linha=2952 | nome=Ana | acao=fez um experimento | valor=4029
linha=2953 | nome=Tiago | acao=analisou os resultados | valor=3194
linha=2954 | nome=Karen | acao=comparou as metricas | valor=8620
linha=2955 | nome=Natalia | acao=analisou os resultados | valor=3184
linha=2956 | nome=Sofia | acao=comparou as metricas | valor=6325
linha=2957 | nome=Renata | acao=participou da aula | valor=1732
linha=2958 | nome=Mariana | acao=comparou as metricas | valor=9060
linha=2959 | nome=Gabriela | acao=escreveu o relatorio | valor=2152
linha=2960 | nome=Sofia | acao=executou o benchmark | valor=8481
linha=2961 | nome=Natalia | acao=escreveu o relatorio | valor=9938
linha=2962 | nome=Mariana | acao=comparou as metricas | valor=4623
linha=2963 | nome=Eduarda | acao=fez um experimento | valor=2049
linha=2964 | nome=Carlos | acao=escreveu o relatorio | valor=1962
linha=2965 | nome=Joao | acao=comparou as metricas | valor=3434
linha=2966 | nome=Joao | acao=executou o benchmark | valor=1586
linha=2967 | nome=Igor | acao=analisou os resultados | valor=2921
linha=2968 | nome=Tiago | acao=otimizou o algoritmo | valor=9269
linha=2969 | nome=Renata | acao=fez um experimento | valor=3625
linha=2970 | nome=Bruno | acao=fez um experimento | valor=2085
linha=2971 | nome=Paulo | acao=otimizou o algoritmo | valor=2264
linha=2972 | nome=Felipe | acao=analisou os resultados | valor=1209
linha=2973 | nome=Daniela | acao=comparou as metricas | valor=4645
linha=2974 | nome=Paulo | acao=participou da aula | valor=8851
linha=2975 | nome=Daniela | acao=analisou os resultados | valor=9997
linha=2976 | nome=Tiago | acao=analisou os resultados | valor=5941
linha=2977 | nome=Mariana | acao=executou o benchmark | valor=1154
linha=2978 | nome=Natalia | acao=otimizou o algoritmo | valor=1981
linha=2979 | nome=Karen | acao=participou da aula | valor=2622
linha=2980 | nome=Igor | acao=comparou as metricas | valor=5673
linha=2981 | nome=Ana | acao=fez um experimento | valor=8328
linha=2982 | nome=Eduarda | acao=fez um experimento | valor=6613
linha=2983 | nome=Ana | acao=escreveu o relatorio | valor=1620
linha=2984 | nome=Carlos | acao=estudou computacao | valor=5550
linha=2985 | nome=Daniela | acao=estudou computacao | valor=1238
linha=2986 | nome=Joao | acao=executou o benchmark | valor=1793
linha=2987 | nome=Mariana | acao=participou da aula | valor=9458
linha=2988 | nome=Eduarda | acao=escreveu o relatorio | valor=3665
linha=2989 | nome=Renata | acao=executou o benchmark | valor=5972
linha=2990 | nome=Carlos | acao=escreveu o relatorio | valor=9288
linha=2991 | nome=Joao | acao=otimizou o algoritmo | valor=7470
linha=2992 | nome=Bruno | acao=executou o benchmark | valor=5099
linha=2993 | nome=Gabriela | acao=executou o benchmark | valor=7270
linha=2994 | nome=Daniela | acao=comparou as metricas | valor=2948
linha=2995 | nome=Natalia | acao=analisou os resultados | valor=7783
linha=2996 | nome=Helena | acao=escreveu o relatorio | valor=6096
linha=2997 | nome=Paulo | acao=otimizou o algoritmo | valor=9869
linha=2998 | nome=Bruno | acao=estudou computacao | valor=2604
linha=2999 | nome=Tiago | acao=participou da aula | valor=2501
linha=3000 | nome=Tiago | acao=otimizou o algoritmo | valor=8985
linha=3001 | nome=Daniela | acao=comparou as metricas | valor=6088
linha=3002 | nome=Gabriela | acao=executou o benchmark | valor=8923
linha=3003 | nome=Bruno | acao=executou o benchmark | valor=3447
linha=3004 | nome=Gabriela | acao=estudou computacao | valor=5008
linha=3005 | nome=Vitor | acao=analisou os resultados | valor=4793
linha=3006 | nome=Daniela | acao=participou da aula | valor=3530
linha=3007 | nome=Daniela | acao=participou da aula | valor=3182
linha=3008 | nome=Otavio | acao=escreveu o relatorio | valor=2879
linha=3009 | nome=Eduarda | acao=comparou as metricas | valor=7891
linha=3010 | nome=Helena | acao=fez um experimento | valor=8167
linha=3011 | nome=Eduarda | acao=participou da aula | valor=8911
linha=3012 | nome=Carlos | acao=estudou computacao | valor=8581
linha=3013 | nome=Tiago | acao=participou da aula | valor=4296
linha=3014 | nome=Renata | acao=participou da aula | valor=8889
linha=3015 | nome=Paulo | acao=comparou as metricas | valor=8135
linha=3016 | nome=Helena | acao=otimizou o algoritmo | valor=5470
linha=3017 | nome=Sofia | acao=fez um experimento | valor=6607
linha=3018 | nome=Igor | acao=escreveu o relatorio | valor=6737
linha=3019 | nome=Ana | acao=comparou as metricas | valor=6232
linha=3020 | nome=Bruno | acao=analisou os resultados | valor=8742
linha=3021 | nome=Helena | acao=fez um experimento | valor=9603
linha=3022 | nome=Carlos | acao=comparou as metricas | valor=6326
linha=3023 | nome=Bruno | acao=otimizou o algoritmo | valor=6912
linha=3024 | nome=Karen | acao=fez um experimento | valor=8489
linha=3025 | nome=Natalia | acao=otimizou o algoritmo | valor=7551
linha=3026 | nome=Eduarda | acao=participou da aula | valor=1772
linha=3027 | nome=Igor | acao=otimizou o algoritmo | valor=3314
linha=3028 | nome=Helena | acao=fez um experimento | valor=1930
linha=3029 | nome=Paulo | acao=participou da aula | valor=9231
linha=3030 | nome=Tiago | acao=otimizou o algoritmo | valor=4850
linha=3031 | nome=Paulo | acao=fez um experimento | valor=5084
linha=3032 | nome=Bruno | acao=participou da aula | valor=5365
linha=3033 | nome=Daniela | acao=otimizou o algoritmo | valor=8849
linha=3034 | nome=Renata | acao=otimizou o algoritmo | valor=2879
linha=3035 | nome=Natalia | acao=analisou os resultados | valor=9384
linha=3036 | nome=Joao | acao=otimizou o algoritmo | valor=6851
linha=3037 | nome=Sofia | acao=otimizou o algoritmo | valor=7232
linha=3038 | nome=Renata | acao=fez um experimento | valor=3095
linha=3039 | nome=Mariana | acao=fez um experimento | valor=2223
linha=3040 | nome=Mariana | acao=escreveu o relatorio | valor=4090
linha=3041 | nome=Tiago | acao=escreveu o relatorio | valor=2594
linha=3042 | nome=Lucas | acao=executou o benchmark | valor=5288
linha=3043 | nome=Sofia | acao=fez um experimento | valor=9480
linha=3044 | nome=Daniela | acao=estudou computacao | valor=4958
linha=3045 | nome=Mariana | acao=comparou as metricas | valor=7380
linha=3046 | nome=Vitor | acao=participou da aula | valor=3511
linha=3047 | nome=Paulo | acao=analisou os resultados | valor=7824
linha=3048 | nome=Paulo | acao=fez um experimento | valor=3180
linha=3049 | nome=Eduarda | acao=analisou os resultados | valor=9170
linha=3050 | nome=Natalia | acao=comparou as metricas | valor=2996
linha=3051 | nome=Eduarda | acao=comparou as metricas | valor=8220
linha=3052 | nome=Lucas | acao=comparou as metricas | valor=3378
linha=3053 | nome=Felipe | acao=executou o benchmark | valor=8836
linha=3054 | nome=Felipe | acao=comparou as metricas | valor=3616
linha=3055 | nome=Tiago | acao=executou o benchmark | valor=9040
linha=3056 | nome=Eduarda | acao=fez um experimento | valor=3975
linha=3057 | nome=Karen | acao=fez um experimento | valor=2393
linha=3058 | nome=Felipe | acao=estudou computacao | valor=2471
linha=3059 | nome=Paulo | acao=comparou as metricas | valor=5058
linha=3060 | nome=Renata | acao=escreveu o relatorio | valor=5123
linha=3061 | nome=Renata | acao=estudou computacao | valor=5556
linha=3062 | nome=Sofia | acao=analisou os resultados | valor=5349
linha=3063 | nome=Renata | acao=otimizou o algoritmo | valor=3635
linha=3064 | nome=Vitor | acao=participou da aula | valor=9060
linha=3065 | nome=Renata | acao=participou da aula | valor=7759
linha=3066 | nome=Eduarda | acao=fez um experimento | valor=4415
linha=3067 | nome=Tiago | acao=otimizou o algoritmo | valor=1440
linha=3068 | nome=Daniela | acao=participou da aula | valor=1730
linha=3069 | nome=Mariana | acao=otimizou o algoritmo | valor=1822
linha=3070 | nome=Natalia | acao=otimizou o algoritmo | valor=5867
linha=3071 | nome=Carlos | acao=fez um experimento | valor=3828
linha=3072 | nome=Felipe | acao=participou da aula | valor=9644
linha=3073 | nome=Tiago | acao=executou o benchmark | valor=6883
linha=3074 | nome=Mariana | acao=comparou as metricas | valor=2937
linha=3075 | nome=Felipe | acao=estudou computacao | valor=9665
linha=3076 | nome=Tiago | acao=participou da aula | valor=6940
linha=3077 | nome=Mariana | acao=executou o benchmark | valor=1846
linha=3078 | nome=Gabriela | acao=fez um experimento | valor=8242
linha=3079 | nome=Igor | acao=otimizou o algoritmo | valor=5681
linha=3080 | nome=Felipe | acao=participou da aula | valor=4472
linha=3081 | nome=Igor | acao=fez um experimento | valor=3257
linha=3082 | nome=Bruno | acao=escreveu o relatorio | valor=4750
linha=3083 | nome=Igor | acao=analisou os resultados | valor=1414
linha=3084 | nome=Helena | acao=comparou as metricas | valor=5872
linha=3085 | nome=Paulo | acao=analisou os resultados | valor=2014
linha=3086 | nome=Vitor | acao=participou da aula | valor=8001
linha=3087 | nome=Sofia | acao=analisou os resultados | valor=6432
linha=3088 | nome=Mariana | acao=escreveu o relatorio | valor=7257
linha=3089 | nome=Paulo | acao=comparou as metricas | valor=9259
linha=3090 | nome=Ana | acao=analisou os resultados | valor=1349
linha=3091 | nome=Daniela | acao=estudou computacao | valor=3502
linha=3092 | nome=Joao | acao=otimizou o algoritmo | valor=4963
linha=3093 | nome=Mariana | acao=escreveu o relatorio | valor=8914
linha=3094 | nome=Paulo | acao=comparou as metricas | valor=6504
linha=3095 | nome=Sofia | acao=comparou as metricas | valor=2583
linha=3096 | nome=Ana | acao=otimizou o algoritmo | valor=3643
linha=3097 | nome=Helena | acao=estudou computacao | valor=9217
linha=3098 | nome=Helena | acao=participou da aula | valor=1361
linha=3099 | nome=Tiago | acao=executou o benchmark | valor=7184
linha=3100 | nome=Lucas | acao=executou o benchmark | valor=4136
linha=3101 | nome=Renata | acao=estudou computacao | valor=2034
linha=3102 | nome=Eduarda | acao=executou o benchmark | valor=5088
linha=3103 | nome=Eduarda | acao=otimizou o algoritmo | valor=6579
linha=3104 | nome=Tiago | acao=executou o benchmark | valor=6483
linha=3105 | nome=Igor | acao=estudou computacao | valor=4200
linha=3106 | nome=Mariana | acao=escreveu o relatorio | valor=4491
linha=3107 | nome=Eduarda | acao=executou o benchmark | valor=8697
linha=3108 | nome=Tiago | acao=participou da aula | valor=9668
linha=3109 | nome=Bruno | acao=fez um experimento | valor=1186
linha=3110 | nome=Bruno | acao=executou o benchmark | valor=1461
linha=3111 | nome=Ana | acao=escreveu o relatorio | valor=7899
linha=3112 | nome=Ana | acao=analisou os resultados | valor=7431
linha=3113 | nome=Vitor | acao=analisou os resultados | valor=9295
linha=3114 | nome=Joao | acao=escreveu o relatorio | valor=4410
linha=3115 | nome=Otavio | acao=comparou as metricas | valor=4562
linha=3116 | nome=Mariana | acao=estudou computacao | valor=6686
linha=3117 | nome=Lucas | acao=escreveu o relatorio | valor=3758
