linha=1 | nome=Sofia | acao=fez um experimento | valor=8873
linha=2575 | nome=Renata | acao=escreveu o relatorio | valor=8187
linha=2576 | nome=Sofia | acao=escreveu o relatorio | valor=5684
linha=2577 | nome=Ana | acao=executou o benchmark | valor=7397
linha=2578 | nome=Mariana | acao=fez um experimento | valor=1223
linha=2579 | nome=Ana | acao=executou o benchmark | valor=6306
linha=2580 | nome=Bruno | acao=participou da aula | valor=4590
linha=2581 | nome=Felipe | acao=estudou computacao | valor=7001
linha=2582 | nome=Bruno | acao=participou da aula | valor=4639
linha=2583 | nome=Sofia | acao=fez um experimento | valor=1172
linha=2584 | nome=Joao | acao=escreveu o relatorio | valor=2368
linha=2585 | nome=Helena | acao=estudou computacao | valor=3200
linha=2586 | nome=Joao | acao=fez um experimento | valor=7256
linha=2587 | nome=Sofia | acao=estudou computacao | valor=2311
linha=2588 | nome=Joao | acao=fez um experimento | valor=5022
linha=2589 | nome=Daniela | acao=comparou as metricas | valor=6631
linha=2590 | nome=Bruno | acao=escreveu o relatorio | valor=7105
linha=2591 | nome=Ana | acao=comparou as metricas | valor=3147
linha=2592 | nome=Helena | acao=otimizou o algoritmo | valor=7639
linha=2593 | nome=Eduarda | acao=estudou computacao | valor=3285
linha=2594 | nome=Felipe | acao=executou o benchmark | valor=5902
linha=2595 | nome=Joao | acao=escreveu o relatorio | valor=8420
linha=2596 | nome=Ana | acao=comparou as metricas | valor=2564
linha=2597 | nome=Joao | acao=otimizou o algoritmo | valor=3901
linha=2598 | nome=Eduarda | acao=comparou as metricas | valor=7655
linha=2599 | nome=Lucas | acao=comparou as metricas | valor=2169
linha=2600 | nome=Igor | acao=fez um experimento | valor=9880
linha=2601 | nome=Bruno | acao=executou o benchmark | valor=3759
linha=2602 | nome=Felipe | acao=escreveu o relatorio | valor=7733
linha=2603 | nome=Eduarda | acao=analisou os resultados | valor=2574
linha=2604 | nome=Sofia | acao=participou da aula | valor=2770
linha=2605 | nome=Helena | acao=estudou computacao | valor=8668
linha=2606 | nome=Tiago | acao=comparou as metricas | valor=3871
linha=2607 | nome=Lucas | acao=analisou os resultados | valor=4652
linha=2608 | nome=Felipe | acao=participou da aula | valor=9518
linha=2609 | nome=Tiago | acao=comparou as metricas | valor=9092
linha=2610 | nome=Daniela | acao=estudou computacao | valor=2810
linha=2611 | nome=Tiago | acao=otimizou o algoritmo | valor=2771
linha=2612 | nome=Igor | acao=participou da aula | valor=1570
linha=2613 | nome=Daniela | acao=escreveu o relatorio | valor=3846
linha=2614 | nome=Paulo | acao=otimizou o algoritmo | valor=8493
linha=2615 | nome=Joao | acao=analisou os resultados | valor=8288
linha=2616 | nome=Gabriela | acao=executou o benchmark | valor=4725
linha=2617 | nome=Mariana | acao=analisou os resultados | valor=5645
linha=2618 | nome=Renata | acao=otimizou o algoritmo | valor=6708
linha=2619 | nome=Helena | acao=analisou os resultados | valor=2249
linha=2620 | nome=Sofia | acao=executou o benchmark | valor=8642
linha=2621 | nome=Tiago | acao=participou da aula | valor=2143
linha=2622 | nome=Felipe | acao=otimizou o algoritmo | valor=5043
linha=2623 | nome=Paulo | acao=escreveu o relatorio | valor=7691
linha=2624 | nome=Helena | acao=participou da aula | valor=1559
linha=2625 | nome=Lucas | acao=participou da aula | valor=1250
linha=2626 | nome=Gabriela | acao=participou da aula | valor=1526
linha=2627 | nome=Ana | acao=estudou computacao | valor=7472
linha=2628 | nome=Mariana | acao=analisou os resultados | valor=3713
linha=2629 | nome=Otavio | acao=executou o benchmark | valor=8360
linha=2630 | nome=Joao | acao=estudou computacao | valor=1511
linha=2631 | nome=Felipe | acao=comparou as metricas | valor=9212
linha=2632 | nome=Carlos | acao=estudou computacao | valor=6270
linha=2633 | nome=Sofia | acao=executou o benchmark | valor=8367
linha=2634 | nome=Karen | acao=participou da aula | valor=5789
linha=2635 | nome=Ana | acao=participou da aula | valor=1801
linha=2636 | nome=Paulo | acao=otimizou o algoritmo | valor=2807
linha=2637 | nome=Mariana | acao=participou da aula | valor=4978
linha=2638 | nome=Carlos | acao=participou da aula | valor=7196
linha=2639 | nome=Carlos | acao=estudou computacao | valor=4375
linha=2640 | nome=Bruno | acao=analisou os resultados | valor=1004
linha=2641 | nome=Igor | acao=escreveu o relatorio | valor=8205
linha=2642 | nome=Felipe | acao=estudou computacao | valor=2719
linha=2643 | nome=Bruno | acao=fez um experimento | valor=5055
linha=2644 | nome=Vitor | acao=participou da aula | valor=7460
linha=2645 | nome=Joao | acao=participou da aula | valor=9956
linha=2646 | nome=Igor | acao=executou o benchmark | valor=1845
linha=2647 | nome=Paulo | acao=otimizou o algoritmo | valor=6446
linha=2648 | nome=Gabriela | acao=otimizou o algoritmo | valor=4211
linha=2649 | nome=Vitor | acao=participou da aula | valor=3931
linha=2650 | nome=Gabriela | acao=participou da aula | valor=6053
linha=2651 | nome=Carlos | acao=escreveu o relatorio | valor=7318
linha=2652 | nome=Igor | acao=otimizou o algoritmo | valor=5951
linha=2653 | nome=Karen | acao=participou da aula | valor=5001
linha=2654 | nome=Vitor | acao=fez um experimento | valor=5495
linha=2655 | nome=Sofia | acao=analisou os resultados | valor=5159
linha=2656 | nome=Ana | acao=analisou os resultados | valor=8417
linha=2657 | nome=Lucas | acao=estudou computacao | valor=8550
linha=2658 | nome=Joao | acao=estudou computacao | valor=8752
linha=2659 | nome=Felipe | acao=fez um experimento | valor=3859
linha=2660 | nome=Eduarda | acao=analisou os resultados | valor=9485
linha=2661 | nome=Karen | acao=estudou computacao | valor=3613
linha=2662 | nome=Otavio | acao=escreveu o relatorio | valor=4937
linha=2663 | nome=Joao | acao=fez um experimento | valor=2903
linha=2664 | nome=Bruno | acao=estudou computacao | valor=9910
linha=2665 | nome=Joao | acao=executou o benchmark | valor=3435
linha=2666 | nome=Tiago | acao=escreveu o relatorio | valor=8101
linha=2667 | nome=Sofia | acao=executou o benchmark | valor=2701
linha=2668 | nome=Natalia | acao=otimizou o algoritmo | valor=3440
linha=2669 | nome=Ana | acao=escreveu o relatorio | valor=8069
linha=2670 | nome=Gabriela | acao=otimizou o algoritmo | valor=5517
linha=2671 | nome=Helena | acao=estudou computacao | valor=8983
linha=2672 | nome=Carlos | acao=estudou computacao | valor=5363
linha=2673 | nome=Ana | acao=executou o benchmark | valor=3545
linha=2674 | nome=Karen | acao=fez um experimento | valor=2673
linha=2675 | nome=Lucas | acao=executou o benchmark | valor=4872
linha=2676 | nome=Gabriela | acao=fez um experimento | valor=8432
linha=2677 | nome=Eduarda | acao=fez um experimento | valor=1388
linha=2678 | nome=Sofia | acao=otimizou o algoritmo | valor=8437
linha=2679 | nome=Vitor | acao=participou da aula | valor=8811
linha=2680 | nome=Gabriela | acao=executou o benchmark | valor=9091
linha=2681 | nome=Gabriela | acao=escreveu o relatorio | valor=3969
linha=2682 | nome=Otavio | acao=escreveu o relatorio | valor=4973
linha=2683 | nome=Daniela | acao=estudou computacao | valor=8230
linha=2684 | nome=Joao | acao=escreveu o relatorio | valor=2142
linha=2685 | nome=Otavio | acao=comparou as metricas | valor=6106
linha=2686 | nome=Gabriela | acao=fez um experimento | valor=9878
linha=2687 | nome=Ana | acao=estudou computacao | valor=3720
linha=2688 | nome=Vitor | acao=estudou computacao | valor=2093
linha=2689 | nome=Sofia | acao=participou da aula | valor=8520
linha=2690 | nome=Felipe | acao=estudou computacao | valor=8187
linha=2691 | nome=Karen | acao=otimizou o algoritmo | valor=2237
linha=2692 | nome=Paulo | acao=estudou computacao | valor=9883
linha=2693 | nome=Eduarda | acao=executou o benchmark | valor=7117
linha=2694 | nome=Paulo | acao=escreveu o relatorio | valor=1768
linha=2695 | nome=Daniela | acao=executou o benchmark | valor=8963
linha=2696 | nome=Tiago | acao=otimizou o algoritmo | valor=7144
linha=2697 | nome=Bruno | acao=executou o benchmark | valor=8761
linha=2698 | nome=Otavio | acao=escreveu o relatorio | valor=2495
linha=2699 | nome=Karen | acao=fez um experimento | valor=8374
linha=2700 | nome=Bruno | acao=comparou as metricas | valor=6484
linha=2701 | nome=Gabriela | acao=estudou computacao | valor=6538
linha=2702 | nome=Sofia | acao=participou da aula | valor=8396
linha=2703 | nome=Felipe | acao=escreveu o relatorio | valor=4255
linha=2704 | nome=Gabriela | acao=participou da aula | valor=6237
linha=2705 | nome=Bruno | acao=otimizou o algoritmo | valor=2469
linha=2706 | nome=Paulo | acao=comparou as metricas | valor=6310
linha=2707 | nome=Otavio | acao=estudou computacao | valor=6506
linha=2708 | nome=Eduarda | acao=estudou computacao | valor=9753
linha=2709 | nome=Sofia | acao=otimizou o algoritmo | valor=9874
linha=2710 | nome=Carlos | acao=executou o benchmark | valor=2180
linha=2711 | nome=Igor | acao=otimizou o algoritmo | valor=6829
linha=2712 | nome=Gabriela | acao=executou o benchmark | valor=7592
linha=2713 | nome=Helena | acao=fez um experimento | valor=9277
linha=2714 | nome=Helena | acao=executou o benchmark | valor=6890
linha=2715 | nome=Sofia | acao=comparou as metricas | valor=5708
linha=2716 | nome=Tiago | acao=estudou computacao | valor=7593
linha=2717 | nome=Karen | acao=comparou as metricas | valor=1175
linha=2718 | nome=Vitor | acao=fez um experimento | valor=6742
linha=2719 | nome=Daniela | acao=otimizou o algoritmo | valor=4291
linha=2720 | nome=Gabriela | acao=executou o benchmark | valor=9558
linha=2721 | nome=Sofia | acao=executou o benchmark | valor=2931
linha=2722 | nome=Igor | acao=comparou as metricas | valor=6835
linha=2723 | nome=Sofia | acao=participou da aula | valor=8676
linha=2724 | nome=Daniela | acao=fez um experimento | valor=8695
linha=2725 | nome=Carlos | acao=escreveu o relatorio | valor=5910
linha=2726 | nome=Carlos | acao=comparou as metricas | valor=2849
linha=2727 | nome=Paulo | acao=fez um experimento | valor=8935
linha=2728 | nome=Sofia | acao=fez um experimento | valor=8272
linha=2729 | nome=Eduarda | acao=comparou as metricas | valor=2526
linha=2730 | nome=Natalia | acao=comparou as metricas | valor=3702
linha=2731 | nome=Daniela | acao=analisou os resultados | valor=3624
linha=2732 | nome=Ana | acao=estudou computacao | valor=9632
linha=2733 | nome=Otavio | acao=escreveu o relatorio | valor=7788
linha=2734 | nome=Bruno | acao=otimizou o algoritmo | valor=3734
linha=2735 | nome=Karen | acao=analisou os resultados | valor=2626
linha=2736 | nome=Gabriela | acao=fez um experimento | valor=1510
linha=2737 | nome=Tiago | acao=escreveu o relatorio | valor=5189
linha=2738 | nome=Mariana | acao=escreveu o relatorio | valor=2677
linha=2739 | nome=Mariana | acao=escreveu o relatorio | valor=2869
linha=2740 | nome=Carlos | acao=estudou computacao | valor=5542
linha=2741 | nome=Karen | acao=fez um experimento | valor=2067
linha=2742 | nome=Sofia | acao=comparou as metricas | valor=4276
linha=2743 | nome=Paulo | acao=analisou os resultados | valor=8197
linha=2744 | nome=Tiago | acao=otimizou o algoritmo | valor=2146
linha=2745 | nome=Ana | acao=comparou as metricas | valor=5684
linha=2746 | nome=Sofia | acao=otimizou o algoritmo | valor=7905
linha=2747 | nome=Tiago | acao=fez um experimento | valor=8703
linha=2748 | nome=Felipe | acao=fez um experimento | valor=3761
linha=2749 | nome=Natalia | acao=fez um experimento | valor=2496
linha=2750 | nome=Carlos | acao=estudou computacao | valor=1978
linha=2751 | nome=Natalia | acao=estudou computacao | valor=5040
linha=2752 | nome=Vitor | acao=analisou os resultados | valor=2800
linha=2753 | nome=Gabriela | acao=estudou computacao | valor=4639
linha=2754 | nome=Renata | acao=fez um experimento | valor=6877
linha=2755 | nome=Vitor | acao=fez um experimento | valor=5901
linha=2756 | nome=Carlos | acao=executou o benchmark | valor=5946
linha=2757 | nome=Gabriela | acao=fez um experimento | valor=9583
linha=2758 | nome=Renata | acao=comparou as metricas | valor=8246
linha=2759 | nome=Helena | acao=comparou as metricas | valor=4513
linha=2760 | nome=Bruno | acao=analisou os resultados | valor=3909
linha=2761 | nome=Gabriela | acao=otimizou o algoritmo | valor=7142
linha=2762 | nome=Ana | acao=analisou os resultados | valor=2123
linha=2763 | nome=Felipe | acao=participou da aula | valor=9747
linha=2764 | nome=Otavio | acao=fez um experimento | valor=8887
linha=2765 | nome=Otavio | acao=fez um experimento | valor=9870
linha=2766 | nome=Felipe | acao=analisou os resultados | valor=4426
linha=2767 | nome=Otavio | acao=participou da aula | valor=6787
linha=2768 | nome=Igor | acao=fez um experimento | valor=2654
linha=2769 | nome=Otavio | acao=estudou computacao | valor=8012
linha=2770 | nome=Mariana | acao=executou o benchmark | valor=8275
linha=2771 | nome=Natalia | acao=estudou computacao | valor=6595
linha=2772 | nome=Lucas | acao=executou o benchmark | valor=4788
linha=2773 | nome=Renata | acao=estudou computacao | valor=3597
linha=2774 | nome=Daniela | acao=comparou as metricas | valor=7059
linha=2775 | nome=Tiago | acao=otimizou o algoritmo | valor=7926
linha=2776 | nome=Felipe | acao=comparou as metricas | valor=9846
linha=2777 | nome=Igor | acao=participou da aula | valor=8117
linha=2778 | nome=Daniela | acao=analisou os resultados | valor=1457
linha=2779 | nome=Karen | acao=analisou os resultados | valor=7012
linha=2780 | nome=Carlos | acao=fez um experimento | valor=7742
linha=2781 | nome=Helena | acao=participou da aula | valor=6255
linha=2782 | nome=Ana | acao=estudou computacao | valor=1780
linha=2783 | nome=Renata | acao=escreveu o relatorio | valor=5334
linha=2784 | nome=Ana | acao=participou da aula | valor=5097
linha=2785 | nome=Paulo | acao=executou o benchmark | valor=7637
linha=2786 | nome=Vitor | acao=estudou computacao | valor=1905
linha=2787 | nome=Mariana | acao=estudou computacao | valor=4155
linha=2788 | nome=Ana | acao=comparou as metricas | valor=1979
linha=2789 | nome=Paulo | acao=analisou os resultados | valor=7842
linha=2790 | nome=Igor | acao=otimizou o algoritmo | valor=3178
linha=2791 | nome=Carlos | acao=analisou os resultados | valor=2613
linha=2792 | nome=Tiago | acao=executou o benchmark | valor=8187
linha=2793 | nome=Vitor | acao=executou o benchmark | valor=7389
linha=2794 | nome=Sofia | acao=estudou computacao | valor=2294
linha=2795 | nome=Tiago | acao=analisou os resultados | valor=8840
linha=2796 | nome=Ana | acao=estudou computacao | valor=4858
linha=2797 | nome=Gabriela | acao=participou da aula | valor=8943
linha=2798 | nome=Karen | acao=estudou computacao | valor=8292
linha=2799 | nome=Ana | acao=executou o benchmark | valor=5762
linha=2800 | nome=Igor | acao=analisou os resultados | valor=3247
linha=2801 | nome=Sofia | acao=fez um experimento | valor=2438
linha=2802 | nome=Paulo | acao=analisou os resultados | valor=9497
linha=2803 | nome=Mariana | acao=participou da aula | valor=1268
linha=2804 | nome=Eduarda | acao=participou da aula | valor=8506
linha=2805 | nome=Daniela | acao=escreveu o relatorio | valor=5147
linha=2806 | nome=Eduarda | acao=otimizou o algoritmo | valor=9908
linha=2807 | nome=Mariana | acao=otimizou o algoritmo | valor=1821
linha=2808 | nome=Natalia | acao=otimizou o algoritmo | valor=6448
linha=2809 | nome=Mariana | acao=fez um experimento | valor=2644
linha=2810 | nome=Helena | acao=otimizou o algoritmo | valor=8029
linha=2811 | nome=Mariana | acao=comparou as metricas | valor=8504
linha=2812 | nome=Helena | acao=executou o benchmark | valor=2772
linha=2813 | nome=Igor | acao=comparou as metricas | valor=5506
linha=2814 | nome=Natalia | acao=fez um experimento | valor=8589
linha=2815 | nome=Helena | acao=estudou computacao | valor=4115
linha=2816 | nome=Igor | acao=executou o benchmark | valor=7782
linha=2817 | nome=Helena | acao=participou da aula | valor=7684
linha=2818 | nome=Bruno | acao=participou da aula | valor=2475
linha=2819 | nome=Carlos | acao=otimizou o algoritmo | valor=9677
linha=2820 | nome=Renata | acao=fez um experimento | valor=9129
linha=2821 | nome=Carlos | acao=otimizou o algoritmo | valor=3506
linha=2822 | nome=Carlos | acao=analisou os resultados | valor=7417
linha=2823 | nome=Natalia | acao=participou da aula | valor=1993
linha=2824 | nome=Mariana | acao=executou o benchmark | valor=7071
linha=2825 | nome=Daniela | acao=participou da aula | valor=8661
linha=2826 | nome=Paulo | acao=escreveu o relatorio | valor=7698
linha=2827 | nome=Gabriela | acao=executou o benchmark | valor=2892
linha=2828 | nome=Paulo | acao=otimizou o algoritmo | valor=4005
linha=2829 | nome=Karen | acao=comparou as metricas | valor=7039
linha=2830 | nome=Gabriela | acao=executou o benchmark | valor=6646
linha=2831 | nome=Helena | acao=executou o benchmark | valor=9590
linha=2832 | nome=Natalia | acao=executou o benchmark | valor=1881
linha=2833 | nome=Lucas | acao=escreveu o relatorio | valor=6453
linha=2834 | nome=Eduarda | acao=estudou computacao | valor=7274
linha=2835 | nome=Ana | acao=executou o benchmark | valor=2634
linha=2836 | nome=Paulo | acao=fez um experimento | valor=9923
linha=2837 | nome=Karen | acao=otimizou o algoritmo | valor=3466
linha=2838 | nome=Sofia | acao=fez um experimento | valor=9647
linha=2839 | nome=Karen | acao=executou o benchmark | valor=5099
linha=2840 | nome=Sofia | acao=executou o benchmark | valor=3834
linha=2841 | nome=Tiago | acao=analisou os resultados | valor=8776
linha=2842 | nome=Tiago | acao=analisou os resultados | valor=4443
linha=2843 | nome=Vitor | acao=otimizou o algoritmo | valor=7341
linha=2844 | nome=Tiago | acao=estudou computacao | valor=9846
linha=2845 | nome=Daniela | acao=comparou as metricas | valor=2613
linha=2846 | nome=Daniela | acao=estudou computacao | valor=1598
linha=2847 | nome=Daniela | acao=participou da aula | valor=6789
linha=2848 | nome=Natalia | acao=comparou as metricas | valor=1661
linha=2849 | nome=Tiago | acao=analisou os resultados | valor=5872
linha=2850 | nome=Renata | acao=comparou as metricas | valor=9307
linha=2851 | nome=Eduarda | acao=analisou os resultados | valor=5702
linha=2852 | nome=Lucas | acao=fez um experimento | valor=6680
linha=2853 | nome=Carlos | acao=participou da aula | valor=1391
linha=2854 | nome=Helena | acao=comparou as metricas | valor=3536
linha=2855 | nome=Paulo | acao=estudou computacao | valor=7048
linha=2856 | nome=Bruno | acao=analisou os resultados | valor=2779
linha=2857 | nome=Natalia | acao=participou da aula | valor=6230
linha=2858 | nome=Lucas | acao=otimizou o algoritmo | valor=2103
linha=2859 | nome=Natalia | acao=participou da aula | valor=7743
linha=2860 | nome=Sofia | acao=participou da aula | valor=2300
linha=2861 | nome=Joao | acao=executou o benchmark | valor=6933
linha=2862 | nome=Bruno | acao=analisou os resultados | valor=2275
linha=2863 | nome=Sofia | acao=analisou os resultados | valor=6501
linha=2864 | nome=Gabriela | acao=executou o benchmark | valor=8403
linha=2865 | nome=Gabriela | acao=comparou as metricas | valor=6006
linha=2866 | nome=Vitor | acao=estudou computacao | valor=6711
linha=2867 | nome=Gabriela | acao=comparou as metricas | valor=8453
linha=2868 | nome=Lucas | acao=escreveu o relatorio | valor=7049
linha=2869 | nome=Otavio | acao=participou da aula | valor=8330
linha=2870 | nome=Vitor | acao=otimizou o algoritmo | valor=4584
linha=2871 | nome=Bruno | acao=analisou os resultados | valor=3452
linha=2872 | nome=Bruno | acao=otimizou o algoritmo | valor=9117
linha=2873 | nome=Bruno | acao=fez um experimento | valor=8623
linha=2874 | nome=Bruno | acao=executou o benchmark | valor=2236
linha=2875 | nome=Sofia | acao=participou da aula | valor=5518
linha=2876 | nome=Eduarda | acao=escreveu o relatorio | valor=9192
linha=2877 | nome=Tiago | acao=analisou os resultados | valor=5599
linha=2878 | nome=Ana | acao=escreveu o relatorio | valor=4563
linha=2879 | nome=Ana | acao=participou da aula | valor=3506
linha=2880 | nome=Mariana | acao=escreveu o relatorio | valor=6160
linha=2881 | nome=Karen | acao=fez um experimento | valor=9104
linha=2882 | nome=Ana | acao=fez um experimento | valor=3707
linha=2883 | nome=Helena | acao=participou da aula | valor=9627
linha=2884 | nome=Tiago | acao=fez um experimento | valor=6154
linha=2885 | nome=Renata | acao=participou da aula | valor=2635
linha=2886 | nome=Tiago | acao=fez um experimento | valor=7456
linha=2887 | nome=Joao | acao=estudou computacao | valor=7181
linha=2888 | nome=Gabriela | acao=executou o benchmark | valor=3897
linha=2889 | nome=Natalia | acao=analisou os resultados | valor=5459
linha=2890 | nome=Otavio | acao=participou da aula | valor=8369
linha=2891 | nome=Eduarda | acao=otimizou o algoritmo | valor=6599
linha=2892 | nome=Mariana | acao=otimizou o algoritmo | valor=7252
linha=2893 | nome=Helena | acao=participou da aula | valor=9684
linha=2894 | nome=Felipe | acao=comparou as metricas | valor=4838
linha=2895 | nome=Natalia | acao=estudou computacao | valor=3298
linha=2896 | nome=Otavio | acao=analisou os resultados | valor=2269
linha=2897 | nome=Joao | acao=fez um experimento | valor=4614
linha=2898 | nome=Otavio | acao=fez um experimento | valor=6117
linha=2899 | nome=Vitor | acao=estudou computacao | valor=7630
linha=2900 | nome=Felipe | acao=otimizou o algoritmo | valor=6780
linha=2901 | nome=Carlos | acao=executou o benchmark | valor=8260
linha=2902 | nome=Daniela | acao=estudou computacao | valor=1061
linha=2903 | nome=Helena | acao=otimizou o algoritmo | valor=9893
linha=2904 | nome=Carlos | acao=executou o benchmark | valor=2187
linha=2905 | nome=Igor | acao=otimizou o algoritmo | valor=7604
linha=2906 | nome=Natalia | acao=otimizou o algoritmo | valor=4931
linha=2907 | nome=Helena | acao=escreveu o relatorio | valor=5647
linha=2908 | nome=Natalia | acao=analisou os resultados | valor=1475
linha=2909 | nome=Paulo | acao=estudou computacao | valor=8021
linha=2910 | nome=Natalia | acao=executou o benchmark | valor=9713
linha=2911 | nome=Sofia | acao=escreveu o relatorio | valor=7633
linha=2912 | nome=Renata | acao=escreveu o relatorio | valor=9436
linha=2913 | nome=Ana | acao=escreveu o relatorio | valor=3344
linha=2914 | nome=Otavio | acao=fez um experimento | valor=3253
linha=2915 | nome=Mariana | acao=comparou as metricas | valor=3996
linha=2916 | nome=Ana | acao=participou da aula | valor=4525
linha=2917 | nome=Otavio | acao=otimizou o algoritmo | valor=6390
linha=2918 | nome=Carlos | acao=participou da aula | valor=1825
linha=2919 | nome=Vitor | acao=otimizou o algoritmo | valor=2132
linha=2920 | nome=Karen | acao=participou da aula | valor=3476
linha=2921 | nome=Gabriela | acao=fez um experimento | valor=6029
linha=2922 | nome=Karen | acao=estudou computacao | valor=9204
linha=2923 | nome=Daniela | acao=analisou os resultados | valor=8096
linha=2924 | nome=Mariana | acao=participou da aula | valor=7752
linha=2925 | nome=Joao | acao=comparou as metricas | valor=9443
linha=2926 | nome=Daniela | acao=otimizou o algoritmo | valor=4942
linha=2927 | nome=Felipe | acao=participou da aula | valor=2187
linha=2928 | nome=Otavio | acao=comparou as metricas | valor=2551
linha=2929 | nome=Gabriela | acao=comparou as metricas | valor=1595
linha=2930 | nome=Joao | acao=executou o benchmark | valor=9612
linha=2931 | nome=Ana | acao=executou o benchmark | valor=2946
linha=2932 | nome=Tiago | acao=analisou os resultados | valor=9682
linha=2933 | nome=Felipe | acao=participou da aula | valor=3074
linha=2934 | nome=Mariana | acao=fez um experimento | valor=7917
linha=2935 | nome=Felipe | acao=participou da aula | valor=4617
linha=2936 | nome=Ana | acao=participou da aula | valor=9095
linha=2937 | nome=Sofia | acao=escreveu o relatorio | valor=9275
linha=2938 | nome=Igor | acao=fez um experimento | valor=1890
linha=2939 | nome=Natalia | acao=estudou computacao | valor=1709
linha=2940 | nome=Ana | acao=fez um experimento | valor=2449
linha=2941 | nome=Eduarda | acao=analisou os resultados | valor=9568
linha=2942 | nome=Joao | acao=participou da aula | valor=1261
linha=2943 | nome=Natalia | acao=participou da aula | valor=3506
linha=2944 | nome=Natalia | acao=escreveu o relatorio | valor=4994
linha=2945 | nome=Vitor | acao=escreveu o relatorio | valor=2879
linha=2946 | nome=Helena | acao=otimizou o algoritmo | valor=2430
linha=2947 | nome=Natalia | acao=estudou computacao | valor=9987
linha=2948 | nome=Igor | acao=comparou as metricas | valor=2052
linha=2949 | nome=Renata | acao=participou da aula | valor=6560
linha=2950 | nome=Renata | acao=fez um experimento | valor=9411
linha=2951 | nome=Paulo | acao=comparou as metricas | valor=4061
linha=2952 | nome=Felipe | acao=analisou os resultados | valor=3661
linha=2953 | nome=Mariana | acao=comparou as metricas | valor=5881
linha=2954 | nome=Eduarda | acao=comparou as metricas | valor=3359
linha=2955 | nome=Vitor | acao=fez um experimento | valor=4421
linha=2956 | nome=Otavio | acao=otimizou o algoritmo | valor=2531
linha=2957 | nome=Renata | acao=analisou os resultados | valor=3476
linha=2958 | nome=Daniela | acao=participou da aula | valor=5135
linha=2959 | nome=Daniela | acao=estudou computacao | valor=9946
linha=2960 | nome=Felipe | acao=executou o benchmark | valor=2649
linha=2961 | nome=Mariana | acao=participou da aula | valor=6556
linha=2962 | nome=Joao | acao=otimizou o algoritmo | valor=3561
linha=2963 | nome=Natalia | acao=estudou computacao | valor=4077
linha=2964 | nome=Otavio | acao=comparou as metricas | valor=8635
linha=2965 | nome=Carlos | acao=otimizou o algoritmo | valor=7201
linha=2966 | nome=Daniela | acao=executou o benchmark | valor=3383
linha=2967 | nome=Natalia | acao=analisou os resultados | valor=7457
linha=2968 | nome=Joao | acao=participou da aula | valor=8445
linha=2969 | nome=Karen | acao=comparou as metricas | valor=8047
linha=2970 | nome=Helena | acao=estudou computacao | valor=6140
linha=2971 | nome=Lucas | acao=otimizou o algoritmo | valor=6363
linha=2972 | nome=Mariana | acao=otimizou o algoritmo | valor=5966
linha=2973 | nome=Bruno | acao=estudou computacao | valor=7876
linha=2974 | nome=Joao | acao=fez um experimento | valor=1574
linha=2975 | nome=Tiago | acao=estudou computacao | valor=7796
linha=2976 | nome=Helena | acao=comparou as metricas | valor=7014
linha=2977 | nome=Vitor | acao=participou da aula | valor=2212
linha=2978 | nome=Gabriela | acao=estudou computacao | valor=5502
linha=2979 | nome=Vitor | acao=fez um experimento | valor=1166
linha=2980 | nome=Sofia | acao=otimizou o algoritmo | valor=6334
linha=2981 | nome=Paulo | acao=participou da aula | valor=6528
linha=2982 | nome=Gabriela | acao=analisou os resultados | valor=6183
linha=2983 | nome=Gabriela | acao=otimizou o algoritmo | valor=6078
linha=2984 | nome=Daniela | acao=analisou os resultados | valor=5067
linha=2985 | nome=Felipe | acao=fez um experimento | valor=2574
linha=2986 | nome=Igor | acao=executou o benchmark | valor=8825
linha=2987 | nome=Natalia | acao=otimizou o algoritmo | valor=4233
linha=2988 | nome=Igor | acao=participou da aula | valor=5360
linha=2989 | nome=Joao | acao=escreveu o relatorio | valor=7155
linha=2990 | nome=Bruno | acao=estudou computacao | valor=1096
linha=2991 | nome=Karen | acao=estudou computacao | valor=5050
linha=2992 | nome=Tiago | acao=estudou computacao | valor=9351
linha=2993 | nome=Sofia | acao=comparou as metricas | valor=2404
linha=2994 | nome=Bruno | acao=fez um experimento | valor=5942
linha=2995 | nome=Daniela | acao=participou da aula | valor=7600
linha=2996 | nome=Mariana | acao=estudou computacao | valor=8818
linha=2997 | nome=Paulo | acao=executou o benchmark | valor=9528
linha=2998 | nome=Mariana | acao=participou da aula | valor=7846
linha=2999 | nome=Sofia | acao=otimizou o algoritmo | valor=4099
linha=3000 | nome=Igor | acao=escreveu o relatorio | valor=4520
linha=3001 | nome=Karen | acao=estudou computacao | valor=3503
linha=3002 | nome=Carlos | acao=analisou os resultados | valor=4528
linha=3003 | nome=Felipe | acao=estudou computacao | valor=8955
linha=3004 | nome=Vitor | acao=escreveu o relatorio | valor=5536
linha=3005 | nome=Paulo | acao=escreveu o relatorio | valor=7370
linha=3006 | nome=Mariana | acao=fez um experimento | valor=5264
linha=3007 | nome=Carlos | acao=escreveu o relatorio | valor=8453
linha=3008 | nome=Igor | acao=participou da aula | valor=5134
linha=3009 | nome=Felipe | acao=analisou os resultados | valor=7029
linha=3010 | nome=Felipe | acao=participou da aula | valor=4204
linha=3011 | nome=Renata | acao=participou da aula | valor=5247
linha=3012 | nome=Sofia | acao=estudou computacao | valor=2818
linha=3013 | nome=Bruno | acao=estudou computacao | valor=7090
