linha=1 | nome=Sofia | acao=escreveu o relatorio | valor=3112
linha=2187 | nome=Igor | acao=executou o benchmark | valor=2121
linha=2188 | nome=Natalia | acao=escreveu o relatorio | valor=2725
linha=2189 | nome=Felipe | acao=participou da aula | valor=3345
linha=2190 | nome=Lucas | acao=estudou computacao | valor=6782
linha=2191 | nome=Paulo | acao=executou o benchmark | valor=4534
linha=2192 | nome=Renata | acao=executou o benchmark | valor=4522
linha=2193 | nome=Paulo | acao=escreveu o relatorio | valor=7076
linha=2194 | nome=Felipe | acao=escreveu o relatorio | valor=9457
linha=2195 | nome=Eduarda | acao=fez um experimento | valor=9521
linha=2196 | nome=Eduarda | acao=participou da aula | valor=9193
linha=2197 | nome=Vitor | acao=participou da aula | valor=1119
linha=2198 | nome=Renata | acao=analisou os resultados | valor=1291
linha=2199 | nome=Gabriela | acao=otimizou o algoritmo | valor=8517
linha=2200 | nome=Karen | acao=executou o benchmark | valor=2125
linha=2201 | nome=Vitor | acao=analisou os resultados | valor=2467
linha=2202 | nome=Mariana | acao=executou o benchmark | valor=9216
linha=2203 | nome=Otavio | acao=executou o benchmark | valor=8003
linha=2204 | nome=Tiago | acao=participou da aula | valor=3146
linha=2205 | nome=Natalia | acao=executou o benchmark | valor=4613
linha=2206 | nome=Otavio | acao=analisou os resultados | valor=4913
linha=2207 | nome=Gabriela | acao=analisou os resultados | valor=7753
linha=2208 | nome=Otavio | acao=fez um experimento | valor=1871
linha=2209 | nome=Lucas | acao=executou o benchmark | valor=7143
linha=2210 | nome=Bruno | acao=analisou os resultados | valor=7093
linha=2211 | nome=Paulo | acao=analisou os resultados | valor=6091
linha=2212 | nome=Joao | acao=estudou computacao | valor=8605
linha=2213 | nome=Mariana | acao=escreveu o relatorio | valor=3294
linha=2214 | nome=Tiago | acao=otimizou o algoritmo | valor=9944
linha=2215 | nome=Mariana | acao=analisou os resultados | valor=8793
linha=2216 | nome=Ana | acao=comparou as metricas | valor=4243
linha=2217 | nome=Ana | acao=escreveu o relatorio | valor=5669
linha=2218 | nome=Bruno | acao=fez um experimento | valor=7731
linha=2219 | nome=Vitor | acao=executou o benchmark | valor=4682
linha=2220 | nome=Igor | acao=estudou computacao | valor=8246
linha=2221 | nome=Helena | acao=fez um experimento | valor=8405
linha=2222 | nome=Vitor | acao=estudou computacao | valor=8036
linha=2223 | nome=Igor | acao=analisou os resultados | valor=5489
linha=2224 | nome=Ana | acao=otimizou o algoritmo | valor=3027
linha=2225 | nome=Otavio | acao=analisou os resultados | valor=8479
linha=2226 | nome=Tiago | acao=analisou os resultados | valor=4071
linha=2227 | nome=Lucas | acao=otimizou o algoritmo | valor=7077
linha=2228 | nome=Felipe | acao=executou o benchmark | valor=8245
linha=2229 | nome=Lucas | acao=participou da aula | valor=8314
linha=2230 | nome=Eduarda | acao=escreveu o relatorio | valor=7691
linha=2231 | nome=Ana | acao=fez um experimento | valor=2369
linha=2232 | nome=Felipe | acao=analisou os resultados | valor=1559
linha=2233 | nome=Ana | acao=escreveu o relatorio | valor=8181
linha=2234 | nome=Ana | acao=fez um experimento | valor=1253
linha=2235 | nome=Paulo | acao=executou o benchmark | valor=7183
linha=2236 | nome=Karen | acao=executou o benchmark | valor=8968
linha=2237 | nome=Gabriela | acao=comparou as metricas | valor=8686
linha=2238 | nome=Mariana | acao=analisou os resultados | valor=8452
linha=2239 | nome=Gabriela | acao=analisou os resultados | valor=3417
linha=2240 | nome=Tiago | acao=estudou computacao | valor=4298
linha=2241 | nome=Eduarda | acao=analisou os resultados | valor=8622
linha=2242 | nome=Felipe | acao=otimizou o algoritmo | valor=8223
linha=2243 | nome=Helena | acao=participou da aula | valor=9011
linha=2244 | nome=Lucas | acao=escreveu o relatorio | valor=1208
linha=2245 | nome=Paulo | acao=escreveu o relatorio | valor=1710
linha=2246 | nome=Felipe | acao=estudou computacao | valor=5304
linha=2247 | nome=Paulo | acao=comparou as metricas | valor=6478
linha=2248 | nome=Bruno | acao=participou da aula | valor=3667
linha=2249 | nome=Carlos | acao=otimizou o algoritmo | valor=8597
linha=2250 | nome=Vitor | acao=executou o benchmark | valor=7388
linha=2251 | nome=Ana | acao=escreveu o relatorio | valor=7973
linha=2252 | nome=Ana | acao=otimizou o algoritmo | valor=4808
linha=2253 | nome=Bruno | acao=escreveu o relatorio | valor=6207
linha=2254 | nome=Felipe | acao=otimizou o algoritmo | valor=8747
linha=2255 | nome=Karen | acao=escreveu o relatorio | valor=3703
linha=2256 | nome=Otavio | acao=estudou computacao | valor=5712
linha=2257 | nome=Lucas | acao=fez um experimento | valor=3161
linha=2258 | nome=Natalia | acao=analisou os resultados | valor=2043
linha=2259 | nome=Igor | acao=estudou computacao | valor=8168
linha=2260 | nome=Renata | acao=escreveu o relatorio | valor=5445
linha=2261 | nome=Paulo | acao=analisou os resultados | valor=1953
linha=2262 | nome=Paulo | acao=participou da aula | valor=3862
linha=2263 | nome=Daniela | acao=executou o benchmark | valor=6750
linha=2264 | nome=Tiago | acao=executou o benchmark | valor=2741
linha=2265 | nome=Ana | acao=participou da aula | valor=8007
linha=2266 | nome=Carlos | acao=analisou os resultados | valor=2175
linha=2267 | nome=Sofia | acao=comparou as metricas | valor=4408
linha=2268 | nome=Joao | acao=executou o benchmark | valor=5128
linha=2269 | nome=Natalia | acao=fez um experimento | valor=4324
linha=2270 | nome=Renata | acao=analisou os resultados | valor=5285
linha=2271 | nome=Lucas | acao=comparou as metricas | valor=4578
linha=2272 | nome=Felipe | acao=executou o benchmark | valor=5260
linha=2273 | nome=Igor | acao=participou da aula | valor=6607
linha=2274 | nome=Mariana | acao=executou o benchmark | valor=7975
linha=2275 | nome=Felipe | acao=executou o benchmark | valor=3306
linha=2276 | nome=Lucas | acao=participou da aula | valor=7547
linha=2277 | nome=Lucas | acao=otimizou o algoritmo | valor=7470
linha=2278 | nome=Tiago | acao=participou da aula | valor=8991
linha=2279 | nome=Gabriela | acao=executou o benchmark | valor=7505
linha=2280 | nome=Vitor | acao=analisou os resultados | valor=5841
linha=2281 | nome=Renata | acao=fez um experimento | valor=3797
linha=2282 | nome=Vitor | acao=comparou as metricas | valor=6731
linha=2283 | nome=Eduarda | acao=fez um experimento | valor=2604
linha=2284 | nome=Daniela | acao=estudou computacao | valor=3956
linha=2285 | nome=Eduarda | acao=analisou os resultados | valor=7795
linha=2286 | nome=Joao | acao=fez um experimento | valor=5165
linha=2287 | nome=Mariana | acao=participou da aula | valor=3371
linha=2288 | nome=Bruno | acao=escreveu o relatorio | valor=3463
linha=2289 | nome=Mariana | acao=estudou computacao | valor=8219
linha=2290 | nome=Karen | acao=participou da aula | valor=4036
linha=2291 | nome=Mariana | acao=estudou computacao | valor=4607
linha=2292 | nome=Felipe | acao=participou da aula | valor=5696
linha=2293 | nome=Joao | acao=escreveu o relatorio | valor=4880
linha=2294 | nome=Natalia | acao=otimizou o algoritmo | valor=3923
linha=2295 | nome=Otavio | acao=otimizou o algoritmo | valor=9919
linha=2296 | nome=Gabriela | acao=executou o benchmark | valor=4115
linha=2297 | nome=Tiago | acao=participou da aula | valor=6600
linha=2298 | nome=Ana | acao=estudou computacao | valor=4853
linha=2299 | nome=Otavio | acao=fez um experimento | valor=5344
linha=2300 | nome=Bruno | acao=comparou as metricas | valor=6330
linha=2301 | nome=Mariana | acao=analisou os resultados | valor=5141
linha=2302 | nome=Gabriela | acao=escreveu o relatorio | valor=1405
linha=2303 | nome=Tiago | acao=escreveu o relatorio | valor=5430
linha=2304 | nome=Helena | acao=executou o benchmark | valor=2692
linha=2305 | nome=Natalia | acao=analisou os resultados | valor=5923
linha=2306 | nome=Igor | acao=fez um experimento | valor=6428
linha=2307 | nome=Bruno | acao=escreveu o relatorio | valor=2339
linha=2308 | nome=Lucas | acao=participou da aula | valor=4820
linha=2309 | nome=Ana | acao=analisou os resultados | valor=4482
linha=2310 | nome=Renata | acao=estudou computacao | valor=2146
linha=2311 | nome=Joao | acao=executou o benchmark | valor=2587
linha=2312 | nome=Daniela | acao=comparou as metricas | valor=6433
linha=2313 | nome=Eduarda | acao=estudou computacao | valor=4466
linha=2314 | nome=Natalia | acao=escreveu o relatorio | valor=3558
linha=2315 | nome=Otavio | acao=participou da aula | valor=4498
linha=2316 | nome=Ana | acao=otimizou o algoritmo | valor=9340
linha=2317 | nome=Vitor | acao=comparou as metricas | valor=8142
linha=2318 | nome=Lucas | acao=otimizou o algoritmo | valor=6833
linha=2319 | nome=Mariana | acao=escreveu o relatorio | valor=1626
linha=2320 | nome=Karen | acao=comparou as metricas | valor=5111
linha=2321 | nome=Daniela | acao=escreveu o relatorio | valor=3671
linha=2322 | nome=Lucas | acao=otimizou o algoritmo | valor=3701
linha=2323 | nome=Mariana | acao=fez um experimento | valor=1204
linha=2324 | nome=Sofia | acao=otimizou o algoritmo | valor=1369
linha=2325 | nome=Mariana | acao=escreveu o relatorio | valor=2959
linha=2326 | nome=Renata | acao=analisou os resultados | valor=3899
linha=2327 | nome=Paulo | acao=comparou as metricas | valor=5854
linha=2328 | nome=Mariana | acao=estudou computacao | valor=1969
linha=2329 | nome=Tiago | acao=otimizou o algoritmo | valor=5166
linha=2330 | nome=Sofia | acao=executou o benchmark | valor=5960
linha=2331 | nome=Gabriela | acao=participou da aula | valor=4091
linha=2332 | nome=Helena | acao=fez um experimento | valor=4864
linha=2333 | nome=Sofia | acao=fez um experimento | valor=7542
linha=2334 | nome=Carlos | acao=fez um experimento | valor=9993
linha=2335 | nome=Ana | acao=executou o benchmark | valor=9825
linha=2336 | nome=Mariana | acao=comparou as metricas | valor=9381
linha=2337 | nome=Tiago | acao=executou o benchmark | valor=1950
linha=2338 | nome=Bruno | acao=analisou os resultados | valor=4730
linha=2339 | nome=Felipe | acao=estudou computacao | valor=8797
linha=2340 | nome=Carlos | acao=estudou computacao | valor=9901
linha=2341 | nome=Helena | acao=escreveu o relatorio | valor=1783
linha=2342 | nome=Karen | acao=estudou computacao | valor=9390
linha=2343 | nome=Gabriela | acao=escreveu o relatorio | valor=2175
linha=2344 | nome=Felipe | acao=executou o benchmark | valor=1420
linha=2345 | nome=Felipe | acao=escreveu o relatorio | valor=5638
linha=2346 | nome=Lucas | acao=comparou as metricas | valor=5598
linha=2347 | nome=Karen | acao=comparou as metricas | valor=4100
linha=2348 | nome=Otavio | acao=fez um experimento | valor=2574
linha=2349 | nome=Ana | acao=executou o benchmark | valor=9885
linha=2350 | nome=Paulo | acao=fez um experimento | valor=2615
linha=2351 | nome=Felipe | acao=otimizou o algoritmo | valor=2070
linha=2352 | nome=Otavio | acao=participou da aula | valor=8682
linha=2353 | nome=Igor | acao=executou o benchmark | valor=7944
linha=2354 | nome=Ana | acao=otimizou o algoritmo | valor=8054
linha=2355 | nome=Helena | acao=participou da aula | valor=3124
linha=2356 | nome=Daniela | acao=participou da aula | valor=3109
linha=2357 | nome=Felipe | acao=executou o benchmark | valor=5459
linha=2358 | nome=Tiago | acao=estudou computacao | valor=9779
linha=2359 | nome=Carlos | acao=escreveu o relatorio | valor=4637
linha=2360 | nome=Daniela | acao=escreveu o relatorio | valor=5344
linha=2361 | nome=Carlos | acao=estudou computacao | valor=4561
linha=2362 | nome=Igor | acao=escreveu o relatorio | valor=1127
linha=2363 | nome=Otavio | acao=otimizou o algoritmo | valor=5167
linha=2364 | nome=Helena | acao=estudou computacao | valor=8983
linha=2365 | nome=Ana | acao=fez um experimento | valor=9793
linha=2366 | nome=Joao | acao=otimizou o algoritmo | valor=6035
linha=2367 | nome=Daniela | acao=escreveu o relatorio | valor=1333
linha=2368 | nome=Sofia | acao=participou da aula | valor=5463
linha=2369 | nome=Felipe | acao=comparou as metricas | valor=2809
linha=2370 | nome=Lucas | acao=otimizou o algoritmo | valor=2014
linha=2371 | nome=Natalia | acao=fez um experimento | valor=8597
linha=2372 | nome=Otavio | acao=comparou as metricas | valor=3914
linha=2373 | nome=Helena | acao=estudou computacao | valor=8861
linha=2374 | nome=Bruno | acao=fez um experimento | valor=3682
linha=2375 | nome=Ana | acao=comparou as metricas | valor=8607
linha=2376 | nome=Helena | acao=comparou as metricas | valor=9962
linha=2377 | nome=Otavio | acao=executou o benchmark | valor=4994
linha=2378 | nome=Daniela | acao=participou da aula | valor=8620
linha=2379 | nome=Mariana | acao=estudou computacao | valor=3938
linha=2380 | nome=Otavio | acao=executou o benchmark | valor=7207
linha=2381 | nome=Otavio | acao=participou da aula | valor=9060
linha=2382 | nome=Joao | acao=executou o benchmark | valor=6982
linha=2383 | nome=Ana | acao=otimizou o algoritmo | valor=9074
linha=2384 | nome=Gabriela | acao=executou o benchmark | valor=6351
linha=2385 | nome=Mariana | acao=analisou os resultados | valor=1155
linha=2386 | nome=Felipe | acao=escreveu o relatorio | valor=9903
linha=2387 | nome=Gabriela | acao=escreveu o relatorio | valor=5101
linha=2388 | nome=Natalia | acao=estudou computacao | valor=6704
linha=2389 | nome=Otavio | acao=estudou computacao | valor=9300
linha=2390 | nome=Ana | acao=otimizou o algoritmo | valor=6832
linha=2391 | nome=Eduarda | acao=fez um experimento | valor=7001
linha=2392 | nome=Carlos | acao=participou da aula | valor=8760
linha=2393 | nome=Renata | acao=analisou os resultados | valor=3262
linha=2394 | nome=Ana | acao=participou da aula | valor=3334
linha=2395 | nome=Paulo | acao=participou da aula | valor=4917
linha=2396 | nome=Lucas | acao=executou o benchmark | valor=1278
linha=2397 | nome=Otavio | acao=fez um experimento | valor=9966
linha=2398 | nome=Vitor | acao=participou da aula | valor=5454
linha=2399 | nome=Otavio | acao=comparou as metricas | valor=1037
linha=2400 | nome=Karen | acao=executou o benchmark | valor=4137
linha=2401 | nome=Renata | acao=escreveu o relatorio | valor=6904
linha=2402 | nome=Mariana | acao=estudou computacao | valor=9394
linha=2403 | nome=Carlos | acao=executou o benchmark | valor=6014
linha=2404 | nome=Mariana | acao=comparou as metricas | valor=7694
linha=2405 | nome=Tiago | acao=otimizou o algoritmo | valor=8613
linha=2406 | nome=Felipe | acao=estudou computacao | valor=9199
linha=2407 | nome=Natalia | acao=fez um experimento | valor=7652
linha=2408 | nome=Paulo | acao=escreveu o relatorio | valor=4914
linha=2409 | nome=Mariana | acao=fez um experimento | valor=2458
linha=2410 | nome=Lucas | acao=executou o benchmark | valor=1039
linha=2411 | nome=Natalia | acao=analisou os resultados | valor=3272
linha=2412 | nome=Vitor | acao=fez um experimento | valor=8149
linha=2413 | nome=Sofia | acao=comparou as metricas | valor=3435
linha=2414 | nome=Bruno | acao=executou o benchmark | valor=4984
linha=2415 | nome=Renata | acao=estudou computacao | valor=7450
linha=2416 | nome=Karen | acao=fez um experimento | valor=6124
linha=2417 | nome=Mariana | acao=fez um experimento | valor=1218
linha=2418 | nome=Gabriela | acao=fez um experimento | valor=8711
linha=2419 | nome=Otavio | acao=participou da aula | valor=6138
linha=2420 | nome=Eduarda | acao=estudou computacao | valor=8672
linha=2421 | nome=Daniela | acao=analisou os resultados | valor=5881
linha=2422 | nome=Felipe | acao=comparou as metricas | valor=4447
linha=2423 | nome=Mariana | acao=executou o benchmark | valor=4058
linha=2424 | nome=Natalia | acao=participou da aula | valor=1467
linha=2425 | nome=Mariana | acao=estudou computacao | valor=9658
linha=2426 | nome=Mariana | acao=otimizou o algoritmo | valor=6318
linha=2427 | nome=Bruno | acao=analisou os resultados | valor=8183
linha=2428 | nome=Igor | acao=estudou computacao | valor=5957
linha=2429 | nome=Tiago | acao=comparou as metricas | valor=5570
linha=2430 | nome=Bruno | acao=fez um experimento | valor=1582
linha=2431 | nome=Sofia | acao=escreveu o relatorio | valor=9393
linha=2432 | nome=Karen | acao=fez um experimento | valor=4615
linha=2433 | nome=Carlos | acao=participou da aula | valor=3976
linha=2434 | nome=Eduarda | acao=analisou os resultados | valor=3565
linha=2435 | nome=Lucas | acao=participou da aula | valor=1420
linha=2436 | nome=Daniela | acao=executou o benchmark | valor=1493
linha=2437 | nome=Eduarda | acao=analisou os resultados | valor=5784
linha=2438 | nome=Lucas | acao=otimizou o algoritmo | valor=7116
linha=2439 | nome=Paulo | acao=estudou computacao | valor=4639
linha=2440 | nome=Gabriela | acao=executou o benchmark | valor=3273
linha=2441 | nome=Bruno | acao=otimizou o algoritmo | valor=7071
linha=2442 | nome=Sofia | acao=participou da aula | valor=3073
linha=2443 | nome=Karen | acao=fez um experimento | valor=8058
linha=2444 | nome=Karen | acao=analisou os resultados | valor=3250
linha=2445 | nome=Tiago | acao=otimizou o algoritmo | valor=7296
linha=2446 | nome=Joao | acao=executou o benchmark | valor=4841
linha=2447 | nome=Eduarda | acao=analisou os resultados | valor=2516
linha=2448 | nome=Lucas | acao=estudou computacao | valor=1951
linha=2449 | nome=Helena | acao=executou o benchmark | valor=6180
linha=2450 | nome=Daniela | acao=fez um experimento | valor=8779
linha=2451 | nome=Igor | acao=fez um experimento | valor=4714
linha=2452 | nome=Carlos | acao=comparou as metricas | valor=1219
linha=2453 | nome=Felipe | acao=analisou os resultados | valor=7498
linha=2454 | nome=Karen | acao=comparou as metricas | valor=7754
linha=2455 | nome=Vitor | acao=escreveu o relatorio | valor=4682
linha=2456 | nome=Natalia | acao=analisou os resultados | valor=6958
linha=2457 | nome=Paulo | acao=executou o benchmark | valor=2607
linha=2458 | nome=Otavio | acao=estudou computacao | valor=4726
linha=2459 | nome=Lucas | acao=estudou computacao | valor=9166
linha=2460 | nome=Carlos | acao=comparou as metricas | valor=8661
linha=2461 | nome=Igor | acao=comparou as metricas | valor=2888
linha=2462 | nome=Renata | acao=comparou as metricas | valor=4472
linha=2463 | nome=Joao | acao=estudou computacao | valor=2429
linha=2464 | nome=Vitor | acao=estudou computacao | valor=6703
linha=2465 | nome=Daniela | acao=participou da aula | valor=8411
linha=2466 | nome=Bruno | acao=executou o benchmark | valor=9352
linha=2467 | nome=Mariana | acao=escreveu o relatorio | valor=2587
linha=2468 | nome=Karen | acao=otimizou o algoritmo | valor=4167
linha=2469 | nome=Mariana | acao=escreveu o relatorio | valor=2927
linha=2470 | nome=Mariana | acao=otimizou o algoritmo | valor=7045
linha=2471 | nome=Natalia | acao=fez um experimento | valor=8513
linha=2472 | nome=Karen | acao=comparou as metricas | valor=3914
linha=2473 | nome=Vitor | acao=analisou os resultados | valor=8045
linha=2474 | nome=Paulo | acao=participou da aula | valor=6867
linha=2475 | nome=Mariana | acao=executou o benchmark | valor=1851
linha=2476 | nome=Gabriela | acao=escreveu o relatorio | valor=3294
linha=2477 | nome=Eduarda | acao=otimizou o algoritmo | valor=8528
linha=2478 | nome=Helena | acao=participou da aula | valor=3411
linha=2479 | nome=Eduarda | acao=fez um experimento | valor=7634
linha=2480 | nome=Carlos | acao=fez um experimento | valor=7900
linha=2481 | nome=Natalia | acao=participou da aula | valor=7092
linha=2482 | nome=Daniela | acao=estudou computacao | valor=7484
linha=2483 | nome=Carlos | acao=escreveu o relatorio | valor=7671
linha=2484 | nome=Paulo | acao=analisou os resultados | valor=9852
linha=2485 | nome=Helena | acao=otimizou o algoritmo | valor=1089
linha=2486 | nome=Tiago | acao=otimizou o algoritmo | valor=8927
linha=2487 | nome=Sofia | acao=otimizou o algoritmo | valor=8086
linha=2488 | nome=Carlos | acao=executou o benchmark | valor=5963
linha=2489 | nome=Mariana | acao=analisou os resultados | valor=1748
linha=2490 | nome=Bruno | acao=otimizou o algoritmo | valor=2066
linha=2491 | nome=Felipe | acao=fez um experimento | valor=4661
linha=2492 | nome=Daniela | acao=estudou computacao | valor=8001
linha=2493 | nome=Natalia | acao=analisou os resultados | valor=3869
linha=2494 | nome=Renata | acao=participou da aula | valor=7487
linha=2495 | nome=Mariana | acao=executou o benchmark | valor=8232
linha=2496 | nome=Karen | acao=comparou as metricas | valor=6135
linha=2497 | nome=Igor | acao=participou da aula | valor=9005
linha=2498 | nome=Otavio | acao=estudou computacao | valor=3187
linha=2499 | nome=Bruno | acao=otimizou o algoritmo | valor=8218
linha=2500 | nome=Sofia | acao=otimizou o algoritmo | valor=4079
linha=2501 | nome=Daniela | acao=comparou as metricas | valor=8563
linha=2502 | nome=Renata | acao=comparou as metricas | valor=8348
linha=2503 | nome=Eduarda | acao=escreveu o relatorio | valor=9266
linha=2504 | nome=Bruno | acao=comparou as metricas | valor=4348
linha=2505 | nome=Carlos | acao=fez um experimento | valor=1956
linha=2506 | nome=Otavio | acao=escreveu o relatorio | valor=1794
linha=2507 | nome=Karen | acao=estudou computacao | valor=7223
linha=2508 | nome=Tiago | acao=otimizou o algoritmo | valor=3465
linha=2509 | nome=Ana | acao=otimizou o algoritmo | valor=7173
linha=2510 | nome=Igor | acao=otimizou o algoritmo | valor=6615
linha=2511 | nome=Joao | acao=estudou computacao | valor=8345
linha=2512 | nome=Karen | acao=fez um experimento | valor=6781
linha=2513 | nome=Otavio | acao=otimizou o algoritmo | valor=8238
linha=2514 | nome=Vitor | acao=otimizou o algoritmo | valor=8450
linha=2515 | nome=Mariana | acao=escreveu o relatorio | valor=1893
linha=2516 | nome=Otavio | acao=escreveu o relatorio | valor=5189
linha=2517 | nome=Helena | acao=fez um experimento | valor=5300
linha=2518 | nome=Renata | acao=otimizou o algoritmo | valor=9461
linha=2519 | nome=Karen | acao=comparou as metricas | valor=5780
linha=2520 | nome=Natalia | acao=executou o benchmark | valor=9283
linha=2521 | nome=Mariana | acao=comparou as metricas | valor=4562
linha=2522 | nome=Felipe | acao=participou da aula | valor=7770
linha=2523 | nome=Tiago | acao=fez um experimento | valor=9310
linha=2524 | nome=Tiago | acao=estudou computacao | valor=1192
linha=2525 | nome=Vitor | acao=participou da aula | valor=4569
linha=2526 | nome=Otavio | acao=comparou as metricas | valor=1736
linha=2527 | nome=Mariana | acao=escreveu o relatorio | valor=2251
linha=2528 | nome=Lucas | acao=comparou as metricas | valor=7536
linha=2529 | nome=Vitor | acao=estudou computacao | valor=3621
linha=2530 | nome=Vitor | acao=executou o benchmark | valor=6212
linha=2531 | nome=Otavio | acao=otimizou o algoritmo | valor=3385
linha=2532 | nome=Mariana | acao=participou da aula | valor=9776
linha=2533 | nome=Ana | acao=participou da aula | valor=8588
linha=2534 | nome=Renata | acao=executou o benchmark | valor=9883
linha=2535 | nome=Bruno | acao=fez um experimento | valor=5088
linha=2536 | nome=Sofia | acao=otimizou o algoritmo | valor=9441
linha=2537 | nome=Karen | acao=fez um experimento | valor=1312
linha=2538 | nome=Mariana | acao=comparou as metricas | valor=9699
linha=2539 | nome=Gabriela | acao=escreveu o relatorio | valor=9699
linha=2540 | nome=Daniela | acao=comparou as metricas | valor=8764
linha=2541 | nome=Karen | acao=analisou os resultados | valor=4075
linha=2542 | nome=Helena | acao=otimizou o algoritmo | valor=2227
linha=2543 | nome=Carlos | acao=otimizou o algoritmo | valor=1483
linha=2544 | nome=Igor | acao=escreveu o relatorio | valor=1051
linha=2545 | nome=Ana | acao=analisou os resultados | valor=5832
linha=2546 | nome=Carlos | acao=analisou os resultados | valor=6066
linha=2547 | nome=Bruno | acao=executou o benchmark | valor=8328
linha=2548 | nome=Eduarda | acao=analisou os resultados | valor=3747
linha=2549 | nome=Natalia | acao=comparou as metricas | valor=8699
linha=2550 | nome=Karen | acao=otimizou o algoritmo | valor=2757
linha=2551 | nome=Lucas | acao=comparou as metricas | valor=4960
linha=2552 | nome=Paulo | acao=analisou os resultados | valor=4792
linha=2553 | nome=Felipe | acao=fez um experimento | valor=3034
linha=2554 | nome=Renata | acao=analisou os resultados | valor=9494
linha=2555 | nome=Lucas | acao=analisou os resultados | valor=1469
linha=2556 | nome=Tiago | acao=analisou os resultados | valor=4894
linha=2557 | nome=Bruno | acao=estudou computacao | valor=1639
linha=2558 | nome=Sofia | acao=comparou as metricas | valor=6198
linha=2559 | nome=Otavio | acao=executou o benchmark | valor=2423
linha=2560 | nome=Paulo | acao=escreveu o relatorio | valor=2151
linha=2561 | nome=Otavio | acao=otimizou o algoritmo | valor=1564
linha=2562 | nome=Felipe | acao=participou da aula | valor=9964
linha=2563 | nome=Lucas | acao=estudou computacao | valor=5689
linha=2564 | nome=Mariana | acao=executou o benchmark | valor=9036
linha=2565 | nome=Eduarda | acao=fez um experimento | valor=4093
linha=2566 | nome=Eduarda | acao=fez um experimento | valor=8607
linha=2567 | nome=Felipe | acao=analisou os resultados | valor=1281
linha=2568 | nome=Renata | acao=otimizou o algoritmo | valor=4761
linha=2569 | nome=Karen | acao=escreveu o relatorio | valor=3836
linha=2570 | nome=Ana | acao=executou o benchmark | valor=1296
linha=2571 | nome=Vitor | acao=escreveu o relatorio | valor=8279
linha=2572 | nome=Paulo | acao=otimizou o algoritmo | valor=9265
linha=2573 | nome=Karen | acao=executou o benchmark | valor=9647
linha=2574 | nome=Bruno | acao=participou da aula | valor=1205
linha=2575 | nome=Mariana | acao=participou da aula | valor=2895
linha=2576 | nome=Daniela | acao=estudou computacao | valor=5435
linha=2577 | nome=Joao | acao=otimizou o algoritmo | valor=7717
linha=2578 | nome=Carlos | acao=analisou os resultados | valor=8435
linha=2579 | nome=Karen | acao=participou da aula | valor=2865
linha=2580 | nome=Vitor | acao=otimizou o algoritmo | valor=6727
linha=2581 | nome=Felipe | acao=estudou computacao | valor=7086
linha=2582 | nome=Felipe | acao=participou da aula | valor=7652
linha=2583 | nome=Bruno | acao=analisou os resultados | valor=3943
linha=2584 | nome=Helena | acao=executou o benchmark | valor=7753
linha=2585 | nome=Karen | acao=executou o benchmark | valor=7825
linha=2586 | nome=Mariana | acao=fez um experimento | valor=4056
linha=2587 | nome=Bruno | acao=analisou os resultados | valor=1439
linha=2588 | nome=Bruno | acao=escreveu o relatorio | valor=7481
linha=2589 | nome=Ana | acao=estudou computacao | valor=1382
linha=2590 | nome=Igor | acao=escreveu o relatorio | valor=8619
linha=2591 | nome=Karen | acao=estudou computacao | valor=4623
linha=2592 | nome=Igor | acao=fez um experimento | valor=3084
linha=2593 | nome=Mariana | acao=otimizou o algoritmo | valor=6562
linha=2594 | nome=Daniela | acao=executou o benchmark | valor=1289
linha=2595 | nome=Gabriela | acao=analisou os resultados | valor=5621
linha=2596 | nome=Lucas | acao=participou da aula | valor=1843
linha=2597 | nome=Otavio | acao=comparou as metricas | valor=4236
linha=2598 | nome=Igor | acao=estudou computacao | valor=8349
linha=2599 | nome=Otavio | acao=analisou os resultados | valor=1964
linha=2600 | nome=Gabriela | acao=fez um experimento | valor=4072
linha=2601 | nome=Daniela | acao=comparou as metricas | valor=8153
linha=2602 | nome=Carlos | acao=participou da aula | valor=4960
linha=2603 | nome=Daniela | acao=executou o benchmark | valor=8389
linha=2604 | nome=Felipe | acao=comparou as metricas | valor=6041
linha=2605 | nome=Mariana | acao=analisou os resultados | valor=7234
linha=2606 | nome=Tiago | acao=analisou os resultados | valor=1497
linha=2607 | nome=Carlos | acao=escreveu o relatorio | valor=5710
linha=2608 | nome=Daniela | acao=fez um experimento | valor=5855
linha=2609 | nome=Mariana | acao=comparou as metricas | valor=6219
linha=2610 | nome=Paulo | acao=fez um experimento | valor=2405
linha=2611 | nome=Joao | acao=analisou os resultados | valor=3597
linha=2612 | nome=Eduarda | acao=escreveu o relatorio | valor=9851
linha=2613 | nome=Helena | acao=analisou os resultados | valor=2341
linha=2614 | nome=Mariana | acao=analisou os resultados | valor=8319
linha=2615 | nome=Lucas | acao=participou da aula | valor=6985
linha=2616 | nome=Gabriela | acao=fez um experimento | valor=9033
linha=2617 | nome=Mariana | acao=participou da aula | valor=7056
linha=2618 | nome=Bruno | acao=participou da aula | valor=9959
linha=2619 | nome=Tiago | acao=estudou computacao | valor=3189
linha=2620 | nome=Tiago | acao=fez um experimento | valor=6141
linha=2621 | nome=Joao | acao=analisou os resultados | valor=1019
linha=2622 | nome=Paulo | acao=participou da aula | valor=8941
linha=2623 | nome=Felipe | acao=escreveu o relatorio | valor=8868
