linha=1 | nome=Paulo | acao=executou o benchmark | valor=3803
linha=2261 | nome=Bruno | acao=fez um experimento | valor=4142
linha=2262 | nome=Mariana | acao=executou o benchmark | valor=2187
linha=2263 | nome=Ana | acao=analisou os resultados | valor=5302
linha=2264 | nome=Mariana | acao=estudou computacao | valor=6427
linha=2265 | nome=Mariana | acao=analisou os resultados | valor=1738
linha=2266 | nome=Carlos | acao=comparou as metricas | valor=7155
linha=2267 | nome=Igor | acao=fez um experimento | valor=1308
linha=2268 | nome=Lucas | acao=analisou os resultados | valor=6951
linha=2269 | nome=Lucas | acao=escreveu o relatorio | valor=3903
linha=2270 | nome=Gabriela | acao=executou o benchmark | valor=4493
linha=2271 | nome=Natalia | acao=participou da aula | valor=4788
linha=2272 | nome=Bruno | acao=participou da aula | valor=7061
linha=2273 | nome=Igor | acao=escreveu o relatorio | valor=3455
linha=2274 | nome=Carlos | acao=estudou computacao | valor=6120
linha=2275 | nome=Bruno | acao=executou o benchmark | valor=9208
linha=2276 | nome=Lucas | acao=estudou computacao | valor=8051
linha=2277 | nome=Igor | acao=otimizou o algoritmo | valor=4071
linha=2278 | nome=Gabriela | acao=escreveu o relatorio | valor=2325
linha=2279 | nome=Joao | acao=estudou computacao | valor=2253
linha=2280 | nome=Karen | acao=participou da aula | valor=5440
linha=2281 | nome=Carlos | acao=fez um experimento | valor=9819
linha=2282 | nome=Eduarda | acao=comparou as metricas | valor=3144
linha=2283 | nome=Sofia | acao=escreveu o relatorio | valor=6371
linha=2284 | nome=Renata | acao=comparou as metricas | valor=5431
linha=2285 | nome=Tiago | acao=participou da aula | valor=1255
linha=2286 | nome=Felipe | acao=executou o benchmark | valor=3413
linha=2287 | nome=Sofia | acao=escreveu o relatorio | valor=4510
linha=2288 | nome=Lucas | acao=analisou os resultados | valor=9614
linha=2289 | nome=Lucas | acao=otimizou o algoritmo | valor=9427
linha=2290 | nome=Lucas | acao=analisou os resultados | valor=4054
linha=2291 | nome=Paulo | acao=fez um experimento | valor=1285
linha=2292 | nome=Tiago | acao=fez um experimento | valor=8218
linha=2293 | nome=Sofia | acao=estudou computacao | valor=9281
linha=2294 | nome=Ana | acao=fez um experimento | valor=8130
linha=2295 | nome=Lucas | acao=escreveu o relatorio | valor=5158
linha=2296 | nome=Paulo | acao=estudou computacao | valor=6193
linha=2297 | nome=Ana | acao=participou da aula | valor=3037
linha=2298 | nome=Sofia | acao=comparou as metricas | valor=2800
linha=2299 | nome=Eduarda | acao=executou o benchmark | valor=4172
linha=2300 | nome=Sofia | acao=executou o benchmark | valor=1266
linha=2301 | nome=Vitor | acao=comparou as metricas | valor=9330
linha=2302 | nome=Renata | acao=fez um experimento | valor=2546
linha=2303 | nome=Mariana | acao=participou da aula | valor=2265
linha=2304 | nome=Lucas | acao=fez um experimento | valor=3276
linha=2305 | nome=Sofia | acao=otimizou o algoritmo | valor=1543
linha=2306 | nome=Helena | acao=fez um experimento | valor=9012
linha=2307 | nome=Otavio | acao=otimizou o algoritmo | valor=3278
linha=2308 | nome=Ana | acao=estudou computacao | valor=7920
linha=2309 | nome=Bruno | acao=escreveu o relatorio | valor=7619
linha=2310 | nome=Bruno | acao=comparou as metricas | valor=2891
linha=2311 | nome=Daniela | acao=analisou os resultados | valor=1260
linha=2312 | nome=Carlos | acao=escreveu o relatorio | valor=7926
linha=2313 | nome=Mariana | acao=executou o benchmark | valor=3160
linha=2314 | nome=Renata | acao=estudou computacao | valor=9109
linha=2315 | nome=Karen | acao=executou o benchmark | valor=8221
linha=2316 | nome=Mariana | acao=comparou as metricas | valor=9480
linha=2317 | nome=Otavio | acao=otimizou o algoritmo | valor=5172
linha=2318 | nome=Helena | acao=participou da aula | valor=7858
linha=2319 | nome=Gabriela | acao=comparou as metricas | valor=2242
linha=2320 | nome=Vitor | acao=fez um experimento | valor=9512
linha=2321 | nome=Mariana | acao=comparou as metricas | valor=1159
linha=2322 | nome=Bruno | acao=otimizou o algoritmo | valor=7397
linha=2323 | nome=Paulo | acao=estudou computacao | valor=9843
linha=2324 | nome=Sofia | acao=executou o benchmark | valor=8992
linha=2325 | nome=Lucas | acao=fez um experimento | valor=2383
linha=2326 | nome=Daniela | acao=executou o benchmark | valor=4760
linha=2327 | nome=Felipe | acao=fez um experimento | valor=4205
linha=2328 | nome=Mariana | acao=fez um experimento | valor=9719
linha=2329 | nome=Natalia | acao=escreveu o relatorio | valor=8579
linha=2330 | nome=Lucas | acao=comparou as metricas | valor=3709
linha=2331 | nome=Natalia | acao=escreveu o relatorio | valor=7664
linha=2332 | nome=Sofia | acao=escreveu o relatorio | valor=5059
linha=2333 | nome=Felipe | acao=estudou computacao | valor=9193
linha=2334 | nome=Eduarda | acao=estudou computacao | valor=6756
linha=2335 | nome=Ana | acao=estudou computacao | valor=2829
linha=2336 | nome=Daniela | acao=analisou os resultados | valor=3118
linha=2337 | nome=Karen | acao=fez um experimento | valor=9452
linha=2338 | nome=Tiago | acao=escreveu o relatorio | valor=8296
linha=2339 | nome=Daniela | acao=escreveu o relatorio | valor=1953
linha=2340 | nome=Joao | acao=escreveu o relatorio | valor=1714
linha=2341 | nome=Natalia | acao=comparou as metricas | valor=1514
linha=2342 | nome=Sofia | acao=estudou computacao | valor=6079
linha=2343 | nome=Igor | acao=otimizou o algoritmo | valor=9165
linha=2344 | nome=Felipe | acao=participou da aula | valor=1073
linha=2345 | nome=Felipe | acao=participou da aula | valor=5177
linha=2346 | nome=Ana | acao=executou o benchmark | valor=9976
linha=2347 | nome=Otavio | acao=escreveu o relatorio | valor=4230
linha=2348 | nome=Vitor | acao=executou o benchmark | valor=7909
linha=2349 | nome=Mariana | acao=executou o benchmark | valor=4992
linha=2350 | nome=Vitor | acao=analisou os resultados | valor=8201
linha=2351 | nome=Gabriela | acao=otimizou o algoritmo | valor=1258
linha=2352 | nome=Renata | acao=comparou as metricas | valor=5157
linha=2353 | nome=Daniela | acao=otimizou o algoritmo | valor=9395
linha=2354 | nome=Karen | acao=fez um experimento | valor=4430
linha=2355 | nome=Tiago | acao=otimizou o algoritmo | valor=3884
linha=2356 | nome=Sofia | acao=participou da aula | valor=6607
linha=2357 | nome=Helena | acao=participou da aula | valor=6141
linha=2358 | nome=Mariana | acao=escreveu o relatorio | valor=2031
linha=2359 | nome=Renata | acao=otimizou o algoritmo | valor=8272
linha=2360 | nome=Paulo | acao=fez um experimento | valor=1981
linha=2361 | nome=Igor | acao=analisou os resultados | valor=2351
linha=2362 | nome=Lucas | acao=estudou computacao | valor=2492
linha=2363 | nome=Eduarda | acao=comparou as metricas | valor=5185
linha=2364 | nome=Bruno | acao=analisou os resultados | valor=7728
linha=2365 | nome=Karen | acao=estudou computacao | valor=6382
linha=2366 | nome=Mariana | acao=comparou as metricas | valor=9968
linha=2367 | nome=Paulo | acao=fez um experimento | valor=3159
linha=2368 | nome=Bruno | acao=analisou os resultados | valor=2059
linha=2369 | nome=Lucas | acao=comparou as metricas | valor=1233
linha=2370 | nome=Mariana | acao=escreveu o relatorio | valor=3702
linha=2371 | nome=Gabriela | acao=escreveu o relatorio | valor=9144
linha=2372 | nome=Vitor | acao=otimizou o algoritmo | valor=3983
linha=2373 | nome=Ana | acao=otimizou o algoritmo | valor=2550
linha=2374 | nome=Gabriela | acao=executou o benchmark | valor=5429
linha=2375 | nome=Karen | acao=analisou os resultados | valor=3423
linha=2376 | nome=Igor | acao=executou o benchmark | valor=3447
linha=2377 | nome=Ana | acao=comparou as metricas | valor=9342
linha=2378 | nome=Otavio | acao=executou o benchmark | valor=3452
linha=2379 | nome=Helena | acao=escreveu o relatorio | valor=3792
linha=2380 | nome=Sofia | acao=executou o benchmark | valor=1592
linha=2381 | nome=Daniela | acao=escreveu o relatorio | valor=2055
linha=2382 | nome=Helena | acao=participou da aula | valor=7358
linha=2383 | nome=Natalia | acao=participou da aula | valor=5738
linha=2384 | nome=Bruno | acao=escreveu o relatorio | valor=9858
linha=2385 | nome=Renata | acao=executou o benchmark | valor=2515
linha=2386 | nome=Bruno | acao=estudou computacao | valor=9787
linha=2387 | nome=Igor | acao=executou o benchmark | valor=9970
linha=2388 | nome=Gabriela | acao=participou da aula | valor=2528
linha=2389 | nome=Renata | acao=comparou as metricas | valor=5186
linha=2390 | nome=Otavio | acao=analisou os resultados | valor=1893
linha=2391 | nome=Ana | acao=escreveu o relatorio | valor=6117
linha=2392 | nome=Natalia | acao=otimizou o algoritmo | valor=1185
linha=2393 | nome=Eduarda | acao=comparou as metricas | valor=2277
linha=2394 | nome=Helena | acao=otimizou o algoritmo | valor=8933
linha=2395 | nome=Tiago | acao=escreveu o relatorio | valor=6050
linha=2396 | nome=Daniela | acao=executou o benchmark | valor=1288
linha=2397 | nome=Eduarda | acao=escreveu o relatorio | valor=5729
linha=2398 | nome=Felipe | acao=fez um experimento | valor=8803
linha=2399 | nome=Lucas | acao=estudou computacao | valor=5745
linha=2400 | nome=Mariana | acao=fez um experimento | valor=2482
linha=2401 | nome=Mariana | acao=estudou computacao | valor=7596
linha=2402 | nome=Joao | acao=estudou computacao | valor=4986
linha=2403 | nome=Lucas | acao=estudou computacao | valor=8685
linha=2404 | nome=Lucas | acao=participou da aula | valor=3812
linha=2405 | nome=Felipe | acao=analisou os resultados | valor=6887
linha=2406 | nome=Ana | acao=escreveu o relatorio | valor=2395
linha=2407 | nome=Natalia | acao=otimizou o algoritmo | valor=8100
linha=2408 | nome=Gabriela | acao=comparou as metricas | valor=6386
linha=2409 | nome=Helena | acao=analisou os resultados | valor=1404
linha=2410 | nome=Tiago | acao=estudou computacao | valor=3054
linha=2411 | nome=Eduarda | acao=comparou as metricas | valor=4791
linha=2412 | nome=Renata | acao=otimizou o algoritmo | valor=5169
linha=2413 | nome=Gabriela | acao=fez um experimento | valor=8468
linha=2414 | nome=Daniela | acao=fez um experimento | valor=3179
linha=2415 | nome=Gabriela | acao=escreveu o relatorio | valor=9997
linha=2416 | nome=Eduarda | acao=executou o benchmark | valor=2915
linha=2417 | nome=Karen | acao=estudou computacao | valor=6310
linha=2418 | nome=Ana | acao=estudou computacao | valor=5694
linha=2419 | nome=Mariana | acao=executou o benchmark | valor=9610
linha=2420 | nome=Eduarda | acao=fez um experimento | valor=4097
linha=2421 | nome=Otavio | acao=comparou as metricas | valor=5392
linha=2422 | nome=Sofia | acao=escreveu o relatorio | valor=6624
linha=2423 | nome=Gabriela | acao=estudou computacao | valor=2614
linha=2424 | nome=Lucas | acao=otimizou o algoritmo | valor=6307
linha=2425 | nome=Vitor | acao=estudou computacao | valor=1257
linha=2426 | nome=Renata | acao=executou o benchmark | valor=4935
linha=2427 | nome=Ana | acao=otimizou o algoritmo | valor=7406
linha=2428 | nome=Paulo | acao=fez um experimento | valor=5496
linha=2429 | nome=Renata | acao=otimizou o algoritmo | valor=9219
linha=2430 | nome=Bruno | acao=analisou os resultados | valor=3619
linha=2431 | nome=Daniela | acao=analisou os resultados | valor=1857
linha=2432 | nome=Gabriela | acao=fez um experimento | valor=1985
linha=2433 | nome=Karen | acao=participou da aula | valor=9283
linha=2434 | nome=Mariana | acao=participou da aula | valor=3171
linha=2435 | nome=Natalia | acao=estudou computacao | valor=2715
linha=2436 | nome=Vitor | acao=estudou computacao | valor=5024
linha=2437 | nome=Sofia | acao=otimizou o algoritmo | valor=2023
linha=2438 | nome=Joao | acao=escreveu o relatorio | valor=1136
linha=2439 | nome=Tiago | acao=escreveu o relatorio | valor=8532
linha=2440 | nome=Bruno | acao=comparou as metricas | valor=7429
linha=2441 | nome=Carlos | acao=executou o benchmark | valor=6813
linha=2442 | nome=Joao | acao=estudou computacao | valor=6294
linha=2443 | nome=Natalia | acao=otimizou o algoritmo | valor=3378
linha=2444 | nome=Vitor | acao=escreveu o relatorio | valor=5082
linha=2445 | nome=Vitor | acao=otimizou o algoritmo | valor=5465
linha=2446 | nome=Lucas | acao=otimizou o algoritmo | valor=3154
linha=2447 | nome=Joao | acao=analisou os resultados | valor=6546
linha=2448 | nome=Vitor | acao=participou da aula | valor=4593
linha=2449 | nome=Gabriela | acao=fez um experimento | valor=6121
linha=2450 | nome=Mariana | acao=otimizou o algoritmo | valor=5963
linha=2451 | nome=Joao | acao=comparou as metricas | valor=8158
linha=2452 | nome=Natalia | acao=fez um experimento | valor=4090
linha=2453 | nome=Otavio | acao=fez um experimento | valor=6585
linha=2454 | nome=Otavio | acao=escreveu o relatorio | valor=3220
linha=2455 | nome=Daniela | acao=otimizou o algoritmo | valor=8489
linha=2456 | nome=Ana | acao=escreveu o relatorio | valor=5421
linha=2457 | nome=Carlos | acao=participou da aula | valor=1378
linha=2458 | nome=Helena | acao=fez um experimento | valor=1461
linha=2459 | nome=Paulo | acao=executou o benchmark | valor=5885
linha=2460 | nome=Vitor | acao=estudou computacao | valor=4940
linha=2461 | nome=Eduarda | acao=executou o benchmark | valor=9267
linha=2462 | nome=Otavio | acao=analisou os resultados | valor=9366
linha=2463 | nome=Eduarda | acao=executou o benchmark | valor=4378
linha=2464 | nome=Karen | acao=analisou os resultados | valor=5939
linha=2465 | nome=Karen | acao=analisou os resultados | valor=9370
linha=2466 | nome=Sofia | acao=estudou computacao | valor=3010
linha=2467 | nome=Eduarda | acao=estudou computacao | valor=3813
linha=2468 | nome=Tiago | acao=participou da aula | valor=6159
linha=2469 | nome=Sofia | acao=comparou as metricas | valor=9228
linha=2470 | nome=Sofia | acao=participou da aula | valor=7930
linha=2471 | nome=Sofia | acao=estudou computacao | valor=6839
linha=2472 | nome=Natalia | acao=escreveu o relatorio | valor=6656
linha=2473 | nome=Lucas | acao=otimizou o algoritmo | valor=1089
linha=2474 | nome=Karen | acao=analisou os resultados | valor=3608
linha=2475 | nome=Otavio | acao=comparou as metricas | valor=9891
linha=2476 | nome=Helena | acao=fez um experimento | valor=9748
linha=2477 | nome=Carlos | acao=escreveu o relatorio | valor=6324
linha=2478 | nome=Felipe | acao=estudou computacao | valor=7568
linha=2479 | nome=Lucas | acao=executou o benchmark | valor=5220
linha=2480 | nome=Felipe | acao=participou da aula | valor=2887
linha=2481 | nome=Karen | acao=executou o benchmark | valor=3616
linha=2482 | nome=Helena | acao=comparou as metricas | valor=6449
linha=2483 | nome=Felipe | acao=executou o benchmark | valor=5880
linha=2484 | nome=Gabriela | acao=executou o benchmark | valor=6871
linha=2485 | nome=Bruno | acao=fez um experimento | valor=1545
linha=2486 | nome=Natalia | acao=comparou as metricas | valor=3146
linha=2487 | nome=Sofia | acao=escreveu o relatorio | valor=7837
linha=2488 | nome=Igor | acao=participou da aula | valor=5212
linha=2489 | nome=Natalia | acao=analisou os resultados | valor=8582
linha=2490 | nome=Eduarda | acao=executou o benchmark | valor=5536
linha=2491 | nome=Igor | acao=analisou os resultados | valor=4047
linha=2492 | nome=Joao | acao=participou da aula | valor=1789
linha=2493 | nome=Gabriela | acao=comparou as metricas | valor=3640
linha=2494 | nome=Paulo | acao=executou o benchmark | valor=5084
linha=2495 | nome=Mariana | acao=participou da aula | valor=4562
linha=2496 | nome=Tiago | acao=comparou as metricas | valor=1823
linha=2497 | nome=Otavio | acao=otimizou o algoritmo | valor=3202
linha=2498 | nome=Igor | acao=executou o benchmark | valor=1563
linha=2499 | nome=Helena | acao=participou da aula | valor=6722
linha=2500 | nome=Tiago | acao=comparou as metricas | valor=7135
linha=2501 | nome=Otavio | acao=escreveu o relatorio | valor=5900
linha=2502 | nome=Renata | acao=comparou as metricas | valor=4358
linha=2503 | nome=Natalia | acao=estudou computacao | valor=4452
linha=2504 | nome=Vitor | acao=comparou as metricas | valor=4687
linha=2505 | nome=Paulo | acao=executou o benchmark | valor=5005
linha=2506 | nome=Mariana | acao=participou da aula | valor=5828
linha=2507 | nome=Gabriela | acao=participou da aula | valor=9064
linha=2508 | nome=Ana | acao=participou da aula | valor=4491
linha=2509 | nome=Natalia | acao=participou da aula | valor=4935
linha=2510 | nome=Paulo | acao=fez um experimento | valor=3776
linha=2511 | nome=Lucas | acao=estudou computacao | valor=1088
linha=2512 | nome=Helena | acao=otimizou o algoritmo | valor=3258
linha=2513 | nome=Natalia | acao=estudou computacao | valor=9055
linha=2514 | nome=Vitor | acao=participou da aula | valor=6943
linha=2515 | nome=Sofia | acao=executou o benchmark | valor=5694
linha=2516 | nome=Joao | acao=comparou as metricas | valor=2539
linha=2517 | nome=Gabriela | acao=executou o benchmark | valor=3504
linha=2518 | nome=Lucas | acao=escreveu o relatorio | valor=8473
linha=2519 | nome=Natalia | acao=executou o benchmark | valor=7709
linha=2520 | nome=Tiago | acao=executou o benchmark | valor=9167
linha=2521 | nome=Vitor | acao=comparou as metricas | valor=3779
linha=2522 | nome=Daniela | acao=executou o benchmark | valor=5305
linha=2523 | nome=Lucas | acao=participou da aula | valor=3972
linha=2524 | nome=Igor | acao=analisou os resultados | valor=9097
linha=2525 | nome=Renata | acao=estudou computacao | valor=7814
linha=2526 | nome=Paulo | acao=participou da aula | valor=9432
linha=2527 | nome=Otavio | acao=estudou computacao | valor=8574
linha=2528 | nome=Tiago | acao=escreveu o relatorio | valor=6734
linha=2529 | nome=Joao | acao=comparou as metricas | valor=6444
linha=2530 | nome=Lucas | acao=estudou computacao | valor=4962
linha=2531 | nome=Vitor | acao=comparou as metricas | valor=9579
linha=2532 | nome=Helena | acao=otimizou o algoritmo | valor=6723
linha=2533 | nome=Ana | acao=executou o benchmark | valor=3806
linha=2534 | nome=Tiago | acao=escreveu o relatorio | valor=5779
linha=2535 | nome=Karen | acao=estudou computacao | valor=4462
linha=2536 | nome=Igor | acao=comparou as metricas | valor=2857
linha=2537 | nome=Mariana | acao=executou o benchmark | valor=7520
linha=2538 | nome=Igor | acao=escreveu o relatorio | valor=1029
linha=2539 | nome=Daniela | acao=otimizou o algoritmo | valor=5897
linha=2540 | nome=Helena | acao=fez um experimento | valor=9743
linha=2541 | nome=Bruno | acao=analisou os resultados | valor=2735
linha=2542 | nome=Bruno | acao=escreveu o relatorio | valor=4128
linha=2543 | nome=Karen | acao=fez um experimento | valor=2028
linha=2544 | nome=Natalia | acao=fez um experimento | valor=5276
linha=2545 | nome=Mariana | acao=otimizou o algoritmo | valor=7354
linha=2546 | nome=Gabriela | acao=escreveu o relatorio | valor=8327
linha=2547 | nome=Helena | acao=analisou os resultados | valor=9097
linha=2548 | nome=Eduarda | acao=escreveu o relatorio | valor=6607
linha=2549 | nome=Gabriela | acao=fez um experimento | valor=7941
linha=2550 | nome=Otavio | acao=executou o benchmark | valor=2262
linha=2551 | nome=Mariana | acao=escreveu o relatorio | valor=2172
linha=2552 | nome=Felipe | acao=fez um experimento | valor=1945
linha=2553 | nome=Vitor | acao=analisou os resultados | valor=3504
linha=2554 | nome=Gabriela | acao=comparou as metricas | valor=5070
linha=2555 | nome=Igor | acao=analisou os resultados | valor=5808
linha=2556 | nome=Igor | acao=analisou os resultados | valor=4415
linha=2557 | nome=Renata | acao=executou o benchmark | valor=4298
linha=2558 | nome=Renata | acao=analisou os resultados | valor=3467
linha=2559 | nome=Natalia | acao=executou o benchmark | valor=2610
linha=2560 | nome=Vitor | acao=fez um experimento | valor=9534
linha=2561 | nome=Karen | acao=escreveu o relatorio | valor=1917
linha=2562 | nome=Paulo | acao=fez um experimento | valor=2957
linha=2563 | nome=Igor | acao=fez um experimento | valor=8962
linha=2564 | nome=Sofia | acao=executou o benchmark | valor=2842
linha=2565 | nome=Daniela | acao=comparou as metricas | valor=7721
linha=2566 | nome=Joao | acao=executou o benchmark | valor=1941
linha=2567 | nome=Ana | acao=analisou os resultados | valor=9106
linha=2568 | nome=Joao | acao=estudou computacao | valor=3042
linha=2569 | nome=Joao | acao=escreveu o relatorio | valor=4632
linha=2570 | nome=Renata | acao=estudou computacao | valor=4105
linha=2571 | nome=Gabriela | acao=analisou os resultados | valor=9617
linha=2572 | nome=Paulo | acao=otimizou o algoritmo | valor=5569
linha=2573 | nome=Carlos | acao=fez um experimento | valor=6389
linha=2574 | nome=Lucas | acao=analisou os resultados | valor=2793
linha=2575 | nome=Mariana | acao=analisou os resultados | valor=2293
linha=2576 | nome=Natalia | acao=estudou computacao | valor=2431
linha=2577 | nome=Eduarda | acao=escreveu o relatorio | valor=1929
linha=2578 | nome=Sofia | acao=analisou os resultados | valor=4527
linha=2579 | nome=Karen | acao=comparou as metricas | valor=8029
linha=2580 | nome=Mariana | acao=otimizou o algoritmo | valor=1681
linha=2581 | nome=Felipe | acao=escreveu o relatorio | valor=2736
linha=2582 | nome=Lucas | acao=analisou os resultados | valor=1607
linha=2583 | nome=Mariana | acao=executou o benchmark | valor=5133
linha=2584 | nome=Natalia | acao=participou da aula | valor=4889
linha=2585 | nome=Paulo | acao=executou o benchmark | valor=4281
linha=2586 | nome=Lucas | acao=participou da aula | valor=7400
linha=2587 | nome=Igor | acao=fez um experimento | valor=6844
linha=2588 | nome=Daniela | acao=executou o benchmark | valor=7084
linha=2589 | nome=Joao | acao=participou da aula | valor=2698
linha=2590 | nome=Carlos | acao=analisou os resultados | valor=5487
linha=2591 | nome=Igor | acao=participou da aula | valor=2696
linha=2592 | nome=Carlos | acao=escreveu o relatorio | valor=3678
linha=2593 | nome=Joao | acao=escreveu o relatorio | valor=5378
linha=2594 | nome=Gabriela | acao=analisou os resultados | valor=8439
linha=2595 | nome=Natalia | acao=otimizou o algoritmo | valor=5506
linha=2596 | nome=Igor | acao=analisou os resultados | valor=6396
linha=2597 | nome=Mariana | acao=estudou computacao | valor=8624
linha=2598 | nome=Renata | acao=participou da aula | valor=3690
linha=2599 | nome=Lucas | acao=analisou os resultados | valor=8403
linha=2600 | nome=Tiago | acao=participou da aula | valor=6170
linha=2601 | nome=Otavio | acao=analisou os resultados | valor=7817
linha=2602 | nome=Igor | acao=estudou computacao | valor=2842
linha=2603 | nome=Lucas | acao=participou da aula | valor=3941
linha=2604 | nome=Tiago | acao=executou o benchmark | valor=5942
linha=2605 | nome=Mariana | acao=estudou computacao | valor=4955
linha=2606 | nome=Natalia | acao=otimizou o algoritmo | valor=1536
linha=2607 | nome=Gabriela | acao=comparou as metricas | valor=4933
linha=2608 | nome=Joao | acao=escreveu o relatorio | valor=6513
linha=2609 | nome=Daniela | acao=comparou as metricas | valor=6324
linha=2610 | nome=Tiago | acao=escreveu o relatorio | valor=4658
linha=2611 | nome=Eduarda | acao=escreveu o relatorio | valor=9476
linha=2612 | nome=Gabriela | acao=comparou as metricas | valor=7517
linha=2613 | nome=Mariana | acao=analisou os resultados | valor=9232
linha=2614 | nome=Renata | acao=analisou os resultados | valor=3231
linha=2615 | nome=Gabriela | acao=estudou computacao | valor=8661
linha=2616 | nome=Carlos | acao=fez um experimento | valor=8384
linha=2617 | nome=Karen | acao=estudou computacao | valor=6958
linha=2618 | nome=Lucas | acao=participou da aula | valor=7405
linha=2619 | nome=Daniela | acao=otimizou o algoritmo | valor=4869
linha=2620 | nome=Carlos | acao=escreveu o relatorio | valor=5157
linha=2621 | nome=Joao | acao=executou o benchmark | valor=8722
linha=2622 | nome=Gabriela | acao=analisou os resultados | valor=2698
linha=2623 | nome=Vitor | acao=fez um experimento | valor=4334
linha=2624 | nome=Paulo | acao=fez um experimento | valor=5741
linha=2625 | nome=Eduarda | acao=escreveu o relatorio | valor=7070
linha=2626 | nome=Mariana | acao=comparou as metricas | valor=7816
linha=2627 | nome=Helena | acao=fez um experimento | valor=9854
linha=2628 | nome=Gabriela | acao=executou o benchmark | valor=2945
linha=2629 | nome=Ana | acao=analisou os resultados | valor=1856
linha=2630 | nome=Daniela | acao=estudou computacao | valor=8248
linha=2631 | nome=Renata | acao=participou da aula | valor=1197
linha=2632 | nome=Eduarda | acao=executou o benchmark | valor=8210
linha=2633 | nome=Ana | acao=otimizou o algoritmo | valor=3298
linha=2634 | nome=Tiago | acao=otimizou o algoritmo | valor=4432
linha=2635 | nome=Lucas | acao=executou o benchmark | valor=7607
linha=2636 | nome=Carlos | acao=otimizou o algoritmo | valor=1405
linha=2637 | nome=Natalia | acao=escreveu o relatorio | valor=8455
linha=2638 | nome=Felipe | acao=participou da aula | valor=9872
linha=2639 | nome=Igor | acao=estudou computacao | valor=7669
linha=2640 | nome=Lucas | acao=executou o benchmark | valor=7148
linha=2641 | nome=Renata | acao=estudou computacao | valor=8853
linha=2642 | nome=Karen | acao=executou o benchmark | valor=2411
linha=2643 | nome=Karen | acao=escreveu o relatorio | valor=7349
linha=2644 | nome=Mariana | acao=comparou as metricas | valor=8733
linha=2645 | nome=Ana | acao=otimizou o algoritmo | valor=4442
linha=2646 | nome=Sofia | acao=estudou computacao | valor=8630
linha=2647 | nome=Renata | acao=fez um experimento | valor=9391
linha=2648 | nome=Carlos | acao=estudou computacao | valor=3820
linha=2649 | nome=Daniela | acao=participou da aula | valor=6183
linha=2650 | nome=Mariana | acao=analisou os resultados | valor=7311
linha=2651 | nome=Bruno | acao=comparou as metricas | valor=6726
linha=2652 | nome=Carlos | acao=escreveu o relatorio | valor=5882
linha=2653 | nome=Felipe | acao=participou da aula | valor=2311
linha=2654 | nome=Mariana | acao=executou o benchmark | valor=2597
linha=2655 | nome=Natalia | acao=executou o benchmark | valor=3656
linha=2656 | nome=Lucas | acao=escreveu o relatorio | valor=3672
linha=2657 | nome=Tiago | acao=otimizou o algoritmo | valor=1312
linha=2658 | nome=Lucas | acao=escreveu o relatorio | valor=6443
linha=2659 | nome=Bruno | acao=analisou os resultados | valor=1153
linha=2660 | nome=Lucas | acao=escreveu o relatorio | valor=7789
linha=2661 | nome=Felipe | acao=estudou computacao | valor=2232
linha=2662 | nome=Mariana | acao=participou da aula | valor=8499
linha=2663 | nome=Eduarda | acao=analisou os resultados | valor=6979
linha=2664 | nome=Natalia | acao=analisou os resultados | valor=5852
linha=2665 | nome=Lucas | acao=analisou os resultados | valor=3136
linha=2666 | nome=Gabriela | acao=comparou as metricas | valor=5950
linha=2667 | nome=Tiago | acao=comparou as metricas | valor=3227
linha=2668 | nome=Sofia | acao=analisou os resultados | valor=6184
linha=2669 | nome=Lucas | acao=participou da aula | valor=6011
linha=2670 | nome=Carlos | acao=comparou as metricas | valor=9398
linha=2671 | nome=Karen | acao=executou o benchmark | valor=2928
linha=2672 | nome=Bruno | acao=executou o benchmark | valor=9889
linha=2673 | nome=Tiago | acao=analisou os resultados | valor=3160
linha=2674 | nome=Gabriela | acao=analisou os resultados | valor=5330
linha=2675 | nome=Natalia | acao=executou o benchmark | valor=2917
linha=2676 | nome=Otavio | acao=analisou os resultados | valor=9066
linha=2677 | nome=Joao | acao=analisou os resultados | valor=6546
linha=2678 | nome=Tiago | acao=otimizou o algoritmo | valor=8655
linha=2679 | nome=Felipe | acao=analisou os resultados | valor=7554
linha=2680 | nome=Renata | acao=escreveu o relatorio | valor=2434
linha=2681 | nome=Helena | acao=executou o benchmark | valor=2620
linha=2682 | nome=Vitor | acao=fez um experimento | valor=8257
linha=2683 | nome=Igor | acao=executou o benchmark | valor=8174
linha=2684 | nome=Igor | acao=participou da aula | valor=2449
linha=2685 | nome=Joao | acao=fez um experimento | valor=8503
linha=2686 | nome=Renata | acao=executou o benchmark | valor=3440
linha=2687 | nome=Felipe | acao=fez um experimento | valor=5413
linha=2688 | nome=Paulo | acao=analisou os resultados | valor=1322
linha=2689 | nome=Bruno | acao=participou da aula | valor=6449
linha=2690 | nome=Karen | acao=comparou as metricas | valor=7333
linha=2691 | nome=Paulo | acao=otimizou o algoritmo | valor=5329
linha=2692 | nome=Eduarda | acao=executou o benchmark | valor=4089
linha=2693 | nome=Natalia | acao=escreveu o relatorio | valor=3611
linha=2694 | nome=Gabriela | acao=analisou os resultados | valor=7253
linha=2695 | nome=Bruno | acao=participou da aula | valor=4360
linha=2696 | nome=Mariana | acao=otimizou o algoritmo | valor=7042
