linha=1 | nome=Lucas | acao=analisou os resultados | valor=5466
linha=2454 | nome=Igor | acao=fez um experimento | valor=6030
linha=2455 | nome=Igor | acao=fez um experimento | valor=9205
linha=2456 | nome=Helena | acao=executou o benchmark | valor=4499
linha=2457 | nome=Paulo | acao=analisou os resultados | valor=2842
linha=2458 | nome=Vitor | acao=analisou os resultados | valor=6681
linha=2459 | nome=Gabriela | acao=comparou as metricas | valor=7402
linha=2460 | nome=Igor | acao=otimizou o algoritmo | valor=8538
linha=2461 | nome=Mariana | acao=fez um experimento | valor=7718
linha=2462 | nome=Lucas | acao=comparou as metricas | valor=9300
linha=2463 | nome=Joao | acao=otimizou o algoritmo | valor=3268
linha=2464 | nome=Natalia | acao=analisou os resultados | valor=1615
linha=2465 | nome=Paulo | acao=comparou as metricas | valor=6182
linha=2466 | nome=Renata | acao=executou o benchmark | valor=3228
linha=2467 | nome=Lucas | acao=escreveu o relatorio | valor=2862
linha=2468 | nome=Renata | acao=executou o benchmark | valor=9342
linha=2469 | nome=Tiago | acao=estudou computacao | valor=3410
linha=2470 | nome=Lucas | acao=executou o benchmark | valor=1455
linha=2471 | nome=Mariana | acao=participou da aula | valor=6172
linha=2472 | nome=Natalia | acao=executou o benchmark | valor=7824
linha=2473 | nome=Tiago | acao=fez um experimento | valor=2417
linha=2474 | nome=Natalia | acao=executou o benchmark | valor=9454
linha=2475 | nome=Igor | acao=fez um experimento | valor=2357
linha=2476 | nome=Gabriela | acao=estudou computacao | valor=3852
linha=2477 | nome=Carlos | acao=analisou os resultados | valor=1941
linha=2478 | nome=Karen | acao=analisou os resultados | valor=3811
linha=2479 | nome=Paulo | acao=otimizou o algoritmo | valor=1814
linha=2480 | nome=Paulo | acao=comparou as metricas | valor=8431
linha=2481 | nome=Daniela | acao=fez um experimento | valor=9646
linha=2482 | nome=Lucas | acao=fez um experimento | valor=7550
linha=2483 | nome=Joao | acao=analisou os resultados | valor=2405
linha=2484 | nome=Renata | acao=participou da aula | valor=9719
linha=2485 | nome=Paulo | acao=analisou os resultados | valor=5885
linha=2486 | nome=Daniela | acao=participou da aula | valor=8131
linha=2487 | nome=Ana | acao=executou o benchmark | valor=3102
linha=2488 | nome=Natalia | acao=analisou os resultados | valor=8614
linha=2489 | nome=Paulo | acao=otimizou o algoritmo | valor=2152
linha=2490 | nome=Natalia | acao=estudou computacao | valor=4110
linha=2491 | nome=Daniela | acao=participou da aula | valor=5749
linha=2492 | nome=Paulo | acao=executou o benchmark | valor=3434
linha=2493 | nome=Helena | acao=escreveu o relatorio | valor=2172
linha=2494 | nome=Igor | acao=analisou os resultados | valor=7287
linha=2495 | nome=Ana | acao=estudou computacao | valor=8272
linha=2496 | nome=Felipe | acao=estudou computacao | valor=4650
linha=2497 | nome=Carlos | acao=comparou as metricas | valor=3939
linha=2498 | nome=Igor | acao=analisou os resultados | valor=2473
linha=2499 | nome=Sofia | acao=executou o benchmark | valor=7608
linha=2500 | nome=Paulo | acao=comparou as metricas | valor=4436
linha=2501 | nome=Lucas | acao=estudou computacao | valor=4996
linha=2502 | nome=Sofia | acao=executou o benchmark | valor=5316
linha=2503 | nome=Eduarda | acao=executou o benchmark | valor=8828
linha=2504 | nome=Ana | acao=estudou computacao | valor=1707
linha=2505 | nome=Mariana | acao=otimizou o algoritmo | valor=9521
linha=2506 | nome=Otavio | acao=fez um experimento | valor=6508
linha=2507 | nome=Otavio | acao=participou da aula | valor=1241
linha=2508 | nome=Karen | acao=executou o benchmark | valor=5541
linha=2509 | nome=Natalia | acao=analisou os resultados | valor=2112
linha=2510 | nome=Mariana | acao=executou o benchmark | valor=5937
linha=2511 | nome=Helena | acao=otimizou o algoritmo | valor=5346
linha=2512 | nome=Carlos | acao=estudou computacao | valor=2072
linha=2513 | nome=Mariana | acao=executou o benchmark | valor=7522
linha=2514 | nome=Otavio | acao=fez um experimento | valor=1670
linha=2515 | nome=Renata | acao=comparou as metricas | valor=8584
linha=2516 | nome=Otavio | acao=escreveu o relatorio | valor=8421
linha=2517 | nome=Eduarda | acao=participou da aula | valor=2673
linha=2518 | nome=Eduarda | acao=escreveu o relatorio | valor=5438
linha=2519 | nome=Joao | acao=estudou computacao | valor=1350
linha=2520 | nome=Carlos | acao=analisou os resultados | valor=6669
linha=2521 | nome=Renata | acao=participou da aula | valor=5354
linha=2522 | nome=Eduarda | acao=estudou computacao | valor=2193
linha=2523 | nome=Tiago | acao=otimizou o algoritmo | valor=2923
linha=2524 | nome=Sofia | acao=participou da aula | valor=2473
linha=2525 | nome=Paulo | acao=executou o benchmark | valor=8615
linha=2526 | nome=Igor | acao=analisou os resultados | valor=6397
linha=2527 | nome=Sofia | acao=analisou os resultados | valor=1605
linha=2528 | nome=Bruno | acao=fez um experimento | valor=6311
linha=2529 | nome=Gabriela | acao=fez um experimento | valor=9526
linha=2530 | nome=Paulo | acao=estudou computacao | valor=2592
linha=2531 | nome=Carlos | acao=executou o benchmark | valor=3438
linha=2532 | nome=Bruno | acao=escreveu o relatorio | valor=3255
linha=2533 | nome=Otavio | acao=fez um experimento | valor=9491
linha=2534 | nome=Helena | acao=fez um experimento | valor=2746
linha=2535 | nome=Paulo | acao=otimizou o algoritmo | valor=4029
linha=2536 | nome=Mariana | acao=executou o benchmark | valor=1972
linha=2537 | nome=Ana | acao=estudou computacao | valor=2303
linha=2538 | nome=Eduarda | acao=escreveu o relatorio | valor=8944
linha=2539 | nome=Helena | acao=fez um experimento | valor=3171
linha=2540 | nome=Gabriela | acao=executou o benchmark | valor=2415
linha=2541 | nome=Tiago | acao=participou da aula | valor=3691
linha=2542 | nome=Igor | acao=executou o benchmark | valor=3740
linha=2543 | nome=Otavio | acao=comparou as metricas | valor=3216
linha=2544 | nome=Eduarda | acao=executou o benchmark | valor=7286
linha=2545 | nome=Igor | acao=executou o benchmark | valor=6605
linha=2546 | nome=Joao | acao=estudou computacao | valor=7961
linha=2547 | nome=Mariana | acao=estudou computacao | valor=5055
linha=2548 | nome=Vitor | acao=fez um experimento | valor=3713
linha=2549 | nome=Joao | acao=participou da aula | valor=6411
linha=2550 | nome=Natalia | acao=participou da aula | valor=6757
linha=2551 | nome=Mariana | acao=estudou computacao | valor=4343
linha=2552 | nome=Vitor | acao=otimizou o algoritmo | valor=4455
linha=2553 | nome=Lucas | acao=comparou as metricas | valor=1444
linha=2554 | nome=Vitor | acao=otimizou o algoritmo | valor=6230
linha=2555 | nome=Gabriela | acao=otimizou o algoritmo | valor=5742
linha=2556 | nome=Sofia | acao=escreveu o relatorio | valor=3402
linha=2557 | nome=Renata | acao=fez um experimento | valor=4347
linha=2558 | nome=Renata | acao=otimizou o algoritmo | valor=4441
linha=2559 | nome=Ana | acao=executou o benchmark | valor=9207
linha=2560 | nome=Tiago | acao=escreveu o relatorio | valor=2444
linha=2561 | nome=Paulo | acao=analisou os resultados | valor=8419
linha=2562 | nome=Sofia | acao=otimizou o algoritmo | valor=9289
linha=2563 | nome=Gabriela | acao=participou da aula | valor=3291
linha=2564 | nome=Vitor | acao=escreveu o relatorio | valor=2176
linha=2565 | nome=Paulo | acao=comparou as metricas | valor=3880
linha=2566 | nome=Bruno | acao=fez um experimento | valor=2800
linha=2567 | nome=Gabriela | acao=fez um experimento | valor=3810
linha=2568 | nome=Joao | acao=analisou os resultados | valor=3210
linha=2569 | nome=Bruno | acao=otimizou o algoritmo | valor=2685
linha=2570 | nome=Felipe | acao=otimizou o algoritmo | valor=5306
linha=2571 | nome=Bruno | acao=executou o benchmark | valor=7839
linha=2572 | nome=Mariana | acao=executou o benchmark | valor=3342
linha=2573 | nome=Gabriela | acao=escreveu o relatorio | valor=8597
linha=2574 | nome=Lucas | acao=executou o benchmark | valor=5930
linha=2575 | nome=Renata | acao=otimizou o algoritmo | valor=8475
linha=2576 | nome=Mariana | acao=estudou computacao | valor=1545
linha=2577 | nome=Gabriela | acao=otimizou o algoritmo | valor=6841
linha=2578 | nome=Eduarda | acao=otimizou o algoritmo | valor=6242
linha=2579 | nome=Lucas | acao=estudou computacao | valor=1320
linha=2580 | nome=Igor | acao=escreveu o relatorio | valor=9422
linha=2581 | nome=Mariana | acao=participou da aula | valor=4528
linha=2582 | nome=Paulo | acao=otimizou o algoritmo | valor=2115
linha=2583 | nome=Felipe | acao=executou o benchmark | valor=7822
linha=2584 | nome=Mariana | acao=comparou as metricas | valor=7142
linha=2585 | nome=Joao | acao=otimizou o algoritmo | valor=7478
linha=2586 | nome=Mariana | acao=comparou as metricas | valor=9263
linha=2587 | nome=Bruno | acao=analisou os resultados | valor=7459
linha=2588 | nome=Karen | acao=comparou as metricas | valor=6295
linha=2589 | nome=Ana | acao=analisou os resultados | valor=5596
linha=2590 | nome=Bruno | acao=fez um experimento | valor=4768
linha=2591 | nome=Carlos | acao=executou o benchmark | valor=7941
linha=2592 | nome=Ana | acao=otimizou o algoritmo | valor=6518
linha=2593 | nome=Helena | acao=comparou as metricas | valor=9942
linha=2594 | nome=Renata | acao=analisou os resultados | valor=3511
linha=2595 | nome=Renata | acao=executou o benchmark | valor=8506
linha=2596 | nome=Gabriela | acao=participou da aula | valor=2684
linha=2597 | nome=Ana | acao=comparou as metricas | valor=5138
linha=2598 | nome=Felipe | acao=comparou as metricas | valor=5178
linha=2599 | nome=Eduarda | acao=executou o benchmark | valor=8478
linha=2600 | nome=Lucas | acao=fez um experimento | valor=4595
linha=2601 | nome=Renata | acao=fez um experimento | valor=4365
linha=2602 | nome=Paulo | acao=fez um experimento | valor=2098
linha=2603 | nome=Tiago | acao=executou o benchmark | valor=1285
linha=2604 | nome=Daniela | acao=executou o benchmark | valor=9987
linha=2605 | nome=Carlos | acao=comparou as metricas | valor=2672
linha=2606 | nome=Vitor | acao=escreveu o relatorio | valor=5736
linha=2607 | nome=Karen | acao=executou o benchmark | valor=9599
linha=2608 | nome=Eduarda | acao=executou o benchmark | valor=2965
linha=2609 | nome=Tiago | acao=executou o benchmark | valor=4921
linha=2610 | nome=Felipe | acao=executou o benchmark | valor=2099
linha=2611 | nome=Karen | acao=escreveu o relatorio | valor=2674
linha=2612 | nome=Felipe | acao=executou o benchmark | valor=1403
linha=2613 | nome=Ana | acao=fez um experimento | valor=1589
linha=2614 | nome=Eduarda | acao=executou o benchmark | valor=2905
linha=2615 | nome=Felipe | acao=comparou as metricas | valor=3277
linha=2616 | nome=Igor | acao=analisou os resultados | valor=1890
linha=2617 | nome=Paulo | acao=executou o benchmark | valor=5953
linha=2618 | nome=Mariana | acao=executou o benchmark | valor=2479
linha=2619 | nome=Gabriela | acao=otimizou o algoritmo | valor=1390
linha=2620 | nome=Helena | acao=escreveu o relatorio | valor=2877
linha=2621 | nome=Felipe | acao=estudou computacao | valor=3528
linha=2622 | nome=Tiago | acao=executou o benchmark | valor=5686
linha=2623 | nome=Renata | acao=estudou computacao | valor=1838
linha=2624 | nome=Paulo | acao=estudou computacao | valor=6615
linha=2625 | nome=Mariana | acao=analisou os resultados | valor=9969
linha=2626 | nome=Sofia | acao=otimizou o algoritmo | valor=7406
linha=2627 | nome=Vitor | acao=participou da aula | valor=3526
linha=2628 | nome=Renata | acao=participou da aula | valor=7957
linha=2629 | nome=Igor | acao=participou da aula | valor=6651
linha=2630 | nome=Renata | acao=analisou os resultados | valor=2293
linha=2631 | nome=Gabriela | acao=comparou as metricas | valor=4165
linha=2632 | nome=Mariana | acao=executou o benchmark | valor=6019
linha=2633 | nome=Renata | acao=participou da aula | valor=3702
linha=2634 | nome=Lucas | acao=estudou computacao | valor=9146
linha=2635 | nome=Carlos | acao=analisou os resultados | valor=7855
linha=2636 | nome=Igor | acao=comparou as metricas | valor=1299
linha=2637 | nome=Paulo | acao=analisou os resultados | valor=9363
linha=2638 | nome=Joao | acao=otimizou o algoritmo | valor=9837
linha=2639 | nome=Felipe | acao=estudou computacao | valor=9190
linha=2640 | nome=Helena | acao=executou o benchmark | valor=9214
linha=2641 | nome=Carlos | acao=estudou computacao | valor=5741
linha=2642 | nome=Daniela | acao=escreveu o relatorio | valor=7068
linha=2643 | nome=Bruno | acao=otimizou o algoritmo | valor=3683
linha=2644 | nome=Eduarda | acao=escreveu o relatorio | valor=4760
linha=2645 | nome=Lucas | acao=participou da aula | valor=5165
linha=2646 | nome=Natalia | acao=executou o benchmark | valor=1462
linha=2647 | nome=Felipe | acao=executou o benchmark | valor=2701
linha=2648 | nome=Gabriela | acao=participou da aula | valor=4068
linha=2649 | nome=Gabriela | acao=participou da aula | valor=8776
linha=2650 | nome=Vitor | acao=analisou os resultados | valor=7339
linha=2651 | nome=Otavio | acao=participou da aula | valor=5301
linha=2652 | nome=Helena | acao=participou da aula | valor=7739
linha=2653 | nome=Vitor | acao=escreveu o relatorio | valor=7329
linha=2654 | nome=Lucas | acao=executou o benchmark | valor=7225
linha=2655 | nome=Sofia | acao=analisou os resultados | valor=8231
linha=2656 | nome=Renata | acao=executou o benchmark | valor=7454
linha=2657 | nome=Carlos | acao=executou o benchmark | valor=3194
linha=2658 | nome=Igor | acao=fez um experimento | valor=1039
linha=2659 | nome=Eduarda | acao=analisou os resultados | valor=5298
linha=2660 | nome=Otavio | acao=otimizou o algoritmo | valor=1381
linha=2661 | nome=Vitor | acao=participou da aula | valor=6657
linha=2662 | nome=Bruno | acao=executou o benchmark | valor=8244
linha=2663 | nome=Igor | acao=fez um experimento | valor=7472
linha=2664 | nome=Sofia | acao=participou da aula | valor=9548
linha=2665 | nome=Helena | acao=fez um experimento | valor=1045
linha=2666 | nome=Vitor | acao=fez um experimento | valor=6802
linha=2667 | nome=Joao | acao=comparou as metricas | valor=3433
linha=2668 | nome=Mariana | acao=analisou os resultados | valor=1889
linha=2669 | nome=Joao | acao=analisou os resultados | valor=6911
linha=2670 | nome=Helena | acao=analisou os resultados | valor=5588
linha=2671 | nome=Joao | acao=otimizou o algoritmo | valor=7160
linha=2672 | nome=Otavio | acao=participou da aula | valor=8875
linha=2673 | nome=Carlos | acao=otimizou o algoritmo | valor=5030
linha=2674 | nome=Igor | acao=escreveu o relatorio | valor=2200
linha=2675 | nome=Vitor | acao=executou o benchmark | valor=9928
linha=2676 | nome=Sofia | acao=participou da aula | valor=9402
linha=2677 | nome=Helena | acao=comparou as metricas | valor=5596
linha=2678 | nome=Bruno | acao=participou da aula | valor=4731
linha=2679 | nome=Ana | acao=escreveu o relatorio | valor=3608
linha=2680 | nome=Otavio | acao=participou da aula | valor=5767
linha=2681 | nome=Mariana | acao=otimizou o algoritmo | valor=9262
linha=2682 | nome=Helena | acao=otimizou o algoritmo | valor=1080
linha=2683 | nome=Igor | acao=analisou os resultados | valor=9978
linha=2684 | nome=Eduarda | acao=participou da aula | valor=2816
linha=2685 | nome=Mariana | acao=analisou os resultados | valor=9725
linha=2686 | nome=Vitor | acao=executou o benchmark | valor=6559
linha=2687 | nome=Tiago | acao=analisou os resultados | valor=1300
linha=2688 | nome=Lucas | acao=estudou computacao | valor=5993
linha=2689 | nome=Igor | acao=comparou as metricas | valor=5181
linha=2690 | nome=Ana | acao=fez um experimento | valor=8088
linha=2691 | nome=Daniela | acao=otimizou o algoritmo | valor=6314
linha=2692 | nome=Sofia | acao=executou o benchmark | valor=7515
linha=2693 | nome=Igor | acao=participou da aula | valor=9968
linha=2694 | nome=Bruno | acao=escreveu o relatorio | valor=8895
linha=2695 | nome=Felipe | acao=estudou computacao | valor=9372
linha=2696 | nome=Ana | acao=executou o benchmark | valor=4705
linha=2697 | nome=Ana | acao=analisou os resultados | valor=8854
linha=2698 | nome=Daniela | acao=fez um experimento | valor=4227
linha=2699 | nome=Ana | acao=otimizou o algoritmo | valor=7562
linha=2700 | nome=Carlos | acao=estudou computacao | valor=8043
linha=2701 | nome=Helena | acao=analisou os resultados | valor=4349
linha=2702 | nome=Joao | acao=estudou computacao | valor=6792
linha=2703 | nome=Paulo | acao=comparou as metricas | valor=7205
linha=2704 | nome=Ana | acao=participou da aula | valor=5388
linha=2705 | nome=Vitor | acao=comparou as metricas | valor=8438
linha=2706 | nome=Renata | acao=analisou os resultados | valor=8687
linha=2707 | nome=Gabriela | acao=fez um experimento | valor=4103
linha=2708 | nome=Bruno | acao=escreveu o relatorio | valor=6718
linha=2709 | nome=Helena | acao=otimizou o algoritmo | valor=3730
linha=2710 | nome=Natalia | acao=otimizou o algoritmo | valor=9291
linha=2711 | nome=Lucas | acao=fez um experimento | valor=3792
linha=2712 | nome=Eduarda | acao=fez um experimento | valor=9983
linha=2713 | nome=Joao | acao=executou o benchmark | valor=3657
linha=2714 | nome=Lucas | acao=comparou as metricas | valor=2265
linha=2715 | nome=Joao | acao=participou da aula | valor=8385
linha=2716 | nome=Vitor | acao=comparou as metricas | valor=7396
linha=2717 | nome=Felipe | acao=analisou os resultados | valor=1014
linha=2718 | nome=Tiago | acao=analisou os resultados | valor=9543
linha=2719 | nome=Otavio | acao=otimizou o algoritmo | valor=4920
linha=2720 | nome=Paulo | acao=estudou computacao | valor=5507
linha=2721 | nome=Igor | acao=fez um experimento | valor=1226
linha=2722 | nome=Vitor | acao=fez um experimento | valor=6574
linha=2723 | nome=Mariana | acao=comparou as metricas | valor=5601
linha=2724 | nome=Felipe | acao=analisou os resultados | valor=4261
linha=2725 | nome=Bruno | acao=otimizou o algoritmo | valor=9019
linha=2726 | nome=Tiago | acao=escreveu o relatorio | valor=3203
linha=2727 | nome=Eduarda | acao=analisou os resultados | valor=3357
linha=2728 | nome=Daniela | acao=comparou as metricas | valor=7241
linha=2729 | nome=Eduarda | acao=analisou os resultados | valor=7816
linha=2730 | nome=Paulo | acao=executou o benchmark | valor=2063
linha=2731 | nome=Lucas | acao=participou da aula | valor=3738
linha=2732 | nome=Joao | acao=participou da aula | valor=8620
linha=2733 | nome=Ana | acao=escreveu o relatorio | valor=5748
linha=2734 | nome=Paulo | acao=executou o benchmark | valor=8767
linha=2735 | nome=Paulo | acao=otimizou o algoritmo | valor=3918
linha=2736 | nome=Renata | acao=comparou as metricas | valor=2125
linha=2737 | nome=Lucas | acao=executou o benchmark | valor=2708
linha=2738 | nome=Mariana | acao=estudou computacao | valor=8063
linha=2739 | nome=Karen | acao=analisou os resultados | valor=9473
linha=2740 | nome=Eduarda | acao=comparou as metricas | valor=5582
linha=2741 | nome=Sofia | acao=fez um experimento | valor=7558
linha=2742 | nome=Paulo | acao=escreveu o relatorio | valor=5168
linha=2743 | nome=Gabriela | acao=otimizou o algoritmo | valor=7174
linha=2744 | nome=Felipe | acao=escreveu o relatorio | valor=1293
linha=2745 | nome=Igor | acao=escreveu o relatorio | valor=3832
linha=2746 | nome=Gabriela | acao=analisou os resultados | valor=2265
linha=2747 | nome=Renata | acao=escreveu o relatorio | valor=9788
linha=2748 | nome=Paulo | acao=otimizou o algoritmo | valor=1394
linha=2749 | nome=Eduarda | acao=analisou os resultados | valor=8618
linha=2750 | nome=Ana | acao=comparou as metricas | valor=9411
linha=2751 | nome=Mariana | acao=escreveu o relatorio | valor=7026
linha=2752 | nome=Ana | acao=participou da aula | valor=1104
linha=2753 | nome=Gabriela | acao=otimizou o algoritmo | valor=4141
linha=2754 | nome=Daniela | acao=analisou os resultados | valor=6386
linha=2755 | nome=Mariana | acao=otimizou o algoritmo | valor=4033
linha=2756 | nome=Karen | acao=executou o benchmark | valor=8540
linha=2757 | nome=Carlos | acao=escreveu o relatorio | valor=7108
linha=2758 | nome=Tiago | acao=executou o benchmark | valor=9030
linha=2759 | nome=Otavio | acao=executou o benchmark | valor=6323
linha=2760 | nome=Sofia | acao=participou da aula | valor=5381
linha=2761 | nome=Paulo | acao=estudou computacao | valor=8701
linha=2762 | nome=Igor | acao=analisou os resultados | valor=2116
linha=2763 | nome=Mariana | acao=escreveu o relatorio | valor=4332
linha=2764 | nome=Eduarda | acao=participou da aula | valor=6368
linha=2765 | nome=Renata | acao=estudou computacao | valor=7137
linha=2766 | nome=Renata | acao=otimizou o algoritmo | valor=8760
linha=2767 | nome=Renata | acao=participou da aula | valor=2613
linha=2768 | nome=Otavio | acao=analisou os resultados | valor=1167
linha=2769 | nome=Bruno | acao=estudou computacao | valor=4405
linha=2770 | nome=Gabriela | acao=fez um experimento | valor=5042
linha=2771 | nome=Renata | acao=executou o benchmark | valor=4481
linha=2772 | nome=Gabriela | acao=otimizou o algoritmo | valor=6203
linha=2773 | nome=Renata | acao=escreveu o relatorio | valor=1385
linha=2774 | nome=Sofia | acao=fez um experimento | valor=4039
linha=2775 | nome=Sofia | acao=escreveu o relatorio | valor=2210
linha=2776 | nome=Felipe | acao=fez um experimento | valor=3904
linha=2777 | nome=Lucas | acao=fez um experimento | valor=4878
linha=2778 | nome=Felipe | acao=analisou os resultados | valor=5218
linha=2779 | nome=Daniela | acao=fez um experimento | valor=7792
linha=2780 | nome=Joao | acao=executou o benchmark | valor=2845
linha=2781 | nome=Otavio | acao=analisou os resultados | valor=4342
linha=2782 | nome=Mariana | acao=fez um experimento | valor=4654
linha=2783 | nome=Mariana | acao=fez um experimento | valor=9850
linha=2784 | nome=Helena | acao=otimizou o algoritmo | valor=5375
linha=2785 | nome=Daniela | acao=executou o benchmark | valor=6257
linha=2786 | nome=Igor | acao=analisou os resultados | valor=8788
linha=2787 | nome=Helena | acao=analisou os resultados | valor=3930
linha=2788 | nome=Vitor | acao=otimizou o algoritmo | valor=6824
linha=2789 | nome=Lucas | acao=participou da aula | valor=5445
linha=2790 | nome=Eduarda | acao=analisou os resultados | valor=3617
linha=2791 | nome=Karen | acao=comparou as metricas | valor=6296
linha=2792 | nome=Helena | acao=estudou computacao | valor=2829
linha=2793 | nome=Joao | acao=otimizou o algoritmo | valor=5622
linha=2794 | nome=Karen | acao=analisou os resultados | valor=4751
linha=2795 | nome=Carlos | acao=otimizou o algoritmo | valor=5730
linha=2796 | nome=Karen | acao=analisou os resultados | valor=8437
linha=2797 | nome=Mariana | acao=comparou as metricas | valor=7124
linha=2798 | nome=Joao | acao=comparou as metricas | valor=7928
linha=2799 | nome=Karen | acao=otimizou o algoritmo | valor=2607
linha=2800 | nome=Eduarda | acao=fez um experimento | valor=8560
linha=2801 | nome=Gabriela | acao=otimizou o algoritmo | valor=1595
linha=2802 | nome=Igor | acao=analisou os resultados | valor=3907
linha=2803 | nome=Gabriela | acao=executou o benchmark | valor=7149
linha=2804 | nome=Renata | acao=comparou as metricas | valor=7674
linha=2805 | nome=Mariana | acao=analisou os resultados | valor=3173
linha=2806 | nome=Ana | acao=executou o benchmark | valor=9760
linha=2807 | nome=Paulo | acao=otimizou o algoritmo | valor=2895
linha=2808 | nome=Ana | acao=participou da aula | valor=6272
linha=2809 | nome=Natalia | acao=executou o benchmark | valor=2931
linha=2810 | nome=Felipe | acao=comparou as metricas | valor=6927
linha=2811 | nome=Renata | acao=participou da aula | valor=1257
linha=2812 | nome=Sofia | acao=estudou computacao | valor=1375
linha=2813 | nome=Felipe | acao=estudou computacao | valor=8785
linha=2814 | nome=Daniela | acao=estudou computacao | valor=5451
linha=2815 | nome=Daniela | acao=estudou computacao | valor=6737
linha=2816 | nome=Mariana | acao=escreveu o relatorio | valor=1755
linha=2817 | nome=Igor | acao=analisou os resultados | valor=5557
linha=2818 | nome=Tiago | acao=analisou os resultados | valor=1053
linha=2819 | nome=Ana | acao=participou da aula | valor=5299
linha=2820 | nome=Tiago | acao=otimizou o algoritmo | valor=5811
linha=2821 | nome=Eduarda | acao=escreveu o relatorio | valor=5963
linha=2822 | nome=Igor | acao=otimizou o algoritmo | valor=9115
linha=2823 | nome=Renata | acao=executou o benchmark | valor=6088
linha=2824 | nome=Ana | acao=analisou os resultados | valor=6538
linha=2825 | nome=Joao | acao=fez um experimento | valor=6793
linha=2826 | nome=Otavio | acao=executou o benchmark | valor=4161
linha=2827 | nome=Sofia | acao=analisou os resultados | valor=1116
linha=2828 | nome=Igor | acao=analisou os resultados | valor=5081
linha=2829 | nome=Ana | acao=otimizou o algoritmo | valor=2986
linha=2830 | nome=Paulo | acao=analisou os resultados | valor=5310
linha=2831 | nome=Daniela | acao=fez um experimento | valor=9251
linha=2832 | nome=Lucas | acao=comparou as metricas | valor=5673
linha=2833 | nome=Vitor | acao=executou o benchmark | valor=2432
linha=2834 | nome=Renata | acao=fez um experimento | valor=2823
linha=2835 | nome=Tiago | acao=otimizou o algoritmo | valor=2215
linha=2836 | nome=Daniela | acao=comparou as metricas | valor=9870
linha=2837 | nome=Renata | acao=comparou as metricas | valor=6394
linha=2838 | nome=Karen | acao=estudou computacao | valor=7546
linha=2839 | nome=Helena | acao=escreveu o relatorio | valor=3817
linha=2840 | nome=Bruno | acao=analisou os resultados | valor=6150
linha=2841 | nome=Joao | acao=executou o benchmark | valor=1887
linha=2842 | nome=Sofia | acao=fez um experimento | valor=1889
linha=2843 | nome=Otavio | acao=estudou computacao | valor=7465
linha=2844 | nome=Sofia | acao=comparou as metricas | valor=6903
linha=2845 | nome=Natalia | acao=estudou computacao | valor=7046
linha=2846 | nome=Sofia | acao=fez um experimento | valor=5464
linha=2847 | nome=Mariana | acao=escreveu o relatorio | valor=7042
linha=2848 | nome=Felipe | acao=analisou os resultados | valor=7730
linha=2849 | nome=Mariana | acao=analisou os resultados | valor=9985
linha=2850 | nome=Sofia | acao=executou o benchmark | valor=3612
linha=2851 | nome=Felipe | acao=escreveu o relatorio | valor=2689
linha=2852 | nome=Felipe | acao=analisou os resultados | valor=8621
linha=2853 | nome=Sofia | acao=participou da aula | valor=6641
linha=2854 | nome=Sofia | acao=estudou computacao | valor=8232
linha=2855 | nome=Renata | acao=otimizou o algoritmo | valor=8810
linha=2856 | nome=Mariana | acao=escreveu o relatorio | valor=9980
linha=2857 | nome=Bruno | acao=participou da aula | valor=9108
linha=2858 | nome=Paulo | acao=analisou os resultados | valor=5871
linha=2859 | nome=Joao | acao=escreveu o relatorio | valor=4261
linha=2860 | nome=Igor | acao=analisou os resultados | valor=8170
linha=2861 | nome=Felipe | acao=analisou os resultados | valor=9136
linha=2862 | nome=Mariana | acao=estudou computacao | valor=1066
linha=2863 | nome=Karen | acao=otimizou o algoritmo | valor=9349
linha=2864 | nome=Bruno | acao=fez um experimento | valor=1840
linha=2865 | nome=Mariana | acao=executou o benchmark | valor=8945
linha=2866 | nome=Karen | acao=fez um experimento | valor=6355
linha=2867 | nome=Helena | acao=comparou as metricas | valor=5246
linha=2868 | nome=Eduarda | acao=participou da aula | valor=9288
linha=2869 | nome=Karen | acao=escreveu o relatorio | valor=6149
linha=2870 | nome=Bruno | acao=estudou computacao | valor=7221
linha=2871 | nome=Lucas | acao=comparou as metricas | valor=4622
linha=2872 | nome=Tiago | acao=fez um experimento | valor=6363
linha=2873 | nome=Carlos | acao=otimizou o algoritmo | valor=7518
linha=2874 | nome=Felipe | acao=otimizou o algoritmo | valor=5081
linha=2875 | nome=Eduarda | acao=escreveu o relatorio | valor=7782
linha=2876 | nome=Eduarda | acao=estudou computacao | valor=1301
linha=2877 | nome=Igor | acao=participou da aula | valor=4720
linha=2878 | nome=Tiago | acao=participou da aula | valor=4251
linha=2879 | nome=Mariana | acao=executou o benchmark | valor=4945
linha=2880 | nome=Lucas | acao=estudou computacao | valor=3822
linha=2881 | nome=Igor | acao=escreveu o relatorio | valor=7336
linha=2882 | nome=Carlos | acao=analisou os resultados | valor=9379
linha=2883 | nome=Helena | acao=fez um experimento | valor=6883
linha=2884 | nome=Otavio | acao=estudou computacao | valor=4303
linha=2885 | nome=Eduarda | acao=escreveu o relatorio | valor=3966
linha=2886 | nome=Bruno | acao=estudou computacao | valor=5216
linha=2887 | nome=Lucas | acao=analisou os resultados | valor=5981
linha=2888 | nome=Lucas | acao=otimizou o algoritmo | valor=3621
linha=2889 | nome=Paulo | acao=executou o benchmark | valor=5006
linha=2890 | nome=Sofia | acao=analisou os resultados | valor=5460
