linha=1 | nome=Joao | acao=escreveu o relatorio | valor=3891
linha=2286 | nome=Igor | acao=participou da aula | valor=2771
linha=2287 | nome=Helena | acao=participou da aula | valor=7568
linha=2288 | nome=Renata | acao=escreveu o relatorio | valor=7701
linha=2289 | nome=Bruno | acao=escreveu o relatorio | valor=5830
linha=2290 | nome=Karen | acao=fez um experimento | valor=8675
linha=2291 | nome=Renata | acao=analisou os resultados | valor=4200
linha=2292 | nome=Tiago | acao=fez um experimento | valor=5647
linha=2293 | nome=Felipe | acao=estudou computacao | valor=7738
linha=2294 | nome=Otavio | acao=escreveu o relatorio | valor=3781
linha=2295 | nome=Felipe | acao=analisou os resultados | valor=4303
linha=2296 | nome=Natalia | acao=otimizou o algoritmo | valor=9481
linha=2297 | nome=Helena | acao=escreveu o relatorio | valor=4525
linha=2298 | nome=Otavio | acao=analisou os resultados | valor=1495
linha=2299 | nome=Mariana | acao=comparou as metricas | valor=7874
linha=2300 | nome=Renata | acao=participou da aula | valor=3671
linha=2301 | nome=Bruno | acao=otimizou o algoritmo | valor=7775
linha=2302 | nome=Helena | acao=comparou as metricas | valor=6601
linha=2303 | nome=Igor | acao=participou da aula | valor=2537
linha=2304 | nome=Bruno | acao=comparou as metricas | valor=7830
linha=2305 | nome=Tiago | acao=escreveu o relatorio | valor=3343
linha=2306 | nome=Bruno | acao=analisou os resultados | valor=6397
linha=2307 | nome=Bruno | acao=fez um experimento | valor=1782
linha=2308 | nome=Renata | acao=participou da aula | valor=8412
linha=2309 | nome=Joao | acao=otimizou o algoritmo | valor=8125
linha=2310 | nome=Felipe | acao=comparou as metricas | valor=3303
linha=2311 | nome=Tiago | acao=otimizou o algoritmo | valor=9906
linha=2312 | nome=Igor | acao=comparou as metricas | valor=4257
linha=2313 | nome=Igor | acao=analisou os resultados | valor=9651
linha=2314 | nome=Otavio | acao=executou o benchmark | valor=2112
linha=2315 | nome=Otavio | acao=fez um experimento | valor=4598
linha=2316 | nome=Joao | acao=otimizou o algoritmo | valor=5915
linha=2317 | nome=Paulo | acao=otimizou o algoritmo | valor=4207
linha=2318 | nome=Tiago | acao=participou da aula | valor=2853
linha=2319 | nome=Paulo | acao=comparou as metricas | valor=9739
linha=2320 | nome=Natalia | acao=participou da aula | valor=2640
linha=2321 | nome=Vitor | acao=participou da aula | valor=5831
linha=2322 | nome=Bruno | acao=estudou computacao | valor=6966
linha=2323 | nome=Mariana | acao=executou o benchmark | valor=8710
linha=2324 | nome=Eduarda | acao=comparou as metricas | valor=8085
linha=2325 | nome=Helena | acao=fez um experimento | valor=6002
linha=2326 | nome=Karen | acao=escreveu o relatorio | valor=1137
linha=2327 | nome=Carlos | acao=estudou computacao | valor=9923
linha=2328 | nome=Vitor | acao=executou o benchmark | valor=9996
linha=2329 | nome=Karen | acao=participou da aula | valor=3159
linha=2330 | nome=Lucas | acao=otimizou o algoritmo | valor=4301
linha=2331 | nome=Lucas | acao=participou da aula | valor=1404
linha=2332 | nome=Tiago | acao=comparou as metricas | valor=2723
linha=2333 | nome=Gabriela | acao=otimizou o algoritmo | valor=1532
linha=2334 | nome=Igor | acao=analisou os resultados | valor=2379
linha=2335 | nome=Lucas | acao=analisou os resultados | valor=6222
linha=2336 | nome=Otavio | acao=executou o benchmark | valor=9768
linha=2337 | nome=Felipe | acao=estudou computacao | valor=4333
linha=2338 | nome=Paulo | acao=participou da aula | valor=3343
linha=2339 | nome=Mariana | acao=comparou as metricas | valor=4697
linha=2340 | nome=Gabriela | acao=comparou as metricas | valor=7841
linha=2341 | nome=Gabriela | acao=analisou os resultados | valor=4646
linha=2342 | nome=Sofia | acao=estudou computacao | valor=4341
linha=2343 | nome=Gabriela | acao=estudou computacao | valor=2873
linha=2344 | nome=Bruno | acao=fez um experimento | valor=5577
linha=2345 | nome=Eduarda | acao=estudou computacao | valor=1974
linha=2346 | nome=Igor | acao=estudou computacao | valor=2696
linha=2347 | nome=Renata | acao=comparou as metricas | valor=5901
linha=2348 | nome=Sofia | acao=escreveu o relatorio | valor=7501
linha=2349 | nome=Paulo | acao=executou o benchmark | valor=8010
linha=2350 | nome=Natalia | acao=comparou as metricas | valor=7572
linha=2351 | nome=Tiago | acao=fez um experimento | valor=2771
linha=2352 | nome=Daniela | acao=analisou os resultados | valor=5374
linha=2353 | nome=Paulo | acao=executou o benchmark | valor=9259
linha=2354 | nome=Ana | acao=analisou os resultados | valor=2060
linha=2355 | nome=Helena | acao=fez um experimento | valor=9462
linha=2356 | nome=Daniela | acao=escreveu o relatorio | valor=3647
linha=2357 | nome=Daniela | acao=otimizou o algoritmo | valor=8845
linha=2358 | nome=Renata | acao=participou da aula | valor=3462
linha=2359 | nome=Karen | acao=executou o benchmark | valor=6165
linha=2360 | nome=Eduarda | acao=fez um experimento | valor=8775
linha=2361 | nome=Helena | acao=estudou computacao | valor=7477
linha=2362 | nome=Ana | acao=escreveu o relatorio | valor=4587
linha=2363 | nome=Karen | acao=analisou os resultados | valor=4793
linha=2364 | nome=Eduarda | acao=comparou as metricas | valor=5145
linha=2365 | nome=Vitor | acao=comparou as metricas | valor=8573
linha=2366 | nome=Daniela | acao=participou da aula | valor=3955
linha=2367 | nome=Vitor | acao=comparou as metricas | valor=5907
linha=2368 | nome=Otavio | acao=comparou as metricas | valor=7535
linha=2369 | nome=Igor | acao=executou o benchmark | valor=4863
linha=2370 | nome=Vitor | acao=participou da aula | valor=9230
linha=2371 | nome=Natalia | acao=executou o benchmark | valor=5103
linha=2372 | nome=Sofia | acao=escreveu o relatorio | valor=1038
linha=2373 | nome=Paulo | acao=comparou as metricas | valor=6203
linha=2374 | nome=Bruno | acao=executou o benchmark | valor=6134
linha=2375 | nome=Lucas | acao=fez um experimento | valor=5208
linha=2376 | nome=Helena | acao=participou da aula | valor=2315
linha=2377 | nome=Ana | acao=otimizou o algoritmo | valor=8743
linha=2378 | nome=Bruno | acao=participou da aula | valor=3648
linha=2379 | nome=Natalia | acao=comparou as metricas | valor=4169
linha=2380 | nome=Helena | acao=participou da aula | valor=2252
linha=2381 | nome=Natalia | acao=participou da aula | valor=3818
linha=2382 | nome=Carlos | acao=fez um experimento | valor=8347
linha=2383 | nome=Eduarda | acao=executou o benchmark | valor=9325
linha=2384 | nome=Lucas | acao=analisou os resultados | valor=3994
linha=2385 | nome=Tiago | acao=otimizou o algoritmo | valor=2645
linha=2386 | nome=Tiago | acao=otimizou o algoritmo | valor=6568
linha=2387 | nome=Gabriela | acao=otimizou o algoritmo | valor=5524
linha=2388 | nome=Bruno | acao=escreveu o relatorio | valor=5859
linha=2389 | nome=Otavio | acao=estudou computacao | valor=6806
linha=2390 | nome=Lucas | acao=fez um experimento | valor=2592
linha=2391 | nome=Karen | acao=executou o benchmark | valor=8234
linha=2392 | nome=Daniela | acao=estudou computacao | valor=5789
linha=2393 | nome=Eduarda | acao=fez um experimento | valor=7010
linha=2394 | nome=Gabriela | acao=participou da aula | valor=1500
linha=2395 | nome=Natalia | acao=comparou as metricas | valor=3525
linha=2396 | nome=Renata | acao=otimizou o algoritmo | valor=5093
linha=2397 | nome=Vitor | acao=otimizou o algoritmo | valor=2846
linha=2398 | nome=Sofia | acao=estudou computacao | valor=6030
linha=2399 | nome=Eduarda | acao=escreveu o relatorio | valor=5802
linha=2400 | nome=Mariana | acao=executou o benchmark | valor=2584
linha=2401 | nome=Otavio | acao=escreveu o relatorio | valor=3444
linha=2402 | nome=Ana | acao=analisou os resultados | valor=5685
linha=2403 | nome=Carlos | acao=executou o benchmark | valor=9437
linha=2404 | nome=Gabriela | acao=estudou computacao | valor=1387
linha=2405 | nome=Gabriela | acao=executou o benchmark | valor=1060
linha=2406 | nome=Tiago | acao=participou da aula | valor=8072
linha=2407 | nome=Vitor | acao=analisou os resultados | valor=1291
linha=2408 | nome=Tiago | acao=otimizou o algoritmo | valor=6493
linha=2409 | nome=Helena | acao=analisou os resultados | valor=5590
linha=2410 | nome=Igor | acao=escreveu o relatorio | valor=2250
linha=2411 | nome=Otavio | acao=otimizou o algoritmo | valor=3548
linha=2412 | nome=Felipe | acao=participou da aula | valor=3812
linha=2413 | nome=Joao | acao=estudou computacao | valor=3630
linha=2414 | nome=Otavio | acao=fez um experimento | valor=9188
linha=2415 | nome=Paulo | acao=escreveu o relatorio | valor=8760
linha=2416 | nome=Natalia | acao=escreveu o relatorio | valor=6566
linha=2417 | nome=Ana | acao=analisou os resultados | valor=7115
linha=2418 | nome=Mariana | acao=participou da aula | valor=4750
linha=2419 | nome=Natalia | acao=escreveu o relatorio | valor=3799
linha=2420 | nome=Joao | acao=fez um experimento | valor=3836
linha=2421 | nome=Ana | acao=analisou os resultados | valor=3647
linha=2422 | nome=Bruno | acao=escreveu o relatorio | valor=4731
linha=2423 | nome=Ana | acao=analisou os resultados | valor=4791
linha=2424 | nome=Felipe | acao=participou da aula | valor=7271
linha=2425 | nome=Bruno | acao=executou o benchmark | valor=5337
linha=2426 | nome=Felipe | acao=executou o benchmark | valor=2986
linha=2427 | nome=Paulo | acao=participou da aula | valor=6473
linha=2428 | nome=Mariana | acao=participou da aula | valor=3905
linha=2429 | nome=Ana | acao=executou o benchmark | valor=9751
linha=2430 | nome=Daniela | acao=escreveu o relatorio | valor=8356
linha=2431 | nome=Natalia | acao=fez um experimento | valor=4580
linha=2432 | nome=Renata | acao=executou o benchmark | valor=8578
linha=2433 | nome=Gabriela | acao=escreveu o relatorio | valor=4264
linha=2434 | nome=Vitor | acao=executou o benchmark | valor=8565
linha=2435 | nome=Ana | acao=executou o benchmark | valor=8042
linha=2436 | nome=Mariana | acao=analisou os resultados | valor=3858
linha=2437 | nome=Felipe | acao=comparou as metricas | valor=5179
linha=2438 | nome=Sofia | acao=fez um experimento | valor=7149
linha=2439 | nome=Renata | acao=executou o benchmark | valor=9313
linha=2440 | nome=Vitor | acao=fez um experimento | valor=5578
linha=2441 | nome=Joao | acao=comparou as metricas | valor=3349
linha=2442 | nome=Daniela | acao=fez um experimento | valor=1092
linha=2443 | nome=Natalia | acao=fez um experimento | valor=4833
linha=2444 | nome=Lucas | acao=analisou os resultados | valor=8448
linha=2445 | nome=Joao | acao=comparou as metricas | valor=3378
linha=2446 | nome=Tiago | acao=escreveu o relatorio | valor=3381
linha=2447 | nome=Carlos | acao=escreveu o relatorio | valor=6612
linha=2448 | nome=Bruno | acao=otimizou o algoritmo | valor=9122
linha=2449 | nome=Felipe | acao=escreveu o relatorio | valor=6393
linha=2450 | nome=Helena | acao=executou o benchmark | valor=5148
linha=2451 | nome=Lucas | acao=executou o benchmark | valor=2726
linha=2452 | nome=Sofia | acao=executou o benchmark | valor=8564
linha=2453 | nome=Daniela | acao=escreveu o relatorio | valor=6552
linha=2454 | nome=Helena | acao=executou o benchmark | valor=3788
linha=2455 | nome=Lucas | acao=analisou os resultados | valor=2607
linha=2456 | nome=Ana | acao=participou da aula | valor=9792
linha=2457 | nome=Igor | acao=otimizou o algoritmo | valor=2990
linha=2458 | nome=Mariana | acao=escreveu o relatorio | valor=9828
linha=2459 | nome=Lucas | acao=analisou os resultados | valor=7133
linha=2460 | nome=Eduarda | acao=executou o benchmark | valor=7568
linha=2461 | nome=Gabriela | acao=escreveu o relatorio | valor=4198
linha=2462 | nome=Karen | acao=otimizou o algoritmo | valor=1071
linha=2463 | nome=Renata | acao=analisou os resultados | valor=2112
linha=2464 | nome=Igor | acao=otimizou o algoritmo | valor=6591
linha=2465 | nome=Daniela | acao=estudou computacao | valor=5961
linha=2466 | nome=Gabriela | acao=otimizou o algoritmo | valor=4575
linha=2467 | nome=Igor | acao=otimizou o algoritmo | valor=7115
linha=2468 | nome=Helena | acao=analisou os resultados | valor=5791
linha=2469 | nome=Eduarda | acao=participou da aula | valor=2919
linha=2470 | nome=Joao | acao=analisou os resultados | valor=1409
linha=2471 | nome=Ana | acao=fez um experimento | valor=6444
linha=2472 | nome=Helena | acao=analisou os resultados | valor=5108
linha=2473 | nome=Ana | acao=participou da aula | valor=5417
linha=2474 | nome=Ana | acao=participou da aula | valor=9388
linha=2475 | nome=Mariana | acao=analisou os resultados | valor=8321
linha=2476 | nome=Mariana | acao=analisou os resultados | valor=6317
linha=2477 | nome=Renata | acao=otimizou o algoritmo | valor=1545
linha=2478 | nome=Vitor | acao=otimizou o algoritmo | valor=7969
linha=2479 | nome=Tiago | acao=escreveu o relatorio | valor=6410
linha=2480 | nome=Bruno | acao=fez um experimento | valor=1702
linha=2481 | nome=Gabriela | acao=fez um experimento | valor=4725
linha=2482 | nome=Natalia | acao=comparou as metricas | valor=4832
linha=2483 | nome=Carlos | acao=fez um experimento | valor=1411
linha=2484 | nome=Carlos | acao=escreveu o relatorio | valor=6581
linha=2485 | nome=Mariana | acao=fez um experimento | valor=2715
linha=2486 | nome=Sofia | acao=participou da aula | valor=6472
linha=2487 | nome=Lucas | acao=otimizou o algoritmo | valor=6426
linha=2488 | nome=Renata | acao=otimizou o algoritmo | valor=2887
linha=2489 | nome=Vitor | acao=executou o benchmark | valor=6284
linha=2490 | nome=Bruno | acao=participou da aula | valor=5399
linha=2491 | nome=Tiago | acao=fez um experimento | valor=7694
linha=2492 | nome=Daniela | acao=otimizou o algoritmo | valor=9166
linha=2493 | nome=Natalia | acao=escreveu o relatorio | valor=9937
linha=2494 | nome=Felipe | acao=participou da aula | valor=3291
linha=2495 | nome=Eduarda | acao=fez um experimento | valor=6323
linha=2496 | nome=Renata | acao=analisou os resultados | valor=2155
linha=2497 | nome=Tiago | acao=executou o benchmark | valor=1786
linha=2498 | nome=Daniela | acao=escreveu o relatorio | valor=5824
linha=2499 | nome=Eduarda | acao=participou da aula | valor=8671
linha=2500 | nome=Igor | acao=otimizou o algoritmo | valor=6607
linha=2501 | nome=Lucas | acao=otimizou o algoritmo | valor=7027
linha=2502 | nome=Paulo | acao=participou da aula | valor=8749
linha=2503 | nome=Daniela | acao=otimizou o algoritmo | valor=2557
linha=2504 | nome=Joao | acao=fez um experimento | valor=4606
linha=2505 | nome=Natalia | acao=escreveu o relatorio | valor=5770
linha=2506 | nome=Igor | acao=executou o benchmark | valor=4828
linha=2507 | nome=Tiago | acao=estudou computacao | valor=6180
linha=2508 | nome=Gabriela | acao=estudou computacao | valor=2288
linha=2509 | nome=Carlos | acao=otimizou o algoritmo | valor=3268
linha=2510 | nome=Mariana | acao=executou o benchmark | valor=8044
linha=2511 | nome=Carlos | acao=participou da aula | valor=8008
linha=2512 | nome=Vitor | acao=estudou computacao | valor=4237
linha=2513 | nome=Igor | acao=comparou as metricas | valor=5783
linha=2514 | nome=Igor | acao=estudou computacao | valor=2357
linha=2515 | nome=Tiago | acao=participou da aula | valor=9512
linha=2516 | nome=Gabriela | acao=executou o benchmark | valor=7612
linha=2517 | nome=Renata | acao=escreveu o relatorio | valor=4305
linha=2518 | nome=Tiago | acao=fez um experimento | valor=5303
linha=2519 | nome=Gabriela | acao=comparou as metricas | valor=4184
linha=2520 | nome=Sofia | acao=executou o benchmark | valor=6392
linha=2521 | nome=Renata | acao=otimizou o algoritmo | valor=1869
linha=2522 | nome=Igor | acao=executou o benchmark | valor=8847
linha=2523 | nome=Daniela | acao=otimizou o algoritmo | valor=7693
linha=2524 | nome=Felipe | acao=estudou computacao | valor=6727
linha=2525 | nome=Sofia | acao=participou da aula | valor=9511
linha=2526 | nome=Sofia | acao=analisou os resultados | valor=3910
linha=2527 | nome=Helena | acao=analisou os resultados | valor=4743
linha=2528 | nome=Sofia | acao=analisou os resultados | valor=5680
linha=2529 | nome=Helena | acao=otimizou o algoritmo | valor=9718
linha=2530 | nome=Igor | acao=analisou os resultados | valor=3311
linha=2531 | nome=Tiago | acao=escreveu o relatorio | valor=8348
linha=2532 | nome=Sofia | acao=comparou as metricas | valor=9376
linha=2533 | nome=Mariana | acao=participou da aula | valor=5032
linha=2534 | nome=Daniela | acao=estudou computacao | valor=7947
linha=2535 | nome=Eduarda | acao=participou da aula | valor=6619
linha=2536 | nome=Helena | acao=comparou as metricas | valor=4650
linha=2537 | nome=Bruno | acao=otimizou o algoritmo | valor=6422
linha=2538 | nome=Tiago | acao=estudou computacao | valor=5478
linha=2539 | nome=Vitor | acao=otimizou o algoritmo | valor=8725
linha=2540 | nome=Mariana | acao=escreveu o relatorio | valor=4597
linha=2541 | nome=Mariana | acao=comparou as metricas | valor=8210
linha=2542 | nome=Gabriela | acao=participou da aula | valor=4758
linha=2543 | nome=Renata | acao=participou da aula | valor=1660
linha=2544 | nome=Vitor | acao=participou da aula | valor=3663
linha=2545 | nome=Joao | acao=analisou os resultados | valor=7622
linha=2546 | nome=Carlos | acao=otimizou o algoritmo | valor=8955
linha=2547 | nome=Helena | acao=executou o benchmark | valor=7015
linha=2548 | nome=Sofia | acao=otimizou o algoritmo | valor=8406
linha=2549 | nome=Felipe | acao=escreveu o relatorio | valor=7386
linha=2550 | nome=Helena | acao=otimizou o algoritmo | valor=3826
linha=2551 | nome=Paulo | acao=fez um experimento | valor=8308
linha=2552 | nome=Helena | acao=otimizou o algoritmo | valor=2229
linha=2553 | nome=Paulo | acao=analisou os resultados | valor=3123
linha=2554 | nome=Karen | acao=escreveu o relatorio | valor=2199
linha=2555 | nome=Mariana | acao=comparou as metricas | valor=6318
linha=2556 | nome=Felipe | acao=comparou as metricas | valor=5247
linha=2557 | nome=Vitor | acao=escreveu o relatorio | valor=6184
linha=2558 | nome=Otavio | acao=otimizou o algoritmo | valor=9818
linha=2559 | nome=Daniela | acao=estudou computacao | valor=7743
linha=2560 | nome=Tiago | acao=comparou as metricas | valor=9398
linha=2561 | nome=Sofia | acao=comparou as metricas | valor=1692
linha=2562 | nome=Sofia | acao=estudou computacao | valor=5448
linha=2563 | nome=Eduarda | acao=analisou os resultados | valor=4339
linha=2564 | nome=Vitor | acao=comparou as metricas | valor=9874
linha=2565 | nome=Gabriela | acao=analisou os resultados | valor=4150
linha=2566 | nome=Igor | acao=participou da aula | valor=4782
linha=2567 | nome=Daniela | acao=fez um experimento | valor=1231
linha=2568 | nome=Carlos | acao=participou da aula | valor=5914
linha=2569 | nome=Bruno | acao=participou da aula | valor=5927
linha=2570 | nome=Mariana | acao=escreveu o relatorio | valor=2105
linha=2571 | nome=Mariana | acao=executou o benchmark | valor=4798
linha=2572 | nome=Carlos | acao=participou da aula | valor=3695
linha=2573 | nome=Helena | acao=otimizou o algoritmo | valor=5644
linha=2574 | nome=Joao | acao=analisou os resultados | valor=5008
linha=2575 | nome=Otavio | acao=otimizou o algoritmo | valor=4441
linha=2576 | nome=Vitor | acao=fez um experimento | valor=8488
linha=2577 | nome=Vitor | acao=estudou computacao | valor=7767
linha=2578 | nome=Otavio | acao=comparou as metricas | valor=1426
linha=2579 | nome=Carlos | acao=escreveu o relatorio | valor=9740
linha=2580 | nome=Mariana | acao=participou da aula | valor=3402
linha=2581 | nome=Daniela | acao=comparou as metricas | valor=3023
linha=2582 | nome=Gabriela | acao=fez um experimento | valor=5153
linha=2583 | nome=Joao | acao=escreveu o relatorio | valor=8997
linha=2584 | nome=Joao | acao=estudou computacao | valor=2066
linha=2585 | nome=Karen | acao=escreveu o relatorio | valor=5713
linha=2586 | nome=Carlos | acao=analisou os resultados | valor=4209
linha=2587 | nome=Igor | acao=estudou computacao | valor=1907
linha=2588 | nome=Paulo | acao=participou da aula | valor=2634
linha=2589 | nome=Karen | acao=participou da aula | valor=5106
linha=2590 | nome=Igor | acao=comparou as metricas | valor=7830
linha=2591 | nome=Karen | acao=executou o benchmark | valor=2015
linha=2592 | nome=Otavio | acao=comparou as metricas | valor=3573
linha=2593 | nome=Helena | acao=executou o benchmark | valor=6468
linha=2594 | nome=Carlos | acao=analisou os resultados | valor=6220
linha=2595 | nome=Joao | acao=comparou as metricas | valor=3660
linha=2596 | nome=Tiago | acao=analisou os resultados | valor=3275
linha=2597 | nome=Eduarda | acao=fez um experimento | valor=3647
linha=2598 | nome=Paulo | acao=estudou computacao | valor=2256
linha=2599 | nome=Sofia | acao=executou o benchmark | valor=6617
linha=2600 | nome=Gabriela | acao=escreveu o relatorio | valor=6609
linha=2601 | nome=Bruno | acao=fez um experimento | valor=4638
linha=2602 | nome=Sofia | acao=participou da aula | valor=5908
linha=2603 | nome=Ana | acao=comparou as metricas | valor=6661
linha=2604 | nome=Felipe | acao=executou o benchmark | valor=3944
linha=2605 | nome=Joao | acao=comparou as metricas | valor=2199
linha=2606 | nome=Tiago | acao=estudou computacao | valor=3897
linha=2607 | nome=Igor | acao=comparou as metricas | valor=9672
linha=2608 | nome=Mariana | acao=escreveu o relatorio | valor=6586
linha=2609 | nome=Ana | acao=executou o benchmark | valor=6634
linha=2610 | nome=Carlos | acao=estudou computacao | valor=9317
linha=2611 | nome=Bruno | acao=fez um experimento | valor=1832
linha=2612 | nome=Bruno | acao=participou da aula | valor=6911
linha=2613 | nome=Ana | acao=estudou computacao | valor=8940
linha=2614 | nome=Natalia | acao=comparou as metricas | valor=2300
linha=2615 | nome=Daniela | acao=estudou computacao | valor=8732
linha=2616 | nome=Igor | acao=fez um experimento | valor=5366
linha=2617 | nome=Tiago | acao=otimizou o algoritmo | valor=5945
linha=2618 | nome=Natalia | acao=fez um experimento | valor=5187
linha=2619 | nome=Felipe | acao=analisou os resultados | valor=9840
linha=2620 | nome=Helena | acao=otimizou o algoritmo | valor=2929
linha=2621 | nome=Eduarda | acao=analisou os resultados | valor=1780
linha=2622 | nome=Otavio | acao=analisou os resultados | valor=2984
linha=2623 | nome=Daniela | acao=participou da aula | valor=2460
linha=2624 | nome=Joao | acao=analisou os resultados | valor=2704
linha=2625 | nome=Ana | acao=escreveu o relatorio | valor=9180
linha=2626 | nome=Joao | acao=executou o benchmark | valor=8959
linha=2627 | nome=Paulo | acao=comparou as metricas | valor=9643
linha=2628 | nome=Lucas | acao=escreveu o relatorio | valor=2054
linha=2629 | nome=Ana | acao=analisou os resultados | valor=8644
linha=2630 | nome=Mariana | acao=otimizou o algoritmo | valor=3758
linha=2631 | nome=Otavio | acao=escreveu o relatorio | valor=8462
linha=2632 | nome=Natalia | acao=otimizou o algoritmo | valor=8913
linha=2633 | nome=Felipe | acao=executou o benchmark | valor=6726
linha=2634 | nome=Lucas | acao=comparou as metricas | valor=8505
linha=2635 | nome=Sofia | acao=otimizou o algoritmo | valor=2954
linha=2636 | nome=Renata | acao=analisou os resultados | valor=9922
linha=2637 | nome=Gabriela | acao=analisou os resultados | valor=9173
linha=2638 | nome=Bruno | acao=otimizou o algoritmo | valor=9273
linha=2639 | nome=Helena | acao=otimizou o algoritmo | valor=5924
linha=2640 | nome=Felipe | acao=executou o benchmark | valor=8166
linha=2641 | nome=Helena | acao=comparou as metricas | valor=8478
linha=2642 | nome=Karen | acao=executou o benchmark | valor=1669
linha=2643 | nome=Otavio | acao=participou da aula | valor=2367
linha=2644 | nome=Igor | acao=executou o benchmark | valor=9381
linha=2645 | nome=Helena | acao=escreveu o relatorio | valor=4587
linha=2646 | nome=Natalia | acao=escreveu o relatorio | valor=9075
linha=2647 | nome=Renata | acao=executou o benchmark | valor=8135
linha=2648 | nome=Mariana | acao=executou o benchmark | valor=6237
linha=2649 | nome=Mariana | acao=participou da aula | valor=5973
linha=2650 | nome=Lucas | acao=fez um experimento | valor=1172
linha=2651 | nome=Tiago | acao=executou o benchmark | valor=8407
linha=2652 | nome=Igor | acao=comparou as metricas | valor=6546
linha=2653 | nome=Ana | acao=comparou as metricas | valor=5539
linha=2654 | nome=Vitor | acao=fez um experimento | valor=5575
linha=2655 | nome=Joao | acao=otimizou o algoritmo | valor=6535
linha=2656 | nome=Paulo | acao=fez um experimento | valor=1066
linha=2657 | nome=Lucas | acao=executou o benchmark | valor=5872
linha=2658 | nome=Eduarda | acao=participou da aula | valor=2948
linha=2659 | nome=Natalia | acao=fez um experimento | valor=1900
linha=2660 | nome=Ana | acao=estudou computacao | valor=5706
linha=2661 | nome=Helena | acao=executou o benchmark | valor=3436
linha=2662 | nome=Joao | acao=comparou as metricas | valor=9861
linha=2663 | nome=Sofia | acao=analisou os resultados | valor=4631
linha=2664 | nome=Paulo | acao=fez um experimento | valor=2767
linha=2665 | nome=Igor | acao=fez um experimento | valor=1685
linha=2666 | nome=Joao | acao=fez um experimento | valor=5206
linha=2667 | nome=Gabriela | acao=executou o benchmark | valor=7680
linha=2668 | nome=Lucas | acao=participou da aula | valor=3143
linha=2669 | nome=Gabriela | acao=fez um experimento | valor=1502
linha=2670 | nome=Mariana | acao=analisou os resultados | valor=3640
linha=2671 | nome=Natalia | acao=participou da aula | valor=2165
linha=2672 | nome=Otavio | acao=fez um experimento | valor=5211
linha=2673 | nome=Vitor | acao=comparou as metricas | valor=4019
linha=2674 | nome=Natalia | acao=otimizou o algoritmo | valor=5057
linha=2675 | nome=Natalia | acao=executou o benchmark | valor=5322
linha=2676 | nome=Paulo | acao=analisou os resultados | valor=6566
linha=2677 | nome=Joao | acao=fez um experimento | valor=8096
linha=2678 | nome=Gabriela | acao=estudou computacao | valor=6638
linha=2679 | nome=Natalia | acao=escreveu o relatorio | valor=9592
linha=2680 | nome=Daniela | acao=participou da aula | valor=3366
linha=2681 | nome=Renata | acao=otimizou o algoritmo | valor=4031
linha=2682 | nome=Natalia | acao=analisou os resultados | valor=9261
linha=2683 | nome=Vitor | acao=escreveu o relatorio | valor=1289
linha=2684 | nome=Renata | acao=escreveu o relatorio | valor=9438
linha=2685 | nome=Felipe | acao=otimizou o algoritmo | valor=9324
linha=2686 | nome=Ana | acao=otimizou o algoritmo | valor=3932
linha=2687 | nome=Carlos | acao=estudou computacao | valor=9663
linha=2688 | nome=Tiago | acao=estudou computacao | valor=6145
linha=2689 | nome=Renata | acao=comparou as metricas | valor=7041
linha=2690 | nome=Paulo | acao=otimizou o algoritmo | valor=8352
linha=2691 | nome=Sofia | acao=executou o benchmark | valor=4143
linha=2692 | nome=Ana | acao=otimizou o algoritmo | valor=6375
linha=2693 | nome=Eduarda | acao=analisou os resultados | valor=6494
linha=2694 | nome=Sofia | acao=escreveu o relatorio | valor=9079
linha=2695 | nome=Vitor | acao=escreveu o relatorio | valor=5178
linha=2696 | nome=Ana | acao=escreveu o relatorio | valor=1198
linha=2697 | nome=Otavio | acao=fez um experimento | valor=8278
linha=2698 | nome=Eduarda | acao=executou o benchmark | valor=5704
linha=2699 | nome=Sofia | acao=otimizou o algoritmo | valor=6985
linha=2700 | nome=Natalia | acao=comparou as metricas | valor=9580
linha=2701 | nome=Daniela | acao=executou o benchmark | valor=8822
linha=2702 | nome=Daniela | acao=estudou computacao | valor=9419
linha=2703 | nome=Mariana | acao=estudou computacao | valor=3197
linha=2704 | nome=Felipe | acao=analisou os resultados | valor=3025
linha=2705 | nome=Gabriela | acao=fez um experimento | valor=4692
linha=2706 | nome=Joao | acao=estudou computacao | valor=7315
linha=2707 | nome=Bruno | acao=fez um experimento | valor=9320
linha=2708 | nome=Renata | acao=escreveu o relatorio | valor=3602
linha=2709 | nome=Bruno | acao=fez um experimento | valor=4994
linha=2710 | nome=Otavio | acao=fez um experimento | valor=9904
linha=2711 | nome=Tiago | acao=escreveu o relatorio | valor=5587
linha=2712 | nome=Vitor | acao=escreveu o relatorio | valor=1417
linha=2713 | nome=Eduarda | acao=analisou os resultados | valor=8565
linha=2714 | nome=Paulo | acao=executou o benchmark | valor=3930
linha=2715 | nome=Daniela | acao=estudou computacao | valor=9236
linha=2716 | nome=Igor | acao=participou da aula | valor=4817
linha=2717 | nome=Renata | acao=executou o benchmark | valor=8198
linha=2718 | nome=Vitor | acao=executou o benchmark | valor=4209
linha=2719 | nome=Helena | acao=escreveu o relatorio | valor=3931
linha=2720 | nome=Carlos | acao=analisou os resultados | valor=9830
linha=2721 | nome=Carlos | acao=otimizou o algoritmo | valor=4540
