linha=1 | nome=Gabriela | acao=comparou as metricas | valor=4077
linha=2340 | nome=Joao | acao=otimizou o algoritmo | valor=3847
linha=2341 | nome=Gabriela | acao=estudou computacao | valor=4275
linha=2342 | nome=Vitor | acao=analisou os resultados | valor=3078
linha=2343 | nome=Paulo | acao=otimizou o algoritmo | valor=3294
linha=2344 | nome=Bruno | acao=participou da aula | valor=7029
linha=2345 | nome=Sofia | acao=participou da aula | valor=6289
linha=2346 | nome=Bruno | acao=escreveu o relatorio | valor=4052
linha=2347 | nome=Lucas | acao=comparou as metricas | valor=1419
linha=2348 | nome=Ana | acao=participou da aula | valor=7295
linha=2349 | nome=Otavio | acao=escreveu o relatorio | valor=4603
linha=2350 | nome=Joao | acao=otimizou o algoritmo | valor=7759
linha=2351 | nome=Helena | acao=comparou as metricas | valor=6765
linha=2352 | nome=Vitor | acao=fez um experimento | valor=7224
linha=2353 | nome=Otavio | acao=executou o benchmark | valor=6462
linha=2354 | nome=Karen | acao=otimizou o algoritmo | valor=6659
linha=2355 | nome=Helena | acao=fez um experimento | valor=5442
linha=2356 | nome=Eduarda | acao=comparou as metricas | valor=2401
linha=2357 | nome=Mariana | acao=participou da aula | valor=9004
linha=2358 | nome=Igor | acao=comparou as metricas | valor=8145
linha=2359 | nome=Bruno | acao=fez um experimento | valor=1206
linha=2360 | nome=Natalia | acao=otimizou o algoritmo | valor=6686
linha=2361 | nome=Igor | acao=otimizou o algoritmo | valor=5921
linha=2362 | nome=Daniela | acao=escreveu o relatorio | valor=1890
linha=2363 | nome=Sofia | acao=estudou computacao | valor=8647
linha=2364 | nome=Igor | acao=escreveu o relatorio | valor=7021
linha=2365 | nome=Bruno | acao=fez um experimento | valor=9433
linha=2366 | nome=Tiago | acao=executou o benchmark | valor=2069
linha=2367 | nome=Daniela | acao=estudou computacao | valor=5951
linha=2368 | nome=Tiago | acao=fez um experimento | valor=7370
linha=2369 | nome=Vitor | acao=escreveu o relatorio | valor=3598
linha=2370 | nome=Gabriela | acao=analisou os resultados | valor=4227
linha=2371 | nome=Sofia | acao=comparou as metricas | valor=3821
linha=2372 | nome=Mariana | acao=analisou os resultados | valor=6030
linha=2373 | nome=Mariana | acao=executou o benchmark | valor=4883
linha=2374 | nome=Helena | acao=fez um experimento | valor=3035
linha=2375 | nome=Joao | acao=comparou as metricas | valor=7584
linha=2376 | nome=Mariana | acao=escreveu o relatorio | valor=5962
linha=2377 | nome=Igor | acao=executou o benchmark | valor=1828
linha=2378 | nome=Helena | acao=comparou as metricas | valor=7708
linha=2379 | nome=Renata | acao=participou da aula | valor=8650
linha=2380 | nome=Ana | acao=fez um experimento | valor=5747
linha=2381 | nome=Ana | acao=otimizou o algoritmo | valor=1698
linha=2382 | nome=Helena | acao=executou o benchmark | valor=6170
linha=2383 | nome=Eduarda | acao=escreveu o relatorio | valor=5838
linha=2384 | nome=Renata | acao=analisou os resultados | valor=1775
linha=2385 | nome=Otavio | acao=participou da aula | valor=1732
linha=2386 | nome=Tiago | acao=estudou computacao | valor=3201
linha=2387 | nome=Otavio | acao=participou da aula | valor=5881
linha=2388 | nome=Mariana | acao=comparou as metricas | valor=7668
linha=2389 | nome=Otavio | acao=otimizou o algoritmo | valor=6289
linha=2390 | nome=Otavio | acao=fez um experimento | valor=3914
linha=2391 | nome=Felipe | acao=fez um experimento | valor=7594
linha=2392 | nome=Renata | acao=executou o benchmark | valor=3472
linha=2393 | nome=Eduarda | acao=estudou computacao | valor=1610
linha=2394 | nome=Ana | acao=escreveu o relatorio | valor=6076
linha=2395 | nome=Daniela | acao=otimizou o algoritmo | valor=8239
linha=2396 | nome=Gabriela | acao=otimizou o algoritmo | valor=5254
linha=2397 | nome=Lucas | acao=analisou os resultados | valor=4005
linha=2398 | nome=Tiago | acao=fez um experimento | valor=8802
linha=2399 | nome=Ana | acao=estudou computacao | valor=3527
linha=2400 | nome=Mariana | acao=otimizou o algoritmo | valor=5624
linha=2401 | nome=Gabriela | acao=comparou as metricas | valor=9607
linha=2402 | nome=Bruno | acao=fez um experimento | valor=5965
linha=2403 | nome=Joao | acao=executou o benchmark | valor=6600
linha=2404 | nome=Mariana | acao=estudou computacao | valor=3861
linha=2405 | nome=Carlos | acao=participou da aula | valor=2103
linha=2406 | nome=Vitor | acao=participou da aula | valor=9966
linha=2407 | nome=Felipe | acao=analisou os resultados | valor=2249
linha=2408 | nome=Tiago | acao=participou da aula | valor=9892
linha=2409 | nome=Lucas | acao=comparou as metricas | valor=6325
linha=2410 | nome=Felipe | acao=fez um experimento | valor=3506
linha=2411 | nome=Vitor | acao=fez um experimento | valor=9132
linha=2412 | nome=Sofia | acao=comparou as metricas | valor=8907
linha=2413 | nome=Sofia | acao=escreveu o relatorio | valor=3470
linha=2414 | nome=Tiago | acao=otimizou o algoritmo | valor=1474
linha=2415 | nome=Ana | acao=analisou os resultados | valor=2626
linha=2416 | nome=Igor | acao=comparou as metricas | valor=8827
linha=2417 | nome=Otavio | acao=escreveu o relatorio | valor=4918
linha=2418 | nome=Natalia | acao=executou o benchmark | valor=7536
linha=2419 | nome=Paulo | acao=comparou as metricas | valor=9020
linha=2420 | nome=Karen | acao=participou da aula | valor=7052
linha=2421 | nome=Felipe | acao=escreveu o relatorio | valor=4149
linha=2422 | nome=Otavio | acao=fez um experimento | valor=1956
linha=2423 | nome=Helena | acao=analisou os resultados | valor=1023
linha=2424 | nome=Carlos | acao=fez um experimento | valor=6919
linha=2425 | nome=Ana | acao=otimizou o algoritmo | valor=6720
linha=2426 | nome=Tiago | acao=comparou as metricas | valor=3976
linha=2427 | nome=Carlos | acao=escreveu o relatorio | valor=9090
linha=2428 | nome=Karen | acao=otimizou o algoritmo | valor=6273
linha=2429 | nome=Natalia | acao=participou da aula | valor=2976
linha=2430 | nome=Gabriela | acao=fez um experimento | valor=2008
linha=2431 | nome=Natalia | acao=analisou os resultados | valor=2753
linha=2432 | nome=Eduarda | acao=fez um experimento | valor=4951
linha=2433 | nome=Joao | acao=estudou computacao | valor=3202
linha=2434 | nome=Eduarda | acao=estudou computacao | valor=7729
linha=2435 | nome=Igor | acao=participou da aula | valor=2055
linha=2436 | nome=Paulo | acao=otimizou o algoritmo | valor=3162
linha=2437 | nome=Gabriela | acao=fez um experimento | valor=7934
linha=2438 | nome=Mariana | acao=fez um experimento | valor=7381
linha=2439 | nome=Ana | acao=executou o benchmark | valor=6096
linha=2440 | nome=Helena | acao=otimizou o algoritmo | valor=3647
linha=2441 | nome=Lucas | acao=fez um experimento | valor=7092
linha=2442 | nome=Mariana | acao=fez um experimento | valor=5011
linha=2443 | nome=Otavio | acao=otimizou o algoritmo | valor=3606
linha=2444 | nome=Otavio | acao=fez um experimento | valor=3049
linha=2445 | nome=Gabriela | acao=comparou as metricas | valor=7985
linha=2446 | nome=Helena | acao=analisou os resultados | valor=6908
linha=2447 | nome=Paulo | acao=escreveu o relatorio | valor=3545
linha=2448 | nome=Joao | acao=estudou computacao | valor=4619
linha=2449 | nome=Sofia | acao=participou da aula | valor=7041
linha=2450 | nome=Lucas | acao=participou da aula | valor=9385
linha=2451 | nome=Vitor | acao=participou da aula | valor=2505
linha=2452 | nome=Helena | acao=otimizou o algoritmo | valor=4693
linha=2453 | nome=Natalia | acao=executou o benchmark | valor=7915
linha=2454 | nome=Vitor | acao=participou da aula | valor=5612
linha=2455 | nome=Helena | acao=comparou as metricas | valor=3619
linha=2456 | nome=Paulo | acao=participou da aula | valor=8702
linha=2457 | nome=Otavio | acao=escreveu o relatorio | valor=9299
linha=2458 | nome=Lucas | acao=escreveu o relatorio | valor=2388
linha=2459 | nome=Lucas | acao=executou o benchmark | valor=6139
linha=2460 | nome=Renata | acao=estudou computacao | valor=7623
linha=2461 | nome=Natalia | acao=estudou computacao | valor=2401
linha=2462 | nome=Natalia | acao=otimizou o algoritmo | valor=8935
linha=2463 | nome=Eduarda | acao=fez um experimento | valor=8574
linha=2464 | nome=Paulo | acao=escreveu o relatorio | valor=7597
linha=2465 | nome=Lucas | acao=analisou os resultados | valor=2517
linha=2466 | nome=Karen | acao=participou da aula | valor=9097
linha=2467 | nome=Natalia | acao=otimizou o algoritmo | valor=4693
linha=2468 | nome=Igor | acao=participou da aula | valor=8030
linha=2469 | nome=Paulo | acao=escreveu o relatorio | valor=6021
linha=2470 | nome=Mariana | acao=estudou computacao | valor=8813
linha=2471 | nome=Otavio | acao=analisou os resultados | valor=1016
linha=2472 | nome=Joao | acao=comparou as metricas | valor=4444
linha=2473 | nome=Otavio | acao=estudou computacao | valor=6085
linha=2474 | nome=Natalia | acao=analisou os resultados | valor=2116
linha=2475 | nome=Natalia | acao=comparou as metricas | valor=6127
linha=2476 | nome=Felipe | acao=fez um experimento | valor=1279
linha=2477 | nome=Gabriela | acao=executou o benchmark | valor=6746
linha=2478 | nome=Tiago | acao=executou o benchmark | valor=4934
linha=2479 | nome=Renata | acao=escreveu o relatorio | valor=4200
linha=2480 | nome=Helena | acao=otimizou o algoritmo | valor=9303
linha=2481 | nome=Eduarda | acao=comparou as metricas | valor=9909
linha=2482 | nome=Daniela | acao=estudou computacao | valor=7619
linha=2483 | nome=Ana | acao=otimizou o algoritmo | valor=8572
linha=2484 | nome=Mariana | acao=comparou as metricas | valor=6483
linha=2485 | nome=Bruno | acao=analisou os resultados | valor=5477
linha=2486 | nome=Vitor | acao=fez um experimento | valor=6820
linha=2487 | nome=Igor | acao=otimizou o algoritmo | valor=9924
linha=2488 | nome=Tiago | acao=otimizou o algoritmo | valor=8178
linha=2489 | nome=Vitor | acao=escreveu o relatorio | valor=7769
linha=2490 | nome=Ana | acao=escreveu o relatorio | valor=7353
linha=2491 | nome=Karen | acao=analisou os resultados | valor=6854
linha=2492 | nome=Tiago | acao=escreveu o relatorio | valor=6148
linha=2493 | nome=Daniela | acao=otimizou o algoritmo | valor=9292
linha=2494 | nome=Mariana | acao=participou da aula | valor=6441
linha=2495 | nome=Carlos | acao=otimizou o algoritmo | valor=2009
linha=2496 | nome=Joao | acao=escreveu o relatorio | valor=1796
linha=2497 | nome=Renata | acao=escreveu o relatorio | valor=8986
linha=2498 | nome=Eduarda | acao=fez um experimento | valor=6416
linha=2499 | nome=Mariana | acao=otimizou o algoritmo | valor=5855
linha=2500 | nome=Joao | acao=participou da aula | valor=6643
linha=2501 | nome=Felipe | acao=executou o benchmark | valor=2252
linha=2502 | nome=Daniela | acao=otimizou o algoritmo | valor=3691
linha=2503 | nome=Tiago | acao=escreveu o relatorio | valor=8471
linha=2504 | nome=Natalia | acao=comparou as metricas | valor=4878
linha=2505 | nome=Gabriela | acao=fez um experimento | valor=9352
linha=2506 | nome=Carlos | acao=estudou computacao | valor=1635
linha=2507 | nome=Igor | acao=escreveu o relatorio | valor=3685
linha=2508 | nome=Natalia | acao=otimizou o algoritmo | valor=8834
linha=2509 | nome=Renata | acao=fez um experimento | valor=6356
linha=2510 | nome=Gabriela | acao=otimizou o algoritmo | valor=3636
linha=2511 | nome=Otavio | acao=otimizou o algoritmo | valor=5715
linha=2512 | nome=Sofia | acao=estudou computacao | valor=7230
linha=2513 | nome=Gabriela | acao=comparou as metricas | valor=7783
linha=2514 | nome=Felipe | acao=estudou computacao | valor=1965
linha=2515 | nome=Mariana | acao=otimizou o algoritmo | valor=7658
linha=2516 | nome=Renata | acao=otimizou o algoritmo | valor=6786
linha=2517 | nome=Helena | acao=participou da aula | valor=6104
linha=2518 | nome=Eduarda | acao=fez um experimento | valor=7989
linha=2519 | nome=Igor | acao=participou da aula | valor=9677
linha=2520 | nome=Ana | acao=comparou as metricas | valor=1793
linha=2521 | nome=Gabriela | acao=participou da aula | valor=8580
linha=2522 | nome=Sofia | acao=comparou as metricas | valor=1832
linha=2523 | nome=Gabriela | acao=otimizou o algoritmo | valor=8789
linha=2524 | nome=Bruno | acao=participou da aula | valor=4926
linha=2525 | nome=Mariana | acao=comparou as metricas | valor=9572
linha=2526 | nome=Joao | acao=otimizou o algoritmo | valor=2638
linha=2527 | nome=Natalia | acao=executou o benchmark | valor=5897
linha=2528 | nome=Natalia | acao=fez um experimento | valor=1921
linha=2529 | nome=Renata | acao=comparou as metricas | valor=6983
linha=2530 | nome=Otavio | acao=comparou as metricas | valor=7636
linha=2531 | nome=Daniela | acao=fez um experimento | valor=6127
linha=2532 | nome=Ana | acao=participou da aula | valor=6339
linha=2533 | nome=Paulo | acao=executou o benchmark | valor=2226
linha=2534 | nome=Ana | acao=participou da aula | valor=9860
linha=2535 | nome=Renata | acao=estudou computacao | valor=4749
linha=2536 | nome=Tiago | acao=escreveu o relatorio | valor=8978
linha=2537 | nome=Tiago | acao=analisou os resultados | valor=7303
linha=2538 | nome=Otavio | acao=estudou computacao | valor=7936
linha=2539 | nome=Carlos | acao=escreveu o relatorio | valor=9359
linha=2540 | nome=Ana | acao=otimizou o algoritmo | valor=6133
linha=2541 | nome=Otavio | acao=escreveu o relatorio | valor=5941
linha=2542 | nome=Helena | acao=fez um experimento | valor=5533
linha=2543 | nome=Paulo | acao=otimizou o algoritmo | valor=3807
linha=2544 | nome=Lucas | acao=otimizou o algoritmo | valor=5765
linha=2545 | nome=Gabriela | acao=comparou as metricas | valor=9975
linha=2546 | nome=Sofia | acao=otimizou o algoritmo | valor=8169
linha=2547 | nome=Mariana | acao=fez um experimento | valor=3180
linha=2548 | nome=Vitor | acao=executou o benchmark | valor=6872
linha=2549 | nome=Sofia | acao=participou da aula | valor=5325
linha=2550 | nome=Sofia | acao=executou o benchmark | valor=5290
linha=2551 | nome=Karen | acao=otimizou o algoritmo | valor=5554
linha=2552 | nome=Sofia | acao=analisou os resultados | valor=8627
linha=2553 | nome=Otavio | acao=participou da aula | valor=9615
linha=2554 | nome=Joao | acao=analisou os resultados | valor=9876
linha=2555 | nome=Paulo | acao=escreveu o relatorio | valor=1255
linha=2556 | nome=Otavio | acao=executou o benchmark | valor=6163
linha=2557 | nome=Eduarda | acao=fez um experimento | valor=6145
linha=2558 | nome=Carlos | acao=fez um experimento | valor=9607
linha=2559 | nome=Eduarda | acao=escreveu o relatorio | valor=5182
linha=2560 | nome=Mariana | acao=analisou os resultados | valor=7096
linha=2561 | nome=Ana | acao=executou o benchmark | valor=5833
linha=2562 | nome=Renata | acao=participou da aula | valor=6810
linha=2563 | nome=Lucas | acao=estudou computacao | valor=9205
linha=2564 | nome=Karen | acao=participou da aula | valor=2534
linha=2565 | nome=Gabriela | acao=analisou os resultados | valor=9989
linha=2566 | nome=Mariana | acao=fez um experimento | valor=2080
linha=2567 | nome=Eduarda | acao=participou da aula | valor=7074
linha=2568 | nome=Ana | acao=analisou os resultados | valor=7937
linha=2569 | nome=Joao | acao=otimizou o algoritmo | valor=1224
linha=2570 | nome=Karen | acao=executou o benchmark | valor=7925
linha=2571 | nome=Natalia | acao=participou da aula | valor=5060
linha=2572 | nome=Igor | acao=escreveu o relatorio | valor=2180
linha=2573 | nome=Gabriela | acao=participou da aula | valor=3995
linha=2574 | nome=Joao | acao=executou o benchmark | valor=8084
linha=2575 | nome=Carlos | acao=participou da aula | valor=3028
linha=2576 | nome=Eduarda | acao=otimizou o algoritmo | valor=7790
linha=2577 | nome=Karen | acao=participou da aula | valor=9649
linha=2578 | nome=Renata | acao=estudou computacao | valor=9681
linha=2579 | nome=Renata | acao=estudou computacao | valor=9131
linha=2580 | nome=Tiago | acao=fez um experimento | valor=2370
linha=2581 | nome=Natalia | acao=otimizou o algoritmo | valor=7491
linha=2582 | nome=Otavio | acao=comparou as metricas | valor=5885
linha=2583 | nome=Otavio | acao=comparou as metricas | valor=1405
linha=2584 | nome=Carlos | acao=fez um experimento | valor=4520
linha=2585 | nome=Vitor | acao=estudou computacao | valor=1419
linha=2586 | nome=Natalia | acao=participou da aula | valor=7515
linha=2587 | nome=Gabriela | acao=executou o benchmark | valor=5516
linha=2588 | nome=Helena | acao=estudou computacao | valor=9597
linha=2589 | nome=Ana | acao=participou da aula | valor=5909
linha=2590 | nome=Mariana | acao=analisou os resultados | valor=7678
linha=2591 | nome=Natalia | acao=fez um experimento | valor=6120
linha=2592 | nome=Renata | acao=analisou os resultados | valor=1851
linha=2593 | nome=Bruno | acao=escreveu o relatorio | valor=2704
linha=2594 | nome=Mariana | acao=estudou computacao | valor=1364
linha=2595 | nome=Sofia | acao=participou da aula | valor=1043
linha=2596 | nome=Bruno | acao=comparou as metricas | valor=3686
linha=2597 | nome=Natalia | acao=participou da aula | valor=4795
linha=2598 | nome=Karen | acao=analisou os resultados | valor=7051
linha=2599 | nome=Sofia | acao=fez um experimento | valor=7282
linha=2600 | nome=Lucas | acao=executou o benchmark | valor=2341
linha=2601 | nome=Natalia | acao=otimizou o algoritmo | valor=4027
linha=2602 | nome=Eduarda | acao=participou da aula | valor=4951
linha=2603 | nome=Renata | acao=otimizou o algoritmo | valor=7565
linha=2604 | nome=Gabriela | acao=estudou computacao | valor=8305
linha=2605 | nome=Gabriela | acao=escreveu o relatorio | valor=3929
linha=2606 | nome=Joao | acao=estudou computacao | valor=1204
linha=2607 | nome=Helena | acao=analisou os resultados | valor=9608
linha=2608 | nome=Ana | acao=estudou computacao | valor=1565
linha=2609 | nome=Carlos | acao=estudou computacao | valor=7713
linha=2610 | nome=Mariana | acao=executou o benchmark | valor=5161
linha=2611 | nome=Karen | acao=analisou os resultados | valor=2717
linha=2612 | nome=Bruno | acao=analisou os resultados | valor=2151
linha=2613 | nome=Sofia | acao=comparou as metricas | valor=7928
linha=2614 | nome=Mariana | acao=fez um experimento | valor=6626
linha=2615 | nome=Lucas | acao=participou da aula | valor=9256
linha=2616 | nome=Eduarda | acao=analisou os resultados | valor=2501
linha=2617 | nome=Tiago | acao=analisou os resultados | valor=5957
linha=2618 | nome=Vitor | acao=participou da aula | valor=3570
linha=2619 | nome=Mariana | acao=estudou computacao | valor=5489
linha=2620 | nome=Tiago | acao=fez um experimento | valor=1183
linha=2621 | nome=Vitor | acao=otimizou o algoritmo | valor=5959
linha=2622 | nome=Eduarda | acao=analisou os resultados | valor=8307
linha=2623 | nome=Gabriela | acao=escreveu o relatorio | valor=8082
linha=2624 | nome=Vitor | acao=otimizou o algoritmo | valor=3080
linha=2625 | nome=Daniela | acao=fez um experimento | valor=7960
linha=2626 | nome=Joao | acao=otimizou o algoritmo | valor=3457
linha=2627 | nome=Helena | acao=analisou os resultados | valor=3437
linha=2628 | nome=Igor | acao=otimizou o algoritmo | valor=6289
linha=2629 | nome=Vitor | acao=estudou computacao | valor=4171
linha=2630 | nome=Tiago | acao=analisou os resultados | valor=4954
linha=2631 | nome=Vitor | acao=escreveu o relatorio | valor=9966
linha=2632 | nome=Daniela | acao=escreveu o relatorio | valor=1292
linha=2633 | nome=Helena | acao=executou o benchmark | valor=8385
linha=2634 | nome=Bruno | acao=fez um experimento | valor=6052
linha=2635 | nome=Vitor | acao=executou o benchmark | valor=5469
linha=2636 | nome=Gabriela | acao=estudou computacao | valor=5781
linha=2637 | nome=Karen | acao=analisou os resultados | valor=7020
linha=2638 | nome=Renata | acao=fez um experimento | valor=6444
linha=2639 | nome=Daniela | acao=escreveu o relatorio | valor=3009
linha=2640 | nome=Otavio | acao=analisou os resultados | valor=6105
linha=2641 | nome=Daniela | acao=otimizou o algoritmo | valor=3673
linha=2642 | nome=Daniela | acao=escreveu o relatorio | valor=2947
linha=2643 | nome=Otavio | acao=participou da aula | valor=8664
linha=2644 | nome=Daniela | acao=otimizou o algoritmo | valor=5042
linha=2645 | nome=Daniela | acao=escreveu o relatorio | valor=7843
linha=2646 | nome=Vitor | acao=analisou os resultados | valor=3183
linha=2647 | nome=Ana | acao=participou da aula | valor=5228
linha=2648 | nome=Mariana | acao=participou da aula | valor=9467
linha=2649 | nome=Eduarda | acao=executou o benchmark | valor=8372
linha=2650 | nome=Gabriela | acao=executou o benchmark | valor=6815
linha=2651 | nome=Igor | acao=comparou as metricas | valor=6064
linha=2652 | nome=Daniela | acao=comparou as metricas | valor=4269
linha=2653 | nome=Helena | acao=fez um experimento | valor=5267
linha=2654 | nome=Karen | acao=analisou os resultados | valor=4328
linha=2655 | nome=Carlos | acao=escreveu o relatorio | valor=5477
linha=2656 | nome=Tiago | acao=estudou computacao | valor=2862
linha=2657 | nome=Lucas | acao=otimizou o algoritmo | valor=3680
linha=2658 | nome=Ana | acao=estudou computacao | valor=2610
linha=2659 | nome=Daniela | acao=escreveu o relatorio | valor=2244
linha=2660 | nome=Gabriela | acao=participou da aula | valor=8606
linha=2661 | nome=Sofia | acao=estudou computacao | valor=3498
linha=2662 | nome=Felipe | acao=estudou computacao | valor=1310
linha=2663 | nome=Lucas | acao=participou da aula | valor=9204
linha=2664 | nome=Bruno | acao=fez um experimento | valor=2518
linha=2665 | nome=Joao | acao=comparou as metricas | valor=6338
linha=2666 | nome=Carlos | acao=otimizou o algoritmo | valor=8732
linha=2667 | nome=Eduarda | acao=executou o benchmark | valor=1420
linha=2668 | nome=Lucas | acao=estudou computacao | valor=4274
linha=2669 | nome=Joao | acao=escreveu o relatorio | valor=3585
linha=2670 | nome=Otavio | acao=executou o benchmark | valor=8352
linha=2671 | nome=Felipe | acao=executou o benchmark | valor=5197
linha=2672 | nome=Vitor | acao=fez um experimento | valor=8319
linha=2673 | nome=Gabriela | acao=estudou computacao | valor=6733
linha=2674 | nome=Daniela | acao=executou o benchmark | valor=2586
linha=2675 | nome=Carlos | acao=analisou os resultados | valor=7235
linha=2676 | nome=Paulo | acao=escreveu o relatorio | valor=7805
linha=2677 | nome=Karen | acao=comparou as metricas | valor=6735
linha=2678 | nome=Joao | acao=participou da aula | valor=7796
linha=2679 | nome=Igor | acao=analisou os resultados | valor=7045
linha=2680 | nome=Lucas | acao=estudou computacao | valor=1543
linha=2681 | nome=Lucas | acao=executou o benchmark | valor=3005
linha=2682 | nome=Ana | acao=comparou as metricas | valor=3052
linha=2683 | nome=Mariana | acao=estudou computacao | valor=4927
linha=2684 | nome=Tiago | acao=escreveu o relatorio | valor=3952
linha=2685 | nome=Igor | acao=comparou as metricas | valor=6145
linha=2686 | nome=Tiago | acao=executou o benchmark | valor=4560
linha=2687 | nome=Natalia | acao=analisou os resultados | valor=9195
linha=2688 | nome=Ana | acao=executou o benchmark | valor=9915
linha=2689 | nome=Eduarda | acao=participou da aula | valor=4514
linha=2690 | nome=Ana | acao=fez um experimento | valor=7631
linha=2691 | nome=Mariana | acao=executou o benchmark | valor=2363
linha=2692 | nome=Carlos | acao=escreveu o relatorio | valor=5361
linha=2693 | nome=Helena | acao=participou da aula | valor=7661
linha=2694 | nome=Joao | acao=participou da aula | valor=1814
linha=2695 | nome=Otavio | acao=otimizou o algoritmo | valor=1906
linha=2696 | nome=Renata | acao=otimizou o algoritmo | valor=1786
linha=2697 | nome=Mariana | acao=fez um experimento | valor=3674
linha=2698 | nome=Vitor | acao=estudou computacao | valor=5799
linha=2699 | nome=Ana | acao=analisou os resultados | valor=1839
linha=2700 | nome=Paulo | acao=comparou as metricas | valor=7128
linha=2701 | nome=Natalia | acao=executou o benchmark | valor=4395
linha=2702 | nome=Paulo | acao=analisou os resultados | valor=2165
linha=2703 | nome=Lucas | acao=participou da aula | valor=5341
linha=2704 | nome=Natalia | acao=participou da aula | valor=6795
linha=2705 | nome=Lucas | acao=analisou os resultados | valor=4033
linha=2706 | nome=Gabriela | acao=estudou computacao | valor=8556
linha=2707 | nome=Ana | acao=participou da aula | valor=5688
linha=2708 | nome=Igor | acao=escreveu o relatorio | valor=7338
linha=2709 | nome=Bruno | acao=participou da aula | valor=3283
linha=2710 | nome=Tiago | acao=comparou as metricas | valor=8192
linha=2711 | nome=Vitor | acao=comparou as metricas | valor=7391
linha=2712 | nome=Eduarda | acao=comparou as metricas | valor=6577
linha=2713 | nome=Karen | acao=escreveu o relatorio | valor=5470
linha=2714 | nome=Sofia | acao=participou da aula | valor=7191
linha=2715 | nome=Otavio | acao=estudou computacao | valor=3520
linha=2716 | nome=Igor | acao=comparou as metricas | valor=5770
linha=2717 | nome=Natalia | acao=otimizou o algoritmo | valor=7970
linha=2718 | nome=Karen | acao=escreveu o relatorio | valor=4329
linha=2719 | nome=Carlos | acao=otimizou o algoritmo | valor=6763
linha=2720 | nome=Igor | acao=fez um experimento | valor=1213
linha=2721 | nome=Eduarda | acao=analisou os resultados | valor=3661
linha=2722 | nome=Felipe | acao=otimizou o algoritmo | valor=3474
linha=2723 | nome=Tiago | acao=estudou computacao | valor=8769
linha=2724 | nome=Mariana | acao=analisou os resultados | valor=6262
linha=2725 | nome=Bruno | acao=participou da aula | valor=1533
linha=2726 | nome=Eduarda | acao=participou da aula | valor=3204
linha=2727 | nome=Igor | acao=estudou computacao | valor=8891
linha=2728 | nome=Natalia | acao=otimizou o algoritmo | valor=1855
linha=2729 | nome=Bruno | acao=otimizou o algoritmo | valor=3717
linha=2730 | nome=Daniela | acao=fez um experimento | valor=4542
linha=2731 | nome=Carlos | acao=executou o benchmark | valor=9577
linha=2732 | nome=Gabriela | acao=estudou computacao | valor=7532
linha=2733 | nome=Vitor | acao=analisou os resultados | valor=4372
linha=2734 | nome=Joao | acao=analisou os resultados | valor=6041
linha=2735 | nome=Felipe | acao=otimizou o algoritmo | valor=2116
linha=2736 | nome=Vitor | acao=executou o benchmark | valor=1610
linha=2737 | nome=Ana | acao=escreveu o relatorio | valor=3199
linha=2738 | nome=Tiago | acao=estudou computacao | valor=5638
linha=2739 | nome=Natalia | acao=executou o benchmark | valor=9352
linha=2740 | nome=Ana | acao=analisou os resultados | valor=9902
linha=2741 | nome=Vitor | acao=escreveu o relatorio | valor=3315
linha=2742 | nome=Carlos | acao=analisou os resultados | valor=8585
linha=2743 | nome=Paulo | acao=fez um experimento | valor=5865
linha=2744 | nome=Tiago | acao=participou da aula | valor=4463
linha=2745 | nome=Mariana | acao=comparou as metricas | valor=7445
linha=2746 | nome=Mariana | acao=comparou as metricas | valor=5529
linha=2747 | nome=Igor | acao=executou o benchmark | valor=6976
linha=2748 | nome=Helena | acao=participou da aula | valor=6246
linha=2749 | nome=Eduarda | acao=fez um experimento | valor=8564
linha=2750 | nome=Carlos | acao=estudou computacao | valor=4889
linha=2751 | nome=Vitor | acao=escreveu o relatorio | valor=3401
linha=2752 | nome=Vitor | acao=otimizou o algoritmo | valor=4694
linha=2753 | nome=Helena | acao=executou o benchmark | valor=6625
linha=2754 | nome=Mariana | acao=otimizou o algoritmo | valor=5550
linha=2755 | nome=Joao | acao=fez um experimento | valor=5681
linha=2756 | nome=Natalia | acao=executou o benchmark | valor=7858
linha=2757 | nome=Tiago | acao=estudou computacao | valor=4059
linha=2758 | nome=Mariana | acao=executou o benchmark | valor=2167
linha=2759 | nome=Lucas | acao=participou da aula | valor=6405
linha=2760 | nome=Igor | acao=fez um experimento | valor=8066
linha=2761 | nome=Bruno | acao=escreveu o relatorio | valor=2864
linha=2762 | nome=Vitor | acao=fez um experimento | valor=6429
linha=2763 | nome=Joao | acao=otimizou o algoritmo | valor=4468
linha=2764 | nome=Ana | acao=comparou as metricas | valor=7913
linha=2765 | nome=Lucas | acao=participou da aula | valor=1350
linha=2766 | nome=Gabriela | acao=comparou as metricas | valor=7662
linha=2767 | nome=Igor | acao=executou o benchmark | valor=7078
linha=2768 | nome=Igor | acao=escreveu o relatorio | valor=5471
linha=2769 | nome=Joao | acao=escreveu o relatorio | valor=6469
linha=2770 | nome=Bruno | acao=estudou computacao | valor=4241
linha=2771 | nome=Tiago | acao=estudou computacao | valor=7909
linha=2772 | nome=Sofia | acao=otimizou o algoritmo | valor=2865
linha=2773 | nome=Ana | acao=comparou as metricas | valor=2720
linha=2774 | nome=Natalia | acao=executou o benchmark | valor=5390
linha=2775 | nome=Tiago | acao=analisou os resultados | valor=8830
linha=2776 | nome=Joao | acao=participou da aula | valor=1075
