linha=1 | nome=Eduarda | acao=participou da aula | valor=3466
linha=2616 | nome=Sofia | acao=participou da aula | valor=1909
linha=2617 | nome=Sofia | acao=participou da aula | valor=4833
linha=2618 | nome=Ana | acao=otimizou o algoritmo | valor=2879
linha=2619 | nome=Daniela | acao=participou da aula | valor=1986
linha=2620 | nome=Tiago | acao=executou o benchmark | valor=9680
linha=2621 | nome=Eduarda | acao=comparou as metricas | valor=7139
linha=2622 | nome=Karen | acao=analisou os resultados | valor=3521
linha=2623 | nome=Sofia | acao=executou o benchmark | valor=9321
linha=2624 | nome=Renata | acao=executou o benchmark | valor=2730
linha=2625 | nome=Joao | acao=fez um experimento | valor=8825
linha=2626 | nome=Karen | acao=analisou os resultados | valor=7079
linha=2627 | nome=Renata | acao=comparou as metricas | valor=5694
linha=2628 | nome=Sofia | acao=escreveu o relatorio | valor=6074
linha=2629 | nome=Lucas | acao=estudou computacao | valor=8553
linha=2630 | nome=Helena | acao=fez um experimento | valor=3287
linha=2631 | nome=Otavio | acao=executou o benchmark | valor=2454
linha=2632 | nome=Helena | acao=executou o benchmark | valor=6885
linha=2633 | nome=Paulo | acao=comparou as metricas | valor=8477
linha=2634 | nome=Eduarda | acao=escreveu o relatorio | valor=8583
linha=2635 | nome=Vitor | acao=fez um experimento | valor=4268
linha=2636 | nome=Lucas | acao=fez um experimento | valor=4970
linha=2637 | nome=Gabriela | acao=escreveu o relatorio | valor=8720
linha=2638 | nome=Gabriela | acao=escreveu o relatorio | valor=5591
linha=2639 | nome=Tiago | acao=participou da aula | valor=9964
linha=2640 | nome=Lucas | acao=otimizou o algoritmo | valor=5723
linha=2641 | nome=Joao | acao=participou da aula | valor=1317
linha=2642 | nome=Paulo | acao=executou o benchmark | valor=4068
linha=2643 | nome=Natalia | acao=escreveu o relatorio | valor=6956
linha=2644 | nome=Ana | acao=escreveu o relatorio | valor=8784
linha=2645 | nome=Lucas | acao=otimizou o algoritmo | valor=6538
linha=2646 | nome=Mariana | acao=executou o benchmark | valor=9036
linha=2647 | nome=Tiago | acao=participou da aula | valor=6821
linha=2648 | nome=Karen | acao=estudou computacao | valor=7902
linha=2649 | nome=Eduarda | acao=comparou as metricas | valor=7131
linha=2650 | nome=Otavio | acao=executou o benchmark | valor=4188
linha=2651 | nome=Carlos | acao=participou da aula | valor=1896
linha=2652 | nome=Otavio | acao=estudou computacao | valor=1533
linha=2653 | nome=Felipe | acao=executou o benchmark | valor=8148
linha=2654 | nome=Bruno | acao=comparou as metricas | valor=7981
linha=2655 | nome=Daniela | acao=analisou os resultados | valor=5835
linha=2656 | nome=Ana | acao=otimizou o algoritmo | valor=8861
linha=2657 | nome=Sofia | acao=participou da aula | valor=3681
linha=2658 | nome=Ana | acao=participou da aula | valor=4655
linha=2659 | nome=Renata | acao=estudou computacao | valor=6099
linha=2660 | nome=Tiago | acao=otimizou o algoritmo | valor=5814
linha=2661 | nome=Paulo | acao=otimizou o algoritmo | valor=5867
linha=2662 | nome=Natalia | acao=analisou os resultados | valor=4065
linha=2663 | nome=Joao | acao=otimizou o algoritmo | valor=5310
linha=2664 | nome=Gabriela | acao=otimizou o algoritmo | valor=5165
linha=2665 | nome=Ana | acao=otimizou o algoritmo | valor=2830
linha=2666 | nome=Carlos | acao=participou da aula | valor=7925
linha=2667 | nome=Vitor | acao=fez um experimento | valor=1551
linha=2668 | nome=Gabriela | acao=otimizou o algoritmo | valor=1841
linha=2669 | nome=Tiago | acao=executou o benchmark | valor=6225
linha=2670 | nome=Paulo | acao=escreveu o relatorio | valor=9170
linha=2671 | nome=Igor | acao=participou da aula | valor=2609
linha=2672 | nome=Bruno | acao=executou o benchmark | valor=3489
linha=2673 | nome=Lucas | acao=executou o benchmark | valor=6448
linha=2674 | nome=Igor | acao=otimizou o algoritmo | valor=5624
linha=2675 | nome=Tiago | acao=executou o benchmark | valor=6257
linha=2676 | nome=Joao | acao=estudou computacao | valor=2899
linha=2677 | nome=Gabriela | acao=participou da aula | valor=4760
linha=2678 | nome=Mariana | acao=analisou os resultados | valor=5447
linha=2679 | nome=Joao | acao=otimizou o algoritmo | valor=4644
linha=2680 | nome=Bruno | acao=comparou as metricas | valor=6398
linha=2681 | nome=Carlos | acao=estudou computacao | valor=7302
linha=2682 | nome=Felipe | acao=analisou os resultados | valor=9370
linha=2683 | nome=Lucas | acao=participou da aula | valor=9890
linha=2684 | nome=Eduarda | acao=otimizou o algoritmo | valor=2448
linha=2685 | nome=Sofia | acao=escreveu o relatorio | valor=9083
linha=2686 | nome=Helena | acao=otimizou o algoritmo | valor=9872
linha=2687 | nome=Otavio | acao=estudou computacao | valor=6597
linha=2688 | nome=Eduarda | acao=estudou computacao | valor=1410
linha=2689 | nome=Renata | acao=fez um experimento | valor=7952
linha=2690 | nome=Renata | acao=executou o benchmark | valor=9713
linha=2691 | nome=Joao | acao=escreveu o relatorio | valor=1066
linha=2692 | nome=Joao | acao=comparou as metricas | valor=7559
linha=2693 | nome=Carlos | acao=executou o benchmark | valor=4098
linha=2694 | nome=Paulo | acao=otimizou o algoritmo | valor=6301
linha=2695 | nome=Paulo | acao=comparou as metricas | valor=7586
linha=2696 | nome=Helena | acao=executou o benchmark | valor=4685
linha=2697 | nome=Bruno | acao=otimizou o algoritmo | valor=8803
linha=2698 | nome=Felipe | acao=fez um experimento | valor=5545
linha=2699 | nome=Sofia | acao=otimizou o algoritmo | valor=7237
linha=2700 | nome=Vitor | acao=escreveu o relatorio | valor=6859
linha=2701 | nome=Otavio | acao=escreveu o relatorio | valor=7996
linha=2702 | nome=Sofia | acao=estudou computacao | valor=9436
linha=2703 | nome=Mariana | acao=executou o benchmark | valor=5765
linha=2704 | nome=Joao | acao=comparou as metricas | valor=7986
linha=2705 | nome=Helena | acao=estudou computacao | valor=9344
linha=2706 | nome=Bruno | acao=otimizou o algoritmo | valor=7485
linha=2707 | nome=Daniela | acao=fez um experimento | valor=4926
linha=2708 | nome=Mariana | acao=escreveu o relatorio | valor=6122
linha=2709 | nome=Daniela | acao=comparou as metricas | valor=5783
linha=2710 | nome=Vitor | acao=analisou os resultados | valor=8465
linha=2711 | nome=Eduarda | acao=comparou as metricas | valor=6498
linha=2712 | nome=Sofia | acao=otimizou o algoritmo | valor=3333
linha=2713 | nome=Otavio | acao=executou o benchmark | valor=9012
linha=2714 | nome=Otavio | acao=fez um experimento | valor=9245
linha=2715 | nome=Igor | acao=otimizou o algoritmo | valor=2701
linha=2716 | nome=Sofia | acao=otimizou o algoritmo | valor=3535
linha=2717 | nome=Mariana | acao=otimizou o algoritmo | valor=9537
linha=2718 | nome=Karen | acao=analisou os resultados | valor=5851
linha=2719 | nome=Gabriela | acao=escreveu o relatorio | valor=5889
linha=2720 | nome=Mariana | acao=escreveu o relatorio | valor=9083
linha=2721 | nome=Igor | acao=comparou as metricas | valor=2850
linha=2722 | nome=Eduarda | acao=escreveu o relatorio | valor=5550
linha=2723 | nome=Sofia | acao=comparou as metricas | valor=9614
linha=2724 | nome=Sofia | acao=otimizou o algoritmo | valor=1170
linha=2725 | nome=Mariana | acao=participou da aula | valor=2881
linha=2726 | nome=Joao | acao=fez um experimento | valor=6333
linha=2727 | nome=Ana | acao=participou da aula | valor=1893
linha=2728 | nome=Helena | acao=estudou computacao | valor=6766
linha=2729 | nome=Daniela | acao=escreveu o relatorio | valor=4519
linha=2730 | nome=Eduarda | acao=fez um experimento | valor=2147
linha=2731 | nome=Sofia | acao=estudou computacao | valor=6375
linha=2732 | nome=Eduarda | acao=otimizou o algoritmo | valor=1573
linha=2733 | nome=Helena | acao=comparou as metricas | valor=1486
linha=2734 | nome=Daniela | acao=executou o benchmark | valor=6788
linha=2735 | nome=Karen | acao=estudou computacao | valor=7456
linha=2736 | nome=Vitor | acao=executou o benchmark | valor=2082
linha=2737 | nome=Bruno | acao=participou da aula | valor=5881
linha=2738 | nome=Paulo | acao=participou da aula | valor=9774
linha=2739 | nome=Mariana | acao=estudou computacao | valor=4041
linha=2740 | nome=Igor | acao=estudou computacao | valor=4070
linha=2741 | nome=Mariana | acao=comparou as metricas | valor=9521
linha=2742 | nome=Bruno | acao=comparou as metricas | valor=9233
linha=2743 | nome=Otavio | acao=fez um experimento | valor=3938
linha=2744 | nome=Ana | acao=fez um experimento | valor=7158
linha=2745 | nome=Igor | acao=escreveu o relatorio | valor=3787
linha=2746 | nome=Eduarda | acao=otimizou o algoritmo | valor=8790
linha=2747 | nome=Carlos | acao=executou o benchmark | valor=5804
linha=2748 | nome=Bruno | acao=estudou computacao | valor=9814
linha=2749 | nome=Ana | acao=executou o benchmark | valor=6923
linha=2750 | nome=Daniela | acao=otimizou o algoritmo | valor=3995
linha=2751 | nome=Mariana | acao=otimizou o algoritmo | valor=3057
linha=2752 | nome=Felipe | acao=estudou computacao | valor=9647
linha=2753 | nome=Eduarda | acao=executou o benchmark | valor=1195
linha=2754 | nome=Felipe | acao=comparou as metricas | valor=8959
linha=2755 | nome=Karen | acao=estudou computacao | valor=7771
linha=2756 | nome=Sofia | acao=executou o benchmark | valor=1936
linha=2757 | nome=Bruno | acao=escreveu o relatorio | valor=7959
linha=2758 | nome=Natalia | acao=estudou computacao | valor=7623
linha=2759 | nome=Sofia | acao=participou da aula | valor=1384
linha=2760 | nome=Ana | acao=otimizou o algoritmo | valor=7298
linha=2761 | nome=Helena | acao=estudou computacao | valor=4604
linha=2762 | nome=Sofia | acao=executou o benchmark | valor=8593
linha=2763 | nome=Ana | acao=analisou os resultados | valor=1583
linha=2764 | nome=Carlos | acao=escreveu o relatorio | valor=9783
linha=2765 | nome=Mariana | acao=participou da aula | valor=2122
linha=2766 | nome=Paulo | acao=participou da aula | valor=2340
linha=2767 | nome=Tiago | acao=escreveu o relatorio | valor=5981
linha=2768 | nome=Renata | acao=fez um experimento | valor=8146
linha=2769 | nome=Carlos | acao=participou da aula | valor=5051
linha=2770 | nome=Otavio | acao=analisou os resultados | valor=3440
linha=2771 | nome=Felipe | acao=comparou as metricas | valor=5889
linha=2772 | nome=Mariana | acao=fez um experimento | valor=9689
linha=2773 | nome=Sofia | acao=participou da aula | valor=3463
linha=2774 | nome=Karen | acao=executou o benchmark | valor=5331
linha=2775 | nome=Joao | acao=otimizou o algoritmo | valor=5738
linha=2776 | nome=Igor | acao=participou da aula | valor=8306
linha=2777 | nome=Eduarda | acao=otimizou o algoritmo | valor=1932
linha=2778 | nome=Mariana | acao=fez um experimento | valor=2994
linha=2779 | nome=Gabriela | acao=participou da aula | valor=1453
linha=2780 | nome=Lucas | acao=otimizou o algoritmo | valor=2040
linha=2781 | nome=Mariana | acao=analisou os resultados | valor=3035
linha=2782 | nome=Daniela | acao=executou o benchmark | valor=8223
linha=2783 | nome=Ana | acao=participou da aula | valor=2747
linha=2784 | nome=Eduarda | acao=comparou as metricas | valor=6778
linha=2785 | nome=Karen | acao=executou o benchmark | valor=2615
linha=2786 | nome=Lucas | acao=escreveu o relatorio | valor=2309
linha=2787 | nome=Gabriela | acao=escreveu o relatorio | valor=7784
linha=2788 | nome=Bruno | acao=escreveu o relatorio | valor=7552
linha=2789 | nome=Gabriela | acao=comparou as metricas | valor=1840
linha=2790 | nome=Ana | acao=otimizou o algoritmo | valor=5749
linha=2791 | nome=Paulo | acao=participou da aula | valor=1119
linha=2792 | nome=Vitor | acao=analisou os resultados | valor=1594
linha=2793 | nome=Carlos | acao=participou da aula | valor=2308
linha=2794 | nome=Vitor | acao=participou da aula | valor=1340
linha=2795 | nome=Gabriela | acao=escreveu o relatorio | valor=6387
linha=2796 | nome=Natalia | acao=escreveu o relatorio | valor=7775
linha=2797 | nome=Renata | acao=executou o benchmark | valor=9357
linha=2798 | nome=Natalia | acao=fez um experimento | valor=7315
linha=2799 | nome=Bruno | acao=estudou computacao | valor=9359
linha=2800 | nome=Mariana | acao=analisou os resultados | valor=7371
linha=2801 | nome=Vitor | acao=participou da aula | valor=4457
linha=2802 | nome=Tiago | acao=escreveu o relatorio | valor=4605
linha=2803 | nome=Gabriela | acao=escreveu o relatorio | valor=5089
linha=2804 | nome=Otavio | acao=participou da aula | valor=7381
linha=2805 | nome=Igor | acao=analisou os resultados | valor=4410
linha=2806 | nome=Bruno | acao=fez um experimento | valor=5394
linha=2807 | nome=Igor | acao=fez um experimento | valor=9433
linha=2808 | nome=Renata | acao=escreveu o relatorio | valor=9397
linha=2809 | nome=Felipe | acao=comparou as metricas | valor=3263
linha=2810 | nome=Gabriela | acao=participou da aula | valor=5454
linha=2811 | nome=Lucas | acao=otimizou o algoritmo | valor=8176
linha=2812 | nome=Gabriela | acao=analisou os resultados | valor=1386
linha=2813 | nome=Renata | acao=otimizou o algoritmo | valor=1619
linha=2814 | nome=Lucas | acao=fez um experimento | valor=4352
linha=2815 | nome=Carlos | acao=executou o benchmark | valor=2040
linha=2816 | nome=Felipe | acao=otimizou o algoritmo | valor=4471
linha=2817 | nome=Joao | acao=comparou as metricas | valor=7315
linha=2818 | nome=Joao | acao=escreveu o relatorio | valor=8097
linha=2819 | nome=Renata | acao=fez um experimento | valor=7291
linha=2820 | nome=Ana | acao=fez um experimento | valor=2292
linha=2821 | nome=Bruno | acao=escreveu o relatorio | valor=5019
linha=2822 | nome=Otavio | acao=fez um experimento | valor=5012
linha=2823 | nome=Mariana | acao=otimizou o algoritmo | valor=8846
linha=2824 | nome=Otavio | acao=comparou as metricas | valor=4572
linha=2825 | nome=Helena | acao=estudou computacao | valor=1190
linha=2826 | nome=Natalia | acao=otimizou o algoritmo | valor=6595
linha=2827 | nome=Natalia | acao=participou da aula | valor=7763
linha=2828 | nome=Otavio | acao=comparou as metricas | valor=4657
linha=2829 | nome=Helena | acao=comparou as metricas | valor=8009
linha=2830 | nome=Natalia | acao=estudou computacao | valor=5949
linha=2831 | nome=Karen | acao=estudou computacao | valor=5395
linha=2832 | nome=Karen | acao=analisou os resultados | valor=7035
linha=2833 | nome=Igor | acao=otimizou o algoritmo | valor=1717
linha=2834 | nome=Joao | acao=executou o benchmark | valor=8773
linha=2835 | nome=Gabriela | acao=comparou as metricas | valor=7894
linha=2836 | nome=Helena | acao=otimizou o algoritmo | valor=9023
linha=2837 | nome=Renata | acao=otimizou o algoritmo | valor=3264
linha=2838 | nome=Tiago | acao=executou o benchmark | valor=8853
linha=2839 | nome=Paulo | acao=comparou as metricas | valor=8024
linha=2840 | nome=Ana | acao=fez um experimento | valor=1555
linha=2841 | nome=Vitor | acao=participou da aula | valor=3206
linha=2842 | nome=Helena | acao=estudou computacao | valor=6368
linha=2843 | nome=Renata | acao=fez um experimento | valor=9394
linha=2844 | nome=Helena | acao=participou da aula | valor=7453
linha=2845 | nome=Otavio | acao=estudou computacao | valor=3193
linha=2846 | nome=Joao | acao=estudou computacao | valor=5477
linha=2847 | nome=Natalia | acao=analisou os resultados | valor=7097
linha=2848 | nome=Carlos | acao=fez um experimento | valor=2884
linha=2849 | nome=Paulo | acao=estudou computacao | valor=2297
linha=2850 | nome=Bruno | acao=escreveu o relatorio | valor=9632
linha=2851 | nome=Igor | acao=estudou computacao | valor=8407
linha=2852 | nome=Renata | acao=fez um experimento | valor=7831
linha=2853 | nome=Mariana | acao=escreveu o relatorio | valor=9619
linha=2854 | nome=Natalia | acao=executou o benchmark | valor=6239
linha=2855 | nome=Felipe | acao=escreveu o relatorio | valor=1003
linha=2856 | nome=Sofia | acao=executou o benchmark | valor=4845
linha=2857 | nome=Renata | acao=fez um experimento | valor=8498
linha=2858 | nome=Joao | acao=analisou os resultados | valor=1716
linha=2859 | nome=Eduarda | acao=otimizou o algoritmo | valor=9716
linha=2860 | nome=Ana | acao=executou o benchmark | valor=1516
linha=2861 | nome=Carlos | acao=participou da aula | valor=1330
linha=2862 | nome=Paulo | acao=otimizou o algoritmo | valor=9638
linha=2863 | nome=Lucas | acao=otimizou o algoritmo | valor=9225
linha=2864 | nome=Eduarda | acao=fez um experimento | valor=1764
linha=2865 | nome=Felipe | acao=analisou os resultados | valor=6351
linha=2866 | nome=Igor | acao=otimizou o algoritmo | valor=9614
linha=2867 | nome=Natalia | acao=escreveu o relatorio | valor=7224
linha=2868 | nome=Daniela | acao=estudou computacao | valor=9776
linha=2869 | nome=Vitor | acao=fez um experimento | valor=2694
linha=2870 | nome=Renata | acao=comparou as metricas | valor=4535
linha=2871 | nome=Joao | acao=otimizou o algoritmo | valor=4086
linha=2872 | nome=Helena | acao=comparou as metricas | valor=5057
linha=2873 | nome=Paulo | acao=estudou computacao | valor=2557
linha=2874 | nome=Mariana | acao=executou o benchmark | valor=1244
linha=2875 | nome=Vitor | acao=escreveu o relatorio | valor=2349
linha=2876 | nome=Eduarda | acao=escreveu o relatorio | valor=6463
linha=2877 | nome=Vitor | acao=estudou computacao | valor=6062
linha=2878 | nome=Bruno | acao=otimizou o algoritmo | valor=7462
linha=2879 | nome=Igor | acao=fez um experimento | valor=1083
linha=2880 | nome=Paulo | acao=comparou as metricas | valor=3538
linha=2881 | nome=Eduarda | acao=analisou os resultados | valor=5209
linha=2882 | nome=Sofia | acao=estudou computacao | valor=3113
linha=2883 | nome=Sofia | acao=participou da aula | valor=8524
linha=2884 | nome=Renata | acao=estudou computacao | valor=6323
linha=2885 | nome=Karen | acao=otimizou o algoritmo | valor=8775
linha=2886 | nome=Karen | acao=otimizou o algoritmo | valor=7682
linha=2887 | nome=Vitor | acao=comparou as metricas | valor=3312
linha=2888 | nome=Joao | acao=analisou os resultados | valor=4404
linha=2889 | nome=Lucas | acao=participou da aula | valor=3571
linha=2890 | nome=Mariana | acao=estudou computacao | valor=5897
linha=2891 | nome=Bruno | acao=otimizou o algoritmo | valor=4532
linha=2892 | nome=Bruno | acao=fez um experimento | valor=2655
linha=2893 | nome=Gabriela | acao=estudou computacao | valor=5990
linha=2894 | nome=Otavio | acao=participou da aula | valor=7189
linha=2895 | nome=Karen | acao=analisou os resultados | valor=5452
linha=2896 | nome=Daniela | acao=escreveu o relatorio | valor=5615
linha=2897 | nome=Joao | acao=analisou os resultados | valor=2271
linha=2898 | nome=Karen | acao=fez um experimento | valor=2590
linha=2899 | nome=Mariana | acao=analisou os resultados | valor=5748
linha=2900 | nome=Sofia | acao=executou o benchmark | valor=3085
linha=2901 | nome=Renata | acao=comparou as metricas | valor=1669
linha=2902 | nome=Renata | acao=escreveu o relatorio | valor=2137
linha=2903 | nome=Tiago | acao=participou da aula | valor=2563
linha=2904 | nome=Natalia | acao=participou da aula | valor=8315
linha=2905 | nome=Igor | acao=analisou os resultados | valor=4832
linha=2906 | nome=Vitor | acao=analisou os resultados | valor=5983
linha=2907 | nome=Karen | acao=estudou computacao | valor=7478
linha=2908 | nome=Felipe | acao=comparou as metricas | valor=8483
linha=2909 | nome=Lucas | acao=fez um experimento | valor=7577
linha=2910 | nome=Gabriela | acao=estudou computacao | valor=1414
linha=2911 | nome=Renata | acao=escreveu o relatorio | valor=9918
linha=2912 | nome=Igor | acao=executou o benchmark | valor=8052
linha=2913 | nome=Sofia | acao=comparou as metricas | valor=8819
linha=2914 | nome=Joao | acao=escreveu o relatorio | valor=6191
linha=2915 | nome=Igor | acao=estudou computacao | valor=2197
linha=2916 | nome=Igor | acao=otimizou o algoritmo | valor=1024
linha=2917 | nome=Igor | acao=fez um experimento | valor=4717
linha=2918 | nome=Felipe | acao=participou da aula | valor=5529
linha=2919 | nome=Eduarda | acao=executou o benchmark | valor=2678
linha=2920 | nome=Helena | acao=fez um experimento | valor=8890
linha=2921 | nome=Vitor | acao=fez um experimento | valor=9069
linha=2922 | nome=Vitor | acao=escreveu o relatorio | valor=6659
linha=2923 | nome=Tiago | acao=executou o benchmark | valor=7582
linha=2924 | nome=Eduarda | acao=estudou computacao | valor=7804
linha=2925 | nome=Joao | acao=escreveu o relatorio | valor=1324
linha=2926 | nome=Otavio | acao=estudou computacao | valor=3984
linha=2927 | nome=Karen | acao=otimizou o algoritmo | valor=7563
linha=2928 | nome=Paulo | acao=comparou as metricas | valor=8621
linha=2929 | nome=Otavio | acao=executou o benchmark | valor=4634
linha=2930 | nome=Paulo | acao=escreveu o relatorio | valor=4732
linha=2931 | nome=Igor | acao=otimizou o algoritmo | valor=2295
linha=2932 | nome=Renata | acao=escreveu o relatorio | valor=1648
linha=2933 | nome=Tiago | acao=comparou as metricas | valor=3565
linha=2934 | nome=Joao | acao=analisou os resultados | valor=3412
linha=2935 | nome=Bruno | acao=participou da aula | valor=2983
linha=2936 | nome=Mariana | acao=fez um experimento | valor=2801
linha=2937 | nome=Vitor | acao=executou o benchmark | valor=5852
linha=2938 | nome=Carlos | acao=comparou as metricas | valor=1482
linha=2939 | nome=Ana | acao=comparou as metricas | valor=4118
linha=2940 | nome=Bruno | acao=estudou computacao | valor=5841
linha=2941 | nome=Otavio | acao=participou da aula | valor=5706
linha=2942 | nome=Ana | acao=estudou computacao | valor=3886
linha=2943 | nome=Sofia | acao=executou o benchmark | valor=9409
linha=2944 | nome=Ana | acao=participou da aula | valor=6065
linha=2945 | nome=Joao | acao=comparou as metricas | valor=9809
linha=2946 | nome=Tiago | acao=fez um experimento | valor=9344
linha=2947 | nome=Gabriela | acao=fez um experimento | valor=1279
linha=2948 | nome=Lucas | acao=escreveu o relatorio | valor=8164
linha=2949 | nome=Eduarda | acao=otimizou o algoritmo | valor=4676
linha=2950 | nome=Lucas | acao=estudou computacao | valor=1531
linha=2951 | nome=Mariana | acao=fez um experimento | valor=4177
linha=2952 | nome=Lucas | acao=fez um experimento | valor=1680
linha=2953 | nome=Igor | acao=estudou computacao | valor=2962
linha=2954 | nome=Eduarda | acao=participou da aula | valor=6303
linha=2955 | nome=Felipe | acao=fez um experimento | valor=8941
linha=2956 | nome=Karen | acao=participou da aula | valor=7945
linha=2957 | nome=Natalia | acao=fez um experimento | valor=4221
linha=2958 | nome=Natalia | acao=otimizou o algoritmo | valor=2539
linha=2959 | nome=Sofia | acao=analisou os resultados | valor=2826
linha=2960 | nome=Tiago | acao=analisou os resultados | valor=1663
linha=2961 | nome=Renata | acao=analisou os resultados | valor=6100
linha=2962 | nome=Renata | acao=comparou as metricas | valor=9834
linha=2963 | nome=Tiago | acao=estudou computacao | valor=5955
linha=2964 | nome=Lucas | acao=executou o benchmark | valor=2595
linha=2965 | nome=Bruno | acao=estudou computacao | valor=4008
linha=2966 | nome=Joao | acao=otimizou o algoritmo | valor=3402
linha=2967 | nome=Natalia | acao=fez um experimento | valor=6561
linha=2968 | nome=Gabriela | acao=comparou as metricas | valor=6562
linha=2969 | nome=Mariana | acao=otimizou o algoritmo | valor=4021
linha=2970 | nome=Paulo | acao=executou o benchmark | valor=3385
linha=2971 | nome=Renata | acao=escreveu o relatorio | valor=2826
linha=2972 | nome=Gabriela | acao=participou da aula | valor=3232
linha=2973 | nome=Renata | acao=estudou computacao | valor=4989
linha=2974 | nome=Sofia | acao=comparou as metricas | valor=4703
linha=2975 | nome=Mariana | acao=comparou as metricas | valor=1800
linha=2976 | nome=Gabriela | acao=analisou os resultados | valor=7633
linha=2977 | nome=Natalia | acao=participou da aula | valor=5067
linha=2978 | nome=Lucas | acao=analisou os resultados | valor=7106
linha=2979 | nome=Lucas | acao=analisou os resultados | valor=7222
linha=2980 | nome=Joao | acao=participou da aula | valor=8269
linha=2981 | nome=Eduarda | acao=estudou computacao | valor=6214
linha=2982 | nome=Tiago | acao=executou o benchmark | valor=4937
linha=2983 | nome=Mariana | acao=participou da aula | valor=5805
linha=2984 | nome=Tiago | acao=participou da aula | valor=7301
linha=2985 | nome=Igor | acao=estudou computacao | valor=6038
linha=2986 | nome=Joao | acao=analisou os resultados | valor=5414
linha=2987 | nome=Bruno | acao=analisou os resultados | valor=7497
linha=2988 | nome=Bruno | acao=analisou os resultados | valor=8681
linha=2989 | nome=Mariana | acao=executou o benchmark | valor=9986
linha=2990 | nome=Daniela | acao=executou o benchmark | valor=1518
linha=2991 | nome=Tiago | acao=estudou computacao | valor=9032
linha=2992 | nome=Bruno | acao=analisou os resultados | valor=4772
linha=2993 | nome=Daniela | acao=estudou computacao | valor=1583
linha=2994 | nome=Helena | acao=fez um experimento | valor=5299
linha=2995 | nome=Gabriela | acao=otimizou o algoritmo | valor=7313
linha=2996 | nome=Joao | acao=escreveu o relatorio | valor=9237
linha=2997 | nome=Mariana | acao=comparou as metricas | valor=8951
linha=2998 | nome=Helena | acao=escreveu o relatorio | valor=5955
linha=2999 | nome=Daniela | acao=comparou as metricas | valor=5714
linha=3000 | nome=Mariana | acao=fez um experimento | valor=6552
linha=3001 | nome=Sofia | acao=otimizou o algoritmo | valor=5914
linha=3002 | nome=Vitor | acao=comparou as metricas | valor=4677
linha=3003 | nome=Joao | acao=comparou as metricas | valor=8036
linha=3004 | nome=Tiago | acao=estudou computacao | valor=7683
linha=3005 | nome=Joao | acao=analisou os resultados | valor=8807
linha=3006 | nome=Otavio | acao=escreveu o relatorio | valor=5983
linha=3007 | nome=Mariana | acao=comparou as metricas | valor=6796
linha=3008 | nome=Karen | acao=otimizou o algoritmo | valor=5829
linha=3009 | nome=Ana | acao=otimizou o algoritmo | valor=3494
linha=3010 | nome=Joao | acao=analisou os resultados | valor=3564
linha=3011 | nome=Ana | acao=comparou as metricas | valor=9704
linha=3012 | nome=Tiago | acao=executou o benchmark | valor=4178
linha=3013 | nome=Sofia | acao=estudou computacao | valor=5357
linha=3014 | nome=Felipe | acao=escreveu o relatorio | valor=4265
linha=3015 | nome=Carlos | acao=analisou os resultados | valor=9220
linha=3016 | nome=Mariana | acao=participou da aula | valor=8624
linha=3017 | nome=Joao | acao=escreveu o relatorio | valor=9563
linha=3018 | nome=Natalia | acao=comparou as metricas | valor=3086
linha=3019 | nome=Helena | acao=otimizou o algoritmo | valor=7443
linha=3020 | nome=Carlos | acao=participou da aula | valor=7269
linha=3021 | nome=Paulo | acao=escreveu o relatorio | valor=1321
linha=3022 | nome=Paulo | acao=analisou os resultados | valor=3786
linha=3023 | nome=Daniela | acao=executou o benchmark | valor=6366
linha=3024 | nome=Helena | acao=estudou computacao | valor=1469
linha=3025 | nome=Eduarda | acao=participou da aula | valor=6342
linha=3026 | nome=Daniela | acao=otimizou o algoritmo | valor=5891
linha=3027 | nome=Natalia | acao=escreveu o relatorio | valor=1482
linha=3028 | nome=Mariana | acao=otimizou o algoritmo | valor=4209
linha=3029 | nome=Helena | acao=otimizou o algoritmo | valor=4104
linha=3030 | nome=Gabriela | acao=analisou os resultados | valor=6669
linha=3031 | nome=Paulo | acao=analisou os resultados | valor=7775
linha=3032 | nome=Igor | acao=otimizou o algoritmo | valor=9833
linha=3033 | nome=Carlos | acao=otimizou o algoritmo | valor=2890
linha=3034 | nome=Eduarda | acao=participou da aula | valor=3228
linha=3035 | nome=Igor | acao=executou o benchmark | valor=4798
linha=3036 | nome=Natalia | acao=escreveu o relatorio | valor=1060
linha=3037 | nome=Carlos | acao=escreveu o relatorio | valor=1880
linha=3038 | nome=Gabriela | acao=estudou computacao | valor=6068
linha=3039 | nome=Bruno | acao=analisou os resultados | valor=9628
linha=3040 | nome=Daniela | acao=estudou computacao | valor=8974
linha=3041 | nome=Carlos | acao=participou da aula | valor=5550
linha=3042 | nome=Vitor | acao=estudou computacao | valor=2423
linha=3043 | nome=Mariana | acao=escreveu o relatorio | valor=4551
linha=3044 | nome=Eduarda | acao=escreveu o relatorio | valor=1962
linha=3045 | nome=Bruno | acao=otimizou o algoritmo | valor=3321
linha=3046 | nome=Ana | acao=comparou as metricas | valor=7064
linha=3047 | nome=Joao | acao=otimizou o algoritmo | valor=2467
linha=3048 | nome=Mariana | acao=comparou as metricas | valor=7886
linha=3049 | nome=Eduarda | acao=executou o benchmark | valor=5968
linha=3050 | nome=Eduarda | acao=otimizou o algoritmo | valor=5472
linha=3051 | nome=Tiago | acao=fez um experimento | valor=3220
