linha=1 | nome=Igor | acao=otimizou o algoritmo | valor=1237
linha=2487 | nome=Sofia | acao=otimizou o algoritmo | valor=4192
linha=2488 | nome=Helena | acao=comparou as metricas | valor=8392
linha=2489 | nome=Joao | acao=otimizou o algoritmo | valor=4990
linha=2490 | nome=Renata | acao=analisou os resultados | valor=6527
linha=2491 | nome=Karen | acao=estudou computacao | valor=2621
linha=2492 | nome=Karen | acao=participou da aula | valor=1153
linha=2493 | nome=Mariana | acao=executou o benchmark | valor=8087
linha=2494 | nome=Daniela | acao=comparou as metricas | valor=5260
linha=2495 | nome=Eduarda | acao=fez um experimento | valor=9476
linha=2496 | nome=Daniela | acao=estudou computacao | valor=2535
linha=2497 | nome=Vitor | acao=escreveu o relatorio | valor=4578
linha=2498 | nome=Daniela | acao=comparou as metricas | valor=5595
linha=2499 | nome=Eduarda | acao=executou o benchmark | valor=8152
linha=2500 | nome=Karen | acao=fez um experimento | valor=8877
linha=2501 | nome=Paulo | acao=analisou os resultados | valor=6165
linha=2502 | nome=Daniela | acao=comparou as metricas | valor=5411
linha=2503 | nome=Felipe | acao=fez um experimento | valor=2994
linha=2504 | nome=Lucas | acao=executou o benchmark | valor=1776
linha=2505 | nome=Igor | acao=executou o benchmark | valor=4355
linha=2506 | nome=Bruno | acao=estudou computacao | valor=9355
linha=2507 | nome=Daniela | acao=otimizou o algoritmo | valor=2659
linha=2508 | nome=Sofia | acao=executou o benchmark | valor=9926
linha=2509 | nome=Ana | acao=executou o benchmark | valor=7809
linha=2510 | nome=Helena | acao=estudou computacao | valor=3482
linha=2511 | nome=Tiago | acao=fez um experimento | valor=9580
linha=2512 | nome=Carlos | acao=analisou os resultados | valor=3302
linha=2513 | nome=Tiago | acao=participou da aula | valor=3844
linha=2514 | nome=Lucas | acao=escreveu o relatorio | valor=5837
linha=2515 | nome=Felipe | acao=analisou os resultados | valor=7414
linha=2516 | nome=Otavio | acao=fez um experimento | valor=9426
linha=2517 | nome=Otavio | acao=comparou as metricas | valor=6139
linha=2518 | nome=Tiago | acao=estudou computacao | valor=6586
linha=2519 | nome=Mariana | acao=fez um experimento | valor=4864
linha=2520 | nome=Gabriela | acao=executou o benchmark | valor=6780
linha=2521 | nome=Joao | acao=executou o benchmark | valor=9468
linha=2522 | nome=Otavio | acao=fez um experimento | valor=1871
linha=2523 | nome=Otavio | acao=participou da aula | valor=9986
linha=2524 | nome=Otavio | acao=comparou as metricas | valor=9174
linha=2525 | nome=Gabriela | acao=escreveu o relatorio | valor=7016
linha=2526 | nome=Otavio | acao=comparou as metricas | valor=8441
linha=2527 | nome=Daniela | acao=executou o benchmark | valor=6060
linha=2528 | nome=Helena | acao=participou da aula | valor=4898
linha=2529 | nome=Mariana | acao=otimizou o algoritmo | valor=9587
linha=2530 | nome=Otavio | acao=otimizou o algoritmo | valor=4113
linha=2531 | nome=Felipe | acao=executou o benchmark | valor=5927
linha=2532 | nome=Vitor | acao=otimizou o algoritmo | valor=2766
linha=2533 | nome=Bruno | acao=otimizou o algoritmo | valor=1949
linha=2534 | nome=Tiago | acao=comparou as metricas | valor=8164
linha=2535 | nome=Mariana | acao=estudou computacao | valor=8570
linha=2536 | nome=Mariana | acao=otimizou o algoritmo | valor=9023
linha=2537 | nome=Helena | acao=escreveu o relatorio | valor=7993
linha=2538 | nome=Vitor | acao=comparou as metricas | valor=4996
linha=2539 | nome=Eduarda | acao=fez um experimento | valor=5785
linha=2540 | nome=Natalia | acao=fez um experimento | valor=5890
linha=2541 | nome=Lucas | acao=estudou computacao | valor=8843
linha=2542 | nome=Igor | acao=escreveu o relatorio | valor=3759
linha=2543 | nome=Karen | acao=fez um experimento | valor=6709
linha=2544 | nome=Daniela | acao=estudou computacao | valor=4764
linha=2545 | nome=Gabriela | acao=otimizou o algoritmo | valor=3703
linha=2546 | nome=Eduarda | acao=otimizou o algoritmo | valor=6806
linha=2547 | nome=Igor | acao=comparou as metricas | valor=4024
linha=2548 | nome=Gabriela | acao=executou o benchmark | valor=5744
linha=2549 | nome=Renata | acao=otimizou o algoritmo | valor=2867
linha=2550 | nome=Carlos | acao=participou da aula | valor=1965
linha=2551 | nome=Otavio | acao=analisou os resultados | valor=4438
linha=2552 | nome=Ana | acao=fez um experimento | valor=6039
linha=2553 | nome=Eduarda | acao=executou o benchmark | valor=3453
linha=2554 | nome=Paulo | acao=participou da aula | valor=6721
linha=2555 | nome=Joao | acao=comparou as metricas | valor=8672
linha=2556 | nome=Ana | acao=escreveu o relatorio | valor=1959
linha=2557 | nome=Otavio | acao=comparou as metricas | valor=3136
linha=2558 | nome=Paulo | acao=comparou as metricas | valor=7932
linha=2559 | nome=Renata | acao=escreveu o relatorio | valor=2161
linha=2560 | nome=Vitor | acao=comparou as metricas | valor=8154
linha=2561 | nome=Bruno | acao=otimizou o algoritmo | valor=3279
linha=2562 | nome=Felipe | acao=executou o benchmark | valor=6332
linha=2563 | nome=Paulo | acao=comparou as metricas | valor=4807
linha=2564 | nome=Mariana | acao=executou o benchmark | valor=5707
linha=2565 | nome=Renata | acao=participou da aula | valor=6333
linha=2566 | nome=Igor | acao=otimizou o algoritmo | valor=8823
linha=2567 | nome=Lucas | acao=executou o benchmark | valor=3101
linha=2568 | nome=Gabriela | acao=participou da aula | valor=3064
linha=2569 | nome=Mariana | acao=escreveu o relatorio | valor=6855
linha=2570 | nome=Renata | acao=participou da aula | valor=5509
linha=2571 | nome=Tiago | acao=otimizou o algoritmo | valor=9982
linha=2572 | nome=Bruno | acao=executou o benchmark | valor=6815
linha=2573 | nome=Daniela | acao=fez um experimento | valor=1986
linha=2574 | nome=Renata | acao=otimizou o algoritmo | valor=3588
linha=2575 | nome=Eduarda | acao=otimizou o algoritmo | valor=2998
linha=2576 | nome=Bruno | acao=escreveu o relatorio | valor=8392
linha=2577 | nome=Carlos | acao=escreveu o relatorio | valor=7552
linha=2578 | nome=Lucas | acao=estudou computacao | valor=7507
linha=2579 | nome=Gabriela | acao=otimizou o algoritmo | valor=2529
linha=2580 | nome=Bruno | acao=executou o benchmark | valor=2841
linha=2581 | nome=Otavio | acao=executou o benchmark | valor=5501
linha=2582 | nome=Karen | acao=analisou os resultados | valor=9403
linha=2583 | nome=Natalia | acao=escreveu o relatorio | valor=9215
linha=2584 | nome=Eduarda | acao=participou da aula | valor=3541
linha=2585 | nome=Eduarda | acao=otimizou o algoritmo | valor=9207
linha=2586 | nome=Mariana | acao=analisou os resultados | valor=1804
linha=2587 | nome=Tiago | acao=otimizou o algoritmo | valor=2639
linha=2588 | nome=Mariana | acao=participou da aula | valor=3762
linha=2589 | nome=Renata | acao=executou o benchmark | valor=3574
linha=2590 | nome=Felipe | acao=executou o benchmark | valor=3806
linha=2591 | nome=Gabriela | acao=analisou os resultados | valor=1787
linha=2592 | nome=Eduarda | acao=escreveu o relatorio | valor=8825
linha=2593 | nome=Igor | acao=participou da aula | valor=4070
linha=2594 | nome=Tiago | acao=participou da aula | valor=4561
linha=2595 | nome=Tiago | acao=comparou as metricas | valor=7896
linha=2596 | nome=Paulo | acao=estudou computacao | valor=6191
linha=2597 | nome=Eduarda | acao=executou o benchmark | valor=1214
linha=2598 | nome=Vitor | acao=estudou computacao | valor=8367
linha=2599 | nome=Vitor | acao=participou da aula | valor=9207
linha=2600 | nome=Karen | acao=escreveu o relatorio | valor=7017
linha=2601 | nome=Daniela | acao=estudou computacao | valor=2483
linha=2602 | nome=Mariana | acao=otimizou o algoritmo | valor=3605
linha=2603 | nome=Tiago | acao=escreveu o relatorio | valor=7300
linha=2604 | nome=Lucas | acao=comparou as metricas | valor=6653
linha=2605 | nome=Igor | acao=analisou os resultados | valor=9805
linha=2606 | nome=Lucas | acao=participou da aula | valor=4202
linha=2607 | nome=Renata | acao=comparou as metricas | valor=3091
linha=2608 | nome=Eduarda | acao=estudou computacao | valor=5564
linha=2609 | nome=Mariana | acao=participou da aula | valor=8084
linha=2610 | nome=Renata | acao=analisou os resultados | valor=5840
linha=2611 | nome=Ana | acao=escreveu o relatorio | valor=4248
linha=2612 | nome=Felipe | acao=executou o benchmark | valor=7322
linha=2613 | nome=Bruno | acao=participou da aula | valor=7452
linha=2614 | nome=Otavio | acao=comparou as metricas | valor=7165
linha=2615 | nome=Vitor | acao=otimizou o algoritmo | valor=6252
linha=2616 | nome=Helena | acao=escreveu o relatorio | valor=1547
linha=2617 | nome=Mariana | acao=analisou os resultados | valor=2548
linha=2618 | nome=Gabriela | acao=comparou as metricas | valor=7481
linha=2619 | nome=Natalia | acao=estudou computacao | valor=1612
linha=2620 | nome=Daniela | acao=executou o benchmark | valor=5690
linha=2621 | nome=Vitor | acao=escreveu o relatorio | valor=3008
linha=2622 | nome=Sofia | acao=otimizou o algoritmo | valor=4714
linha=2623 | nome=Ana | acao=otimizou o algoritmo | valor=5862
linha=2624 | nome=Lucas | acao=analisou os resultados | valor=8635
linha=2625 | nome=Igor | acao=comparou as metricas | valor=5494
linha=2626 | nome=Felipe | acao=participou da aula | valor=4890
linha=2627 | nome=Otavio | acao=executou o benchmark | valor=6639
linha=2628 | nome=Renata | acao=analisou os resultados | valor=9440
linha=2629 | nome=Otavio | acao=analisou os resultados | valor=8749
linha=2630 | nome=Lucas | acao=comparou as metricas | valor=1386
linha=2631 | nome=Karen | acao=participou da aula | valor=3938
linha=2632 | nome=Gabriela | acao=escreveu o relatorio | valor=1235
linha=2633 | nome=Karen | acao=analisou os resultados | valor=5076
linha=2634 | nome=Felipe | acao=analisou os resultados | valor=8871
linha=2635 | nome=Gabriela | acao=fez um experimento | valor=2844
linha=2636 | nome=Renata | acao=participou da aula | valor=7987
linha=2637 | nome=Mariana | acao=executou o benchmark | valor=7887
linha=2638 | nome=Felipe | acao=participou da aula | valor=1908
linha=2639 | nome=Igor | acao=participou da aula | valor=3024
linha=2640 | nome=Paulo | acao=executou o benchmark | valor=8100
linha=2641 | nome=Mariana | acao=escreveu o relatorio | valor=6399
linha=2642 | nome=Lucas | acao=executou o benchmark | valor=8577
linha=2643 | nome=Paulo | acao=escreveu o relatorio | valor=4293
linha=2644 | nome=Joao | acao=fez um experimento | valor=1579
linha=2645 | nome=Sofia | acao=comparou as metricas | valor=6869
linha=2646 | nome=Joao | acao=estudou computacao | valor=5745
linha=2647 | nome=Carlos | acao=otimizou o algoritmo | valor=5231
linha=2648 | nome=Carlos | acao=analisou os resultados | valor=7438
linha=2649 | nome=Bruno | acao=fez um experimento | valor=5555
linha=2650 | nome=Renata | acao=comparou as metricas | valor=1458
linha=2651 | nome=Daniela | acao=fez um experimento | valor=8567
linha=2652 | nome=Lucas | acao=participou da aula | valor=9721
linha=2653 | nome=Mariana | acao=comparou as metricas | valor=2563
linha=2654 | nome=Gabriela | acao=participou da aula | valor=7282
linha=2655 | nome=Eduarda | acao=executou o benchmark | valor=2981
linha=2656 | nome=Igor | acao=participou da aula | valor=1087
linha=2657 | nome=Bruno | acao=comparou as metricas | valor=5840
linha=2658 | nome=Natalia | acao=otimizou o algoritmo | valor=4450
linha=2659 | nome=Otavio | acao=escreveu o relatorio | valor=5971
linha=2660 | nome=Joao | acao=comparou as metricas | valor=3922
linha=2661 | nome=Daniela | acao=comparou as metricas | valor=5983
linha=2662 | nome=Carlos | acao=comparou as metricas | valor=8942
linha=2663 | nome=Felipe | acao=executou o benchmark | valor=1150
linha=2664 | nome=Igor | acao=analisou os resultados | valor=8972
linha=2665 | nome=Helena | acao=comparou as metricas | valor=1123
linha=2666 | nome=Vitor | acao=comparou as metricas | valor=4317
linha=2667 | nome=Karen | acao=otimizou o algoritmo | valor=7628
linha=2668 | nome=Igor | acao=estudou computacao | valor=5290
linha=2669 | nome=Mariana | acao=fez um experimento | valor=5895
linha=2670 | nome=Karen | acao=comparou as metricas | valor=7278
linha=2671 | nome=Karen | acao=analisou os resultados | valor=5913
linha=2672 | nome=Mariana | acao=comparou as metricas | valor=9386
linha=2673 | nome=Paulo | acao=analisou os resultados | valor=8550
linha=2674 | nome=Otavio | acao=comparou as metricas | valor=5037
linha=2675 | nome=Helena | acao=otimizou o algoritmo | valor=1582
linha=2676 | nome=Sofia | acao=fez um experimento | valor=8186
linha=2677 | nome=Karen | acao=estudou computacao | valor=9597
linha=2678 | nome=Felipe | acao=analisou os resultados | valor=6644
linha=2679 | nome=Carlos | acao=fez um experimento | valor=6299
linha=2680 | nome=Karen | acao=otimizou o algoritmo | valor=8196
linha=2681 | nome=Eduarda | acao=comparou as metricas | valor=4041
linha=2682 | nome=Joao | acao=escreveu o relatorio | valor=2060
linha=2683 | nome=Paulo | acao=escreveu o relatorio | valor=9449
linha=2684 | nome=Helena | acao=analisou os resultados | valor=4997
linha=2685 | nome=Bruno | acao=executou o benchmark | valor=2453
linha=2686 | nome=Paulo | acao=escreveu o relatorio | valor=9226
linha=2687 | nome=Felipe | acao=executou o benchmark | valor=7671
linha=2688 | nome=Renata | acao=estudou computacao | valor=5332
linha=2689 | nome=Natalia | acao=participou da aula | valor=5853
linha=2690 | nome=Sofia | acao=escreveu o relatorio | valor=8636
linha=2691 | nome=Igor | acao=executou o benchmark | valor=7861
linha=2692 | nome=Ana | acao=fez um experimento | valor=7540
linha=2693 | nome=Igor | acao=otimizou o algoritmo | valor=5959
linha=2694 | nome=Ana | acao=comparou as metricas | valor=6519
linha=2695 | nome=Otavio | acao=executou o benchmark | valor=6201
linha=2696 | nome=Otavio | acao=fez um experimento | valor=5027
linha=2697 | nome=Helena | acao=participou da aula | valor=2671
linha=2698 | nome=Otavio | acao=comparou as metricas | valor=1683
linha=2699 | nome=Lucas | acao=participou da aula | valor=3188
linha=2700 | nome=Bruno | acao=fez um experimento | valor=3488
linha=2701 | nome=Eduarda | acao=analisou os resultados | valor=4876
linha=2702 | nome=Otavio | acao=estudou computacao | valor=8403
linha=2703 | nome=Natalia | acao=fez um experimento | valor=2328
linha=2704 | nome=Igor | acao=fez um experimento | valor=8674
linha=2705 | nome=Karen | acao=fez um experimento | valor=6980
linha=2706 | nome=Joao | acao=fez um experimento | valor=2963
linha=2707 | nome=Carlos | acao=analisou os resultados | valor=8496
linha=2708 | nome=Mariana | acao=fez um experimento | valor=9611
linha=2709 | nome=Sofia | acao=otimizou o algoritmo | valor=1081
linha=2710 | nome=Gabriela | acao=participou da aula | valor=2777
linha=2711 | nome=Vitor | acao=fez um experimento | valor=8212
linha=2712 | nome=Carlos | acao=executou o benchmark | valor=7733
linha=2713 | nome=Tiago | acao=otimizou o algoritmo | valor=3518
linha=2714 | nome=Mariana | acao=escreveu o relatorio | valor=1396
linha=2715 | nome=Carlos | acao=otimizou o algoritmo | valor=7912
linha=2716 | nome=Sofia | acao=analisou os resultados | valor=6620
linha=2717 | nome=Vitor | acao=comparou as metricas | valor=6834
linha=2718 | nome=Ana | acao=participou da aula | valor=2594
linha=2719 | nome=Renata | acao=participou da aula | valor=4159
linha=2720 | nome=Sofia | acao=escreveu o relatorio | valor=1089
linha=2721 | nome=Felipe | acao=fez um experimento | valor=2679
linha=2722 | nome=Karen | acao=analisou os resultados | valor=9292
linha=2723 | nome=Joao | acao=fez um experimento | valor=9272
linha=2724 | nome=Gabriela | acao=executou o benchmark | valor=4863
linha=2725 | nome=Karen | acao=fez um experimento | valor=4599
linha=2726 | nome=Helena | acao=escreveu o relatorio | valor=4213
linha=2727 | nome=Joao | acao=escreveu o relatorio | valor=4637
linha=2728 | nome=Eduarda | acao=fez um experimento | valor=7655
linha=2729 | nome=Otavio | acao=executou o benchmark | valor=9923
linha=2730 | nome=Igor | acao=analisou os resultados | valor=5280
linha=2731 | nome=Bruno | acao=analisou os resultados | valor=3244
linha=2732 | nome=Felipe | acao=analisou os resultados | valor=9127
linha=2733 | nome=Lucas | acao=comparou as metricas | valor=4769
linha=2734 | nome=Vitor | acao=escreveu o relatorio | valor=6521
linha=2735 | nome=Karen | acao=comparou as metricas | valor=5924
linha=2736 | nome=Joao | acao=comparou as metricas | valor=2472
linha=2737 | nome=Bruno | acao=otimizou o algoritmo | valor=8738
linha=2738 | nome=Igor | acao=executou o benchmark | valor=2978
linha=2739 | nome=Gabriela | acao=executou o benchmark | valor=4990
linha=2740 | nome=Gabriela | acao=escreveu o relatorio | valor=8302
linha=2741 | nome=Vitor | acao=comparou as metricas | valor=8165
linha=2742 | nome=Bruno | acao=analisou os resultados | valor=8886
linha=2743 | nome=Felipe | acao=participou da aula | valor=7588
linha=2744 | nome=Helena | acao=estudou computacao | valor=8328
linha=2745 | nome=Igor | acao=comparou as metricas | valor=7764
linha=2746 | nome=Karen | acao=fez um experimento | valor=8883
linha=2747 | nome=Vitor | acao=comparou as metricas | valor=8706
linha=2748 | nome=Daniela | acao=otimizou o algoritmo | valor=6888
linha=2749 | nome=Paulo | acao=comparou as metricas | valor=9520
linha=2750 | nome=Lucas | acao=executou o benchmark | valor=6241
linha=2751 | nome=Natalia | acao=escreveu o relatorio | valor=5928
linha=2752 | nome=Eduarda | acao=estudou computacao | valor=8718
linha=2753 | nome=Daniela | acao=estudou computacao | valor=2842
linha=2754 | nome=Daniela | acao=otimizou o algoritmo | valor=2208
linha=2755 | nome=Natalia | acao=comparou as metricas | valor=7505
linha=2756 | nome=Otavio | acao=escreveu o relatorio | valor=5877
linha=2757 | nome=Karen | acao=otimizou o algoritmo | valor=9529
linha=2758 | nome=Otavio | acao=comparou as metricas | valor=6822
linha=2759 | nome=Helena | acao=participou da aula | valor=4155
linha=2760 | nome=Gabriela | acao=participou da aula | valor=7416
linha=2761 | nome=Bruno | acao=participou da aula | valor=1635
linha=2762 | nome=Mariana | acao=comparou as metricas | valor=9847
linha=2763 | nome=Gabriela | acao=comparou as metricas | valor=7778
linha=2764 | nome=Daniela | acao=analisou os resultados | valor=6406
linha=2765 | nome=Eduarda | acao=participou da aula | valor=6994
linha=2766 | nome=Bruno | acao=fez um experimento | valor=1397
linha=2767 | nome=Ana | acao=escreveu o relatorio | valor=4091
linha=2768 | nome=Lucas | acao=executou o benchmark | valor=1112
linha=2769 | nome=Eduarda | acao=analisou os resultados | valor=7412
linha=2770 | nome=Carlos | acao=executou o benchmark | valor=1472
linha=2771 | nome=Daniela | acao=participou da aula | valor=8466
linha=2772 | nome=Ana | acao=executou o benchmark | valor=8549
linha=2773 | nome=Gabriela | acao=estudou computacao | valor=9742
linha=2774 | nome=Natalia | acao=analisou os resultados | valor=3648
linha=2775 | nome=Bruno | acao=executou o benchmark | valor=6312
linha=2776 | nome=Carlos | acao=escreveu o relatorio | valor=9803
linha=2777 | nome=Helena | acao=fez um experimento | valor=1126
linha=2778 | nome=Natalia | acao=escreveu o relatorio | valor=2390
linha=2779 | nome=Tiago | acao=participou da aula | valor=2725
linha=2780 | nome=Karen | acao=otimizou o algoritmo | valor=1558
linha=2781 | nome=Paulo | acao=executou o benchmark | valor=2332
linha=2782 | nome=Bruno | acao=participou da aula | valor=6713
linha=2783 | nome=Renata | acao=estudou computacao | valor=1326
linha=2784 | nome=Bruno | acao=comparou as metricas | valor=4863
linha=2785 | nome=Lucas | acao=participou da aula | valor=9700
linha=2786 | nome=Tiago | acao=escreveu o relatorio | valor=1740
linha=2787 | nome=Renata | acao=estudou computacao | valor=5154
linha=2788 | nome=Vitor | acao=executou o benchmark | valor=9634
linha=2789 | nome=Mariana | acao=estudou computacao | valor=9306
linha=2790 | nome=Eduarda | acao=comparou as metricas | valor=2886
linha=2791 | nome=Felipe | acao=analisou os resultados | valor=3614
linha=2792 | nome=Vitor | acao=otimizou o algoritmo | valor=4250
linha=2793 | nome=Joao | acao=estudou computacao | valor=6730
linha=2794 | nome=Carlos | acao=executou o benchmark | valor=2090
linha=2795 | nome=Helena | acao=participou da aula | valor=7611
linha=2796 | nome=Lucas | acao=fez um experimento | valor=6376
linha=2797 | nome=Igor | acao=comparou as metricas | valor=1138
linha=2798 | nome=Mariana | acao=escreveu o relatorio | valor=4870
linha=2799 | nome=Carlos | acao=escreveu o relatorio | valor=1752
linha=2800 | nome=Bruno | acao=participou da aula | valor=5143
linha=2801 | nome=Carlos | acao=fez um experimento | valor=2014
linha=2802 | nome=Carlos | acao=analisou os resultados | valor=6848
linha=2803 | nome=Igor | acao=comparou as metricas | valor=5250
linha=2804 | nome=Sofia | acao=analisou os resultados | valor=3972
linha=2805 | nome=Bruno | acao=comparou as metricas | valor=6512
linha=2806 | nome=Helena | acao=analisou os resultados | valor=6123
linha=2807 | nome=Bruno | acao=otimizou o algoritmo | valor=8668
linha=2808 | nome=Paulo | acao=analisou os resultados | valor=4594
linha=2809 | nome=Vitor | acao=participou da aula | valor=4434
linha=2810 | nome=Helena | acao=estudou computacao | valor=3679
linha=2811 | nome=Tiago | acao=otimizou o algoritmo | valor=9572
linha=2812 | nome=Felipe | acao=executou o benchmark | valor=6298
linha=2813 | nome=Felipe | acao=escreveu o relatorio | valor=4529
linha=2814 | nome=Felipe | acao=analisou os resultados | valor=8847
linha=2815 | nome=Tiago | acao=analisou os resultados | valor=4868
linha=2816 | nome=Karen | acao=estudou computacao | valor=8424
linha=2817 | nome=Sofia | acao=executou o benchmark | valor=6463
linha=2818 | nome=Bruno | acao=estudou computacao | valor=7261
linha=2819 | nome=Bruno | acao=comparou as metricas | valor=9761
linha=2820 | nome=Natalia | acao=escreveu o relatorio | valor=4249
linha=2821 | nome=Felipe | acao=otimizou o algoritmo | valor=3677
linha=2822 | nome=Gabriela | acao=executou o benchmark | valor=3201
linha=2823 | nome=Carlos | acao=executou o benchmark | valor=3435
linha=2824 | nome=Renata | acao=otimizou o algoritmo | valor=6401
linha=2825 | nome=Sofia | acao=comparou as metricas | valor=2667
linha=2826 | nome=Tiago | acao=participou da aula | valor=2487
linha=2827 | nome=Eduarda | acao=analisou os resultados | valor=8601
linha=2828 | nome=Otavio | acao=escreveu o relatorio | valor=2978
linha=2829 | nome=Renata | acao=executou o benchmark | valor=2877
linha=2830 | nome=Vitor | acao=analisou os resultados | valor=1911
linha=2831 | nome=Felipe | acao=comparou as metricas | valor=7872
linha=2832 | nome=Natalia | acao=estudou computacao | valor=2935
linha=2833 | nome=Eduarda | acao=participou da aula | valor=7636
linha=2834 | nome=Otavio | acao=otimizou o algoritmo | valor=6006
linha=2835 | nome=Paulo | acao=executou o benchmark | valor=4816
linha=2836 | nome=Karen | acao=fez um experimento | valor=8152
linha=2837 | nome=Ana | acao=escreveu o relatorio | valor=1774
linha=2838 | nome=Gabriela | acao=escreveu o relatorio | valor=7410
linha=2839 | nome=Eduarda | acao=otimizou o algoritmo | valor=7052
linha=2840 | nome=Carlos | acao=participou da aula | valor=1351
linha=2841 | nome=Paulo | acao=analisou os resultados | valor=2570
linha=2842 | nome=Karen | acao=estudou computacao | valor=6596
linha=2843 | nome=Felipe | acao=fez um experimento | valor=3379
linha=2844 | nome=Igor | acao=executou o benchmark | valor=2375
linha=2845 | nome=Helena | acao=estudou computacao | valor=3724
linha=2846 | nome=Lucas | acao=fez um experimento | valor=5991
linha=2847 | nome=Gabriela | acao=participou da aula | valor=1007
linha=2848 | nome=Joao | acao=estudou computacao | valor=5445
linha=2849 | nome=Eduarda | acao=executou o benchmark | valor=6472
linha=2850 | nome=Carlos | acao=analisou os resultados | valor=1534
linha=2851 | nome=Gabriela | acao=otimizou o algoritmo | valor=5488
linha=2852 | nome=Felipe | acao=fez um experimento | valor=6303
linha=2853 | nome=Daniela | acao=fez um experimento | valor=3438
linha=2854 | nome=Eduarda | acao=fez um experimento | valor=9882
linha=2855 | nome=Vitor | acao=executou o benchmark | valor=1230
linha=2856 | nome=Carlos | acao=comparou as metricas | valor=7169
linha=2857 | nome=Vitor | acao=estudou computacao | valor=9907
linha=2858 | nome=Ana | acao=escreveu o relatorio | valor=7281
linha=2859 | nome=Felipe | acao=estudou computacao | valor=6402
linha=2860 | nome=Mariana | acao=escreveu o relatorio | valor=2218
linha=2861 | nome=Mariana | acao=escreveu o relatorio | valor=2415
linha=2862 | nome=Igor | acao=fez um experimento | valor=9630
linha=2863 | nome=Gabriela | acao=participou da aula | valor=7264
linha=2864 | nome=Lucas | acao=otimizou o algoritmo | valor=8745
linha=2865 | nome=Joao | acao=fez um experimento | valor=2677
linha=2866 | nome=Felipe | acao=fez um experimento | valor=2100
linha=2867 | nome=Karen | acao=analisou os resultados | valor=1426
linha=2868 | nome=Igor | acao=comparou as metricas | valor=3353
linha=2869 | nome=Natalia | acao=comparou as metricas | valor=7303
linha=2870 | nome=Ana | acao=executou o benchmark | valor=9807
linha=2871 | nome=Igor | acao=otimizou o algoritmo | valor=2195
linha=2872 | nome=Otavio | acao=executou o benchmark | valor=2798
linha=2873 | nome=Tiago | acao=fez um experimento | valor=8985
linha=2874 | nome=Karen | acao=escreveu o relatorio | valor=5140
linha=2875 | nome=Daniela | acao=participou da aula | valor=9901
linha=2876 | nome=Eduarda | acao=comparou as metricas | valor=9360
linha=2877 | nome=Daniela | acao=executou o benchmark | valor=1671
linha=2878 | nome=Daniela | acao=otimizou o algoritmo | valor=1601
linha=2879 | nome=Mariana | acao=estudou computacao | valor=5321
linha=2880 | nome=Otavio | acao=analisou os resultados | valor=3003
linha=2881 | nome=Gabriela | acao=comparou as metricas | valor=6765
linha=2882 | nome=Sofia | acao=fez um experimento | valor=2532
linha=2883 | nome=Igor | acao=estudou computacao | valor=9809
linha=2884 | nome=Mariana | acao=analisou os resultados | valor=7577
linha=2885 | nome=Vitor | acao=otimizou o algoritmo | valor=2748
linha=2886 | nome=Otavio | acao=executou o benchmark | valor=2803
linha=2887 | nome=Gabriela | acao=fez um experimento | valor=3308
linha=2888 | nome=Carlos | acao=comparou as metricas | valor=4340
linha=2889 | nome=Otavio | acao=executou o benchmark | valor=7186
linha=2890 | nome=Paulo | acao=otimizou o algoritmo | valor=3043
linha=2891 | nome=Felipe | acao=participou da aula | valor=9440
linha=2892 | nome=Natalia | acao=analisou os resultados | valor=9810
linha=2893 | nome=Eduarda | acao=fez um experimento | valor=2256
linha=2894 | nome=Carlos | acao=estudou computacao | valor=8488
linha=2895 | nome=Paulo | acao=comparou as metricas | valor=8427
linha=2896 | nome=Natalia | acao=fez um experimento | valor=7583
linha=2897 | nome=Tiago | acao=comparou as metricas | valor=7825
linha=2898 | nome=Vitor | acao=escreveu o relatorio | valor=3858
linha=2899 | nome=Tiago | acao=estudou computacao | valor=2404
linha=2900 | nome=Daniela | acao=comparou as metricas | valor=8106
linha=2901 | nome=Bruno | acao=analisou os resultados | valor=1458
linha=2902 | nome=Vitor | acao=estudou computacao | valor=4362
linha=2903 | nome=Mariana | acao=fez um experimento | valor=1431
linha=2904 | nome=Felipe | acao=otimizou o algoritmo | valor=3021
linha=2905 | nome=Carlos | acao=fez um experimento | valor=9875
linha=2906 | nome=Carlos | acao=comparou as metricas | valor=6251
linha=2907 | nome=Eduarda | acao=executou o benchmark | valor=6634
linha=2908 | nome=Mariana | acao=executou o benchmark | valor=6235
linha=2909 | nome=Mariana | acao=otimizou o algoritmo | valor=7518
linha=2910 | nome=Eduarda | acao=analisou os resultados | valor=4529
linha=2911 | nome=Ana | acao=escreveu o relatorio | valor=3172
linha=2912 | nome=Karen | acao=executou o benchmark | valor=5098
linha=2913 | nome=Renata | acao=comparou as metricas | valor=9819
linha=2914 | nome=Mariana | acao=comparou as metricas | valor=6552
linha=2915 | nome=Vitor | acao=analisou os resultados | valor=5643
linha=2916 | nome=Bruno | acao=fez um experimento | valor=2984
linha=2917 | nome=Lucas | acao=estudou computacao | valor=2708
linha=2918 | nome=Felipe | acao=estudou computacao | valor=3398
linha=2919 | nome=Tiago | acao=executou o benchmark | valor=8539
linha=2920 | nome=Helena | acao=escreveu o relatorio | valor=2108
linha=2921 | nome=Igor | acao=comparou as metricas | valor=9139
linha=2922 | nome=Joao | acao=otimizou o algoritmo | valor=5036
