linha=1 | nome=Lucas | acao=comparou as metricas | valor=1308
linha=2231 | nome=Natalia | acao=escreveu o relatorio | valor=4956
linha=2232 | nome=Natalia | acao=fez um experimento | valor=2259
linha=2233 | nome=Joao | acao=fez um experimento | valor=9028
linha=2234 | nome=Joao | acao=comparou as metricas | valor=6487
linha=2235 | nome=Paulo | acao=participou da aula | valor=6085
linha=2236 | nome=Sofia | acao=analisou os resultados | valor=8229
linha=2237 | nome=Gabriela | acao=comparou as metricas | valor=7694
linha=2238 | nome=Helena | acao=analisou os resultados | valor=7265
linha=2239 | nome=Tiago | acao=otimizou o algoritmo | valor=2399
linha=2240 | nome=Felipe | acao=comparou as metricas | valor=4025
linha=2241 | nome=Carlos | acao=analisou os resultados | valor=8468
linha=2242 | nome=Felipe | acao=participou da aula | valor=1552
linha=2243 | nome=Tiago | acao=participou da aula | valor=5245
linha=2244 | nome=Mariana | acao=fez um experimento | valor=2042
linha=2245 | nome=Paulo | acao=otimizou o algoritmo | valor=4515
linha=2246 | nome=Carlos | acao=executou o benchmark | valor=3377
linha=2247 | nome=Renata | acao=estudou computacao | valor=1983
linha=2248 | nome=Felipe | acao=otimizou o algoritmo | valor=5104
linha=2249 | nome=Felipe | acao=analisou os resultados | valor=5644
linha=2250 | nome=Carlos | acao=participou da aula | valor=6555
linha=2251 | nome=Bruno | acao=comparou as metricas | valor=3467
linha=2252 | nome=Ana | acao=participou da aula | valor=9292
linha=2253 | nome=Gabriela | acao=estudou computacao | valor=8691
linha=2254 | nome=Natalia | acao=fez um experimento | valor=6726
linha=2255 | nome=Tiago | acao=participou da aula | valor=8813
linha=2256 | nome=Sofia | acao=analisou os resultados | valor=8641
linha=2257 | nome=Carlos | acao=fez um experimento | valor=6628
linha=2258 | nome=Paulo | acao=escreveu o relatorio | valor=5074
linha=2259 | nome=Mariana | acao=analisou os resultados | valor=6019
linha=2260 | nome=Otavio | acao=estudou computacao | valor=4097
linha=2261 | nome=Daniela | acao=comparou as metricas | valor=9249
linha=2262 | nome=Helena | acao=estudou computacao | valor=5685
linha=2263 | nome=Gabriela | acao=participou da aula | valor=3699
linha=2264 | nome=Natalia | acao=fez um experimento | valor=1949
linha=2265 | nome=Felipe | acao=escreveu o relatorio | valor=1396
linha=2266 | nome=Bruno | acao=participou da aula | valor=1510
linha=2267 | nome=Felipe | acao=comparou as metricas | valor=8698
linha=2268 | nome=Gabriela | acao=escreveu o relatorio | valor=6441
linha=2269 | nome=Ana | acao=fez um experimento | valor=7912
linha=2270 | nome=Ana | acao=otimizou o algoritmo | valor=1479
linha=2271 | nome=Joao | acao=executou o benchmark | valor=4403
linha=2272 | nome=Ana | acao=escreveu o relatorio | valor=1470
linha=2273 | nome=Lucas | acao=executou o benchmark | valor=4469
linha=2274 | nome=Gabriela | acao=executou o benchmark | valor=2681
linha=2275 | nome=Bruno | acao=estudou computacao | valor=3970
linha=2276 | nome=Felipe | acao=escreveu o relatorio | valor=5712
linha=2277 | nome=Gabriela | acao=comparou as metricas | valor=6958
linha=2278 | nome=Tiago | acao=escreveu o relatorio | valor=6314
linha=2279 | nome=Helena | acao=analisou os resultados | valor=4917
linha=2280 | nome=Eduarda | acao=estudou computacao | valor=7463
linha=2281 | nome=Ana | acao=estudou computacao | valor=8145
linha=2282 | nome=Renata | acao=escreveu o relatorio | valor=8018
linha=2283 | nome=Karen | acao=analisou os resultados | valor=2581
linha=2284 | nome=Helena | acao=fez um experimento | valor=3010
linha=2285 | nome=Lucas | acao=escreveu o relatorio | valor=2402
linha=2286 | nome=Gabriela | acao=comparou as metricas | valor=2204
linha=2287 | nome=Eduarda | acao=escreveu o relatorio | valor=8798
linha=2288 | nome=Gabriela | acao=otimizou o algoritmo | valor=2085
linha=2289 | nome=Tiago | acao=comparou as metricas | valor=4572
linha=2290 | nome=Lucas | acao=fez um experimento | valor=3097
linha=2291 | nome=Mariana | acao=fez um experimento | valor=2224
linha=2292 | nome=Carlos | acao=estudou computacao | valor=1140
linha=2293 | nome=Felipe | acao=comparou as metricas | valor=4469
linha=2294 | nome=Gabriela | acao=analisou os resultados | valor=3239
linha=2295 | nome=Ana | acao=fez um experimento | valor=9417
linha=2296 | nome=Felipe | acao=otimizou o algoritmo | valor=6465
linha=2297 | nome=Vitor | acao=analisou os resultados | valor=1636
linha=2298 | nome=Ana | acao=executou o benchmark | valor=9023
linha=2299 | nome=Mariana | acao=otimizou o algoritmo | valor=1536
linha=2300 | nome=Vitor | acao=otimizou o algoritmo | valor=1668
linha=2301 | nome=Mariana | acao=escreveu o relatorio | valor=2880
linha=2302 | nome=Vitor | acao=otimizou o algoritmo | valor=1165
linha=2303 | nome=Eduarda | acao=comparou as metricas | valor=9052
linha=2304 | nome=Carlos | acao=fez um experimento | valor=1389
linha=2305 | nome=Natalia | acao=comparou as metricas | valor=9890
linha=2306 | nome=Paulo | acao=fez um experimento | valor=1574
linha=2307 | nome=Karen | acao=executou o benchmark | valor=7708
linha=2308 | nome=Natalia | acao=comparou as metricas | valor=2238
linha=2309 | nome=Paulo | acao=fez um experimento | valor=1615
linha=2310 | nome=Ana | acao=escreveu o relatorio | valor=7155
linha=2311 | nome=Karen | acao=executou o benchmark | valor=7619
linha=2312 | nome=Helena | acao=estudou computacao | valor=2082
linha=2313 | nome=Tiago | acao=analisou os resultados | valor=3502
linha=2314 | nome=Ana | acao=escreveu o relatorio | valor=2526
linha=2315 | nome=Daniela | acao=executou o benchmark | valor=8300
linha=2316 | nome=Tiago | acao=otimizou o algoritmo | valor=2167
linha=2317 | nome=Helena | acao=escreveu o relatorio | valor=9891
linha=2318 | nome=Lucas | acao=estudou computacao | valor=8748
linha=2319 | nome=Karen | acao=escreveu o relatorio | valor=1541
linha=2320 | nome=Tiago | acao=otimizou o algoritmo | valor=5696
linha=2321 | nome=Vitor | acao=analisou os resultados | valor=5360
linha=2322 | nome=Vitor | acao=participou da aula | valor=7132
linha=2323 | nome=Sofia | acao=otimizou o algoritmo | valor=4871
linha=2324 | nome=Helena | acao=comparou as metricas | valor=5217
linha=2325 | nome=Karen | acao=otimizou o algoritmo | valor=3890
linha=2326 | nome=Joao | acao=estudou computacao | valor=3246
linha=2327 | nome=Eduarda | acao=otimizou o algoritmo | valor=7630
linha=2328 | nome=Otavio | acao=comparou as metricas | valor=2986
linha=2329 | nome=Mariana | acao=escreveu o relatorio | valor=6373
linha=2330 | nome=Joao | acao=comparou as metricas | valor=1784
linha=2331 | nome=Gabriela | acao=otimizou o algoritmo | valor=5179
linha=2332 | nome=Sofia | acao=analisou os resultados | valor=2783
linha=2333 | nome=Otavio | acao=otimizou o algoritmo | valor=2309
linha=2334 | nome=Sofia | acao=otimizou o algoritmo | valor=8293
linha=2335 | nome=Renata | acao=estudou computacao | valor=2731
linha=2336 | nome=Natalia | acao=otimizou o algoritmo | valor=3764
linha=2337 | nome=Bruno | acao=fez um experimento | valor=3770
linha=2338 | nome=Ana | acao=estudou computacao | valor=3543
linha=2339 | nome=Sofia | acao=analisou os resultados | valor=3916
linha=2340 | nome=Helena | acao=analisou os resultados | valor=8503
linha=2341 | nome=Daniela | acao=analisou os resultados | valor=1543
linha=2342 | nome=Otavio | acao=comparou as metricas | valor=9365
linha=2343 | nome=Sofia | acao=fez um experimento | valor=4980
linha=2344 | nome=Ana | acao=estudou computacao | valor=7310
linha=2345 | nome=Paulo | acao=otimizou o algoritmo | valor=8398
linha=2346 | nome=Sofia | acao=analisou os resultados | valor=9702
linha=2347 | nome=Daniela | acao=estudou computacao | valor=4189
linha=2348 | nome=Lucas | acao=otimizou o algoritmo | valor=4712
linha=2349 | nome=Renata | acao=executou o benchmark | valor=3299
linha=2350 | nome=Lucas | acao=participou da aula | valor=2123
linha=2351 | nome=Helena | acao=escreveu o relatorio | valor=5360
linha=2352 | nome=Bruno | acao=analisou os resultados | valor=8417
linha=2353 | nome=Felipe | acao=fez um experimento | valor=7515
linha=2354 | nome=Lucas | acao=fez um experimento | valor=8996
linha=2355 | nome=Igor | acao=fez um experimento | valor=7620
linha=2356 | nome=Mariana | acao=escreveu o relatorio | valor=7029
linha=2357 | nome=Helena | acao=participou da aula | valor=9008
linha=2358 | nome=Tiago | acao=analisou os resultados | valor=2345
linha=2359 | nome=Natalia | acao=executou o benchmark | valor=3571
linha=2360 | nome=Felipe | acao=fez um experimento | valor=5542
linha=2361 | nome=Ana | acao=analisou os resultados | valor=5644
linha=2362 | nome=Lucas | acao=executou o benchmark | valor=9297
linha=2363 | nome=Helena | acao=estudou computacao | valor=3266
linha=2364 | nome=Paulo | acao=participou da aula | valor=9178
linha=2365 | nome=Ana | acao=otimizou o algoritmo | valor=1056
linha=2366 | nome=Eduarda | acao=escreveu o relatorio | valor=9233
linha=2367 | nome=Carlos | acao=analisou os resultados | valor=4931
linha=2368 | nome=Natalia | acao=fez um experimento | valor=3052
linha=2369 | nome=Karen | acao=comparou as metricas | valor=7639
linha=2370 | nome=Ana | acao=estudou computacao | valor=5971
linha=2371 | nome=Gabriela | acao=analisou os resultados | valor=6360
linha=2372 | nome=Igor | acao=comparou as metricas | valor=5516
linha=2373 | nome=Gabriela | acao=executou o benchmark | valor=5636
linha=2374 | nome=Renata | acao=executou o benchmark | valor=9046
linha=2375 | nome=Renata | acao=executou o benchmark | valor=8830
linha=2376 | nome=Otavio | acao=executou o benchmark | valor=5361
linha=2377 | nome=Karen | acao=otimizou o algoritmo | valor=7796
linha=2378 | nome=Otavio | acao=executou o benchmark | valor=2741
linha=2379 | nome=Otavio | acao=comparou as metricas | valor=8779
linha=2380 | nome=Renata | acao=participou da aula | valor=1426
linha=2381 | nome=Lucas | acao=participou da aula | valor=5641
linha=2382 | nome=Carlos | acao=fez um experimento | valor=6192
linha=2383 | nome=Lucas | acao=comparou as metricas | valor=8101
linha=2384 | nome=Lucas | acao=executou o benchmark | valor=7197
linha=2385 | nome=Gabriela | acao=analisou os resultados | valor=7156
linha=2386 | nome=Mariana | acao=fez um experimento | valor=2607
linha=2387 | nome=Ana | acao=executou o benchmark | valor=3592
linha=2388 | nome=Bruno | acao=escreveu o relatorio | valor=7112
linha=2389 | nome=Ana | acao=escreveu o relatorio | valor=7054
linha=2390 | nome=Daniela | acao=fez um experimento | valor=8510
linha=2391 | nome=Tiago | acao=otimizou o algoritmo | valor=8443
linha=2392 | nome=Paulo | acao=comparou as metricas | valor=4268
linha=2393 | nome=Vitor | acao=participou da aula | valor=3075
linha=2394 | nome=Daniela | acao=fez um experimento | valor=5123
linha=2395 | nome=Joao | acao=analisou os resultados | valor=9552
linha=2396 | nome=Helena | acao=estudou computacao | valor=5088
linha=2397 | nome=Carlos | acao=otimizou o algoritmo | valor=1563
linha=2398 | nome=Daniela | acao=participou da aula | valor=1140
linha=2399 | nome=Paulo | acao=comparou as metricas | valor=9934
linha=2400 | nome=Joao | acao=comparou as metricas | valor=1994
linha=2401 | nome=Felipe | acao=comparou as metricas | valor=6670
linha=2402 | nome=Otavio | acao=escreveu o relatorio | valor=6028
linha=2403 | nome=Sofia | acao=participou da aula | valor=1205
linha=2404 | nome=Vitor | acao=comparou as metricas | valor=6201
linha=2405 | nome=Karen | acao=fez um experimento | valor=4931
linha=2406 | nome=Eduarda | acao=analisou os resultados | valor=6772
linha=2407 | nome=Natalia | acao=comparou as metricas | valor=6533
linha=2408 | nome=Sofia | acao=comparou as metricas | valor=1974
linha=2409 | nome=Paulo | acao=estudou computacao | valor=2333
linha=2410 | nome=Carlos | acao=executou o benchmark | valor=7543
linha=2411 | nome=Felipe | acao=executou o benchmark | valor=1627
linha=2412 | nome=Renata | acao=otimizou o algoritmo | valor=7737
linha=2413 | nome=Bruno | acao=analisou os resultados | valor=7658
linha=2414 | nome=Karen | acao=fez um experimento | valor=7286
linha=2415 | nome=Renata | acao=fez um experimento | valor=6896
linha=2416 | nome=Lucas | acao=analisou os resultados | valor=3473
linha=2417 | nome=Gabriela | acao=participou da aula | valor=9705
linha=2418 | nome=Bruno | acao=executou o benchmark | valor=6155
linha=2419 | nome=Mariana | acao=analisou os resultados | valor=4655
linha=2420 | nome=Igor | acao=escreveu o relatorio | valor=6572
linha=2421 | nome=Mariana | acao=estudou computacao | valor=7223
linha=2422 | nome=Helena | acao=escreveu o relatorio | valor=7146
linha=2423 | nome=Mariana | acao=comparou as metricas | valor=4315
linha=2424 | nome=Eduarda | acao=analisou os resultados | valor=5134
linha=2425 | nome=Helena | acao=otimizou o algoritmo | valor=9462
linha=2426 | nome=Felipe | acao=otimizou o algoritmo | valor=2650
linha=2427 | nome=Joao | acao=participou da aula | valor=2834
linha=2428 | nome=Sofia | acao=escreveu o relatorio | valor=1077
linha=2429 | nome=Joao | acao=estudou computacao | valor=8203
linha=2430 | nome=Bruno | acao=comparou as metricas | valor=3906
linha=2431 | nome=Bruno | acao=comparou as metricas | valor=6282
linha=2432 | nome=Gabriela | acao=escreveu o relatorio | valor=6281
linha=2433 | nome=Renata | acao=estudou computacao | valor=3802
linha=2434 | nome=Lucas | acao=otimizou o algoritmo | valor=5295
linha=2435 | nome=Daniela | acao=fez um experimento | valor=7454
linha=2436 | nome=Tiago | acao=analisou os resultados | valor=3842
linha=2437 | nome=Eduarda | acao=participou da aula | valor=1448
linha=2438 | nome=Sofia | acao=executou o benchmark | valor=4122
linha=2439 | nome=Felipe | acao=fez um experimento | valor=5373
linha=2440 | nome=Carlos | acao=escreveu o relatorio | valor=2674
linha=2441 | nome=Helena | acao=escreveu o relatorio | valor=8468
linha=2442 | nome=Joao | acao=participou da aula | valor=9815
linha=2443 | nome=Vitor | acao=executou o benchmark | valor=1800
linha=2444 | nome=Eduarda | acao=estudou computacao | valor=5658
linha=2445 | nome=Otavio | acao=participou da aula | valor=3850
linha=2446 | nome=Igor | acao=estudou computacao | valor=9121
linha=2447 | nome=Sofia | acao=analisou os resultados | valor=9989
linha=2448 | nome=Sofia | acao=estudou computacao | valor=4705
linha=2449 | nome=Otavio | acao=participou da aula | valor=6550
linha=2450 | nome=Lucas | acao=analisou os resultados | valor=3018
linha=2451 | nome=Natalia | acao=participou da aula | valor=7508
linha=2452 | nome=Daniela | acao=estudou computacao | valor=6263
linha=2453 | nome=Natalia | acao=executou o benchmark | valor=2104
linha=2454 | nome=Karen | acao=comparou as metricas | valor=9064
linha=2455 | nome=Renata | acao=executou o benchmark | valor=9013
linha=2456 | nome=Joao | acao=analisou os resultados | valor=1432
linha=2457 | nome=Daniela | acao=analisou os resultados | valor=5978
linha=2458 | nome=Vitor | acao=estudou computacao | valor=9345
linha=2459 | nome=Daniela | acao=estudou computacao | valor=3844
linha=2460 | nome=Joao | acao=otimizou o algoritmo | valor=3285
linha=2461 | nome=Natalia | acao=fez um experimento | valor=1388
linha=2462 | nome=Ana | acao=executou o benchmark | valor=9943
linha=2463 | nome=Natalia | acao=estudou computacao | valor=4810
linha=2464 | nome=Lucas | acao=estudou computacao | valor=1078
linha=2465 | nome=Renata | acao=otimizou o algoritmo | valor=6056
linha=2466 | nome=Karen | acao=executou o benchmark | valor=4960
linha=2467 | nome=Vitor | acao=escreveu o relatorio | valor=3761
linha=2468 | nome=Daniela | acao=comparou as metricas | valor=4763
linha=2469 | nome=Paulo | acao=executou o benchmark | valor=1110
linha=2470 | nome=Paulo | acao=fez um experimento | valor=5525
linha=2471 | nome=Renata | acao=estudou computacao | valor=8907
linha=2472 | nome=Mariana | acao=escreveu o relatorio | valor=9808
linha=2473 | nome=Igor | acao=executou o benchmark | valor=6742
linha=2474 | nome=Bruno | acao=participou da aula | valor=7219
linha=2475 | nome=Igor | acao=estudou computacao | valor=5127
linha=2476 | nome=Ana | acao=comparou as metricas | valor=4911
linha=2477 | nome=Tiago | acao=fez um experimento | valor=2445
linha=2478 | nome=Igor | acao=estudou computacao | valor=3550
linha=2479 | nome=Sofia | acao=fez um experimento | valor=2273
linha=2480 | nome=Joao | acao=fez um experimento | valor=5112
linha=2481 | nome=Ana | acao=participou da aula | valor=6309
linha=2482 | nome=Felipe | acao=comparou as metricas | valor=6354
linha=2483 | nome=Gabriela | acao=otimizou o algoritmo | valor=6052
linha=2484 | nome=Daniela | acao=executou o benchmark | valor=3396
linha=2485 | nome=Mariana | acao=comparou as metricas | valor=9878
linha=2486 | nome=Lucas | acao=otimizou o algoritmo | valor=8636
linha=2487 | nome=Mariana | acao=executou o benchmark | valor=1831
linha=2488 | nome=Bruno | acao=comparou as metricas | valor=4087
linha=2489 | nome=Daniela | acao=participou da aula | valor=6395
linha=2490 | nome=Mariana | acao=escreveu o relatorio | valor=1019
linha=2491 | nome=Otavio | acao=estudou computacao | valor=6567
linha=2492 | nome=Carlos | acao=analisou os resultados | valor=5231
linha=2493 | nome=Vitor | acao=analisou os resultados | valor=8628
linha=2494 | nome=Paulo | acao=otimizou o algoritmo | valor=4850
linha=2495 | nome=Igor | acao=executou o benchmark | valor=2433
linha=2496 | nome=Mariana | acao=executou o benchmark | valor=6200
linha=2497 | nome=Natalia | acao=executou o benchmark | valor=9790
linha=2498 | nome=Lucas | acao=otimizou o algoritmo | valor=2268
linha=2499 | nome=Joao | acao=executou o benchmark | valor=3922
linha=2500 | nome=Natalia | acao=participou da aula | valor=6887
linha=2501 | nome=Karen | acao=participou da aula | valor=3620
linha=2502 | nome=Lucas | acao=estudou computacao | valor=5438
linha=2503 | nome=Gabriela | acao=analisou os resultados | valor=3574
linha=2504 | nome=Tiago | acao=comparou as metricas | valor=7291
linha=2505 | nome=Ana | acao=analisou os resultados | valor=4528
linha=2506 | nome=Mariana | acao=comparou as metricas | valor=7373
linha=2507 | nome=Bruno | acao=fez um experimento | valor=5878
linha=2508 | nome=Lucas | acao=fez um experimento | valor=9522
linha=2509 | nome=Natalia | acao=estudou computacao | valor=6726
linha=2510 | nome=Paulo | acao=participou da aula | valor=3872
linha=2511 | nome=Eduarda | acao=fez um experimento | valor=5301
linha=2512 | nome=Karen | acao=comparou as metricas | valor=8396
linha=2513 | nome=Gabriela | acao=participou da aula | valor=9573
linha=2514 | nome=Natalia | acao=executou o benchmark | valor=2694
linha=2515 | nome=Eduarda | acao=comparou as metricas | valor=3507
linha=2516 | nome=Daniela | acao=estudou computacao | valor=4622
linha=2517 | nome=Karen | acao=fez um experimento | valor=1825
linha=2518 | nome=Lucas | acao=fez um experimento | valor=7041
linha=2519 | nome=Karen | acao=comparou as metricas | valor=4742
linha=2520 | nome=Igor | acao=otimizou o algoritmo | valor=2351
linha=2521 | nome=Lucas | acao=comparou as metricas | valor=3916
linha=2522 | nome=Lucas | acao=executou o benchmark | valor=6331
linha=2523 | nome=Lucas | acao=executou o benchmark | valor=6301
linha=2524 | nome=Carlos | acao=executou o benchmark | valor=7156
linha=2525 | nome=Helena | acao=analisou os resultados | valor=7041
linha=2526 | nome=Ana | acao=otimizou o algoritmo | valor=9902
linha=2527 | nome=Ana | acao=analisou os resultados | valor=8428
linha=2528 | nome=Karen | acao=analisou os resultados | valor=4472
linha=2529 | nome=Mariana | acao=escreveu o relatorio | valor=2073
linha=2530 | nome=Vitor | acao=analisou os resultados | valor=4602
linha=2531 | nome=Paulo | acao=executou o benchmark | valor=8178
linha=2532 | nome=Lucas | acao=otimizou o algoritmo | valor=7797
linha=2533 | nome=Joao | acao=fez um experimento | valor=4818
linha=2534 | nome=Tiago | acao=participou da aula | valor=6868
linha=2535 | nome=Carlos | acao=participou da aula | valor=1005
linha=2536 | nome=Joao | acao=escreveu o relatorio | valor=4227
linha=2537 | nome=Igor | acao=otimizou o algoritmo | valor=4913
linha=2538 | nome=Renata | acao=participou da aula | valor=2519
linha=2539 | nome=Otavio | acao=estudou computacao | valor=7390
linha=2540 | nome=Gabriela | acao=fez um experimento | valor=8835
linha=2541 | nome=Renata | acao=otimizou o algoritmo | valor=4463
linha=2542 | nome=Daniela | acao=escreveu o relatorio | valor=4721
linha=2543 | nome=Lucas | acao=estudou computacao | valor=9383
linha=2544 | nome=Tiago | acao=analisou os resultados | valor=1672
linha=2545 | nome=Igor | acao=escreveu o relatorio | valor=7192
linha=2546 | nome=Vitor | acao=analisou os resultados | valor=5676
linha=2547 | nome=Vitor | acao=otimizou o algoritmo | valor=6225
linha=2548 | nome=Renata | acao=fez um experimento | valor=5618
linha=2549 | nome=Paulo | acao=escreveu o relatorio | valor=2775
linha=2550 | nome=Mariana | acao=analisou os resultados | valor=5199
linha=2551 | nome=Carlos | acao=participou da aula | valor=4220
linha=2552 | nome=Helena | acao=otimizou o algoritmo | valor=6240
linha=2553 | nome=Vitor | acao=escreveu o relatorio | valor=8006
linha=2554 | nome=Igor | acao=estudou computacao | valor=3137
linha=2555 | nome=Mariana | acao=executou o benchmark | valor=2870
linha=2556 | nome=Vitor | acao=participou da aula | valor=3498
linha=2557 | nome=Renata | acao=executou o benchmark | valor=4042
linha=2558 | nome=Mariana | acao=otimizou o algoritmo | valor=4305
linha=2559 | nome=Helena | acao=fez um experimento | valor=5869
linha=2560 | nome=Paulo | acao=fez um experimento | valor=9064
linha=2561 | nome=Bruno | acao=comparou as metricas | valor=5075
linha=2562 | nome=Natalia | acao=executou o benchmark | valor=5773
linha=2563 | nome=Natalia | acao=analisou os resultados | valor=4464
linha=2564 | nome=Vitor | acao=otimizou o algoritmo | valor=3539
linha=2565 | nome=Tiago | acao=otimizou o algoritmo | valor=1138
linha=2566 | nome=Otavio | acao=executou o benchmark | valor=6356
linha=2567 | nome=Joao | acao=participou da aula | valor=3896
linha=2568 | nome=Karen | acao=otimizou o algoritmo | valor=4333
linha=2569 | nome=Karen | acao=comparou as metricas | valor=2300
linha=2570 | nome=Joao | acao=estudou computacao | valor=3674
linha=2571 | nome=Bruno | acao=comparou as metricas | valor=4885
linha=2572 | nome=Tiago | acao=otimizou o algoritmo | valor=3806
linha=2573 | nome=Natalia | acao=comparou as metricas | valor=8604
linha=2574 | nome=Helena | acao=executou o benchmark | valor=2927
linha=2575 | nome=Helena | acao=otimizou o algoritmo | valor=4572
linha=2576 | nome=Mariana | acao=estudou computacao | valor=4142
linha=2577 | nome=Karen | acao=participou da aula | valor=2702
linha=2578 | nome=Natalia | acao=fez um experimento | valor=6428
linha=2579 | nome=Karen | acao=participou da aula | valor=3477
linha=2580 | nome=Mariana | acao=participou da aula | valor=7850
linha=2581 | nome=Tiago | acao=executou o benchmark | valor=9750
linha=2582 | nome=Felipe | acao=escreveu o relatorio | valor=2427
linha=2583 | nome=Sofia | acao=executou o benchmark | valor=7393
linha=2584 | nome=Daniela | acao=executou o benchmark | valor=8989
linha=2585 | nome=Renata | acao=executou o benchmark | valor=8231
linha=2586 | nome=Karen | acao=participou da aula | valor=2825
linha=2587 | nome=Paulo | acao=fez um experimento | valor=2994
linha=2588 | nome=Daniela | acao=participou da aula | valor=5460
linha=2589 | nome=Bruno | acao=participou da aula | valor=7056
linha=2590 | nome=Felipe | acao=comparou as metricas | valor=1747
linha=2591 | nome=Carlos | acao=otimizou o algoritmo | valor=6659
linha=2592 | nome=Paulo | acao=comparou as metricas | valor=9293
linha=2593 | nome=Ana | acao=estudou computacao | valor=7474
linha=2594 | nome=Igor | acao=executou o benchmark | valor=8706
linha=2595 | nome=Felipe | acao=participou da aula | valor=7870
linha=2596 | nome=Renata | acao=escreveu o relatorio | valor=8909
linha=2597 | nome=Vitor | acao=estudou computacao | valor=4453
linha=2598 | nome=Bruno | acao=estudou computacao | valor=2917
linha=2599 | nome=Felipe | acao=estudou computacao | valor=7813
linha=2600 | nome=Natalia | acao=estudou computacao | valor=8012
linha=2601 | nome=Carlos | acao=escreveu o relatorio | valor=1129
linha=2602 | nome=Eduarda | acao=escreveu o relatorio | valor=8081
linha=2603 | nome=Ana | acao=otimizou o algoritmo | valor=1225
linha=2604 | nome=Daniela | acao=otimizou o algoritmo | valor=1423
linha=2605 | nome=Mariana | acao=participou da aula | valor=8105
linha=2606 | nome=Sofia | acao=executou o benchmark | valor=4084
linha=2607 | nome=Tiago | acao=comparou as metricas | valor=8539
linha=2608 | nome=Lucas | acao=comparou as metricas | valor=4610
linha=2609 | nome=Natalia | acao=comparou as metricas | valor=9097
linha=2610 | nome=Eduarda | acao=otimizou o algoritmo | valor=6111
linha=2611 | nome=Sofia | acao=estudou computacao | valor=2875
linha=2612 | nome=Bruno | acao=executou o benchmark | valor=1163
linha=2613 | nome=Eduarda | acao=executou o benchmark | valor=1557
linha=2614 | nome=Mariana | acao=escreveu o relatorio | valor=6158
linha=2615 | nome=Daniela | acao=comparou as metricas | valor=7167
linha=2616 | nome=Helena | acao=executou o benchmark | valor=5460
linha=2617 | nome=Karen | acao=analisou os resultados | valor=5012
linha=2618 | nome=Renata | acao=executou o benchmark | valor=4484
linha=2619 | nome=Karen | acao=comparou as metricas | valor=3480
linha=2620 | nome=Mariana | acao=analisou os resultados | valor=4349
linha=2621 | nome=Lucas | acao=comparou as metricas | valor=7067
linha=2622 | nome=Carlos | acao=analisou os resultados | valor=1386
linha=2623 | nome=Otavio | acao=fez um experimento | valor=6316
linha=2624 | nome=Mariana | acao=analisou os resultados | valor=6452
linha=2625 | nome=Otavio | acao=estudou computacao | valor=2325
linha=2626 | nome=Ana | acao=analisou os resultados | valor=5317
linha=2627 | nome=Sofia | acao=escreveu o relatorio | valor=5622
linha=2628 | nome=Natalia | acao=escreveu o relatorio | valor=9465
linha=2629 | nome=Otavio | acao=escreveu o relatorio | valor=4741
linha=2630 | nome=Natalia | acao=executou o benchmark | valor=7929
linha=2631 | nome=Lucas | acao=escreveu o relatorio | valor=6285
linha=2632 | nome=Daniela | acao=otimizou o algoritmo | valor=7768
linha=2633 | nome=Joao | acao=otimizou o algoritmo | valor=5025
linha=2634 | nome=Paulo | acao=participou da aula | valor=1270
linha=2635 | nome=Felipe | acao=estudou computacao | valor=1601
linha=2636 | nome=Daniela | acao=analisou os resultados | valor=6046
linha=2637 | nome=Natalia | acao=executou o benchmark | valor=2432
linha=2638 | nome=Lucas | acao=executou o benchmark | valor=7139
linha=2639 | nome=Renata | acao=comparou as metricas | valor=5524
linha=2640 | nome=Karen | acao=executou o benchmark | valor=1570
linha=2641 | nome=Sofia | acao=comparou as metricas | valor=8424
linha=2642 | nome=Sofia | acao=estudou computacao | valor=4331
linha=2643 | nome=Vitor | acao=comparou as metricas | valor=8270
linha=2644 | nome=Bruno | acao=estudou computacao | valor=8336
linha=2645 | nome=Vitor | acao=estudou computacao | valor=5117
linha=2646 | nome=Carlos | acao=estudou computacao | valor=3502
linha=2647 | nome=Gabriela | acao=escreveu o relatorio | valor=1522
linha=2648 | nome=Tiago | acao=escreveu o relatorio | valor=2182
linha=2649 | nome=Lucas | acao=escreveu o relatorio | valor=5514
linha=2650 | nome=Felipe | acao=otimizou o algoritmo | valor=4354
linha=2651 | nome=Sofia | acao=otimizou o algoritmo | valor=5622
linha=2652 | nome=Igor | acao=comparou as metricas | valor=5006
linha=2653 | nome=Mariana | acao=fez um experimento | valor=9326
linha=2654 | nome=Sofia | acao=escreveu o relatorio | valor=9020
linha=2655 | nome=Joao | acao=escreveu o relatorio | valor=1129
linha=2656 | nome=Natalia | acao=otimizou o algoritmo | valor=6393
linha=2657 | nome=Bruno | acao=analisou os resultados | valor=4614
linha=2658 | nome=Mariana | acao=estudou computacao | valor=7103
linha=2659 | nome=Igor | acao=estudou computacao | valor=4526
linha=2660 | nome=Lucas | acao=executou o benchmark | valor=8364
linha=2661 | nome=Mariana | acao=analisou os resultados | valor=6418
linha=2662 | nome=Daniela | acao=estudou computacao | valor=5407
linha=2663 | nome=Lucas | acao=fez um experimento | valor=9653
linha=2664 | nome=Eduarda | acao=escreveu o relatorio | valor=4232
linha=2665 | nome=Karen | acao=analisou os resultados | valor=8347
linha=2666 | nome=Otavio | acao=escreveu o relatorio | valor=2722
linha=2667 | nome=Sofia | acao=estudou computacao | valor=4321
