linha=1 | nome=Carlos | acao=analisou os resultados | valor=3789
linha=2413 | nome=Eduarda | acao=participou da aula | valor=1334
linha=2414 | nome=Joao | acao=comparou as metricas | valor=5260
linha=2415 | nome=Mariana | acao=comparou as metricas | valor=4793
linha=2416 | nome=Renata | acao=comparou as metricas | valor=3700
linha=2417 | nome=Helena | acao=participou da aula | valor=8127
linha=2418 | nome=Karen | acao=comparou as metricas | valor=6422
linha=2419 | nome=Otavio | acao=participou da aula | valor=4224
linha=2420 | nome=Paulo | acao=otimizou o algoritmo | valor=9830
linha=2421 | nome=Vitor | acao=escreveu o relatorio | valor=7072
linha=2422 | nome=Daniela | acao=otimizou o algoritmo | valor=6486
linha=2423 | nome=Renata | acao=estudou computacao | valor=9422
linha=2424 | nome=Helena | acao=executou o benchmark | valor=9299
linha=2425 | nome=Joao | acao=escreveu o relatorio | valor=8878
linha=2426 | nome=Felipe | acao=executou o benchmark | valor=2623
linha=2427 | nome=Sofia | acao=analisou os resultados | valor=9722
linha=2428 | nome=Helena | acao=otimizou o algoritmo | valor=4210
linha=2429 | nome=Carlos | acao=participou da aula | valor=9915
linha=2430 | nome=Lucas | acao=fez um experimento | valor=5400
linha=2431 | nome=Igor | acao=otimizou o algoritmo | valor=8418
linha=2432 | nome=Karen | acao=participou da aula | valor=2344
linha=2433 | nome=Otavio | acao=analisou os resultados | valor=3471
linha=2434 | nome=Bruno | acao=executou o benchmark | valor=4054
linha=2435 | nome=Daniela | acao=comparou as metricas | valor=4415
linha=2436 | nome=Joao | acao=participou da aula | valor=7601
linha=2437 | nome=Karen | acao=otimizou o algoritmo | valor=2913
linha=2438 | nome=Paulo | acao=participou da aula | valor=5136
linha=2439 | nome=Helena | acao=escreveu o relatorio | valor=5359
linha=2440 | nome=Tiago | acao=otimizou o algoritmo | valor=6246
linha=2441 | nome=Ana | acao=participou da aula | valor=6586
linha=2442 | nome=Igor | acao=escreveu o relatorio | valor=1945
linha=2443 | nome=Igor | acao=estudou computacao | valor=2710
linha=2444 | nome=Felipe | acao=analisou os resultados | valor=4568
linha=2445 | nome=Vitor | acao=analisou os resultados | valor=9622
linha=2446 | nome=Otavio | acao=executou o benchmark | valor=4919
linha=2447 | nome=Eduarda | acao=fez um experimento | valor=4481
linha=2448 | nome=Paulo | acao=participou da aula | valor=9867
linha=2449 | nome=Eduarda | acao=escreveu o relatorio | valor=5832
linha=2450 | nome=Daniela | acao=executou o benchmark | valor=4512
linha=2451 | nome=Igor | acao=escreveu o relatorio | valor=6456
linha=2452 | nome=Daniela | acao=escreveu o relatorio | valor=6127
linha=2453 | nome=Lucas | acao=comparou as metricas | valor=2264
linha=2454 | nome=Karen | acao=escreveu o relatorio | valor=3069
linha=2455 | nome=Carlos | acao=participou da aula | valor=2440
linha=2456 | nome=Mariana | acao=executou o benchmark | valor=6215
linha=2457 | nome=Renata | acao=executou o benchmark | valor=5249
linha=2458 | nome=Natalia | acao=comparou as metricas | valor=6737
linha=2459 | nome=Tiago | acao=otimizou o algoritmo | valor=2155
linha=2460 | nome=Sofia | acao=otimizou o algoritmo | valor=7842
linha=2461 | nome=Helena | acao=fez um experimento | valor=2989
linha=2462 | nome=Daniela | acao=estudou computacao | valor=6060
linha=2463 | nome=Mariana | acao=comparou as metricas | valor=4188
linha=2464 | nome=Ana | acao=estudou computacao | valor=1420
linha=2465 | nome=Ana | acao=analisou os resultados | valor=8736
linha=2466 | nome=Lucas | acao=fez um experimento | valor=8010
linha=2467 | nome=Natalia | acao=escreveu o relatorio | valor=2176
linha=2468 | nome=Bruno | acao=otimizou o algoritmo | valor=8109
linha=2469 | nome=Eduarda | acao=participou da aula | valor=3467
linha=2470 | nome=Gabriela | acao=estudou computacao | valor=3066
linha=2471 | nome=Gabriela | acao=estudou computacao | valor=6083
linha=2472 | nome=Gabriela | acao=executou o benchmark | valor=7801
linha=2473 | nome=Gabriela | acao=otimizou o algoritmo | valor=4472
linha=2474 | nome=Ana | acao=fez um experimento | valor=3778
linha=2475 | nome=Mariana | acao=participou da aula | valor=3305
linha=2476 | nome=Vitor | acao=participou da aula | valor=3444
linha=2477 | nome=Ana | acao=fez um experimento | valor=4073
linha=2478 | nome=Igor | acao=fez um experimento | valor=4951
linha=2479 | nome=Gabriela | acao=executou o benchmark | valor=1034
linha=2480 | nome=Karen | acao=fez um experimento | valor=2200
linha=2481 | nome=Ana | acao=fez um experimento | valor=3360
linha=2482 | nome=Eduarda | acao=estudou computacao | valor=2898
linha=2483 | nome=Carlos | acao=executou o benchmark | valor=8325
linha=2484 | nome=Mariana | acao=fez um experimento | valor=1036
linha=2485 | nome=Mariana | acao=otimizou o algoritmo | valor=7736
linha=2486 | nome=Helena | acao=participou da aula | valor=5018
linha=2487 | nome=Carlos | acao=otimizou o algoritmo | valor=4552
linha=2488 | nome=Bruno | acao=participou da aula | valor=6777
linha=2489 | nome=Carlos | acao=comparou as metricas | valor=5150
linha=2490 | nome=Vitor | acao=comparou as metricas | valor=4804
linha=2491 | nome=Natalia | acao=participou da aula | valor=6061
linha=2492 | nome=Natalia | acao=escreveu o relatorio | valor=3185
linha=2493 | nome=Karen | acao=otimizou o algoritmo | valor=7745
linha=2494 | nome=Tiago | acao=analisou os resultados | valor=4633
linha=2495 | nome=Paulo | acao=otimizou o algoritmo | valor=1884
linha=2496 | nome=Helena | acao=comparou as metricas | valor=6271
linha=2497 | nome=Natalia | acao=fez um experimento | valor=8608
linha=2498 | nome=Gabriela | acao=estudou computacao | valor=5572
linha=2499 | nome=Daniela | acao=participou da aula | valor=2122
linha=2500 | nome=Sofia | acao=executou o benchmark | valor=8342
linha=2501 | nome=Carlos | acao=analisou os resultados | valor=4034
linha=2502 | nome=Igor | acao=participou da aula | valor=3029
linha=2503 | nome=Igor | acao=otimizou o algoritmo | valor=1435
linha=2504 | nome=Karen | acao=analisou os resultados | valor=7459
linha=2505 | nome=Mariana | acao=fez um experimento | valor=6844
linha=2506 | nome=Mariana | acao=analisou os resultados | valor=2456
linha=2507 | nome=Igor | acao=escreveu o relatorio | valor=8852
linha=2508 | nome=Gabriela | acao=comparou as metricas | valor=3382
linha=2509 | nome=Carlos | acao=otimizou o algoritmo | valor=8667
linha=2510 | nome=Otavio | acao=estudou computacao | valor=2695
linha=2511 | nome=Sofia | acao=executou o benchmark | valor=4139
linha=2512 | nome=Renata | acao=otimizou o algoritmo | valor=2268
linha=2513 | nome=Mariana | acao=otimizou o algoritmo | valor=5001
linha=2514 | nome=Mariana | acao=executou o benchmark | valor=6659
linha=2515 | nome=Karen | acao=executou o benchmark | valor=8532
linha=2516 | nome=Natalia | acao=analisou os resultados | valor=3700
linha=2517 | nome=Karen | acao=analisou os resultados | valor=3695
linha=2518 | nome=Carlos | acao=fez um experimento | valor=2611
linha=2519 | nome=Igor | acao=otimizou o algoritmo | valor=2393
linha=2520 | nome=Carlos | acao=fez um experimento | valor=5867
linha=2521 | nome=Felipe | acao=analisou os resultados | valor=5966
linha=2522 | nome=Paulo | acao=fez um experimento | valor=5067
linha=2523 | nome=Otavio | acao=estudou computacao | valor=9951
linha=2524 | nome=Ana | acao=estudou computacao | valor=3244
linha=2525 | nome=Ana | acao=escreveu o relatorio | valor=8723
linha=2526 | nome=Mariana | acao=escreveu o relatorio | valor=8657
linha=2527 | nome=Ana | acao=comparou as metricas | valor=5165
linha=2528 | nome=Mariana | acao=otimizou o algoritmo | valor=4872
linha=2529 | nome=Vitor | acao=estudou computacao | valor=9726
linha=2530 | nome=Gabriela | acao=executou o benchmark | valor=2244
linha=2531 | nome=Carlos | acao=analisou os resultados | valor=5364
linha=2532 | nome=Karen | acao=comparou as metricas | valor=4407
linha=2533 | nome=Vitor | acao=analisou os resultados | valor=8646
linha=2534 | nome=Tiago | acao=comparou as metricas | valor=4169
linha=2535 | nome=Sofia | acao=otimizou o algoritmo | valor=2272
linha=2536 | nome=Daniela | acao=escreveu o relatorio | valor=8655
linha=2537 | nome=Vitor | acao=otimizou o algoritmo | valor=6291
linha=2538 | nome=Renata | acao=estudou computacao | valor=9504
linha=2539 | nome=Igor | acao=comparou as metricas | valor=8468
linha=2540 | nome=Karen | acao=fez um experimento | valor=8050
linha=2541 | nome=Paulo | acao=analisou os resultados | valor=4844
linha=2542 | nome=Paulo | acao=fez um experimento | valor=6972
linha=2543 | nome=Renata | acao=comparou as metricas | valor=6858
linha=2544 | nome=Daniela | acao=estudou computacao | valor=8941
linha=2545 | nome=Renata | acao=comparou as metricas | valor=3535
linha=2546 | nome=Renata | acao=otimizou o algoritmo | valor=4343
linha=2547 | nome=Otavio | acao=analisou os resultados | valor=9582
linha=2548 | nome=Sofia | acao=analisou os resultados | valor=6215
linha=2549 | nome=Mariana | acao=escreveu o relatorio | valor=2208
linha=2550 | nome=Mariana | acao=fez um experimento | valor=2544
linha=2551 | nome=Carlos | acao=fez um experimento | valor=2794
linha=2552 | nome=Mariana | acao=comparou as metricas | valor=9163
linha=2553 | nome=Gabriela | acao=executou o benchmark | valor=3931
linha=2554 | nome=Tiago | acao=analisou os resultados | valor=2751
linha=2555 | nome=Tiago | acao=escreveu o relatorio | valor=6258
linha=2556 | nome=Paulo | acao=comparou as metricas | valor=7916
linha=2557 | nome=Eduarda | acao=executou o benchmark | valor=5009
linha=2558 | nome=Vitor | acao=escreveu o relatorio | valor=1401
linha=2559 | nome=Vitor | acao=participou da aula | valor=2816
linha=2560 | nome=Daniela | acao=executou o benchmark | valor=6915
linha=2561 | nome=Renata | acao=comparou as metricas | valor=3616
linha=2562 | nome=Mariana | acao=otimizou o algoritmo | valor=4602
linha=2563 | nome=Gabriela | acao=estudou computacao | valor=6415
linha=2564 | nome=Helena | acao=comparou as metricas | valor=5417
linha=2565 | nome=Renata | acao=fez um experimento | valor=3531
linha=2566 | nome=Daniela | acao=comparou as metricas | valor=2456
linha=2567 | nome=Otavio | acao=estudou computacao | valor=4185
linha=2568 | nome=Vitor | acao=otimizou o algoritmo | valor=1075
linha=2569 | nome=Natalia | acao=estudou computacao | valor=9206
linha=2570 | nome=Paulo | acao=executou o benchmark | valor=6020
linha=2571 | nome=Gabriela | acao=executou o benchmark | valor=5548
linha=2572 | nome=Gabriela | acao=analisou os resultados | valor=3031
linha=2573 | nome=Eduarda | acao=participou da aula | valor=4921
linha=2574 | nome=Tiago | acao=analisou os resultados | valor=6524
linha=2575 | nome=Eduarda | acao=fez um experimento | valor=1427
linha=2576 | nome=Bruno | acao=escreveu o relatorio | valor=9573
linha=2577 | nome=Otavio | acao=participou da aula | valor=1824
linha=2578 | nome=Paulo | acao=participou da aula | valor=7653
linha=2579 | nome=Sofia | acao=analisou os resultados | valor=9145
linha=2580 | nome=Gabriela | acao=analisou os resultados | valor=1130
linha=2581 | nome=Joao | acao=otimizou o algoritmo | valor=8766
linha=2582 | nome=Karen | acao=escreveu o relatorio | valor=5269
linha=2583 | nome=Eduarda | acao=comparou as metricas | valor=3454
linha=2584 | nome=Vitor | acao=estudou computacao | valor=9512
linha=2585 | nome=Paulo | acao=otimizou o algoritmo | valor=3441
linha=2586 | nome=Paulo | acao=executou o benchmark | valor=7542
linha=2587 | nome=Lucas | acao=otimizou o algoritmo | valor=1471
linha=2588 | nome=Eduarda | acao=estudou computacao | valor=3242
linha=2589 | nome=Helena | acao=executou o benchmark | valor=1504
linha=2590 | nome=Paulo | acao=otimizou o algoritmo | valor=1670
linha=2591 | nome=Otavio | acao=participou da aula | valor=7126
linha=2592 | nome=Tiago | acao=analisou os resultados | valor=2140
linha=2593 | nome=Otavio | acao=analisou os resultados | valor=8467
linha=2594 | nome=Helena | acao=escreveu o relatorio | valor=8570
linha=2595 | nome=Mariana | acao=fez um experimento | valor=3219
linha=2596 | nome=Helena | acao=participou da aula | valor=1432
linha=2597 | nome=Joao | acao=executou o benchmark | valor=2207
linha=2598 | nome=Karen | acao=fez um experimento | valor=1706
linha=2599 | nome=Ana | acao=participou da aula | valor=2374
linha=2600 | nome=Vitor | acao=participou da aula | valor=5276
linha=2601 | nome=Natalia | acao=otimizou o algoritmo | valor=3741
linha=2602 | nome=Lucas | acao=estudou computacao | valor=5334
linha=2603 | nome=Renata | acao=executou o benchmark | valor=5482
linha=2604 | nome=Otavio | acao=analisou os resultados | valor=2671
linha=2605 | nome=Natalia | acao=fez um experimento | valor=1221
linha=2606 | nome=Helena | acao=participou da aula | valor=5438
linha=2607 | nome=Carlos | acao=escreveu o relatorio | valor=5598
linha=2608 | nome=Igor | acao=otimizou o algoritmo | valor=8795
linha=2609 | nome=Felipe | acao=otimizou o algoritmo | valor=1812
linha=2610 | nome=Renata | acao=otimizou o algoritmo | valor=9056
linha=2611 | nome=Natalia | acao=fez um experimento | valor=3771
linha=2612 | nome=Lucas | acao=fez um experimento | valor=5293
linha=2613 | nome=Daniela | acao=otimizou o algoritmo | valor=7447
linha=2614 | nome=Sofia | acao=executou o benchmark | valor=2036
linha=2615 | nome=Otavio | acao=comparou as metricas | valor=9301
linha=2616 | nome=Igor | acao=escreveu o relatorio | valor=9632
linha=2617 | nome=Ana | acao=comparou as metricas | valor=9370
linha=2618 | nome=Paulo | acao=analisou os resultados | valor=2418
linha=2619 | nome=Lucas | acao=executou o benchmark | valor=1759
linha=2620 | nome=Vitor | acao=fez um experimento | valor=1048
linha=2621 | nome=Renata | acao=fez um experimento | valor=1522
linha=2622 | nome=Daniela | acao=estudou computacao | valor=6876
linha=2623 | nome=Renata | acao=executou o benchmark | valor=7488
linha=2624 | nome=Felipe | acao=analisou os resultados | valor=1683
linha=2625 | nome=Vitor | acao=comparou as metricas | valor=5819
linha=2626 | nome=Lucas | acao=executou o benchmark | valor=1630
linha=2627 | nome=Carlos | acao=executou o benchmark | valor=2572
linha=2628 | nome=Mariana | acao=estudou computacao | valor=6579
linha=2629 | nome=Ana | acao=otimizou o algoritmo | valor=5894
linha=2630 | nome=Carlos | acao=escreveu o relatorio | valor=4346
linha=2631 | nome=Lucas | acao=comparou as metricas | valor=1792
linha=2632 | nome=Helena | acao=otimizou o algoritmo | valor=2776
linha=2633 | nome=Ana | acao=executou o benchmark | valor=2579
linha=2634 | nome=Daniela | acao=participou da aula | valor=2409
linha=2635 | nome=Ana | acao=participou da aula | valor=5397
linha=2636 | nome=Sofia | acao=estudou computacao | valor=3777
linha=2637 | nome=Mariana | acao=escreveu o relatorio | valor=3734
linha=2638 | nome=Otavio | acao=otimizou o algoritmo | valor=7477
linha=2639 | nome=Bruno | acao=comparou as metricas | valor=3015
linha=2640 | nome=Renata | acao=participou da aula | valor=1321
linha=2641 | nome=Vitor | acao=fez um experimento | valor=1265
linha=2642 | nome=Otavio | acao=participou da aula | valor=7938
linha=2643 | nome=Tiago | acao=analisou os resultados | valor=5155
linha=2644 | nome=Helena | acao=participou da aula | valor=3862
linha=2645 | nome=Igor | acao=executou o benchmark | valor=9294
linha=2646 | nome=Igor | acao=estudou computacao | valor=7843
linha=2647 | nome=Paulo | acao=executou o benchmark | valor=8067
linha=2648 | nome=Mariana | acao=otimizou o algoritmo | valor=6205
linha=2649 | nome=Sofia | acao=executou o benchmark | valor=4558
linha=2650 | nome=Natalia | acao=fez um experimento | valor=5002
linha=2651 | nome=Paulo | acao=comparou as metricas | valor=3679
linha=2652 | nome=Paulo | acao=analisou os resultados | valor=3179
linha=2653 | nome=Felipe | acao=executou o benchmark | valor=1755
linha=2654 | nome=Daniela | acao=fez um experimento | valor=5992
linha=2655 | nome=Tiago | acao=estudou computacao | valor=5177
linha=2656 | nome=Mariana | acao=analisou os resultados | valor=7533
linha=2657 | nome=Otavio | acao=comparou as metricas | valor=9833
linha=2658 | nome=Joao | acao=executou o benchmark | valor=5454
linha=2659 | nome=Mariana | acao=executou o benchmark | valor=9226
linha=2660 | nome=Igor | acao=estudou computacao | valor=7539
linha=2661 | nome=Helena | acao=analisou os resultados | valor=8244
linha=2662 | nome=Gabriela | acao=estudou computacao | valor=4824
linha=2663 | nome=Paulo | acao=comparou as metricas | valor=3730
linha=2664 | nome=Mariana | acao=executou o benchmark | valor=9879
linha=2665 | nome=Gabriela | acao=executou o benchmark | valor=1940
linha=2666 | nome=Mariana | acao=comparou as metricas | valor=7651
linha=2667 | nome=Eduarda | acao=escreveu o relatorio | valor=4477
linha=2668 | nome=Mariana | acao=participou da aula | valor=4255
linha=2669 | nome=Mariana | acao=estudou computacao | valor=4873
linha=2670 | nome=Igor | acao=escreveu o relatorio | valor=8287
linha=2671 | nome=Daniela | acao=fez um experimento | valor=9807
linha=2672 | nome=Tiago | acao=analisou os resultados | valor=3492
linha=2673 | nome=Helena | acao=estudou computacao | valor=8388
linha=2674 | nome=Daniela | acao=analisou os resultados | valor=3264
linha=2675 | nome=Vitor | acao=analisou os resultados | valor=6469
linha=2676 | nome=Joao | acao=participou da aula | valor=4797
linha=2677 | nome=Carlos | acao=fez um experimento | valor=2820
linha=2678 | nome=Gabriela | acao=otimizou o algoritmo | valor=1923
linha=2679 | nome=Mariana | acao=otimizou o algoritmo | valor=9102
linha=2680 | nome=Igor | acao=fez um experimento | valor=4032
linha=2681 | nome=Helena | acao=fez um experimento | valor=8358
linha=2682 | nome=Renata | acao=escreveu o relatorio | valor=8096
linha=2683 | nome=Bruno | acao=comparou as metricas | valor=3471
linha=2684 | nome=Tiago | acao=estudou computacao | valor=3166
linha=2685 | nome=Mariana | acao=estudou computacao | valor=3425
linha=2686 | nome=Daniela | acao=escreveu o relatorio | valor=6586
linha=2687 | nome=Carlos | acao=fez um experimento | valor=6690
linha=2688 | nome=Lucas | acao=estudou computacao | valor=8215
linha=2689 | nome=Bruno | acao=comparou as metricas | valor=3797
linha=2690 | nome=Renata | acao=executou o benchmark | valor=7622
linha=2691 | nome=Renata | acao=analisou os resultados | valor=6961
linha=2692 | nome=Otavio | acao=comparou as metricas | valor=9104
linha=2693 | nome=Natalia | acao=otimizou o algoritmo | valor=4233
linha=2694 | nome=Felipe | acao=fez um experimento | valor=7332
linha=2695 | nome=Mariana | acao=fez um experimento | valor=7178
linha=2696 | nome=Lucas | acao=escreveu o relatorio | valor=6155
linha=2697 | nome=Joao | acao=executou o benchmark | valor=7115
linha=2698 | nome=Igor | acao=executou o benchmark | valor=6893
linha=2699 | nome=Joao | acao=otimizou o algoritmo | valor=7326
linha=2700 | nome=Ana | acao=estudou computacao | valor=7604
linha=2701 | nome=Tiago | acao=fez um experimento | valor=2377
linha=2702 | nome=Lucas | acao=executou o benchmark | valor=7073
linha=2703 | nome=Gabriela | acao=comparou as metricas | valor=3562
linha=2704 | nome=Vitor | acao=participou da aula | valor=7027
linha=2705 | nome=Bruno | acao=executou o benchmark | valor=9324
linha=2706 | nome=Carlos | acao=participou da aula | valor=1019
linha=2707 | nome=Otavio | acao=executou o benchmark | valor=9071
linha=2708 | nome=Otavio | acao=fez um experimento | valor=1970
linha=2709 | nome=Felipe | acao=fez um experimento | valor=4845
linha=2710 | nome=Joao | acao=comparou as metricas | valor=7370
linha=2711 | nome=Joao | acao=analisou os resultados | valor=6494
linha=2712 | nome=Ana | acao=executou o benchmark | valor=1804
linha=2713 | nome=Vitor | acao=executou o benchmark | valor=1056
linha=2714 | nome=Bruno | acao=otimizou o algoritmo | valor=2743
linha=2715 | nome=Renata | acao=executou o benchmark | valor=6524
linha=2716 | nome=Renata | acao=comparou as metricas | valor=2128
linha=2717 | nome=Carlos | acao=estudou computacao | valor=3398
linha=2718 | nome=Natalia | acao=estudou computacao | valor=7918
linha=2719 | nome=Otavio | acao=comparou as metricas | valor=4876
linha=2720 | nome=Igor | acao=participou da aula | valor=9657
linha=2721 | nome=Paulo | acao=analisou os resultados | valor=3536
linha=2722 | nome=Carlos | acao=comparou as metricas | valor=7058
linha=2723 | nome=Gabriela | acao=comparou as metricas | valor=5762
linha=2724 | nome=Igor | acao=otimizou o algoritmo | valor=4427
linha=2725 | nome=Carlos | acao=comparou as metricas | valor=6694
linha=2726 | nome=Helena | acao=participou da aula | valor=2354
linha=2727 | nome=Karen | acao=analisou os resultados | valor=7852
linha=2728 | nome=Mariana | acao=escreveu o relatorio | valor=8444
linha=2729 | nome=Daniela | acao=executou o benchmark | valor=6701
linha=2730 | nome=Vitor | acao=analisou os resultados | valor=1410
linha=2731 | nome=Bruno | acao=participou da aula | valor=6036
linha=2732 | nome=Helena | acao=executou o benchmark | valor=5284
linha=2733 | nome=Felipe | acao=otimizou o algoritmo | valor=7496
linha=2734 | nome=Carlos | acao=executou o benchmark | valor=7367
linha=2735 | nome=Igor | acao=executou o benchmark | valor=6785
linha=2736 | nome=Tiago | acao=participou da aula | valor=3258
linha=2737 | nome=Eduarda | acao=executou o benchmark | valor=2942
linha=2738 | nome=Mariana | acao=comparou as metricas | valor=9408
linha=2739 | nome=Karen | acao=comparou as metricas | valor=5023
linha=2740 | nome=Carlos | acao=comparou as metricas | valor=7947
linha=2741 | nome=Renata | acao=fez um experimento | valor=4536
linha=2742 | nome=Sofia | acao=comparou as metricas | valor=2313
linha=2743 | nome=Vitor | acao=otimizou o algoritmo | valor=5388
linha=2744 | nome=Karen | acao=participou da aula | valor=4730
linha=2745 | nome=Helena | acao=otimizou o algoritmo | valor=3031
linha=2746 | nome=Renata | acao=otimizou o algoritmo | valor=9005
linha=2747 | nome=Natalia | acao=estudou computacao | valor=5922
linha=2748 | nome=Joao | acao=estudou computacao | valor=6216
linha=2749 | nome=Eduarda | acao=participou da aula | valor=6803
linha=2750 | nome=Ana | acao=estudou computacao | valor=1605
linha=2751 | nome=Eduarda | acao=estudou computacao | valor=8882
linha=2752 | nome=Karen | acao=analisou os resultados | valor=5293
linha=2753 | nome=Helena | acao=escreveu o relatorio | valor=7205
linha=2754 | nome=Lucas | acao=fez um experimento | valor=3894
linha=2755 | nome=Karen | acao=analisou os resultados | valor=9387
linha=2756 | nome=Paulo | acao=estudou computacao | valor=4958
linha=2757 | nome=Tiago | acao=participou da aula | valor=1830
linha=2758 | nome=Daniela | acao=fez um experimento | valor=1015
linha=2759 | nome=Renata | acao=comparou as metricas | valor=2178
linha=2760 | nome=Karen | acao=analisou os resultados | valor=1059
linha=2761 | nome=Lucas | acao=otimizou o algoritmo | valor=8093
linha=2762 | nome=Felipe | acao=analisou os resultados | valor=7067
linha=2763 | nome=Renata | acao=executou o benchmark | valor=9190
linha=2764 | nome=Igor | acao=otimizou o algoritmo | valor=8636
linha=2765 | nome=Lucas | acao=analisou os resultados | valor=9836
linha=2766 | nome=Karen | acao=executou o benchmark | valor=5832
linha=2767 | nome=Carlos | acao=participou da aula | valor=3511
linha=2768 | nome=Vitor | acao=participou da aula | valor=4694
linha=2769 | nome=Carlos | acao=otimizou o algoritmo | valor=6893
linha=2770 | nome=Ana | acao=estudou computacao | valor=4679
linha=2771 | nome=Vitor | acao=participou da aula | valor=2235
linha=2772 | nome=Gabriela | acao=estudou computacao | valor=8066
linha=2773 | nome=Joao | acao=participou da aula | valor=7318
linha=2774 | nome=Daniela | acao=executou o benchmark | valor=6858
linha=2775 | nome=Gabriela | acao=fez um experimento | valor=5708
linha=2776 | nome=Ana | acao=participou da aula | valor=6293
linha=2777 | nome=Sofia | acao=otimizou o algoritmo | valor=8485
linha=2778 | nome=Helena | acao=fez um experimento | valor=7717
linha=2779 | nome=Karen | acao=otimizou o algoritmo | valor=9817
linha=2780 | nome=Sofia | acao=otimizou o algoritmo | valor=5915
linha=2781 | nome=Mariana | acao=comparou as metricas | valor=6649
linha=2782 | nome=Renata | acao=analisou os resultados | valor=5489
linha=2783 | nome=Vitor | acao=escreveu o relatorio | valor=8036
linha=2784 | nome=Bruno | acao=escreveu o relatorio | valor=3726
linha=2785 | nome=Gabriela | acao=executou o benchmark | valor=8506
linha=2786 | nome=Karen | acao=fez um experimento | valor=4938
linha=2787 | nome=Eduarda | acao=comparou as metricas | valor=8979
linha=2788 | nome=Mariana | acao=escreveu o relatorio | valor=8940
linha=2789 | nome=Eduarda | acao=analisou os resultados | valor=9488
linha=2790 | nome=Igor | acao=estudou computacao | valor=7895
linha=2791 | nome=Renata | acao=fez um experimento | valor=4018
linha=2792 | nome=Felipe | acao=analisou os resultados | valor=6776
linha=2793 | nome=Igor | acao=fez um experimento | valor=3201
linha=2794 | nome=Helena | acao=otimizou o algoritmo | valor=2857
linha=2795 | nome=Eduarda | acao=estudou computacao | valor=7742
linha=2796 | nome=Joao | acao=escreveu o relatorio | valor=9242
linha=2797 | nome=Helena | acao=executou o benchmark | valor=6568
linha=2798 | nome=Paulo | acao=fez um experimento | valor=9822
linha=2799 | nome=Daniela | acao=estudou computacao | valor=3253
linha=2800 | nome=Vitor | acao=comparou as metricas | valor=9745
linha=2801 | nome=Renata | acao=escreveu o relatorio | valor=3887
linha=2802 | nome=Karen | acao=participou da aula | valor=5015
linha=2803 | nome=Gabriela | acao=otimizou o algoritmo | valor=6938
linha=2804 | nome=Ana | acao=analisou os resultados | valor=5360
linha=2805 | nome=Paulo | acao=participou da aula | valor=6791
linha=2806 | nome=Sofia | acao=otimizou o algoritmo | valor=5321
linha=2807 | nome=Ana | acao=executou o benchmark | valor=8412
linha=2808 | nome=Mariana | acao=participou da aula | valor=5829
linha=2809 | nome=Vitor | acao=participou da aula | valor=8778
linha=2810 | nome=Gabriela | acao=fez um experimento | valor=7246
linha=2811 | nome=Sofia | acao=fez um experimento | valor=5266
linha=2812 | nome=Daniela | acao=otimizou o algoritmo | valor=4335
linha=2813 | nome=Vitor | acao=fez um experimento | valor=4874
linha=2814 | nome=Mariana | acao=executou o benchmark | valor=6527
linha=2815 | nome=Helena | acao=participou da aula | valor=1898
linha=2816 | nome=Joao | acao=estudou computacao | valor=1251
linha=2817 | nome=Daniela | acao=comparou as metricas | valor=2507
linha=2818 | nome=Mariana | acao=escreveu o relatorio | valor=1057
linha=2819 | nome=Paulo | acao=comparou as metricas | valor=4031
linha=2820 | nome=Paulo | acao=escreveu o relatorio | valor=2195
linha=2821 | nome=Gabriela | acao=fez um experimento | valor=4756
linha=2822 | nome=Daniela | acao=comparou as metricas | valor=6929
linha=2823 | nome=Vitor | acao=fez um experimento | valor=3889
linha=2824 | nome=Renata | acao=fez um experimento | valor=1931
linha=2825 | nome=Ana | acao=escreveu o relatorio | valor=9060
linha=2826 | nome=Sofia | acao=participou da aula | valor=8556
linha=2827 | nome=Otavio | acao=escreveu o relatorio | valor=1206
linha=2828 | nome=Ana | acao=escreveu o relatorio | valor=1218
linha=2829 | nome=Natalia | acao=comparou as metricas | valor=1305
linha=2830 | nome=Mariana | acao=comparou as metricas | valor=5423
linha=2831 | nome=Lucas | acao=participou da aula | valor=3072
linha=2832 | nome=Eduarda | acao=estudou computacao | valor=4073
linha=2833 | nome=Carlos | acao=participou da aula | valor=5490
linha=2834 | nome=Otavio | acao=comparou as metricas | valor=1815
linha=2835 | nome=Renata | acao=fez um experimento | valor=5695
linha=2836 | nome=Vitor | acao=escreveu o relatorio | valor=4971
linha=2837 | nome=Igor | acao=otimizou o algoritmo | valor=5149
linha=2838 | nome=Helena | acao=escreveu o relatorio | valor=3998
linha=2839 | nome=Otavio | acao=estudou computacao | valor=3382
linha=2840 | nome=Felipe | acao=analisou os resultados | valor=6512
linha=2841 | nome=Lucas | acao=participou da aula | valor=3131
linha=2842 | nome=Gabriela | acao=otimizou o algoritmo | valor=2867
linha=2843 | nome=Renata | acao=estudou computacao | valor=7739
linha=2844 | nome=Otavio | acao=participou da aula | valor=2087
linha=2845 | nome=Otavio | acao=comparou as metricas | valor=6687
linha=2846 | nome=Eduarda | acao=otimizou o algoritmo | valor=5204
linha=2847 | nome=Ana | acao=comparou as metricas | valor=1638
linha=2848 | nome=Felipe | acao=escreveu o relatorio | valor=6072
linha=2849 | nome=Daniela | acao=fez um experimento | valor=9270
linha=2850 | nome=Gabriela | acao=analisou os resultados | valor=7931
