linha=1 | nome=Bruno | acao=participou da aula | valor=3317
linha=2636 | nome=Ana | acao=fez um experimento | valor=7920
linha=2637 | nome=Igor | acao=executou o benchmark | valor=4750
linha=2638 | nome=Tiago | acao=comparou as metricas | valor=9203
linha=2639 | nome=Mariana | acao=executou o benchmark | valor=3076
linha=2640 | nome=Igor | acao=comparou as metricas | valor=8449
linha=2641 | nome=Karen | acao=escreveu o relatorio | valor=5478
linha=2642 | nome=Helena | acao=executou o benchmark | valor=6204
linha=2643 | nome=Karen | acao=fez um experimento | valor=5126
linha=2644 | nome=Sofia | acao=analisou os resultados | valor=3595
linha=2645 | nome=Sofia | acao=escreveu o relatorio | valor=3144
linha=2646 | nome=Karen | acao=fez um experimento | valor=1778
linha=2647 | nome=Helena | acao=estudou computacao | valor=7085
linha=2648 | nome=Carlos | acao=comparou as metricas | valor=3818
linha=2649 | nome=Daniela | acao=estudou computacao | valor=2841
linha=2650 | nome=Helena | acao=fez um experimento | valor=9854
linha=2651 | nome=Tiago | acao=analisou os resultados | valor=4102
linha=2652 | nome=Otavio | acao=otimizou o algoritmo | valor=6729
linha=2653 | nome=Tiago | acao=estudou computacao | valor=7990
linha=2654 | nome=Karen | acao=otimizou o algoritmo | valor=5390
linha=2655 | nome=Natalia | acao=otimizou o algoritmo | valor=5647
linha=2656 | nome=Joao | acao=analisou os resultados | valor=6573
linha=2657 | nome=Tiago | acao=otimizou o algoritmo | valor=4023
linha=2658 | nome=Joao | acao=executou o benchmark | valor=5668
linha=2659 | nome=Daniela | acao=fez um experimento | valor=4052
linha=2660 | nome=Eduarda | acao=participou da aula | valor=5307
linha=2661 | nome=Helena | acao=escreveu o relatorio | valor=6126
linha=2662 | nome=Bruno | acao=executou o benchmark | valor=9051
linha=2663 | nome=Helena | acao=fez um experimento | valor=7618
linha=2664 | nome=Mariana | acao=comparou as metricas | valor=4072
linha=2665 | nome=Joao | acao=fez um experimento | valor=7942
linha=2666 | nome=Eduarda | acao=estudou computacao | valor=3799
linha=2667 | nome=Gabriela | acao=comparou as metricas | valor=2440
linha=2668 | nome=Mariana | acao=comparou as metricas | valor=3971
linha=2669 | nome=Tiago | acao=estudou computacao | valor=2732
linha=2670 | nome=Daniela | acao=comparou as metricas | valor=3742
linha=2671 | nome=Carlos | acao=fez um experimento | valor=6179
linha=2672 | nome=Felipe | acao=otimizou o algoritmo | valor=8494
linha=2673 | nome=Karen | acao=estudou computacao | valor=2319
linha=2674 | nome=Carlos | acao=escreveu o relatorio | valor=1784
linha=2675 | nome=Joao | acao=fez um experimento | valor=4924
linha=2676 | nome=Eduarda | acao=analisou os resultados | valor=2243
linha=2677 | nome=Ana | acao=analisou os resultados | valor=1220
linha=2678 | nome=Otavio | acao=executou o benchmark | valor=6505
linha=2679 | nome=Tiago | acao=estudou computacao | valor=3641
linha=2680 | nome=Karen | acao=escreveu o relatorio | valor=9425
linha=2681 | nome=Bruno | acao=participou da aula | valor=4627
linha=2682 | nome=Helena | acao=escreveu o relatorio | valor=3359
linha=2683 | nome=Sofia | acao=analisou os resultados | valor=8773
linha=2684 | nome=Sofia | acao=comparou as metricas | valor=7017
linha=2685 | nome=Mariana | acao=otimizou o algoritmo | valor=6171
linha=2686 | nome=Natalia | acao=escreveu o relatorio | valor=7710
linha=2687 | nome=Gabriela | acao=comparou as metricas | valor=2262
linha=2688 | nome=Helena | acao=escreveu o relatorio | valor=1337
linha=2689 | nome=Lucas | acao=estudou computacao | valor=2010
linha=2690 | nome=Eduarda | acao=otimizou o algoritmo | valor=7161
linha=2691 | nome=Mariana | acao=participou da aula | valor=7699
linha=2692 | nome=Mariana | acao=comparou as metricas | valor=2018
linha=2693 | nome=Renata | acao=participou da aula | valor=8340
linha=2694 | nome=Gabriela | acao=participou da aula | valor=8247
linha=2695 | nome=Lucas | acao=otimizou o algoritmo | valor=2053
linha=2696 | nome=Natalia | acao=fez um experimento | valor=5365
linha=2697 | nome=Natalia | acao=estudou computacao | valor=7458
linha=2698 | nome=Gabriela | acao=participou da aula | valor=5354
linha=2699 | nome=Carlos | acao=escreveu o relatorio | valor=7329
linha=2700 | nome=Paulo | acao=otimizou o algoritmo | valor=1115
linha=2701 | nome=Joao | acao=participou da aula | valor=5801
linha=2702 | nome=Bruno | acao=analisou os resultados | valor=3658
linha=2703 | nome=Mariana | acao=estudou computacao | valor=1703
linha=2704 | nome=Sofia | acao=analisou os resultados | valor=3362
linha=2705 | nome=Paulo | acao=otimizou o algoritmo | valor=1251
linha=2706 | nome=Lucas | acao=fez um experimento | valor=9078
linha=2707 | nome=Tiago | acao=fez um experimento | valor=8571
linha=2708 | nome=Mariana | acao=escreveu o relatorio | valor=8780
linha=2709 | nome=Igor | acao=escreveu o relatorio | valor=2165
linha=2710 | nome=Helena | acao=analisou os resultados | valor=7612
linha=2711 | nome=Karen | acao=analisou os resultados | valor=6340
linha=2712 | nome=Joao | acao=comparou as metricas | valor=5362
linha=2713 | nome=Mariana | acao=estudou computacao | valor=8878
linha=2714 | nome=Igor | acao=participou da aula | valor=3006
linha=2715 | nome=Tiago | acao=participou da aula | valor=8782
linha=2716 | nome=Gabriela | acao=comparou as metricas | valor=4783
linha=2717 | nome=Bruno | acao=analisou os resultados | valor=5080
linha=2718 | nome=Felipe | acao=executou o benchmark | valor=5781
linha=2719 | nome=Otavio | acao=executou o benchmark | valor=6872
linha=2720 | nome=Vitor | acao=escreveu o relatorio | valor=4023
linha=2721 | nome=Joao | acao=executou o benchmark | valor=5686
linha=2722 | nome=Felipe | acao=estudou computacao | valor=4987
linha=2723 | nome=Mariana | acao=comparou as metricas | valor=8210
linha=2724 | nome=Igor | acao=participou da aula | valor=7455
linha=2725 | nome=Helena | acao=otimizou o algoritmo | valor=5587
linha=2726 | nome=Renata | acao=analisou os resultados | valor=2696
linha=2727 | nome=Paulo | acao=analisou os resultados | valor=1887
linha=2728 | nome=Vitor | acao=executou o benchmark | valor=5175
linha=2729 | nome=Karen | acao=participou da aula | valor=6586
linha=2730 | nome=Felipe | acao=escreveu o relatorio | valor=2135
linha=2731 | nome=Vitor | acao=fez um experimento | valor=8939
linha=2732 | nome=Otavio | acao=analisou os resultados | valor=6803
linha=2733 | nome=Mariana | acao=escreveu o relatorio | valor=2791
linha=2734 | nome=Ana | acao=analisou os resultados | valor=6122
linha=2735 | nome=Renata | acao=executou o benchmark | valor=9540
linha=2736 | nome=Carlos | acao=analisou os resultados | valor=9802
linha=2737 | nome=Helena | acao=fez um experimento | valor=1801
linha=2738 | nome=Natalia | acao=escreveu o relatorio | valor=9811
linha=2739 | nome=Paulo | acao=estudou computacao | valor=1034
linha=2740 | nome=Bruno | acao=participou da aula | valor=9730
linha=2741 | nome=Renata | acao=analisou os resultados | valor=2076
linha=2742 | nome=Paulo | acao=comparou as metricas | valor=6452
linha=2743 | nome=Paulo | acao=comparou as metricas | valor=8180
linha=2744 | nome=Joao | acao=analisou os resultados | valor=8011
linha=2745 | nome=Mariana | acao=escreveu o relatorio | valor=1117
linha=2746 | nome=Mariana | acao=escreveu o relatorio | valor=5905
linha=2747 | nome=Helena | acao=fez um experimento | valor=6038
linha=2748 | nome=Natalia | acao=estudou computacao | valor=2377
linha=2749 | nome=Joao | acao=escreveu o relatorio | valor=8510
linha=2750 | nome=Karen | acao=participou da aula | valor=9996
linha=2751 | nome=Tiago | acao=otimizou o algoritmo | valor=5314
linha=2752 | nome=Gabriela | acao=participou da aula | valor=7121
linha=2753 | nome=Gabriela | acao=escreveu o relatorio | valor=6570
linha=2754 | nome=Renata | acao=executou o benchmark | valor=8337
linha=2755 | nome=Natalia | acao=executou o benchmark | valor=4311
linha=2756 | nome=Igor | acao=participou da aula | valor=1378
linha=2757 | nome=Vitor | acao=fez um experimento | valor=6454
linha=2758 | nome=Gabriela | acao=estudou computacao | valor=1627
linha=2759 | nome=Igor | acao=executou o benchmark | valor=1309
linha=2760 | nome=Renata | acao=comparou as metricas | valor=2292
linha=2761 | nome=Gabriela | acao=participou da aula | valor=4568
linha=2762 | nome=Sofia | acao=estudou computacao | valor=8623
linha=2763 | nome=Lucas | acao=analisou os resultados | valor=3318
linha=2764 | nome=Sofia | acao=escreveu o relatorio | valor=1400
linha=2765 | nome=Sofia | acao=analisou os resultados | valor=4904
linha=2766 | nome=Otavio | acao=analisou os resultados | valor=4117
linha=2767 | nome=Tiago | acao=participou da aula | valor=3070
linha=2768 | nome=Igor | acao=executou o benchmark | valor=3100
linha=2769 | nome=Paulo | acao=comparou as metricas | valor=9395
linha=2770 | nome=Carlos | acao=otimizou o algoritmo | valor=7862
linha=2771 | nome=Tiago | acao=estudou computacao | valor=9140
linha=2772 | nome=Renata | acao=otimizou o algoritmo | valor=1833
linha=2773 | nome=Otavio | acao=otimizou o algoritmo | valor=4448
linha=2774 | nome=Vitor | acao=comparou as metricas | valor=5230
linha=2775 | nome=Paulo | acao=comparou as metricas | valor=6873
linha=2776 | nome=Daniela | acao=estudou computacao | valor=9122
linha=2777 | nome=Vitor | acao=fez um experimento | valor=4650
linha=2778 | nome=Bruno | acao=escreveu o relatorio | valor=3831
linha=2779 | nome=Bruno | acao=participou da aula | valor=3221
linha=2780 | nome=Natalia | acao=otimizou o algoritmo | valor=6210
linha=2781 | nome=Felipe | acao=escreveu o relatorio | valor=4188
linha=2782 | nome=Mariana | acao=fez um experimento | valor=4592
linha=2783 | nome=Gabriela | acao=estudou computacao | valor=4155
linha=2784 | nome=Otavio | acao=fez um experimento | valor=5058
linha=2785 | nome=Renata | acao=otimizou o algoritmo | valor=7908
linha=2786 | nome=Gabriela | acao=otimizou o algoritmo | valor=9248
linha=2787 | nome=Daniela | acao=analisou os resultados | valor=5506
linha=2788 | nome=Otavio | acao=estudou computacao | valor=8822
linha=2789 | nome=Otavio | acao=analisou os resultados | valor=9590
linha=2790 | nome=Carlos | acao=comparou as metricas | valor=1850
linha=2791 | nome=Ana | acao=comparou as metricas | valor=8683
linha=2792 | nome=Eduarda | acao=participou da aula | valor=9939
linha=2793 | nome=Joao | acao=escreveu o relatorio | valor=8650
linha=2794 | nome=Sofia | acao=fez um experimento | valor=1790
linha=2795 | nome=Ana | acao=executou o benchmark | valor=8704
linha=2796 | nome=Renata | acao=fez um experimento | valor=7047
linha=2797 | nome=Felipe | acao=fez um experimento | valor=3233
linha=2798 | nome=Igor | acao=executou o benchmark | valor=3689
linha=2799 | nome=Tiago | acao=fez um experimento | valor=9506
linha=2800 | nome=Ana | acao=analisou os resultados | valor=8085
linha=2801 | nome=Felipe | acao=executou o benchmark | valor=1313
linha=2802 | nome=Helena | acao=otimizou o algoritmo | valor=7642
linha=2803 | nome=Igor | acao=executou o benchmark | valor=9652
linha=2804 | nome=Felipe | acao=participou da aula | valor=8787
linha=2805 | nome=Renata | acao=comparou as metricas | valor=6113
linha=2806 | nome=Mariana | acao=analisou os resultados | valor=7874
linha=2807 | nome=Bruno | acao=estudou computacao | valor=6516
linha=2808 | nome=Paulo | acao=estudou computacao | valor=9281
linha=2809 | nome=Renata | acao=analisou os resultados | valor=2855
linha=2810 | nome=Ana | acao=otimizou o algoritmo | valor=9471
linha=2811 | nome=Felipe | acao=analisou os resultados | valor=5161
linha=2812 | nome=Paulo | acao=comparou as metricas | valor=5392
linha=2813 | nome=Tiago | acao=otimizou o algoritmo | valor=6589
linha=2814 | nome=Igor | acao=comparou as metricas | valor=9893
linha=2815 | nome=Karen | acao=executou o benchmark | valor=7118
linha=2816 | nome=Sofia | acao=analisou os resultados | valor=4708
linha=2817 | nome=Carlos | acao=escreveu o relatorio | valor=7875
linha=2818 | nome=Paulo | acao=participou da aula | valor=2481
linha=2819 | nome=Helena | acao=estudou computacao | valor=5181
linha=2820 | nome=Helena | acao=executou o benchmark | valor=9544
linha=2821 | nome=Ana | acao=escreveu o relatorio | valor=1910
linha=2822 | nome=Natalia | acao=escreveu o relatorio | valor=9411
linha=2823 | nome=Natalia | acao=escreveu o relatorio | valor=3696
linha=2824 | nome=Bruno | acao=comparou as metricas | valor=4604
linha=2825 | nome=Mariana | acao=fez um experimento | valor=9090
linha=2826 | nome=Felipe | acao=fez um experimento | valor=1214
linha=2827 | nome=Joao | acao=executou o benchmark | valor=5680
linha=2828 | nome=Vitor | acao=comparou as metricas | valor=9473
linha=2829 | nome=Joao | acao=executou o benchmark | valor=8393
linha=2830 | nome=Bruno | acao=comparou as metricas | valor=1313
linha=2831 | nome=Paulo | acao=estudou computacao | valor=3884
linha=2832 | nome=Sofia | acao=escreveu o relatorio | valor=6994
linha=2833 | nome=Sofia | acao=estudou computacao | valor=9190
linha=2834 | nome=Bruno | acao=participou da aula | valor=8292
linha=2835 | nome=Daniela | acao=estudou computacao | valor=9011
linha=2836 | nome=Carlos | acao=comparou as metricas | valor=9136
linha=2837 | nome=Natalia | acao=otimizou o algoritmo | valor=9646
linha=2838 | nome=Helena | acao=fez um experimento | valor=8279
linha=2839 | nome=Joao | acao=analisou os resultados | valor=8010
linha=2840 | nome=Otavio | acao=participou da aula | valor=8098
linha=2841 | nome=Eduarda | acao=fez um experimento | valor=4206
linha=2842 | nome=Daniela | acao=estudou computacao | valor=8591
linha=2843 | nome=Helena | acao=analisou os resultados | valor=2942
linha=2844 | nome=Igor | acao=executou o benchmark | valor=5944
linha=2845 | nome=Paulo | acao=comparou as metricas | valor=8758
linha=2846 | nome=Tiago | acao=estudou computacao | valor=5725
linha=2847 | nome=Felipe | acao=executou o benchmark | valor=3166
linha=2848 | nome=Tiago | acao=analisou os resultados | valor=8516
linha=2849 | nome=Helena | acao=estudou computacao | valor=7966
linha=2850 | nome=Paulo | acao=escreveu o relatorio | valor=4707
linha=2851 | nome=Mariana | acao=escreveu o relatorio | valor=2053
linha=2852 | nome=Tiago | acao=fez um experimento | valor=3524
linha=2853 | nome=Bruno | acao=otimizou o algoritmo | valor=5176
linha=2854 | nome=Karen | acao=comparou as metricas | valor=5243
linha=2855 | nome=Igor | acao=executou o benchmark | valor=2367
linha=2856 | nome=Sofia | acao=executou o benchmark | valor=5695
linha=2857 | nome=Bruno | acao=escreveu o relatorio | valor=7654
linha=2858 | nome=Joao | acao=participou da aula | valor=7747
linha=2859 | nome=Bruno | acao=estudou computacao | valor=1062
linha=2860 | nome=Carlos | acao=comparou as metricas | valor=8598
linha=2861 | nome=Paulo | acao=comparou as metricas | valor=6546
linha=2862 | nome=Daniela | acao=estudou computacao | valor=9233
linha=2863 | nome=Mariana | acao=estudou computacao | valor=9843
linha=2864 | nome=Mariana | acao=estudou computacao | valor=6776
linha=2865 | nome=Gabriela | acao=comparou as metricas | valor=6320
linha=2866 | nome=Tiago | acao=escreveu o relatorio | valor=9164
linha=2867 | nome=Ana | acao=executou o benchmark | valor=1439
linha=2868 | nome=Paulo | acao=analisou os resultados | valor=1173
linha=2869 | nome=Ana | acao=analisou os resultados | valor=5233
linha=2870 | nome=Bruno | acao=fez um experimento | valor=3029
linha=2871 | nome=Felipe | acao=comparou as metricas | valor=4423
linha=2872 | nome=Helena | acao=comparou as metricas | valor=5647
linha=2873 | nome=Carlos | acao=fez um experimento | valor=1051
linha=2874 | nome=Felipe | acao=comparou as metricas | valor=5403
linha=2875 | nome=Mariana | acao=analisou os resultados | valor=5157
linha=2876 | nome=Sofia | acao=escreveu o relatorio | valor=6531
linha=2877 | nome=Eduarda | acao=comparou as metricas | valor=7066
linha=2878 | nome=Vitor | acao=analisou os resultados | valor=6898
linha=2879 | nome=Lucas | acao=participou da aula | valor=7381
linha=2880 | nome=Gabriela | acao=participou da aula | valor=9093
linha=2881 | nome=Gabriela | acao=participou da aula | valor=6742
linha=2882 | nome=Ana | acao=participou da aula | valor=2097
linha=2883 | nome=Carlos | acao=comparou as metricas | valor=6737
linha=2884 | nome=Joao | acao=fez um experimento | valor=6049
linha=2885 | nome=Gabriela | acao=executou o benchmark | valor=6462
linha=2886 | nome=Renata | acao=fez um experimento | valor=5250
linha=2887 | nome=Felipe | acao=analisou os resultados | valor=2209
linha=2888 | nome=Tiago | acao=comparou as metricas | valor=9331
linha=2889 | nome=Lucas | acao=participou da aula | valor=5643
linha=2890 | nome=Bruno | acao=otimizou o algoritmo | valor=2342
linha=2891 | nome=Mariana | acao=escreveu o relatorio | valor=2219
linha=2892 | nome=Paulo | acao=executou o benchmark | valor=4209
linha=2893 | nome=Paulo | acao=participou da aula | valor=6327
linha=2894 | nome=Igor | acao=fez um experimento | valor=6701
linha=2895 | nome=Helena | acao=analisou os resultados | valor=4915
linha=2896 | nome=Tiago | acao=escreveu o relatorio | valor=5249
linha=2897 | nome=Karen | acao=escreveu o relatorio | valor=4698
linha=2898 | nome=Joao | acao=executou o benchmark | valor=3786
linha=2899 | nome=Vitor | acao=estudou computacao | valor=4294
linha=2900 | nome=Gabriela | acao=otimizou o algoritmo | valor=9333
linha=2901 | nome=Daniela | acao=otimizou o algoritmo | valor=8306
linha=2902 | nome=Paulo | acao=fez um experimento | valor=6987
linha=2903 | nome=Joao | acao=executou o benchmark | valor=8120
linha=2904 | nome=Igor | acao=comparou as metricas | valor=2004
linha=2905 | nome=Igor | acao=participou da aula | valor=2196
linha=2906 | nome=Joao | acao=participou da aula | valor=3950
linha=2907 | nome=Karen | acao=participou da aula | valor=2944
linha=2908 | nome=Joao | acao=escreveu o relatorio | valor=2922
linha=2909 | nome=Joao | acao=analisou os resultados | valor=1730
linha=2910 | nome=Lucas | acao=comparou as metricas | valor=5248
linha=2911 | nome=Renata | acao=fez um experimento | valor=8301
linha=2912 | nome=Carlos | acao=otimizou o algoritmo | valor=1953
linha=2913 | nome=Karen | acao=comparou as metricas | valor=7130
linha=2914 | nome=Karen | acao=executou o benchmark | valor=6687
linha=2915 | nome=Ana | acao=fez um experimento | valor=8136
linha=2916 | nome=Eduarda | acao=estudou computacao | valor=5472
linha=2917 | nome=Daniela | acao=escreveu o relatorio | valor=4208
linha=2918 | nome=Otavio | acao=participou da aula | valor=6360
linha=2919 | nome=Joao | acao=estudou computacao | valor=5188
linha=2920 | nome=Helena | acao=analisou os resultados | valor=7632
linha=2921 | nome=Bruno | acao=estudou computacao | valor=4177
linha=2922 | nome=Igor | acao=fez um experimento | valor=6812
linha=2923 | nome=Tiago | acao=participou da aula | valor=8453
linha=2924 | nome=Daniela | acao=participou da aula | valor=7751
linha=2925 | nome=Tiago | acao=analisou os resultados | valor=2102
linha=2926 | nome=Lucas | acao=participou da aula | valor=6197
linha=2927 | nome=Igor | acao=fez um experimento | valor=1229
linha=2928 | nome=Igor | acao=escreveu o relatorio | valor=2388
linha=2929 | nome=Tiago | acao=estudou computacao | valor=2001
linha=2930 | nome=Lucas | acao=otimizou o algoritmo | valor=8685
linha=2931 | nome=Gabriela | acao=analisou os resultados | valor=1629
linha=2932 | nome=Paulo | acao=analisou os resultados | valor=9081
linha=2933 | nome=Tiago | acao=otimizou o algoritmo | valor=3550
linha=2934 | nome=Gabriela | acao=analisou os resultados | valor=5422
linha=2935 | nome=Tiago | acao=comparou as metricas | valor=4646
linha=2936 | nome=Carlos | acao=comparou as metricas | valor=9247
linha=2937 | nome=Otavio | acao=participou da aula | valor=1697
linha=2938 | nome=Gabriela | acao=comparou as metricas | valor=1124
linha=2939 | nome=Felipe | acao=fez um experimento | valor=2019
linha=2940 | nome=Gabriela | acao=participou da aula | valor=9084
linha=2941 | nome=Mariana | acao=estudou computacao | valor=3967
linha=2942 | nome=Gabriela | acao=otimizou o algoritmo | valor=7783
linha=2943 | nome=Daniela | acao=estudou computacao | valor=7146
linha=2944 | nome=Igor | acao=participou da aula | valor=5616
linha=2945 | nome=Paulo | acao=estudou computacao | valor=5812
linha=2946 | nome=Bruno | acao=comparou as metricas | valor=5126
linha=2947 | nome=Carlos | acao=otimizou o algoritmo | valor=5687
linha=2948 | nome=Bruno | acao=otimizou o algoritmo | valor=2374
linha=2949 | nome=Joao | acao=escreveu o relatorio | valor=5216
linha=2950 | nome=Igor | acao=escreveu o relatorio | valor=1685
linha=2951 | nome=Renata | acao=participou da aula | valor=4957
linha=2952 | nome=Daniela | acao=executou o benchmark | valor=2791
linha=2953 | nome=Joao | acao=participou da aula | valor=4663
linha=2954 | nome=Ana | acao=participou da aula | valor=8496
linha=2955 | nome=Igor | acao=estudou computacao | valor=6194
linha=2956 | nome=Natalia | acao=comparou as metricas | valor=1657
linha=2957 | nome=Natalia | acao=escreveu o relatorio | valor=8275
linha=2958 | nome=Mariana | acao=analisou os resultados | valor=1665
linha=2959 | nome=Helena | acao=participou da aula | valor=6431
linha=2960 | nome=Daniela | acao=analisou os resultados | valor=6252
linha=2961 | nome=Daniela | acao=otimizou o algoritmo | valor=8865
linha=2962 | nome=Paulo | acao=analisou os resultados | valor=5103
linha=2963 | nome=Tiago | acao=participou da aula | valor=9729
linha=2964 | nome=Carlos | acao=otimizou o algoritmo | valor=7377
linha=2965 | nome=Sofia | acao=otimizou o algoritmo | valor=4969
linha=2966 | nome=Gabriela | acao=comparou as metricas | valor=9858
linha=2967 | nome=Renata | acao=executou o benchmark | valor=3071
linha=2968 | nome=Eduarda | acao=participou da aula | valor=9309
linha=2969 | nome=Paulo | acao=escreveu o relatorio | valor=4651
linha=2970 | nome=Gabriela | acao=comparou as metricas | valor=1960
linha=2971 | nome=Daniela | acao=fez um experimento | valor=9668
linha=2972 | nome=Otavio | acao=executou o benchmark | valor=2201
linha=2973 | nome=Lucas | acao=fez um experimento | valor=5227
linha=2974 | nome=Tiago | acao=participou da aula | valor=8660
linha=2975 | nome=Daniela | acao=estudou computacao | valor=4216
linha=2976 | nome=Bruno | acao=participou da aula | valor=7182
linha=2977 | nome=Karen | acao=comparou as metricas | valor=6317
linha=2978 | nome=Tiago | acao=estudou computacao | valor=3304
linha=2979 | nome=Natalia | acao=estudou computacao | valor=1389
linha=2980 | nome=Bruno | acao=executou o benchmark | valor=7891
linha=2981 | nome=Paulo | acao=analisou os resultados | valor=8540
linha=2982 | nome=Renata | acao=otimizou o algoritmo | valor=4183
linha=2983 | nome=Felipe | acao=comparou as metricas | valor=7332
linha=2984 | nome=Igor | acao=otimizou o algoritmo | valor=4620
linha=2985 | nome=Felipe | acao=otimizou o algoritmo | valor=1003
linha=2986 | nome=Ana | acao=fez um experimento | valor=2070
linha=2987 | nome=Joao | acao=escreveu o relatorio | valor=5879
linha=2988 | nome=Sofia | acao=estudou computacao | valor=9604
linha=2989 | nome=Carlos | acao=otimizou o algoritmo | valor=3539
linha=2990 | nome=Sofia | acao=participou da aula | valor=9526
linha=2991 | nome=Otavio | acao=analisou os resultados | valor=3489
linha=2992 | nome=Helena | acao=comparou as metricas | valor=9351
linha=2993 | nome=Daniela | acao=comparou as metricas | valor=5948
linha=2994 | nome=Renata | acao=comparou as metricas | valor=6249
linha=2995 | nome=Paulo | acao=estudou computacao | valor=1249
linha=2996 | nome=Joao | acao=comparou as metricas | valor=7207
linha=2997 | nome=Vitor | acao=executou o benchmark | valor=6007
linha=2998 | nome=Gabriela | acao=participou da aula | valor=9526
linha=2999 | nome=Daniela | acao=otimizou o algoritmo | valor=8565
linha=3000 | nome=Daniela | acao=analisou os resultados | valor=3968
linha=3001 | nome=Lucas | acao=otimizou o algoritmo | valor=8041
linha=3002 | nome=Otavio | acao=comparou as metricas | valor=1082
linha=3003 | nome=Bruno | acao=escreveu o relatorio | valor=7946
linha=3004 | nome=Karen | acao=escreveu o relatorio | valor=7361
linha=3005 | nome=Mariana | acao=executou o benchmark | valor=1915
linha=3006 | nome=Ana | acao=escreveu o relatorio | valor=2068
linha=3007 | nome=Carlos | acao=fez um experimento | valor=5695
linha=3008 | nome=Karen | acao=otimizou o algoritmo | valor=3961
linha=3009 | nome=Vitor | acao=executou o benchmark | valor=3780
linha=3010 | nome=Mariana | acao=analisou os resultados | valor=5390
linha=3011 | nome=Ana | acao=participou da aula | valor=5161
linha=3012 | nome=Natalia | acao=fez um experimento | valor=9047
linha=3013 | nome=Joao | acao=participou da aula | valor=5133
linha=3014 | nome=Felipe | acao=executou o benchmark | valor=6682
linha=3015 | nome=Carlos | acao=executou o benchmark | valor=5973
linha=3016 | nome=Bruno | acao=participou da aula | valor=4619
linha=3017 | nome=Helena | acao=fez um experimento | valor=5309
linha=3018 | nome=Mariana | acao=analisou os resultados | valor=5207
linha=3019 | nome=Paulo | acao=comparou as metricas | valor=6795
linha=3020 | nome=Karen | acao=comparou as metricas | valor=6083
linha=3021 | nome=Daniela | acao=participou da aula | valor=7387
linha=3022 | nome=Joao | acao=otimizou o algoritmo | valor=3780
linha=3023 | nome=Daniela | acao=executou o benchmark | valor=6157
linha=3024 | nome=Tiago | acao=executou o benchmark | valor=9394
linha=3025 | nome=Mariana | acao=escreveu o relatorio | valor=3915
linha=3026 | nome=Eduarda | acao=estudou computacao | valor=6739
linha=3027 | nome=Karen | acao=executou o benchmark | valor=3031
linha=3028 | nome=Eduarda | acao=otimizou o algoritmo | valor=4424
linha=3029 | nome=Felipe | acao=estudou computacao | valor=7825
linha=3030 | nome=Lucas | acao=fez um experimento | valor=8869
linha=3031 | nome=Mariana | acao=participou da aula | valor=8915
linha=3032 | nome=Mariana | acao=participou da aula | valor=5238
linha=3033 | nome=Joao | acao=participou da aula | valor=4752
linha=3034 | nome=Bruno | acao=participou da aula | valor=2359
linha=3035 | nome=Helena | acao=escreveu o relatorio | valor=6371
linha=3036 | nome=Daniela | acao=analisou os resultados | valor=1478
linha=3037 | nome=Ana | acao=analisou os resultados | valor=6214
linha=3038 | nome=Mariana | acao=executou o benchmark | valor=1098
linha=3039 | nome=Renata | acao=fez um experimento | valor=2267
linha=3040 | nome=Felipe | acao=escreveu o relatorio | valor=6632
linha=3041 | nome=Vitor | acao=participou da aula | valor=6985
linha=3042 | nome=Eduarda | acao=comparou as metricas | valor=1716
linha=3043 | nome=Bruno | acao=otimizou o algoritmo | valor=9168
linha=3044 | nome=Vitor | acao=escreveu o relatorio | valor=8011
linha=3045 | nome=Otavio | acao=participou da aula | valor=4798
linha=3046 | nome=Eduarda | acao=comparou as metricas | valor=4339
linha=3047 | nome=Tiago | acao=escreveu o relatorio | valor=2879
linha=3048 | nome=Mariana | acao=escreveu o relatorio | valor=1238
linha=3049 | nome=Vitor | acao=fez um experimento | valor=7915
linha=3050 | nome=Sofia | acao=analisou os resultados | valor=5665
linha=3051 | nome=Joao | acao=participou da aula | valor=6721
linha=3052 | nome=Helena | acao=otimizou o algoritmo | valor=2065
linha=3053 | nome=Daniela | acao=analisou os resultados | valor=7773
linha=3054 | nome=Ana | acao=fez um experimento | valor=3806
linha=3055 | nome=Vitor | acao=analisou os resultados | valor=8052
linha=3056 | nome=Gabriela | acao=executou o benchmark | valor=7253
linha=3057 | nome=Bruno | acao=analisou os resultados | valor=9468
linha=3058 | nome=Igor | acao=comparou as metricas | valor=4083
linha=3059 | nome=Lucas | acao=executou o benchmark | valor=5999
linha=3060 | nome=Bruno | acao=estudou computacao | valor=9244
linha=3061 | nome=Karen | acao=otimizou o algoritmo | valor=8157
linha=3062 | nome=Lucas | acao=estudou computacao | valor=5385
linha=3063 | nome=Otavio | acao=participou da aula | valor=1345
linha=3064 | nome=Natalia | acao=participou da aula | valor=4860
linha=3065 | nome=Mariana | acao=analisou os resultados | valor=8532
linha=3066 | nome=Sofia | acao=escreveu o relatorio | valor=3519
linha=3067 | nome=Vitor | acao=participou da aula | valor=5999
linha=3068 | nome=Mariana | acao=executou o benchmark | valor=9822
linha=3069 | nome=Sofia | acao=executou o benchmark | valor=8668
linha=3070 | nome=Igor | acao=executou o benchmark | valor=2745
linha=3071 | nome=Mariana | acao=participou da aula | valor=2896
linha=3072 | nome=Bruno | acao=estudou computacao | valor=4292
linha=3073 | nome=Igor | acao=escreveu o relatorio | valor=5540
linha=3074 | nome=Ana | acao=fez um experimento | valor=2820
