linha=1 | nome=Sofia | acao=escreveu o relatorio | valor=2453
linha=2172 | nome=Karen | acao=estudou computacao | valor=6952
linha=2173 | nome=Otavio | acao=otimizou o algoritmo | valor=8071
linha=2174 | nome=Karen | acao=estudou computacao | valor=3007
linha=2175 | nome=Karen | acao=comparou as metricas | valor=5984
linha=2176 | nome=Igor | acao=comparou as metricas | valor=9703
linha=2177 | nome=Helena | acao=participou da aula | valor=2522
linha=2178 | nome=Felipe | acao=comparou as metricas | valor=9081
linha=2179 | nome=Vitor | acao=comparou as metricas | valor=8834
linha=2180 | nome=Lucas | acao=fez um experimento | valor=3829
linha=2181 | nome=Gabriela | acao=estudou computacao | valor=3966
linha=2182 | nome=Eduarda | acao=otimizou o algoritmo | valor=7234
linha=2183 | nome=Joao | acao=comparou as metricas | valor=6364
linha=2184 | nome=Helena | acao=escreveu o relatorio | valor=9971
linha=2185 | nome=Paulo | acao=executou o benchmark | valor=9541
linha=2186 | nome=Ana | acao=participou da aula | valor=4924
linha=2187 | nome=Igor | acao=participou da aula | valor=8321
linha=2188 | nome=Otavio | acao=participou da aula | valor=3761
linha=2189 | nome=Paulo | acao=fez um experimento | valor=7502
linha=2190 | nome=Bruno | acao=analisou os resultados | valor=1493
linha=2191 | nome=Natalia | acao=analisou os resultados | valor=4836
linha=2192 | nome=Joao | acao=executou o benchmark | valor=7413
linha=2193 | nome=Ana | acao=fez um experimento | valor=4328
linha=2194 | nome=Joao | acao=escreveu o relatorio | valor=5734
linha=2195 | nome=Sofia | acao=escreveu o relatorio | valor=5609
linha=2196 | nome=Karen | acao=otimizou o algoritmo | valor=2295
linha=2197 | nome=Eduarda | acao=estudou computacao | valor=3024
linha=2198 | nome=Otavio | acao=fez um experimento | valor=4734
linha=2199 | nome=Karen | acao=fez um experimento | valor=5106
linha=2200 | nome=Sofia | acao=fez um experimento | valor=7667
linha=2201 | nome=Daniela | acao=fez um experimento | valor=4494
linha=2202 | nome=Otavio | acao=executou o benchmark | valor=6423
linha=2203 | nome=Bruno | acao=estudou computacao | valor=3237
linha=2204 | nome=Paulo | acao=comparou as metricas | valor=5179
linha=2205 | nome=Vitor | acao=comparou as metricas | valor=1650
linha=2206 | nome=Bruno | acao=fez um experimento | valor=9018
linha=2207 | nome=Eduarda | acao=analisou os resultados | valor=6449
linha=2208 | nome=Karen | acao=otimizou o algoritmo | valor=6945
linha=2209 | nome=Renata | acao=fez um experimento | valor=2645
linha=2210 | nome=Renata | acao=executou o benchmark | valor=1025
linha=2211 | nome=Mariana | acao=otimizou o algoritmo | valor=6560
linha=2212 | nome=Mariana | acao=executou o benchmark | valor=1062
linha=2213 | nome=Sofia | acao=otimizou o algoritmo | valor=3411
linha=2214 | nome=Natalia | acao=otimizou o algoritmo | valor=7928
linha=2215 | nome=Paulo | acao=participou da aula | valor=7023
linha=2216 | nome=Natalia | acao=estudou computacao | valor=6954
linha=2217 | nome=Paulo | acao=participou da aula | valor=6517
linha=2218 | nome=Vitor | acao=analisou os resultados | valor=2648
linha=2219 | nome=Carlos | acao=participou da aula | valor=4882
linha=2220 | nome=Igor | acao=executou o benchmark | valor=6760
linha=2221 | nome=Renata | acao=analisou os resultados | valor=1923
linha=2222 | nome=Mariana | acao=escreveu o relatorio | valor=7169
linha=2223 | nome=Vitor | acao=fez um experimento | valor=3887
linha=2224 | nome=Mariana | acao=otimizou o algoritmo | valor=3459
linha=2225 | nome=Tiago | acao=executou o benchmark | valor=9817
linha=2226 | nome=Mariana | acao=escreveu o relatorio | valor=2764
linha=2227 | nome=Sofia | acao=fez um experimento | valor=8719
linha=2228 | nome=Gabriela | acao=fez um experimento | valor=3512
linha=2229 | nome=Helena | acao=estudou computacao | valor=7831
linha=2230 | nome=Sofia | acao=participou da aula | valor=3203
linha=2231 | nome=Renata | acao=fez um experimento | valor=7578
linha=2232 | nome=Gabriela | acao=participou da aula | valor=8195
linha=2233 | nome=Paulo | acao=fez um experimento | valor=8918
linha=2234 | nome=Eduarda | acao=analisou os resultados | valor=9641
linha=2235 | nome=Karen | acao=comparou as metricas | valor=7333
linha=2236 | nome=Gabriela | acao=fez um experimento | valor=7635
linha=2237 | nome=Daniela | acao=comparou as metricas | valor=7261
linha=2238 | nome=Helena | acao=analisou os resultados | valor=2500
linha=2239 | nome=Paulo | acao=fez um experimento | valor=3365
linha=2240 | nome=Renata | acao=estudou computacao | valor=3286
linha=2241 | nome=Daniela | acao=participou da aula | valor=4669
linha=2242 | nome=Igor | acao=escreveu o relatorio | valor=5163
linha=2243 | nome=Lucas | acao=fez um experimento | valor=2886
linha=2244 | nome=Paulo | acao=comparou as metricas | valor=3443
linha=2245 | nome=Renata | acao=comparou as metricas | valor=7622
linha=2246 | nome=Otavio | acao=analisou os resultados | valor=2593
linha=2247 | nome=Tiago | acao=comparou as metricas | valor=9322
linha=2248 | nome=Carlos | acao=executou o benchmark | valor=8504
linha=2249 | nome=Bruno | acao=participou da aula | valor=7438
linha=2250 | nome=Sofia | acao=participou da aula | valor=1134
linha=2251 | nome=Mariana | acao=comparou as metricas | valor=8161
linha=2252 | nome=Eduarda | acao=comparou as metricas | valor=8168
linha=2253 | nome=Ana | acao=analisou os resultados | valor=2656
linha=2254 | nome=Renata | acao=estudou computacao | valor=3181
linha=2255 | nome=Lucas | acao=executou o benchmark | valor=9695
linha=2256 | nome=Tiago | acao=participou da aula | valor=1816
linha=2257 | nome=Tiago | acao=otimizou o algoritmo | valor=8427
linha=2258 | nome=Eduarda | acao=otimizou o algoritmo | valor=4456
linha=2259 | nome=Vitor | acao=estudou computacao | valor=3382
linha=2260 | nome=Eduarda | acao=analisou os resultados | valor=2225
linha=2261 | nome=Helena | acao=escreveu o relatorio | valor=1646
linha=2262 | nome=Vitor | acao=comparou as metricas | valor=8689
linha=2263 | nome=Otavio | acao=fez um experimento | valor=8440
linha=2264 | nome=Ana | acao=comparou as metricas | valor=2392
linha=2265 | nome=Eduarda | acao=executou o benchmark | valor=3517
linha=2266 | nome=Ana | acao=otimizou o algoritmo | valor=8635
linha=2267 | nome=Karen | acao=analisou os resultados | valor=2345
linha=2268 | nome=Gabriela | acao=escreveu o relatorio | valor=1586
linha=2269 | nome=Gabriela | acao=fez um experimento | valor=9427
linha=2270 | nome=Natalia | acao=executou o benchmark | valor=7894
linha=2271 | nome=Igor | acao=estudou computacao | valor=8886
linha=2272 | nome=Joao | acao=otimizou o algoritmo | valor=6932
linha=2273 | nome=Sofia | acao=estudou computacao | valor=6187
linha=2274 | nome=Ana | acao=escreveu o relatorio | valor=4975
linha=2275 | nome=Paulo | acao=fez um experimento | valor=7470
linha=2276 | nome=Tiago | acao=escreveu o relatorio | valor=3927
linha=2277 | nome=Helena | acao=escreveu o relatorio | valor=6356
linha=2278 | nome=Ana | acao=comparou as metricas | valor=4270
linha=2279 | nome=Natalia | acao=analisou os resultados | valor=9051
linha=2280 | nome=Daniela | acao=comparou as metricas | valor=7586
linha=2281 | nome=Daniela | acao=escreveu o relatorio | valor=4368
linha=2282 | nome=Paulo | acao=otimizou o algoritmo | valor=5979
linha=2283 | nome=Tiago | acao=otimizou o algoritmo | valor=6701
linha=2284 | nome=Daniela | acao=otimizou o algoritmo | valor=8888
linha=2285 | nome=Vitor | acao=executou o benchmark | valor=6609
linha=2286 | nome=Igor | acao=otimizou o algoritmo | valor=2096
linha=2287 | nome=Vitor | acao=comparou as metricas | valor=1524
linha=2288 | nome=Felipe | acao=comparou as metricas | valor=1737
linha=2289 | nome=Gabriela | acao=executou o benchmark | valor=2465
linha=2290 | nome=Lucas | acao=escreveu o relatorio | valor=8290
linha=2291 | nome=Felipe | acao=escreveu o relatorio | valor=5503
linha=2292 | nome=Sofia | acao=analisou os resultados | valor=2805
linha=2293 | nome=Daniela | acao=fez um experimento | valor=3140
linha=2294 | nome=Tiago | acao=participou da aula | valor=8707
linha=2295 | nome=Igor | acao=estudou computacao | valor=6045
linha=2296 | nome=Gabriela | acao=estudou computacao | valor=2804
linha=2297 | nome=Igor | acao=comparou as metricas | valor=1916
linha=2298 | nome=Mariana | acao=otimizou o algoritmo | valor=2287
linha=2299 | nome=Daniela | acao=escreveu o relatorio | valor=8919
linha=2300 | nome=Otavio | acao=escreveu o relatorio | valor=6057
linha=2301 | nome=Mariana | acao=estudou computacao | valor=2157
linha=2302 | nome=Sofia | acao=estudou computacao | valor=2169
linha=2303 | nome=Renata | acao=participou da aula | valor=4162
linha=2304 | nome=Helena | acao=comparou as metricas | valor=9183
linha=2305 | nome=Paulo | acao=executou o benchmark | valor=5345
linha=2306 | nome=Renata | acao=executou o benchmark | valor=3294
linha=2307 | nome=Otavio | acao=otimizou o algoritmo | valor=3032
linha=2308 | nome=Bruno | acao=analisou os resultados | valor=7110
linha=2309 | nome=Otavio | acao=estudou computacao | valor=3379
linha=2310 | nome=Gabriela | acao=otimizou o algoritmo | valor=9805
linha=2311 | nome=Helena | acao=otimizou o algoritmo | valor=1805
linha=2312 | nome=Karen | acao=executou o benchmark | valor=5451
linha=2313 | nome=Igor | acao=fez um experimento | valor=9961
linha=2314 | nome=Igor | acao=otimizou o algoritmo | valor=9258
linha=2315 | nome=Mariana | acao=comparou as metricas | valor=2726
linha=2316 | nome=Gabriela | acao=otimizou o algoritmo | valor=3796
linha=2317 | nome=Mariana | acao=analisou os resultados | valor=6865
linha=2318 | nome=Renata | acao=participou da aula | valor=6776
linha=2319 | nome=Paulo | acao=analisou os resultados | valor=5846
linha=2320 | nome=Gabriela | acao=executou o benchmark | valor=6984
linha=2321 | nome=Ana | acao=otimizou o algoritmo | valor=6306
linha=2322 | nome=Karen | acao=otimizou o algoritmo | valor=8760
linha=2323 | nome=Helena | acao=comparou as metricas | valor=1768
linha=2324 | nome=Igor | acao=comparou as metricas | valor=6600
linha=2325 | nome=Felipe | acao=participou da aula | valor=3285
linha=2326 | nome=Mariana | acao=escreveu o relatorio | valor=4647
linha=2327 | nome=Joao | acao=participou da aula | valor=3999
linha=2328 | nome=Felipe | acao=analisou os resultados | valor=3096
linha=2329 | nome=Joao | acao=analisou os resultados | valor=2688
linha=2330 | nome=Vitor | acao=executou o benchmark | valor=1612
linha=2331 | nome=Gabriela | acao=participou da aula | valor=6018
linha=2332 | nome=Igor | acao=analisou os resultados | valor=9157
linha=2333 | nome=Sofia | acao=otimizou o algoritmo | valor=3845
linha=2334 | nome=Karen | acao=otimizou o algoritmo | valor=2425
linha=2335 | nome=Paulo | acao=escreveu o relatorio | valor=7498
linha=2336 | nome=Felipe | acao=participou da aula | valor=4586
linha=2337 | nome=Sofia | acao=escreveu o relatorio | valor=9266
linha=2338 | nome=Joao | acao=otimizou o algoritmo | valor=5197
linha=2339 | nome=Vitor | acao=executou o benchmark | valor=3407
linha=2340 | nome=Felipe | acao=analisou os resultados | valor=4326
linha=2341 | nome=Ana | acao=participou da aula | valor=2941
linha=2342 | nome=Ana | acao=executou o benchmark | valor=4928
linha=2343 | nome=Daniela | acao=analisou os resultados | valor=6697
linha=2344 | nome=Renata | acao=executou o benchmark | valor=6559
linha=2345 | nome=Gabriela | acao=participou da aula | valor=2860
linha=2346 | nome=Daniela | acao=executou o benchmark | valor=5412
linha=2347 | nome=Natalia | acao=escreveu o relatorio | valor=1613
linha=2348 | nome=Sofia | acao=analisou os resultados | valor=1174
linha=2349 | nome=Felipe | acao=comparou as metricas | valor=3308
linha=2350 | nome=Tiago | acao=estudou computacao | valor=1478
linha=2351 | nome=Lucas | acao=otimizou o algoritmo | valor=2722
linha=2352 | nome=Paulo | acao=analisou os resultados | valor=4665
linha=2353 | nome=Tiago | acao=executou o benchmark | valor=7372
linha=2354 | nome=Joao | acao=comparou as metricas | valor=2784
linha=2355 | nome=Otavio | acao=otimizou o algoritmo | valor=1251
linha=2356 | nome=Vitor | acao=comparou as metricas | valor=7291
linha=2357 | nome=Igor | acao=comparou as metricas | valor=5087
linha=2358 | nome=Paulo | acao=otimizou o algoritmo | valor=3415
linha=2359 | nome=Paulo | acao=fez um experimento | valor=6574
linha=2360 | nome=Vitor | acao=comparou as metricas | valor=6787
linha=2361 | nome=Eduarda | acao=analisou os resultados | valor=1879
linha=2362 | nome=Karen | acao=analisou os resultados | valor=2275
linha=2363 | nome=Paulo | acao=fez um experimento | valor=8161
linha=2364 | nome=Bruno | acao=fez um experimento | valor=9280
linha=2365 | nome=Joao | acao=otimizou o algoritmo | valor=2870
linha=2366 | nome=Felipe | acao=executou o benchmark | valor=7600
linha=2367 | nome=Daniela | acao=executou o benchmark | valor=4117
linha=2368 | nome=Felipe | acao=participou da aula | valor=6918
linha=2369 | nome=Mariana | acao=fez um experimento | valor=9846
linha=2370 | nome=Karen | acao=otimizou o algoritmo | valor=5128
linha=2371 | nome=Carlos | acao=executou o benchmark | valor=5860
linha=2372 | nome=Mariana | acao=estudou computacao | valor=2935
linha=2373 | nome=Karen | acao=analisou os resultados | valor=1781
linha=2374 | nome=Otavio | acao=executou o benchmark | valor=2839
linha=2375 | nome=Helena | acao=participou da aula | valor=1824
linha=2376 | nome=Lucas | acao=participou da aula | valor=8683
linha=2377 | nome=Joao | acao=escreveu o relatorio | valor=3686
linha=2378 | nome=Joao | acao=executou o benchmark | valor=2745
linha=2379 | nome=Eduarda | acao=escreveu o relatorio | valor=9424
linha=2380 | nome=Daniela | acao=comparou as metricas | valor=4209
linha=2381 | nome=Joao | acao=estudou computacao | valor=4551
linha=2382 | nome=Otavio | acao=participou da aula | valor=1841
linha=2383 | nome=Otavio | acao=executou o benchmark | valor=4767
linha=2384 | nome=Ana | acao=otimizou o algoritmo | valor=5399
linha=2385 | nome=Renata | acao=estudou computacao | valor=2332
linha=2386 | nome=Felipe | acao=participou da aula | valor=2442
linha=2387 | nome=Eduarda | acao=executou o benchmark | valor=9718
linha=2388 | nome=Lucas | acao=estudou computacao | valor=2903
linha=2389 | nome=Daniela | acao=fez um experimento | valor=6068
linha=2390 | nome=Otavio | acao=estudou computacao | valor=1155
linha=2391 | nome=Tiago | acao=executou o benchmark | valor=8276
linha=2392 | nome=Vitor | acao=executou o benchmark | valor=8217
linha=2393 | nome=Sofia | acao=participou da aula | valor=7862
linha=2394 | nome=Otavio | acao=estudou computacao | valor=3276
linha=2395 | nome=Carlos | acao=analisou os resultados | valor=6190
linha=2396 | nome=Natalia | acao=otimizou o algoritmo | valor=6815
linha=2397 | nome=Daniela | acao=executou o benchmark | valor=9662
linha=2398 | nome=Gabriela | acao=analisou os resultados | valor=2775
linha=2399 | nome=Helena | acao=analisou os resultados | valor=5468
linha=2400 | nome=Ana | acao=analisou os resultados | valor=1927
linha=2401 | nome=Daniela | acao=comparou as metricas | valor=2257
linha=2402 | nome=Tiago | acao=estudou computacao | valor=6707
linha=2403 | nome=Gabriela | acao=estudou computacao | valor=9339
linha=2404 | nome=Ana | acao=escreveu o relatorio | valor=2706
linha=2405 | nome=Eduarda | acao=fez um experimento | valor=3411
linha=2406 | nome=Ana | acao=estudou computacao | valor=6925
linha=2407 | nome=Lucas | acao=escreveu o relatorio | valor=6498
linha=2408 | nome=Carlos | acao=comparou as metricas | valor=6305
linha=2409 | nome=Lucas | acao=participou da aula | valor=1441
linha=2410 | nome=Paulo | acao=escreveu o relatorio | valor=9856
linha=2411 | nome=Joao | acao=fez um experimento | valor=2939
linha=2412 | nome=Mariana | acao=escreveu o relatorio | valor=2912
linha=2413 | nome=Felipe | acao=comparou as metricas | valor=5056
linha=2414 | nome=Paulo | acao=comparou as metricas | valor=3948
linha=2415 | nome=Daniela | acao=comparou as metricas | valor=1272
linha=2416 | nome=Lucas | acao=executou o benchmark | valor=3915
linha=2417 | nome=Natalia | acao=fez um experimento | valor=8249
linha=2418 | nome=Lucas | acao=analisou os resultados | valor=3723
linha=2419 | nome=Eduarda | acao=participou da aula | valor=6231
linha=2420 | nome=Helena | acao=comparou as metricas | valor=3261
linha=2421 | nome=Ana | acao=executou o benchmark | valor=3807
linha=2422 | nome=Felipe | acao=executou o benchmark | valor=5623
linha=2423 | nome=Carlos | acao=analisou os resultados | valor=9180
linha=2424 | nome=Natalia | acao=otimizou o algoritmo | valor=6993
linha=2425 | nome=Igor | acao=analisou os resultados | valor=6694
linha=2426 | nome=Helena | acao=comparou as metricas | valor=4312
linha=2427 | nome=Vitor | acao=participou da aula | valor=3577
linha=2428 | nome=Ana | acao=executou o benchmark | valor=4817
linha=2429 | nome=Gabriela | acao=estudou computacao | valor=3393
linha=2430 | nome=Karen | acao=participou da aula | valor=8842
linha=2431 | nome=Igor | acao=fez um experimento | valor=9508
linha=2432 | nome=Eduarda | acao=otimizou o algoritmo | valor=1594
linha=2433 | nome=Sofia | acao=otimizou o algoritmo | valor=1960
linha=2434 | nome=Eduarda | acao=participou da aula | valor=5076
linha=2435 | nome=Paulo | acao=executou o benchmark | valor=7173
linha=2436 | nome=Vitor | acao=executou o benchmark | valor=3777
linha=2437 | nome=Sofia | acao=participou da aula | valor=5052
linha=2438 | nome=Igor | acao=fez um experimento | valor=8188
linha=2439 | nome=Daniela | acao=fez um experimento | valor=3482
linha=2440 | nome=Lucas | acao=escreveu o relatorio | valor=7903
linha=2441 | nome=Eduarda | acao=analisou os resultados | valor=8416
linha=2442 | nome=Lucas | acao=escreveu o relatorio | valor=3662
linha=2443 | nome=Lucas | acao=executou o benchmark | valor=2920
linha=2444 | nome=Gabriela | acao=estudou computacao | valor=3640
linha=2445 | nome=Igor | acao=participou da aula | valor=9677
linha=2446 | nome=Paulo | acao=executou o benchmark | valor=3244
linha=2447 | nome=Mariana | acao=executou o benchmark | valor=9731
linha=2448 | nome=Natalia | acao=comparou as metricas | valor=3702
linha=2449 | nome=Sofia | acao=fez um experimento | valor=6641
linha=2450 | nome=Natalia | acao=escreveu o relatorio | valor=4577
linha=2451 | nome=Mariana | acao=analisou os resultados | valor=1032
linha=2452 | nome=Mariana | acao=executou o benchmark | valor=9689
linha=2453 | nome=Lucas | acao=estudou computacao | valor=1451
linha=2454 | nome=Gabriela | acao=escreveu o relatorio | valor=8478
linha=2455 | nome=Felipe | acao=participou da aula | valor=8354
linha=2456 | nome=Carlos | acao=fez um experimento | valor=1326
linha=2457 | nome=Renata | acao=participou da aula | valor=3115
linha=2458 | nome=Karen | acao=comparou as metricas | valor=2090
linha=2459 | nome=Paulo | acao=participou da aula | valor=1580
linha=2460 | nome=Sofia | acao=comparou as metricas | valor=5497
linha=2461 | nome=Natalia | acao=escreveu o relatorio | valor=7537
linha=2462 | nome=Carlos | acao=otimizou o algoritmo | valor=5198
linha=2463 | nome=Bruno | acao=otimizou o algoritmo | valor=4162
linha=2464 | nome=Eduarda | acao=estudou computacao | valor=1853
linha=2465 | nome=Karen | acao=participou da aula | valor=3420
linha=2466 | nome=Renata | acao=escreveu o relatorio | valor=7869
linha=2467 | nome=Sofia | acao=participou da aula | valor=3274
linha=2468 | nome=Karen | acao=otimizou o algoritmo | valor=1710
linha=2469 | nome=Eduarda | acao=escreveu o relatorio | valor=8231
linha=2470 | nome=Gabriela | acao=escreveu o relatorio | valor=2889
linha=2471 | nome=Tiago | acao=analisou os resultados | valor=3318
linha=2472 | nome=Otavio | acao=otimizou o algoritmo | valor=7773
linha=2473 | nome=Mariana | acao=participou da aula | valor=4746
linha=2474 | nome=Lucas | acao=analisou os resultados | valor=5396
linha=2475 | nome=Gabriela | acao=escreveu o relatorio | valor=1918
linha=2476 | nome=Gabriela | acao=executou o benchmark | valor=5782
linha=2477 | nome=Paulo | acao=analisou os resultados | valor=2804
linha=2478 | nome=Helena | acao=fez um experimento | valor=9877
linha=2479 | nome=Mariana | acao=executou o benchmark | valor=7891
linha=2480 | nome=Felipe | acao=estudou computacao | valor=1137
linha=2481 | nome=Lucas | acao=participou da aula | valor=6981
linha=2482 | nome=Natalia | acao=comparou as metricas | valor=1324
linha=2483 | nome=Daniela | acao=otimizou o algoritmo | valor=8126
linha=2484 | nome=Sofia | acao=participou da aula | valor=9298
linha=2485 | nome=Tiago | acao=executou o benchmark | valor=1241
linha=2486 | nome=Eduarda | acao=escreveu o relatorio | valor=8668
linha=2487 | nome=Daniela | acao=analisou os resultados | valor=5079
linha=2488 | nome=Mariana | acao=fez um experimento | valor=9452
linha=2489 | nome=Karen | acao=comparou as metricas | valor=4341
linha=2490 | nome=Joao | acao=fez um experimento | valor=4019
linha=2491 | nome=Paulo | acao=participou da aula | valor=6176
linha=2492 | nome=Tiago | acao=participou da aula | valor=7426
linha=2493 | nome=Lucas | acao=analisou os resultados | valor=2941
linha=2494 | nome=Lucas | acao=fez um experimento | valor=9289
linha=2495 | nome=Gabriela | acao=fez um experimento | valor=4842
linha=2496 | nome=Sofia | acao=fez um experimento | valor=1085
linha=2497 | nome=Ana | acao=executou o benchmark | valor=7827
linha=2498 | nome=Mariana | acao=comparou as metricas | valor=9459
linha=2499 | nome=Carlos | acao=comparou as metricas | valor=1497
linha=2500 | nome=Karen | acao=analisou os resultados | valor=3186
linha=2501 | nome=Lucas | acao=comparou as metricas | valor=4294
linha=2502 | nome=Renata | acao=comparou as metricas | valor=1643
linha=2503 | nome=Ana | acao=comparou as metricas | valor=9535
linha=2504 | nome=Natalia | acao=estudou computacao | valor=5027
linha=2505 | nome=Eduarda | acao=comparou as metricas | valor=1207
linha=2506 | nome=Otavio | acao=participou da aula | valor=2259
linha=2507 | nome=Sofia | acao=executou o benchmark | valor=8748
linha=2508 | nome=Mariana | acao=comparou as metricas | valor=5868
linha=2509 | nome=Ana | acao=comparou as metricas | valor=9969
linha=2510 | nome=Daniela | acao=otimizou o algoritmo | valor=1900
linha=2511 | nome=Bruno | acao=executou o benchmark | valor=6935
linha=2512 | nome=Eduarda | acao=fez um experimento | valor=5129
linha=2513 | nome=Helena | acao=executou o benchmark | valor=4222
linha=2514 | nome=Mariana | acao=escreveu o relatorio | valor=8769
linha=2515 | nome=Paulo | acao=escreveu o relatorio | valor=2740
linha=2516 | nome=Igor | acao=participou da aula | valor=9619
linha=2517 | nome=Carlos | acao=estudou computacao | valor=3275
linha=2518 | nome=Ana | acao=analisou os resultados | valor=5861
linha=2519 | nome=Tiago | acao=otimizou o algoritmo | valor=9061
linha=2520 | nome=Felipe | acao=otimizou o algoritmo | valor=7664
linha=2521 | nome=Tiago | acao=analisou os resultados | valor=9842
linha=2522 | nome=Renata | acao=comparou as metricas | valor=6329
linha=2523 | nome=Ana | acao=analisou os resultados | valor=6950
linha=2524 | nome=Mariana | acao=executou o benchmark | valor=4402
linha=2525 | nome=Lucas | acao=escreveu o relatorio | valor=7599
linha=2526 | nome=Gabriela | acao=fez um experimento | valor=5011
linha=2527 | nome=Lucas | acao=participou da aula | valor=1871
linha=2528 | nome=Natalia | acao=fez um experimento | valor=2467
linha=2529 | nome=Eduarda | acao=executou o benchmark | valor=1335
linha=2530 | nome=Natalia | acao=escreveu o relatorio | valor=1472
linha=2531 | nome=Carlos | acao=otimizou o algoritmo | valor=8817
linha=2532 | nome=Sofia | acao=otimizou o algoritmo | valor=5526
linha=2533 | nome=Helena | acao=escreveu o relatorio | valor=5991
linha=2534 | nome=Tiago | acao=fez um experimento | valor=3208
linha=2535 | nome=Otavio | acao=analisou os resultados | valor=1808
linha=2536 | nome=Ana | acao=comparou as metricas | valor=1441
linha=2537 | nome=Joao | acao=analisou os resultados | valor=4458
linha=2538 | nome=Gabriela | acao=otimizou o algoritmo | valor=9918
linha=2539 | nome=Karen | acao=otimizou o algoritmo | valor=1050
linha=2540 | nome=Daniela | acao=escreveu o relatorio | valor=7302
linha=2541 | nome=Renata | acao=fez um experimento | valor=7554
linha=2542 | nome=Daniela | acao=executou o benchmark | valor=2716
linha=2543 | nome=Lucas | acao=fez um experimento | valor=7771
linha=2544 | nome=Vitor | acao=escreveu o relatorio | valor=4284
linha=2545 | nome=Ana | acao=escreveu o relatorio | valor=8672
linha=2546 | nome=Gabriela | acao=escreveu o relatorio | valor=2664
linha=2547 | nome=Renata | acao=fez um experimento | valor=4665
linha=2548 | nome=Felipe | acao=analisou os resultados | valor=3122
linha=2549 | nome=Felipe | acao=participou da aula | valor=4784
linha=2550 | nome=Otavio | acao=executou o benchmark | valor=8812
linha=2551 | nome=Eduarda | acao=fez um experimento | valor=4081
linha=2552 | nome=Eduarda | acao=estudou computacao | valor=1022
linha=2553 | nome=Carlos | acao=otimizou o algoritmo | valor=1140
linha=2554 | nome=Helena | acao=executou o benchmark | valor=7118
linha=2555 | nome=Felipe | acao=escreveu o relatorio | valor=5129
linha=2556 | nome=Sofia | acao=estudou computacao | valor=6683
linha=2557 | nome=Karen | acao=participou da aula | valor=3619
linha=2558 | nome=Otavio | acao=comparou as metricas | valor=6654
linha=2559 | nome=Igor | acao=fez um experimento | valor=7858
linha=2560 | nome=Mariana | acao=executou o benchmark | valor=8023
linha=2561 | nome=Helena | acao=fez um experimento | valor=5665
linha=2562 | nome=Gabriela | acao=otimizou o algoritmo | valor=5417
linha=2563 | nome=Igor | acao=otimizou o algoritmo | valor=1203
linha=2564 | nome=Karen | acao=otimizou o algoritmo | valor=6079
linha=2565 | nome=Helena | acao=otimizou o algoritmo | valor=5184
linha=2566 | nome=Carlos | acao=executou o benchmark | valor=5932
linha=2567 | nome=Natalia | acao=escreveu o relatorio | valor=6685
linha=2568 | nome=Paulo | acao=escreveu o relatorio | valor=2942
linha=2569 | nome=Natalia | acao=comparou as metricas | valor=4851
linha=2570 | nome=Lucas | acao=fez um experimento | valor=1221
linha=2571 | nome=Bruno | acao=analisou os resultados | valor=9407
linha=2572 | nome=Otavio | acao=fez um experimento | valor=7584
linha=2573 | nome=Eduarda | acao=executou o benchmark | valor=9399
linha=2574 | nome=Bruno | acao=comparou as metricas | valor=9793
linha=2575 | nome=Felipe | acao=comparou as metricas | valor=6461
linha=2576 | nome=Carlos | acao=analisou os resultados | valor=7439
linha=2577 | nome=Felipe | acao=analisou os resultados | valor=8833
linha=2578 | nome=Renata | acao=otimizou o algoritmo | valor=8571
linha=2579 | nome=Helena | acao=participou da aula | valor=1744
linha=2580 | nome=Otavio | acao=estudou computacao | valor=9027
linha=2581 | nome=Natalia | acao=comparou as metricas | valor=6046
linha=2582 | nome=Paulo | acao=escreveu o relatorio | valor=4734
linha=2583 | nome=Daniela | acao=participou da aula | valor=4420
linha=2584 | nome=Joao | acao=analisou os resultados | valor=9431
linha=2585 | nome=Lucas | acao=participou da aula | valor=5735
linha=2586 | nome=Vitor | acao=fez um experimento | valor=2513
linha=2587 | nome=Vitor | acao=otimizou o algoritmo | valor=3216
linha=2588 | nome=Ana | acao=comparou as metricas | valor=7072
linha=2589 | nome=Helena | acao=estudou computacao | valor=4011
linha=2590 | nome=Bruno | acao=otimizou o algoritmo | valor=5127
linha=2591 | nome=Bruno | acao=participou da aula | valor=2357
linha=2592 | nome=Igor | acao=comparou as metricas | valor=6325
linha=2593 | nome=Otavio | acao=participou da aula | valor=7373
linha=2594 | nome=Tiago | acao=analisou os resultados | valor=5960
linha=2595 | nome=Ana | acao=fez um experimento | valor=2998
linha=2596 | nome=Paulo | acao=estudou computacao | valor=5253
linha=2597 | nome=Karen | acao=estudou computacao | valor=5245
linha=2598 | nome=Felipe | acao=escreveu o relatorio | valor=4983
linha=2599 | nome=Igor | acao=analisou os resultados | valor=7359
linha=2600 | nome=Paulo | acao=executou o benchmark | valor=5377
linha=2601 | nome=Tiago | acao=comparou as metricas | valor=2859
linha=2602 | nome=Renata | acao=escreveu o relatorio | valor=9272
linha=2603 | nome=Gabriela | acao=comparou as metricas | valor=5017
linha=2604 | nome=Gabriela | acao=analisou os resultados | valor=2119
linha=2605 | nome=Otavio | acao=analisou os resultados | valor=4606
linha=2606 | nome=Gabriela | acao=fez um experimento | valor=3453
linha=2607 | nome=Eduarda | acao=fez um experimento | valor=3553
