linha=1 | nome=Igor | acao=estudou computacao | valor=3970
linha=2542 | nome=Bruno | acao=executou o benchmark | valor=4048
linha=2543 | nome=Paulo | acao=executou o benchmark | valor=5774
linha=2544 | nome=Mariana | acao=analisou os resultados | valor=7814
linha=2545 | nome=Lucas | acao=estudou computacao | valor=6958
linha=2546 | nome=Helena | acao=comparou as metricas | valor=9115
linha=2547 | nome=Gabriela | acao=comparou as metricas | valor=6998
linha=2548 | nome=Mariana | acao=comparou as metricas | valor=7679
linha=2549 | nome=Renata | acao=escreveu o relatorio | valor=4204
linha=2550 | nome=Eduarda | acao=otimizou o algoritmo | valor=7491
linha=2551 | nome=Joao | acao=analisou os resultados | valor=3201
linha=2552 | nome=Helena | acao=escreveu o relatorio | valor=5768
linha=2553 | nome=Natalia | acao=participou da aula | valor=5462
linha=2554 | nome=Lucas | acao=comparou as metricas | valor=2447
linha=2555 | nome=Carlos | acao=analisou os resultados | valor=8967
linha=2556 | nome=Gabriela | acao=fez um experimento | valor=1668
linha=2557 | nome=Felipe | acao=analisou os resultados | valor=4608
linha=2558 | nome=Eduarda | acao=analisou os resultados | valor=1270
linha=2559 | nome=Mariana | acao=escreveu o relatorio | valor=9763
linha=2560 | nome=Gabriela | acao=estudou computacao | valor=3529
linha=2561 | nome=Igor | acao=fez um experimento | valor=5735
linha=2562 | nome=Daniela | acao=otimizou o algoritmo | valor=2529
linha=2563 | nome=Felipe | acao=otimizou o algoritmo | valor=5079
linha=2564 | nome=Helena | acao=executou o benchmark | valor=1960
linha=2565 | nome=Lucas | acao=otimizou o algoritmo | valor=4224
linha=2566 | nome=Natalia | acao=executou o benchmark | valor=7063
linha=2567 | nome=Carlos | acao=estudou computacao | valor=5127
linha=2568 | nome=Natalia | acao=comparou as metricas | valor=4210
linha=2569 | nome=Felipe | acao=executou o benchmark | valor=3507
linha=2570 | nome=Mariana | acao=escreveu o relatorio | valor=7586
linha=2571 | nome=Bruno | acao=fez um experimento | valor=5974
linha=2572 | nome=Ana | acao=analisou os resultados | valor=6644
linha=2573 | nome=Daniela | acao=fez um experimento | valor=6651
linha=2574 | nome=Felipe | acao=otimizou o algoritmo | valor=9607
linha=2575 | nome=Natalia | acao=fez um experimento | valor=9912
linha=2576 | nome=Mariana | acao=executou o benchmark | valor=7975
linha=2577 | nome=Mariana | acao=escreveu o relatorio | valor=2708
linha=2578 | nome=Paulo | acao=otimizou o algoritmo | valor=8104
linha=2579 | nome=Ana | acao=fez um experimento | valor=2874
linha=2580 | nome=Bruno | acao=analisou os resultados | valor=8056
linha=2581 | nome=Vitor | acao=fez um experimento | valor=9622
linha=2582 | nome=Renata | acao=executou o benchmark | valor=5402
linha=2583 | nome=Vitor | acao=otimizou o algoritmo | valor=5286
linha=2584 | nome=Daniela | acao=analisou os resultados | valor=7802
linha=2585 | nome=Igor | acao=comparou as metricas | valor=6026
linha=2586 | nome=Karen | acao=participou da aula | valor=6563
linha=2587 | nome=Otavio | acao=fez um experimento | valor=8012
linha=2588 | nome=Vitor | acao=comparou as metricas | valor=6846
linha=2589 | nome=Renata | acao=fez um experimento | valor=6219
linha=2590 | nome=Mariana | acao=escreveu o relatorio | valor=3845
linha=2591 | nome=Lucas | acao=estudou computacao | valor=6080
linha=2592 | nome=Karen | acao=comparou as metricas | valor=1921
linha=2593 | nome=Sofia | acao=executou o benchmark | valor=1270
linha=2594 | nome=Gabriela | acao=comparou as metricas | valor=9996
linha=2595 | nome=Felipe | acao=fez um experimento | valor=9576
linha=2596 | nome=Sofia | acao=analisou os resultados | valor=7415
linha=2597 | nome=Bruno | acao=executou o benchmark | valor=1685
linha=2598 | nome=Joao | acao=escreveu o relatorio | valor=3866
linha=2599 | nome=Helena | acao=executou o benchmark | valor=3123
linha=2600 | nome=Mariana | acao=comparou as metricas | valor=3038
linha=2601 | nome=Ana | acao=analisou os resultados | valor=1926
linha=2602 | nome=Paulo | acao=fez um experimento | valor=6048
linha=2603 | nome=Tiago | acao=executou o benchmark | valor=1830
linha=2604 | nome=Helena | acao=escreveu o relatorio | valor=6558
linha=2605 | nome=Natalia | acao=participou da aula | valor=7751
linha=2606 | nome=Vitor | acao=escreveu o relatorio | valor=9880
linha=2607 | nome=Paulo | acao=participou da aula | valor=4465
linha=2608 | nome=Ana | acao=escreveu o relatorio | valor=9179
linha=2609 | nome=Lucas | acao=participou da aula | valor=6856
linha=2610 | nome=Carlos | acao=escreveu o relatorio | valor=3670
linha=2611 | nome=Renata | acao=otimizou o algoritmo | valor=5789
linha=2612 | nome=Otavio | acao=participou da aula | valor=3082
linha=2613 | nome=Lucas | acao=analisou os resultados | valor=9508
linha=2614 | nome=Daniela | acao=comparou as metricas | valor=8966
linha=2615 | nome=Mariana | acao=fez um experimento | valor=9259
linha=2616 | nome=Renata | acao=fez um experimento | valor=1130
linha=2617 | nome=Gabriela | acao=estudou computacao | valor=9731
linha=2618 | nome=Daniela | acao=comparou as metricas | valor=6348
linha=2619 | nome=Daniela | acao=executou o benchmark | valor=7080
linha=2620 | nome=Felipe | acao=executou o benchmark | valor=8968
linha=2621 | nome=Tiago | acao=otimizou o algoritmo | valor=8294
linha=2622 | nome=Karen | acao=analisou os resultados | valor=5168
linha=2623 | nome=Sofia | acao=executou o benchmark | valor=2072
linha=2624 | nome=Bruno | acao=otimizou o algoritmo | valor=9632
linha=2625 | nome=Otavio | acao=participou da aula | valor=1042
linha=2626 | nome=Eduarda | acao=escreveu o relatorio | valor=8613
linha=2627 | nome=Mariana | acao=otimizou o algoritmo | valor=2498
linha=2628 | nome=Felipe | acao=comparou as metricas | valor=1577
linha=2629 | nome=Paulo | acao=otimizou o algoritmo | valor=8476
linha=2630 | nome=Lucas | acao=escreveu o relatorio | valor=8612
linha=2631 | nome=Helena | acao=analisou os resultados | valor=7148
linha=2632 | nome=Mariana | acao=comparou as metricas | valor=6352
linha=2633 | nome=Felipe | acao=otimizou o algoritmo | valor=4017
linha=2634 | nome=Daniela | acao=otimizou o algoritmo | valor=2748
linha=2635 | nome=Carlos | acao=participou da aula | valor=4247
linha=2636 | nome=Otavio | acao=fez um experimento | valor=8761
linha=2637 | nome=Gabriela | acao=fez um experimento | valor=4128
linha=2638 | nome=Helena | acao=executou o benchmark | valor=7293
linha=2639 | nome=Daniela | acao=comparou as metricas | valor=6124
linha=2640 | nome=Tiago | acao=participou da aula | valor=6802
linha=2641 | nome=Otavio | acao=fez um experimento | valor=2794
linha=2642 | nome=Renata | acao=executou o benchmark | valor=3917
linha=2643 | nome=Mariana | acao=analisou os resultados | valor=6400
linha=2644 | nome=Gabriela | acao=fez um experimento | valor=6217
linha=2645 | nome=Tiago | acao=otimizou o algoritmo | valor=9954
linha=2646 | nome=Felipe | acao=analisou os resultados | valor=9335
linha=2647 | nome=Renata | acao=participou da aula | valor=2451
linha=2648 | nome=Igor | acao=participou da aula | valor=1530
linha=2649 | nome=Carlos | acao=executou o benchmark | valor=9671
linha=2650 | nome=Tiago | acao=estudou computacao | valor=3916
linha=2651 | nome=Bruno | acao=escreveu o relatorio | valor=3281
linha=2652 | nome=Igor | acao=executou o benchmark | valor=2333
linha=2653 | nome=Gabriela | acao=escreveu o relatorio | valor=3796
linha=2654 | nome=Mariana | acao=analisou os resultados | valor=2958
linha=2655 | nome=Lucas | acao=fez um experimento | valor=8292
linha=2656 | nome=Helena | acao=participou da aula | valor=2547
linha=2657 | nome=Daniela | acao=fez um experimento | valor=6656
linha=2658 | nome=Lucas | acao=comparou as metricas | valor=2622
linha=2659 | nome=Daniela | acao=escreveu o relatorio | valor=6184
linha=2660 | nome=Felipe | acao=participou da aula | valor=9813
linha=2661 | nome=Helena | acao=participou da aula | valor=6739
linha=2662 | nome=Mariana | acao=estudou computacao | valor=8873
linha=2663 | nome=Daniela | acao=estudou computacao | valor=1040
linha=2664 | nome=Eduarda | acao=escreveu o relatorio | valor=6322
linha=2665 | nome=Mariana | acao=executou o benchmark | valor=9160
linha=2666 | nome=Renata | acao=escreveu o relatorio | valor=2473
linha=2667 | nome=Otavio | acao=executou o benchmark | valor=3625
linha=2668 | nome=Mariana | acao=participou da aula | valor=3190
linha=2669 | nome=Mariana | acao=fez um experimento | valor=8191
linha=2670 | nome=Joao | acao=executou o benchmark | valor=9288
linha=2671 | nome=Natalia | acao=participou da aula | valor=7032
linha=2672 | nome=Helena | acao=fez um experimento | valor=4198
linha=2673 | nome=Daniela | acao=analisou os resultados | valor=2730
linha=2674 | nome=Igor | acao=escreveu o relatorio | valor=1857
linha=2675 | nome=Felipe | acao=participou da aula | valor=2178
linha=2676 | nome=Ana | acao=estudou computacao | valor=5144
linha=2677 | nome=Ana | acao=participou da aula | valor=3900
linha=2678 | nome=Karen | acao=analisou os resultados | valor=1575
linha=2679 | nome=Bruno | acao=estudou computacao | valor=2840
linha=2680 | nome=Vitor | acao=comparou as metricas | valor=6096
linha=2681 | nome=Vitor | acao=otimizou o algoritmo | valor=9289
linha=2682 | nome=Karen | acao=escreveu o relatorio | valor=9167
linha=2683 | nome=Vitor | acao=analisou os resultados | valor=7821
linha=2684 | nome=Paulo | acao=executou o benchmark | valor=1710
linha=2685 | nome=Vitor | acao=otimizou o algoritmo | valor=6237
linha=2686 | nome=Vitor | acao=otimizou o algoritmo | valor=5659
linha=2687 | nome=Carlos | acao=executou o benchmark | valor=7805
linha=2688 | nome=Felipe | acao=estudou computacao | valor=4740
linha=2689 | nome=Gabriela | acao=analisou os resultados | valor=9061
linha=2690 | nome=Otavio | acao=otimizou o algoritmo | valor=4028
linha=2691 | nome=Paulo | acao=participou da aula | valor=5068
linha=2692 | nome=Otavio | acao=participou da aula | valor=3653
linha=2693 | nome=Natalia | acao=executou o benchmark | valor=1372
linha=2694 | nome=Bruno | acao=estudou computacao | valor=7713
linha=2695 | nome=Otavio | acao=comparou as metricas | valor=6808
linha=2696 | nome=Eduarda | acao=analisou os resultados | valor=2935
linha=2697 | nome=Gabriela | acao=escreveu o relatorio | valor=6355
linha=2698 | nome=Bruno | acao=escreveu o relatorio | valor=5573
linha=2699 | nome=Ana | acao=analisou os resultados | valor=8546
linha=2700 | nome=Joao | acao=estudou computacao | valor=4578
linha=2701 | nome=Felipe | acao=participou da aula | valor=2432
linha=2702 | nome=Vitor | acao=comparou as metricas | valor=6915
linha=2703 | nome=Paulo | acao=analisou os resultados | valor=6168
linha=2704 | nome=Vitor | acao=executou o benchmark | valor=1577
linha=2705 | nome=Otavio | acao=participou da aula | valor=3441
linha=2706 | nome=Helena | acao=comparou as metricas | valor=2134
linha=2707 | nome=Mariana | acao=participou da aula | valor=2369
linha=2708 | nome=Otavio | acao=otimizou o algoritmo | valor=4187
linha=2709 | nome=Mariana | acao=executou o benchmark | valor=3752
linha=2710 | nome=Carlos | acao=analisou os resultados | valor=7598
linha=2711 | nome=Felipe | acao=escreveu o relatorio | valor=3952
linha=2712 | nome=Karen | acao=estudou computacao | valor=2234
linha=2713 | nome=Vitor | acao=estudou computacao | valor=3776
linha=2714 | nome=Eduarda | acao=participou da aula | valor=6145
linha=2715 | nome=Karen | acao=escreveu o relatorio | valor=4057
linha=2716 | nome=Daniela | acao=escreveu o relatorio | valor=6080
linha=2717 | nome=Renata | acao=analisou os resultados | valor=9183
linha=2718 | nome=Vitor | acao=participou da aula | valor=6817
linha=2719 | nome=Paulo | acao=executou o benchmark | valor=6107
linha=2720 | nome=Felipe | acao=fez um experimento | valor=2711
linha=2721 | nome=Lucas | acao=comparou as metricas | valor=9871
linha=2722 | nome=Joao | acao=fez um experimento | valor=3631
linha=2723 | nome=Carlos | acao=escreveu o relatorio | valor=3741
linha=2724 | nome=Sofia | acao=analisou os resultados | valor=7385
linha=2725 | nome=Sofia | acao=analisou os resultados | valor=2382
linha=2726 | nome=Natalia | acao=executou o benchmark | valor=5986
linha=2727 | nome=Renata | acao=comparou as metricas | valor=7853
linha=2728 | nome=Natalia | acao=analisou os resultados | valor=1382
linha=2729 | nome=Otavio | acao=escreveu o relatorio | valor=9768
linha=2730 | nome=Tiago | acao=otimizou o algoritmo | valor=1675
linha=2731 | nome=Mariana | acao=otimizou o algoritmo | valor=4648
linha=2732 | nome=Igor | acao=participou da aula | valor=7891
linha=2733 | nome=Paulo | acao=otimizou o algoritmo | valor=4913
linha=2734 | nome=Vitor | acao=escreveu o relatorio | valor=8644
linha=2735 | nome=Mariana | acao=escreveu o relatorio | valor=7416
linha=2736 | nome=Sofia | acao=executou o benchmark | valor=1868
linha=2737 | nome=Mariana | acao=analisou os resultados | valor=4664
linha=2738 | nome=Otavio | acao=analisou os resultados | valor=2399
linha=2739 | nome=Karen | acao=fez um experimento | valor=4707
linha=2740 | nome=Otavio | acao=escreveu o relatorio | valor=3279
linha=2741 | nome=Mariana | acao=escreveu o relatorio | valor=9749
linha=2742 | nome=Felipe | acao=escreveu o relatorio | valor=6175
linha=2743 | nome=Otavio | acao=executou o benchmark | valor=5099
linha=2744 | nome=Eduarda | acao=comparou as metricas | valor=9934
linha=2745 | nome=Gabriela | acao=escreveu o relatorio | valor=6642
linha=2746 | nome=Helena | acao=otimizou o algoritmo | valor=5677
linha=2747 | nome=Igor | acao=participou da aula | valor=1119
linha=2748 | nome=Renata | acao=estudou computacao | valor=3235
linha=2749 | nome=Daniela | acao=otimizou o algoritmo | valor=5181
linha=2750 | nome=Natalia | acao=executou o benchmark | valor=6670
linha=2751 | nome=Vitor | acao=participou da aula | valor=1645
linha=2752 | nome=Daniela | acao=comparou as metricas | valor=9247
linha=2753 | nome=Paulo | acao=participou da aula | valor=1709
linha=2754 | nome=Vitor | acao=participou da aula | valor=9926
linha=2755 | nome=Karen | acao=estudou computacao | valor=1671
linha=2756 | nome=Mariana | acao=executou o benchmark | valor=8658
linha=2757 | nome=Gabriela | acao=analisou os resultados | valor=2231
linha=2758 | nome=Tiago | acao=executou o benchmark | valor=5847
linha=2759 | nome=Otavio | acao=otimizou o algoritmo | valor=3527
linha=2760 | nome=Sofia | acao=otimizou o algoritmo | valor=2793
linha=2761 | nome=Paulo | acao=fez um experimento | valor=3106
linha=2762 | nome=Felipe | acao=comparou as metricas | valor=4480
linha=2763 | nome=Mariana | acao=participou da aula | valor=5355
linha=2764 | nome=Vitor | acao=estudou computacao | valor=4746
linha=2765 | nome=Mariana | acao=otimizou o algoritmo | valor=6506
linha=2766 | nome=Natalia | acao=comparou as metricas | valor=6740
linha=2767 | nome=Helena | acao=fez um experimento | valor=3603
linha=2768 | nome=Helena | acao=otimizou o algoritmo | valor=8247
linha=2769 | nome=Helena | acao=estudou computacao | valor=9456
linha=2770 | nome=Lucas | acao=escreveu o relatorio | valor=5511
linha=2771 | nome=Karen | acao=analisou os resultados | valor=4481
linha=2772 | nome=Sofia | acao=estudou computacao | valor=1064
linha=2773 | nome=Paulo | acao=executou o benchmark | valor=3282
linha=2774 | nome=Joao | acao=otimizou o algoritmo | valor=9164
linha=2775 | nome=Eduarda | acao=fez um experimento | valor=9147
linha=2776 | nome=Natalia | acao=estudou computacao | valor=3875
linha=2777 | nome=Sofia | acao=fez um experimento | valor=9876
linha=2778 | nome=Paulo | acao=otimizou o algoritmo | valor=3147
linha=2779 | nome=Joao | acao=fez um experimento | valor=3879
linha=2780 | nome=Carlos | acao=fez um experimento | valor=8368
linha=2781 | nome=Carlos | acao=otimizou o algoritmo | valor=2058
linha=2782 | nome=Vitor | acao=estudou computacao | valor=9167
linha=2783 | nome=Daniela | acao=comparou as metricas | valor=2851
linha=2784 | nome=Otavio | acao=estudou computacao | valor=1558
linha=2785 | nome=Carlos | acao=comparou as metricas | valor=8352
linha=2786 | nome=Renata | acao=fez um experimento | valor=8332
linha=2787 | nome=Paulo | acao=participou da aula | valor=7616
linha=2788 | nome=Eduarda | acao=analisou os resultados | valor=3426
linha=2789 | nome=Lucas | acao=estudou computacao | valor=1768
linha=2790 | nome=Mariana | acao=otimizou o algoritmo | valor=9477
linha=2791 | nome=Otavio | acao=estudou computacao | valor=1737
linha=2792 | nome=Helena | acao=escreveu o relatorio | valor=8036
linha=2793 | nome=Carlos | acao=executou o benchmark | valor=9898
linha=2794 | nome=Karen | acao=otimizou o algoritmo | valor=2735
linha=2795 | nome=Felipe | acao=otimizou o algoritmo | valor=4353
linha=2796 | nome=Bruno | acao=escreveu o relatorio | valor=3233
linha=2797 | nome=Sofia | acao=escreveu o relatorio | valor=7198
linha=2798 | nome=Eduarda | acao=otimizou o algoritmo | valor=3327
linha=2799 | nome=Lucas | acao=comparou as metricas | valor=2866
linha=2800 | nome=Ana | acao=comparou as metricas | valor=3339
linha=2801 | nome=Helena | acao=fez um experimento | valor=7811
linha=2802 | nome=Sofia | acao=executou o benchmark | valor=5940
linha=2803 | nome=Vitor | acao=analisou os resultados | valor=4163
linha=2804 | nome=Mariana | acao=escreveu o relatorio | valor=6882
linha=2805 | nome=Mariana | acao=comparou as metricas | valor=4668
linha=2806 | nome=Carlos | acao=analisou os resultados | valor=5339
linha=2807 | nome=Ana | acao=executou o benchmark | valor=2043
linha=2808 | nome=Igor | acao=participou da aula | valor=1251
linha=2809 | nome=Daniela | acao=analisou os resultados | valor=9067
linha=2810 | nome=Joao | acao=fez um experimento | valor=3720
linha=2811 | nome=Ana | acao=comparou as metricas | valor=5456
linha=2812 | nome=Paulo | acao=comparou as metricas | valor=2587
linha=2813 | nome=Otavio | acao=executou o benchmark | valor=2957
linha=2814 | nome=Natalia | acao=analisou os resultados | valor=5752
linha=2815 | nome=Mariana | acao=executou o benchmark | valor=9863
linha=2816 | nome=Bruno | acao=otimizou o algoritmo | valor=2841
linha=2817 | nome=Tiago | acao=otimizou o algoritmo | valor=5076
linha=2818 | nome=Felipe | acao=analisou os resultados | valor=2022
linha=2819 | nome=Joao | acao=participou da aula | valor=7389
linha=2820 | nome=Bruno | acao=participou da aula | valor=3679
linha=2821 | nome=Vitor | acao=estudou computacao | valor=3400
linha=2822 | nome=Mariana | acao=analisou os resultados | valor=4394
linha=2823 | nome=Lucas | acao=fez um experimento | valor=2604
linha=2824 | nome=Daniela | acao=participou da aula | valor=9003
linha=2825 | nome=Tiago | acao=escreveu o relatorio | valor=4904
linha=2826 | nome=Tiago | acao=executou o benchmark | valor=2277
linha=2827 | nome=Mariana | acao=fez um experimento | valor=8483
linha=2828 | nome=Natalia | acao=participou da aula | valor=5236
linha=2829 | nome=Carlos | acao=participou da aula | valor=5084
linha=2830 | nome=Paulo | acao=participou da aula | valor=9527
linha=2831 | nome=Felipe | acao=fez um experimento | valor=4867
linha=2832 | nome=Lucas | acao=fez um experimento | valor=8135
linha=2833 | nome=Renata | acao=otimizou o algoritmo | valor=1138
linha=2834 | nome=Tiago | acao=escreveu o relatorio | valor=6957
linha=2835 | nome=Igor | acao=otimizou o algoritmo | valor=4854
linha=2836 | nome=Sofia | acao=executou o benchmark | valor=3747
linha=2837 | nome=Renata | acao=estudou computacao | valor=9599
linha=2838 | nome=Mariana | acao=fez um experimento | valor=5051
linha=2839 | nome=Sofia | acao=escreveu o relatorio | valor=4019
linha=2840 | nome=Igor | acao=analisou os resultados | valor=6436
linha=2841 | nome=Paulo | acao=executou o benchmark | valor=7023
linha=2842 | nome=Renata | acao=comparou as metricas | valor=9916
linha=2843 | nome=Vitor | acao=otimizou o algoritmo | valor=1675
linha=2844 | nome=Karen | acao=estudou computacao | valor=4786
linha=2845 | nome=Eduarda | acao=executou o benchmark | valor=7041
linha=2846 | nome=Paulo | acao=participou da aula | valor=4077
linha=2847 | nome=Felipe | acao=estudou computacao | valor=2579
linha=2848 | nome=Joao | acao=participou da aula | valor=5150
linha=2849 | nome=Natalia | acao=participou da aula | valor=1587
linha=2850 | nome=Felipe | acao=estudou computacao | valor=1933
linha=2851 | nome=Tiago | acao=estudou computacao | valor=2282
linha=2852 | nome=Helena | acao=executou o benchmark | valor=8633
linha=2853 | nome=Bruno | acao=analisou os resultados | valor=2527
linha=2854 | nome=Mariana | acao=participou da aula | valor=1673
linha=2855 | nome=Daniela | acao=estudou computacao | valor=4354
linha=2856 | nome=Igor | acao=otimizou o algoritmo | valor=7997
linha=2857 | nome=Igor | acao=estudou computacao | valor=1445
linha=2858 | nome=Renata | acao=participou da aula | valor=5843
linha=2859 | nome=Lucas | acao=comparou as metricas | valor=7216
linha=2860 | nome=Ana | acao=fez um experimento | valor=3498
linha=2861 | nome=Natalia | acao=analisou os resultados | valor=6187
linha=2862 | nome=Otavio | acao=analisou os resultados | valor=6334
linha=2863 | nome=Karen | acao=estudou computacao | valor=5220
linha=2864 | nome=Helena | acao=executou o benchmark | valor=5232
linha=2865 | nome=Renata | acao=executou o benchmark | valor=9669
linha=2866 | nome=Ana | acao=otimizou o algoritmo | valor=3829
linha=2867 | nome=Tiago | acao=fez um experimento | valor=5548
linha=2868 | nome=Igor | acao=estudou computacao | valor=7893
linha=2869 | nome=Joao | acao=comparou as metricas | valor=9837
linha=2870 | nome=Paulo | acao=estudou computacao | valor=6940
linha=2871 | nome=Lucas | acao=otimizou o algoritmo | valor=8929
linha=2872 | nome=Sofia | acao=participou da aula | valor=7846
linha=2873 | nome=Helena | acao=fez um experimento | valor=9963
linha=2874 | nome=Joao | acao=escreveu o relatorio | valor=4708
linha=2875 | nome=Lucas | acao=fez um experimento | valor=8437
linha=2876 | nome=Renata | acao=otimizou o algoritmo | valor=5443
linha=2877 | nome=Bruno | acao=analisou os resultados | valor=3703
linha=2878 | nome=Gabriela | acao=escreveu o relatorio | valor=8749
linha=2879 | nome=Renata | acao=executou o benchmark | valor=1612
linha=2880 | nome=Karen | acao=executou o benchmark | valor=8452
linha=2881 | nome=Tiago | acao=executou o benchmark | valor=5867
linha=2882 | nome=Otavio | acao=comparou as metricas | valor=8493
linha=2883 | nome=Natalia | acao=estudou computacao | valor=8374
linha=2884 | nome=Helena | acao=otimizou o algoritmo | valor=5833
linha=2885 | nome=Eduarda | acao=analisou os resultados | valor=1209
linha=2886 | nome=Mariana | acao=analisou os resultados | valor=9534
linha=2887 | nome=Natalia | acao=estudou computacao | valor=9462
linha=2888 | nome=Carlos | acao=executou o benchmark | valor=7196
linha=2889 | nome=Mariana | acao=comparou as metricas | valor=8752
linha=2890 | nome=Karen | acao=otimizou o algoritmo | valor=3813
linha=2891 | nome=Gabriela | acao=otimizou o algoritmo | valor=2150
linha=2892 | nome=Renata | acao=analisou os resultados | valor=9756
linha=2893 | nome=Tiago | acao=fez um experimento | valor=5522
linha=2894 | nome=Igor | acao=fez um experimento | valor=8969
linha=2895 | nome=Tiago | acao=fez um experimento | valor=4735
linha=2896 | nome=Helena | acao=comparou as metricas | valor=2993
linha=2897 | nome=Natalia | acao=analisou os resultados | valor=9331
linha=2898 | nome=Carlos | acao=estudou computacao | valor=3478
linha=2899 | nome=Lucas | acao=executou o benchmark | valor=6469
linha=2900 | nome=Felipe | acao=fez um experimento | valor=7223
linha=2901 | nome=Tiago | acao=analisou os resultados | valor=2307
linha=2902 | nome=Eduarda | acao=executou o benchmark | valor=5218
linha=2903 | nome=Renata | acao=comparou as metricas | valor=3240
linha=2904 | nome=Joao | acao=fez um experimento | valor=6575
linha=2905 | nome=Natalia | acao=estudou computacao | valor=3804
linha=2906 | nome=Mariana | acao=participou da aula | valor=6019
linha=2907 | nome=Ana | acao=estudou computacao | valor=4222
linha=2908 | nome=Renata | acao=comparou as metricas | valor=2285
linha=2909 | nome=Lucas | acao=fez um experimento | valor=3279
linha=2910 | nome=Igor | acao=escreveu o relatorio | valor=8818
linha=2911 | nome=Lucas | acao=participou da aula | valor=2706
linha=2912 | nome=Helena | acao=participou da aula | valor=2410
linha=2913 | nome=Ana | acao=estudou computacao | valor=9190
linha=2914 | nome=Joao | acao=comparou as metricas | valor=7333
linha=2915 | nome=Gabriela | acao=escreveu o relatorio | valor=9328
linha=2916 | nome=Karen | acao=participou da aula | valor=4858
linha=2917 | nome=Daniela | acao=estudou computacao | valor=7628
linha=2918 | nome=Lucas | acao=escreveu o relatorio | valor=4713
linha=2919 | nome=Lucas | acao=escreveu o relatorio | valor=1664
linha=2920 | nome=Carlos | acao=analisou os resultados | valor=7428
linha=2921 | nome=Daniela | acao=fez um experimento | valor=6666
linha=2922 | nome=Otavio | acao=comparou as metricas | valor=8121
linha=2923 | nome=Eduarda | acao=estudou computacao | valor=6962
linha=2924 | nome=Bruno | acao=fez um experimento | valor=3359
linha=2925 | nome=Vitor | acao=otimizou o algoritmo | valor=8671
linha=2926 | nome=Otavio | acao=fez um experimento | valor=7947
linha=2927 | nome=Vitor | acao=otimizou o algoritmo | valor=2880
linha=2928 | nome=Joao | acao=fez um experimento | valor=4924
linha=2929 | nome=Lucas | acao=otimizou o algoritmo | valor=6221
linha=2930 | nome=Ana | acao=fez um experimento | valor=2815
linha=2931 | nome=Karen | acao=executou o benchmark | valor=2041
linha=2932 | nome=Carlos | acao=participou da aula | valor=4363
linha=2933 | nome=Daniela | acao=comparou as metricas | valor=4712
linha=2934 | nome=Sofia | acao=escreveu o relatorio | valor=9924
linha=2935 | nome=Lucas | acao=analisou os resultados | valor=6977
linha=2936 | nome=Renata | acao=executou o benchmark | valor=2119
linha=2937 | nome=Otavio | acao=fez um experimento | valor=3156
linha=2938 | nome=Lucas | acao=analisou os resultados | valor=7998
linha=2939 | nome=Eduarda | acao=participou da aula | valor=8834
linha=2940 | nome=Lucas | acao=estudou computacao | valor=2739
linha=2941 | nome=Paulo | acao=participou da aula | valor=3762
linha=2942 | nome=Mariana | acao=estudou computacao | valor=1250
linha=2943 | nome=Natalia | acao=otimizou o algoritmo | valor=3695
linha=2944 | nome=Felipe | acao=estudou computacao | valor=2031
linha=2945 | nome=Natalia | acao=estudou computacao | valor=2959
linha=2946 | nome=Helena | acao=participou da aula | valor=4011
linha=2947 | nome=Renata | acao=analisou os resultados | valor=9005
linha=2948 | nome=Karen | acao=participou da aula | valor=6284
linha=2949 | nome=Otavio | acao=estudou computacao | valor=3841
linha=2950 | nome=Daniela | acao=comparou as metricas | valor=1526
linha=2951 | nome=Carlos | acao=escreveu o relatorio | valor=1773
linha=2952 | nome=Helena | acao=executou o benchmark | valor=4076
linha=2953 | nome=Lucas | acao=analisou os resultados | valor=8918
linha=2954 | nome=Carlos | acao=estudou computacao | valor=6528
linha=2955 | nome=Ana | acao=fez um experimento | valor=9915
linha=2956 | nome=Bruno | acao=escreveu o relatorio | valor=4533
linha=2957 | nome=Carlos | acao=estudou computacao | valor=5642
linha=2958 | nome=Helena | acao=fez um experimento | valor=8960
linha=2959 | nome=Carlos | acao=analisou os resultados | valor=5724
linha=2960 | nome=Bruno | acao=comparou as metricas | valor=4509
linha=2961 | nome=Paulo | acao=comparou as metricas | valor=5340
linha=2962 | nome=Sofia | acao=analisou os resultados | valor=7648
linha=2963 | nome=Felipe | acao=analisou os resultados | valor=4991
linha=2964 | nome=Felipe | acao=participou da aula | valor=7120
linha=2965 | nome=Mariana | acao=participou da aula | valor=2078
linha=2966 | nome=Renata | acao=otimizou o algoritmo | valor=9541
linha=2967 | nome=Igor | acao=executou o benchmark | valor=8491
linha=2968 | nome=Joao | acao=estudou computacao | valor=5293
linha=2969 | nome=Sofia | acao=escreveu o relatorio | valor=8255
linha=2970 | nome=Tiago | acao=executou o benchmark | valor=5222
linha=2971 | nome=Tiago | acao=estudou computacao | valor=5176
linha=2972 | nome=Mariana | acao=comparou as metricas | valor=4855
linha=2973 | nome=Karen | acao=executou o benchmark | valor=9878
linha=2974 | nome=Karen | acao=otimizou o algoritmo | valor=5586
linha=2975 | nome=Renata | acao=fez um experimento | valor=3869
linha=2976 | nome=Igor | acao=fez um experimento | valor=8616
linha=2977 | nome=Karen | acao=comparou as metricas | valor=4037
linha=2978 | nome=Felipe | acao=comparou as metricas | valor=8611
linha=2979 | nome=Eduarda | acao=analisou os resultados | valor=8157
