linha=1 | nome=Eduarda | acao=estudou computacao | valor=8770
linha=2328 | nome=Vitor | acao=participou da aula | valor=4977
linha=2329 | nome=Paulo | acao=estudou computacao | valor=9102
linha=2330 | nome=Sofia | acao=participou da aula | valor=4469
linha=2331 | nome=Sofia | acao=comparou as metricas | valor=6411
linha=2332 | nome=Felipe | acao=fez um experimento | valor=9644
linha=2333 | nome=Felipe | acao=comparou as metricas | valor=5982
linha=2334 | nome=Natalia | acao=escreveu o relatorio | valor=4394
linha=2335 | nome=Karen | acao=executou o benchmark | valor=8918
linha=2336 | nome=Igor | acao=analisou os resultados | valor=2024
linha=2337 | nome=Lucas | acao=estudou computacao | valor=2224
linha=2338 | nome=Mariana | acao=comparou as metricas | valor=9561
linha=2339 | nome=Gabriela | acao=otimizou o algoritmo | valor=9732
linha=2340 | nome=Joao | acao=executou o benchmark | valor=3080
linha=2341 | nome=Paulo | acao=otimizou o algoritmo | valor=9805
linha=2342 | nome=Eduarda | acao=escreveu o relatorio | valor=3019
linha=2343 | nome=Carlos | acao=analisou os resultados | valor=4501
linha=2344 | nome=Mariana | acao=comparou as metricas | valor=7802
linha=2345 | nome=Eduarda | acao=executou o benchmark | valor=4350
linha=2346 | nome=Felipe | acao=participou da aula | valor=7941
linha=2347 | nome=Felipe | acao=analisou os resultados | valor=2125
linha=2348 | nome=Gabriela | acao=analisou os resultados | valor=4742
linha=2349 | nome=Helena | acao=executou o benchmark | valor=5341
linha=2350 | nome=Daniela | acao=analisou os resultados | valor=8049
linha=2351 | nome=Gabriela | acao=analisou os resultados | valor=6757
linha=2352 | nome=Helena | acao=escreveu o relatorio | valor=2964
linha=2353 | nome=Vitor | acao=escreveu o relatorio | valor=1873
linha=2354 | nome=Ana | acao=comparou as metricas | valor=7597
linha=2355 | nome=Felipe | acao=otimizou o algoritmo | valor=5340
linha=2356 | nome=Eduarda | acao=otimizou o algoritmo | valor=1575
linha=2357 | nome=Helena | acao=estudou computacao | valor=4409
linha=2358 | nome=Karen | acao=comparou as metricas | valor=5259
linha=2359 | nome=Paulo | acao=fez um experimento | valor=4525
linha=2360 | nome=Ana | acao=executou o benchmark | valor=3619
linha=2361 | nome=Joao | acao=otimizou o algoritmo | valor=2701
linha=2362 | nome=Tiago | acao=otimizou o algoritmo | valor=3657
linha=2363 | nome=Eduarda | acao=participou da aula | valor=4021
linha=2364 | nome=Bruno | acao=estudou computacao | valor=8983
linha=2365 | nome=Igor | acao=fez um experimento | valor=2804
linha=2366 | nome=Helena | acao=estudou computacao | valor=4104
linha=2367 | nome=Otavio | acao=participou da aula | valor=1372
linha=2368 | nome=Tiago | acao=analisou os resultados | valor=3121
linha=2369 | nome=Renata | acao=executou o benchmark | valor=1634
linha=2370 | nome=Gabriela | acao=participou da aula | valor=3218
linha=2371 | nome=Joao | acao=executou o benchmark | valor=5769
linha=2372 | nome=Carlos | acao=fez um experimento | valor=5500
linha=2373 | nome=Gabriela | acao=escreveu o relatorio | valor=5567
linha=2374 | nome=Mariana | acao=comparou as metricas | valor=7256
linha=2375 | nome=Ana | acao=analisou os resultados | valor=8566
linha=2376 | nome=Joao | acao=executou o benchmark | valor=1285
linha=2377 | nome=Mariana | acao=executou o benchmark | valor=2244
linha=2378 | nome=Tiago | acao=fez um experimento | valor=2258
linha=2379 | nome=Joao | acao=escreveu o relatorio | valor=2869
linha=2380 | nome=Tiago | acao=analisou os resultados | valor=4040
linha=2381 | nome=Mariana | acao=fez um experimento | valor=5217
linha=2382 | nome=Paulo | acao=estudou computacao | valor=6766
linha=2383 | nome=Tiago | acao=fez um experimento | valor=1873
linha=2384 | nome=Lucas | acao=executou o benchmark | valor=4574
linha=2385 | nome=Igor | acao=participou da aula | valor=4018
linha=2386 | nome=Natalia | acao=fez um experimento | valor=1731
linha=2387 | nome=Natalia | acao=analisou os resultados | valor=7539
linha=2388 | nome=Eduarda | acao=executou o benchmark | valor=8719
linha=2389 | nome=Carlos | acao=otimizou o algoritmo | valor=3253
linha=2390 | nome=Igor | acao=escreveu o relatorio | valor=2428
linha=2391 | nome=Carlos | acao=executou o benchmark | valor=3879
linha=2392 | nome=Felipe | acao=comparou as metricas | valor=2341
linha=2393 | nome=Helena | acao=otimizou o algoritmo | valor=5774
linha=2394 | nome=Joao | acao=fez um experimento | valor=3864
linha=2395 | nome=Eduarda | acao=executou o benchmark | valor=8804
linha=2396 | nome=Bruno | acao=comparou as metricas | valor=5839
linha=2397 | nome=Eduarda | acao=analisou os resultados | valor=9667
linha=2398 | nome=Carlos | acao=otimizou o algoritmo | valor=2442
linha=2399 | nome=Helena | acao=participou da aula | valor=7350
linha=2400 | nome=Gabriela | acao=estudou computacao | valor=6218
linha=2401 | nome=Karen | acao=comparou as metricas | valor=3330
linha=2402 | nome=Otavio | acao=analisou os resultados | valor=8868
linha=2403 | nome=Renata | acao=executou o benchmark | valor=5730
linha=2404 | nome=Karen | acao=fez um experimento | valor=9894
linha=2405 | nome=Tiago | acao=otimizou o algoritmo | valor=6702
linha=2406 | nome=Otavio | acao=analisou os resultados | valor=7243
linha=2407 | nome=Vitor | acao=escreveu o relatorio | valor=2275
linha=2408 | nome=Mariana | acao=participou da aula | valor=6806
linha=2409 | nome=Joao | acao=estudou computacao | valor=3840
linha=2410 | nome=Sofia | acao=fez um experimento | valor=8715
linha=2411 | nome=Tiago | acao=comparou as metricas | valor=7315
linha=2412 | nome=Gabriela | acao=escreveu o relatorio | valor=9455
linha=2413 | nome=Gabriela | acao=escreveu o relatorio | valor=4657
linha=2414 | nome=Helena | acao=estudou computacao | valor=4847
linha=2415 | nome=Igor | acao=fez um experimento | valor=5956
linha=2416 | nome=Carlos | acao=escreveu o relatorio | valor=7980
linha=2417 | nome=Otavio | acao=executou o benchmark | valor=7612
linha=2418 | nome=Ana | acao=executou o benchmark | valor=1700
linha=2419 | nome=Natalia | acao=executou o benchmark | valor=1724
linha=2420 | nome=Karen | acao=estudou computacao | valor=1020
linha=2421 | nome=Tiago | acao=executou o benchmark | valor=6169
linha=2422 | nome=Daniela | acao=participou da aula | valor=7987
linha=2423 | nome=Sofia | acao=fez um experimento | valor=7384
linha=2424 | nome=Daniela | acao=executou o benchmark | valor=4096
linha=2425 | nome=Joao | acao=estudou computacao | valor=8261
linha=2426 | nome=Mariana | acao=fez um experimento | valor=1105
linha=2427 | nome=Ana | acao=fez um experimento | valor=8840
linha=2428 | nome=Carlos | acao=otimizou o algoritmo | valor=3325
linha=2429 | nome=Felipe | acao=otimizou o algoritmo | valor=5470
linha=2430 | nome=Mariana | acao=comparou as metricas | valor=4279
linha=2431 | nome=Paulo | acao=escreveu o relatorio | valor=1434
linha=2432 | nome=Carlos | acao=analisou os resultados | valor=1560
linha=2433 | nome=Renata | acao=comparou as metricas | valor=9085
linha=2434 | nome=Otavio | acao=executou o benchmark | valor=7905
linha=2435 | nome=Bruno | acao=otimizou o algoritmo | valor=4351
linha=2436 | nome=Sofia | acao=escreveu o relatorio | valor=4310
linha=2437 | nome=Daniela | acao=estudou computacao | valor=4309
linha=2438 | nome=Daniela | acao=executou o benchmark | valor=6947
linha=2439 | nome=Helena | acao=fez um experimento | valor=7571
linha=2440 | nome=Gabriela | acao=estudou computacao | valor=9233
linha=2441 | nome=Igor | acao=estudou computacao | valor=7810
linha=2442 | nome=Joao | acao=fez um experimento | valor=8179
linha=2443 | nome=Bruno | acao=otimizou o algoritmo | valor=6262
linha=2444 | nome=Paulo | acao=analisou os resultados | valor=1928
linha=2445 | nome=Mariana | acao=executou o benchmark | valor=7966
linha=2446 | nome=Bruno | acao=participou da aula | valor=1796
linha=2447 | nome=Daniela | acao=otimizou o algoritmo | valor=6161
linha=2448 | nome=Vitor | acao=analisou os resultados | valor=7692
linha=2449 | nome=Lucas | acao=estudou computacao | valor=3673
linha=2450 | nome=Renata | acao=analisou os resultados | valor=2123
linha=2451 | nome=Daniela | acao=otimizou o algoritmo | valor=7089
linha=2452 | nome=Helena | acao=comparou as metricas | valor=3633
linha=2453 | nome=Igor | acao=fez um experimento | valor=7734
linha=2454 | nome=Bruno | acao=estudou computacao | valor=1221
linha=2455 | nome=Paulo | acao=executou o benchmark | valor=3569
linha=2456 | nome=Helena | acao=fez um experimento | valor=1300
linha=2457 | nome=Mariana | acao=comparou as metricas | valor=3896
linha=2458 | nome=Joao | acao=estudou computacao | valor=8981
linha=2459 | nome=Eduarda | acao=comparou as metricas | valor=3147
linha=2460 | nome=Karen | acao=fez um experimento | valor=9276
linha=2461 | nome=Vitor | acao=estudou computacao | valor=9953
linha=2462 | nome=Sofia | acao=escreveu o relatorio | valor=6225
linha=2463 | nome=Joao | acao=participou da aula | valor=5786
linha=2464 | nome=Renata | acao=estudou computacao | valor=2817
linha=2465 | nome=Igor | acao=analisou os resultados | valor=1511
linha=2466 | nome=Joao | acao=comparou as metricas | valor=8269
linha=2467 | nome=Joao | acao=otimizou o algoritmo | valor=7863
linha=2468 | nome=Gabriela | acao=estudou computacao | valor=7546
linha=2469 | nome=Renata | acao=fez um experimento | valor=4347
linha=2470 | nome=Eduarda | acao=executou o benchmark | valor=7384
linha=2471 | nome=Mariana | acao=executou o benchmark | valor=9954
linha=2472 | nome=Joao | acao=comparou as metricas | valor=8173
linha=2473 | nome=Otavio | acao=participou da aula | valor=8410
linha=2474 | nome=Paulo | acao=estudou computacao | valor=5628
linha=2475 | nome=Otavio | acao=executou o benchmark | valor=1753
linha=2476 | nome=Eduarda | acao=executou o benchmark | valor=4636
linha=2477 | nome=Natalia | acao=comparou as metricas | valor=7542
linha=2478 | nome=Igor | acao=executou o benchmark | valor=1306
linha=2479 | nome=Mariana | acao=comparou as metricas | valor=4518
linha=2480 | nome=Carlos | acao=estudou computacao | valor=3782
linha=2481 | nome=Mariana | acao=estudou computacao | valor=7836
linha=2482 | nome=Ana | acao=escreveu o relatorio | valor=5872
linha=2483 | nome=Vitor | acao=comparou as metricas | valor=8321
linha=2484 | nome=Tiago | acao=participou da aula | valor=3674
linha=2485 | nome=Eduarda | acao=estudou computacao | valor=7773
linha=2486 | nome=Eduarda | acao=comparou as metricas | valor=1004
linha=2487 | nome=Sofia | acao=estudou computacao | valor=5623
linha=2488 | nome=Ana | acao=comparou as metricas | valor=2478
linha=2489 | nome=Felipe | acao=escreveu o relatorio | valor=6808
linha=2490 | nome=Tiago | acao=fez um experimento | valor=2589
linha=2491 | nome=Daniela | acao=escreveu o relatorio | valor=6308
linha=2492 | nome=Helena | acao=executou o benchmark | valor=3091
linha=2493 | nome=Felipe | acao=escreveu o relatorio | valor=2000
linha=2494 | nome=Lucas | acao=escreveu o relatorio | valor=9621
linha=2495 | nome=Gabriela | acao=analisou os resultados | valor=2353
linha=2496 | nome=Tiago | acao=otimizou o algoritmo | valor=7445
linha=2497 | nome=Karen | acao=comparou as metricas | valor=5136
linha=2498 | nome=Otavio | acao=fez um experimento | valor=5371
linha=2499 | nome=Daniela | acao=participou da aula | valor=8629
linha=2500 | nome=Daniela | acao=executou o benchmark | valor=7837
linha=2501 | nome=Mariana | acao=fez um experimento | valor=2212
linha=2502 | nome=Joao | acao=otimizou o algoritmo | valor=2327
linha=2503 | nome=Karen | acao=fez um experimento | valor=4744
linha=2504 | nome=Natalia | acao=executou o benchmark | valor=4869
linha=2505 | nome=Renata | acao=participou da aula | valor=8557
linha=2506 | nome=Helena | acao=comparou as metricas | valor=4624
linha=2507 | nome=Gabriela | acao=estudou computacao | valor=9096
linha=2508 | nome=Natalia | acao=participou da aula | valor=3497
linha=2509 | nome=Sofia | acao=escreveu o relatorio | valor=6584
linha=2510 | nome=Mariana | acao=comparou as metricas | valor=9399
linha=2511 | nome=Karen | acao=analisou os resultados | valor=7391
linha=2512 | nome=Eduarda | acao=fez um experimento | valor=8137
linha=2513 | nome=Sofia | acao=fez um experimento | valor=7291
linha=2514 | nome=Paulo | acao=estudou computacao | valor=4253
linha=2515 | nome=Joao | acao=estudou computacao | valor=8195
linha=2516 | nome=Bruno | acao=participou da aula | valor=7548
linha=2517 | nome=Felipe | acao=estudou computacao | valor=4548
linha=2518 | nome=Sofia | acao=analisou os resultados | valor=2708
linha=2519 | nome=Lucas | acao=comparou as metricas | valor=7623
linha=2520 | nome=Mariana | acao=executou o benchmark | valor=7047
linha=2521 | nome=Otavio | acao=participou da aula | valor=1641
linha=2522 | nome=Helena | acao=estudou computacao | valor=1603
linha=2523 | nome=Tiago | acao=comparou as metricas | valor=2424
linha=2524 | nome=Sofia | acao=participou da aula | valor=4349
linha=2525 | nome=Ana | acao=otimizou o algoritmo | valor=2885
linha=2526 | nome=Eduarda | acao=executou o benchmark | valor=1864
linha=2527 | nome=Helena | acao=analisou os resultados | valor=9762
linha=2528 | nome=Joao | acao=participou da aula | valor=3790
linha=2529 | nome=Eduarda | acao=executou o benchmark | valor=1163
linha=2530 | nome=Vitor | acao=escreveu o relatorio | valor=6416
linha=2531 | nome=Bruno | acao=participou da aula | valor=8321
linha=2532 | nome=Vitor | acao=fez um experimento | valor=9302
linha=2533 | nome=Vitor | acao=participou da aula | valor=2888
linha=2534 | nome=Mariana | acao=fez um experimento | valor=3329
linha=2535 | nome=Daniela | acao=escreveu o relatorio | valor=3630
linha=2536 | nome=Otavio | acao=executou o benchmark | valor=2007
linha=2537 | nome=Joao | acao=executou o benchmark | valor=8998
linha=2538 | nome=Renata | acao=escreveu o relatorio | valor=8742
linha=2539 | nome=Eduarda | acao=estudou computacao | valor=1822
linha=2540 | nome=Paulo | acao=analisou os resultados | valor=4172
linha=2541 | nome=Tiago | acao=analisou os resultados | valor=5613
linha=2542 | nome=Bruno | acao=comparou as metricas | valor=3088
linha=2543 | nome=Igor | acao=otimizou o algoritmo | valor=6429
linha=2544 | nome=Igor | acao=participou da aula | valor=5123
linha=2545 | nome=Karen | acao=participou da aula | valor=9595
linha=2546 | nome=Mariana | acao=escreveu o relatorio | valor=9026
linha=2547 | nome=Mariana | acao=comparou as metricas | valor=7994
linha=2548 | nome=Paulo | acao=escreveu o relatorio | valor=4274
linha=2549 | nome=Otavio | acao=fez um experimento | valor=6648
linha=2550 | nome=Bruno | acao=escreveu o relatorio | valor=6008
linha=2551 | nome=Otavio | acao=participou da aula | valor=2271
linha=2552 | nome=Natalia | acao=escreveu o relatorio | valor=9926
linha=2553 | nome=Mariana | acao=participou da aula | valor=3314
linha=2554 | nome=Mariana | acao=participou da aula | valor=9620
linha=2555 | nome=Paulo | acao=fez um experimento | valor=5480
linha=2556 | nome=Joao | acao=executou o benchmark | valor=7425
linha=2557 | nome=Helena | acao=otimizou o algoritmo | valor=8331
linha=2558 | nome=Karen | acao=executou o benchmark | valor=9083
linha=2559 | nome=Renata | acao=otimizou o algoritmo | valor=1906
linha=2560 | nome=Sofia | acao=executou o benchmark | valor=4873
linha=2561 | nome=Joao | acao=estudou computacao | valor=6501
linha=2562 | nome=Eduarda | acao=executou o benchmark | valor=8972
linha=2563 | nome=Igor | acao=estudou computacao | valor=2977
linha=2564 | nome=Otavio | acao=estudou computacao | valor=8584
linha=2565 | nome=Sofia | acao=analisou os resultados | valor=4855
linha=2566 | nome=Renata | acao=estudou computacao | valor=8318
linha=2567 | nome=Carlos | acao=analisou os resultados | valor=8368
linha=2568 | nome=Joao | acao=fez um experimento | valor=8331
linha=2569 | nome=Joao | acao=analisou os resultados | valor=1651
linha=2570 | nome=Otavio | acao=otimizou o algoritmo | valor=5212
linha=2571 | nome=Sofia | acao=estudou computacao | valor=8164
linha=2572 | nome=Gabriela | acao=fez um experimento | valor=5205
linha=2573 | nome=Otavio | acao=comparou as metricas | valor=8410
linha=2574 | nome=Ana | acao=otimizou o algoritmo | valor=4450
linha=2575 | nome=Bruno | acao=analisou os resultados | valor=4753
linha=2576 | nome=Ana | acao=comparou as metricas | valor=3371
linha=2577 | nome=Otavio | acao=fez um experimento | valor=9008
linha=2578 | nome=Natalia | acao=estudou computacao | valor=3535
linha=2579 | nome=Daniela | acao=comparou as metricas | valor=5458
linha=2580 | nome=Natalia | acao=otimizou o algoritmo | valor=5799
linha=2581 | nome=Bruno | acao=escreveu o relatorio | valor=6942
linha=2582 | nome=Mariana | acao=otimizou o algoritmo | valor=4447
linha=2583 | nome=Mariana | acao=otimizou o algoritmo | valor=6130
linha=2584 | nome=Helena | acao=comparou as metricas | valor=3738
linha=2585 | nome=Renata | acao=comparou as metricas | valor=4668
linha=2586 | nome=Sofia | acao=analisou os resultados | valor=6119
linha=2587 | nome=Daniela | acao=executou o benchmark | valor=9904
linha=2588 | nome=Eduarda | acao=fez um experimento | valor=3283
linha=2589 | nome=Eduarda | acao=otimizou o algoritmo | valor=7180
linha=2590 | nome=Tiago | acao=fez um experimento | valor=7905
linha=2591 | nome=Helena | acao=analisou os resultados | valor=1277
linha=2592 | nome=Vitor | acao=executou o benchmark | valor=3219
linha=2593 | nome=Vitor | acao=otimizou o algoritmo | valor=3925
linha=2594 | nome=Paulo | acao=otimizou o algoritmo | valor=2565
linha=2595 | nome=Vitor | acao=analisou os resultados | valor=7638
linha=2596 | nome=Paulo | acao=executou o benchmark | valor=9127
linha=2597 | nome=Felipe | acao=escreveu o relatorio | valor=8950
linha=2598 | nome=Paulo | acao=otimizou o algoritmo | valor=9188
linha=2599 | nome=Paulo | acao=participou da aula | valor=6623
linha=2600 | nome=Gabriela | acao=escreveu o relatorio | valor=7465
linha=2601 | nome=Helena | acao=participou da aula | valor=9233
linha=2602 | nome=Gabriela | acao=executou o benchmark | valor=1958
linha=2603 | nome=Ana | acao=participou da aula | valor=9571
linha=2604 | nome=Renata | acao=executou o benchmark | valor=3915
linha=2605 | nome=Mariana | acao=otimizou o algoritmo | valor=1716
linha=2606 | nome=Renata | acao=comparou as metricas | valor=8201
linha=2607 | nome=Vitor | acao=escreveu o relatorio | valor=8365
linha=2608 | nome=Otavio | acao=analisou os resultados | valor=2845
linha=2609 | nome=Tiago | acao=executou o benchmark | valor=6210
linha=2610 | nome=Ana | acao=executou o benchmark | valor=8943
linha=2611 | nome=Karen | acao=escreveu o relatorio | valor=5116
linha=2612 | nome=Igor | acao=otimizou o algoritmo | valor=9973
linha=2613 | nome=Igor | acao=analisou os resultados | valor=5809
linha=2614 | nome=Sofia | acao=participou da aula | valor=9355
linha=2615 | nome=Vitor | acao=fez um experimento | valor=7692
linha=2616 | nome=Mariana | acao=analisou os resultados | valor=4938
linha=2617 | nome=Vitor | acao=analisou os resultados | valor=1270
linha=2618 | nome=Otavio | acao=fez um experimento | valor=3048
linha=2619 | nome=Felipe | acao=escreveu o relatorio | valor=5551
linha=2620 | nome=Felipe | acao=participou da aula | valor=5884
linha=2621 | nome=Felipe | acao=analisou os resultados | valor=6179
linha=2622 | nome=Renata | acao=participou da aula | valor=6685
linha=2623 | nome=Eduarda | acao=participou da aula | valor=8580
linha=2624 | nome=Natalia | acao=participou da aula | valor=9148
linha=2625 | nome=Gabriela | acao=comparou as metricas | valor=9338
linha=2626 | nome=Karen | acao=escreveu o relatorio | valor=1408
linha=2627 | nome=Sofia | acao=escreveu o relatorio | valor=7175
linha=2628 | nome=Paulo | acao=participou da aula | valor=7691
linha=2629 | nome=Otavio | acao=participou da aula | valor=1634
linha=2630 | nome=Mariana | acao=escreveu o relatorio | valor=6439
linha=2631 | nome=Renata | acao=comparou as metricas | valor=9853
linha=2632 | nome=Paulo | acao=escreveu o relatorio | valor=7417
linha=2633 | nome=Mariana | acao=estudou computacao | valor=1526
linha=2634 | nome=Felipe | acao=otimizou o algoritmo | valor=5965
linha=2635 | nome=Bruno | acao=executou o benchmark | valor=3008
linha=2636 | nome=Lucas | acao=participou da aula | valor=1155
linha=2637 | nome=Felipe | acao=participou da aula | valor=1272
linha=2638 | nome=Carlos | acao=participou da aula | valor=5060
linha=2639 | nome=Igor | acao=fez um experimento | valor=6000
linha=2640 | nome=Gabriela | acao=comparou as metricas | valor=8812
linha=2641 | nome=Igor | acao=participou da aula | valor=2991
linha=2642 | nome=Bruno | acao=participou da aula | valor=2143
linha=2643 | nome=Eduarda | acao=escreveu o relatorio | valor=1476
linha=2644 | nome=Helena | acao=participou da aula | valor=6406
linha=2645 | nome=Ana | acao=participou da aula | valor=6491
linha=2646 | nome=Vitor | acao=comparou as metricas | valor=9795
linha=2647 | nome=Natalia | acao=comparou as metricas | valor=2516
linha=2648 | nome=Eduarda | acao=escreveu o relatorio | valor=1835
linha=2649 | nome=Daniela | acao=executou o benchmark | valor=8053
linha=2650 | nome=Karen | acao=analisou os resultados | valor=8991
linha=2651 | nome=Joao | acao=estudou computacao | valor=3037
linha=2652 | nome=Daniela | acao=escreveu o relatorio | valor=3876
linha=2653 | nome=Renata | acao=otimizou o algoritmo | valor=9612
linha=2654 | nome=Helena | acao=otimizou o algoritmo | valor=9332
linha=2655 | nome=Gabriela | acao=escreveu o relatorio | valor=3584
linha=2656 | nome=Joao | acao=comparou as metricas | valor=4680
linha=2657 | nome=Joao | acao=otimizou o algoritmo | valor=9037
linha=2658 | nome=Paulo | acao=otimizou o algoritmo | valor=4624
linha=2659 | nome=Otavio | acao=escreveu o relatorio | valor=7373
linha=2660 | nome=Carlos | acao=otimizou o algoritmo | valor=2922
linha=2661 | nome=Mariana | acao=estudou computacao | valor=7927
linha=2662 | nome=Natalia | acao=participou da aula | valor=6285
linha=2663 | nome=Mariana | acao=estudou computacao | valor=2937
linha=2664 | nome=Ana | acao=fez um experimento | valor=8677
linha=2665 | nome=Ana | acao=otimizou o algoritmo | valor=6064
linha=2666 | nome=Otavio | acao=escreveu o relatorio | valor=6656
linha=2667 | nome=Lucas | acao=escreveu o relatorio | valor=9361
linha=2668 | nome=Karen | acao=comparou as metricas | valor=5330
linha=2669 | nome=Gabriela | acao=participou da aula | valor=9391
linha=2670 | nome=Ana | acao=executou o benchmark | valor=2180
linha=2671 | nome=Natalia | acao=fez um experimento | valor=6170
linha=2672 | nome=Felipe | acao=executou o benchmark | valor=7009
linha=2673 | nome=Bruno | acao=escreveu o relatorio | valor=8471
linha=2674 | nome=Renata | acao=estudou computacao | valor=2246
linha=2675 | nome=Bruno | acao=fez um experimento | valor=1678
linha=2676 | nome=Carlos | acao=otimizou o algoritmo | valor=8420
linha=2677 | nome=Tiago | acao=escreveu o relatorio | valor=1364
linha=2678 | nome=Paulo | acao=participou da aula | valor=5874
linha=2679 | nome=Bruno | acao=fez um experimento | valor=5836
linha=2680 | nome=Vitor | acao=analisou os resultados | valor=7839
linha=2681 | nome=Sofia | acao=comparou as metricas | valor=8005
linha=2682 | nome=Vitor | acao=participou da aula | valor=9995
linha=2683 | nome=Ana | acao=fez um experimento | valor=4661
linha=2684 | nome=Eduarda | acao=otimizou o algoritmo | valor=5428
linha=2685 | nome=Lucas | acao=analisou os resultados | valor=7638
linha=2686 | nome=Helena | acao=comparou as metricas | valor=6216
linha=2687 | nome=Ana | acao=fez um experimento | valor=3246
linha=2688 | nome=Natalia | acao=comparou as metricas | valor=4340
linha=2689 | nome=Joao | acao=comparou as metricas | valor=6144
linha=2690 | nome=Tiago | acao=analisou os resultados | valor=1706
linha=2691 | nome=Bruno | acao=estudou computacao | valor=5726
linha=2692 | nome=Sofia | acao=participou da aula | valor=4193
linha=2693 | nome=Ana | acao=analisou os resultados | valor=8632
linha=2694 | nome=Natalia | acao=fez um experimento | valor=5443
linha=2695 | nome=Karen | acao=analisou os resultados | valor=3606
linha=2696 | nome=Daniela | acao=otimizou o algoritmo | valor=3935
linha=2697 | nome=Joao | acao=executou o benchmark | valor=3264
linha=2698 | nome=Bruno | acao=analisou os resultados | valor=7929
linha=2699 | nome=Renata | acao=otimizou o algoritmo | valor=4016
linha=2700 | nome=Felipe | acao=otimizou o algoritmo | valor=8625
linha=2701 | nome=Vitor | acao=analisou os resultados | valor=5430
linha=2702 | nome=Lucas | acao=escreveu o relatorio | valor=5689
linha=2703 | nome=Natalia | acao=comparou as metricas | valor=1749
linha=2704 | nome=Lucas | acao=otimizou o algoritmo | valor=6185
linha=2705 | nome=Bruno | acao=fez um experimento | valor=7382
linha=2706 | nome=Mariana | acao=analisou os resultados | valor=8504
linha=2707 | nome=Paulo | acao=otimizou o algoritmo | valor=3583
linha=2708 | nome=Gabriela | acao=estudou computacao | valor=4424
linha=2709 | nome=Eduarda | acao=executou o benchmark | valor=2614
linha=2710 | nome=Natalia | acao=escreveu o relatorio | valor=5611
linha=2711 | nome=Mariana | acao=fez um experimento | valor=2884
linha=2712 | nome=Mariana | acao=escreveu o relatorio | valor=7568
linha=2713 | nome=Felipe | acao=executou o benchmark | valor=5487
linha=2714 | nome=Mariana | acao=escreveu o relatorio | valor=6046
linha=2715 | nome=Daniela | acao=fez um experimento | valor=5217
linha=2716 | nome=Lucas | acao=fez um experimento | valor=3671
linha=2717 | nome=Natalia | acao=participou da aula | valor=5241
linha=2718 | nome=Lucas | acao=fez um experimento | valor=1394
linha=2719 | nome=Natalia | acao=estudou computacao | valor=9830
linha=2720 | nome=Carlos | acao=analisou os resultados | valor=8483
linha=2721 | nome=Igor | acao=fez um experimento | valor=4566
linha=2722 | nome=Bruno | acao=executou o benchmark | valor=7468
linha=2723 | nome=Lucas | acao=estudou computacao | valor=9612
linha=2724 | nome=Natalia | acao=comparou as metricas | valor=4625
linha=2725 | nome=Paulo | acao=fez um experimento | valor=6892
linha=2726 | nome=Paulo | acao=estudou computacao | valor=8422
linha=2727 | nome=Otavio | acao=comparou as metricas | valor=6881
linha=2728 | nome=Eduarda | acao=escreveu o relatorio | valor=3097
linha=2729 | nome=Carlos | acao=estudou computacao | valor=8282
linha=2730 | nome=Bruno | acao=estudou computacao | valor=6023
linha=2731 | nome=Mariana | acao=fez um experimento | valor=7550
linha=2732 | nome=Daniela | acao=executou o benchmark | valor=5065
linha=2733 | nome=Mariana | acao=executou o benchmark | valor=7563
linha=2734 | nome=Natalia | acao=executou o benchmark | valor=2700
linha=2735 | nome=Helena | acao=analisou os resultados | valor=2392
linha=2736 | nome=Tiago | acao=comparou as metricas | valor=8749
linha=2737 | nome=Otavio | acao=executou o benchmark | valor=2731
linha=2738 | nome=Ana | acao=executou o benchmark | valor=4362
linha=2739 | nome=Lucas | acao=escreveu o relatorio | valor=6923
linha=2740 | nome=Joao | acao=escreveu o relatorio | valor=1830
linha=2741 | nome=Tiago | acao=comparou as metricas | valor=1634
linha=2742 | nome=Gabriela | acao=escreveu o relatorio | valor=9171
linha=2743 | nome=Eduarda | acao=analisou os resultados | valor=6329
linha=2744 | nome=Tiago | acao=analisou os resultados | valor=7940
linha=2745 | nome=Tiago | acao=estudou computacao | valor=2799
linha=2746 | nome=Ana | acao=otimizou o algoritmo | valor=1203
linha=2747 | nome=Bruno | acao=escreveu o relatorio | valor=9816
linha=2748 | nome=Natalia | acao=comparou as metricas | valor=9521
linha=2749 | nome=Joao | acao=estudou computacao | valor=3860
linha=2750 | nome=Igor | acao=fez um experimento | valor=9029
linha=2751 | nome=Vitor | acao=otimizou o algoritmo | valor=2090
linha=2752 | nome=Carlos | acao=executou o benchmark | valor=9363
linha=2753 | nome=Joao | acao=participou da aula | valor=3720
linha=2754 | nome=Gabriela | acao=estudou computacao | valor=4742
linha=2755 | nome=Paulo | acao=comparou as metricas | valor=7103
linha=2756 | nome=Mariana | acao=fez um experimento | valor=1068
linha=2757 | nome=Natalia | acao=escreveu o relatorio | valor=1319
linha=2758 | nome=Bruno | acao=fez um experimento | valor=2529
linha=2759 | nome=Daniela | acao=comparou as metricas | valor=5291
linha=2760 | nome=Lucas | acao=otimizou o algoritmo | valor=5827
linha=2761 | nome=Mariana | acao=escreveu o relatorio | valor=6700
linha=2762 | nome=Igor | acao=executou o benchmark | valor=7972
linha=2763 | nome=Vitor | acao=otimizou o algoritmo | valor=3232
linha=2764 | nome=Tiago | acao=participou da aula | valor=6775
