linha=1 | nome=Bruno | acao=escreveu o relatorio | valor=8028
linha=2622 | nome=Sofia | acao=participou da aula | valor=2251
linha=2623 | nome=Karen | acao=analisou os resultados | valor=6587
linha=2624 | nome=Karen | acao=participou da aula | valor=9352
linha=2625 | nome=Helena | acao=comparou as metricas | valor=9864
linha=2626 | nome=Joao | acao=comparou as metricas | valor=5407
linha=2627 | nome=Joao | acao=escreveu o relatorio | valor=2249
linha=2628 | nome=Bruno | acao=estudou computacao | valor=7353
linha=2629 | nome=Lucas | acao=estudou computacao | valor=7938
linha=2630 | nome=Igor | acao=analisou os resultados | valor=9549
linha=2631 | nome=Bruno | acao=analisou os resultados | valor=6829
linha=2632 | nome=Mariana | acao=comparou as metricas | valor=4627
linha=2633 | nome=Ana | acao=comparou as metricas | valor=8623
linha=2634 | nome=Carlos | acao=analisou os resultados | valor=4084
linha=2635 | nome=Joao | acao=analisou os resultados | valor=6068
linha=2636 | nome=Igor | acao=estudou computacao | valor=2009
linha=2637 | nome=Gabriela | acao=escreveu o relatorio | valor=6575
linha=2638 | nome=Lucas | acao=analisou os resultados | valor=9444
linha=2639 | nome=Gabriela | acao=fez um experimento | valor=2742
linha=2640 | nome=Gabriela | acao=participou da aula | valor=6578
linha=2641 | nome=Lucas | acao=analisou os resultados | valor=2603
linha=2642 | nome=Renata | acao=fez um experimento | valor=5813
linha=2643 | nome=Joao | acao=otimizou o algoritmo | valor=8233
linha=2644 | nome=Paulo | acao=comparou as metricas | valor=2226
linha=2645 | nome=Ana | acao=otimizou o algoritmo | valor=8363
linha=2646 | nome=Mariana | acao=participou da aula | valor=9853
linha=2647 | nome=Carlos | acao=analisou os resultados | valor=2246
linha=2648 | nome=Bruno | acao=comparou as metricas | valor=8879
linha=2649 | nome=Felipe | acao=estudou computacao | valor=4493
linha=2650 | nome=Lucas | acao=otimizou o algoritmo | valor=8097
linha=2651 | nome=Bruno | acao=estudou computacao | valor=3723
linha=2652 | nome=Tiago | acao=executou o benchmark | valor=7576
linha=2653 | nome=Tiago | acao=escreveu o relatorio | valor=1388
linha=2654 | nome=Helena | acao=analisou os resultados | valor=7541
linha=2655 | nome=Felipe | acao=estudou computacao | valor=5220
linha=2656 | nome=Vitor | acao=analisou os resultados | valor=4913
linha=2657 | nome=Otavio | acao=executou o benchmark | valor=9362
linha=2658 | nome=Mariana | acao=escreveu o relatorio | valor=1819
linha=2659 | nome=Felipe | acao=comparou as metricas | valor=4203
linha=2660 | nome=Natalia | acao=otimizou o algoritmo | valor=6923
linha=2661 | nome=Sofia | acao=comparou as metricas | valor=5068
linha=2662 | nome=Tiago | acao=analisou os resultados | valor=8958
linha=2663 | nome=Joao | acao=escreveu o relatorio | valor=1418
linha=2664 | nome=Mariana | acao=participou da aula | valor=8685
linha=2665 | nome=Vitor | acao=fez um experimento | valor=5865
linha=2666 | nome=Karen | acao=fez um experimento | valor=1449
linha=2667 | nome=Otavio | acao=comparou as metricas | valor=8837
linha=2668 | nome=Otavio | acao=participou da aula | valor=3659
linha=2669 | nome=Helena | acao=participou da aula | valor=4971
linha=2670 | nome=Bruno | acao=executou o benchmark | valor=8442
linha=2671 | nome=Otavio | acao=participou da aula | valor=3997
linha=2672 | nome=Ana | acao=estudou computacao | valor=4172
linha=2673 | nome=Mariana | acao=escreveu o relatorio | valor=3983
linha=2674 | nome=Mariana | acao=otimizou o algoritmo | valor=6357
linha=2675 | nome=Otavio | acao=participou da aula | valor=5994
linha=2676 | nome=Helena | acao=executou o benchmark | valor=5071
linha=2677 | nome=Daniela | acao=otimizou o algoritmo | valor=6390
linha=2678 | nome=Carlos | acao=analisou os resultados | valor=1279
linha=2679 | nome=Carlos | acao=otimizou o algoritmo | valor=3884
linha=2680 | nome=Gabriela | acao=estudou computacao | valor=8051
linha=2681 | nome=Vitor | acao=estudou computacao | valor=2227
linha=2682 | nome=Natalia | acao=estudou computacao | valor=8413
linha=2683 | nome=Gabriela | acao=participou da aula | valor=3497
linha=2684 | nome=Lucas | acao=fez um experimento | valor=9588
linha=2685 | nome=Tiago | acao=comparou as metricas | valor=8927
linha=2686 | nome=Carlos | acao=executou o benchmark | valor=4451
linha=2687 | nome=Otavio | acao=participou da aula | valor=6671
linha=2688 | nome=Sofia | acao=executou o benchmark | valor=8228
linha=2689 | nome=Gabriela | acao=analisou os resultados | valor=9469
linha=2690 | nome=Felipe | acao=executou o benchmark | valor=8520
linha=2691 | nome=Tiago | acao=analisou os resultados | valor=1101
linha=2692 | nome=Felipe | acao=participou da aula | valor=2734
linha=2693 | nome=Mariana | acao=escreveu o relatorio | valor=3092
linha=2694 | nome=Otavio | acao=participou da aula | valor=2068
linha=2695 | nome=Joao | acao=escreveu o relatorio | valor=6553
linha=2696 | nome=Gabriela | acao=otimizou o algoritmo | valor=9297
linha=2697 | nome=Mariana | acao=participou da aula | valor=6678
linha=2698 | nome=Joao | acao=escreveu o relatorio | valor=9994
linha=2699 | nome=Felipe | acao=escreveu o relatorio | valor=4142
linha=2700 | nome=Mariana | acao=executou o benchmark | valor=7721
linha=2701 | nome=Tiago | acao=comparou as metricas | valor=8160
linha=2702 | nome=Bruno | acao=otimizou o algoritmo | valor=5260
linha=2703 | nome=Renata | acao=estudou computacao | valor=2902
linha=2704 | nome=Paulo | acao=participou da aula | valor=4280
linha=2705 | nome=Otavio | acao=participou da aula | valor=1636
linha=2706 | nome=Karen | acao=escreveu o relatorio | valor=1092
linha=2707 | nome=Natalia | acao=executou o benchmark | valor=6840
linha=2708 | nome=Felipe | acao=executou o benchmark | valor=7691
linha=2709 | nome=Bruno | acao=otimizou o algoritmo | valor=3651
linha=2710 | nome=Bruno | acao=escreveu o relatorio | valor=5423
linha=2711 | nome=Carlos | acao=participou da aula | valor=7079
linha=2712 | nome=Sofia | acao=otimizou o algoritmo | valor=1032
linha=2713 | nome=Joao | acao=analisou os resultados | valor=6120
linha=2714 | nome=Mariana | acao=participou da aula | valor=6887
linha=2715 | nome=Otavio | acao=analisou os resultados | valor=9475
linha=2716 | nome=Igor | acao=participou da aula | valor=6150
linha=2717 | nome=Lucas | acao=analisou os resultados | valor=1829
linha=2718 | nome=Karen | acao=estudou computacao | valor=4355
linha=2719 | nome=Tiago | acao=fez um experimento | valor=1376
linha=2720 | nome=Mariana | acao=executou o benchmark | valor=7153
linha=2721 | nome=Natalia | acao=participou da aula | valor=8883
linha=2722 | nome=Sofia | acao=fez um experimento | valor=8852
linha=2723 | nome=Paulo | acao=participou da aula | valor=7068
linha=2724 | nome=Sofia | acao=fez um experimento | valor=5804
linha=2725 | nome=Paulo | acao=analisou os resultados | valor=6500
linha=2726 | nome=Paulo | acao=estudou computacao | valor=2755
linha=2727 | nome=Ana | acao=executou o benchmark | valor=6228
linha=2728 | nome=Eduarda | acao=fez um experimento | valor=3045
linha=2729 | nome=Ana | acao=participou da aula | valor=4182
linha=2730 | nome=Karen | acao=otimizou o algoritmo | valor=6908
linha=2731 | nome=Helena | acao=analisou os resultados | valor=4280
linha=2732 | nome=Bruno | acao=analisou os resultados | valor=5760
linha=2733 | nome=Bruno | acao=comparou as metricas | valor=5766
linha=2734 | nome=Carlos | acao=estudou computacao | valor=2127
linha=2735 | nome=Joao | acao=participou da aula | valor=4411
linha=2736 | nome=Lucas | acao=executou o benchmark | valor=2573
linha=2737 | nome=Daniela | acao=estudou computacao | valor=4729
linha=2738 | nome=Paulo | acao=comparou as metricas | valor=6558
linha=2739 | nome=Carlos | acao=fez um experimento | valor=4247
linha=2740 | nome=Igor | acao=estudou computacao | valor=5290
linha=2741 | nome=Gabriela | acao=fez um experimento | valor=1697
linha=2742 | nome=Daniela | acao=fez um experimento | valor=8938
linha=2743 | nome=Joao | acao=fez um experimento | valor=7684
linha=2744 | nome=Bruno | acao=escreveu o relatorio | valor=1392
linha=2745 | nome=Felipe | acao=participou da aula | valor=5645
linha=2746 | nome=Carlos | acao=escreveu o relatorio | valor=9962
linha=2747 | nome=Joao | acao=escreveu o relatorio | valor=4769
linha=2748 | nome=Helena | acao=analisou os resultados | valor=1243
linha=2749 | nome=Mariana | acao=otimizou o algoritmo | valor=8451
linha=2750 | nome=Daniela | acao=escreveu o relatorio | valor=6190
linha=2751 | nome=Natalia | acao=fez um experimento | valor=4661
linha=2752 | nome=Gabriela | acao=comparou as metricas | valor=6479
linha=2753 | nome=Paulo | acao=estudou computacao | valor=9228
linha=2754 | nome=Karen | acao=estudou computacao | valor=9691
linha=2755 | nome=Bruno | acao=comparou as metricas | valor=3154
linha=2756 | nome=Renata | acao=escreveu o relatorio | valor=2892
linha=2757 | nome=Otavio | acao=otimizou o algoritmo | valor=8332
linha=2758 | nome=Paulo | acao=comparou as metricas | valor=5536
linha=2759 | nome=Vitor | acao=comparou as metricas | valor=3703
linha=2760 | nome=Vitor | acao=otimizou o algoritmo | valor=3243
linha=2761 | nome=Carlos | acao=otimizou o algoritmo | valor=6133
linha=2762 | nome=Renata | acao=escreveu o relatorio | valor=7429
linha=2763 | nome=Gabriela | acao=comparou as metricas | valor=7440
linha=2764 | nome=Felipe | acao=participou da aula | valor=5489
linha=2765 | nome=Ana | acao=estudou computacao | valor=9151
linha=2766 | nome=Paulo | acao=fez um experimento | valor=2892
linha=2767 | nome=Helena | acao=fez um experimento | valor=3533
linha=2768 | nome=Felipe | acao=estudou computacao | valor=4288
linha=2769 | nome=Natalia | acao=comparou as metricas | valor=7157
linha=2770 | nome=Mariana | acao=estudou computacao | valor=7882
linha=2771 | nome=Helena | acao=executou o benchmark | valor=3729
linha=2772 | nome=Carlos | acao=escreveu o relatorio | valor=5424
linha=2773 | nome=Vitor | acao=comparou as metricas | valor=1228
linha=2774 | nome=Natalia | acao=otimizou o algoritmo | valor=6523
linha=2775 | nome=Ana | acao=comparou as metricas | valor=5272
linha=2776 | nome=Igor | acao=executou o benchmark | valor=4169
linha=2777 | nome=Joao | acao=analisou os resultados | valor=6315
linha=2778 | nome=Ana | acao=fez um experimento | valor=1680
linha=2779 | nome=Carlos | acao=executou o benchmark | valor=7291
linha=2780 | nome=Helena | acao=executou o benchmark | valor=3715
linha=2781 | nome=Eduarda | acao=otimizou o algoritmo | valor=6480
linha=2782 | nome=Gabriela | acao=fez um experimento | valor=8437
linha=2783 | nome=Lucas | acao=participou da aula | valor=4744
linha=2784 | nome=Igor | acao=estudou computacao | valor=7072
linha=2785 | nome=Mariana | acao=comparou as metricas | valor=2285
linha=2786 | nome=Eduarda | acao=estudou computacao | valor=1199
linha=2787 | nome=Mariana | acao=otimizou o algoritmo | valor=4884
linha=2788 | nome=Paulo | acao=escreveu o relatorio | valor=4261
linha=2789 | nome=Otavio | acao=analisou os resultados | valor=5888
linha=2790 | nome=Renata | acao=otimizou o algoritmo | valor=4433
linha=2791 | nome=Lucas | acao=otimizou o algoritmo | valor=2157
linha=2792 | nome=Sofia | acao=otimizou o algoritmo | valor=2670
linha=2793 | nome=Tiago | acao=fez um experimento | valor=5707
linha=2794 | nome=Joao | acao=escreveu o relatorio | valor=7405
linha=2795 | nome=Igor | acao=comparou as metricas | valor=9707
linha=2796 | nome=Karen | acao=fez um experimento | valor=4487
linha=2797 | nome=Natalia | acao=comparou as metricas | valor=6513
linha=2798 | nome=Carlos | acao=escreveu o relatorio | valor=2852
linha=2799 | nome=Sofia | acao=participou da aula | valor=9734
linha=2800 | nome=Mariana | acao=analisou os resultados | valor=1508
linha=2801 | nome=Eduarda | acao=executou o benchmark | valor=8469
linha=2802 | nome=Natalia | acao=executou o benchmark | valor=8917
linha=2803 | nome=Felipe | acao=comparou as metricas | valor=6496
linha=2804 | nome=Daniela | acao=otimizou o algoritmo | valor=7083
linha=2805 | nome=Bruno | acao=estudou computacao | valor=4549
linha=2806 | nome=Eduarda | acao=participou da aula | valor=7592
linha=2807 | nome=Ana | acao=participou da aula | valor=3927
linha=2808 | nome=Ana | acao=fez um experimento | valor=8728
linha=2809 | nome=Mariana | acao=analisou os resultados | valor=5363
linha=2810 | nome=Renata | acao=otimizou o algoritmo | valor=2630
linha=2811 | nome=Karen | acao=escreveu o relatorio | valor=8774
linha=2812 | nome=Lucas | acao=executou o benchmark | valor=9420
linha=2813 | nome=Natalia | acao=analisou os resultados | valor=9480
linha=2814 | nome=Otavio | acao=escreveu o relatorio | valor=7757
linha=2815 | nome=Karen | acao=escreveu o relatorio | valor=6609
linha=2816 | nome=Otavio | acao=otimizou o algoritmo | valor=1837
linha=2817 | nome=Gabriela | acao=executou o benchmark | valor=7293
linha=2818 | nome=Joao | acao=comparou as metricas | valor=9178
linha=2819 | nome=Mariana | acao=fez um experimento | valor=2922
linha=2820 | nome=Lucas | acao=escreveu o relatorio | valor=6488
linha=2821 | nome=Vitor | acao=participou da aula | valor=7406
linha=2822 | nome=Carlos | acao=comparou as metricas | valor=1057
linha=2823 | nome=Gabriela | acao=comparou as metricas | valor=3077
linha=2824 | nome=Gabriela | acao=estudou computacao | valor=7698
linha=2825 | nome=Eduarda | acao=executou o benchmark | valor=1685
linha=2826 | nome=Otavio | acao=participou da aula | valor=9775
linha=2827 | nome=Daniela | acao=participou da aula | valor=8260
linha=2828 | nome=Felipe | acao=comparou as metricas | valor=7476
linha=2829 | nome=Helena | acao=analisou os resultados | valor=7225
linha=2830 | nome=Natalia | acao=comparou as metricas | valor=8111
linha=2831 | nome=Karen | acao=otimizou o algoritmo | valor=6311
linha=2832 | nome=Sofia | acao=executou o benchmark | valor=9493
linha=2833 | nome=Lucas | acao=estudou computacao | valor=6977
linha=2834 | nome=Joao | acao=escreveu o relatorio | valor=4458
linha=2835 | nome=Paulo | acao=executou o benchmark | valor=7508
linha=2836 | nome=Bruno | acao=escreveu o relatorio | valor=7610
linha=2837 | nome=Otavio | acao=escreveu o relatorio | valor=9880
linha=2838 | nome=Paulo | acao=participou da aula | valor=7592
linha=2839 | nome=Natalia | acao=fez um experimento | valor=5655
linha=2840 | nome=Carlos | acao=participou da aula | valor=1809
linha=2841 | nome=Ana | acao=executou o benchmark | valor=7118
linha=2842 | nome=Helena | acao=participou da aula | valor=7659
linha=2843 | nome=Renata | acao=comparou as metricas | valor=9757
linha=2844 | nome=Sofia | acao=executou o benchmark | valor=8436
linha=2845 | nome=Ana | acao=executou o benchmark | valor=3824
linha=2846 | nome=Igor | acao=analisou os resultados | valor=6236
linha=2847 | nome=Natalia | acao=analisou os resultados | valor=8962
linha=2848 | nome=Karen | acao=executou o benchmark | valor=4266
linha=2849 | nome=Mariana | acao=participou da aula | valor=4709
linha=2850 | nome=Karen | acao=escreveu o relatorio | valor=6971
linha=2851 | nome=Paulo | acao=comparou as metricas | valor=1878
linha=2852 | nome=Igor | acao=participou da aula | valor=4032
linha=2853 | nome=Joao | acao=otimizou o algoritmo | valor=5918
linha=2854 | nome=Daniela | acao=fez um experimento | valor=1783
linha=2855 | nome=Ana | acao=otimizou o algoritmo | valor=1449
linha=2856 | nome=Helena | acao=participou da aula | valor=3497
linha=2857 | nome=Eduarda | acao=otimizou o algoritmo | valor=9840
linha=2858 | nome=Sofia | acao=estudou computacao | valor=2120
linha=2859 | nome=Karen | acao=fez um experimento | valor=5862
linha=2860 | nome=Bruno | acao=participou da aula | valor=8533
linha=2861 | nome=Lucas | acao=escreveu o relatorio | valor=5619
linha=2862 | nome=Bruno | acao=analisou os resultados | valor=1502
linha=2863 | nome=Sofia | acao=analisou os resultados | valor=2893
linha=2864 | nome=Mariana | acao=comparou as metricas | valor=1607
linha=2865 | nome=Mariana | acao=estudou computacao | valor=2709
linha=2866 | nome=Eduarda | acao=executou o benchmark | valor=5600
linha=2867 | nome=Sofia | acao=otimizou o algoritmo | valor=4649
linha=2868 | nome=Carlos | acao=participou da aula | valor=8765
linha=2869 | nome=Gabriela | acao=fez um experimento | valor=6881
linha=2870 | nome=Bruno | acao=otimizou o algoritmo | valor=4266
linha=2871 | nome=Ana | acao=escreveu o relatorio | valor=1874
linha=2872 | nome=Mariana | acao=analisou os resultados | valor=8745
linha=2873 | nome=Daniela | acao=otimizou o algoritmo | valor=5352
linha=2874 | nome=Igor | acao=executou o benchmark | valor=2773
linha=2875 | nome=Sofia | acao=otimizou o algoritmo | valor=2316
linha=2876 | nome=Karen | acao=fez um experimento | valor=7071
linha=2877 | nome=Paulo | acao=participou da aula | valor=9411
linha=2878 | nome=Eduarda | acao=analisou os resultados | valor=5619
linha=2879 | nome=Otavio | acao=escreveu o relatorio | valor=6067
linha=2880 | nome=Sofia | acao=comparou as metricas | valor=1064
linha=2881 | nome=Lucas | acao=escreveu o relatorio | valor=1342
linha=2882 | nome=Carlos | acao=participou da aula | valor=3527
linha=2883 | nome=Gabriela | acao=estudou computacao | valor=2400
linha=2884 | nome=Lucas | acao=fez um experimento | valor=7824
linha=2885 | nome=Bruno | acao=comparou as metricas | valor=8663
linha=2886 | nome=Daniela | acao=participou da aula | valor=4957
linha=2887 | nome=Joao | acao=analisou os resultados | valor=5030
linha=2888 | nome=Gabriela | acao=analisou os resultados | valor=5661
linha=2889 | nome=Carlos | acao=fez um experimento | valor=6620
linha=2890 | nome=Eduarda | acao=otimizou o algoritmo | valor=1667
linha=2891 | nome=Joao | acao=analisou os resultados | valor=9547
linha=2892 | nome=Daniela | acao=executou o benchmark | valor=6701
linha=2893 | nome=Daniela | acao=estudou computacao | valor=2630
linha=2894 | nome=Paulo | acao=fez um experimento | valor=6769
linha=2895 | nome=Renata | acao=comparou as metricas | valor=9773
linha=2896 | nome=Felipe | acao=executou o benchmark | valor=8710
linha=2897 | nome=Daniela | acao=escreveu o relatorio | valor=4545
linha=2898 | nome=Lucas | acao=analisou os resultados | valor=5980
linha=2899 | nome=Helena | acao=escreveu o relatorio | valor=1979
linha=2900 | nome=Karen | acao=comparou as metricas | valor=4799
linha=2901 | nome=Felipe | acao=estudou computacao | valor=8076
linha=2902 | nome=Felipe | acao=comparou as metricas | valor=1034
linha=2903 | nome=Vitor | acao=escreveu o relatorio | valor=9980
linha=2904 | nome=Paulo | acao=escreveu o relatorio | valor=8293
linha=2905 | nome=Felipe | acao=participou da aula | valor=1627
linha=2906 | nome=Daniela | acao=comparou as metricas | valor=5647
linha=2907 | nome=Tiago | acao=estudou computacao | valor=5896
linha=2908 | nome=Joao | acao=comparou as metricas | valor=1992
linha=2909 | nome=Otavio | acao=escreveu o relatorio | valor=3510
linha=2910 | nome=Lucas | acao=otimizou o algoritmo | valor=5996
linha=2911 | nome=Sofia | acao=analisou os resultados | valor=9057
linha=2912 | nome=Renata | acao=estudou computacao | valor=3604
linha=2913 | nome=Helena | acao=executou o benchmark | valor=3077
linha=2914 | nome=Sofia | acao=analisou os resultados | valor=2263
linha=2915 | nome=Natalia | acao=otimizou o algoritmo | valor=9398
linha=2916 | nome=Ana | acao=participou da aula | valor=5501
linha=2917 | nome=Karen | acao=analisou os resultados | valor=2602
linha=2918 | nome=Helena | acao=participou da aula | valor=8575
linha=2919 | nome=Mariana | acao=otimizou o algoritmo | valor=2547
linha=2920 | nome=Helena | acao=executou o benchmark | valor=6618
linha=2921 | nome=Tiago | acao=analisou os resultados | valor=3771
linha=2922 | nome=Sofia | acao=fez um experimento | valor=9543
linha=2923 | nome=Renata | acao=comparou as metricas | valor=6608
linha=2924 | nome=Natalia | acao=analisou os resultados | valor=1339
linha=2925 | nome=Igor | acao=otimizou o algoritmo | valor=3523
linha=2926 | nome=Renata | acao=otimizou o algoritmo | valor=3027
linha=2927 | nome=Vitor | acao=estudou computacao | valor=4564
linha=2928 | nome=Renata | acao=comparou as metricas | valor=7886
linha=2929 | nome=Carlos | acao=analisou os resultados | valor=4979
linha=2930 | nome=Vitor | acao=executou o benchmark | valor=3671
linha=2931 | nome=Natalia | acao=estudou computacao | valor=6429
linha=2932 | nome=Igor | acao=executou o benchmark | valor=3292
linha=2933 | nome=Felipe | acao=escreveu o relatorio | valor=7074
linha=2934 | nome=Sofia | acao=otimizou o algoritmo | valor=5834
linha=2935 | nome=Gabriela | acao=escreveu o relatorio | valor=7654
linha=2936 | nome=Mariana | acao=comparou as metricas | valor=6465
linha=2937 | nome=Natalia | acao=comparou as metricas | valor=6230
linha=2938 | nome=Helena | acao=fez um experimento | valor=8859
linha=2939 | nome=Vitor | acao=escreveu o relatorio | valor=7798
linha=2940 | nome=Lucas | acao=analisou os resultados | valor=9169
linha=2941 | nome=Gabriela | acao=otimizou o algoritmo | valor=2637
linha=2942 | nome=Vitor | acao=escreveu o relatorio | valor=2275
linha=2943 | nome=Sofia | acao=otimizou o algoritmo | valor=6785
linha=2944 | nome=Natalia | acao=executou o benchmark | valor=9830
linha=2945 | nome=Tiago | acao=analisou os resultados | valor=4973
linha=2946 | nome=Helena | acao=analisou os resultados | valor=9000
linha=2947 | nome=Carlos | acao=comparou as metricas | valor=1317
linha=2948 | nome=Carlos | acao=comparou as metricas | valor=8702
linha=2949 | nome=Sofia | acao=fez um experimento | valor=5403
linha=2950 | nome=Lucas | acao=analisou os resultados | valor=7947
linha=2951 | nome=Sofia | acao=executou o benchmark | valor=4403
linha=2952 | nome=Mariana | acao=estudou computacao | valor=2107
linha=2953 | nome=Gabriela | acao=otimizou o algoritmo | valor=2916
linha=2954 | nome=Tiago | acao=analisou os resultados | valor=8224
linha=2955 | nome=Renata | acao=estudou computacao | valor=3527
linha=2956 | nome=Joao | acao=comparou as metricas | valor=7323
linha=2957 | nome=Felipe | acao=participou da aula | valor=5614
linha=2958 | nome=Daniela | acao=fez um experimento | valor=3572
linha=2959 | nome=Natalia | acao=estudou computacao | valor=9158
linha=2960 | nome=Mariana | acao=estudou computacao | valor=7580
linha=2961 | nome=Bruno | acao=comparou as metricas | valor=8339
linha=2962 | nome=Paulo | acao=comparou as metricas | valor=3378
linha=2963 | nome=Daniela | acao=otimizou o algoritmo | valor=4014
linha=2964 | nome=Karen | acao=escreveu o relatorio | valor=1270
linha=2965 | nome=Renata | acao=estudou computacao | valor=7391
linha=2966 | nome=Sofia | acao=participou da aula | valor=5258
linha=2967 | nome=Otavio | acao=estudou computacao | valor=4056
linha=2968 | nome=Otavio | acao=comparou as metricas | valor=4783
linha=2969 | nome=Mariana | acao=analisou os resultados | valor=8298
linha=2970 | nome=Igor | acao=otimizou o algoritmo | valor=8930
linha=2971 | nome=Lucas | acao=comparou as metricas | valor=7721
linha=2972 | nome=Mariana | acao=analisou os resultados | valor=1747
linha=2973 | nome=Eduarda | acao=fez um experimento | valor=1936
linha=2974 | nome=Igor | acao=escreveu o relatorio | valor=7157
linha=2975 | nome=Lucas | acao=comparou as metricas | valor=2100
linha=2976 | nome=Karen | acao=estudou computacao | valor=3997
linha=2977 | nome=Bruno | acao=otimizou o algoritmo | valor=5922
linha=2978 | nome=Felipe | acao=comparou as metricas | valor=5000
linha=2979 | nome=Bruno | acao=participou da aula | valor=6547
linha=2980 | nome=Mariana | acao=otimizou o algoritmo | valor=4310
linha=2981 | nome=Karen | acao=executou o benchmark | valor=9180
linha=2982 | nome=Karen | acao=comparou as metricas | valor=3384
linha=2983 | nome=Igor | acao=otimizou o algoritmo | valor=2112
linha=2984 | nome=Otavio | acao=participou da aula | valor=8555
linha=2985 | nome=Felipe | acao=estudou computacao | valor=5462
linha=2986 | nome=Ana | acao=escreveu o relatorio | valor=6875
linha=2987 | nome=Gabriela | acao=estudou computacao | valor=8911
linha=2988 | nome=Bruno | acao=analisou os resultados | valor=6800
linha=2989 | nome=Renata | acao=otimizou o algoritmo | valor=8396
linha=2990 | nome=Daniela | acao=participou da aula | valor=3486
linha=2991 | nome=Karen | acao=analisou os resultados | valor=1623
linha=2992 | nome=Renata | acao=participou da aula | valor=2632
linha=2993 | nome=Vitor | acao=otimizou o algoritmo | valor=1468
linha=2994 | nome=Mariana | acao=escreveu o relatorio | valor=7406
linha=2995 | nome=Gabriela | acao=estudou computacao | valor=2590
linha=2996 | nome=Lucas | acao=executou o benchmark | valor=9638
linha=2997 | nome=Tiago | acao=executou o benchmark | valor=6899
linha=2998 | nome=Helena | acao=comparou as metricas | valor=1224
linha=2999 | nome=Vitor | acao=otimizou o algoritmo | valor=7783
linha=3000 | nome=Mariana | acao=comparou as metricas | valor=5804
linha=3001 | nome=Gabriela | acao=escreveu o relatorio | valor=2100
linha=3002 | nome=Joao | acao=analisou os resultados | valor=3435
linha=3003 | nome=Gabriela | acao=participou da aula | valor=8636
linha=3004 | nome=Paulo | acao=participou da aula | valor=9531
linha=3005 | nome=Natalia | acao=estudou computacao | valor=9295
linha=3006 | nome=Bruno | acao=comparou as metricas | valor=1056
linha=3007 | nome=Lucas | acao=comparou as metricas | valor=6569
linha=3008 | nome=Mariana | acao=estudou computacao | valor=5533
linha=3009 | nome=Paulo | acao=executou o benchmark | valor=9554
linha=3010 | nome=Carlos | acao=otimizou o algoritmo | valor=4878
linha=3011 | nome=Ana | acao=participou da aula | valor=3779
linha=3012 | nome=Sofia | acao=estudou computacao | valor=3065
linha=3013 | nome=Ana | acao=analisou os resultados | valor=4525
linha=3014 | nome=Mariana | acao=analisou os resultados | valor=4096
linha=3015 | nome=Ana | acao=comparou as metricas | valor=1217
linha=3016 | nome=Renata | acao=fez um experimento | valor=1779
linha=3017 | nome=Vitor | acao=participou da aula | valor=5083
linha=3018 | nome=Otavio | acao=estudou computacao | valor=2448
linha=3019 | nome=Vitor | acao=participou da aula | valor=6134
linha=3020 | nome=Ana | acao=otimizou o algoritmo | valor=7423
linha=3021 | nome=Renata | acao=executou o benchmark | valor=6964
linha=3022 | nome=Lucas | acao=estudou computacao | valor=5867
linha=3023 | nome=Natalia | acao=escreveu o relatorio | valor=1164
linha=3024 | nome=Sofia | acao=fez um experimento | valor=7434
linha=3025 | nome=Otavio | acao=executou o benchmark | valor=5067
linha=3026 | nome=Felipe | acao=analisou os resultados | valor=2649
linha=3027 | nome=Otavio | acao=otimizou o algoritmo | valor=7583
linha=3028 | nome=Daniela | acao=escreveu o relatorio | valor=5378
linha=3029 | nome=Helena | acao=executou o benchmark | valor=2042
linha=3030 | nome=Renata | acao=fez um experimento | valor=9689
linha=3031 | nome=Igor | acao=estudou computacao | valor=8510
linha=3032 | nome=Paulo | acao=participou da aula | valor=2983
linha=3033 | nome=Carlos | acao=participou da aula | valor=3405
linha=3034 | nome=Ana | acao=estudou computacao | valor=1884
linha=3035 | nome=Eduarda | acao=analisou os resultados | valor=7644
linha=3036 | nome=Ana | acao=otimizou o algoritmo | valor=2905
linha=3037 | nome=Igor | acao=estudou computacao | valor=3736
linha=3038 | nome=Felipe | acao=comparou as metricas | valor=9600
linha=3039 | nome=Carlos | acao=otimizou o algoritmo | valor=9757
linha=3040 | nome=Bruno | acao=participou da aula | valor=9745
linha=3041 | nome=Sofia | acao=participou da aula | valor=8344
linha=3042 | nome=Renata | acao=comparou as metricas | valor=2474
linha=3043 | nome=Gabriela | acao=fez um experimento | valor=9663
linha=3044 | nome=Sofia | acao=analisou os resultados | valor=9454
linha=3045 | nome=Felipe | acao=participou da aula | valor=7442
linha=3046 | nome=Vitor | acao=analisou os resultados | valor=8819
linha=3047 | nome=Ana | acao=analisou os resultados | valor=8610
linha=3048 | nome=Eduarda | acao=analisou os resultados | valor=9591
linha=3049 | nome=Daniela | acao=comparou as metricas | valor=1387
linha=3050 | nome=Natalia | acao=estudou computacao | valor=3428
linha=3051 | nome=Daniela | acao=otimizou o algoritmo | valor=2237
linha=3052 | nome=Vitor | acao=otimizou o algoritmo | valor=5702
linha=3053 | nome=Carlos | acao=escreveu o relatorio | valor=4636
linha=3054 | nome=Bruno | acao=comparou as metricas | valor=6492
linha=3055 | nome=Bruno | acao=analisou os resultados | valor=5407
linha=3056 | nome=Eduarda | acao=fez um experimento | valor=8244
linha=3057 | nome=Otavio | acao=otimizou o algoritmo | valor=6186
linha=3058 | nome=Mariana | acao=participou da aula | valor=3063
