linha=1 | nome=Joao | acao=comparou as metricas | valor=7931
linha=2243 | nome=Eduarda | acao=executou o benchmark | valor=9575
linha=2244 | nome=Karen | acao=fez um experimento | valor=5364
linha=2245 | nome=Lucas | acao=escreveu o relatorio | valor=2331
linha=2246 | nome=Helena | acao=analisou os resultados | valor=9703
linha=2247 | nome=Natalia | acao=analisou os resultados | valor=6453
linha=2248 | nome=Felipe | acao=participou da aula | valor=7842
linha=2249 | nome=Tiago | acao=escreveu o relatorio | valor=7151
linha=2250 | nome=Bruno | acao=fez um experimento | valor=8852
linha=2251 | nome=Otavio | acao=estudou computacao | valor=1060
linha=2252 | nome=Lucas | acao=analisou os resultados | valor=6411
linha=2253 | nome=Mariana | acao=executou o benchmark | valor=1927
linha=2254 | nome=Mariana | acao=escreveu o relatorio | valor=6937
linha=2255 | nome=Renata | acao=escreveu o relatorio | valor=3903
linha=2256 | nome=Gabriela | acao=comparou as metricas | valor=6946
linha=2257 | nome=Daniela | acao=participou da aula | valor=7985
linha=2258 | nome=Vitor | acao=participou da aula | valor=3833
linha=2259 | nome=Natalia | acao=fez um experimento | valor=1102
linha=2260 | nome=Tiago | acao=otimizou o algoritmo | valor=4019
linha=2261 | nome=Joao | acao=comparou as metricas | valor=3998
linha=2262 | nome=Karen | acao=executou o benchmark | valor=1401
linha=2263 | nome=Gabriela | acao=comparou as metricas | valor=1505
linha=2264 | nome=Natalia | acao=estudou computacao | valor=8675
linha=2265 | nome=Eduarda | acao=participou da aula | valor=1229
linha=2266 | nome=Igor | acao=otimizou o algoritmo | valor=4142
linha=2267 | nome=Daniela | acao=participou da aula | valor=2964
linha=2268 | nome=Paulo | acao=escreveu o relatorio | valor=3937
linha=2269 | nome=Helena | acao=fez um experimento | valor=4002
linha=2270 | nome=Mariana | acao=executou o benchmark | valor=5727
linha=2271 | nome=Paulo | acao=analisou os resultados | valor=7967
linha=2272 | nome=Natalia | acao=fez um experimento | valor=5758
linha=2273 | nome=Otavio | acao=participou da aula | valor=4013
linha=2274 | nome=Renata | acao=escreveu o relatorio | valor=3877
linha=2275 | nome=Daniela | acao=estudou computacao | valor=1269
linha=2276 | nome=Felipe | acao=fez um experimento | valor=9961
linha=2277 | nome=Felipe | acao=comparou as metricas | valor=6445
linha=2278 | nome=Felipe | acao=escreveu o relatorio | valor=5686
linha=2279 | nome=Renata | acao=executou o benchmark | valor=4831
linha=2280 | nome=Eduarda | acao=participou da aula | valor=7331
linha=2281 | nome=Mariana | acao=executou o benchmark | valor=7773
linha=2282 | nome=Joao | acao=otimizou o algoritmo | valor=7889
linha=2283 | nome=Gabriela | acao=estudou computacao | valor=7097
linha=2284 | nome=Mariana | acao=fez um experimento | valor=3772
linha=2285 | nome=Natalia | acao=otimizou o algoritmo | valor=8409
linha=2286 | nome=Daniela | acao=fez um experimento | valor=4515
linha=2287 | nome=Natalia | acao=escreveu o relatorio | valor=3413
linha=2288 | nome=Bruno | acao=participou da aula | valor=6777
linha=2289 | nome=Felipe | acao=participou da aula | valor=5933
linha=2290 | nome=Gabriela | acao=fez um experimento | valor=4756
linha=2291 | nome=Vitor | acao=analisou os resultados | valor=5354
linha=2292 | nome=Igor | acao=analisou os resultados | valor=2062
linha=2293 | nome=Vitor | acao=executou o benchmark | valor=4163
linha=2294 | nome=Felipe | acao=escreveu o relatorio | valor=8809
linha=2295 | nome=Gabriela | acao=participou da aula | valor=1687
linha=2296 | nome=Ana | acao=otimizou o algoritmo | valor=6687
linha=2297 | nome=Carlos | acao=executou o benchmark | valor=7474
linha=2298 | nome=Tiago | acao=escreveu o relatorio | valor=9666
linha=2299 | nome=Sofia | acao=fez um experimento | valor=8083
linha=2300 | nome=Helena | acao=fez um experimento | valor=5192
linha=2301 | nome=Gabriela | acao=comparou as metricas | valor=4838
linha=2302 | nome=Paulo | acao=escreveu o relatorio | valor=6216
linha=2303 | nome=Renata | acao=escreveu o relatorio | valor=1151
linha=2304 | nome=Ana | acao=participou da aula | valor=1925
linha=2305 | nome=Mariana | acao=executou o benchmark | valor=4131
linha=2306 | nome=Eduarda | acao=otimizou o algoritmo | valor=5444
linha=2307 | nome=Helena | acao=comparou as metricas | valor=9274
linha=2308 | nome=Felipe | acao=fez um experimento | valor=7019
linha=2309 | nome=Helena | acao=escreveu o relatorio | valor=6790
linha=2310 | nome=Eduarda | acao=participou da aula | valor=8100
linha=2311 | nome=Renata | acao=analisou os resultados | valor=1632
linha=2312 | nome=Tiago | acao=otimizou o algoritmo | valor=8636
linha=2313 | nome=Eduarda | acao=estudou computacao | valor=8903
linha=2314 | nome=Tiago | acao=analisou os resultados | valor=1447
linha=2315 | nome=Paulo | acao=participou da aula | valor=5456
linha=2316 | nome=Gabriela | acao=analisou os resultados | valor=2208
linha=2317 | nome=Igor | acao=estudou computacao | valor=3359
linha=2318 | nome=Lucas | acao=escreveu o relatorio | valor=9024
linha=2319 | nome=Natalia | acao=fez um experimento | valor=4585
linha=2320 | nome=Daniela | acao=participou da aula | valor=2895
linha=2321 | nome=Joao | acao=comparou as metricas | valor=9209
linha=2322 | nome=Joao | acao=comparou as metricas | valor=4688
linha=2323 | nome=Mariana | acao=participou da aula | valor=7009
linha=2324 | nome=Igor | acao=analisou os resultados | valor=8519
linha=2325 | nome=Joao | acao=fez um experimento | valor=6280
linha=2326 | nome=Renata | acao=comparou as metricas | valor=2690
linha=2327 | nome=Tiago | acao=estudou computacao | valor=1870
linha=2328 | nome=Gabriela | acao=fez um experimento | valor=2598
linha=2329 | nome=Renata | acao=fez um experimento | valor=6108
linha=2330 | nome=Tiago | acao=comparou as metricas | valor=7807
linha=2331 | nome=Sofia | acao=escreveu o relatorio | valor=2408
linha=2332 | nome=Carlos | acao=fez um experimento | valor=5932
linha=2333 | nome=Lucas | acao=escreveu o relatorio | valor=4406
linha=2334 | nome=Tiago | acao=escreveu o relatorio | valor=4946
linha=2335 | nome=Gabriela | acao=escreveu o relatorio | valor=3566
linha=2336 | nome=Helena | acao=fez um experimento | valor=3862
linha=2337 | nome=Daniela | acao=analisou os resultados | valor=9777
linha=2338 | nome=Bruno | acao=escreveu o relatorio | valor=1259
linha=2339 | nome=Igor | acao=otimizou o algoritmo | valor=8908
linha=2340 | nome=Ana | acao=escreveu o relatorio | valor=7931
linha=2341 | nome=Lucas | acao=comparou as metricas | valor=7806
linha=2342 | nome=Gabriela | acao=otimizou o algoritmo | valor=9714
linha=2343 | nome=Eduarda | acao=participou da aula | valor=6192
linha=2344 | nome=Lucas | acao=estudou computacao | valor=1895
linha=2345 | nome=Mariana | acao=escreveu o relatorio | valor=5958
linha=2346 | nome=Gabriela | acao=escreveu o relatorio | valor=3344
linha=2347 | nome=Carlos | acao=estudou computacao | valor=5598
linha=2348 | nome=Mariana | acao=comparou as metricas | valor=8200
linha=2349 | nome=Eduarda | acao=analisou os resultados | valor=1109
linha=2350 | nome=Renata | acao=escreveu o relatorio | valor=5924
linha=2351 | nome=Igor | acao=estudou computacao | valor=8173
linha=2352 | nome=Helena | acao=otimizou o algoritmo | valor=2283
linha=2353 | nome=Vitor | acao=comparou as metricas | valor=1688
linha=2354 | nome=Igor | acao=otimizou o algoritmo | valor=7807
linha=2355 | nome=Natalia | acao=fez um experimento | valor=6678
linha=2356 | nome=Vitor | acao=fez um experimento | valor=4482
linha=2357 | nome=Sofia | acao=estudou computacao | valor=7189
linha=2358 | nome=Tiago | acao=comparou as metricas | valor=7003
linha=2359 | nome=Igor | acao=participou da aula | valor=5567
linha=2360 | nome=Eduarda | acao=participou da aula | valor=7915
linha=2361 | nome=Vitor | acao=estudou computacao | valor=9503
linha=2362 | nome=Igor | acao=otimizou o algoritmo | valor=6225
linha=2363 | nome=Natalia | acao=fez um experimento | valor=6875
linha=2364 | nome=Bruno | acao=otimizou o algoritmo | valor=1229
linha=2365 | nome=Helena | acao=estudou computacao | valor=1421
linha=2366 | nome=Helena | acao=estudou computacao | valor=1754
linha=2367 | nome=Sofia | acao=estudou computacao | valor=8618
linha=2368 | nome=Otavio | acao=comparou as metricas | valor=8120
linha=2369 | nome=Daniela | acao=analisou os resultados | valor=6663
linha=2370 | nome=Igor | acao=estudou computacao | valor=5389
linha=2371 | nome=Bruno | acao=analisou os resultados | valor=3949
linha=2372 | nome=Tiago | acao=escreveu o relatorio | valor=2084
linha=2373 | nome=Joao | acao=analisou os resultados | valor=5057
linha=2374 | nome=Ana | acao=estudou computacao | valor=6753
linha=2375 | nome=Sofia | acao=otimizou o algoritmo | valor=6915
linha=2376 | nome=Renata | acao=analisou os resultados | valor=8103
linha=2377 | nome=Bruno | acao=analisou os resultados | valor=5677
linha=2378 | nome=Bruno | acao=comparou as metricas | valor=9985
linha=2379 | nome=Sofia | acao=analisou os resultados | valor=1245
linha=2380 | nome=Helena | acao=otimizou o algoritmo | valor=5382
linha=2381 | nome=Gabriela | acao=otimizou o algoritmo | valor=3785
linha=2382 | nome=Bruno | acao=escreveu o relatorio | valor=4389
linha=2383 | nome=Karen | acao=comparou as metricas | valor=4458
linha=2384 | nome=Karen | acao=estudou computacao | valor=4773
linha=2385 | nome=Karen | acao=otimizou o algoritmo | valor=1649
linha=2386 | nome=Joao | acao=executou o benchmark | valor=1056
linha=2387 | nome=Renata | acao=analisou os resultados | valor=8408
linha=2388 | nome=Karen | acao=analisou os resultados | valor=5394
linha=2389 | nome=Bruno | acao=executou o benchmark | valor=5450
linha=2390 | nome=Eduarda | acao=analisou os resultados | valor=8661
linha=2391 | nome=Natalia | acao=comparou as metricas | valor=7704
linha=2392 | nome=Helena | acao=participou da aula | valor=1565
linha=2393 | nome=Karen | acao=escreveu o relatorio | valor=7132
linha=2394 | nome=Paulo | acao=fez um experimento | valor=3475
linha=2395 | nome=Natalia | acao=analisou os resultados | valor=6932
linha=2396 | nome=Lucas | acao=escreveu o relatorio | valor=2027
linha=2397 | nome=Otavio | acao=escreveu o relatorio | valor=7987
linha=2398 | nome=Mariana | acao=otimizou o algoritmo | valor=3712
linha=2399 | nome=Paulo | acao=analisou os resultados | valor=9303
linha=2400 | nome=Tiago | acao=fez um experimento | valor=6520
linha=2401 | nome=Mariana | acao=otimizou o algoritmo | valor=2456
linha=2402 | nome=Mariana | acao=comparou as metricas | valor=6584
linha=2403 | nome=Natalia | acao=analisou os resultados | valor=4056
linha=2404 | nome=Tiago | acao=analisou os resultados | valor=1521
linha=2405 | nome=Helena | acao=comparou as metricas | valor=9730
linha=2406 | nome=Otavio | acao=fez um experimento | valor=4166
linha=2407 | nome=Carlos | acao=otimizou o algoritmo | valor=1915
linha=2408 | nome=Renata | acao=analisou os resultados | valor=4624
linha=2409 | nome=Mariana | acao=analisou os resultados | valor=7834
linha=2410 | nome=Gabriela | acao=estudou computacao | valor=3104
linha=2411 | nome=Tiago | acao=comparou as metricas | valor=4959
linha=2412 | nome=Eduarda | acao=otimizou o algoritmo | valor=8531
linha=2413 | nome=Igor | acao=analisou os resultados | valor=7991
linha=2414 | nome=Mariana | acao=comparou as metricas | valor=4139
linha=2415 | nome=Paulo | acao=fez um experimento | valor=5992
linha=2416 | nome=Helena | acao=executou o benchmark | valor=7905
linha=2417 | nome=Eduarda | acao=fez um experimento | valor=1057
linha=2418 | nome=Otavio | acao=estudou computacao | valor=9035
linha=2419 | nome=Vitor | acao=comparou as metricas | valor=7925
linha=2420 | nome=Karen | acao=escreveu o relatorio | valor=3601
linha=2421 | nome=Ana | acao=participou da aula | valor=1897
linha=2422 | nome=Paulo | acao=analisou os resultados | valor=8626
linha=2423 | nome=Natalia | acao=fez um experimento | valor=6870
linha=2424 | nome=Daniela | acao=estudou computacao | valor=4443
linha=2425 | nome=Carlos | acao=participou da aula | valor=3058
linha=2426 | nome=Natalia | acao=participou da aula | valor=2500
linha=2427 | nome=Vitor | acao=otimizou o algoritmo | valor=4286
linha=2428 | nome=Joao | acao=analisou os resultados | valor=3860
linha=2429 | nome=Bruno | acao=otimizou o algoritmo | valor=6975
linha=2430 | nome=Igor | acao=escreveu o relatorio | valor=5061
linha=2431 | nome=Natalia | acao=estudou computacao | valor=7858
linha=2432 | nome=Carlos | acao=fez um experimento | valor=3578
linha=2433 | nome=Bruno | acao=participou da aula | valor=5156
linha=2434 | nome=Mariana | acao=otimizou o algoritmo | valor=5850
linha=2435 | nome=Bruno | acao=otimizou o algoritmo | valor=8842
linha=2436 | nome=Tiago | acao=executou o benchmark | valor=7766
linha=2437 | nome=Joao | acao=participou da aula | valor=4936
linha=2438 | nome=Renata | acao=estudou computacao | valor=2488
linha=2439 | nome=Daniela | acao=executou o benchmark | valor=6856
linha=2440 | nome=Ana | acao=comparou as metricas | valor=3236
linha=2441 | nome=Sofia | acao=analisou os resultados | valor=1973
linha=2442 | nome=Helena | acao=otimizou o algoritmo | valor=5240
linha=2443 | nome=Carlos | acao=analisou os resultados | valor=8308
linha=2444 | nome=Ana | acao=estudou computacao | valor=5397
linha=2445 | nome=Mariana | acao=escreveu o relatorio | valor=1452
linha=2446 | nome=Felipe | acao=otimizou o algoritmo | valor=8422
linha=2447 | nome=Vitor | acao=comparou as metricas | valor=6926
linha=2448 | nome=Mariana | acao=analisou os resultados | valor=6055
linha=2449 | nome=Daniela | acao=executou o benchmark | valor=6767
linha=2450 | nome=Sofia | acao=estudou computacao | valor=1062
linha=2451 | nome=Karen | acao=analisou os resultados | valor=8180
linha=2452 | nome=Mariana | acao=otimizou o algoritmo | valor=7084
linha=2453 | nome=Carlos | acao=estudou computacao | valor=9240
linha=2454 | nome=Felipe | acao=analisou os resultados | valor=9524
linha=2455 | nome=Helena | acao=participou da aula | valor=4511
linha=2456 | nome=Joao | acao=comparou as metricas | valor=6854
linha=2457 | nome=Gabriela | acao=analisou os resultados | valor=7711
linha=2458 | nome=Felipe | acao=analisou os resultados | valor=1478
linha=2459 | nome=Renata | acao=escreveu o relatorio | valor=8921
linha=2460 | nome=Gabriela | acao=participou da aula | valor=1208
linha=2461 | nome=Mariana | acao=participou da aula | valor=3896
linha=2462 | nome=Tiago | acao=participou da aula | valor=5276
linha=2463 | nome=Sofia | acao=otimizou o algoritmo | valor=2110
linha=2464 | nome=Igor | acao=comparou as metricas | valor=2324
linha=2465 | nome=Eduarda | acao=participou da aula | valor=7299
linha=2466 | nome=Daniela | acao=escreveu o relatorio | valor=4139
linha=2467 | nome=Natalia | acao=executou o benchmark | valor=7619
linha=2468 | nome=Ana | acao=executou o benchmark | valor=8850
linha=2469 | nome=Sofia | acao=executou o benchmark | valor=4211
linha=2470 | nome=Mariana | acao=escreveu o relatorio | valor=7577
linha=2471 | nome=Vitor | acao=otimizou o algoritmo | valor=2692
linha=2472 | nome=Gabriela | acao=estudou computacao | valor=8455
linha=2473 | nome=Joao | acao=executou o benchmark | valor=9758
linha=2474 | nome=Karen | acao=otimizou o algoritmo | valor=3080
linha=2475 | nome=Sofia | acao=participou da aula | valor=9031
linha=2476 | nome=Gabriela | acao=analisou os resultados | valor=4170
linha=2477 | nome=Felipe | acao=comparou as metricas | valor=8298
linha=2478 | nome=Gabriela | acao=otimizou o algoritmo | valor=8897
linha=2479 | nome=Karen | acao=estudou computacao | valor=5752
linha=2480 | nome=Mariana | acao=fez um experimento | valor=2863
linha=2481 | nome=Karen | acao=participou da aula | valor=7239
linha=2482 | nome=Sofia | acao=estudou computacao | valor=1215
linha=2483 | nome=Otavio | acao=analisou os resultados | valor=5327
linha=2484 | nome=Ana | acao=executou o benchmark | valor=5247
linha=2485 | nome=Tiago | acao=fez um experimento | valor=7362
linha=2486 | nome=Gabriela | acao=estudou computacao | valor=9520
linha=2487 | nome=Joao | acao=escreveu o relatorio | valor=6862
linha=2488 | nome=Felipe | acao=escreveu o relatorio | valor=6823
linha=2489 | nome=Carlos | acao=escreveu o relatorio | valor=5926
linha=2490 | nome=Eduarda | acao=escreveu o relatorio | valor=3897
linha=2491 | nome=Igor | acao=executou o benchmark | valor=5134
linha=2492 | nome=Ana | acao=participou da aula | valor=5807
linha=2493 | nome=Sofia | acao=comparou as metricas | valor=9046
linha=2494 | nome=Sofia | acao=otimizou o algoritmo | valor=5338
linha=2495 | nome=Renata | acao=otimizou o algoritmo | valor=6487
linha=2496 | nome=Lucas | acao=comparou as metricas | valor=4249
linha=2497 | nome=Ana | acao=comparou as metricas | valor=7626
linha=2498 | nome=Igor | acao=escreveu o relatorio | valor=7597
linha=2499 | nome=Eduarda | acao=fez um experimento | valor=3644
linha=2500 | nome=Mariana | acao=executou o benchmark | valor=1457
linha=2501 | nome=Tiago | acao=fez um experimento | valor=4687
linha=2502 | nome=Gabriela | acao=executou o benchmark | valor=5725
linha=2503 | nome=Ana | acao=escreveu o relatorio | valor=6356
linha=2504 | nome=Felipe | acao=analisou os resultados | valor=3399
linha=2505 | nome=Otavio | acao=participou da aula | valor=3629
linha=2506 | nome=Karen | acao=escreveu o relatorio | valor=6984
linha=2507 | nome=Bruno | acao=escreveu o relatorio | valor=5788
linha=2508 | nome=Helena | acao=estudou computacao | valor=8763
linha=2509 | nome=Ana | acao=comparou as metricas | valor=5853
linha=2510 | nome=Sofia | acao=estudou computacao | valor=1624
linha=2511 | nome=Ana | acao=participou da aula | valor=7813
linha=2512 | nome=Lucas | acao=participou da aula | valor=2272
linha=2513 | nome=Joao | acao=participou da aula | valor=8182
linha=2514 | nome=Lucas | acao=comparou as metricas | valor=7204
linha=2515 | nome=Mariana | acao=escreveu o relatorio | valor=9551
linha=2516 | nome=Sofia | acao=otimizou o algoritmo | valor=5682
linha=2517 | nome=Mariana | acao=estudou computacao | valor=3165
linha=2518 | nome=Lucas | acao=executou o benchmark | valor=7020
linha=2519 | nome=Otavio | acao=otimizou o algoritmo | valor=8682
linha=2520 | nome=Lucas | acao=fez um experimento | valor=5995
linha=2521 | nome=Felipe | acao=executou o benchmark | valor=9103
linha=2522 | nome=Lucas | acao=escreveu o relatorio | valor=3802
linha=2523 | nome=Renata | acao=participou da aula | valor=4124
linha=2524 | nome=Otavio | acao=escreveu o relatorio | valor=1154
linha=2525 | nome=Natalia | acao=executou o benchmark | valor=8572
linha=2526 | nome=Lucas | acao=estudou computacao | valor=8957
linha=2527 | nome=Natalia | acao=estudou computacao | valor=6828
linha=2528 | nome=Helena | acao=comparou as metricas | valor=3435
linha=2529 | nome=Igor | acao=escreveu o relatorio | valor=7129
linha=2530 | nome=Helena | acao=comparou as metricas | valor=4664
linha=2531 | nome=Renata | acao=executou o benchmark | valor=2049
linha=2532 | nome=Daniela | acao=analisou os resultados | valor=5706
linha=2533 | nome=Eduarda | acao=fez um experimento | valor=6521
linha=2534 | nome=Natalia | acao=escreveu o relatorio | valor=7664
linha=2535 | nome=Lucas | acao=participou da aula | valor=3679
linha=2536 | nome=Felipe | acao=executou o benchmark | valor=2105
linha=2537 | nome=Lucas | acao=executou o benchmark | valor=3929
linha=2538 | nome=Sofia | acao=escreveu o relatorio | valor=8778
linha=2539 | nome=Igor | acao=participou da aula | valor=9688
linha=2540 | nome=Tiago | acao=escreveu o relatorio | valor=4218
linha=2541 | nome=Felipe | acao=comparou as metricas | valor=5215
linha=2542 | nome=Ana | acao=executou o benchmark | valor=1300
linha=2543 | nome=Eduarda | acao=estudou computacao | valor=2811
linha=2544 | nome=Natalia | acao=otimizou o algoritmo | valor=7096
linha=2545 | nome=Gabriela | acao=otimizou o algoritmo | valor=6542
linha=2546 | nome=Ana | acao=executou o benchmark | valor=4907
linha=2547 | nome=Renata | acao=estudou computacao | valor=3122
linha=2548 | nome=Natalia | acao=analisou os resultados | valor=7166
linha=2549 | nome=Vitor | acao=comparou as metricas | valor=6232
linha=2550 | nome=Tiago | acao=comparou as metricas | valor=5098
linha=2551 | nome=Ana | acao=comparou as metricas | valor=1509
linha=2552 | nome=Otavio | acao=otimizou o algoritmo | valor=9417
linha=2553 | nome=Eduarda | acao=escreveu o relatorio | valor=9568
linha=2554 | nome=Paulo | acao=escreveu o relatorio | valor=3587
linha=2555 | nome=Karen | acao=participou da aula | valor=8575
linha=2556 | nome=Vitor | acao=executou o benchmark | valor=8802
linha=2557 | nome=Paulo | acao=comparou as metricas | valor=9699
linha=2558 | nome=Igor | acao=otimizou o algoritmo | valor=8766
linha=2559 | nome=Mariana | acao=otimizou o algoritmo | valor=8428
linha=2560 | nome=Felipe | acao=estudou computacao | valor=1306
linha=2561 | nome=Daniela | acao=executou o benchmark | valor=6516
linha=2562 | nome=Sofia | acao=escreveu o relatorio | valor=6067
linha=2563 | nome=Tiago | acao=fez um experimento | valor=6660
linha=2564 | nome=Paulo | acao=executou o benchmark | valor=6697
linha=2565 | nome=Vitor | acao=estudou computacao | valor=1568
linha=2566 | nome=Karen | acao=otimizou o algoritmo | valor=4640
linha=2567 | nome=Renata | acao=escreveu o relatorio | valor=5102
linha=2568 | nome=Mariana | acao=analisou os resultados | valor=7549
linha=2569 | nome=Sofia | acao=fez um experimento | valor=1418
linha=2570 | nome=Karen | acao=otimizou o algoritmo | valor=5354
linha=2571 | nome=Carlos | acao=participou da aula | valor=1727
linha=2572 | nome=Otavio | acao=escreveu o relatorio | valor=4076
linha=2573 | nome=Renata | acao=comparou as metricas | valor=9872
linha=2574 | nome=Ana | acao=fez um experimento | valor=4160
linha=2575 | nome=Mariana | acao=executou o benchmark | valor=1920
linha=2576 | nome=Karen | acao=comparou as metricas | valor=2095
linha=2577 | nome=Ana | acao=fez um experimento | valor=7164
linha=2578 | nome=Igor | acao=comparou as metricas | valor=8521
linha=2579 | nome=Mariana | acao=otimizou o algoritmo | valor=1356
linha=2580 | nome=Vitor | acao=comparou as metricas | valor=5740
linha=2581 | nome=Karen | acao=executou o benchmark | valor=9230
linha=2582 | nome=Ana | acao=executou o benchmark | valor=7762
linha=2583 | nome=Helena | acao=executou o benchmark | valor=2181
linha=2584 | nome=Tiago | acao=escreveu o relatorio | valor=6368
linha=2585 | nome=Helena | acao=participou da aula | valor=9093
linha=2586 | nome=Otavio | acao=participou da aula | valor=5138
linha=2587 | nome=Joao | acao=participou da aula | valor=2167
linha=2588 | nome=Paulo | acao=participou da aula | valor=1393
linha=2589 | nome=Joao | acao=comparou as metricas | valor=3521
linha=2590 | nome=Lucas | acao=estudou computacao | valor=4387
linha=2591 | nome=Ana | acao=otimizou o algoritmo | valor=3311
linha=2592 | nome=Joao | acao=fez um experimento | valor=7341
linha=2593 | nome=Renata | acao=analisou os resultados | valor=8944
linha=2594 | nome=Helena | acao=estudou computacao | valor=3053
linha=2595 | nome=Mariana | acao=participou da aula | valor=4266
linha=2596 | nome=Natalia | acao=escreveu o relatorio | valor=6570
linha=2597 | nome=Gabriela | acao=participou da aula | valor=8723
linha=2598 | nome=Natalia | acao=participou da aula | valor=3110
linha=2599 | nome=Eduarda | acao=estudou computacao | valor=6584
linha=2600 | nome=Otavio | acao=estudou computacao | valor=7733
linha=2601 | nome=Helena | acao=comparou as metricas | valor=3116
linha=2602 | nome=Renata | acao=estudou computacao | valor=2101
linha=2603 | nome=Natalia | acao=estudou computacao | valor=1510
linha=2604 | nome=Renata | acao=fez um experimento | valor=2007
linha=2605 | nome=Lucas | acao=analisou os resultados | valor=1335
linha=2606 | nome=Karen | acao=comparou as metricas | valor=3740
linha=2607 | nome=Lucas | acao=fez um experimento | valor=1197
linha=2608 | nome=Joao | acao=otimizou o algoritmo | valor=2930
linha=2609 | nome=Natalia | acao=otimizou o algoritmo | valor=7281
linha=2610 | nome=Tiago | acao=fez um experimento | valor=6684
linha=2611 | nome=Tiago | acao=comparou as metricas | valor=6626
linha=2612 | nome=Daniela | acao=otimizou o algoritmo | valor=4138
linha=2613 | nome=Karen | acao=participou da aula | valor=6417
linha=2614 | nome=Eduarda | acao=analisou os resultados | valor=6699
linha=2615 | nome=Bruno | acao=comparou as metricas | valor=9178
linha=2616 | nome=Felipe | acao=estudou computacao | valor=3999
linha=2617 | nome=Gabriela | acao=participou da aula | valor=3185
linha=2618 | nome=Eduarda | acao=comparou as metricas | valor=3433
linha=2619 | nome=Otavio | acao=participou da aula | valor=6209
linha=2620 | nome=Gabriela | acao=estudou computacao | valor=3696
linha=2621 | nome=Carlos | acao=comparou as metricas | valor=7633
linha=2622 | nome=Daniela | acao=estudou computacao | valor=7513
linha=2623 | nome=Vitor | acao=participou da aula | valor=1279
linha=2624 | nome=Daniela | acao=analisou os resultados | valor=2377
linha=2625 | nome=Helena | acao=analisou os resultados | valor=8113
linha=2626 | nome=Lucas | acao=estudou computacao | valor=3292
linha=2627 | nome=Renata | acao=otimizou o algoritmo | valor=5183
linha=2628 | nome=Bruno | acao=fez um experimento | valor=3198
linha=2629 | nome=Igor | acao=estudou computacao | valor=7472
linha=2630 | nome=Helena | acao=estudou computacao | valor=1384
linha=2631 | nome=Paulo | acao=executou o benchmark | valor=9150
linha=2632 | nome=Carlos | acao=escreveu o relatorio | valor=4984
linha=2633 | nome=Mariana | acao=otimizou o algoritmo | valor=9945
linha=2634 | nome=Paulo | acao=participou da aula | valor=5302
linha=2635 | nome=Felipe | acao=estudou computacao | valor=9117
linha=2636 | nome=Natalia | acao=participou da aula | valor=2014
linha=2637 | nome=Felipe | acao=analisou os resultados | valor=1541
linha=2638 | nome=Mariana | acao=executou o benchmark | valor=9309
linha=2639 | nome=Natalia | acao=comparou as metricas | valor=8110
linha=2640 | nome=Gabriela | acao=otimizou o algoritmo | valor=7307
linha=2641 | nome=Bruno | acao=fez um experimento | valor=2501
linha=2642 | nome=Igor | acao=otimizou o algoritmo | valor=3251
linha=2643 | nome=Joao | acao=estudou computacao | valor=9787
linha=2644 | nome=Daniela | acao=fez um experimento | valor=5395
linha=2645 | nome=Karen | acao=otimizou o algoritmo | valor=5388
linha=2646 | nome=Eduarda | acao=fez um experimento | valor=2968
linha=2647 | nome=Daniela | acao=otimizou o algoritmo | valor=3836
linha=2648 | nome=Carlos | acao=otimizou o algoritmo | valor=1433
linha=2649 | nome=Eduarda | acao=fez um experimento | valor=9058
linha=2650 | nome=Bruno | acao=fez um experimento | valor=7792
linha=2651 | nome=Mariana | acao=fez um experimento | valor=7161
linha=2652 | nome=Karen | acao=otimizou o algoritmo | valor=2770
linha=2653 | nome=Vitor | acao=comparou as metricas | valor=8379
linha=2654 | nome=Mariana | acao=comparou as metricas | valor=7840
linha=2655 | nome=Mariana | acao=escreveu o relatorio | valor=9021
linha=2656 | nome=Joao | acao=fez um experimento | valor=4488
linha=2657 | nome=Mariana | acao=participou da aula | valor=9505
linha=2658 | nome=Gabriela | acao=analisou os resultados | valor=4963
linha=2659 | nome=Igor | acao=otimizou o algoritmo | valor=6247
linha=2660 | nome=Lucas | acao=otimizou o algoritmo | valor=9359
linha=2661 | nome=Ana | acao=otimizou o algoritmo | valor=7363
linha=2662 | nome=Otavio | acao=estudou computacao | valor=6066
linha=2663 | nome=Mariana | acao=analisou os resultados | valor=7604
linha=2664 | nome=Karen | acao=fez um experimento | valor=7292
linha=2665 | nome=Eduarda | acao=otimizou o algoritmo | valor=8227
linha=2666 | nome=Helena | acao=estudou computacao | valor=5387
linha=2667 | nome=Daniela | acao=escreveu o relatorio | valor=9801
linha=2668 | nome=Joao | acao=estudou computacao | valor=7159
linha=2669 | nome=Otavio | acao=fez um experimento | valor=7295
linha=2670 | nome=Karen | acao=fez um experimento | valor=9813
linha=2671 | nome=Ana | acao=fez um experimento | valor=6082
linha=2672 | nome=Paulo | acao=fez um experimento | valor=7461
linha=2673 | nome=Gabriela | acao=estudou computacao | valor=7270
linha=2674 | nome=Igor | acao=comparou as metricas | valor=5187
linha=2675 | nome=Renata | acao=comparou as metricas | valor=9733
linha=2676 | nome=Sofia | acao=comparou as metricas | valor=1080
linha=2677 | nome=Helena | acao=estudou computacao | valor=4684
linha=2678 | nome=Igor | acao=escreveu o relatorio | valor=2186
