linha=1 | nome=Sofia | acao=estudou computacao | valor=7362
linha=2869 | nome=Felipe | acao=estudou computacao | valor=4068
linha=2870 | nome=Tiago | acao=estudou computacao | valor=8184
linha=2871 | nome=Tiago | acao=otimizou o algoritmo | valor=7179
linha=2872 | nome=Ana | acao=escreveu o relatorio | valor=4877
linha=2873 | nome=Bruno | acao=otimizou o algoritmo | valor=8502
linha=2874 | nome=Tiago | acao=fez um experimento | valor=6374
linha=2875 | nome=Renata | acao=executou o benchmark | valor=6242
linha=2876 | nome=Renata | acao=fez um experimento | valor=9174
linha=2877 | nome=Tiago | acao=analisou os resultados | valor=7018
linha=2878 | nome=Eduarda | acao=fez um experimento | valor=3025
linha=2879 | nome=Helena | acao=executou o benchmark | valor=2660
linha=2880 | nome=Igor | acao=escreveu o relatorio | valor=2890
linha=2881 | nome=Eduarda | acao=comparou as metricas | valor=3247
linha=2882 | nome=Karen | acao=otimizou o algoritmo | valor=9106
linha=2883 | nome=Tiago | acao=analisou os resultados | valor=3521
linha=2884 | nome=Sofia | acao=participou da aula | valor=5530
linha=2885 | nome=Helena | acao=fez um experimento | valor=4059
linha=2886 | nome=Renata | acao=fez um experimento | valor=7634
linha=2887 | nome=Ana | acao=escreveu o relatorio | valor=6633
linha=2888 | nome=Daniela | acao=executou o benchmark | valor=6217
linha=2889 | nome=Eduarda | acao=participou da aula | valor=7713
linha=2890 | nome=Gabriela | acao=estudou computacao | valor=9788
linha=2891 | nome=Joao | acao=fez um experimento | valor=6490
linha=2892 | nome=Vitor | acao=comparou as metricas | valor=9169
linha=2893 | nome=Helena | acao=executou o benchmark | valor=4291
linha=2894 | nome=Renata | acao=analisou os resultados | valor=3881
linha=2895 | nome=Bruno | acao=escreveu o relatorio | valor=3935
linha=2896 | nome=Mariana | acao=fez um experimento | valor=8388
linha=2897 | nome=Helena | acao=analisou os resultados | valor=9576
linha=2898 | nome=Ana | acao=analisou os resultados | valor=3975
linha=2899 | nome=Felipe | acao=comparou as metricas | valor=1439
linha=2900 | nome=Sofia | acao=participou da aula | valor=8359
linha=2901 | nome=Daniela | acao=participou da aula | valor=2418
linha=2902 | nome=Sofia | acao=escreveu o relatorio | valor=6429
linha=2903 | nome=Karen | acao=estudou computacao | valor=8870
linha=2904 | nome=Bruno | acao=participou da aula | valor=8714
linha=2905 | nome=Vitor | acao=executou o benchmark | valor=2694
linha=2906 | nome=Paulo | acao=comparou as metricas | valor=3486
linha=2907 | nome=Helena | acao=escreveu o relatorio | valor=8260
linha=2908 | nome=Mariana | acao=fez um experimento | valor=5063
linha=2909 | nome=Natalia | acao=fez um experimento | valor=5197
linha=2910 | nome=Felipe | acao=executou o benchmark | valor=3602
linha=2911 | nome=Lucas | acao=analisou os resultados | valor=3976
linha=2912 | nome=Igor | acao=comparou as metricas | valor=2708
linha=2913 | nome=Igor | acao=comparou as metricas | valor=9456
linha=2914 | nome=Renata | acao=otimizou o algoritmo | valor=2833
linha=2915 | nome=Gabriela | acao=otimizou o algoritmo | valor=5249
linha=2916 | nome=Helena | acao=escreveu o relatorio | valor=2369
linha=2917 | nome=Vitor | acao=escreveu o relatorio | valor=5130
linha=2918 | nome=Natalia | acao=estudou computacao | valor=9841
linha=2919 | nome=Ana | acao=escreveu o relatorio | valor=8734
linha=2920 | nome=Lucas | acao=executou o benchmark | valor=4832
linha=2921 | nome=Paulo | acao=escreveu o relatorio | valor=2898
linha=2922 | nome=Bruno | acao=estudou computacao | valor=8854
linha=2923 | nome=Sofia | acao=comparou as metricas | valor=5778
linha=2924 | nome=Otavio | acao=otimizou o algoritmo | valor=7817
linha=2925 | nome=Helena | acao=comparou as metricas | valor=1569
linha=2926 | nome=Felipe | acao=participou da aula | valor=3156
linha=2927 | nome=Renata | acao=escreveu o relatorio | valor=3580
linha=2928 | nome=Mariana | acao=analisou os resultados | valor=3821
linha=2929 | nome=Helena | acao=otimizou o algoritmo | valor=6665
linha=2930 | nome=Carlos | acao=analisou os resultados | valor=2132
linha=2931 | nome=Igor | acao=escreveu o relatorio | valor=7614
linha=2932 | nome=Mariana | acao=analisou os resultados | valor=4402
linha=2933 | nome=Daniela | acao=participou da aula | valor=9283
linha=2934 | nome=Otavio | acao=escreveu o relatorio | valor=6365
linha=2935 | nome=Carlos | acao=comparou as metricas | valor=8511
linha=2936 | nome=Mariana | acao=executou o benchmark | valor=6257
linha=2937 | nome=Karen | acao=escreveu o relatorio | valor=3289
linha=2938 | nome=Paulo | acao=executou o benchmark | valor=3259
linha=2939 | nome=Daniela | acao=fez um experimento | valor=3986
linha=2940 | nome=Carlos | acao=comparou as metricas | valor=2821
linha=2941 | nome=Lucas | acao=fez um experimento | valor=3827
linha=2942 | nome=Renata | acao=estudou computacao | valor=7363
linha=2943 | nome=Natalia | acao=fez um experimento | valor=8299
linha=2944 | nome=Lucas | acao=estudou computacao | valor=9734
linha=2945 | nome=Gabriela | acao=otimizou o algoritmo | valor=2358
linha=2946 | nome=Joao | acao=analisou os resultados | valor=5914
linha=2947 | nome=Felipe | acao=fez um experimento | valor=8724
linha=2948 | nome=Helena | acao=participou da aula | valor=3301
linha=2949 | nome=Tiago | acao=executou o benchmark | valor=3874
linha=2950 | nome=Eduarda | acao=participou da aula | valor=5230
linha=2951 | nome=Tiago | acao=executou o benchmark | valor=4110
linha=2952 | nome=Ana | acao=otimizou o algoritmo | valor=7801
linha=2953 | nome=Tiago | acao=fez um experimento | valor=9379
linha=2954 | nome=Tiago | acao=fez um experimento | valor=6815
linha=2955 | nome=Otavio | acao=participou da aula | valor=8243
linha=2956 | nome=Natalia | acao=participou da aula | valor=2075
linha=2957 | nome=Gabriela | acao=comparou as metricas | valor=1801
linha=2958 | nome=Ana | acao=estudou computacao | valor=8167
linha=2959 | nome=Gabriela | acao=participou da aula | valor=2157
linha=2960 | nome=Eduarda | acao=escreveu o relatorio | valor=6416
linha=2961 | nome=Helena | acao=analisou os resultados | valor=5642
linha=2962 | nome=Joao | acao=otimizou o algoritmo | valor=1393
linha=2963 | nome=Mariana | acao=otimizou o algoritmo | valor=3795
linha=2964 | nome=Felipe | acao=otimizou o algoritmo | valor=5529
linha=2965 | nome=Helena | acao=comparou as metricas | valor=5652
linha=2966 | nome=Otavio | acao=participou da aula | valor=8795
linha=2967 | nome=Vitor | acao=analisou os resultados | valor=9097
linha=2968 | nome=Sofia | acao=estudou computacao | valor=1933
linha=2969 | nome=Tiago | acao=escreveu o relatorio | valor=7594
linha=2970 | nome=Carlos | acao=comparou as metricas | valor=4744
linha=2971 | nome=Bruno | acao=comparou as metricas | valor=2779
linha=2972 | nome=Daniela | acao=otimizou o algoritmo | valor=5735
linha=2973 | nome=Renata | acao=participou da aula | valor=3609
linha=2974 | nome=Vitor | acao=estudou computacao | valor=5292
linha=2975 | nome=Tiago | acao=participou da aula | valor=8829
linha=2976 | nome=Ana | acao=executou o benchmark | valor=1394
linha=2977 | nome=Paulo | acao=comparou as metricas | valor=8095
linha=2978 | nome=Vitor | acao=executou o benchmark | valor=5731
linha=2979 | nome=Bruno | acao=estudou computacao | valor=9410
linha=2980 | nome=Otavio | acao=estudou computacao | valor=7137
linha=2981 | nome=Lucas | acao=analisou os resultados | valor=3169
linha=2982 | nome=Paulo | acao=otimizou o algoritmo | valor=1748
linha=2983 | nome=Natalia | acao=fez um experimento | valor=4319
linha=2984 | nome=Gabriela | acao=escreveu o relatorio | valor=6020
linha=2985 | nome=Mariana | acao=otimizou o algoritmo | valor=8585
linha=2986 | nome=Tiago | acao=executou o benchmark | valor=3133
linha=2987 | nome=Vitor | acao=escreveu o relatorio | valor=2703
linha=2988 | nome=Joao | acao=executou o benchmark | valor=5628
linha=2989 | nome=Tiago | acao=estudou computacao | valor=4182
linha=2990 | nome=Natalia | acao=fez um experimento | valor=4400
linha=2991 | nome=Igor | acao=comparou as metricas | valor=8518
linha=2992 | nome=Ana | acao=fez um experimento | valor=8719
linha=2993 | nome=Joao | acao=comparou as metricas | valor=6982
linha=2994 | nome=Bruno | acao=estudou computacao | valor=7890
linha=2995 | nome=Sofia | acao=executou o benchmark | valor=6663
linha=2996 | nome=Gabriela | acao=participou da aula | valor=1699
linha=2997 | nome=Gabriela | acao=comparou as metricas | valor=7739
linha=2998 | nome=Mariana | acao=escreveu o relatorio | valor=9605
linha=2999 | nome=Helena | acao=escreveu o relatorio | valor=7140
linha=3000 | nome=Gabriela | acao=analisou os resultados | valor=7054
linha=3001 | nome=Carlos | acao=participou da aula | valor=4874
linha=3002 | nome=Sofia | acao=analisou os resultados | valor=9048
linha=3003 | nome=Vitor | acao=estudou computacao | valor=7506
linha=3004 | nome=Daniela | acao=executou o benchmark | valor=3012
linha=3005 | nome=Igor | acao=otimizou o algoritmo | valor=2664
linha=3006 | nome=Ana | acao=participou da aula | valor=2440
linha=3007 | nome=Bruno | acao=otimizou o algoritmo | valor=5625
linha=3008 | nome=Otavio | acao=escreveu o relatorio | valor=7201
linha=3009 | nome=Eduarda | acao=fez um experimento | valor=8692
linha=3010 | nome=Lucas | acao=executou o benchmark | valor=8867
linha=3011 | nome=Karen | acao=escreveu o relatorio | valor=8567
linha=3012 | nome=Carlos | acao=participou da aula | valor=6560
linha=3013 | nome=Eduarda | acao=fez um experimento | valor=6575
linha=3014 | nome=Lucas | acao=otimizou o algoritmo | valor=5081
linha=3015 | nome=Bruno | acao=fez um experimento | valor=4979
linha=3016 | nome=Tiago | acao=otimizou o algoritmo | valor=8045
linha=3017 | nome=Felipe | acao=participou da aula | valor=2254
linha=3018 | nome=Felipe | acao=otimizou o algoritmo | valor=7560
linha=3019 | nome=Ana | acao=otimizou o algoritmo | valor=8062
linha=3020 | nome=Helena | acao=estudou computacao | valor=2804
linha=3021 | nome=Igor | acao=executou o benchmark | valor=8633
linha=3022 | nome=Paulo | acao=otimizou o algoritmo | valor=2132
linha=3023 | nome=Paulo | acao=estudou computacao | valor=8196
linha=3024 | nome=Felipe | acao=estudou computacao | valor=6188
linha=3025 | nome=Daniela | acao=fez um experimento | valor=7948
linha=3026 | nome=Mariana | acao=fez um experimento | valor=4250
linha=3027 | nome=Mariana | acao=fez um experimento | valor=6231
linha=3028 | nome=Daniela | acao=estudou computacao | valor=1435
linha=3029 | nome=Helena | acao=estudou computacao | valor=5100
linha=3030 | nome=Eduarda | acao=participou da aula | valor=9371
linha=3031 | nome=Felipe | acao=escreveu o relatorio | valor=2026
linha=3032 | nome=Natalia | acao=executou o benchmark | valor=7467
linha=3033 | nome=Karen | acao=analisou os resultados | valor=4331
linha=3034 | nome=Sofia | acao=otimizou o algoritmo | valor=8714
linha=3035 | nome=Helena | acao=otimizou o algoritmo | valor=1379
linha=3036 | nome=Eduarda | acao=otimizou o algoritmo | valor=3492
linha=3037 | nome=Vitor | acao=analisou os resultados | valor=1841
linha=3038 | nome=Felipe | acao=estudou computacao | valor=7521
linha=3039 | nome=Karen | acao=analisou os resultados | valor=6231
linha=3040 | nome=Joao | acao=fez um experimento | valor=5004
linha=3041 | nome=Renata | acao=executou o benchmark | valor=4293
linha=3042 | nome=Gabriela | acao=escreveu o relatorio | valor=1790
linha=3043 | nome=Karen | acao=estudou computacao | valor=6321
linha=3044 | nome=Karen | acao=participou da aula | valor=5984
linha=3045 | nome=Renata | acao=escreveu o relatorio | valor=7912
linha=3046 | nome=Carlos | acao=comparou as metricas | valor=5023
linha=3047 | nome=Karen | acao=analisou os resultados | valor=4485
linha=3048 | nome=Natalia | acao=executou o benchmark | valor=4511
linha=3049 | nome=Karen | acao=analisou os resultados | valor=8457
linha=3050 | nome=Gabriela | acao=otimizou o algoritmo | valor=2078
linha=3051 | nome=Eduarda | acao=participou da aula | valor=5304
linha=3052 | nome=Eduarda | acao=escreveu o relatorio | valor=8764
linha=3053 | nome=Paulo | acao=comparou as metricas | valor=8054
linha=3054 | nome=Helena | acao=otimizou o algoritmo | valor=4314
linha=3055 | nome=Ana | acao=fez um experimento | valor=6840
linha=3056 | nome=Helena | acao=comparou as metricas | valor=8297
linha=3057 | nome=Vitor | acao=analisou os resultados | valor=9904
linha=3058 | nome=Karen | acao=analisou os resultados | valor=3539
linha=3059 | nome=Bruno | acao=executou o benchmark | valor=2340
linha=3060 | nome=Karen | acao=analisou os resultados | valor=5951
linha=3061 | nome=Paulo | acao=comparou as metricas | valor=5144
linha=3062 | nome=Helena | acao=fez um experimento | valor=5430
linha=3063 | nome=Ana | acao=escreveu o relatorio | valor=7263
linha=3064 | nome=Lucas | acao=fez um experimento | valor=9611
linha=3065 | nome=Eduarda | acao=participou da aula | valor=5660
linha=3066 | nome=Ana | acao=analisou os resultados | valor=7135
linha=3067 | nome=Natalia | acao=executou o benchmark | valor=2766
linha=3068 | nome=Eduarda | acao=escreveu o relatorio | valor=9091
linha=3069 | nome=Daniela | acao=comparou as metricas | valor=6352
linha=3070 | nome=Igor | acao=fez um experimento | valor=8773
linha=3071 | nome=Vitor | acao=fez um experimento | valor=9067
linha=3072 | nome=Carlos | acao=estudou computacao | valor=8983
linha=3073 | nome=Otavio | acao=escreveu o relatorio | valor=2179
linha=3074 | nome=Helena | acao=analisou os resultados | valor=6736
linha=3075 | nome=Vitor | acao=analisou os resultados | valor=1901
linha=3076 | nome=Gabriela | acao=comparou as metricas | valor=7539
linha=3077 | nome=Bruno | acao=fez um experimento | valor=1151
linha=3078 | nome=Tiago | acao=fez um experimento | valor=1423
linha=3079 | nome=Gabriela | acao=analisou os resultados | valor=1502
linha=3080 | nome=Sofia | acao=participou da aula | valor=5649
linha=3081 | nome=Carlos | acao=analisou os resultados | valor=9355
linha=3082 | nome=Mariana | acao=comparou as metricas | valor=6252
linha=3083 | nome=Natalia | acao=escreveu o relatorio | valor=5399
linha=3084 | nome=Otavio | acao=estudou computacao | valor=6981
linha=3085 | nome=Ana | acao=participou da aula | valor=7753
linha=3086 | nome=Igor | acao=otimizou o algoritmo | valor=4265
linha=3087 | nome=Vitor | acao=otimizou o algoritmo | valor=4164
linha=3088 | nome=Ana | acao=otimizou o algoritmo | valor=1809
linha=3089 | nome=Eduarda | acao=executou o benchmark | valor=7079
linha=3090 | nome=Natalia | acao=executou o benchmark | valor=5229
linha=3091 | nome=Karen | acao=fez um experimento | valor=2696
linha=3092 | nome=Helena | acao=escreveu o relatorio | valor=6607
linha=3093 | nome=Daniela | acao=analisou os resultados | valor=1380
linha=3094 | nome=Mariana | acao=otimizou o algoritmo | valor=3697
linha=3095 | nome=Carlos | acao=otimizou o algoritmo | valor=2461
linha=3096 | nome=Eduarda | acao=escreveu o relatorio | valor=3975
linha=3097 | nome=Eduarda | acao=analisou os resultados | valor=7854
linha=3098 | nome=Helena | acao=fez um experimento | valor=6302
linha=3099 | nome=Otavio | acao=otimizou o algoritmo | valor=3417
linha=3100 | nome=Natalia | acao=escreveu o relatorio | valor=7672
linha=3101 | nome=Natalia | acao=analisou os resultados | valor=1613
linha=3102 | nome=Bruno | acao=comparou as metricas | valor=4563
linha=3103 | nome=Helena | acao=estudou computacao | valor=2701
linha=3104 | nome=Daniela | acao=executou o benchmark | valor=5197
linha=3105 | nome=Vitor | acao=estudou computacao | valor=8120
linha=3106 | nome=Mariana | acao=executou o benchmark | valor=6080
linha=3107 | nome=Renata | acao=executou o benchmark | valor=1539
linha=3108 | nome=Igor | acao=analisou os resultados | valor=4938
linha=3109 | nome=Igor | acao=participou da aula | valor=3695
linha=3110 | nome=Otavio | acao=participou da aula | valor=2984
linha=3111 | nome=Vitor | acao=fez um experimento | valor=2712
linha=3112 | nome=Felipe | acao=fez um experimento | valor=6695
linha=3113 | nome=Joao | acao=escreveu o relatorio | valor=2284
linha=3114 | nome=Felipe | acao=participou da aula | valor=1810
linha=3115 | nome=Lucas | acao=fez um experimento | valor=6640
linha=3116 | nome=Igor | acao=escreveu o relatorio | valor=7361
linha=3117 | nome=Karen | acao=comparou as metricas | valor=7080
linha=3118 | nome=Felipe | acao=otimizou o algoritmo | valor=8671
linha=3119 | nome=Igor | acao=comparou as metricas | valor=2500
linha=3120 | nome=Lucas | acao=escreveu o relatorio | valor=9699
linha=3121 | nome=Gabriela | acao=estudou computacao | valor=2614
linha=3122 | nome=Tiago | acao=escreveu o relatorio | valor=8245
linha=3123 | nome=Bruno | acao=participou da aula | valor=5711
linha=3124 | nome=Mariana | acao=executou o benchmark | valor=5519
linha=3125 | nome=Paulo | acao=estudou computacao | valor=7607
linha=3126 | nome=Helena | acao=participou da aula | valor=9415
linha=3127 | nome=Karen | acao=fez um experimento | valor=6151
linha=3128 | nome=Ana | acao=analisou os resultados | valor=4335
linha=3129 | nome=Gabriela | acao=fez um experimento | valor=7883
linha=3130 | nome=Felipe | acao=escreveu o relatorio | valor=3750
linha=3131 | nome=Felipe | acao=participou da aula | valor=2480
linha=3132 | nome=Ana | acao=escreveu o relatorio | valor=3050
linha=3133 | nome=Joao | acao=comparou as metricas | valor=7031
linha=3134 | nome=Lucas | acao=estudou computacao | valor=3984
linha=3135 | nome=Mariana | acao=participou da aula | valor=2338
linha=3136 | nome=Carlos | acao=analisou os resultados | valor=7037
linha=3137 | nome=Gabriela | acao=comparou as metricas | valor=5394
linha=3138 | nome=Lucas | acao=otimizou o algoritmo | valor=4827
linha=3139 | nome=Natalia | acao=estudou computacao | valor=6107
linha=3140 | nome=Renata | acao=comparou as metricas | valor=6200
linha=3141 | nome=Mariana | acao=analisou os resultados | valor=4579
linha=3142 | nome=Sofia | acao=executou o benchmark | valor=6670
linha=3143 | nome=Tiago | acao=otimizou o algoritmo | valor=7464
linha=3144 | nome=Otavio | acao=analisou os resultados | valor=7866
linha=3145 | nome=Vitor | acao=fez um experimento | valor=5677
linha=3146 | nome=Igor | acao=analisou os resultados | valor=7636
linha=3147 | nome=Helena | acao=fez um experimento | valor=7181
linha=3148 | nome=Renata | acao=participou da aula | valor=7730
linha=3149 | nome=Sofia | acao=participou da aula | valor=9379
linha=3150 | nome=Igor | acao=otimizou o algoritmo | valor=9997
linha=3151 | nome=Joao | acao=executou o benchmark | valor=5861
linha=3152 | nome=Mariana | acao=analisou os resultados | valor=8410
linha=3153 | nome=Bruno | acao=otimizou o algoritmo | valor=2007
linha=3154 | nome=Vitor | acao=executou o benchmark | valor=5994
linha=3155 | nome=Carlos | acao=participou da aula | valor=4868
linha=3156 | nome=Tiago | acao=escreveu o relatorio | valor=7105
linha=3157 | nome=Ana | acao=fez um experimento | valor=7085
linha=3158 | nome=Ana | acao=participou da aula | valor=4277
linha=3159 | nome=Eduarda | acao=estudou computacao | valor=8753
linha=3160 | nome=Sofia | acao=otimizou o algoritmo | valor=4077
linha=3161 | nome=Helena | acao=escreveu o relatorio | valor=6318
linha=3162 | nome=Otavio | acao=fez um experimento | valor=4947
linha=3163 | nome=Mariana | acao=participou da aula | valor=2335
linha=3164 | nome=Sofia | acao=fez um experimento | valor=9844
linha=3165 | nome=Helena | acao=estudou computacao | valor=7711
linha=3166 | nome=Renata | acao=escreveu o relatorio | valor=7279
linha=3167 | nome=Otavio | acao=otimizou o algoritmo | valor=8219
linha=3168 | nome=Daniela | acao=analisou os resultados | valor=6965
linha=3169 | nome=Bruno | acao=participou da aula | valor=2016
linha=3170 | nome=Lucas | acao=estudou computacao | valor=2412
linha=3171 | nome=Paulo | acao=fez um experimento | valor=1801
linha=3172 | nome=Renata | acao=otimizou o algoritmo | valor=8295
linha=3173 | nome=Gabriela | acao=escreveu o relatorio | valor=8649
linha=3174 | nome=Sofia | acao=analisou os resultados | valor=2894
linha=3175 | nome=Paulo | acao=escreveu o relatorio | valor=6576
linha=3176 | nome=Igor | acao=analisou os resultados | valor=8021
linha=3177 | nome=Mariana | acao=analisou os resultados | valor=5151
linha=3178 | nome=Felipe | acao=fez um experimento | valor=6125
linha=3179 | nome=Joao | acao=otimizou o algoritmo | valor=7581
linha=3180 | nome=Paulo | acao=otimizou o algoritmo | valor=5604
linha=3181 | nome=Lucas | acao=participou da aula | valor=1637
linha=3182 | nome=Felipe | acao=executou o benchmark | valor=4103
linha=3183 | nome=Tiago | acao=participou da aula | valor=1076
linha=3184 | nome=Paulo | acao=estudou computacao | valor=9195
linha=3185 | nome=Gabriela | acao=otimizou o algoritmo | valor=5183
linha=3186 | nome=Vitor | acao=otimizou o algoritmo | valor=5001
linha=3187 | nome=Carlos | acao=otimizou o algoritmo | valor=7225
linha=3188 | nome=Bruno | acao=fez um experimento | valor=9869
linha=3189 | nome=Natalia | acao=estudou computacao | valor=8600
linha=3190 | nome=Mariana | acao=comparou as metricas | valor=7481
linha=3191 | nome=Gabriela | acao=otimizou o algoritmo | valor=9981
linha=3192 | nome=Sofia | acao=executou o benchmark | valor=9758
linha=3193 | nome=Renata | acao=comparou as metricas | valor=9156
linha=3194 | nome=Mariana | acao=escreveu o relatorio | valor=3049
linha=3195 | nome=Ana | acao=escreveu o relatorio | valor=6076
linha=3196 | nome=Karen | acao=executou o benchmark | valor=6939
linha=3197 | nome=Otavio | acao=comparou as metricas | valor=3595
linha=3198 | nome=Helena | acao=estudou computacao | valor=3888
linha=3199 | nome=Eduarda | acao=comparou as metricas | valor=2276
linha=3200 | nome=Renata | acao=comparou as metricas | valor=7872
linha=3201 | nome=Igor | acao=participou da aula | valor=6736
linha=3202 | nome=Otavio | acao=otimizou o algoritmo | valor=4187
linha=3203 | nome=Otavio | acao=otimizou o algoritmo | valor=1407
linha=3204 | nome=Lucas | acao=escreveu o relatorio | valor=7537
linha=3205 | nome=Gabriela | acao=estudou computacao | valor=2084
linha=3206 | nome=Bruno | acao=escreveu o relatorio | valor=9486
linha=3207 | nome=Bruno | acao=escreveu o relatorio | valor=6793
linha=3208 | nome=Igor | acao=executou o benchmark | valor=3533
linha=3209 | nome=Carlos | acao=participou da aula | valor=4107
linha=3210 | nome=Helena | acao=executou o benchmark | valor=1866
linha=3211 | nome=Felipe | acao=estudou computacao | valor=8539
linha=3212 | nome=Karen | acao=otimizou o algoritmo | valor=1867
linha=3213 | nome=Sofia | acao=comparou as metricas | valor=4942
linha=3214 | nome=Carlos | acao=executou o benchmark | valor=4449
linha=3215 | nome=Karen | acao=comparou as metricas | valor=3968
linha=3216 | nome=Daniela | acao=analisou os resultados | valor=6048
linha=3217 | nome=Vitor | acao=fez um experimento | valor=8120
linha=3218 | nome=Eduarda | acao=otimizou o algoritmo | valor=4751
linha=3219 | nome=Sofia | acao=estudou computacao | valor=6842
linha=3220 | nome=Renata | acao=otimizou o algoritmo | valor=5313
linha=3221 | nome=Daniela | acao=escreveu o relatorio | valor=3493
linha=3222 | nome=Renata | acao=participou da aula | valor=1579
linha=3223 | nome=Sofia | acao=estudou computacao | valor=7938
linha=3224 | nome=Helena | acao=estudou computacao | valor=6293
linha=3225 | nome=Lucas | acao=comparou as metricas | valor=9679
linha=3226 | nome=Lucas | acao=escreveu o relatorio | valor=7636
linha=3227 | nome=Mariana | acao=comparou as metricas | valor=4770
linha=3228 | nome=Vitor | acao=estudou computacao | valor=5923
linha=3229 | nome=Mariana | acao=escreveu o relatorio | valor=7718
linha=3230 | nome=Igor | acao=escreveu o relatorio | valor=7407
linha=3231 | nome=Igor | acao=executou o benchmark | valor=9608
linha=3232 | nome=Vitor | acao=fez um experimento | valor=8602
linha=3233 | nome=Mariana | acao=comparou as metricas | valor=7060
linha=3234 | nome=Helena | acao=executou o benchmark | valor=6302
linha=3235 | nome=Natalia | acao=comparou as metricas | valor=2370
linha=3236 | nome=Igor | acao=fez um experimento | valor=6350
linha=3237 | nome=Paulo | acao=escreveu o relatorio | valor=7642
linha=3238 | nome=Joao | acao=comparou as metricas | valor=2427
linha=3239 | nome=Otavio | acao=executou o benchmark | valor=7008
linha=3240 | nome=Natalia | acao=fez um experimento | valor=6582
linha=3241 | nome=Bruno | acao=otimizou o algoritmo | valor=3690
linha=3242 | nome=Gabriela | acao=participou da aula | valor=8194
linha=3243 | nome=Ana | acao=analisou os resultados | valor=9203
linha=3244 | nome=Ana | acao=executou o benchmark | valor=3563
linha=3245 | nome=Paulo | acao=comparou as metricas | valor=6417
linha=3246 | nome=Eduarda | acao=otimizou o algoritmo | valor=3613
linha=3247 | nome=Bruno | acao=escreveu o relatorio | valor=4479
linha=3248 | nome=Tiago | acao=fez um experimento | valor=4636
linha=3249 | nome=Gabriela | acao=otimizou o algoritmo | valor=8464
linha=3250 | nome=Ana | acao=escreveu o relatorio | valor=8225
linha=3251 | nome=Gabriela | acao=estudou computacao | valor=8591
linha=3252 | nome=Mariana | acao=escreveu o relatorio | valor=8761
linha=3253 | nome=Joao | acao=otimizou o algoritmo | valor=1939
linha=3254 | nome=Vitor | acao=otimizou o algoritmo | valor=5110
linha=3255 | nome=Mariana | acao=analisou os resultados | valor=6783
linha=3256 | nome=Renata | acao=escreveu o relatorio | valor=6242
linha=3257 | nome=Mariana | acao=participou da aula | valor=1072
linha=3258 | nome=Ana | acao=analisou os resultados | valor=5686
linha=3259 | nome=Carlos | acao=otimizou o algoritmo | valor=3343
linha=3260 | nome=Gabriela | acao=escreveu o relatorio | valor=8807
linha=3261 | nome=Renata | acao=fez um experimento | valor=3213
linha=3262 | nome=Vitor | acao=executou o benchmark | valor=2693
linha=3263 | nome=Natalia | acao=participou da aula | valor=5924
linha=3264 | nome=Joao | acao=participou da aula | valor=9515
linha=3265 | nome=Felipe | acao=executou o benchmark | valor=2382
linha=3266 | nome=Paulo | acao=otimizou o algoritmo | valor=1117
linha=3267 | nome=Igor | acao=fez um experimento | valor=4753
linha=3268 | nome=Tiago | acao=analisou os resultados | valor=7755
linha=3269 | nome=Helena | acao=executou o benchmark | valor=4264
linha=3270 | nome=Igor | acao=fez um experimento | valor=4840
linha=3271 | nome=Otavio | acao=escreveu o relatorio | valor=1759
linha=3272 | nome=Sofia | acao=fez um experimento | valor=2507
linha=3273 | nome=Mariana | acao=estudou computacao | valor=8370
linha=3274 | nome=Ana | acao=participou da aula | valor=1699
linha=3275 | nome=Igor | acao=participou da aula | valor=8287
linha=3276 | nome=Vitor | acao=comparou as metricas | valor=8199
linha=3277 | nome=Helena | acao=otimizou o algoritmo | valor=8362
linha=3278 | nome=Gabriela | acao=otimizou o algoritmo | valor=4312
linha=3279 | nome=Felipe | acao=otimizou o algoritmo | valor=1068
linha=3280 | nome=Helena | acao=analisou os resultados | valor=1690
linha=3281 | nome=Mariana | acao=escreveu o relatorio | valor=3020
linha=3282 | nome=Karen | acao=comparou as metricas | valor=2616
linha=3283 | nome=Igor | acao=estudou computacao | valor=8950
linha=3284 | nome=Igor | acao=otimizou o algoritmo | valor=2030
linha=3285 | nome=Vitor | acao=fez um experimento | valor=3692
linha=3286 | nome=Otavio | acao=comparou as metricas | valor=7587
linha=3287 | nome=Carlos | acao=executou o benchmark | valor=2474
linha=3288 | nome=Bruno | acao=analisou os resultados | valor=3536
linha=3289 | nome=Igor | acao=estudou computacao | valor=8787
linha=3290 | nome=Eduarda | acao=participou da aula | valor=4837
linha=3291 | nome=Paulo | acao=estudou computacao | valor=6149
linha=3292 | nome=Renata | acao=comparou as metricas | valor=6119
linha=3293 | nome=Joao | acao=otimizou o algoritmo | valor=3614
linha=3294 | nome=Natalia | acao=comparou as metricas | valor=4390
linha=3295 | nome=Otavio | acao=comparou as metricas | valor=8344
linha=3296 | nome=Lucas | acao=fez um experimento | valor=2665
linha=3297 | nome=Helena | acao=otimizou o algoritmo | valor=3227
linha=3298 | nome=Bruno | acao=analisou os resultados | valor=4718
linha=3299 | nome=Mariana | acao=fez um experimento | valor=3775
linha=3300 | nome=Carlos | acao=participou da aula | valor=1658
linha=3301 | nome=Mariana | acao=otimizou o algoritmo | valor=3834
linha=3302 | nome=Sofia | acao=analisou os resultados | valor=1832
linha=3303 | nome=Renata | acao=participou da aula | valor=6569
linha=3304 | nome=Carlos | acao=analisou os resultados | valor=4597
