linha=1 | nome=Igor | acao=otimizou o algoritmo | valor=4561
linha=2453 | nome=Vitor | acao=escreveu o relatorio | valor=3515
linha=2454 | nome=Sofia | acao=estudou computacao | valor=8094
linha=2455 | nome=Otavio | acao=escreveu o relatorio | valor=1136
linha=2456 | nome=Mariana | acao=comparou as metricas | valor=5414
linha=2457 | nome=Eduarda | acao=estudou computacao | valor=3400
linha=2458 | nome=Felipe | acao=analisou os resultados | valor=1623
linha=2459 | nome=Ana | acao=executou o benchmark | valor=1268
linha=2460 | nome=Joao | acao=estudou computacao | valor=6787
linha=2461 | nome=Sofia | acao=analisou os resultados | valor=6998
linha=2462 | nome=Bruno | acao=otimizou o algoritmo | valor=5594
linha=2463 | nome=Sofia | acao=estudou computacao | valor=2462
linha=2464 | nome=Joao | acao=comparou as metricas | valor=2890
linha=2465 | nome=Otavio | acao=estudou computacao | valor=3436
linha=2466 | nome=Bruno | acao=fez um experimento | valor=2981
linha=2467 | nome=Felipe | acao=otimizou o algoritmo | valor=3033
linha=2468 | nome=Natalia | acao=comparou as metricas | valor=8494
linha=2469 | nome=Carlos | acao=executou o benchmark | valor=9195
linha=2470 | nome=Ana | acao=estudou computacao | valor=7011
linha=2471 | nome=Ana | acao=comparou as metricas | valor=8325
linha=2472 | nome=Vitor | acao=analisou os resultados | valor=5111
linha=2473 | nome=Helena | acao=analisou os resultados | valor=4406
linha=2474 | nome=Gabriela | acao=comparou as metricas | valor=6604
linha=2475 | nome=Karen | acao=otimizou o algoritmo | valor=4218
linha=2476 | nome=Natalia | acao=fez um experimento | valor=4794
linha=2477 | nome=Joao | acao=analisou os resultados | valor=4444
linha=2478 | nome=Renata | acao=otimizou o algoritmo | valor=6089
linha=2479 | nome=Renata | acao=escreveu o relatorio | valor=6752
linha=2480 | nome=Mariana | acao=analisou os resultados | valor=3010
linha=2481 | nome=Ana | acao=otimizou o algoritmo | valor=2287
linha=2482 | nome=Ana | acao=comparou as metricas | valor=2144
linha=2483 | nome=Renata | acao=analisou os resultados | valor=5114
linha=2484 | nome=Ana | acao=escreveu o relatorio | valor=1959
linha=2485 | nome=Igor | acao=executou o benchmark | valor=7918
linha=2486 | nome=Tiago | acao=estudou computacao | valor=9658
linha=2487 | nome=Helena | acao=participou da aula | valor=4509
linha=2488 | nome=Paulo | acao=fez um experimento | valor=8484
linha=2489 | nome=Renata | acao=executou o benchmark | valor=8376
linha=2490 | nome=Otavio | acao=participou da aula | valor=9597
linha=2491 | nome=Joao | acao=otimizou o algoritmo | valor=8514
linha=2492 | nome=Paulo | acao=participou da aula | valor=8199
linha=2493 | nome=Eduarda | acao=participou da aula | valor=8917
linha=2494 | nome=Bruno | acao=analisou os resultados | valor=6487
linha=2495 | nome=Mariana | acao=otimizou o algoritmo | valor=2417
linha=2496 | nome=Igor | acao=analisou os resultados | valor=4501
linha=2497 | nome=Felipe | acao=otimizou o algoritmo | valor=9759
linha=2498 | nome=Sofia | acao=executou o benchmark | valor=3142
linha=2499 | nome=Natalia | acao=escreveu o relatorio | valor=1492
linha=2500 | nome=Eduarda | acao=fez um experimento | valor=5948
linha=2501 | nome=Tiago | acao=participou da aula | valor=5868
linha=2502 | nome=Bruno | acao=fez um experimento | valor=2728
linha=2503 | nome=Mariana | acao=analisou os resultados | valor=8190
linha=2504 | nome=Otavio | acao=otimizou o algoritmo | valor=3769
linha=2505 | nome=Mariana | acao=analisou os resultados | valor=8148
linha=2506 | nome=Sofia | acao=executou o benchmark | valor=1510
linha=2507 | nome=Sofia | acao=fez um experimento | valor=1446
linha=2508 | nome=Felipe | acao=executou o benchmark | valor=6542
linha=2509 | nome=Felipe | acao=estudou computacao | valor=4532
linha=2510 | nome=Carlos | acao=otimizou o algoritmo | valor=8461
linha=2511 | nome=Bruno | acao=participou da aula | valor=9327
linha=2512 | nome=Otavio | acao=analisou os resultados | valor=8924
linha=2513 | nome=Otavio | acao=fez um experimento | valor=3480
linha=2514 | nome=Helena | acao=executou o benchmark | valor=6876
linha=2515 | nome=Daniela | acao=participou da aula | valor=1499
linha=2516 | nome=Sofia | acao=comparou as metricas | valor=2582
linha=2517 | nome=Mariana | acao=fez um experimento | valor=2785
linha=2518 | nome=Joao | acao=escreveu o relatorio | valor=7186
linha=2519 | nome=Mariana | acao=otimizou o algoritmo | valor=6049
linha=2520 | nome=Daniela | acao=participou da aula | valor=1496
linha=2521 | nome=Otavio | acao=analisou os resultados | valor=2395
linha=2522 | nome=Daniela | acao=escreveu o relatorio | valor=9579
linha=2523 | nome=Paulo | acao=participou da aula | valor=4659
linha=2524 | nome=Carlos | acao=participou da aula | valor=5776
linha=2525 | nome=Karen | acao=otimizou o algoritmo | valor=4515
linha=2526 | nome=Mariana | acao=estudou computacao | valor=4951
linha=2527 | nome=Carlos | acao=fez um experimento | valor=1644
linha=2528 | nome=Mariana | acao=estudou computacao | valor=1272
linha=2529 | nome=Ana | acao=estudou computacao | valor=9819
linha=2530 | nome=Paulo | acao=estudou computacao | valor=8684
linha=2531 | nome=Helena | acao=participou da aula | valor=8106
linha=2532 | nome=Natalia | acao=fez um experimento | valor=7111
linha=2533 | nome=Carlos | acao=executou o benchmark | valor=4208
linha=2534 | nome=Vitor | acao=escreveu o relatorio | valor=7981
linha=2535 | nome=Felipe | acao=escreveu o relatorio | valor=3500
linha=2536 | nome=Igor | acao=participou da aula | valor=2454
linha=2537 | nome=Ana | acao=estudou computacao | valor=8682
linha=2538 | nome=Renata | acao=participou da aula | valor=9310
linha=2539 | nome=Ana | acao=comparou as metricas | valor=2258
linha=2540 | nome=Paulo | acao=executou o benchmark | valor=2201
linha=2541 | nome=Natalia | acao=fez um experimento | valor=4385
linha=2542 | nome=Mariana | acao=fez um experimento | valor=9176
linha=2543 | nome=Karen | acao=participou da aula | valor=4881
linha=2544 | nome=Igor | acao=escreveu o relatorio | valor=6144
linha=2545 | nome=Ana | acao=escreveu o relatorio | valor=5215
linha=2546 | nome=Eduarda | acao=fez um experimento | valor=7811
linha=2547 | nome=Joao | acao=analisou os resultados | valor=8330
linha=2548 | nome=Mariana | acao=otimizou o algoritmo | valor=1715
linha=2549 | nome=Lucas | acao=fez um experimento | valor=1894
linha=2550 | nome=Felipe | acao=estudou computacao | valor=9654
linha=2551 | nome=Vitor | acao=escreveu o relatorio | valor=9397
linha=2552 | nome=Mariana | acao=comparou as metricas | valor=7055
linha=2553 | nome=Otavio | acao=participou da aula | valor=4702
linha=2554 | nome=Eduarda | acao=comparou as metricas | valor=8837
linha=2555 | nome=Ana | acao=fez um experimento | valor=4234
linha=2556 | nome=Mariana | acao=fez um experimento | valor=8864
linha=2557 | nome=Ana | acao=estudou computacao | valor=8357
linha=2558 | nome=Felipe | acao=analisou os resultados | valor=4325
linha=2559 | nome=Mariana | acao=fez um experimento | valor=9044
linha=2560 | nome=Natalia | acao=fez um experimento | valor=1924
linha=2561 | nome=Paulo | acao=participou da aula | valor=5642
linha=2562 | nome=Karen | acao=participou da aula | valor=7844
linha=2563 | nome=Otavio | acao=executou o benchmark | valor=1136
linha=2564 | nome=Karen | acao=fez um experimento | valor=4129
linha=2565 | nome=Igor | acao=fez um experimento | valor=7698
linha=2566 | nome=Eduarda | acao=analisou os resultados | valor=3050
linha=2567 | nome=Joao | acao=analisou os resultados | valor=7042
linha=2568 | nome=Renata | acao=escreveu o relatorio | valor=6059
linha=2569 | nome=Joao | acao=participou da aula | valor=7854
linha=2570 | nome=Renata | acao=fez um experimento | valor=2923
linha=2571 | nome=Karen | acao=comparou as metricas | valor=8464
linha=2572 | nome=Paulo | acao=executou o benchmark | valor=4038
linha=2573 | nome=Tiago | acao=otimizou o algoritmo | valor=1523
linha=2574 | nome=Tiago | acao=fez um experimento | valor=8402
linha=2575 | nome=Karen | acao=executou o benchmark | valor=2785
linha=2576 | nome=Ana | acao=participou da aula | valor=9629
linha=2577 | nome=Carlos | acao=executou o benchmark | valor=3879
linha=2578 | nome=Igor | acao=fez um experimento | valor=5572
linha=2579 | nome=Lucas | acao=comparou as metricas | valor=6703
linha=2580 | nome=Mariana | acao=comparou as metricas | valor=3645
linha=2581 | nome=Natalia | acao=analisou os resultados | valor=4119
linha=2582 | nome=Ana | acao=comparou as metricas | valor=7441
linha=2583 | nome=Renata | acao=otimizou o algoritmo | valor=3366
linha=2584 | nome=Joao | acao=otimizou o algoritmo | valor=3710
linha=2585 | nome=Karen | acao=analisou os resultados | valor=4911
linha=2586 | nome=Lucas | acao=comparou as metricas | valor=7966
linha=2587 | nome=Helena | acao=escreveu o relatorio | valor=1177
linha=2588 | nome=Helena | acao=fez um experimento | valor=4258
linha=2589 | nome=Renata | acao=fez um experimento | valor=3207
linha=2590 | nome=Eduarda | acao=fez um experimento | valor=2768
linha=2591 | nome=Felipe | acao=fez um experimento | valor=6197
linha=2592 | nome=Ana | acao=fez um experimento | valor=1367
linha=2593 | nome=Sofia | acao=otimizou o algoritmo | valor=5478
linha=2594 | nome=Gabriela | acao=otimizou o algoritmo | valor=8844
linha=2595 | nome=Tiago | acao=participou da aula | valor=1132
linha=2596 | nome=Tiago | acao=fez um experimento | valor=5351
linha=2597 | nome=Eduarda | acao=estudou computacao | valor=6734
linha=2598 | nome=Carlos | acao=participou da aula | valor=3802
linha=2599 | nome=Mariana | acao=otimizou o algoritmo | valor=6992
linha=2600 | nome=Natalia | acao=fez um experimento | valor=6583
linha=2601 | nome=Carlos | acao=escreveu o relatorio | valor=3828
linha=2602 | nome=Bruno | acao=participou da aula | valor=8689
linha=2603 | nome=Lucas | acao=escreveu o relatorio | valor=9585
linha=2604 | nome=Joao | acao=analisou os resultados | valor=5573
linha=2605 | nome=Helena | acao=executou o benchmark | valor=1162
linha=2606 | nome=Natalia | acao=escreveu o relatorio | valor=2797
linha=2607 | nome=Gabriela | acao=executou o benchmark | valor=8493
linha=2608 | nome=Tiago | acao=analisou os resultados | valor=9099
linha=2609 | nome=Karen | acao=participou da aula | valor=6802
linha=2610 | nome=Mariana | acao=comparou as metricas | valor=8388
linha=2611 | nome=Mariana | acao=participou da aula | valor=9635
linha=2612 | nome=Carlos | acao=comparou as metricas | valor=7097
linha=2613 | nome=Karen | acao=fez um experimento | valor=7304
linha=2614 | nome=Joao | acao=escreveu o relatorio | valor=8910
linha=2615 | nome=Mariana | acao=executou o benchmark | valor=4711
linha=2616 | nome=Igor | acao=comparou as metricas | valor=1496
linha=2617 | nome=Daniela | acao=comparou as metricas | valor=7079
linha=2618 | nome=Carlos | acao=otimizou o algoritmo | valor=9257
linha=2619 | nome=Sofia | acao=participou da aula | valor=9745
linha=2620 | nome=Carlos | acao=participou da aula | valor=3229
linha=2621 | nome=Otavio | acao=analisou os resultados | valor=4860
linha=2622 | nome=Igor | acao=comparou as metricas | valor=8349
linha=2623 | nome=Lucas | acao=executou o benchmark | valor=1368
linha=2624 | nome=Ana | acao=escreveu o relatorio | valor=5562
linha=2625 | nome=Tiago | acao=analisou os resultados | valor=1844
linha=2626 | nome=Bruno | acao=participou da aula | valor=8435
linha=2627 | nome=Lucas | acao=fez um experimento | valor=6217
linha=2628 | nome=Mariana | acao=comparou as metricas | valor=3550
linha=2629 | nome=Bruno | acao=otimizou o algoritmo | valor=2252
linha=2630 | nome=Daniela | acao=otimizou o algoritmo | valor=8627
linha=2631 | nome=Natalia | acao=executou o benchmark | valor=8178
linha=2632 | nome=Carlos | acao=estudou computacao | valor=8736
linha=2633 | nome=Helena | acao=executou o benchmark | valor=1171
linha=2634 | nome=Sofia | acao=fez um experimento | valor=8088
linha=2635 | nome=Mariana | acao=comparou as metricas | valor=3044
linha=2636 | nome=Otavio | acao=participou da aula | valor=2139
linha=2637 | nome=Mariana | acao=fez um experimento | valor=8026
linha=2638 | nome=Helena | acao=participou da aula | valor=4412
linha=2639 | nome=Sofia | acao=otimizou o algoritmo | valor=6819
linha=2640 | nome=Eduarda | acao=estudou computacao | valor=6412
linha=2641 | nome=Lucas | acao=estudou computacao | valor=5292
linha=2642 | nome=Vitor | acao=estudou computacao | valor=7391
linha=2643 | nome=Otavio | acao=estudou computacao | valor=2364
linha=2644 | nome=Mariana | acao=comparou as metricas | valor=2941
linha=2645 | nome=Mariana | acao=comparou as metricas | valor=9458
linha=2646 | nome=Helena | acao=participou da aula | valor=8760
linha=2647 | nome=Gabriela | acao=executou o benchmark | valor=1448
linha=2648 | nome=Daniela | acao=estudou computacao | valor=3838
linha=2649 | nome=Sofia | acao=escreveu o relatorio | valor=2074
linha=2650 | nome=Vitor | acao=participou da aula | valor=8834
linha=2651 | nome=Joao | acao=analisou os resultados | valor=1611
linha=2652 | nome=Gabriela | acao=otimizou o algoritmo | valor=3601
linha=2653 | nome=Paulo | acao=otimizou o algoritmo | valor=9893
linha=2654 | nome=Bruno | acao=participou da aula | valor=7753
linha=2655 | nome=Gabriela | acao=analisou os resultados | valor=4562
linha=2656 | nome=Felipe | acao=participou da aula | valor=2267
linha=2657 | nome=Igor | acao=otimizou o algoritmo | valor=7776
linha=2658 | nome=Vitor | acao=escreveu o relatorio | valor=8553
linha=2659 | nome=Felipe | acao=executou o benchmark | valor=3099
linha=2660 | nome=Natalia | acao=escreveu o relatorio | valor=4109
linha=2661 | nome=Joao | acao=participou da aula | valor=9845
linha=2662 | nome=Igor | acao=executou o benchmark | valor=8636
linha=2663 | nome=Eduarda | acao=escreveu o relatorio | valor=4557
linha=2664 | nome=Renata | acao=participou da aula | valor=5653
linha=2665 | nome=Carlos | acao=otimizou o algoritmo | valor=5466
linha=2666 | nome=Karen | acao=fez um experimento | valor=5319
linha=2667 | nome=Carlos | acao=comparou as metricas | valor=8081
linha=2668 | nome=Daniela | acao=analisou os resultados | valor=2005
linha=2669 | nome=Igor | acao=comparou as metricas | valor=6645
linha=2670 | nome=Vitor | acao=otimizou o algoritmo | valor=5166
linha=2671 | nome=Mariana | acao=participou da aula | valor=5715
linha=2672 | nome=Karen | acao=otimizou o algoritmo | valor=5253
linha=2673 | nome=Otavio | acao=participou da aula | valor=1076
linha=2674 | nome=Karen | acao=estudou computacao | valor=8901
linha=2675 | nome=Igor | acao=analisou os resultados | valor=5951
linha=2676 | nome=Joao | acao=estudou computacao | valor=9604
linha=2677 | nome=Vitor | acao=fez um experimento | valor=7338
linha=2678 | nome=Gabriela | acao=escreveu o relatorio | valor=1907
linha=2679 | nome=Felipe | acao=participou da aula | valor=8391
linha=2680 | nome=Joao | acao=otimizou o algoritmo | valor=9782
linha=2681 | nome=Sofia | acao=comparou as metricas | valor=6548
linha=2682 | nome=Helena | acao=escreveu o relatorio | valor=3053
linha=2683 | nome=Mariana | acao=estudou computacao | valor=7434
linha=2684 | nome=Bruno | acao=analisou os resultados | valor=6394
linha=2685 | nome=Felipe | acao=executou o benchmark | valor=5363
linha=2686 | nome=Otavio | acao=comparou as metricas | valor=5484
linha=2687 | nome=Felipe | acao=analisou os resultados | valor=4543
linha=2688 | nome=Bruno | acao=comparou as metricas | valor=3554
linha=2689 | nome=Karen | acao=executou o benchmark | valor=1234
linha=2690 | nome=Eduarda | acao=participou da aula | valor=9196
linha=2691 | nome=Gabriela | acao=executou o benchmark | valor=4168
linha=2692 | nome=Felipe | acao=participou da aula | valor=5272
linha=2693 | nome=Otavio | acao=fez um experimento | valor=5207
linha=2694 | nome=Bruno | acao=analisou os resultados | valor=2178
linha=2695 | nome=Joao | acao=executou o benchmark | valor=5506
linha=2696 | nome=Paulo | acao=comparou as metricas | valor=2282
linha=2697 | nome=Renata | acao=escreveu o relatorio | valor=6072
linha=2698 | nome=Helena | acao=participou da aula | valor=6544
linha=2699 | nome=Carlos | acao=escreveu o relatorio | valor=9449
linha=2700 | nome=Karen | acao=analisou os resultados | valor=1585
linha=2701 | nome=Ana | acao=participou da aula | valor=4956
linha=2702 | nome=Tiago | acao=otimizou o algoritmo | valor=6632
linha=2703 | nome=Daniela | acao=estudou computacao | valor=8234
linha=2704 | nome=Gabriela | acao=escreveu o relatorio | valor=2571
linha=2705 | nome=Natalia | acao=comparou as metricas | valor=4137
linha=2706 | nome=Eduarda | acao=comparou as metricas | valor=4339
linha=2707 | nome=Mariana | acao=analisou os resultados | valor=8256
linha=2708 | nome=Lucas | acao=participou da aula | valor=1379
linha=2709 | nome=Eduarda | acao=otimizou o algoritmo | valor=1804
linha=2710 | nome=Helena | acao=participou da aula | valor=9628
linha=2711 | nome=Mariana | acao=otimizou o algoritmo | valor=6703
linha=2712 | nome=Mariana | acao=fez um experimento | valor=2116
linha=2713 | nome=Eduarda | acao=estudou computacao | valor=5729
linha=2714 | nome=Tiago | acao=escreveu o relatorio | valor=2590
linha=2715 | nome=Carlos | acao=estudou computacao | valor=1304
linha=2716 | nome=Vitor | acao=otimizou o algoritmo | valor=6880
linha=2717 | nome=Mariana | acao=comparou as metricas | valor=2125
linha=2718 | nome=Igor | acao=estudou computacao | valor=8816
linha=2719 | nome=Gabriela | acao=analisou os resultados | valor=1943
linha=2720 | nome=Vitor | acao=escreveu o relatorio | valor=5059
linha=2721 | nome=Daniela | acao=comparou as metricas | valor=6439
linha=2722 | nome=Natalia | acao=participou da aula | valor=7801
linha=2723 | nome=Lucas | acao=participou da aula | valor=2553
linha=2724 | nome=Paulo | acao=otimizou o algoritmo | valor=4690
linha=2725 | nome=Felipe | acao=otimizou o algoritmo | valor=9985
linha=2726 | nome=Helena | acao=fez um experimento | valor=9409
linha=2727 | nome=Gabriela | acao=estudou computacao | valor=9818
linha=2728 | nome=Felipe | acao=executou o benchmark | valor=7324
linha=2729 | nome=Daniela | acao=otimizou o algoritmo | valor=5547
linha=2730 | nome=Renata | acao=estudou computacao | valor=4667
linha=2731 | nome=Bruno | acao=participou da aula | valor=3730
linha=2732 | nome=Sofia | acao=fez um experimento | valor=9256
linha=2733 | nome=Tiago | acao=analisou os resultados | valor=9805
linha=2734 | nome=Otavio | acao=analisou os resultados | valor=3319
linha=2735 | nome=Sofia | acao=participou da aula | valor=4396
linha=2736 | nome=Felipe | acao=analisou os resultados | valor=9839
linha=2737 | nome=Felipe | acao=escreveu o relatorio | valor=7110
linha=2738 | nome=Mariana | acao=participou da aula | valor=7061
linha=2739 | nome=Bruno | acao=fez um experimento | valor=5749
linha=2740 | nome=Renata | acao=escreveu o relatorio | valor=8027
linha=2741 | nome=Renata | acao=executou o benchmark | valor=8877
linha=2742 | nome=Mariana | acao=otimizou o algoritmo | valor=6280
linha=2743 | nome=Karen | acao=analisou os resultados | valor=5726
linha=2744 | nome=Lucas | acao=escreveu o relatorio | valor=8033
linha=2745 | nome=Otavio | acao=participou da aula | valor=4836
linha=2746 | nome=Eduarda | acao=analisou os resultados | valor=4017
linha=2747 | nome=Vitor | acao=escreveu o relatorio | valor=7970
linha=2748 | nome=Otavio | acao=executou o benchmark | valor=3800
linha=2749 | nome=Bruno | acao=participou da aula | valor=3509
linha=2750 | nome=Sofia | acao=participou da aula | valor=5305
linha=2751 | nome=Sofia | acao=otimizou o algoritmo | valor=4816
linha=2752 | nome=Felipe | acao=escreveu o relatorio | valor=3834
linha=2753 | nome=Daniela | acao=comparou as metricas | valor=9919
linha=2754 | nome=Daniela | acao=executou o benchmark | valor=4840
linha=2755 | nome=Karen | acao=otimizou o algoritmo | valor=8236
linha=2756 | nome=Karen | acao=participou da aula | valor=4322
linha=2757 | nome=Paulo | acao=executou o benchmark | valor=1910
linha=2758 | nome=Carlos | acao=escreveu o relatorio | valor=4850
linha=2759 | nome=Sofia | acao=escreveu o relatorio | valor=7234
linha=2760 | nome=Karen | acao=escreveu o relatorio | valor=5762
linha=2761 | nome=Gabriela | acao=executou o benchmark | valor=4455
linha=2762 | nome=Lucas | acao=analisou os resultados | valor=2267
linha=2763 | nome=Gabriela | acao=analisou os resultados | valor=4317
linha=2764 | nome=Eduarda | acao=escreveu o relatorio | valor=8373
linha=2765 | nome=Bruno | acao=otimizou o algoritmo | valor=5651
linha=2766 | nome=Carlos | acao=estudou computacao | valor=9224
linha=2767 | nome=Eduarda | acao=participou da aula | valor=4464
linha=2768 | nome=Ana | acao=executou o benchmark | valor=8760
linha=2769 | nome=Otavio | acao=fez um experimento | valor=8298
linha=2770 | nome=Gabriela | acao=participou da aula | valor=3988
linha=2771 | nome=Bruno | acao=otimizou o algoritmo | valor=4188
linha=2772 | nome=Natalia | acao=estudou computacao | valor=6628
linha=2773 | nome=Karen | acao=escreveu o relatorio | valor=9576
linha=2774 | nome=Renata | acao=participou da aula | valor=3219
linha=2775 | nome=Natalia | acao=participou da aula | valor=4688
linha=2776 | nome=Ana | acao=analisou os resultados | valor=2866
linha=2777 | nome=Eduarda | acao=fez um experimento | valor=3132
linha=2778 | nome=Vitor | acao=participou da aula | valor=1606
linha=2779 | nome=Karen | acao=escreveu o relatorio | valor=2744
linha=2780 | nome=Gabriela | acao=analisou os resultados | valor=5260
linha=2781 | nome=Mariana | acao=participou da aula | valor=2164
linha=2782 | nome=Joao | acao=otimizou o algoritmo | valor=9196
linha=2783 | nome=Bruno | acao=comparou as metricas | valor=3405
linha=2784 | nome=Joao | acao=escreveu o relatorio | valor=5043
linha=2785 | nome=Joao | acao=executou o benchmark | valor=1268
linha=2786 | nome=Igor | acao=escreveu o relatorio | valor=1137
linha=2787 | nome=Otavio | acao=participou da aula | valor=9419
linha=2788 | nome=Renata | acao=estudou computacao | valor=2202
linha=2789 | nome=Mariana | acao=otimizou o algoritmo | valor=7426
linha=2790 | nome=Ana | acao=otimizou o algoritmo | valor=1393
linha=2791 | nome=Helena | acao=escreveu o relatorio | valor=4053
linha=2792 | nome=Mariana | acao=comparou as metricas | valor=5929
linha=2793 | nome=Gabriela | acao=escreveu o relatorio | valor=4905
linha=2794 | nome=Gabriela | acao=fez um experimento | valor=9356
linha=2795 | nome=Carlos | acao=escreveu o relatorio | valor=8182
linha=2796 | nome=Tiago | acao=escreveu o relatorio | valor=2529
linha=2797 | nome=Otavio | acao=executou o benchmark | valor=5563
linha=2798 | nome=Daniela | acao=executou o benchmark | valor=3531
linha=2799 | nome=Daniela | acao=participou da aula | valor=8572
linha=2800 | nome=Ana | acao=comparou as metricas | valor=9115
linha=2801 | nome=Karen | acao=executou o benchmark | valor=7872
linha=2802 | nome=Natalia | acao=executou o benchmark | valor=8861
linha=2803 | nome=Helena | acao=escreveu o relatorio | valor=8885
linha=2804 | nome=Mariana | acao=fez um experimento | valor=3815
linha=2805 | nome=Mariana | acao=participou da aula | valor=8678
linha=2806 | nome=Ana | acao=fez um experimento | valor=6202
linha=2807 | nome=Eduarda | acao=fez um experimento | valor=9457
linha=2808 | nome=Tiago | acao=escreveu o relatorio | valor=4578
linha=2809 | nome=Igor | acao=otimizou o algoritmo | valor=6613
linha=2810 | nome=Renata | acao=executou o benchmark | valor=9567
linha=2811 | nome=Lucas | acao=analisou os resultados | valor=9230
linha=2812 | nome=Daniela | acao=executou o benchmark | valor=4737
linha=2813 | nome=Paulo | acao=analisou os resultados | valor=7734
linha=2814 | nome=Igor | acao=participou da aula | valor=3995
linha=2815 | nome=Sofia | acao=analisou os resultados | valor=8876
linha=2816 | nome=Joao | acao=estudou computacao | valor=3892
linha=2817 | nome=Gabriela | acao=participou da aula | valor=2490
linha=2818 | nome=Ana | acao=otimizou o algoritmo | valor=1569
linha=2819 | nome=Joao | acao=comparou as metricas | valor=1966
linha=2820 | nome=Tiago | acao=otimizou o algoritmo | valor=9634
linha=2821 | nome=Daniela | acao=analisou os resultados | valor=8714
linha=2822 | nome=Felipe | acao=participou da aula | valor=1964
linha=2823 | nome=Mariana | acao=fez um experimento | valor=8839
linha=2824 | nome=Daniela | acao=fez um experimento | valor=6164
linha=2825 | nome=Bruno | acao=fez um experimento | valor=6769
linha=2826 | nome=Felipe | acao=analisou os resultados | valor=6985
linha=2827 | nome=Carlos | acao=analisou os resultados | valor=7244
linha=2828 | nome=Felipe | acao=executou o benchmark | valor=9842
linha=2829 | nome=Ana | acao=estudou computacao | valor=8135
linha=2830 | nome=Bruno | acao=analisou os resultados | valor=5784
linha=2831 | nome=Carlos | acao=participou da aula | valor=1065
linha=2832 | nome=Natalia | acao=participou da aula | valor=2302
linha=2833 | nome=Carlos | acao=analisou os resultados | valor=9345
linha=2834 | nome=Tiago | acao=estudou computacao | valor=2976
linha=2835 | nome=Natalia | acao=estudou computacao | valor=2600
linha=2836 | nome=Renata | acao=comparou as metricas | valor=8834
linha=2837 | nome=Tiago | acao=comparou as metricas | valor=6749
linha=2838 | nome=Helena | acao=escreveu o relatorio | valor=5279
linha=2839 | nome=Tiago | acao=participou da aula | valor=7244
linha=2840 | nome=Felipe | acao=escreveu o relatorio | valor=5273
linha=2841 | nome=Otavio | acao=escreveu o relatorio | valor=6890
linha=2842 | nome=Lucas | acao=fez um experimento | valor=5139
linha=2843 | nome=Karen | acao=fez um experimento | valor=4660
linha=2844 | nome=Daniela | acao=estudou computacao | valor=5007
linha=2845 | nome=Renata | acao=executou o benchmark | valor=6692
linha=2846 | nome=Paulo | acao=comparou as metricas | valor=7759
linha=2847 | nome=Vitor | acao=comparou as metricas | valor=4988
linha=2848 | nome=Bruno | acao=escreveu o relatorio | valor=1229
linha=2849 | nome=Vitor | acao=fez um experimento | valor=8557
linha=2850 | nome=Vitor | acao=comparou as metricas | valor=4124
linha=2851 | nome=Helena | acao=analisou os resultados | valor=6838
linha=2852 | nome=Joao | acao=otimizou o algoritmo | valor=7893
linha=2853 | nome=Felipe | acao=fez um experimento | valor=8864
linha=2854 | nome=Bruno | acao=executou o benchmark | valor=3067
linha=2855 | nome=Natalia | acao=escreveu o relatorio | valor=2214
linha=2856 | nome=Lucas | acao=otimizou o algoritmo | valor=7061
linha=2857 | nome=Ana | acao=fez um experimento | valor=8937
linha=2858 | nome=Karen | acao=otimizou o algoritmo | valor=9741
linha=2859 | nome=Renata | acao=escreveu o relatorio | valor=4692
linha=2860 | nome=Eduarda | acao=executou o benchmark | valor=2948
linha=2861 | nome=Mariana | acao=escreveu o relatorio | valor=8567
linha=2862 | nome=Karen | acao=analisou os resultados | valor=1599
linha=2863 | nome=Gabriela | acao=otimizou o algoritmo | valor=1059
linha=2864 | nome=Paulo | acao=fez um experimento | valor=7998
linha=2865 | nome=Daniela | acao=comparou as metricas | valor=5538
linha=2866 | nome=Ana | acao=participou da aula | valor=9037
linha=2867 | nome=Eduarda | acao=estudou computacao | valor=9359
linha=2868 | nome=Paulo | acao=comparou as metricas | valor=9966
linha=2869 | nome=Mariana | acao=comparou as metricas | valor=3087
linha=2870 | nome=Vitor | acao=comparou as metricas | valor=8194
linha=2871 | nome=Natalia | acao=otimizou o algoritmo | valor=2093
linha=2872 | nome=Vitor | acao=otimizou o algoritmo | valor=4823
linha=2873 | nome=Eduarda | acao=escreveu o relatorio | valor=9721
linha=2874 | nome=Paulo | acao=fez um experimento | valor=3993
linha=2875 | nome=Renata | acao=estudou computacao | valor=9539
linha=2876 | nome=Lucas | acao=comparou as metricas | valor=2174
linha=2877 | nome=Mariana | acao=comparou as metricas | valor=4699
linha=2878 | nome=Daniela | acao=participou da aula | valor=5298
linha=2879 | nome=Karen | acao=comparou as metricas | valor=5102
linha=2880 | nome=Helena | acao=executou o benchmark | valor=3903
linha=2881 | nome=Eduarda | acao=estudou computacao | valor=7768
linha=2882 | nome=Mariana | acao=fez um experimento | valor=6780
linha=2883 | nome=Natalia | acao=analisou os resultados | valor=6291
linha=2884 | nome=Karen | acao=otimizou o algoritmo | valor=4817
linha=2885 | nome=Renata | acao=executou o benchmark | valor=5604
linha=2886 | nome=Felipe | acao=participou da aula | valor=7427
linha=2887 | nome=Gabriela | acao=otimizou o algoritmo | valor=8590
linha=2888 | nome=Eduarda | acao=estudou computacao | valor=8513
linha=2889 | nome=Eduarda | acao=comparou as metricas | valor=5860
linha=2890 | nome=Tiago | acao=fez um experimento | valor=6430
