linha=1 | nome=Gabriela | acao=comparou as metricas | valor=4588
linha=2859 | nome=Karen | acao=analisou os resultados | valor=4358
linha=2860 | nome=Otavio | acao=estudou computacao | valor=8162
linha=2861 | nome=Felipe | acao=otimizou o algoritmo | valor=1293
linha=2862 | nome=Renata | acao=comparou as metricas | valor=2834
linha=2863 | nome=Sofia | acao=analisou os resultados | valor=1525
linha=2864 | nome=Carlos | acao=otimizou o algoritmo | valor=6320
linha=2865 | nome=Otavio | acao=comparou as metricas | valor=4479
linha=2866 | nome=Lucas | acao=executou o benchmark | valor=5444
linha=2867 | nome=Natalia | acao=estudou computacao | valor=6586
linha=2868 | nome=Joao | acao=comparou as metricas | valor=6783
linha=2869 | nome=Renata | acao=analisou os resultados | valor=2522
linha=2870 | nome=Mariana | acao=participou da aula | valor=4744
linha=2871 | nome=Tiago | acao=fez um experimento | valor=8215
linha=2872 | nome=Gabriela | acao=otimizou o algoritmo | valor=1573
linha=2873 | nome=Paulo | acao=executou o benchmark | valor=9924
linha=2874 | nome=Daniela | acao=estudou computacao | valor=3265
linha=2875 | nome=Helena | acao=comparou as metricas | valor=9240
linha=2876 | nome=Daniela | acao=participou da aula | valor=1784
linha=2877 | nome=Helena | acao=estudou computacao | valor=6194
linha=2878 | nome=Ana | acao=participou da aula | valor=8373
linha=2879 | nome=Natalia | acao=participou da aula | valor=9686
linha=2880 | nome=Otavio | acao=otimizou o algoritmo | valor=8233
linha=2881 | nome=Renata | acao=participou da aula | valor=3508
linha=2882 | nome=Tiago | acao=escreveu o relatorio | valor=5527
linha=2883 | nome=Bruno | acao=estudou computacao | valor=4814
linha=2884 | nome=Paulo | acao=fez um experimento | valor=9941
linha=2885 | nome=Lucas | acao=escreveu o relatorio | valor=8651
linha=2886 | nome=Karen | acao=otimizou o algoritmo | valor=9135
linha=2887 | nome=Vitor | acao=participou da aula | valor=7841
linha=2888 | nome=Vitor | acao=fez um experimento | valor=6427
linha=2889 | nome=Mariana | acao=analisou os resultados | valor=4635
linha=2890 | nome=Igor | acao=otimizou o algoritmo | valor=5750
linha=2891 | nome=Gabriela | acao=otimizou o algoritmo | valor=6328
linha=2892 | nome=Renata | acao=analisou os resultados | valor=4729
linha=2893 | nome=Eduarda | acao=otimizou o algoritmo | valor=4793
linha=2894 | nome=Mariana | acao=fez um experimento | valor=8027
linha=2895 | nome=Karen | acao=estudou computacao | valor=7338
linha=2896 | nome=Helena | acao=fez um experimento | valor=9697
linha=2897 | nome=Helena | acao=fez um experimento | valor=4508
linha=2898 | nome=Joao | acao=executou o benchmark | valor=6641
linha=2899 | nome=Gabriela | acao=fez um experimento | valor=2281
linha=2900 | nome=Helena | acao=comparou as metricas | valor=9920
linha=2901 | nome=Igor | acao=participou da aula | valor=4798
linha=2902 | nome=Carlos | acao=otimizou o algoritmo | valor=7529
linha=2903 | nome=Eduarda | acao=comparou as metricas | valor=8446
linha=2904 | nome=Otavio | acao=participou da aula | valor=8691
linha=2905 | nome=Tiago | acao=escreveu o relatorio | valor=8714
linha=2906 | nome=Gabriela | acao=estudou computacao | valor=5489
linha=2907 | nome=Joao | acao=analisou os resultados | valor=4235
linha=2908 | nome=Gabriela | acao=escreveu o relatorio | valor=4543
linha=2909 | nome=Sofia | acao=participou da aula | valor=7420
linha=2910 | nome=Lucas | acao=executou o benchmark | valor=6229
linha=2911 | nome=Helena | acao=fez um experimento | valor=8834
linha=2912 | nome=Mariana | acao=analisou os resultados | valor=7020
linha=2913 | nome=Mariana | acao=comparou as metricas | valor=4606
linha=2914 | nome=Otavio | acao=estudou computacao | valor=7974
linha=2915 | nome=Karen | acao=fez um experimento | valor=2074
linha=2916 | nome=Eduarda | acao=fez um experimento | valor=4123
linha=2917 | nome=Ana | acao=executou o benchmark | valor=4877
linha=2918 | nome=Renata | acao=fez um experimento | valor=3085
linha=2919 | nome=Mariana | acao=participou da aula | valor=6046
linha=2920 | nome=Carlos | acao=otimizou o algoritmo | valor=1635
linha=2921 | nome=Otavio | acao=escreveu o relatorio | valor=7365
linha=2922 | nome=Felipe | acao=escreveu o relatorio | valor=4893
linha=2923 | nome=Mariana | acao=fez um experimento | valor=4662
linha=2924 | nome=Lucas | acao=otimizou o algoritmo | valor=3380
linha=2925 | nome=Helena | acao=analisou os resultados | valor=4192
linha=2926 | nome=Otavio | acao=comparou as metricas | valor=3273
linha=2927 | nome=Joao | acao=fez um experimento | valor=2708
linha=2928 | nome=Bruno | acao=estudou computacao | valor=1658
linha=2929 | nome=Sofia | acao=otimizou o algoritmo | valor=1530
linha=2930 | nome=Natalia | acao=otimizou o algoritmo | valor=5750
linha=2931 | nome=Bruno | acao=estudou computacao | valor=4935
linha=2932 | nome=Karen | acao=fez um experimento | valor=5509
linha=2933 | nome=Otavio | acao=participou da aula | valor=7752
linha=2934 | nome=Daniela | acao=estudou computacao | valor=8172
linha=2935 | nome=Gabriela | acao=fez um experimento | valor=9064
linha=2936 | nome=Helena | acao=otimizou o algoritmo | valor=2223
linha=2937 | nome=Mariana | acao=comparou as metricas | valor=4723
linha=2938 | nome=Ana | acao=escreveu o relatorio | valor=8106
linha=2939 | nome=Natalia | acao=otimizou o algoritmo | valor=5732
linha=2940 | nome=Lucas | acao=analisou os resultados | valor=8346
linha=2941 | nome=Bruno | acao=escreveu o relatorio | valor=9032
linha=2942 | nome=Gabriela | acao=executou o benchmark | valor=9011
linha=2943 | nome=Lucas | acao=escreveu o relatorio | valor=3850
linha=2944 | nome=Natalia | acao=executou o benchmark | valor=9547
linha=2945 | nome=Karen | acao=analisou os resultados | valor=5618
linha=2946 | nome=Igor | acao=comparou as metricas | valor=2494
linha=2947 | nome=Karen | acao=analisou os resultados | valor=4616
linha=2948 | nome=Mariana | acao=participou da aula | valor=9595
linha=2949 | nome=Vitor | acao=fez um experimento | valor=2164
linha=2950 | nome=Eduarda | acao=executou o benchmark | valor=4094
linha=2951 | nome=Joao | acao=escreveu o relatorio | valor=3852
linha=2952 | nome=Tiago | acao=escreveu o relatorio | valor=7037
linha=2953 | nome=Igor | acao=otimizou o algoritmo | valor=6294
linha=2954 | nome=Vitor | acao=fez um experimento | valor=7993
linha=2955 | nome=Lucas | acao=estudou computacao | valor=8281
linha=2956 | nome=Mariana | acao=participou da aula | valor=1510
linha=2957 | nome=Mariana | acao=comparou as metricas | valor=4972
linha=2958 | nome=Paulo | acao=executou o benchmark | valor=2944
linha=2959 | nome=Helena | acao=analisou os resultados | valor=9149
linha=2960 | nome=Gabriela | acao=estudou computacao | valor=5284
linha=2961 | nome=Renata | acao=estudou computacao | valor=3621
linha=2962 | nome=Ana | acao=comparou as metricas | valor=7425
linha=2963 | nome=Igor | acao=otimizou o algoritmo | valor=1689
linha=2964 | nome=Otavio | acao=estudou computacao | valor=1609
linha=2965 | nome=Eduarda | acao=comparou as metricas | valor=9505
linha=2966 | nome=Helena | acao=otimizou o algoritmo | valor=3830
linha=2967 | nome=Mariana | acao=otimizou o algoritmo | valor=8755
linha=2968 | nome=Karen | acao=executou o benchmark | valor=5937
linha=2969 | nome=Paulo | acao=otimizou o algoritmo | valor=3900
linha=2970 | nome=Eduarda | acao=fez um experimento | valor=2109
linha=2971 | nome=Eduarda | acao=executou o benchmark | valor=8890
linha=2972 | nome=Lucas | acao=comparou as metricas | valor=1894
linha=2973 | nome=Paulo | acao=analisou os resultados | valor=8213
linha=2974 | nome=Felipe | acao=executou o benchmark | valor=1193
linha=2975 | nome=Carlos | acao=fez um experimento | valor=4002
linha=2976 | nome=Lucas | acao=analisou os resultados | valor=4337
linha=2977 | nome=Tiago | acao=fez um experimento | valor=9105
linha=2978 | nome=Gabriela | acao=estudou computacao | valor=6110
linha=2979 | nome=Gabriela | acao=comparou as metricas | valor=8368
linha=2980 | nome=Renata | acao=estudou computacao | valor=5072
linha=2981 | nome=Ana | acao=comparou as metricas | valor=9420
linha=2982 | nome=Tiago | acao=fez um experimento | valor=5293
linha=2983 | nome=Lucas | acao=participou da aula | valor=8422
linha=2984 | nome=Lucas | acao=analisou os resultados | valor=7808
linha=2985 | nome=Carlos | acao=otimizou o algoritmo | valor=3458
linha=2986 | nome=Renata | acao=executou o benchmark | valor=1872
linha=2987 | nome=Joao | acao=participou da aula | valor=7329
linha=2988 | nome=Renata | acao=participou da aula | valor=9744
linha=2989 | nome=Daniela | acao=estudou computacao | valor=5236
linha=2990 | nome=Bruno | acao=otimizou o algoritmo | valor=7331
linha=2991 | nome=Ana | acao=analisou os resultados | valor=3171
linha=2992 | nome=Carlos | acao=executou o benchmark | valor=7338
linha=2993 | nome=Paulo | acao=analisou os resultados | valor=3471
linha=2994 | nome=Vitor | acao=participou da aula | valor=5783
linha=2995 | nome=Eduarda | acao=analisou os resultados | valor=9875
linha=2996 | nome=Carlos | acao=otimizou o algoritmo | valor=6102
linha=2997 | nome=Otavio | acao=comparou as metricas | valor=6071
linha=2998 | nome=Gabriela | acao=comparou as metricas | valor=7732
linha=2999 | nome=Ana | acao=otimizou o algoritmo | valor=6249
linha=3000 | nome=Felipe | acao=executou o benchmark | valor=9427
linha=3001 | nome=Gabriela | acao=participou da aula | valor=6209
linha=3002 | nome=Carlos | acao=escreveu o relatorio | valor=3914
linha=3003 | nome=Otavio | acao=escreveu o relatorio | valor=1223
linha=3004 | nome=Lucas | acao=analisou os resultados | valor=3180
linha=3005 | nome=Mariana | acao=escreveu o relatorio | valor=8721
linha=3006 | nome=Tiago | acao=comparou as metricas | valor=8205
linha=3007 | nome=Felipe | acao=participou da aula | valor=5444
linha=3008 | nome=Joao | acao=participou da aula | valor=8050
linha=3009 | nome=Joao | acao=participou da aula | valor=5108
linha=3010 | nome=Sofia | acao=otimizou o algoritmo | valor=2778
linha=3011 | nome=Renata | acao=fez um experimento | valor=9466
linha=3012 | nome=Gabriela | acao=executou o benchmark | valor=6442
linha=3013 | nome=Natalia | acao=analisou os resultados | valor=1779
linha=3014 | nome=Sofia | acao=escreveu o relatorio | valor=1309
linha=3015 | nome=Otavio | acao=analisou os resultados | valor=2497
linha=3016 | nome=Renata | acao=fez um experimento | valor=5381
linha=3017 | nome=Gabriela | acao=executou o benchmark | valor=3289
linha=3018 | nome=Tiago | acao=estudou computacao | valor=2136
linha=3019 | nome=Vitor | acao=otimizou o algoritmo | valor=5124
linha=3020 | nome=Helena | acao=executou o benchmark | valor=2844
linha=3021 | nome=Otavio | acao=participou da aula | valor=3245
linha=3022 | nome=Bruno | acao=otimizou o algoritmo | valor=8595
linha=3023 | nome=Felipe | acao=otimizou o algoritmo | valor=9285
linha=3024 | nome=Vitor | acao=estudou computacao | valor=8076
linha=3025 | nome=Vitor | acao=otimizou o algoritmo | valor=8915
linha=3026 | nome=Daniela | acao=escreveu o relatorio | valor=9125
linha=3027 | nome=Tiago | acao=fez um experimento | valor=9732
linha=3028 | nome=Daniela | acao=executou o benchmark | valor=3404
linha=3029 | nome=Ana | acao=executou o benchmark | valor=3800
linha=3030 | nome=Joao | acao=comparou as metricas | valor=9869
linha=3031 | nome=Tiago | acao=executou o benchmark | valor=2162
linha=3032 | nome=Ana | acao=comparou as metricas | valor=7156
linha=3033 | nome=Helena | acao=fez um experimento | valor=7704
linha=3034 | nome=Karen | acao=participou da aula | valor=3095
linha=3035 | nome=Lucas | acao=executou o benchmark | valor=6730
linha=3036 | nome=Vitor | acao=otimizou o algoritmo | valor=1120
linha=3037 | nome=Mariana | acao=estudou computacao | valor=9063
linha=3038 | nome=Vitor | acao=fez um experimento | valor=9458
linha=3039 | nome=Daniela | acao=analisou os resultados | valor=5901
linha=3040 | nome=Joao | acao=escreveu o relatorio | valor=3354
linha=3041 | nome=Helena | acao=comparou as metricas | valor=4995
linha=3042 | nome=Eduarda | acao=analisou os resultados | valor=8191
linha=3043 | nome=Joao | acao=fez um experimento | valor=2696
linha=3044 | nome=Felipe | acao=fez um experimento | valor=6390
linha=3045 | nome=Paulo | acao=analisou os resultados | valor=4634
linha=3046 | nome=Sofia | acao=estudou computacao | valor=4621
linha=3047 | nome=Helena | acao=comparou as metricas | valor=2908
linha=3048 | nome=Vitor | acao=estudou computacao | valor=9808
linha=3049 | nome=Tiago | acao=otimizou o algoritmo | valor=4981
linha=3050 | nome=Igor | acao=estudou computacao | valor=1960
linha=3051 | nome=Eduarda | acao=analisou os resultados | valor=1401
linha=3052 | nome=Vitor | acao=otimizou o algoritmo | valor=6288
linha=3053 | nome=Ana | acao=escreveu o relatorio | valor=2768
linha=3054 | nome=Carlos | acao=fez um experimento | valor=3480
linha=3055 | nome=Gabriela | acao=escreveu o relatorio | valor=4511
linha=3056 | nome=Helena | acao=executou o benchmark | valor=9687
linha=3057 | nome=Eduarda | acao=comparou as metricas | valor=1844
linha=3058 | nome=Renata | acao=escreveu o relatorio | valor=2782
linha=3059 | nome=Eduarda | acao=estudou computacao | valor=5099
linha=3060 | nome=Lucas | acao=participou da aula | valor=8762
linha=3061 | nome=Felipe | acao=analisou os resultados | valor=1635
linha=3062 | nome=Helena | acao=participou da aula | valor=1035
linha=3063 | nome=Vitor | acao=comparou as metricas | valor=5194
linha=3064 | nome=Paulo | acao=escreveu o relatorio | valor=4603
linha=3065 | nome=Vitor | acao=escreveu o relatorio | valor=8799
linha=3066 | nome=Sofia | acao=estudou computacao | valor=2522
linha=3067 | nome=Bruno | acao=fez um experimento | valor=9925
linha=3068 | nome=Lucas | acao=fez um experimento | valor=6136
linha=3069 | nome=Vitor | acao=otimizou o algoritmo | valor=6359
linha=3070 | nome=Igor | acao=escreveu o relatorio | valor=8964
linha=3071 | nome=Helena | acao=escreveu o relatorio | valor=9609
linha=3072 | nome=Gabriela | acao=escreveu o relatorio | valor=4636
linha=3073 | nome=Felipe | acao=estudou computacao | valor=1383
linha=3074 | nome=Karen | acao=escreveu o relatorio | valor=9627
linha=3075 | nome=Renata | acao=participou da aula | valor=9129
linha=3076 | nome=Ana | acao=escreveu o relatorio | valor=9594
linha=3077 | nome=Bruno | acao=comparou as metricas | valor=4171
linha=3078 | nome=Otavio | acao=otimizou o algoritmo | valor=7574
linha=3079 | nome=Mariana | acao=otimizou o algoritmo | valor=6586
linha=3080 | nome=Carlos | acao=otimizou o algoritmo | valor=9961
linha=3081 | nome=Lucas | acao=otimizou o algoritmo | valor=5943
linha=3082 | nome=Felipe | acao=fez um experimento | valor=2748
linha=3083 | nome=Bruno | acao=otimizou o algoritmo | valor=3466
linha=3084 | nome=Ana | acao=comparou as metricas | valor=3746
linha=3085 | nome=Eduarda | acao=fez um experimento | valor=6478
linha=3086 | nome=Eduarda | acao=otimizou o algoritmo | valor=7669
linha=3087 | nome=Paulo | acao=comparou as metricas | valor=6358
linha=3088 | nome=Helena | acao=analisou os resultados | valor=7940
linha=3089 | nome=Tiago | acao=fez um experimento | valor=3957
linha=3090 | nome=Tiago | acao=participou da aula | valor=2594
linha=3091 | nome=Tiago | acao=otimizou o algoritmo | valor=5847
linha=3092 | nome=Otavio | acao=escreveu o relatorio | valor=5601
linha=3093 | nome=Joao | acao=comparou as metricas | valor=3411
linha=3094 | nome=Eduarda | acao=executou o benchmark | valor=9589
linha=3095 | nome=Bruno | acao=comparou as metricas | valor=1144
linha=3096 | nome=Paulo | acao=otimizou o algoritmo | valor=3691
linha=3097 | nome=Karen | acao=otimizou o algoritmo | valor=1639
linha=3098 | nome=Bruno | acao=fez um experimento | valor=2364
linha=3099 | nome=Carlos | acao=estudou computacao | valor=3598
linha=3100 | nome=Carlos | acao=participou da aula | valor=1695
linha=3101 | nome=Sofia | acao=estudou computacao | valor=5605
linha=3102 | nome=Bruno | acao=escreveu o relatorio | valor=1504
linha=3103 | nome=Mariana | acao=participou da aula | valor=7537
linha=3104 | nome=Tiago | acao=fez um experimento | valor=2333
linha=3105 | nome=Bruno | acao=comparou as metricas | valor=2967
linha=3106 | nome=Bruno | acao=participou da aula | valor=4694
linha=3107 | nome=Eduarda | acao=otimizou o algoritmo | valor=6257
linha=3108 | nome=Felipe | acao=participou da aula | valor=2393
linha=3109 | nome=Tiago | acao=comparou as metricas | valor=9407
linha=3110 | nome=Eduarda | acao=escreveu o relatorio | valor=6886
linha=3111 | nome=Felipe | acao=otimizou o algoritmo | valor=1698
linha=3112 | nome=Otavio | acao=otimizou o algoritmo | valor=1347
linha=3113 | nome=Daniela | acao=comparou as metricas | valor=1407
linha=3114 | nome=Mariana | acao=comparou as metricas | valor=9613
linha=3115 | nome=Natalia | acao=fez um experimento | valor=2758
linha=3116 | nome=Karen | acao=analisou os resultados | valor=8179
linha=3117 | nome=Igor | acao=estudou computacao | valor=4577
linha=3118 | nome=Daniela | acao=participou da aula | valor=7240
linha=3119 | nome=Mariana | acao=escreveu o relatorio | valor=1317
linha=3120 | nome=Felipe | acao=participou da aula | valor=8835
linha=3121 | nome=Natalia | acao=analisou os resultados | valor=5331
linha=3122 | nome=Carlos | acao=executou o benchmark | valor=7161
linha=3123 | nome=Karen | acao=participou da aula | valor=5458
linha=3124 | nome=Paulo | acao=fez um experimento | valor=8271
linha=3125 | nome=Paulo | acao=comparou as metricas | valor=2723
linha=3126 | nome=Otavio | acao=fez um experimento | valor=3760
linha=3127 | nome=Vitor | acao=estudou computacao | valor=6892
linha=3128 | nome=Mariana | acao=analisou os resultados | valor=9888
linha=3129 | nome=Mariana | acao=executou o benchmark | valor=9792
linha=3130 | nome=Igor | acao=otimizou o algoritmo | valor=4703
linha=3131 | nome=Eduarda | acao=otimizou o algoritmo | valor=6473
linha=3132 | nome=Tiago | acao=participou da aula | valor=1241
linha=3133 | nome=Felipe | acao=executou o benchmark | valor=2710
linha=3134 | nome=Eduarda | acao=escreveu o relatorio | valor=5901
linha=3135 | nome=Tiago | acao=escreveu o relatorio | valor=7980
linha=3136 | nome=Paulo | acao=fez um experimento | valor=3498
linha=3137 | nome=Karen | acao=analisou os resultados | valor=9051
linha=3138 | nome=Renata | acao=participou da aula | valor=8303
linha=3139 | nome=Lucas | acao=otimizou o algoritmo | valor=4805
linha=3140 | nome=Otavio | acao=escreveu o relatorio | valor=6684
linha=3141 | nome=Sofia | acao=otimizou o algoritmo | valor=7430
linha=3142 | nome=Sofia | acao=participou da aula | valor=8779
linha=3143 | nome=Carlos | acao=participou da aula | valor=8845
linha=3144 | nome=Igor | acao=escreveu o relatorio | valor=3645
linha=3145 | nome=Otavio | acao=fez um experimento | valor=1244
linha=3146 | nome=Natalia | acao=otimizou o algoritmo | valor=1173
linha=3147 | nome=Bruno | acao=analisou os resultados | valor=9187
linha=3148 | nome=Mariana | acao=estudou computacao | valor=5190
linha=3149 | nome=Tiago | acao=executou o benchmark | valor=2956
linha=3150 | nome=Otavio | acao=otimizou o algoritmo | valor=9478
linha=3151 | nome=Otavio | acao=executou o benchmark | valor=3786
linha=3152 | nome=Mariana | acao=executou o benchmark | valor=9721
linha=3153 | nome=Renata | acao=escreveu o relatorio | valor=2810
linha=3154 | nome=Mariana | acao=comparou as metricas | valor=9677
linha=3155 | nome=Felipe | acao=otimizou o algoritmo | valor=9272
linha=3156 | nome=Eduarda | acao=executou o benchmark | valor=2883
linha=3157 | nome=Sofia | acao=otimizou o algoritmo | valor=7474
linha=3158 | nome=Vitor | acao=analisou os resultados | valor=7709
linha=3159 | nome=Sofia | acao=executou o benchmark | valor=2662
linha=3160 | nome=Bruno | acao=estudou computacao | valor=7545
linha=3161 | nome=Igor | acao=fez um experimento | valor=8172
linha=3162 | nome=Karen | acao=analisou os resultados | valor=3355
linha=3163 | nome=Natalia | acao=executou o benchmark | valor=7297
linha=3164 | nome=Felipe | acao=comparou as metricas | valor=6779
linha=3165 | nome=Paulo | acao=executou o benchmark | valor=5171
linha=3166 | nome=Ana | acao=estudou computacao | valor=9740
linha=3167 | nome=Mariana | acao=escreveu o relatorio | valor=2201
linha=3168 | nome=Sofia | acao=otimizou o algoritmo | valor=8022
linha=3169 | nome=Karen | acao=participou da aula | valor=7568
linha=3170 | nome=Mariana | acao=comparou as metricas | valor=5042
linha=3171 | nome=Helena | acao=comparou as metricas | valor=9708
linha=3172 | nome=Karen | acao=analisou os resultados | valor=5775
linha=3173 | nome=Bruno | acao=executou o benchmark | valor=4885
linha=3174 | nome=Bruno | acao=escreveu o relatorio | valor=9214
linha=3175 | nome=Tiago | acao=fez um experimento | valor=4207
linha=3176 | nome=Igor | acao=fez um experimento | valor=8004
linha=3177 | nome=Natalia | acao=analisou os resultados | valor=9186
linha=3178 | nome=Ana | acao=escreveu o relatorio | valor=1370
linha=3179 | nome=Vitor | acao=executou o benchmark | valor=9283
linha=3180 | nome=Bruno | acao=escreveu o relatorio | valor=5952
linha=3181 | nome=Tiago | acao=otimizou o algoritmo | valor=1322
linha=3182 | nome=Ana | acao=participou da aula | valor=4159
linha=3183 | nome=Otavio | acao=executou o benchmark | valor=6291
linha=3184 | nome=Lucas | acao=comparou as metricas | valor=4496
linha=3185 | nome=Otavio | acao=escreveu o relatorio | valor=2209
linha=3186 | nome=Daniela | acao=estudou computacao | valor=9953
linha=3187 | nome=Karen | acao=participou da aula | valor=4069
linha=3188 | nome=Natalia | acao=executou o benchmark | valor=5611
linha=3189 | nome=Gabriela | acao=fez um experimento | valor=8803
linha=3190 | nome=Tiago | acao=estudou computacao | valor=8126
linha=3191 | nome=Eduarda | acao=comparou as metricas | valor=4596
linha=3192 | nome=Felipe | acao=escreveu o relatorio | valor=7028
linha=3193 | nome=Sofia | acao=otimizou o algoritmo | valor=9980
linha=3194 | nome=Bruno | acao=escreveu o relatorio | valor=7141
linha=3195 | nome=Sofia | acao=estudou computacao | valor=6224
linha=3196 | nome=Sofia | acao=fez um experimento | valor=7743
linha=3197 | nome=Carlos | acao=participou da aula | valor=4453
linha=3198 | nome=Vitor | acao=escreveu o relatorio | valor=8176
linha=3199 | nome=Otavio | acao=comparou as metricas | valor=9336
linha=3200 | nome=Renata | acao=executou o benchmark | valor=8830
linha=3201 | nome=Vitor | acao=executou o benchmark | valor=5271
linha=3202 | nome=Natalia | acao=estudou computacao | valor=7391
linha=3203 | nome=Tiago | acao=fez um experimento | valor=8382
linha=3204 | nome=Otavio | acao=fez um experimento | valor=9958
linha=3205 | nome=Karen | acao=estudou computacao | valor=1793
linha=3206 | nome=Sofia | acao=estudou computacao | valor=7225
linha=3207 | nome=Gabriela | acao=estudou computacao | valor=7665
linha=3208 | nome=Ana | acao=analisou os resultados | valor=4666
linha=3209 | nome=Ana | acao=participou da aula | valor=8428
linha=3210 | nome=Sofia | acao=participou da aula | valor=1170
linha=3211 | nome=Tiago | acao=comparou as metricas | valor=1089
linha=3212 | nome=Otavio | acao=comparou as metricas | valor=5571
linha=3213 | nome=Bruno | acao=comparou as metricas | valor=1462
linha=3214 | nome=Natalia | acao=participou da aula | valor=4020
linha=3215 | nome=Igor | acao=comparou as metricas | valor=3564
linha=3216 | nome=Helena | acao=executou o benchmark | valor=4595
linha=3217 | nome=Otavio | acao=otimizou o algoritmo | valor=9836
linha=3218 | nome=Felipe | acao=comparou as metricas | valor=1899
linha=3219 | nome=Natalia | acao=analisou os resultados | valor=6662
linha=3220 | nome=Felipe | acao=escreveu o relatorio | valor=4613
linha=3221 | nome=Helena | acao=participou da aula | valor=4641
linha=3222 | nome=Ana | acao=estudou computacao | valor=7521
linha=3223 | nome=Eduarda | acao=analisou os resultados | valor=2118
linha=3224 | nome=Tiago | acao=participou da aula | valor=8050
linha=3225 | nome=Felipe | acao=escreveu o relatorio | valor=3260
linha=3226 | nome=Renata | acao=estudou computacao | valor=7545
linha=3227 | nome=Paulo | acao=escreveu o relatorio | valor=5764
linha=3228 | nome=Karen | acao=executou o benchmark | valor=6082
linha=3229 | nome=Mariana | acao=comparou as metricas | valor=6143
linha=3230 | nome=Carlos | acao=comparou as metricas | valor=7004
linha=3231 | nome=Tiago | acao=fez um experimento | valor=5799
linha=3232 | nome=Mariana | acao=participou da aula | valor=1349
linha=3233 | nome=Bruno | acao=fez um experimento | valor=3877
linha=3234 | nome=Joao | acao=executou o benchmark | valor=7176
linha=3235 | nome=Tiago | acao=analisou os resultados | valor=9536
linha=3236 | nome=Joao | acao=estudou computacao | valor=1125
linha=3237 | nome=Otavio | acao=escreveu o relatorio | valor=5657
linha=3238 | nome=Helena | acao=fez um experimento | valor=3333
linha=3239 | nome=Mariana | acao=executou o benchmark | valor=9408
linha=3240 | nome=Renata | acao=analisou os resultados | valor=5378
linha=3241 | nome=Otavio | acao=executou o benchmark | valor=8249
linha=3242 | nome=Ana | acao=escreveu o relatorio | valor=1321
linha=3243 | nome=Sofia | acao=fez um experimento | valor=4920
linha=3244 | nome=Sofia | acao=estudou computacao | valor=1842
linha=3245 | nome=Lucas | acao=executou o benchmark | valor=3894
linha=3246 | nome=Lucas | acao=executou o benchmark | valor=1541
linha=3247 | nome=Gabriela | acao=estudou computacao | valor=1087
linha=3248 | nome=Lucas | acao=fez um experimento | valor=8517
linha=3249 | nome=Igor | acao=escreveu o relatorio | valor=4229
linha=3250 | nome=Karen | acao=executou o benchmark | valor=2773
linha=3251 | nome=Joao | acao=otimizou o algoritmo | valor=4371
linha=3252 | nome=Eduarda | acao=executou o benchmark | valor=3716
linha=3253 | nome=Renata | acao=escreveu o relatorio | valor=1343
linha=3254 | nome=Sofia | acao=otimizou o algoritmo | valor=7892
linha=3255 | nome=Paulo | acao=estudou computacao | valor=6245
linha=3256 | nome=Ana | acao=analisou os resultados | valor=6001
linha=3257 | nome=Helena | acao=participou da aula | valor=8292
linha=3258 | nome=Paulo | acao=analisou os resultados | valor=8388
linha=3259 | nome=Felipe | acao=escreveu o relatorio | valor=9337
linha=3260 | nome=Tiago | acao=participou da aula | valor=9639
linha=3261 | nome=Paulo | acao=escreveu o relatorio | valor=8117
linha=3262 | nome=Renata | acao=comparou as metricas | valor=7308
linha=3263 | nome=Helena | acao=otimizou o algoritmo | valor=5256
linha=3264 | nome=Gabriela | acao=executou o benchmark | valor=3715
linha=3265 | nome=Helena | acao=otimizou o algoritmo | valor=1332
linha=3266 | nome=Tiago | acao=escreveu o relatorio | valor=5627
linha=3267 | nome=Igor | acao=estudou computacao | valor=5260
linha=3268 | nome=Ana | acao=comparou as metricas | valor=9184
linha=3269 | nome=Helena | acao=participou da aula | valor=8378
linha=3270 | nome=Vitor | acao=escreveu o relatorio | valor=1330
linha=3271 | nome=Felipe | acao=comparou as metricas | valor=4552
linha=3272 | nome=Eduarda | acao=escreveu o relatorio | valor=2354
linha=3273 | nome=Tiago | acao=participou da aula | valor=4893
linha=3274 | nome=Bruno | acao=escreveu o relatorio | valor=1766
linha=3275 | nome=Mariana | acao=comparou as metricas | valor=4417
linha=3276 | nome=Daniela | acao=executou o benchmark | valor=8425
linha=3277 | nome=Igor | acao=analisou os resultados | valor=9763
linha=3278 | nome=Felipe | acao=estudou computacao | valor=6020
linha=3279 | nome=Eduarda | acao=otimizou o algoritmo | valor=2964
linha=3280 | nome=Carlos | acao=analisou os resultados | valor=6990
linha=3281 | nome=Mariana | acao=executou o benchmark | valor=6334
linha=3282 | nome=Paulo | acao=escreveu o relatorio | valor=1764
linha=3283 | nome=Bruno | acao=analisou os resultados | valor=5136
linha=3284 | nome=Joao | acao=estudou computacao | valor=5211
linha=3285 | nome=Renata | acao=analisou os resultados | valor=6881
linha=3286 | nome=Helena | acao=comparou as metricas | valor=6430
linha=3287 | nome=Mariana | acao=estudou computacao | valor=9240
linha=3288 | nome=Gabriela | acao=analisou os resultados | valor=8976
linha=3289 | nome=Renata | acao=fez um experimento | valor=7424
linha=3290 | nome=Lucas | acao=analisou os resultados | valor=5150
linha=3291 | nome=Lucas | acao=participou da aula | valor=7457
linha=3292 | nome=Sofia | acao=participou da aula | valor=5983
linha=3293 | nome=Ana | acao=fez um experimento | valor=2246
linha=3294 | nome=Helena | acao=analisou os resultados | valor=8680
