linha=1 | nome=Igor | acao=estudou computacao | valor=3412
linha=2708 | nome=Felipe | acao=executou o benchmark | valor=7069
linha=2709 | nome=Tiago | acao=estudou computacao | valor=1335
linha=2710 | nome=Joao | acao=escreveu o relatorio | valor=3782
linha=2711 | nome=Ana | acao=estudou computacao | valor=9514
linha=2712 | nome=Lucas | acao=comparou as metricas | valor=4432
linha=2713 | nome=Mariana | acao=comparou as metricas | valor=2294
linha=2714 | nome=Vitor | acao=comparou as metricas | valor=2105
linha=2715 | nome=Natalia | acao=estudou computacao | valor=5516
linha=2716 | nome=Bruno | acao=fez um experimento | valor=1520
linha=2717 | nome=Tiago | acao=fez um experimento | valor=5442
linha=2718 | nome=Natalia | acao=otimizou o algoritmo | valor=7554
linha=2719 | nome=Vitor | acao=analisou os resultados | valor=6809
linha=2720 | nome=Sofia | acao=estudou computacao | valor=4878
linha=2721 | nome=Eduarda | acao=otimizou o algoritmo | valor=1236
linha=2722 | nome=Mariana | acao=participou da aula | valor=4231
linha=2723 | nome=Sofia | acao=comparou as metricas | valor=4660
linha=2724 | nome=Otavio | acao=escreveu o relatorio | valor=2831
linha=2725 | nome=Igor | acao=comparou as metricas | valor=5134
linha=2726 | nome=Mariana | acao=comparou as metricas | valor=5408
linha=2727 | nome=Bruno | acao=participou da aula | valor=9625
linha=2728 | nome=Vitor | acao=comparou as metricas | valor=5269
linha=2729 | nome=Sofia | acao=escreveu o relatorio | valor=9110
linha=2730 | nome=Felipe | acao=participou da aula | valor=2073
linha=2731 | nome=Igor | acao=analisou os resultados | valor=3676
linha=2732 | nome=Natalia | acao=estudou computacao | valor=3126
linha=2733 | nome=Joao | acao=escreveu o relatorio | valor=9185
linha=2734 | nome=Eduarda | acao=fez um experimento | valor=3858
linha=2735 | nome=Mariana | acao=estudou computacao | valor=6160
linha=2736 | nome=Mariana | acao=executou o benchmark | valor=5429
linha=2737 | nome=Tiago | acao=comparou as metricas | valor=9441
linha=2738 | nome=Bruno | acao=escreveu o relatorio | valor=1304
linha=2739 | nome=Sofia | acao=otimizou o algoritmo | valor=4123
linha=2740 | nome=Otavio | acao=escreveu o relatorio | valor=2487
linha=2741 | nome=Helena | acao=participou da aula | valor=8966
linha=2742 | nome=Daniela | acao=estudou computacao | valor=9482
linha=2743 | nome=Natalia | acao=estudou computacao | valor=4210
linha=2744 | nome=Tiago | acao=participou da aula | valor=2662
linha=2745 | nome=Karen | acao=analisou os resultados | valor=4721
linha=2746 | nome=Otavio | acao=executou o benchmark | valor=4068
linha=2747 | nome=Eduarda | acao=otimizou o algoritmo | valor=1994
linha=2748 | nome=Karen | acao=escreveu o relatorio | valor=3997
linha=2749 | nome=Felipe | acao=escreveu o relatorio | valor=7568
linha=2750 | nome=Bruno | acao=comparou as metricas | valor=2541
linha=2751 | nome=Mariana | acao=executou o benchmark | valor=7903
linha=2752 | nome=Mariana | acao=otimizou o algoritmo | valor=5130
linha=2753 | nome=Lucas | acao=escreveu o relatorio | valor=5089
linha=2754 | nome=Tiago | acao=participou da aula | valor=1301
linha=2755 | nome=Joao | acao=comparou as metricas | valor=1030
linha=2756 | nome=Sofia | acao=comparou as metricas | valor=2844
linha=2757 | nome=Carlos | acao=participou da aula | valor=8786
linha=2758 | nome=Mariana | acao=estudou computacao | valor=8958
linha=2759 | nome=Vitor | acao=executou o benchmark | valor=3556
linha=2760 | nome=Paulo | acao=otimizou o algoritmo | valor=6213
linha=2761 | nome=Mariana | acao=otimizou o algoritmo | valor=1516
linha=2762 | nome=Mariana | acao=escreveu o relatorio | valor=4258
linha=2763 | nome=Karen | acao=participou da aula | valor=3132
linha=2764 | nome=Sofia | acao=fez um experimento | valor=1650
linha=2765 | nome=Tiago | acao=executou o benchmark | valor=9671
linha=2766 | nome=Carlos | acao=fez um experimento | valor=5075
linha=2767 | nome=Ana | acao=estudou computacao | valor=7549
linha=2768 | nome=Carlos | acao=executou o benchmark | valor=5427
linha=2769 | nome=Natalia | acao=estudou computacao | valor=6125
linha=2770 | nome=Mariana | acao=participou da aula | valor=6312
linha=2771 | nome=Renata | acao=escreveu o relatorio | valor=4682
linha=2772 | nome=Karen | acao=escreveu o relatorio | valor=3043
linha=2773 | nome=Ana | acao=comparou as metricas | valor=1149
linha=2774 | nome=Mariana | acao=estudou computacao | valor=7598
linha=2775 | nome=Sofia | acao=analisou os resultados | valor=4201
linha=2776 | nome=Felipe | acao=estudou computacao | valor=2202
linha=2777 | nome=Karen | acao=comparou as metricas | valor=1249
linha=2778 | nome=Eduarda | acao=executou o benchmark | valor=5568
linha=2779 | nome=Renata | acao=comparou as metricas | valor=8534
linha=2780 | nome=Ana | acao=escreveu o relatorio | valor=3369
linha=2781 | nome=Eduarda | acao=executou o benchmark | valor=5681
linha=2782 | nome=Otavio | acao=participou da aula | valor=7031
linha=2783 | nome=Felipe | acao=comparou as metricas | valor=4000
linha=2784 | nome=Vitor | acao=fez um experimento | valor=9254
linha=2785 | nome=Vitor | acao=fez um experimento | valor=2445
linha=2786 | nome=Lucas | acao=estudou computacao | valor=6403
linha=2787 | nome=Renata | acao=escreveu o relatorio | valor=5122
linha=2788 | nome=Gabriela | acao=comparou as metricas | valor=9861
linha=2789 | nome=Felipe | acao=participou da aula | valor=2075
linha=2790 | nome=Eduarda | acao=comparou as metricas | valor=3828
linha=2791 | nome=Mariana | acao=estudou computacao | valor=4410
linha=2792 | nome=Joao | acao=otimizou o algoritmo | valor=6647
linha=2793 | nome=Felipe | acao=participou da aula | valor=4458
linha=2794 | nome=Eduarda | acao=escreveu o relatorio | valor=1608
linha=2795 | nome=Bruno | acao=estudou computacao | valor=8119
linha=2796 | nome=Helena | acao=estudou computacao | valor=1006
linha=2797 | nome=Gabriela | acao=analisou os resultados | valor=2047
linha=2798 | nome=Felipe | acao=otimizou o algoritmo | valor=1095
linha=2799 | nome=Vitor | acao=participou da aula | valor=9278
linha=2800 | nome=Paulo | acao=escreveu o relatorio | valor=8310
linha=2801 | nome=Joao | acao=analisou os resultados | valor=4683
linha=2802 | nome=Felipe | acao=escreveu o relatorio | valor=3547
linha=2803 | nome=Renata | acao=fez um experimento | valor=7897
linha=2804 | nome=Sofia | acao=escreveu o relatorio | valor=2759
linha=2805 | nome=Lucas | acao=analisou os resultados | valor=9094
linha=2806 | nome=Renata | acao=escreveu o relatorio | valor=7397
linha=2807 | nome=Vitor | acao=otimizou o algoritmo | valor=1132
linha=2808 | nome=Bruno | acao=executou o benchmark | valor=4366
linha=2809 | nome=Ana | acao=estudou computacao | valor=4172
linha=2810 | nome=Karen | acao=otimizou o algoritmo | valor=9745
linha=2811 | nome=Lucas | acao=estudou computacao | valor=9382
linha=2812 | nome=Carlos | acao=escreveu o relatorio | valor=5361
linha=2813 | nome=Gabriela | acao=otimizou o algoritmo | valor=7754
linha=2814 | nome=Carlos | acao=estudou computacao | valor=6809
linha=2815 | nome=Gabriela | acao=escreveu o relatorio | valor=6328
linha=2816 | nome=Tiago | acao=otimizou o algoritmo | valor=9705
linha=2817 | nome=Paulo | acao=participou da aula | valor=9813
linha=2818 | nome=Felipe | acao=executou o benchmark | valor=6992
linha=2819 | nome=Paulo | acao=otimizou o algoritmo | valor=1789
linha=2820 | nome=Daniela | acao=comparou as metricas | valor=6459
linha=2821 | nome=Helena | acao=analisou os resultados | valor=6335
linha=2822 | nome=Tiago | acao=estudou computacao | valor=9814
linha=2823 | nome=Eduarda | acao=analisou os resultados | valor=6853
linha=2824 | nome=Joao | acao=comparou as metricas | valor=1624
linha=2825 | nome=Natalia | acao=comparou as metricas | valor=1583
linha=2826 | nome=Lucas | acao=comparou as metricas | valor=6009
linha=2827 | nome=Ana | acao=executou o benchmark | valor=8847
linha=2828 | nome=Gabriela | acao=otimizou o algoritmo | valor=3987
linha=2829 | nome=Otavio | acao=otimizou o algoritmo | valor=8404
linha=2830 | nome=Carlos | acao=participou da aula | valor=5195
linha=2831 | nome=Gabriela | acao=otimizou o algoritmo | valor=4211
linha=2832 | nome=Daniela | acao=escreveu o relatorio | valor=1585
linha=2833 | nome=Helena | acao=comparou as metricas | valor=6101
linha=2834 | nome=Lucas | acao=fez um experimento | valor=1543
linha=2835 | nome=Mariana | acao=escreveu o relatorio | valor=6325
linha=2836 | nome=Eduarda | acao=executou o benchmark | valor=7939
linha=2837 | nome=Bruno | acao=escreveu o relatorio | valor=3943
linha=2838 | nome=Ana | acao=otimizou o algoritmo | valor=6873
linha=2839 | nome=Felipe | acao=executou o benchmark | valor=1577
linha=2840 | nome=Daniela | acao=executou o benchmark | valor=2782
linha=2841 | nome=Karen | acao=escreveu o relatorio | valor=1767
linha=2842 | nome=Igor | acao=participou da aula | valor=8198
linha=2843 | nome=Felipe | acao=comparou as metricas | valor=6774
linha=2844 | nome=Tiago | acao=escreveu o relatorio | valor=5938
linha=2845 | nome=Karen | acao=executou o benchmark | valor=1286
linha=2846 | nome=Renata | acao=participou da aula | valor=1707
linha=2847 | nome=Bruno | acao=analisou os resultados | valor=3931
linha=2848 | nome=Lucas | acao=fez um experimento | valor=7880
linha=2849 | nome=Mariana | acao=comparou as metricas | valor=4727
linha=2850 | nome=Helena | acao=comparou as metricas | valor=7375
linha=2851 | nome=Helena | acao=escreveu o relatorio | valor=4482
linha=2852 | nome=Renata | acao=fez um experimento | valor=4468
linha=2853 | nome=Mariana | acao=comparou as metricas | valor=2099
linha=2854 | nome=Mariana | acao=executou o benchmark | valor=1687
linha=2855 | nome=Mariana | acao=analisou os resultados | valor=1706
linha=2856 | nome=Igor | acao=escreveu o relatorio | valor=9466
linha=2857 | nome=Karen | acao=analisou os resultados | valor=4869
linha=2858 | nome=Karen | acao=comparou as metricas | valor=8120
linha=2859 | nome=Otavio | acao=estudou computacao | valor=3681
linha=2860 | nome=Carlos | acao=executou o benchmark | valor=9143
linha=2861 | nome=Mariana | acao=comparou as metricas | valor=7446
linha=2862 | nome=Paulo | acao=participou da aula | valor=3333
linha=2863 | nome=Carlos | acao=otimizou o algoritmo | valor=9356
linha=2864 | nome=Helena | acao=comparou as metricas | valor=9145
linha=2865 | nome=Daniela | acao=estudou computacao | valor=8073
linha=2866 | nome=Mariana | acao=fez um experimento | valor=2543
linha=2867 | nome=Igor | acao=fez um experimento | valor=2585
linha=2868 | nome=Karen | acao=comparou as metricas | valor=6111
linha=2869 | nome=Bruno | acao=estudou computacao | valor=6294
linha=2870 | nome=Mariana | acao=comparou as metricas | valor=7228
linha=2871 | nome=Renata | acao=escreveu o relatorio | valor=9991
linha=2872 | nome=Tiago | acao=comparou as metricas | valor=6458
linha=2873 | nome=Otavio | acao=escreveu o relatorio | valor=7623
linha=2874 | nome=Natalia | acao=fez um experimento | valor=2195
linha=2875 | nome=Tiago | acao=otimizou o algoritmo | valor=1015
linha=2876 | nome=Renata | acao=fez um experimento | valor=2229
linha=2877 | nome=Tiago | acao=fez um experimento | valor=6023
linha=2878 | nome=Mariana | acao=participou da aula | valor=7034
linha=2879 | nome=Otavio | acao=analisou os resultados | valor=9987
linha=2880 | nome=Bruno | acao=participou da aula | valor=8211
linha=2881 | nome=Joao | acao=escreveu o relatorio | valor=8353
linha=2882 | nome=Mariana | acao=fez um experimento | valor=7061
linha=2883 | nome=Tiago | acao=fez um experimento | valor=1026
linha=2884 | nome=Renata | acao=analisou os resultados | valor=2897
linha=2885 | nome=Felipe | acao=analisou os resultados | valor=9572
linha=2886 | nome=Joao | acao=otimizou o algoritmo | valor=7711
linha=2887 | nome=Lucas | acao=escreveu o relatorio | valor=1664
linha=2888 | nome=Renata | acao=estudou computacao | valor=2059
linha=2889 | nome=Bruno | acao=participou da aula | valor=1764
linha=2890 | nome=Tiago | acao=otimizou o algoritmo | valor=1370
linha=2891 | nome=Joao | acao=executou o benchmark | valor=6255
linha=2892 | nome=Daniela | acao=escreveu o relatorio | valor=4940
linha=2893 | nome=Mariana | acao=otimizou o algoritmo | valor=8962
linha=2894 | nome=Igor | acao=fez um experimento | valor=1859
linha=2895 | nome=Ana | acao=comparou as metricas | valor=4398
linha=2896 | nome=Renata | acao=analisou os resultados | valor=2888
linha=2897 | nome=Felipe | acao=escreveu o relatorio | valor=4045
linha=2898 | nome=Daniela | acao=participou da aula | valor=1923
linha=2899 | nome=Renata | acao=executou o benchmark | valor=6265
linha=2900 | nome=Natalia | acao=fez um experimento | valor=3694
linha=2901 | nome=Renata | acao=analisou os resultados | valor=8971
linha=2902 | nome=Igor | acao=executou o benchmark | valor=8298
linha=2903 | nome=Bruno | acao=comparou as metricas | valor=4224
linha=2904 | nome=Felipe | acao=escreveu o relatorio | valor=2615
linha=2905 | nome=Igor | acao=participou da aula | valor=6986
linha=2906 | nome=Helena | acao=otimizou o algoritmo | valor=5312
linha=2907 | nome=Lucas | acao=participou da aula | valor=8929
linha=2908 | nome=Mariana | acao=comparou as metricas | valor=3134
linha=2909 | nome=Natalia | acao=analisou os resultados | valor=1390
linha=2910 | nome=Felipe | acao=participou da aula | valor=6721
linha=2911 | nome=Felipe | acao=executou o benchmark | valor=5167
linha=2912 | nome=Joao | acao=executou o benchmark | valor=1398
linha=2913 | nome=Sofia | acao=analisou os resultados | valor=9958
linha=2914 | nome=Gabriela | acao=participou da aula | valor=6445
linha=2915 | nome=Igor | acao=fez um experimento | valor=6846
linha=2916 | nome=Vitor | acao=participou da aula | valor=7763
linha=2917 | nome=Daniela | acao=estudou computacao | valor=9858
linha=2918 | nome=Karen | acao=fez um experimento | valor=4350
linha=2919 | nome=Renata | acao=fez um experimento | valor=6540
linha=2920 | nome=Natalia | acao=comparou as metricas | valor=8542
linha=2921 | nome=Natalia | acao=estudou computacao | valor=3705
linha=2922 | nome=Otavio | acao=otimizou o algoritmo | valor=1454
linha=2923 | nome=Daniela | acao=estudou computacao | valor=2368
linha=2924 | nome=Felipe | acao=participou da aula | valor=1003
linha=2925 | nome=Vitor | acao=analisou os resultados | valor=1244
linha=2926 | nome=Eduarda | acao=executou o benchmark | valor=3910
linha=2927 | nome=Otavio | acao=comparou as metricas | valor=5806
linha=2928 | nome=Ana | acao=executou o benchmark | valor=6093
linha=2929 | nome=Sofia | acao=escreveu o relatorio | valor=2913
linha=2930 | nome=Bruno | acao=analisou os resultados | valor=8805
linha=2931 | nome=Tiago | acao=escreveu o relatorio | valor=9546
linha=2932 | nome=Lucas | acao=escreveu o relatorio | valor=4742
linha=2933 | nome=Bruno | acao=participou da aula | valor=6064
linha=2934 | nome=Helena | acao=escreveu o relatorio | valor=1699
linha=2935 | nome=Sofia | acao=executou o benchmark | valor=5276
linha=2936 | nome=Gabriela | acao=analisou os resultados | valor=2236
linha=2937 | nome=Eduarda | acao=estudou computacao | valor=1649
linha=2938 | nome=Sofia | acao=otimizou o algoritmo | valor=4500
linha=2939 | nome=Lucas | acao=comparou as metricas | valor=5270
linha=2940 | nome=Daniela | acao=comparou as metricas | valor=8109
linha=2941 | nome=Daniela | acao=escreveu o relatorio | valor=4856
linha=2942 | nome=Felipe | acao=fez um experimento | valor=8785
linha=2943 | nome=Felipe | acao=participou da aula | valor=9376
linha=2944 | nome=Eduarda | acao=escreveu o relatorio | valor=6947
linha=2945 | nome=Felipe | acao=fez um experimento | valor=6038
linha=2946 | nome=Daniela | acao=otimizou o algoritmo | valor=7962
linha=2947 | nome=Mariana | acao=fez um experimento | valor=7287
linha=2948 | nome=Bruno | acao=escreveu o relatorio | valor=2040
linha=2949 | nome=Joao | acao=otimizou o algoritmo | valor=5313
linha=2950 | nome=Felipe | acao=fez um experimento | valor=1676
linha=2951 | nome=Ana | acao=comparou as metricas | valor=7713
linha=2952 | nome=Renata | acao=escreveu o relatorio | valor=4627
linha=2953 | nome=Paulo | acao=analisou os resultados | valor=6298
linha=2954 | nome=Vitor | acao=comparou as metricas | valor=6380
linha=2955 | nome=Mariana | acao=fez um experimento | valor=9454
linha=2956 | nome=Helena | acao=analisou os resultados | valor=3847
linha=2957 | nome=Daniela | acao=estudou computacao | valor=8351
linha=2958 | nome=Gabriela | acao=participou da aula | valor=9548
linha=2959 | nome=Otavio | acao=executou o benchmark | valor=8031
linha=2960 | nome=Felipe | acao=analisou os resultados | valor=7403
linha=2961 | nome=Bruno | acao=escreveu o relatorio | valor=7449
linha=2962 | nome=Paulo | acao=comparou as metricas | valor=5757
linha=2963 | nome=Natalia | acao=fez um experimento | valor=5400
linha=2964 | nome=Otavio | acao=fez um experimento | valor=6712
linha=2965 | nome=Natalia | acao=estudou computacao | valor=3987
linha=2966 | nome=Mariana | acao=otimizou o algoritmo | valor=1166
linha=2967 | nome=Igor | acao=comparou as metricas | valor=2639
linha=2968 | nome=Tiago | acao=escreveu o relatorio | valor=5262
linha=2969 | nome=Paulo | acao=executou o benchmark | valor=6709
linha=2970 | nome=Carlos | acao=estudou computacao | valor=4462
linha=2971 | nome=Tiago | acao=participou da aula | valor=6558
linha=2972 | nome=Eduarda | acao=executou o benchmark | valor=6527
linha=2973 | nome=Karen | acao=escreveu o relatorio | valor=5683
linha=2974 | nome=Tiago | acao=participou da aula | valor=9771
linha=2975 | nome=Daniela | acao=fez um experimento | valor=6480
linha=2976 | nome=Lucas | acao=estudou computacao | valor=8430
linha=2977 | nome=Igor | acao=analisou os resultados | valor=1765
linha=2978 | nome=Ana | acao=estudou computacao | valor=2572
linha=2979 | nome=Mariana | acao=executou o benchmark | valor=1760
linha=2980 | nome=Eduarda | acao=comparou as metricas | valor=9763
linha=2981 | nome=Gabriela | acao=analisou os resultados | valor=6025
linha=2982 | nome=Natalia | acao=participou da aula | valor=3472
linha=2983 | nome=Bruno | acao=fez um experimento | valor=2814
linha=2984 | nome=Mariana | acao=estudou computacao | valor=9970
linha=2985 | nome=Tiago | acao=otimizou o algoritmo | valor=3394
linha=2986 | nome=Tiago | acao=executou o benchmark | valor=2783
linha=2987 | nome=Renata | acao=participou da aula | valor=8668
linha=2988 | nome=Renata | acao=estudou computacao | valor=5743
linha=2989 | nome=Gabriela | acao=comparou as metricas | valor=9489
linha=2990 | nome=Tiago | acao=estudou computacao | valor=7000
linha=2991 | nome=Igor | acao=participou da aula | valor=9892
linha=2992 | nome=Joao | acao=participou da aula | valor=6758
linha=2993 | nome=Vitor | acao=analisou os resultados | valor=7957
linha=2994 | nome=Karen | acao=estudou computacao | valor=6192
linha=2995 | nome=Gabriela | acao=executou o benchmark | valor=7394
linha=2996 | nome=Mariana | acao=comparou as metricas | valor=2394
linha=2997 | nome=Mariana | acao=participou da aula | valor=5735
linha=2998 | nome=Helena | acao=fez um experimento | valor=2730
linha=2999 | nome=Tiago | acao=executou o benchmark | valor=6845
linha=3000 | nome=Paulo | acao=estudou computacao | valor=7813
linha=3001 | nome=Gabriela | acao=comparou as metricas | valor=1994
linha=3002 | nome=Igor | acao=fez um experimento | valor=6347
linha=3003 | nome=Vitor | acao=estudou computacao | valor=9704
linha=3004 | nome=Lucas | acao=analisou os resultados | valor=6647
linha=3005 | nome=Paulo | acao=fez um experimento | valor=1433
linha=3006 | nome=Carlos | acao=otimizou o algoritmo | valor=7288
linha=3007 | nome=Daniela | acao=escreveu o relatorio | valor=3453
linha=3008 | nome=Igor | acao=fez um experimento | valor=4458
linha=3009 | nome=Ana | acao=estudou computacao | valor=8208
linha=3010 | nome=Gabriela | acao=executou o benchmark | valor=1580
linha=3011 | nome=Renata | acao=participou da aula | valor=9069
linha=3012 | nome=Daniela | acao=analisou os resultados | valor=6822
linha=3013 | nome=Paulo | acao=comparou as metricas | valor=5014
linha=3014 | nome=Helena | acao=escreveu o relatorio | valor=4097
linha=3015 | nome=Joao | acao=comparou as metricas | valor=2102
linha=3016 | nome=Gabriela | acao=participou da aula | valor=7696
linha=3017 | nome=Otavio | acao=escreveu o relatorio | valor=5361
linha=3018 | nome=Bruno | acao=escreveu o relatorio | valor=2311
linha=3019 | nome=Renata | acao=analisou os resultados | valor=9381
linha=3020 | nome=Eduarda | acao=comparou as metricas | valor=9739
linha=3021 | nome=Karen | acao=escreveu o relatorio | valor=2610
linha=3022 | nome=Carlos | acao=analisou os resultados | valor=2431
linha=3023 | nome=Igor | acao=escreveu o relatorio | valor=8107
linha=3024 | nome=Helena | acao=escreveu o relatorio | valor=8981
linha=3025 | nome=Daniela | acao=otimizou o algoritmo | valor=7691
linha=3026 | nome=Tiago | acao=analisou os resultados | valor=9492
linha=3027 | nome=Mariana | acao=executou o benchmark | valor=3718
linha=3028 | nome=Eduarda | acao=fez um experimento | valor=5885
linha=3029 | nome=Helena | acao=executou o benchmark | valor=2702
linha=3030 | nome=Paulo | acao=fez um experimento | valor=8696
linha=3031 | nome=Igor | acao=otimizou o algoritmo | valor=4454
linha=3032 | nome=Gabriela | acao=escreveu o relatorio | valor=2277
linha=3033 | nome=Karen | acao=comparou as metricas | valor=7919
linha=3034 | nome=Igor | acao=fez um experimento | valor=1787
linha=3035 | nome=Helena | acao=comparou as metricas | valor=6432
linha=3036 | nome=Joao | acao=escreveu o relatorio | valor=4215
linha=3037 | nome=Felipe | acao=escreveu o relatorio | valor=5763
linha=3038 | nome=Lucas | acao=analisou os resultados | valor=2605
linha=3039 | nome=Natalia | acao=comparou as metricas | valor=9271
linha=3040 | nome=Mariana | acao=estudou computacao | valor=1179
linha=3041 | nome=Sofia | acao=participou da aula | valor=6381
linha=3042 | nome=Paulo | acao=participou da aula | valor=5031
linha=3043 | nome=Gabriela | acao=fez um experimento | valor=4806
linha=3044 | nome=Felipe | acao=escreveu o relatorio | valor=7292
linha=3045 | nome=Bruno | acao=escreveu o relatorio | valor=4383
linha=3046 | nome=Otavio | acao=estudou computacao | valor=9273
linha=3047 | nome=Igor | acao=participou da aula | valor=4517
linha=3048 | nome=Bruno | acao=analisou os resultados | valor=7920
linha=3049 | nome=Natalia | acao=executou o benchmark | valor=7313
linha=3050 | nome=Karen | acao=executou o benchmark | valor=2199
linha=3051 | nome=Ana | acao=estudou computacao | valor=8503
linha=3052 | nome=Joao | acao=analisou os resultados | valor=7452
linha=3053 | nome=Otavio | acao=executou o benchmark | valor=5869
linha=3054 | nome=Paulo | acao=otimizou o algoritmo | valor=2759
linha=3055 | nome=Ana | acao=comparou as metricas | valor=6102
linha=3056 | nome=Gabriela | acao=comparou as metricas | valor=9693
linha=3057 | nome=Karen | acao=escreveu o relatorio | valor=3426
linha=3058 | nome=Bruno | acao=analisou os resultados | valor=1690
linha=3059 | nome=Daniela | acao=participou da aula | valor=5339
linha=3060 | nome=Karen | acao=analisou os resultados | valor=3147
linha=3061 | nome=Natalia | acao=escreveu o relatorio | valor=2667
linha=3062 | nome=Karen | acao=escreveu o relatorio | valor=1387
linha=3063 | nome=Mariana | acao=estudou computacao | valor=3570
linha=3064 | nome=Carlos | acao=analisou os resultados | valor=9601
linha=3065 | nome=Lucas | acao=escreveu o relatorio | valor=1057
linha=3066 | nome=Felipe | acao=escreveu o relatorio | valor=2419
linha=3067 | nome=Natalia | acao=comparou as metricas | valor=2612
linha=3068 | nome=Mariana | acao=escreveu o relatorio | valor=1588
linha=3069 | nome=Sofia | acao=analisou os resultados | valor=8604
linha=3070 | nome=Karen | acao=fez um experimento | valor=6637
linha=3071 | nome=Igor | acao=otimizou o algoritmo | valor=6083
linha=3072 | nome=Ana | acao=otimizou o algoritmo | valor=7525
linha=3073 | nome=Vitor | acao=comparou as metricas | valor=6740
linha=3074 | nome=Vitor | acao=estudou computacao | valor=8384
linha=3075 | nome=Natalia | acao=fez um experimento | valor=2435
linha=3076 | nome=Otavio | acao=participou da aula | valor=2001
linha=3077 | nome=Mariana | acao=fez um experimento | valor=6805
linha=3078 | nome=Lucas | acao=comparou as metricas | valor=2176
linha=3079 | nome=Daniela | acao=otimizou o algoritmo | valor=2919
linha=3080 | nome=Gabriela | acao=executou o benchmark | valor=6002
linha=3081 | nome=Renata | acao=comparou as metricas | valor=9640
linha=3082 | nome=Karen | acao=participou da aula | valor=1178
linha=3083 | nome=Daniela | acao=participou da aula | valor=5692
linha=3084 | nome=Carlos | acao=analisou os resultados | valor=3315
linha=3085 | nome=Otavio | acao=escreveu o relatorio | valor=9816
linha=3086 | nome=Felipe | acao=fez um experimento | valor=2889
linha=3087 | nome=Karen | acao=otimizou o algoritmo | valor=8402
linha=3088 | nome=Bruno | acao=executou o benchmark | valor=7514
linha=3089 | nome=Mariana | acao=comparou as metricas | valor=9949
linha=3090 | nome=Vitor | acao=escreveu o relatorio | valor=4366
linha=3091 | nome=Otavio | acao=participou da aula | valor=7142
linha=3092 | nome=Joao | acao=otimizou o algoritmo | valor=7486
linha=3093 | nome=Helena | acao=fez um experimento | valor=3339
linha=3094 | nome=Mariana | acao=otimizou o algoritmo | valor=1246
linha=3095 | nome=Helena | acao=executou o benchmark | valor=4252
linha=3096 | nome=Carlos | acao=estudou computacao | valor=9814
linha=3097 | nome=Otavio | acao=analisou os resultados | valor=8925
linha=3098 | nome=Carlos | acao=escreveu o relatorio | valor=2726
linha=3099 | nome=Natalia | acao=otimizou o algoritmo | valor=2508
linha=3100 | nome=Sofia | acao=escreveu o relatorio | valor=4961
linha=3101 | nome=Eduarda | acao=fez um experimento | valor=7501
linha=3102 | nome=Otavio | acao=otimizou o algoritmo | valor=8591
linha=3103 | nome=Daniela | acao=analisou os resultados | valor=8242
linha=3104 | nome=Igor | acao=participou da aula | valor=1765
linha=3105 | nome=Otavio | acao=comparou as metricas | valor=5813
linha=3106 | nome=Renata | acao=otimizou o algoritmo | valor=7973
linha=3107 | nome=Renata | acao=otimizou o algoritmo | valor=6894
linha=3108 | nome=Bruno | acao=estudou computacao | valor=2022
linha=3109 | nome=Natalia | acao=comparou as metricas | valor=9892
linha=3110 | nome=Otavio | acao=participou da aula | valor=7459
linha=3111 | nome=Sofia | acao=comparou as metricas | valor=2612
linha=3112 | nome=Felipe | acao=estudou computacao | valor=4588
linha=3113 | nome=Felipe | acao=escreveu o relatorio | valor=2013
linha=3114 | nome=Natalia | acao=estudou computacao | valor=7723
linha=3115 | nome=Mariana | acao=comparou as metricas | valor=3137
linha=3116 | nome=Joao | acao=analisou os resultados | valor=9280
linha=3117 | nome=Karen | acao=fez um experimento | valor=5141
linha=3118 | nome=Bruno | acao=otimizou o algoritmo | valor=5601
linha=3119 | nome=Gabriela | acao=participou da aula | valor=6111
linha=3120 | nome=Ana | acao=comparou as metricas | valor=1574
linha=3121 | nome=Lucas | acao=participou da aula | valor=6239
linha=3122 | nome=Eduarda | acao=fez um experimento | valor=4361
linha=3123 | nome=Otavio | acao=comparou as metricas | valor=2429
linha=3124 | nome=Ana | acao=participou da aula | valor=9430
linha=3125 | nome=Mariana | acao=otimizou o algoritmo | valor=9851
linha=3126 | nome=Carlos | acao=participou da aula | valor=2808
linha=3127 | nome=Renata | acao=estudou computacao | valor=1217
linha=3128 | nome=Sofia | acao=estudou computacao | valor=2975
linha=3129 | nome=Natalia | acao=otimizou o algoritmo | valor=1403
linha=3130 | nome=Helena | acao=comparou as metricas | valor=1372
linha=3131 | nome=Natalia | acao=comparou as metricas | valor=5717
linha=3132 | nome=Joao | acao=comparou as metricas | valor=1229
linha=3133 | nome=Joao | acao=participou da aula | valor=7121
linha=3134 | nome=Paulo | acao=estudou computacao | valor=7279
linha=3135 | nome=Igor | acao=executou o benchmark | valor=9896
linha=3136 | nome=Joao | acao=estudou computacao | valor=4604
linha=3137 | nome=Paulo | acao=otimizou o algoritmo | valor=7117
linha=3138 | nome=Helena | acao=analisou os resultados | valor=9778
linha=3139 | nome=Natalia | acao=executou o benchmark | valor=3961
linha=3140 | nome=Joao | acao=analisou os resultados | valor=5928
linha=3141 | nome=Tiago | acao=analisou os resultados | valor=3089
linha=3142 | nome=Mariana | acao=otimizou o algoritmo | valor=6045
linha=3143 | nome=Renata | acao=analisou os resultados | valor=7860
linha=3144 | nome=Sofia | acao=participou da aula | valor=4038
