linha=1 | nome=Carlos | acao=estudou computacao | valor=1547
linha=2252 | nome=Gabriela | acao=analisou os resultados | valor=9405
linha=2253 | nome=Karen | acao=otimizou o algoritmo | valor=5809
linha=2254 | nome=Joao | acao=estudou computacao | valor=7827
linha=2255 | nome=Otavio | acao=otimizou o algoritmo | valor=4049
linha=2256 | nome=Joao | acao=executou o benchmark | valor=4800
linha=2257 | nome=Karen | acao=escreveu o relatorio | valor=2538
linha=2258 | nome=Gabriela | acao=escreveu o relatorio | valor=9845
linha=2259 | nome=Igor | acao=comparou as metricas | valor=3984
linha=2260 | nome=Otavio | acao=analisou os resultados | valor=3857
linha=2261 | nome=Joao | acao=comparou as metricas | valor=1651
linha=2262 | nome=Felipe | acao=participou da aula | valor=5458
linha=2263 | nome=Felipe | acao=executou o benchmark | valor=2494
linha=2264 | nome=Eduarda | acao=escreveu o relatorio | valor=6295
linha=2265 | nome=Joao | acao=analisou os resultados | valor=3202
linha=2266 | nome=Igor | acao=comparou as metricas | valor=6914
linha=2267 | nome=Karen | acao=escreveu o relatorio | valor=2399
linha=2268 | nome=Bruno | acao=estudou computacao | valor=1411
linha=2269 | nome=Bruno | acao=executou o benchmark | valor=5596
linha=2270 | nome=Otavio | acao=comparou as metricas | valor=2795
linha=2271 | nome=Felipe | acao=comparou as metricas | valor=2463
linha=2272 | nome=Bruno | acao=escreveu o relatorio | valor=2959
linha=2273 | nome=Joao | acao=comparou as metricas | valor=7119
linha=2274 | nome=Igor | acao=otimizou o algoritmo | valor=8780
linha=2275 | nome=Mariana | acao=otimizou o algoritmo | valor=3571
linha=2276 | nome=Tiago | acao=estudou computacao | valor=7874
linha=2277 | nome=Vitor | acao=executou o benchmark | valor=3786
linha=2278 | nome=Karen | acao=estudou computacao | valor=4270
linha=2279 | nome=Ana | acao=estudou computacao | valor=7511
linha=2280 | nome=Gabriela | acao=escreveu o relatorio | valor=4095
linha=2281 | nome=Joao | acao=comparou as metricas | valor=7808
linha=2282 | nome=Daniela | acao=participou da aula | valor=7446
linha=2283 | nome=Igor | acao=otimizou o algoritmo | valor=2641
linha=2284 | nome=Vitor | acao=comparou as metricas | valor=6653
linha=2285 | nome=Renata | acao=executou o benchmark | valor=2024
linha=2286 | nome=Otavio | acao=participou da aula | valor=6314
linha=2287 | nome=Gabriela | acao=fez um experimento | valor=1081
linha=2288 | nome=Lucas | acao=executou o benchmark | valor=9893
linha=2289 | nome=Joao | acao=estudou computacao | valor=3248
linha=2290 | nome=Otavio | acao=escreveu o relatorio | valor=9069
linha=2291 | nome=Bruno | acao=comparou as metricas | valor=8650
linha=2292 | nome=Karen | acao=escreveu o relatorio | valor=7146
linha=2293 | nome=Otavio | acao=otimizou o algoritmo | valor=8337
linha=2294 | nome=Vitor | acao=analisou os resultados | valor=6656
linha=2295 | nome=Tiago | acao=comparou as metricas | valor=6542
linha=2296 | nome=Gabriela | acao=otimizou o algoritmo | valor=7063
linha=2297 | nome=Sofia | acao=comparou as metricas | valor=2658
linha=2298 | nome=Carlos | acao=executou o benchmark | valor=8513
linha=2299 | nome=Mariana | acao=otimizou o algoritmo | valor=2202
linha=2300 | nome=Tiago | acao=executou o benchmark | valor=2151
linha=2301 | nome=Renata | acao=comparou as metricas | valor=5250
linha=2302 | nome=Otavio | acao=estudou computacao | valor=7169
linha=2303 | nome=Paulo | acao=comparou as metricas | valor=6078
linha=2304 | nome=Bruno | acao=escreveu o relatorio | valor=7478
linha=2305 | nome=Helena | acao=analisou os resultados | valor=3266
linha=2306 | nome=Sofia | acao=otimizou o algoritmo | valor=2859
linha=2307 | nome=Mariana | acao=analisou os resultados | valor=9554
linha=2308 | nome=Daniela | acao=analisou os resultados | valor=7342
linha=2309 | nome=Eduarda | acao=escreveu o relatorio | valor=2781
linha=2310 | nome=Carlos | acao=participou da aula | valor=7113
linha=2311 | nome=Joao | acao=participou da aula | valor=3848
linha=2312 | nome=Vitor | acao=escreveu o relatorio | valor=6429
linha=2313 | nome=Felipe | acao=executou o benchmark | valor=4678
linha=2314 | nome=Eduarda | acao=participou da aula | valor=6233
linha=2315 | nome=Mariana | acao=executou o benchmark | valor=7180
linha=2316 | nome=Sofia | acao=escreveu o relatorio | valor=4499
linha=2317 | nome=Natalia | acao=participou da aula | valor=8784
linha=2318 | nome=Carlos | acao=escreveu o relatorio | valor=1147
linha=2319 | nome=Igor | acao=otimizou o algoritmo | valor=2879
linha=2320 | nome=Otavio | acao=participou da aula | valor=8521
linha=2321 | nome=Tiago | acao=comparou as metricas | valor=5406
linha=2322 | nome=Carlos | acao=participou da aula | valor=7975
linha=2323 | nome=Joao | acao=otimizou o algoritmo | valor=3701
linha=2324 | nome=Bruno | acao=executou o benchmark | valor=6833
linha=2325 | nome=Karen | acao=estudou computacao | valor=8869
linha=2326 | nome=Igor | acao=executou o benchmark | valor=8817
linha=2327 | nome=Daniela | acao=comparou as metricas | valor=4974
linha=2328 | nome=Paulo | acao=escreveu o relatorio | valor=5947
linha=2329 | nome=Paulo | acao=fez um experimento | valor=4387
linha=2330 | nome=Carlos | acao=otimizou o algoritmo | valor=7186
linha=2331 | nome=Carlos | acao=estudou computacao | valor=2871
linha=2332 | nome=Renata | acao=estudou computacao | valor=4247
linha=2333 | nome=Gabriela | acao=fez um experimento | valor=8966
linha=2334 | nome=Natalia | acao=otimizou o algoritmo | valor=5351
linha=2335 | nome=Natalia | acao=analisou os resultados | valor=2964
linha=2336 | nome=Lucas | acao=executou o benchmark | valor=4742
linha=2337 | nome=Carlos | acao=escreveu o relatorio | valor=2627
linha=2338 | nome=Daniela | acao=analisou os resultados | valor=8554
linha=2339 | nome=Bruno | acao=estudou computacao | valor=6010
linha=2340 | nome=Gabriela | acao=fez um experimento | valor=5945
linha=2341 | nome=Helena | acao=otimizou o algoritmo | valor=4481
linha=2342 | nome=Mariana | acao=escreveu o relatorio | valor=5927
linha=2343 | nome=Joao | acao=executou o benchmark | valor=4178
linha=2344 | nome=Mariana | acao=estudou computacao | valor=8756
linha=2345 | nome=Joao | acao=comparou as metricas | valor=1718
linha=2346 | nome=Eduarda | acao=participou da aula | valor=5166
linha=2347 | nome=Daniela | acao=otimizou o algoritmo | valor=8792
linha=2348 | nome=Carlos | acao=otimizou o algoritmo | valor=6574
linha=2349 | nome=Ana | acao=analisou os resultados | valor=6064
linha=2350 | nome=Carlos | acao=estudou computacao | valor=1804
linha=2351 | nome=Karen | acao=escreveu o relatorio | valor=4723
linha=2352 | nome=Igor | acao=participou da aula | valor=7663
linha=2353 | nome=Bruno | acao=comparou as metricas | valor=6652
linha=2354 | nome=Felipe | acao=otimizou o algoritmo | valor=9653
linha=2355 | nome=Sofia | acao=participou da aula | valor=3966
linha=2356 | nome=Ana | acao=escreveu o relatorio | valor=8294
linha=2357 | nome=Mariana | acao=otimizou o algoritmo | valor=6976
linha=2358 | nome=Daniela | acao=executou o benchmark | valor=7093
linha=2359 | nome=Gabriela | acao=estudou computacao | valor=2771
linha=2360 | nome=Mariana | acao=fez um experimento | valor=6294
linha=2361 | nome=Vitor | acao=fez um experimento | valor=4826
linha=2362 | nome=Vitor | acao=participou da aula | valor=7251
linha=2363 | nome=Bruno | acao=comparou as metricas | valor=2860
linha=2364 | nome=Mariana | acao=executou o benchmark | valor=2265
linha=2365 | nome=Vitor | acao=comparou as metricas | valor=2602
linha=2366 | nome=Bruno | acao=comparou as metricas | valor=8207
linha=2367 | nome=Natalia | acao=otimizou o algoritmo | valor=8682
linha=2368 | nome=Igor | acao=otimizou o algoritmo | valor=2756
linha=2369 | nome=Otavio | acao=executou o benchmark | valor=4627
linha=2370 | nome=Igor | acao=executou o benchmark | valor=4228
linha=2371 | nome=Vitor | acao=fez um experimento | valor=9440
linha=2372 | nome=Vitor | acao=otimizou o algoritmo | valor=6011
linha=2373 | nome=Sofia | acao=participou da aula | valor=6752
linha=2374 | nome=Paulo | acao=fez um experimento | valor=2742
linha=2375 | nome=Mariana | acao=otimizou o algoritmo | valor=6507
linha=2376 | nome=Eduarda | acao=participou da aula | valor=9914
linha=2377 | nome=Helena | acao=fez um experimento | valor=2116
linha=2378 | nome=Natalia | acao=comparou as metricas | valor=9440
linha=2379 | nome=Sofia | acao=escreveu o relatorio | valor=2829
linha=2380 | nome=Sofia | acao=comparou as metricas | valor=9054
linha=2381 | nome=Mariana | acao=analisou os resultados | valor=3413
linha=2382 | nome=Karen | acao=estudou computacao | valor=6648
linha=2383 | nome=Natalia | acao=executou o benchmark | valor=3846
linha=2384 | nome=Daniela | acao=comparou as metricas | valor=2287
linha=2385 | nome=Gabriela | acao=otimizou o algoritmo | valor=5568
linha=2386 | nome=Otavio | acao=estudou computacao | valor=1160
linha=2387 | nome=Vitor | acao=otimizou o algoritmo | valor=7411
linha=2388 | nome=Joao | acao=escreveu o relatorio | valor=2370
linha=2389 | nome=Bruno | acao=fez um experimento | valor=7285
linha=2390 | nome=Karen | acao=executou o benchmark | valor=4300
linha=2391 | nome=Joao | acao=executou o benchmark | valor=1457
linha=2392 | nome=Karen | acao=escreveu o relatorio | valor=5882
linha=2393 | nome=Daniela | acao=escreveu o relatorio | valor=6694
linha=2394 | nome=Renata | acao=fez um experimento | valor=7933
linha=2395 | nome=Otavio | acao=participou da aula | valor=9180
linha=2396 | nome=Mariana | acao=estudou computacao | valor=5406
linha=2397 | nome=Bruno | acao=estudou computacao | valor=4106
linha=2398 | nome=Paulo | acao=estudou computacao | valor=3452
linha=2399 | nome=Natalia | acao=executou o benchmark | valor=9238
linha=2400 | nome=Carlos | acao=participou da aula | valor=9798
linha=2401 | nome=Bruno | acao=participou da aula | valor=4758
linha=2402 | nome=Renata | acao=fez um experimento | valor=1643
linha=2403 | nome=Carlos | acao=estudou computacao | valor=6443
linha=2404 | nome=Lucas | acao=executou o benchmark | valor=4901
linha=2405 | nome=Otavio | acao=participou da aula | valor=2915
linha=2406 | nome=Lucas | acao=analisou os resultados | valor=1504
linha=2407 | nome=Ana | acao=fez um experimento | valor=9375
linha=2408 | nome=Ana | acao=comparou as metricas | valor=1216
linha=2409 | nome=Otavio | acao=comparou as metricas | valor=6867
linha=2410 | nome=Felipe | acao=comparou as metricas | valor=3652
linha=2411 | nome=Paulo | acao=participou da aula | valor=5908
linha=2412 | nome=Helena | acao=executou o benchmark | valor=5341
linha=2413 | nome=Vitor | acao=fez um experimento | valor=6705
linha=2414 | nome=Helena | acao=fez um experimento | valor=8345
linha=2415 | nome=Igor | acao=participou da aula | valor=3323
linha=2416 | nome=Renata | acao=analisou os resultados | valor=8384
linha=2417 | nome=Natalia | acao=executou o benchmark | valor=7700
linha=2418 | nome=Natalia | acao=estudou computacao | valor=3513
linha=2419 | nome=Felipe | acao=comparou as metricas | valor=3318
linha=2420 | nome=Renata | acao=comparou as metricas | valor=6767
linha=2421 | nome=Renata | acao=analisou os resultados | valor=3360
linha=2422 | nome=Paulo | acao=executou o benchmark | valor=3097
linha=2423 | nome=Paulo | acao=estudou computacao | valor=9895
linha=2424 | nome=Felipe | acao=participou da aula | valor=3957
linha=2425 | nome=Sofia | acao=analisou os resultados | valor=8641
linha=2426 | nome=Joao | acao=fez um experimento | valor=1629
linha=2427 | nome=Natalia | acao=comparou as metricas | valor=3329
linha=2428 | nome=Natalia | acao=fez um experimento | valor=8732
linha=2429 | nome=Helena | acao=executou o benchmark | valor=5012
linha=2430 | nome=Paulo | acao=escreveu o relatorio | valor=5430
linha=2431 | nome=Gabriela | acao=comparou as metricas | valor=9321
linha=2432 | nome=Renata | acao=fez um experimento | valor=3261
linha=2433 | nome=Mariana | acao=escreveu o relatorio | valor=2251
linha=2434 | nome=Felipe | acao=fez um experimento | valor=7967
linha=2435 | nome=Lucas | acao=executou o benchmark | valor=8168
linha=2436 | nome=Joao | acao=estudou computacao | valor=7426
linha=2437 | nome=Sofia | acao=executou o benchmark | valor=5477
linha=2438 | nome=Joao | acao=escreveu o relatorio | valor=1445
linha=2439 | nome=Renata | acao=estudou computacao | valor=6351
linha=2440 | nome=Ana | acao=fez um experimento | valor=8443
linha=2441 | nome=Igor | acao=escreveu o relatorio | valor=9512
linha=2442 | nome=Paulo | acao=otimizou o algoritmo | valor=9413
linha=2443 | nome=Karen | acao=comparou as metricas | valor=6687
linha=2444 | nome=Bruno | acao=estudou computacao | valor=1062
linha=2445 | nome=Felipe | acao=estudou computacao | valor=4771
linha=2446 | nome=Carlos | acao=fez um experimento | valor=3561
linha=2447 | nome=Helena | acao=fez um experimento | valor=5388
linha=2448 | nome=Natalia | acao=comparou as metricas | valor=8976
linha=2449 | nome=Bruno | acao=escreveu o relatorio | valor=5972
linha=2450 | nome=Mariana | acao=participou da aula | valor=6739
linha=2451 | nome=Otavio | acao=otimizou o algoritmo | valor=6789
linha=2452 | nome=Carlos | acao=estudou computacao | valor=6329
linha=2453 | nome=Lucas | acao=fez um experimento | valor=8026
linha=2454 | nome=Paulo | acao=fez um experimento | valor=4243
linha=2455 | nome=Joao | acao=estudou computacao | valor=4650
linha=2456 | nome=Vitor | acao=escreveu o relatorio | valor=8093
linha=2457 | nome=Sofia | acao=executou o benchmark | valor=8112
linha=2458 | nome=Mariana | acao=executou o benchmark | valor=3470
linha=2459 | nome=Karen | acao=estudou computacao | valor=6577
linha=2460 | nome=Tiago | acao=executou o benchmark | valor=8294
linha=2461 | nome=Vitor | acao=estudou computacao | valor=2312
linha=2462 | nome=Eduarda | acao=otimizou o algoritmo | valor=2358
linha=2463 | nome=Carlos | acao=participou da aula | valor=2010
linha=2464 | nome=Mariana | acao=otimizou o algoritmo | valor=2270
linha=2465 | nome=Helena | acao=analisou os resultados | valor=2117
linha=2466 | nome=Helena | acao=escreveu o relatorio | valor=7719
linha=2467 | nome=Otavio | acao=executou o benchmark | valor=6029
linha=2468 | nome=Carlos | acao=estudou computacao | valor=6691
linha=2469 | nome=Carlos | acao=executou o benchmark | valor=2995
linha=2470 | nome=Otavio | acao=executou o benchmark | valor=2605
linha=2471 | nome=Karen | acao=comparou as metricas | valor=6897
linha=2472 | nome=Otavio | acao=participou da aula | valor=9701
linha=2473 | nome=Paulo | acao=comparou as metricas | valor=6621
linha=2474 | nome=Joao | acao=escreveu o relatorio | valor=6940
linha=2475 | nome=Ana | acao=estudou computacao | valor=9882
linha=2476 | nome=Tiago | acao=executou o benchmark | valor=4658
linha=2477 | nome=Sofia | acao=fez um experimento | valor=2633
linha=2478 | nome=Mariana | acao=otimizou o algoritmo | valor=2199
linha=2479 | nome=Mariana | acao=escreveu o relatorio | valor=9905
linha=2480 | nome=Lucas | acao=fez um experimento | valor=3847
linha=2481 | nome=Sofia | acao=estudou computacao | valor=1333
linha=2482 | nome=Mariana | acao=otimizou o algoritmo | valor=9505
linha=2483 | nome=Lucas | acao=executou o benchmark | valor=2811
linha=2484 | nome=Felipe | acao=participou da aula | valor=6815
linha=2485 | nome=Lucas | acao=comparou as metricas | valor=8108
linha=2486 | nome=Bruno | acao=estudou computacao | valor=9343
linha=2487 | nome=Daniela | acao=otimizou o algoritmo | valor=2643
linha=2488 | nome=Lucas | acao=comparou as metricas | valor=3174
linha=2489 | nome=Otavio | acao=participou da aula | valor=2177
linha=2490 | nome=Sofia | acao=fez um experimento | valor=9241
linha=2491 | nome=Paulo | acao=otimizou o algoritmo | valor=7736
linha=2492 | nome=Karen | acao=escreveu o relatorio | valor=3747
linha=2493 | nome=Gabriela | acao=estudou computacao | valor=2864
linha=2494 | nome=Carlos | acao=participou da aula | valor=5958
linha=2495 | nome=Natalia | acao=participou da aula | valor=7759
linha=2496 | nome=Eduarda | acao=participou da aula | valor=8216
linha=2497 | nome=Eduarda | acao=comparou as metricas | valor=7465
linha=2498 | nome=Vitor | acao=estudou computacao | valor=7083
linha=2499 | nome=Vitor | acao=estudou computacao | valor=2913
linha=2500 | nome=Sofia | acao=fez um experimento | valor=2487
linha=2501 | nome=Otavio | acao=escreveu o relatorio | valor=1208
linha=2502 | nome=Mariana | acao=analisou os resultados | valor=9282
linha=2503 | nome=Mariana | acao=estudou computacao | valor=1518
linha=2504 | nome=Felipe | acao=participou da aula | valor=9615
linha=2505 | nome=Renata | acao=fez um experimento | valor=2383
linha=2506 | nome=Otavio | acao=participou da aula | valor=5445
linha=2507 | nome=Lucas | acao=comparou as metricas | valor=3332
linha=2508 | nome=Sofia | acao=executou o benchmark | valor=2312
linha=2509 | nome=Mariana | acao=otimizou o algoritmo | valor=1345
linha=2510 | nome=Daniela | acao=otimizou o algoritmo | valor=6907
linha=2511 | nome=Eduarda | acao=otimizou o algoritmo | valor=7715
linha=2512 | nome=Karen | acao=otimizou o algoritmo | valor=3637
linha=2513 | nome=Paulo | acao=estudou computacao | valor=1782
linha=2514 | nome=Paulo | acao=escreveu o relatorio | valor=3258
linha=2515 | nome=Natalia | acao=estudou computacao | valor=8479
linha=2516 | nome=Gabriela | acao=analisou os resultados | valor=9327
linha=2517 | nome=Mariana | acao=analisou os resultados | valor=3313
linha=2518 | nome=Helena | acao=comparou as metricas | valor=9799
linha=2519 | nome=Joao | acao=participou da aula | valor=9552
linha=2520 | nome=Tiago | acao=otimizou o algoritmo | valor=9962
linha=2521 | nome=Helena | acao=otimizou o algoritmo | valor=5605
linha=2522 | nome=Renata | acao=fez um experimento | valor=2209
linha=2523 | nome=Eduarda | acao=executou o benchmark | valor=1174
linha=2524 | nome=Joao | acao=executou o benchmark | valor=7677
linha=2525 | nome=Gabriela | acao=comparou as metricas | valor=6139
linha=2526 | nome=Paulo | acao=participou da aula | valor=5270
linha=2527 | nome=Mariana | acao=fez um experimento | valor=6396
linha=2528 | nome=Mariana | acao=fez um experimento | valor=4419
linha=2529 | nome=Tiago | acao=participou da aula | valor=8893
linha=2530 | nome=Renata | acao=otimizou o algoritmo | valor=8209
linha=2531 | nome=Renata | acao=escreveu o relatorio | valor=1380
linha=2532 | nome=Bruno | acao=fez um experimento | valor=5175
linha=2533 | nome=Daniela | acao=comparou as metricas | valor=3549
linha=2534 | nome=Bruno | acao=executou o benchmark | valor=1815
linha=2535 | nome=Joao | acao=comparou as metricas | valor=1694
linha=2536 | nome=Paulo | acao=analisou os resultados | valor=1717
linha=2537 | nome=Sofia | acao=escreveu o relatorio | valor=4846
linha=2538 | nome=Gabriela | acao=fez um experimento | valor=1337
linha=2539 | nome=Daniela | acao=fez um experimento | valor=3166
linha=2540 | nome=Sofia | acao=estudou computacao | valor=5682
linha=2541 | nome=Bruno | acao=escreveu o relatorio | valor=1790
linha=2542 | nome=Joao | acao=otimizou o algoritmo | valor=6032
linha=2543 | nome=Karen | acao=otimizou o algoritmo | valor=7227
linha=2544 | nome=Otavio | acao=fez um experimento | valor=3382
linha=2545 | nome=Felipe | acao=estudou computacao | valor=7321
linha=2546 | nome=Gabriela | acao=fez um experimento | valor=2637
linha=2547 | nome=Eduarda | acao=fez um experimento | valor=3667
linha=2548 | nome=Karen | acao=escreveu o relatorio | valor=9294
linha=2549 | nome=Lucas | acao=analisou os resultados | valor=2200
linha=2550 | nome=Carlos | acao=otimizou o algoritmo | valor=6580
linha=2551 | nome=Natalia | acao=estudou computacao | valor=4851
linha=2552 | nome=Otavio | acao=executou o benchmark | valor=1818
linha=2553 | nome=Natalia | acao=otimizou o algoritmo | valor=5062
linha=2554 | nome=Bruno | acao=escreveu o relatorio | valor=2764
linha=2555 | nome=Mariana | acao=fez um experimento | valor=2739
linha=2556 | nome=Felipe | acao=fez um experimento | valor=5807
linha=2557 | nome=Felipe | acao=analisou os resultados | valor=5676
linha=2558 | nome=Otavio | acao=otimizou o algoritmo | valor=1598
linha=2559 | nome=Mariana | acao=otimizou o algoritmo | valor=4790
linha=2560 | nome=Igor | acao=executou o benchmark | valor=3266
linha=2561 | nome=Renata | acao=escreveu o relatorio | valor=1683
linha=2562 | nome=Renata | acao=fez um experimento | valor=1671
linha=2563 | nome=Lucas | acao=analisou os resultados | valor=4376
linha=2564 | nome=Natalia | acao=escreveu o relatorio | valor=3994
linha=2565 | nome=Sofia | acao=executou o benchmark | valor=1031
linha=2566 | nome=Eduarda | acao=participou da aula | valor=1043
linha=2567 | nome=Igor | acao=analisou os resultados | valor=3305
linha=2568 | nome=Natalia | acao=estudou computacao | valor=4808
linha=2569 | nome=Paulo | acao=estudou computacao | valor=6396
linha=2570 | nome=Joao | acao=executou o benchmark | valor=8536
linha=2571 | nome=Natalia | acao=comparou as metricas | valor=2126
linha=2572 | nome=Vitor | acao=comparou as metricas | valor=8958
linha=2573 | nome=Renata | acao=otimizou o algoritmo | valor=7905
linha=2574 | nome=Paulo | acao=participou da aula | valor=5331
linha=2575 | nome=Natalia | acao=participou da aula | valor=9168
linha=2576 | nome=Igor | acao=analisou os resultados | valor=9512
linha=2577 | nome=Bruno | acao=executou o benchmark | valor=2634
linha=2578 | nome=Ana | acao=otimizou o algoritmo | valor=1883
linha=2579 | nome=Tiago | acao=comparou as metricas | valor=3924
linha=2580 | nome=Natalia | acao=fez um experimento | valor=3979
linha=2581 | nome=Paulo | acao=participou da aula | valor=2770
linha=2582 | nome=Natalia | acao=escreveu o relatorio | valor=3392
linha=2583 | nome=Natalia | acao=analisou os resultados | valor=4746
linha=2584 | nome=Daniela | acao=executou o benchmark | valor=7680
linha=2585 | nome=Ana | acao=fez um experimento | valor=6726
linha=2586 | nome=Helena | acao=participou da aula | valor=7136
linha=2587 | nome=Eduarda | acao=analisou os resultados | valor=5354
linha=2588 | nome=Vitor | acao=comparou as metricas | valor=8669
linha=2589 | nome=Mariana | acao=executou o benchmark | valor=5173
linha=2590 | nome=Natalia | acao=fez um experimento | valor=9422
linha=2591 | nome=Gabriela | acao=fez um experimento | valor=2290
linha=2592 | nome=Karen | acao=comparou as metricas | valor=5521
linha=2593 | nome=Lucas | acao=estudou computacao | valor=2564
linha=2594 | nome=Natalia | acao=estudou computacao | valor=2222
linha=2595 | nome=Helena | acao=otimizou o algoritmo | valor=6635
linha=2596 | nome=Igor | acao=executou o benchmark | valor=9897
linha=2597 | nome=Paulo | acao=estudou computacao | valor=3374
linha=2598 | nome=Vitor | acao=participou da aula | valor=8961
linha=2599 | nome=Gabriela | acao=escreveu o relatorio | valor=4145
linha=2600 | nome=Felipe | acao=escreveu o relatorio | valor=9691
linha=2601 | nome=Igor | acao=analisou os resultados | valor=3314
linha=2602 | nome=Carlos | acao=comparou as metricas | valor=3769
linha=2603 | nome=Daniela | acao=participou da aula | valor=7274
linha=2604 | nome=Igor | acao=otimizou o algoritmo | valor=4774
linha=2605 | nome=Daniela | acao=comparou as metricas | valor=1150
linha=2606 | nome=Eduarda | acao=estudou computacao | valor=1705
linha=2607 | nome=Otavio | acao=comparou as metricas | valor=1079
linha=2608 | nome=Karen | acao=executou o benchmark | valor=2212
linha=2609 | nome=Natalia | acao=otimizou o algoritmo | valor=6583
linha=2610 | nome=Mariana | acao=escreveu o relatorio | valor=9684
linha=2611 | nome=Vitor | acao=analisou os resultados | valor=7510
linha=2612 | nome=Lucas | acao=otimizou o algoritmo | valor=8117
linha=2613 | nome=Bruno | acao=estudou computacao | valor=5515
linha=2614 | nome=Lucas | acao=analisou os resultados | valor=3688
linha=2615 | nome=Otavio | acao=estudou computacao | valor=9561
linha=2616 | nome=Igor | acao=participou da aula | valor=7889
linha=2617 | nome=Igor | acao=comparou as metricas | valor=6255
linha=2618 | nome=Igor | acao=participou da aula | valor=4351
linha=2619 | nome=Karen | acao=analisou os resultados | valor=2328
linha=2620 | nome=Joao | acao=escreveu o relatorio | valor=2226
linha=2621 | nome=Natalia | acao=executou o benchmark | valor=6066
linha=2622 | nome=Igor | acao=analisou os resultados | valor=1058
linha=2623 | nome=Natalia | acao=fez um experimento | valor=4177
linha=2624 | nome=Mariana | acao=executou o benchmark | valor=4426
linha=2625 | nome=Renata | acao=participou da aula | valor=2093
linha=2626 | nome=Sofia | acao=participou da aula | valor=9932
linha=2627 | nome=Otavio | acao=fez um experimento | valor=4976
linha=2628 | nome=Bruno | acao=comparou as metricas | valor=4526
linha=2629 | nome=Natalia | acao=comparou as metricas | valor=5643
linha=2630 | nome=Mariana | acao=analisou os resultados | valor=2276
linha=2631 | nome=Helena | acao=comparou as metricas | valor=6218
linha=2632 | nome=Eduarda | acao=escreveu o relatorio | valor=1580
linha=2633 | nome=Lucas | acao=participou da aula | valor=9799
linha=2634 | nome=Tiago | acao=comparou as metricas | valor=5052
linha=2635 | nome=Eduarda | acao=estudou computacao | valor=6159
linha=2636 | nome=Paulo | acao=executou o benchmark | valor=1060
linha=2637 | nome=Bruno | acao=analisou os resultados | valor=4576
linha=2638 | nome=Felipe | acao=escreveu o relatorio | valor=9263
linha=2639 | nome=Lucas | acao=escreveu o relatorio | valor=9624
linha=2640 | nome=Helena | acao=comparou as metricas | valor=2415
linha=2641 | nome=Paulo | acao=fez um experimento | valor=2712
linha=2642 | nome=Natalia | acao=fez um experimento | valor=1719
linha=2643 | nome=Otavio | acao=participou da aula | valor=6654
linha=2644 | nome=Bruno | acao=executou o benchmark | valor=3122
linha=2645 | nome=Sofia | acao=estudou computacao | valor=4925
linha=2646 | nome=Gabriela | acao=fez um experimento | valor=3396
linha=2647 | nome=Renata | acao=fez um experimento | valor=2287
linha=2648 | nome=Karen | acao=analisou os resultados | valor=1985
linha=2649 | nome=Ana | acao=estudou computacao | valor=7808
linha=2650 | nome=Daniela | acao=participou da aula | valor=1948
linha=2651 | nome=Vitor | acao=estudou computacao | valor=3540
linha=2652 | nome=Igor | acao=analisou os resultados | valor=9220
linha=2653 | nome=Helena | acao=executou o benchmark | valor=6386
linha=2654 | nome=Felipe | acao=otimizou o algoritmo | valor=5976
linha=2655 | nome=Tiago | acao=escreveu o relatorio | valor=4893
linha=2656 | nome=Igor | acao=escreveu o relatorio | valor=4385
linha=2657 | nome=Mariana | acao=otimizou o algoritmo | valor=7876
linha=2658 | nome=Gabriela | acao=fez um experimento | valor=9884
linha=2659 | nome=Vitor | acao=analisou os resultados | valor=5021
linha=2660 | nome=Vitor | acao=fez um experimento | valor=2524
linha=2661 | nome=Mariana | acao=estudou computacao | valor=1739
linha=2662 | nome=Mariana | acao=participou da aula | valor=5902
linha=2663 | nome=Gabriela | acao=comparou as metricas | valor=1480
linha=2664 | nome=Natalia | acao=comparou as metricas | valor=2571
linha=2665 | nome=Bruno | acao=executou o benchmark | valor=2900
linha=2666 | nome=Joao | acao=participou da aula | valor=8509
linha=2667 | nome=Mariana | acao=executou o benchmark | valor=1312
linha=2668 | nome=Daniela | acao=comparou as metricas | valor=2871
linha=2669 | nome=Helena | acao=comparou as metricas | valor=5711
linha=2670 | nome=Gabriela | acao=participou da aula | valor=7479
linha=2671 | nome=Igor | acao=executou o benchmark | valor=5412
linha=2672 | nome=Mariana | acao=estudou computacao | valor=5949
linha=2673 | nome=Helena | acao=analisou os resultados | valor=9937
linha=2674 | nome=Paulo | acao=escreveu o relatorio | valor=2002
linha=2675 | nome=Natalia | acao=executou o benchmark | valor=2719
linha=2676 | nome=Vitor | acao=otimizou o algoritmo | valor=6199
linha=2677 | nome=Eduarda | acao=comparou as metricas | valor=2557
linha=2678 | nome=Paulo | acao=analisou os resultados | valor=3701
linha=2679 | nome=Mariana | acao=analisou os resultados | valor=4946
linha=2680 | nome=Mariana | acao=participou da aula | valor=6641
linha=2681 | nome=Igor | acao=fez um experimento | valor=9178
linha=2682 | nome=Otavio | acao=participou da aula | valor=6675
linha=2683 | nome=Igor | acao=estudou computacao | valor=6865
linha=2684 | nome=Mariana | acao=executou o benchmark | valor=1828
linha=2685 | nome=Mariana | acao=executou o benchmark | valor=9456
linha=2686 | nome=Mariana | acao=analisou os resultados | valor=2018
linha=2687 | nome=Otavio | acao=comparou as metricas | valor=5755
linha=2688 | nome=Daniela | acao=fez um experimento | valor=1219
