linha=1 | nome=Igor | acao=comparou as metricas | valor=7119
linha=2259 | nome=Mariana | acao=fez um experimento | valor=9503
linha=2260 | nome=Vitor | acao=analisou os resultados | valor=9646
linha=2261 | nome=Bruno | acao=executou o benchmark | valor=9771
linha=2262 | nome=Gabriela | acao=analisou os resultados | valor=7794
linha=2263 | nome=Helena | acao=otimizou o algoritmo | valor=7997
linha=2264 | nome=Sofia | acao=otimizou o algoritmo | valor=3551
linha=2265 | nome=Vitor | acao=analisou os resultados | valor=2910
linha=2266 | nome=Igor | acao=estudou computacao | valor=7711
linha=2267 | nome=Felipe | acao=participou da aula | valor=4202
linha=2268 | nome=Renata | acao=analisou os resultados | valor=4474
linha=2269 | nome=Mariana | acao=comparou as metricas | valor=4916
linha=2270 | nome=Sofia | acao=analisou os resultados | valor=6788
linha=2271 | nome=Mariana | acao=comparou as metricas | valor=8462
linha=2272 | nome=Carlos | acao=analisou os resultados | valor=1561
linha=2273 | nome=Sofia | acao=fez um experimento | valor=3666
linha=2274 | nome=Helena | acao=otimizou o algoritmo | valor=2851
linha=2275 | nome=Mariana | acao=comparou as metricas | valor=1790
linha=2276 | nome=Vitor | acao=comparou as metricas | valor=4705
linha=2277 | nome=Renata | acao=escreveu o relatorio | valor=8119
linha=2278 | nome=Tiago | acao=executou o benchmark | valor=7794
linha=2279 | nome=Paulo | acao=participou da aula | valor=5477
linha=2280 | nome=Vitor | acao=fez um experimento | valor=9047
linha=2281 | nome=Mariana | acao=estudou computacao | valor=3247
linha=2282 | nome=Otavio | acao=fez um experimento | valor=7655
linha=2283 | nome=Ana | acao=fez um experimento | valor=7090
linha=2284 | nome=Sofia | acao=estudou computacao | valor=8191
linha=2285 | nome=Felipe | acao=comparou as metricas | valor=6580
linha=2286 | nome=Eduarda | acao=escreveu o relatorio | valor=8108
linha=2287 | nome=Ana | acao=escreveu o relatorio | valor=3115
linha=2288 | nome=Joao | acao=otimizou o algoritmo | valor=5746
linha=2289 | nome=Gabriela | acao=otimizou o algoritmo | valor=8079
linha=2290 | nome=Igor | acao=otimizou o algoritmo | valor=8634
linha=2291 | nome=Gabriela | acao=executou o benchmark | valor=1752
linha=2292 | nome=Vitor | acao=escreveu o relatorio | valor=5107
linha=2293 | nome=Joao | acao=analisou os resultados | valor=3531
linha=2294 | nome=Igor | acao=executou o benchmark | valor=6366
linha=2295 | nome=Ana | acao=comparou as metricas | valor=9939
linha=2296 | nome=Natalia | acao=estudou computacao | valor=3998
linha=2297 | nome=Renata | acao=analisou os resultados | valor=1704
linha=2298 | nome=Renata | acao=analisou os resultados | valor=2885
linha=2299 | nome=Daniela | acao=participou da aula | valor=2747
linha=2300 | nome=Mariana | acao=otimizou o algoritmo | valor=1295
linha=2301 | nome=Lucas | acao=escreveu o relatorio | valor=6606
linha=2302 | nome=Bruno | acao=analisou os resultados | valor=7465
linha=2303 | nome=Natalia | acao=fez um experimento | valor=7212
linha=2304 | nome=Paulo | acao=escreveu o relatorio | valor=9535
linha=2305 | nome=Joao | acao=escreveu o relatorio | valor=3714
linha=2306 | nome=Carlos | acao=comparou as metricas | valor=5645
linha=2307 | nome=Karen | acao=estudou computacao | valor=7495
linha=2308 | nome=Tiago | acao=otimizou o algoritmo | valor=5921
linha=2309 | nome=Carlos | acao=estudou computacao | valor=9304
linha=2310 | nome=Igor | acao=analisou os resultados | valor=7897
linha=2311 | nome=Igor | acao=fez um experimento | valor=4346
linha=2312 | nome=Daniela | acao=fez um experimento | valor=5145
linha=2313 | nome=Igor | acao=estudou computacao | valor=1062
linha=2314 | nome=Natalia | acao=escreveu o relatorio | valor=7428
linha=2315 | nome=Daniela | acao=otimizou o algoritmo | valor=9518
linha=2316 | nome=Felipe | acao=estudou computacao | valor=5438
linha=2317 | nome=Daniela | acao=executou o benchmark | valor=4628
linha=2318 | nome=Daniela | acao=participou da aula | valor=9047
linha=2319 | nome=Otavio | acao=comparou as metricas | valor=3735
linha=2320 | nome=Eduarda | acao=executou o benchmark | valor=4619
linha=2321 | nome=Renata | acao=executou o benchmark | valor=4990
linha=2322 | nome=Natalia | acao=fez um experimento | valor=6252
linha=2323 | nome=Paulo | acao=estudou computacao | valor=4223
linha=2324 | nome=Vitor | acao=escreveu o relatorio | valor=3861
linha=2325 | nome=Renata | acao=escreveu o relatorio | valor=1928
linha=2326 | nome=Otavio | acao=comparou as metricas | valor=3873
linha=2327 | nome=Bruno | acao=escreveu o relatorio | valor=4440
linha=2328 | nome=Daniela | acao=executou o benchmark | valor=8174
linha=2329 | nome=Paulo | acao=otimizou o algoritmo | valor=9694
linha=2330 | nome=Bruno | acao=participou da aula | valor=3667
linha=2331 | nome=Bruno | acao=escreveu o relatorio | valor=8164
linha=2332 | nome=Bruno | acao=estudou computacao | valor=8511
linha=2333 | nome=Bruno | acao=executou o benchmark | valor=9679
linha=2334 | nome=Igor | acao=executou o benchmark | valor=9639
linha=2335 | nome=Ana | acao=estudou computacao | valor=2763
linha=2336 | nome=Gabriela | acao=analisou os resultados | valor=4610
linha=2337 | nome=Igor | acao=executou o benchmark | valor=4917
linha=2338 | nome=Renata | acao=comparou as metricas | valor=4490
linha=2339 | nome=Eduarda | acao=executou o benchmark | valor=7495
linha=2340 | nome=Ana | acao=escreveu o relatorio | valor=6734
linha=2341 | nome=Carlos | acao=executou o benchmark | valor=7155
linha=2342 | nome=Helena | acao=participou da aula | valor=1481
linha=2343 | nome=Carlos | acao=executou o benchmark | valor=7423
linha=2344 | nome=Felipe | acao=executou o benchmark | valor=1972
linha=2345 | nome=Natalia | acao=fez um experimento | valor=8811
linha=2346 | nome=Igor | acao=otimizou o algoritmo | valor=8083
linha=2347 | nome=Eduarda | acao=escreveu o relatorio | valor=5558
linha=2348 | nome=Felipe | acao=participou da aula | valor=2727
linha=2349 | nome=Gabriela | acao=estudou computacao | valor=8258
linha=2350 | nome=Renata | acao=executou o benchmark | valor=3242
linha=2351 | nome=Felipe | acao=comparou as metricas | valor=1519
linha=2352 | nome=Sofia | acao=fez um experimento | valor=4865
linha=2353 | nome=Vitor | acao=otimizou o algoritmo | valor=5498
linha=2354 | nome=Bruno | acao=fez um experimento | valor=1858
linha=2355 | nome=Carlos | acao=analisou os resultados | valor=9767
linha=2356 | nome=Otavio | acao=escreveu o relatorio | valor=4657
linha=2357 | nome=Carlos | acao=analisou os resultados | valor=9532
linha=2358 | nome=Felipe | acao=participou da aula | valor=1417
linha=2359 | nome=Lucas | acao=participou da aula | valor=4262
linha=2360 | nome=Sofia | acao=fez um experimento | valor=8986
linha=2361 | nome=Paulo | acao=estudou computacao | valor=5489
linha=2362 | nome=Karen | acao=analisou os resultados | valor=9253
linha=2363 | nome=Helena | acao=participou da aula | valor=8275
linha=2364 | nome=Renata | acao=fez um experimento | valor=1382
linha=2365 | nome=Tiago | acao=estudou computacao | valor=3035
linha=2366 | nome=Renata | acao=comparou as metricas | valor=8604
linha=2367 | nome=Renata | acao=participou da aula | valor=5532
linha=2368 | nome=Helena | acao=executou o benchmark | valor=9856
linha=2369 | nome=Paulo | acao=escreveu o relatorio | valor=8436
linha=2370 | nome=Eduarda | acao=escreveu o relatorio | valor=8078
linha=2371 | nome=Ana | acao=estudou computacao | valor=3999
linha=2372 | nome=Natalia | acao=participou da aula | valor=1855
linha=2373 | nome=Carlos | acao=escreveu o relatorio | valor=1921
linha=2374 | nome=Daniela | acao=escreveu o relatorio | valor=3661
linha=2375 | nome=Natalia | acao=executou o benchmark | valor=2079
linha=2376 | nome=Sofia | acao=analisou os resultados | valor=5750
linha=2377 | nome=Gabriela | acao=otimizou o algoritmo | valor=4884
linha=2378 | nome=Eduarda | acao=estudou computacao | valor=9029
linha=2379 | nome=Mariana | acao=fez um experimento | valor=5830
linha=2380 | nome=Joao | acao=escreveu o relatorio | valor=2025
linha=2381 | nome=Natalia | acao=analisou os resultados | valor=9886
linha=2382 | nome=Mariana | acao=comparou as metricas | valor=6479
linha=2383 | nome=Karen | acao=comparou as metricas | valor=3539
linha=2384 | nome=Sofia | acao=estudou computacao | valor=7035
linha=2385 | nome=Paulo | acao=comparou as metricas | valor=3125
linha=2386 | nome=Paulo | acao=otimizou o algoritmo | valor=2640
linha=2387 | nome=Paulo | acao=fez um experimento | valor=9616
linha=2388 | nome=Helena | acao=otimizou o algoritmo | valor=5356
linha=2389 | nome=Carlos | acao=participou da aula | valor=9391
linha=2390 | nome=Vitor | acao=fez um experimento | valor=9576
linha=2391 | nome=Igor | acao=executou o benchmark | valor=6802
linha=2392 | nome=Helena | acao=comparou as metricas | valor=3151
linha=2393 | nome=Lucas | acao=otimizou o algoritmo | valor=5922
linha=2394 | nome=Bruno | acao=fez um experimento | valor=3829
linha=2395 | nome=Bruno | acao=analisou os resultados | valor=6989
linha=2396 | nome=Otavio | acao=analisou os resultados | valor=1544
linha=2397 | nome=Bruno | acao=estudou computacao | valor=6495
linha=2398 | nome=Natalia | acao=executou o benchmark | valor=4566
linha=2399 | nome=Ana | acao=analisou os resultados | valor=8820
linha=2400 | nome=Igor | acao=estudou computacao | valor=3507
linha=2401 | nome=Joao | acao=estudou computacao | valor=9074
linha=2402 | nome=Mariana | acao=comparou as metricas | valor=3107
linha=2403 | nome=Mariana | acao=fez um experimento | valor=8378
linha=2404 | nome=Karen | acao=fez um experimento | valor=5736
linha=2405 | nome=Otavio | acao=participou da aula | valor=8033
linha=2406 | nome=Felipe | acao=otimizou o algoritmo | valor=4811
linha=2407 | nome=Felipe | acao=participou da aula | valor=4407
linha=2408 | nome=Karen | acao=escreveu o relatorio | valor=1571
linha=2409 | nome=Eduarda | acao=fez um experimento | valor=5574
linha=2410 | nome=Lucas | acao=executou o benchmark | valor=1894
linha=2411 | nome=Mariana | acao=analisou os resultados | valor=3803
linha=2412 | nome=Vitor | acao=comparou as metricas | valor=7696
linha=2413 | nome=Joao | acao=estudou computacao | valor=9694
linha=2414 | nome=Vitor | acao=analisou os resultados | valor=6554
linha=2415 | nome=Vitor | acao=comparou as metricas | valor=6558
linha=2416 | nome=Gabriela | acao=estudou computacao | valor=3686
linha=2417 | nome=Felipe | acao=analisou os resultados | valor=2351
linha=2418 | nome=Mariana | acao=participou da aula | valor=9325
linha=2419 | nome=Helena | acao=estudou computacao | valor=7240
linha=2420 | nome=Bruno | acao=estudou computacao | valor=1481
linha=2421 | nome=Karen | acao=otimizou o algoritmo | valor=9110
linha=2422 | nome=Sofia | acao=comparou as metricas | valor=6458
linha=2423 | nome=Sofia | acao=escreveu o relatorio | valor=1247
linha=2424 | nome=Lucas | acao=otimizou o algoritmo | valor=6337
linha=2425 | nome=Tiago | acao=escreveu o relatorio | valor=2521
linha=2426 | nome=Renata | acao=escreveu o relatorio | valor=9370
linha=2427 | nome=Renata | acao=otimizou o algoritmo | valor=9912
linha=2428 | nome=Felipe | acao=otimizou o algoritmo | valor=1437
linha=2429 | nome=Vitor | acao=escreveu o relatorio | valor=8341
linha=2430 | nome=Karen | acao=analisou os resultados | valor=7322
linha=2431 | nome=Paulo | acao=escreveu o relatorio | valor=7593
linha=2432 | nome=Ana | acao=comparou as metricas | valor=3382
linha=2433 | nome=Tiago | acao=participou da aula | valor=7686
linha=2434 | nome=Daniela | acao=participou da aula | valor=4656
linha=2435 | nome=Daniela | acao=analisou os resultados | valor=3095
linha=2436 | nome=Otavio | acao=executou o benchmark | valor=2736
linha=2437 | nome=Daniela | acao=otimizou o algoritmo | valor=4651
linha=2438 | nome=Renata | acao=fez um experimento | valor=9496
linha=2439 | nome=Vitor | acao=fez um experimento | valor=2027
linha=2440 | nome=Ana | acao=analisou os resultados | valor=7421
linha=2441 | nome=Felipe | acao=escreveu o relatorio | valor=9969
linha=2442 | nome=Igor | acao=escreveu o relatorio | valor=1258
linha=2443 | nome=Mariana | acao=fez um experimento | valor=6423
linha=2444 | nome=Bruno | acao=estudou computacao | valor=3224
linha=2445 | nome=Eduarda | acao=executou o benchmark | valor=6280
linha=2446 | nome=Bruno | acao=participou da aula | valor=2850
linha=2447 | nome=Ana | acao=estudou computacao | valor=3061
linha=2448 | nome=Helena | acao=participou da aula | valor=8370
linha=2449 | nome=Daniela | acao=analisou os resultados | valor=4499
linha=2450 | nome=Felipe | acao=analisou os resultados | valor=7611
linha=2451 | nome=Carlos | acao=otimizou o algoritmo | valor=6935
linha=2452 | nome=Mariana | acao=estudou computacao | valor=9588
linha=2453 | nome=Mariana | acao=participou da aula | valor=3961
linha=2454 | nome=Joao | acao=otimizou o algoritmo | valor=2809
linha=2455 | nome=Bruno | acao=otimizou o algoritmo | valor=3689
linha=2456 | nome=Lucas | acao=estudou computacao | valor=8642
linha=2457 | nome=Otavio | acao=fez um experimento | valor=9354
linha=2458 | nome=Eduarda | acao=comparou as metricas | valor=9505
linha=2459 | nome=Gabriela | acao=comparou as metricas | valor=7914
linha=2460 | nome=Bruno | acao=escreveu o relatorio | valor=1344
linha=2461 | nome=Mariana | acao=comparou as metricas | valor=7958
linha=2462 | nome=Karen | acao=executou o benchmark | valor=2567
linha=2463 | nome=Joao | acao=executou o benchmark | valor=2541
linha=2464 | nome=Eduarda | acao=escreveu o relatorio | valor=8112
linha=2465 | nome=Lucas | acao=estudou computacao | valor=9021
linha=2466 | nome=Carlos | acao=estudou computacao | valor=1812
linha=2467 | nome=Carlos | acao=executou o benchmark | valor=7512
linha=2468 | nome=Bruno | acao=participou da aula | valor=6569
linha=2469 | nome=Lucas | acao=otimizou o algoritmo | valor=8951
linha=2470 | nome=Ana | acao=participou da aula | valor=6621
linha=2471 | nome=Otavio | acao=executou o benchmark | valor=5195
linha=2472 | nome=Bruno | acao=escreveu o relatorio | valor=9483
linha=2473 | nome=Tiago | acao=executou o benchmark | valor=7370
linha=2474 | nome=Renata | acao=participou da aula | valor=3306
linha=2475 | nome=Mariana | acao=participou da aula | valor=7171
linha=2476 | nome=Daniela | acao=otimizou o algoritmo | valor=3329
linha=2477 | nome=Mariana | acao=estudou computacao | valor=4339
linha=2478 | nome=Felipe | acao=executou o benchmark | valor=2477
linha=2479 | nome=Igor | acao=analisou os resultados | valor=9937
linha=2480 | nome=Otavio | acao=analisou os resultados | valor=6396
linha=2481 | nome=Felipe | acao=analisou os resultados | valor=6307
linha=2482 | nome=Paulo | acao=otimizou o algoritmo | valor=2910
linha=2483 | nome=Igor | acao=estudou computacao | valor=4515
linha=2484 | nome=Sofia | acao=fez um experimento | valor=7364
linha=2485 | nome=Helena | acao=fez um experimento | valor=7871
linha=2486 | nome=Natalia | acao=comparou as metricas | valor=1129
linha=2487 | nome=Ana | acao=comparou as metricas | valor=9598
linha=2488 | nome=Lucas | acao=estudou computacao | valor=4150
linha=2489 | nome=Eduarda | acao=participou da aula | valor=3467
linha=2490 | nome=Paulo | acao=escreveu o relatorio | valor=8593
linha=2491 | nome=Karen | acao=fez um experimento | valor=6599
linha=2492 | nome=Paulo | acao=escreveu o relatorio | valor=4616
linha=2493 | nome=Ana | acao=executou o benchmark | valor=1086
linha=2494 | nome=Gabriela | acao=otimizou o algoritmo | valor=8148
linha=2495 | nome=Eduarda | acao=fez um experimento | valor=3029
linha=2496 | nome=Daniela | acao=escreveu o relatorio | valor=6761
linha=2497 | nome=Karen | acao=comparou as metricas | valor=2168
linha=2498 | nome=Tiago | acao=escreveu o relatorio | valor=9733
linha=2499 | nome=Gabriela | acao=fez um experimento | valor=3009
linha=2500 | nome=Felipe | acao=executou o benchmark | valor=1711
linha=2501 | nome=Paulo | acao=escreveu o relatorio | valor=6855
linha=2502 | nome=Felipe | acao=participou da aula | valor=1414
linha=2503 | nome=Helena | acao=comparou as metricas | valor=1673
linha=2504 | nome=Sofia | acao=estudou computacao | valor=6490
linha=2505 | nome=Natalia | acao=participou da aula | valor=1139
linha=2506 | nome=Helena | acao=executou o benchmark | valor=9348
linha=2507 | nome=Karen | acao=participou da aula | valor=9163
linha=2508 | nome=Mariana | acao=escreveu o relatorio | valor=6013
linha=2509 | nome=Natalia | acao=otimizou o algoritmo | valor=9786
linha=2510 | nome=Otavio | acao=escreveu o relatorio | valor=7686
linha=2511 | nome=Renata | acao=participou da aula | valor=4268
linha=2512 | nome=Bruno | acao=otimizou o algoritmo | valor=7859
linha=2513 | nome=Lucas | acao=comparou as metricas | valor=4063
linha=2514 | nome=Sofia | acao=participou da aula | valor=1618
linha=2515 | nome=Vitor | acao=executou o benchmark | valor=9265
linha=2516 | nome=Tiago | acao=estudou computacao | valor=5974
linha=2517 | nome=Eduarda | acao=fez um experimento | valor=1900
linha=2518 | nome=Joao | acao=executou o benchmark | valor=6214
linha=2519 | nome=Bruno | acao=comparou as metricas | valor=1198
linha=2520 | nome=Mariana | acao=participou da aula | valor=8475
linha=2521 | nome=Daniela | acao=executou o benchmark | valor=4638
linha=2522 | nome=Ana | acao=analisou os resultados | valor=6649
linha=2523 | nome=Helena | acao=estudou computacao | valor=7557
linha=2524 | nome=Sofia | acao=executou o benchmark | valor=1185
linha=2525 | nome=Karen | acao=comparou as metricas | valor=1148
linha=2526 | nome=Tiago | acao=fez um experimento | valor=8393
linha=2527 | nome=Lucas | acao=analisou os resultados | valor=3647
linha=2528 | nome=Renata | acao=fez um experimento | valor=6186
linha=2529 | nome=Bruno | acao=otimizou o algoritmo | valor=4098
linha=2530 | nome=Tiago | acao=executou o benchmark | valor=6835
linha=2531 | nome=Joao | acao=comparou as metricas | valor=9817
linha=2532 | nome=Bruno | acao=comparou as metricas | valor=6423
linha=2533 | nome=Mariana | acao=analisou os resultados | valor=6859
linha=2534 | nome=Ana | acao=participou da aula | valor=9962
linha=2535 | nome=Helena | acao=participou da aula | valor=8248
linha=2536 | nome=Karen | acao=otimizou o algoritmo | valor=7292
linha=2537 | nome=Carlos | acao=otimizou o algoritmo | valor=4302
linha=2538 | nome=Paulo | acao=escreveu o relatorio | valor=3481
linha=2539 | nome=Carlos | acao=escreveu o relatorio | valor=6476
linha=2540 | nome=Otavio | acao=participou da aula | valor=5589
linha=2541 | nome=Lucas | acao=analisou os resultados | valor=2718
linha=2542 | nome=Joao | acao=fez um experimento | valor=5492
linha=2543 | nome=Igor | acao=analisou os resultados | valor=7126
linha=2544 | nome=Igor | acao=participou da aula | valor=3408
linha=2545 | nome=Ana | acao=fez um experimento | valor=8565
linha=2546 | nome=Mariana | acao=executou o benchmark | valor=7401
linha=2547 | nome=Daniela | acao=escreveu o relatorio | valor=3152
linha=2548 | nome=Bruno | acao=comparou as metricas | valor=6358
linha=2549 | nome=Eduarda | acao=executou o benchmark | valor=8074
linha=2550 | nome=Lucas | acao=fez um experimento | valor=1052
linha=2551 | nome=Mariana | acao=analisou os resultados | valor=8250
linha=2552 | nome=Paulo | acao=analisou os resultados | valor=7210
linha=2553 | nome=Bruno | acao=otimizou o algoritmo | valor=7468
linha=2554 | nome=Natalia | acao=otimizou o algoritmo | valor=3366
linha=2555 | nome=Daniela | acao=participou da aula | valor=2206
linha=2556 | nome=Joao | acao=fez um experimento | valor=1893
linha=2557 | nome=Gabriela | acao=executou o benchmark | valor=8130
linha=2558 | nome=Mariana | acao=analisou os resultados | valor=7705
linha=2559 | nome=Otavio | acao=otimizou o algoritmo | valor=4692
linha=2560 | nome=Paulo | acao=fez um experimento | valor=3339
linha=2561 | nome=Felipe | acao=escreveu o relatorio | valor=6834
linha=2562 | nome=Paulo | acao=analisou os resultados | valor=9099
linha=2563 | nome=Ana | acao=escreveu o relatorio | valor=5406
linha=2564 | nome=Natalia | acao=participou da aula | valor=4265
linha=2565 | nome=Otavio | acao=escreveu o relatorio | valor=4890
linha=2566 | nome=Gabriela | acao=participou da aula | valor=9849
linha=2567 | nome=Helena | acao=executou o benchmark | valor=4485
linha=2568 | nome=Paulo | acao=otimizou o algoritmo | valor=1951
linha=2569 | nome=Igor | acao=comparou as metricas | valor=2098
linha=2570 | nome=Karen | acao=estudou computacao | valor=5211
linha=2571 | nome=Eduarda | acao=executou o benchmark | valor=8691
linha=2572 | nome=Igor | acao=estudou computacao | valor=3290
linha=2573 | nome=Sofia | acao=escreveu o relatorio | valor=2584
linha=2574 | nome=Igor | acao=otimizou o algoritmo | valor=1622
linha=2575 | nome=Otavio | acao=otimizou o algoritmo | valor=2010
linha=2576 | nome=Natalia | acao=escreveu o relatorio | valor=7817
linha=2577 | nome=Igor | acao=estudou computacao | valor=1562
linha=2578 | nome=Bruno | acao=fez um experimento | valor=1023
linha=2579 | nome=Igor | acao=otimizou o algoritmo | valor=3408
linha=2580 | nome=Mariana | acao=fez um experimento | valor=4386
linha=2581 | nome=Renata | acao=comparou as metricas | valor=9029
linha=2582 | nome=Mariana | acao=otimizou o algoritmo | valor=9061
linha=2583 | nome=Felipe | acao=fez um experimento | valor=4076
linha=2584 | nome=Gabriela | acao=comparou as metricas | valor=4793
linha=2585 | nome=Igor | acao=participou da aula | valor=8815
linha=2586 | nome=Mariana | acao=estudou computacao | valor=2594
linha=2587 | nome=Eduarda | acao=analisou os resultados | valor=7198
linha=2588 | nome=Lucas | acao=fez um experimento | valor=2134
linha=2589 | nome=Carlos | acao=participou da aula | valor=1906
linha=2590 | nome=Lucas | acao=escreveu o relatorio | valor=1159
linha=2591 | nome=Mariana | acao=estudou computacao | valor=4907
linha=2592 | nome=Eduarda | acao=estudou computacao | valor=6526
linha=2593 | nome=Tiago | acao=executou o benchmark | valor=7156
linha=2594 | nome=Karen | acao=escreveu o relatorio | valor=3421
linha=2595 | nome=Natalia | acao=participou da aula | valor=1145
linha=2596 | nome=Joao | acao=estudou computacao | valor=4273
linha=2597 | nome=Joao | acao=escreveu o relatorio | valor=6053
linha=2598 | nome=Daniela | acao=comparou as metricas | valor=3465
linha=2599 | nome=Joao | acao=otimizou o algoritmo | valor=6711
linha=2600 | nome=Helena | acao=otimizou o algoritmo | valor=2507
linha=2601 | nome=Mariana | acao=participou da aula | valor=3995
linha=2602 | nome=Felipe | acao=analisou os resultados | valor=6337
linha=2603 | nome=Paulo | acao=participou da aula | valor=4033
linha=2604 | nome=Vitor | acao=fez um experimento | valor=6789
linha=2605 | nome=Daniela | acao=escreveu o relatorio | valor=2434
linha=2606 | nome=Helena | acao=fez um experimento | valor=8991
linha=2607 | nome=Tiago | acao=executou o benchmark | valor=7853
linha=2608 | nome=Vitor | acao=analisou os resultados | valor=8753
linha=2609 | nome=Eduarda | acao=escreveu o relatorio | valor=1909
linha=2610 | nome=Carlos | acao=executou o benchmark | valor=5742
linha=2611 | nome=Carlos | acao=executou o benchmark | valor=8305
linha=2612 | nome=Karen | acao=fez um experimento | valor=5253
linha=2613 | nome=Joao | acao=fez um experimento | valor=5258
linha=2614 | nome=Joao | acao=analisou os resultados | valor=6342
linha=2615 | nome=Ana | acao=escreveu o relatorio | valor=2345
linha=2616 | nome=Gabriela | acao=analisou os resultados | valor=7128
linha=2617 | nome=Karen | acao=fez um experimento | valor=4748
linha=2618 | nome=Daniela | acao=otimizou o algoritmo | valor=6023
linha=2619 | nome=Felipe | acao=otimizou o algoritmo | valor=5626
linha=2620 | nome=Helena | acao=estudou computacao | valor=5797
linha=2621 | nome=Felipe | acao=analisou os resultados | valor=7021
linha=2622 | nome=Lucas | acao=analisou os resultados | valor=8830
linha=2623 | nome=Eduarda | acao=estudou computacao | valor=6390
linha=2624 | nome=Eduarda | acao=escreveu o relatorio | valor=9733
linha=2625 | nome=Ana | acao=escreveu o relatorio | valor=7109
linha=2626 | nome=Eduarda | acao=executou o benchmark | valor=1851
linha=2627 | nome=Daniela | acao=executou o benchmark | valor=7779
linha=2628 | nome=Tiago | acao=escreveu o relatorio | valor=9592
linha=2629 | nome=Gabriela | acao=comparou as metricas | valor=3546
linha=2630 | nome=Ana | acao=comparou as metricas | valor=8620
linha=2631 | nome=Daniela | acao=executou o benchmark | valor=6922
linha=2632 | nome=Tiago | acao=comparou as metricas | valor=7893
linha=2633 | nome=Karen | acao=participou da aula | valor=4406
linha=2634 | nome=Mariana | acao=otimizou o algoritmo | valor=7267
linha=2635 | nome=Mariana | acao=otimizou o algoritmo | valor=2969
linha=2636 | nome=Vitor | acao=executou o benchmark | valor=8567
linha=2637 | nome=Renata | acao=participou da aula | valor=5088
linha=2638 | nome=Natalia | acao=estudou computacao | valor=9793
linha=2639 | nome=Bruno | acao=estudou computacao | valor=8077
linha=2640 | nome=Carlos | acao=fez um experimento | valor=3105
linha=2641 | nome=Joao | acao=estudou computacao | valor=3424
linha=2642 | nome=Ana | acao=analisou os resultados | valor=6063
linha=2643 | nome=Daniela | acao=executou o benchmark | valor=4207
linha=2644 | nome=Carlos | acao=estudou computacao | valor=2377
linha=2645 | nome=Vitor | acao=escreveu o relatorio | valor=6881
linha=2646 | nome=Igor | acao=estudou computacao | valor=2763
linha=2647 | nome=Carlos | acao=estudou computacao | valor=2521
linha=2648 | nome=Helena | acao=executou o benchmark | valor=3608
linha=2649 | nome=Paulo | acao=participou da aula | valor=5901
linha=2650 | nome=Natalia | acao=comparou as metricas | valor=4741
linha=2651 | nome=Joao | acao=estudou computacao | valor=3733
linha=2652 | nome=Mariana | acao=analisou os resultados | valor=5336
linha=2653 | nome=Ana | acao=executou o benchmark | valor=4608
linha=2654 | nome=Paulo | acao=analisou os resultados | valor=9382
linha=2655 | nome=Tiago | acao=fez um experimento | valor=9726
linha=2656 | nome=Eduarda | acao=estudou computacao | valor=2755
linha=2657 | nome=Eduarda | acao=otimizou o algoritmo | valor=6425
linha=2658 | nome=Tiago | acao=estudou computacao | valor=7872
linha=2659 | nome=Carlos | acao=participou da aula | valor=9995
linha=2660 | nome=Mariana | acao=participou da aula | valor=6978
linha=2661 | nome=Felipe | acao=analisou os resultados | valor=9482
linha=2662 | nome=Bruno | acao=participou da aula | valor=8862
linha=2663 | nome=Felipe | acao=estudou computacao | valor=4785
linha=2664 | nome=Gabriela | acao=comparou as metricas | valor=7073
linha=2665 | nome=Gabriela | acao=executou o benchmark | valor=5299
linha=2666 | nome=Tiago | acao=otimizou o algoritmo | valor=1953
linha=2667 | nome=Ana | acao=comparou as metricas | valor=4362
linha=2668 | nome=Natalia | acao=escreveu o relatorio | valor=6311
linha=2669 | nome=Felipe | acao=comparou as metricas | valor=5194
linha=2670 | nome=Felipe | acao=analisou os resultados | valor=3141
linha=2671 | nome=Paulo | acao=estudou computacao | valor=3317
linha=2672 | nome=Lucas | acao=fez um experimento | valor=3279
linha=2673 | nome=Natalia | acao=fez um experimento | valor=8411
linha=2674 | nome=Natalia | acao=analisou os resultados | valor=9246
linha=2675 | nome=Daniela | acao=escreveu o relatorio | valor=8319
linha=2676 | nome=Renata | acao=participou da aula | valor=6822
linha=2677 | nome=Ana | acao=estudou computacao | valor=8310
linha=2678 | nome=Felipe | acao=escreveu o relatorio | valor=9341
linha=2679 | nome=Daniela | acao=otimizou o algoritmo | valor=9466
linha=2680 | nome=Igor | acao=fez um experimento | valor=4814
linha=2681 | nome=Helena | acao=analisou os resultados | valor=8070
linha=2682 | nome=Renata | acao=comparou as metricas | valor=4911
linha=2683 | nome=Daniela | acao=estudou computacao | valor=6841
linha=2684 | nome=Paulo | acao=executou o benchmark | valor=1663
linha=2685 | nome=Otavio | acao=fez um experimento | valor=3657
linha=2686 | nome=Daniela | acao=fez um experimento | valor=8960
linha=2687 | nome=Tiago | acao=estudou computacao | valor=9794
linha=2688 | nome=Natalia | acao=analisou os resultados | valor=9207
linha=2689 | nome=Felipe | acao=otimizou o algoritmo | valor=7753
linha=2690 | nome=Joao | acao=fez um experimento | valor=9550
linha=2691 | nome=Mariana | acao=executou o benchmark | valor=6311
linha=2692 | nome=Karen | acao=estudou computacao | valor=5673
linha=2693 | nome=Otavio | acao=otimizou o algoritmo | valor=2253
linha=2694 | nome=Paulo | acao=comparou as metricas | valor=5000
linha=2695 | nome=Daniela | acao=participou da aula | valor=4224
