linha=1 | nome=Natalia | acao=otimizou o algoritmo | valor=7255
linha=2320 | nome=Tiago | acao=comparou as metricas | valor=7394
linha=2321 | nome=Natalia | acao=escreveu o relatorio | valor=4852
linha=2322 | nome=Natalia | acao=comparou as metricas | valor=2147
linha=2323 | nome=Otavio | acao=participou da aula | valor=3753
linha=2324 | nome=Ana | acao=executou o benchmark | valor=2003
linha=2325 | nome=Eduarda | acao=analisou os resultados | valor=6697
linha=2326 | nome=Gabriela | acao=analisou os resultados | valor=7402
linha=2327 | nome=Felipe | acao=escreveu o relatorio | valor=7373
linha=2328 | nome=Vitor | acao=analisou os resultados | valor=7844
linha=2329 | nome=Igor | acao=participou da aula | valor=4314
linha=2330 | nome=Sofia | acao=escreveu o relatorio | valor=5561
linha=2331 | nome=Carlos | acao=estudou computacao | valor=3424
linha=2332 | nome=Eduarda | acao=estudou computacao | valor=4188
linha=2333 | nome=Renata | acao=fez um experimento | valor=8686
linha=2334 | nome=Igor | acao=comparou as metricas | valor=8699
linha=2335 | nome=Tiago | acao=analisou os resultados | valor=1809
linha=2336 | nome=Otavio | acao=comparou as metricas | valor=1683
linha=2337 | nome=Ana | acao=participou da aula | valor=9792
linha=2338 | nome=Paulo | acao=participou da aula | valor=3893
linha=2339 | nome=Otavio | acao=estudou computacao | valor=4633
linha=2340 | nome=Felipe | acao=otimizou o algoritmo | valor=8719
linha=2341 | nome=Eduarda | acao=analisou os resultados | valor=4938
linha=2342 | nome=Natalia | acao=analisou os resultados | valor=7785
linha=2343 | nome=Lucas | acao=analisou os resultados | valor=8596
linha=2344 | nome=Daniela | acao=executou o benchmark | valor=3672
linha=2345 | nome=Lucas | acao=escreveu o relatorio | valor=2009
linha=2346 | nome=Natalia | acao=escreveu o relatorio | valor=2728
linha=2347 | nome=Vitor | acao=fez um experimento | valor=7760
linha=2348 | nome=Eduarda | acao=fez um experimento | valor=4220
linha=2349 | nome=Daniela | acao=executou o benchmark | valor=1980
linha=2350 | nome=Eduarda | acao=estudou computacao | valor=1655
linha=2351 | nome=Joao | acao=fez um experimento | valor=9472
linha=2352 | nome=Renata | acao=executou o benchmark | valor=7742
linha=2353 | nome=Helena | acao=fez um experimento | valor=9217
linha=2354 | nome=Ana | acao=participou da aula | valor=7881
linha=2355 | nome=Daniela | acao=escreveu o relatorio | valor=9243
linha=2356 | nome=Sofia | acao=analisou os resultados | valor=4560
linha=2357 | nome=Eduarda | acao=analisou os resultados | valor=7662
linha=2358 | nome=Mariana | acao=analisou os resultados | valor=8586
linha=2359 | nome=Karen | acao=executou o benchmark | valor=9321
linha=2360 | nome=Karen | acao=participou da aula | valor=9473
linha=2361 | nome=Igor | acao=estudou computacao | valor=2763
linha=2362 | nome=Renata | acao=participou da aula | valor=6491
linha=2363 | nome=Bruno | acao=comparou as metricas | valor=8867
linha=2364 | nome=Otavio | acao=comparou as metricas | valor=9504
linha=2365 | nome=Helena | acao=estudou computacao | valor=1368
linha=2366 | nome=Bruno | acao=participou da aula | valor=1677
linha=2367 | nome=Felipe | acao=estudou computacao | valor=5506
linha=2368 | nome=Carlos | acao=escreveu o relatorio | valor=6567
linha=2369 | nome=Mariana | acao=executou o benchmark | valor=9815
linha=2370 | nome=Joao | acao=analisou os resultados | valor=2489
linha=2371 | nome=Lucas | acao=participou da aula | valor=9500
linha=2372 | nome=Bruno | acao=otimizou o algoritmo | valor=2060
linha=2373 | nome=Otavio | acao=otimizou o algoritmo | valor=7017
linha=2374 | nome=Carlos | acao=estudou computacao | valor=7742
linha=2375 | nome=Helena | acao=otimizou o algoritmo | valor=7035
linha=2376 | nome=Natalia | acao=estudou computacao | valor=8491
linha=2377 | nome=Vitor | acao=fez um experimento | valor=6248
linha=2378 | nome=Paulo | acao=otimizou o algoritmo | valor=7338
linha=2379 | nome=Paulo | acao=analisou os resultados | valor=9543
linha=2380 | nome=Karen | acao=otimizou o algoritmo | valor=9065
linha=2381 | nome=Ana | acao=comparou as metricas | valor=5909
linha=2382 | nome=Joao | acao=analisou os resultados | valor=7358
linha=2383 | nome=Natalia | acao=executou o benchmark | valor=8885
linha=2384 | nome=Tiago | acao=analisou os resultados | valor=4622
linha=2385 | nome=Helena | acao=otimizou o algoritmo | valor=9499
linha=2386 | nome=Igor | acao=participou da aula | valor=4188
linha=2387 | nome=Renata | acao=fez um experimento | valor=4246
linha=2388 | nome=Mariana | acao=executou o benchmark | valor=7174
linha=2389 | nome=Helena | acao=participou da aula | valor=6302
linha=2390 | nome=Paulo | acao=comparou as metricas | valor=5999
linha=2391 | nome=Felipe | acao=estudou computacao | valor=4619
linha=2392 | nome=Vitor | acao=escreveu o relatorio | valor=8740
linha=2393 | nome=Bruno | acao=fez um experimento | valor=3844
linha=2394 | nome=Daniela | acao=estudou computacao | valor=6782
linha=2395 | nome=Joao | acao=fez um experimento | valor=5804
linha=2396 | nome=Tiago | acao=participou da aula | valor=9163
linha=2397 | nome=Bruno | acao=executou o benchmark | valor=4612
linha=2398 | nome=Daniela | acao=otimizou o algoritmo | valor=1766
linha=2399 | nome=Renata | acao=participou da aula | valor=6753
linha=2400 | nome=Gabriela | acao=otimizou o algoritmo | valor=3578
linha=2401 | nome=Bruno | acao=executou o benchmark | valor=3116
linha=2402 | nome=Tiago | acao=fez um experimento | valor=8460
linha=2403 | nome=Daniela | acao=comparou as metricas | valor=7825
linha=2404 | nome=Ana | acao=escreveu o relatorio | valor=6828
linha=2405 | nome=Paulo | acao=escreveu o relatorio | valor=8365
linha=2406 | nome=Natalia | acao=comparou as metricas | valor=8028
linha=2407 | nome=Carlos | acao=comparou as metricas | valor=6823
linha=2408 | nome=Bruno | acao=participou da aula | valor=6537
linha=2409 | nome=Otavio | acao=executou o benchmark | valor=8650
linha=2410 | nome=Sofia | acao=participou da aula | valor=3096
linha=2411 | nome=Tiago | acao=analisou os resultados | valor=5427
linha=2412 | nome=Mariana | acao=comparou as metricas | valor=2732
linha=2413 | nome=Tiago | acao=participou da aula | valor=2655
linha=2414 | nome=Igor | acao=analisou os resultados | valor=4128
linha=2415 | nome=Karen | acao=escreveu o relatorio | valor=7805
linha=2416 | nome=Paulo | acao=otimizou o algoritmo | valor=9841
linha=2417 | nome=Bruno | acao=comparou as metricas | valor=8421
linha=2418 | nome=Vitor | acao=otimizou o algoritmo | valor=9834
linha=2419 | nome=Otavio | acao=executou o benchmark | valor=4748
linha=2420 | nome=Sofia | acao=escreveu o relatorio | valor=8570
linha=2421 | nome=Mariana | acao=otimizou o algoritmo | valor=8788
linha=2422 | nome=Mariana | acao=otimizou o algoritmo | valor=7203
linha=2423 | nome=Tiago | acao=estudou computacao | valor=4225
linha=2424 | nome=Daniela | acao=otimizou o algoritmo | valor=1834
linha=2425 | nome=Bruno | acao=analisou os resultados | valor=5843
linha=2426 | nome=Mariana | acao=fez um experimento | valor=8064
linha=2427 | nome=Igor | acao=analisou os resultados | valor=1091
linha=2428 | nome=Lucas | acao=comparou as metricas | valor=5703
linha=2429 | nome=Renata | acao=analisou os resultados | valor=9396
linha=2430 | nome=Felipe | acao=comparou as metricas | valor=2590
linha=2431 | nome=Renata | acao=fez um experimento | valor=7455
linha=2432 | nome=Ana | acao=participou da aula | valor=5004
linha=2433 | nome=Mariana | acao=analisou os resultados | valor=5965
linha=2434 | nome=Helena | acao=comparou as metricas | valor=2393
linha=2435 | nome=Igor | acao=estudou computacao | valor=1107
linha=2436 | nome=Otavio | acao=fez um experimento | valor=7969
linha=2437 | nome=Sofia | acao=estudou computacao | valor=8849
linha=2438 | nome=Paulo | acao=escreveu o relatorio | valor=3375
linha=2439 | nome=Daniela | acao=estudou computacao | valor=8422
linha=2440 | nome=Sofia | acao=fez um experimento | valor=2704
linha=2441 | nome=Carlos | acao=fez um experimento | valor=1678
linha=2442 | nome=Karen | acao=comparou as metricas | valor=7825
linha=2443 | nome=Helena | acao=estudou computacao | valor=9680
linha=2444 | nome=Sofia | acao=otimizou o algoritmo | valor=3629
linha=2445 | nome=Bruno | acao=otimizou o algoritmo | valor=7863
linha=2446 | nome=Lucas | acao=participou da aula | valor=8788
linha=2447 | nome=Igor | acao=participou da aula | valor=1672
linha=2448 | nome=Carlos | acao=estudou computacao | valor=5467
linha=2449 | nome=Natalia | acao=fez um experimento | valor=2659
linha=2450 | nome=Eduarda | acao=otimizou o algoritmo | valor=4196
linha=2451 | nome=Mariana | acao=otimizou o algoritmo | valor=3012
linha=2452 | nome=Mariana | acao=escreveu o relatorio | valor=2154
linha=2453 | nome=Tiago | acao=analisou os resultados | valor=1368
linha=2454 | nome=Mariana | acao=analisou os resultados | valor=9419
linha=2455 | nome=Sofia | acao=participou da aula | valor=2463
linha=2456 | nome=Natalia | acao=estudou computacao | valor=6088
linha=2457 | nome=Carlos | acao=escreveu o relatorio | valor=2723
linha=2458 | nome=Ana | acao=analisou os resultados | valor=5947
linha=2459 | nome=Igor | acao=executou o benchmark | valor=9446
linha=2460 | nome=Igor | acao=comparou as metricas | valor=9829
linha=2461 | nome=Natalia | acao=participou da aula | valor=7209
linha=2462 | nome=Paulo | acao=otimizou o algoritmo | valor=3116
linha=2463 | nome=Natalia | acao=fez um experimento | valor=7586
linha=2464 | nome=Joao | acao=comparou as metricas | valor=9036
linha=2465 | nome=Natalia | acao=otimizou o algoritmo | valor=2279
linha=2466 | nome=Igor | acao=participou da aula | valor=9893
linha=2467 | nome=Lucas | acao=estudou computacao | valor=6978
linha=2468 | nome=Eduarda | acao=fez um experimento | valor=9337
linha=2469 | nome=Carlos | acao=otimizou o algoritmo | valor=1195
linha=2470 | nome=Vitor | acao=executou o benchmark | valor=3787
linha=2471 | nome=Vitor | acao=executou o benchmark | valor=2215
linha=2472 | nome=Tiago | acao=otimizou o algoritmo | valor=3643
linha=2473 | nome=Joao | acao=fez um experimento | valor=4325
linha=2474 | nome=Ana | acao=executou o benchmark | valor=6165
linha=2475 | nome=Carlos | acao=escreveu o relatorio | valor=1567
linha=2476 | nome=Paulo | acao=executou o benchmark | valor=2647
linha=2477 | nome=Lucas | acao=otimizou o algoritmo | valor=4574
linha=2478 | nome=Tiago | acao=executou o benchmark | valor=9926
linha=2479 | nome=Eduarda | acao=executou o benchmark | valor=2758
linha=2480 | nome=Helena | acao=fez um experimento | valor=4202
linha=2481 | nome=Paulo | acao=analisou os resultados | valor=6554
linha=2482 | nome=Eduarda | acao=executou o benchmark | valor=5404
linha=2483 | nome=Paulo | acao=participou da aula | valor=5337
linha=2484 | nome=Igor | acao=comparou as metricas | valor=6068
linha=2485 | nome=Vitor | acao=analisou os resultados | valor=5387
linha=2486 | nome=Eduarda | acao=escreveu o relatorio | valor=5534
linha=2487 | nome=Daniela | acao=comparou as metricas | valor=6664
linha=2488 | nome=Natalia | acao=escreveu o relatorio | valor=5752
linha=2489 | nome=Tiago | acao=estudou computacao | valor=2852
linha=2490 | nome=Vitor | acao=otimizou o algoritmo | valor=7459
linha=2491 | nome=Karen | acao=estudou computacao | valor=2743
linha=2492 | nome=Paulo | acao=analisou os resultados | valor=4817
linha=2493 | nome=Daniela | acao=participou da aula | valor=5054
linha=2494 | nome=Felipe | acao=analisou os resultados | valor=2413
linha=2495 | nome=Carlos | acao=participou da aula | valor=2689
linha=2496 | nome=Joao | acao=otimizou o algoritmo | valor=5255
linha=2497 | nome=Joao | acao=comparou as metricas | valor=7986
linha=2498 | nome=Lucas | acao=escreveu o relatorio | valor=3621
linha=2499 | nome=Eduarda | acao=participou da aula | valor=4690
linha=2500 | nome=Felipe | acao=estudou computacao | valor=6528
linha=2501 | nome=Renata | acao=comparou as metricas | valor=2108
linha=2502 | nome=Mariana | acao=fez um experimento | valor=2529
linha=2503 | nome=Igor | acao=estudou computacao | valor=5303
linha=2504 | nome=Otavio | acao=estudou computacao | valor=3498
linha=2505 | nome=Helena | acao=estudou computacao | valor=6144
linha=2506 | nome=Paulo | acao=comparou as metricas | valor=8641
linha=2507 | nome=Carlos | acao=fez um experimento | valor=3939
linha=2508 | nome=Lucas | acao=otimizou o algoritmo | valor=2438
linha=2509 | nome=Helena | acao=estudou computacao | valor=1540
linha=2510 | nome=Vitor | acao=escreveu o relatorio | valor=4793
linha=2511 | nome=Sofia | acao=otimizou o algoritmo | valor=4521
linha=2512 | nome=Felipe | acao=participou da aula | valor=8967
linha=2513 | nome=Felipe | acao=executou o benchmark | valor=4689
linha=2514 | nome=Bruno | acao=otimizou o algoritmo | valor=5039
linha=2515 | nome=Gabriela | acao=participou da aula | valor=7753
linha=2516 | nome=Felipe | acao=otimizou o algoritmo | valor=3672
linha=2517 | nome=Igor | acao=escreveu o relatorio | valor=8350
linha=2518 | nome=Paulo | acao=comparou as metricas | valor=8300
linha=2519 | nome=Mariana | acao=comparou as metricas | valor=4992
linha=2520 | nome=Joao | acao=escreveu o relatorio | valor=6412
linha=2521 | nome=Lucas | acao=comparou as metricas | valor=7115
linha=2522 | nome=Daniela | acao=escreveu o relatorio | valor=7632
linha=2523 | nome=Ana | acao=participou da aula | valor=4552
linha=2524 | nome=Joao | acao=analisou os resultados | valor=7992
linha=2525 | nome=Carlos | acao=comparou as metricas | valor=5231
linha=2526 | nome=Paulo | acao=comparou as metricas | valor=1918
linha=2527 | nome=Mariana | acao=analisou os resultados | valor=4753
linha=2528 | nome=Tiago | acao=participou da aula | valor=3659
linha=2529 | nome=Tiago | acao=participou da aula | valor=2790
linha=2530 | nome=Helena | acao=executou o benchmark | valor=3944
linha=2531 | nome=Bruno | acao=escreveu o relatorio | valor=2186
linha=2532 | nome=Paulo | acao=estudou computacao | valor=7911
linha=2533 | nome=Lucas | acao=otimizou o algoritmo | valor=2666
linha=2534 | nome=Joao | acao=executou o benchmark | valor=6525
linha=2535 | nome=Carlos | acao=otimizou o algoritmo | valor=4472
linha=2536 | nome=Eduarda | acao=participou da aula | valor=6696
linha=2537 | nome=Lucas | acao=fez um experimento | valor=7252
linha=2538 | nome=Bruno | acao=estudou computacao | valor=1365
linha=2539 | nome=Paulo | acao=executou o benchmark | valor=3506
linha=2540 | nome=Vitor | acao=analisou os resultados | valor=5721
linha=2541 | nome=Otavio | acao=participou da aula | valor=7503
linha=2542 | nome=Tiago | acao=comparou as metricas | valor=9286
linha=2543 | nome=Mariana | acao=comparou as metricas | valor=2710
linha=2544 | nome=Vitor | acao=executou o benchmark | valor=3831
linha=2545 | nome=Otavio | acao=fez um experimento | valor=4762
linha=2546 | nome=Sofia | acao=estudou computacao | valor=9311
linha=2547 | nome=Paulo | acao=fez um experimento | valor=5083
linha=2548 | nome=Igor | acao=comparou as metricas | valor=1846
linha=2549 | nome=Igor | acao=analisou os resultados | valor=3951
linha=2550 | nome=Mariana | acao=participou da aula | valor=8554
linha=2551 | nome=Sofia | acao=fez um experimento | valor=4452
linha=2552 | nome=Gabriela | acao=fez um experimento | valor=1632
linha=2553 | nome=Lucas | acao=escreveu o relatorio | valor=7340
linha=2554 | nome=Igor | acao=estudou computacao | valor=4639
linha=2555 | nome=Bruno | acao=escreveu o relatorio | valor=7941
linha=2556 | nome=Joao | acao=participou da aula | valor=4556
linha=2557 | nome=Sofia | acao=escreveu o relatorio | valor=2742
linha=2558 | nome=Lucas | acao=comparou as metricas | valor=9556
linha=2559 | nome=Tiago | acao=analisou os resultados | valor=2829
linha=2560 | nome=Carlos | acao=analisou os resultados | valor=1148
linha=2561 | nome=Mariana | acao=estudou computacao | valor=2203
linha=2562 | nome=Mariana | acao=fez um experimento | valor=7349
linha=2563 | nome=Paulo | acao=escreveu o relatorio | valor=9059
linha=2564 | nome=Renata | acao=escreveu o relatorio | valor=8908
linha=2565 | nome=Renata | acao=comparou as metricas | valor=2937
linha=2566 | nome=Mariana | acao=executou o benchmark | valor=4523
linha=2567 | nome=Karen | acao=comparou as metricas | valor=6925
linha=2568 | nome=Mariana | acao=participou da aula | valor=4401
linha=2569 | nome=Eduarda | acao=fez um experimento | valor=5613
linha=2570 | nome=Helena | acao=escreveu o relatorio | valor=8570
linha=2571 | nome=Tiago | acao=comparou as metricas | valor=4538
linha=2572 | nome=Mariana | acao=executou o benchmark | valor=5584
linha=2573 | nome=Renata | acao=estudou computacao | valor=3669
linha=2574 | nome=Mariana | acao=estudou computacao | valor=1463
linha=2575 | nome=Bruno | acao=executou o benchmark | valor=9158
linha=2576 | nome=Carlos | acao=fez um experimento | valor=9313
linha=2577 | nome=Karen | acao=comparou as metricas | valor=5879
linha=2578 | nome=Igor | acao=fez um experimento | valor=6026
linha=2579 | nome=Ana | acao=analisou os resultados | valor=6245
linha=2580 | nome=Sofia | acao=executou o benchmark | valor=6173
linha=2581 | nome=Mariana | acao=analisou os resultados | valor=5793
linha=2582 | nome=Paulo | acao=participou da aula | valor=4561
linha=2583 | nome=Daniela | acao=escreveu o relatorio | valor=5828
linha=2584 | nome=Daniela | acao=estudou computacao | valor=1074
linha=2585 | nome=Mariana | acao=participou da aula | valor=6217
linha=2586 | nome=Felipe | acao=executou o benchmark | valor=4513
linha=2587 | nome=Joao | acao=analisou os resultados | valor=9259
linha=2588 | nome=Karen | acao=estudou computacao | valor=3569
linha=2589 | nome=Mariana | acao=comparou as metricas | valor=3177
linha=2590 | nome=Ana | acao=executou o benchmark | valor=8928
linha=2591 | nome=Paulo | acao=fez um experimento | valor=9083
linha=2592 | nome=Sofia | acao=estudou computacao | valor=7574
linha=2593 | nome=Eduarda | acao=escreveu o relatorio | valor=2218
linha=2594 | nome=Daniela | acao=executou o benchmark | valor=2721
linha=2595 | nome=Paulo | acao=executou o benchmark | valor=3743
linha=2596 | nome=Daniela | acao=comparou as metricas | valor=5046
linha=2597 | nome=Natalia | acao=participou da aula | valor=7697
linha=2598 | nome=Sofia | acao=estudou computacao | valor=7783
linha=2599 | nome=Paulo | acao=executou o benchmark | valor=4383
linha=2600 | nome=Karen | acao=estudou computacao | valor=2399
linha=2601 | nome=Helena | acao=participou da aula | valor=5890
linha=2602 | nome=Helena | acao=otimizou o algoritmo | valor=7052
linha=2603 | nome=Joao | acao=escreveu o relatorio | valor=2332
linha=2604 | nome=Mariana | acao=participou da aula | valor=6125
linha=2605 | nome=Helena | acao=escreveu o relatorio | valor=1156
linha=2606 | nome=Sofia | acao=comparou as metricas | valor=2181
linha=2607 | nome=Vitor | acao=otimizou o algoritmo | valor=1791
linha=2608 | nome=Joao | acao=escreveu o relatorio | valor=2472
linha=2609 | nome=Felipe | acao=fez um experimento | valor=1152
linha=2610 | nome=Helena | acao=escreveu o relatorio | valor=1200
linha=2611 | nome=Carlos | acao=comparou as metricas | valor=9854
linha=2612 | nome=Gabriela | acao=analisou os resultados | valor=2601
linha=2613 | nome=Renata | acao=otimizou o algoritmo | valor=3012
linha=2614 | nome=Eduarda | acao=otimizou o algoritmo | valor=2820
linha=2615 | nome=Gabriela | acao=comparou as metricas | valor=4156
linha=2616 | nome=Paulo | acao=participou da aula | valor=2965
linha=2617 | nome=Bruno | acao=escreveu o relatorio | valor=7279
linha=2618 | nome=Gabriela | acao=fez um experimento | valor=1488
linha=2619 | nome=Mariana | acao=otimizou o algoritmo | valor=4940
linha=2620 | nome=Daniela | acao=fez um experimento | valor=7851
linha=2621 | nome=Paulo | acao=participou da aula | valor=3361
linha=2622 | nome=Renata | acao=executou o benchmark | valor=4738
linha=2623 | nome=Vitor | acao=analisou os resultados | valor=6205
linha=2624 | nome=Karen | acao=executou o benchmark | valor=3018
linha=2625 | nome=Renata | acao=otimizou o algoritmo | valor=4645
linha=2626 | nome=Otavio | acao=otimizou o algoritmo | valor=9438
linha=2627 | nome=Daniela | acao=fez um experimento | valor=8995
linha=2628 | nome=Carlos | acao=estudou computacao | valor=7546
linha=2629 | nome=Lucas | acao=analisou os resultados | valor=6669
linha=2630 | nome=Otavio | acao=executou o benchmark | valor=8036
linha=2631 | nome=Lucas | acao=comparou as metricas | valor=4616
linha=2632 | nome=Mariana | acao=executou o benchmark | valor=2237
linha=2633 | nome=Tiago | acao=escreveu o relatorio | valor=7739
linha=2634 | nome=Joao | acao=executou o benchmark | valor=3724
linha=2635 | nome=Eduarda | acao=participou da aula | valor=1097
linha=2636 | nome=Joao | acao=participou da aula | valor=2857
linha=2637 | nome=Paulo | acao=participou da aula | valor=2772
linha=2638 | nome=Ana | acao=comparou as metricas | valor=9192
linha=2639 | nome=Gabriela | acao=participou da aula | valor=8620
linha=2640 | nome=Otavio | acao=analisou os resultados | valor=5612
linha=2641 | nome=Tiago | acao=otimizou o algoritmo | valor=5592
linha=2642 | nome=Otavio | acao=escreveu o relatorio | valor=9646
linha=2643 | nome=Karen | acao=otimizou o algoritmo | valor=9341
linha=2644 | nome=Helena | acao=fez um experimento | valor=8301
linha=2645 | nome=Sofia | acao=escreveu o relatorio | valor=1093
linha=2646 | nome=Igor | acao=estudou computacao | valor=8776
linha=2647 | nome=Bruno | acao=analisou os resultados | valor=5672
linha=2648 | nome=Bruno | acao=executou o benchmark | valor=5371
linha=2649 | nome=Renata | acao=escreveu o relatorio | valor=7587
linha=2650 | nome=Ana | acao=otimizou o algoritmo | valor=6698
linha=2651 | nome=Helena | acao=escreveu o relatorio | valor=2362
linha=2652 | nome=Mariana | acao=fez um experimento | valor=1108
linha=2653 | nome=Joao | acao=fez um experimento | valor=6728
linha=2654 | nome=Tiago | acao=otimizou o algoritmo | valor=8207
linha=2655 | nome=Gabriela | acao=fez um experimento | valor=7393
linha=2656 | nome=Ana | acao=fez um experimento | valor=8443
linha=2657 | nome=Igor | acao=otimizou o algoritmo | valor=3516
linha=2658 | nome=Eduarda | acao=analisou os resultados | valor=7632
linha=2659 | nome=Otavio | acao=participou da aula | valor=2154
linha=2660 | nome=Tiago | acao=escreveu o relatorio | valor=2550
linha=2661 | nome=Joao | acao=otimizou o algoritmo | valor=3312
linha=2662 | nome=Carlos | acao=participou da aula | valor=6898
linha=2663 | nome=Gabriela | acao=estudou computacao | valor=6954
linha=2664 | nome=Lucas | acao=executou o benchmark | valor=6356
linha=2665 | nome=Otavio | acao=participou da aula | valor=9088
linha=2666 | nome=Vitor | acao=fez um experimento | valor=2498
linha=2667 | nome=Bruno | acao=escreveu o relatorio | valor=2837
linha=2668 | nome=Joao | acao=escreveu o relatorio | valor=4983
linha=2669 | nome=Eduarda | acao=analisou os resultados | valor=6192
linha=2670 | nome=Lucas | acao=executou o benchmark | valor=9840
linha=2671 | nome=Natalia | acao=escreveu o relatorio | valor=4859
linha=2672 | nome=Gabriela | acao=fez um experimento | valor=9515
linha=2673 | nome=Mariana | acao=participou da aula | valor=7598
linha=2674 | nome=Tiago | acao=analisou os resultados | valor=7453
linha=2675 | nome=Helena | acao=otimizou o algoritmo | valor=4581
linha=2676 | nome=Otavio | acao=fez um experimento | valor=9678
linha=2677 | nome=Mariana | acao=otimizou o algoritmo | valor=6076
linha=2678 | nome=Igor | acao=otimizou o algoritmo | valor=6548
linha=2679 | nome=Paulo | acao=participou da aula | valor=5284
linha=2680 | nome=Felipe | acao=comparou as metricas | valor=7238
linha=2681 | nome=Vitor | acao=participou da aula | valor=2119
linha=2682 | nome=Lucas | acao=analisou os resultados | valor=4062
linha=2683 | nome=Ana | acao=fez um experimento | valor=5127
linha=2684 | nome=Daniela | acao=executou o benchmark | valor=4780
linha=2685 | nome=Tiago | acao=participou da aula | valor=9834
linha=2686 | nome=Tiago | acao=estudou computacao | valor=3730
linha=2687 | nome=Sofia | acao=estudou computacao | valor=5179
linha=2688 | nome=Felipe | acao=fez um experimento | valor=5466
linha=2689 | nome=Joao | acao=participou da aula | valor=6157
linha=2690 | nome=Ana | acao=analisou os resultados | valor=8033
linha=2691 | nome=Renata | acao=fez um experimento | valor=6352
linha=2692 | nome=Mariana | acao=otimizou o algoritmo | valor=7930
linha=2693 | nome=Carlos | acao=participou da aula | valor=9418
linha=2694 | nome=Gabriela | acao=analisou os resultados | valor=7227
linha=2695 | nome=Paulo | acao=executou o benchmark | valor=3405
linha=2696 | nome=Daniela | acao=estudou computacao | valor=1775
linha=2697 | nome=Tiago | acao=participou da aula | valor=3053
linha=2698 | nome=Lucas | acao=fez um experimento | valor=4623
linha=2699 | nome=Eduarda | acao=executou o benchmark | valor=2193
linha=2700 | nome=Carlos | acao=executou o benchmark | valor=2510
linha=2701 | nome=Gabriela | acao=participou da aula | valor=8918
linha=2702 | nome=Carlos | acao=estudou computacao | valor=5476
linha=2703 | nome=Lucas | acao=otimizou o algoritmo | valor=5422
linha=2704 | nome=Tiago | acao=escreveu o relatorio | valor=8740
linha=2705 | nome=Lucas | acao=escreveu o relatorio | valor=8901
linha=2706 | nome=Paulo | acao=fez um experimento | valor=1307
linha=2707 | nome=Bruno | acao=escreveu o relatorio | valor=5986
linha=2708 | nome=Igor | acao=comparou as metricas | valor=1029
linha=2709 | nome=Paulo | acao=otimizou o algoritmo | valor=9301
linha=2710 | nome=Carlos | acao=otimizou o algoritmo | valor=3508
linha=2711 | nome=Tiago | acao=participou da aula | valor=8616
linha=2712 | nome=Igor | acao=executou o benchmark | valor=3102
linha=2713 | nome=Paulo | acao=analisou os resultados | valor=5954
linha=2714 | nome=Bruno | acao=participou da aula | valor=4417
linha=2715 | nome=Sofia | acao=analisou os resultados | valor=9388
linha=2716 | nome=Eduarda | acao=executou o benchmark | valor=2048
linha=2717 | nome=Renata | acao=analisou os resultados | valor=4710
linha=2718 | nome=Bruno | acao=escreveu o relatorio | valor=8306
linha=2719 | nome=Ana | acao=executou o benchmark | valor=3317
linha=2720 | nome=Bruno | acao=escreveu o relatorio | valor=4729
linha=2721 | nome=Gabriela | acao=analisou os resultados | valor=2480
linha=2722 | nome=Ana | acao=analisou os resultados | valor=1806
linha=2723 | nome=Vitor | acao=fez um experimento | valor=9411
linha=2724 | nome=Bruno | acao=analisou os resultados | valor=7360
linha=2725 | nome=Helena | acao=otimizou o algoritmo | valor=8044
linha=2726 | nome=Bruno | acao=escreveu o relatorio | valor=8682
linha=2727 | nome=Otavio | acao=otimizou o algoritmo | valor=8816
linha=2728 | nome=Renata | acao=fez um experimento | valor=2492
linha=2729 | nome=Gabriela | acao=executou o benchmark | valor=7534
linha=2730 | nome=Joao | acao=participou da aula | valor=1074
linha=2731 | nome=Paulo | acao=analisou os resultados | valor=2107
linha=2732 | nome=Bruno | acao=analisou os resultados | valor=1825
linha=2733 | nome=Gabriela | acao=escreveu o relatorio | valor=8984
linha=2734 | nome=Helena | acao=estudou computacao | valor=3904
linha=2735 | nome=Otavio | acao=fez um experimento | valor=2617
linha=2736 | nome=Sofia | acao=estudou computacao | valor=6160
linha=2737 | nome=Helena | acao=fez um experimento | valor=3308
linha=2738 | nome=Helena | acao=executou o benchmark | valor=2213
linha=2739 | nome=Renata | acao=otimizou o algoritmo | valor=9717
linha=2740 | nome=Renata | acao=comparou as metricas | valor=4818
linha=2741 | nome=Mariana | acao=escreveu o relatorio | valor=2228
linha=2742 | nome=Mariana | acao=estudou computacao | valor=3795
linha=2743 | nome=Helena | acao=analisou os resultados | valor=2871
linha=2744 | nome=Daniela | acao=analisou os resultados | valor=9785
linha=2745 | nome=Vitor | acao=participou da aula | valor=8822
linha=2746 | nome=Ana | acao=otimizou o algoritmo | valor=8300
linha=2747 | nome=Igor | acao=estudou computacao | valor=6065
linha=2748 | nome=Daniela | acao=analisou os resultados | valor=9587
linha=2749 | nome=Igor | acao=fez um experimento | valor=9940
linha=2750 | nome=Renata | acao=comparou as metricas | valor=2371
linha=2751 | nome=Daniela | acao=estudou computacao | valor=5125
linha=2752 | nome=Helena | acao=participou da aula | valor=8027
linha=2753 | nome=Igor | acao=estudou computacao | valor=6784
linha=2754 | nome=Joao | acao=comparou as metricas | valor=3469
linha=2755 | nome=Ana | acao=participou da aula | valor=9860
linha=2756 | nome=Natalia | acao=comparou as metricas | valor=6910
