linha=1 | nome=Bruno | acao=comparou as metricas | valor=1604
linha=2339 | nome=Daniela | acao=analisou os resultados | valor=9949
linha=2340 | nome=Paulo | acao=participou da aula | valor=4506
linha=2341 | nome=Carlos | acao=fez um experimento | valor=5095
linha=2342 | nome=Eduarda | acao=escreveu o relatorio | valor=3217
linha=2343 | nome=Bruno | acao=otimizou o algoritmo | valor=9824
linha=2344 | nome=Eduarda | acao=analisou os resultados | valor=2705
linha=2345 | nome=Gabriela | acao=fez um experimento | valor=2645
linha=2346 | nome=Igor | acao=executou o benchmark | valor=9162
linha=2347 | nome=Karen | acao=otimizou o algoritmo | valor=8796
linha=2348 | nome=Igor | acao=otimizou o algoritmo | valor=9449
linha=2349 | nome=Sofia | acao=executou o benchmark | valor=8805
linha=2350 | nome=Gabriela | acao=participou da aula | valor=2537
linha=2351 | nome=Bruno | acao=analisou os resultados | valor=7341
linha=2352 | nome=Paulo | acao=estudou computacao | valor=4859
linha=2353 | nome=Otavio | acao=fez um experimento | valor=8224
linha=2354 | nome=Igor | acao=executou o benchmark | valor=3896
linha=2355 | nome=Felipe | acao=fez um experimento | valor=3790
linha=2356 | nome=Igor | acao=comparou as metricas | valor=2656
linha=2357 | nome=Paulo | acao=fez um experimento | valor=5166
linha=2358 | nome=Sofia | acao=executou o benchmark | valor=4957
linha=2359 | nome=Mariana | acao=comparou as metricas | valor=3297
linha=2360 | nome=Lucas | acao=otimizou o algoritmo | valor=2877
linha=2361 | nome=Felipe | acao=analisou os resultados | valor=2998
linha=2362 | nome=Paulo | acao=otimizou o algoritmo | valor=2279
linha=2363 | nome=Vitor | acao=escreveu o relatorio | valor=7139
linha=2364 | nome=Lucas | acao=estudou computacao | valor=2131
linha=2365 | nome=Tiago | acao=estudou computacao | valor=1651
linha=2366 | nome=Sofia | acao=participou da aula | valor=4800
linha=2367 | nome=Helena | acao=comparou as metricas | valor=5397
linha=2368 | nome=Helena | acao=escreveu o relatorio | valor=3382
linha=2369 | nome=Igor | acao=fez um experimento | valor=5272
linha=2370 | nome=Natalia | acao=executou o benchmark | valor=3703
linha=2371 | nome=Sofia | acao=executou o benchmark | valor=9102
linha=2372 | nome=Sofia | acao=fez um experimento | valor=4728
linha=2373 | nome=Tiago | acao=escreveu o relatorio | valor=7675
linha=2374 | nome=Carlos | acao=otimizou o algoritmo | valor=5256
linha=2375 | nome=Igor | acao=fez um experimento | valor=1764
linha=2376 | nome=Otavio | acao=escreveu o relatorio | valor=9096
linha=2377 | nome=Karen | acao=executou o benchmark | valor=1469
linha=2378 | nome=Felipe | acao=otimizou o algoritmo | valor=5834
linha=2379 | nome=Mariana | acao=participou da aula | valor=1034
linha=2380 | nome=Bruno | acao=fez um experimento | valor=8652
linha=2381 | nome=Mariana | acao=fez um experimento | valor=5050
linha=2382 | nome=Karen | acao=estudou computacao | valor=4663
linha=2383 | nome=Daniela | acao=fez um experimento | valor=7125
linha=2384 | nome=Vitor | acao=participou da aula | valor=5044
linha=2385 | nome=Sofia | acao=estudou computacao | valor=7668
linha=2386 | nome=Bruno | acao=participou da aula | valor=5715
linha=2387 | nome=Sofia | acao=fez um experimento | valor=8158
linha=2388 | nome=Otavio | acao=fez um experimento | valor=3268
linha=2389 | nome=Ana | acao=escreveu o relatorio | valor=2592
linha=2390 | nome=Helena | acao=analisou os resultados | valor=7698
linha=2391 | nome=Paulo | acao=escreveu o relatorio | valor=9015
linha=2392 | nome=Bruno | acao=comparou as metricas | valor=5311
linha=2393 | nome=Eduarda | acao=analisou os resultados | valor=8010
linha=2394 | nome=Gabriela | acao=escreveu o relatorio | valor=2608
linha=2395 | nome=Carlos | acao=escreveu o relatorio | valor=7056
linha=2396 | nome=Carlos | acao=fez um experimento | valor=2421
linha=2397 | nome=Tiago | acao=otimizou o algoritmo | valor=1082
linha=2398 | nome=Joao | acao=fez um experimento | valor=8043
linha=2399 | nome=Tiago | acao=comparou as metricas | valor=9298
linha=2400 | nome=Tiago | acao=estudou computacao | valor=1251
linha=2401 | nome=Tiago | acao=participou da aula | valor=1391
linha=2402 | nome=Igor | acao=analisou os resultados | valor=8820
linha=2403 | nome=Otavio | acao=comparou as metricas | valor=8370
linha=2404 | nome=Ana | acao=estudou computacao | valor=8622
linha=2405 | nome=Carlos | acao=otimizou o algoritmo | valor=6478
linha=2406 | nome=Bruno | acao=estudou computacao | valor=4254
linha=2407 | nome=Lucas | acao=escreveu o relatorio | valor=5702
linha=2408 | nome=Otavio | acao=otimizou o algoritmo | valor=4375
linha=2409 | nome=Felipe | acao=estudou computacao | valor=7814
linha=2410 | nome=Felipe | acao=analisou os resultados | valor=6727
linha=2411 | nome=Mariana | acao=executou o benchmark | valor=8386
linha=2412 | nome=Vitor | acao=fez um experimento | valor=5500
linha=2413 | nome=Igor | acao=fez um experimento | valor=4369
linha=2414 | nome=Helena | acao=estudou computacao | valor=9694
linha=2415 | nome=Daniela | acao=estudou computacao | valor=9710
linha=2416 | nome=Eduarda | acao=fez um experimento | valor=9884
linha=2417 | nome=Bruno | acao=fez um experimento | valor=6300
linha=2418 | nome=Gabriela | acao=escreveu o relatorio | valor=9348
linha=2419 | nome=Sofia | acao=fez um experimento | valor=2934
linha=2420 | nome=Tiago | acao=participou da aula | valor=8416
linha=2421 | nome=Ana | acao=analisou os resultados | valor=7705
linha=2422 | nome=Bruno | acao=escreveu o relatorio | valor=2224
linha=2423 | nome=Gabriela | acao=comparou as metricas | valor=3724
linha=2424 | nome=Mariana | acao=participou da aula | valor=5336
linha=2425 | nome=Helena | acao=estudou computacao | valor=2309
linha=2426 | nome=Sofia | acao=otimizou o algoritmo | valor=4622
linha=2427 | nome=Bruno | acao=estudou computacao | valor=5132
linha=2428 | nome=Mariana | acao=otimizou o algoritmo | valor=5903
linha=2429 | nome=Karen | acao=comparou as metricas | valor=5220
linha=2430 | nome=Bruno | acao=estudou computacao | valor=5272
linha=2431 | nome=Renata | acao=escreveu o relatorio | valor=8988
linha=2432 | nome=Joao | acao=escreveu o relatorio | valor=3417
linha=2433 | nome=Mariana | acao=fez um experimento | valor=7859
linha=2434 | nome=Lucas | acao=fez um experimento | valor=8137
linha=2435 | nome=Ana | acao=otimizou o algoritmo | valor=1625
linha=2436 | nome=Joao | acao=estudou computacao | valor=6773
linha=2437 | nome=Helena | acao=executou o benchmark | valor=3000
linha=2438 | nome=Gabriela | acao=otimizou o algoritmo | valor=5693
linha=2439 | nome=Bruno | acao=otimizou o algoritmo | valor=4893
linha=2440 | nome=Mariana | acao=otimizou o algoritmo | valor=6197
linha=2441 | nome=Gabriela | acao=analisou os resultados | valor=6919
linha=2442 | nome=Karen | acao=participou da aula | valor=1109
linha=2443 | nome=Ana | acao=executou o benchmark | valor=1868
linha=2444 | nome=Otavio | acao=escreveu o relatorio | valor=4819
linha=2445 | nome=Mariana | acao=comparou as metricas | valor=7896
linha=2446 | nome=Bruno | acao=participou da aula | valor=8492
linha=2447 | nome=Sofia | acao=comparou as metricas | valor=7720
linha=2448 | nome=Eduarda | acao=participou da aula | valor=3836
linha=2449 | nome=Daniela | acao=otimizou o algoritmo | valor=4683
linha=2450 | nome=Mariana | acao=comparou as metricas | valor=8074
linha=2451 | nome=Mariana | acao=analisou os resultados | valor=3870
linha=2452 | nome=Carlos | acao=analisou os resultados | valor=5513
linha=2453 | nome=Lucas | acao=estudou computacao | valor=2702
linha=2454 | nome=Helena | acao=participou da aula | valor=3923
linha=2455 | nome=Mariana | acao=estudou computacao | valor=3135
linha=2456 | nome=Ana | acao=escreveu o relatorio | valor=6209
linha=2457 | nome=Otavio | acao=analisou os resultados | valor=3236
linha=2458 | nome=Vitor | acao=executou o benchmark | valor=6048
linha=2459 | nome=Daniela | acao=analisou os resultados | valor=6053
linha=2460 | nome=Karen | acao=estudou computacao | valor=1100
linha=2461 | nome=Helena | acao=escreveu o relatorio | valor=2877
linha=2462 | nome=Karen | acao=analisou os resultados | valor=2717
linha=2463 | nome=Sofia | acao=participou da aula | valor=3504
linha=2464 | nome=Daniela | acao=escreveu o relatorio | valor=2233
linha=2465 | nome=Sofia | acao=estudou computacao | valor=3287
linha=2466 | nome=Vitor | acao=otimizou o algoritmo | valor=8455
linha=2467 | nome=Paulo | acao=participou da aula | valor=4583
linha=2468 | nome=Igor | acao=otimizou o algoritmo | valor=3644
linha=2469 | nome=Daniela | acao=analisou os resultados | valor=9820
linha=2470 | nome=Lucas | acao=analisou os resultados | valor=7536
linha=2471 | nome=Sofia | acao=participou da aula | valor=6080
linha=2472 | nome=Paulo | acao=executou o benchmark | valor=8085
linha=2473 | nome=Daniela | acao=participou da aula | valor=9229
linha=2474 | nome=Otavio | acao=estudou computacao | valor=9591
linha=2475 | nome=Tiago | acao=estudou computacao | valor=6357
linha=2476 | nome=Bruno | acao=analisou os resultados | valor=3733
linha=2477 | nome=Vitor | acao=analisou os resultados | valor=8093
linha=2478 | nome=Karen | acao=analisou os resultados | valor=4225
linha=2479 | nome=Joao | acao=executou o benchmark | valor=9647
linha=2480 | nome=Bruno | acao=otimizou o algoritmo | valor=3510
linha=2481 | nome=Helena | acao=otimizou o algoritmo | valor=2265
linha=2482 | nome=Felipe | acao=estudou computacao | valor=1118
linha=2483 | nome=Natalia | acao=participou da aula | valor=7368
linha=2484 | nome=Joao | acao=fez um experimento | valor=2367
linha=2485 | nome=Vitor | acao=estudou computacao | valor=7779
linha=2486 | nome=Carlos | acao=participou da aula | valor=7153
linha=2487 | nome=Tiago | acao=fez um experimento | valor=3016
linha=2488 | nome=Mariana | acao=participou da aula | valor=8163
linha=2489 | nome=Mariana | acao=otimizou o algoritmo | valor=1251
linha=2490 | nome=Igor | acao=escreveu o relatorio | valor=8474
linha=2491 | nome=Tiago | acao=executou o benchmark | valor=2682
linha=2492 | nome=Tiago | acao=escreveu o relatorio | valor=3399
linha=2493 | nome=Helena | acao=analisou os resultados | valor=6411
linha=2494 | nome=Eduarda | acao=analisou os resultados | valor=8721
linha=2495 | nome=Eduarda | acao=analisou os resultados | valor=3697
linha=2496 | nome=Lucas | acao=estudou computacao | valor=8592
linha=2497 | nome=Ana | acao=estudou computacao | valor=8127
linha=2498 | nome=Otavio | acao=executou o benchmark | valor=6677
linha=2499 | nome=Ana | acao=analisou os resultados | valor=7634
linha=2500 | nome=Karen | acao=executou o benchmark | valor=8594
linha=2501 | nome=Karen | acao=participou da aula | valor=8823
linha=2502 | nome=Carlos | acao=analisou os resultados | valor=2699
linha=2503 | nome=Gabriela | acao=estudou computacao | valor=2586
linha=2504 | nome=Renata | acao=otimizou o algoritmo | valor=5031
linha=2505 | nome=Felipe | acao=otimizou o algoritmo | valor=2278
linha=2506 | nome=Sofia | acao=escreveu o relatorio | valor=3672
linha=2507 | nome=Joao | acao=participou da aula | valor=2326
linha=2508 | nome=Helena | acao=analisou os resultados | valor=9316
linha=2509 | nome=Renata | acao=escreveu o relatorio | valor=3700
linha=2510 | nome=Natalia | acao=estudou computacao | valor=2387
linha=2511 | nome=Karen | acao=comparou as metricas | valor=7616
linha=2512 | nome=Otavio | acao=executou o benchmark | valor=1755
linha=2513 | nome=Ana | acao=escreveu o relatorio | valor=5890
linha=2514 | nome=Natalia | acao=analisou os resultados | valor=2258
linha=2515 | nome=Vitor | acao=estudou computacao | valor=4563
linha=2516 | nome=Igor | acao=analisou os resultados | valor=5531
linha=2517 | nome=Mariana | acao=otimizou o algoritmo | valor=8208
linha=2518 | nome=Tiago | acao=otimizou o algoritmo | valor=4865
linha=2519 | nome=Daniela | acao=participou da aula | valor=4015
linha=2520 | nome=Ana | acao=escreveu o relatorio | valor=2801
linha=2521 | nome=Mariana | acao=escreveu o relatorio | valor=1983
linha=2522 | nome=Gabriela | acao=otimizou o algoritmo | valor=3330
linha=2523 | nome=Tiago | acao=comparou as metricas | valor=4048
linha=2524 | nome=Paulo | acao=analisou os resultados | valor=1134
linha=2525 | nome=Helena | acao=comparou as metricas | valor=3437
linha=2526 | nome=Otavio | acao=analisou os resultados | valor=9681
linha=2527 | nome=Carlos | acao=otimizou o algoritmo | valor=2275
linha=2528 | nome=Joao | acao=escreveu o relatorio | valor=1863
linha=2529 | nome=Eduarda | acao=estudou computacao | valor=3101
linha=2530 | nome=Daniela | acao=comparou as metricas | valor=1208
linha=2531 | nome=Paulo | acao=otimizou o algoritmo | valor=1416
linha=2532 | nome=Otavio | acao=escreveu o relatorio | valor=7539
linha=2533 | nome=Lucas | acao=estudou computacao | valor=4800
linha=2534 | nome=Gabriela | acao=executou o benchmark | valor=6875
linha=2535 | nome=Mariana | acao=analisou os resultados | valor=1030
linha=2536 | nome=Bruno | acao=participou da aula | valor=3655
linha=2537 | nome=Felipe | acao=fez um experimento | valor=4729
linha=2538 | nome=Karen | acao=comparou as metricas | valor=1635
linha=2539 | nome=Sofia | acao=comparou as metricas | valor=8894
linha=2540 | nome=Otavio | acao=executou o benchmark | valor=4493
linha=2541 | nome=Paulo | acao=analisou os resultados | valor=3417
linha=2542 | nome=Ana | acao=fez um experimento | valor=6984
linha=2543 | nome=Vitor | acao=executou o benchmark | valor=1793
linha=2544 | nome=Mariana | acao=executou o benchmark | valor=4009
linha=2545 | nome=Karen | acao=escreveu o relatorio | valor=6021
linha=2546 | nome=Bruno | acao=executou o benchmark | valor=1462
linha=2547 | nome=Paulo | acao=analisou os resultados | valor=6966
linha=2548 | nome=Paulo | acao=estudou computacao | valor=4065
linha=2549 | nome=Lucas | acao=escreveu o relatorio | valor=7348
linha=2550 | nome=Gabriela | acao=executou o benchmark | valor=1065
linha=2551 | nome=Carlos | acao=comparou as metricas | valor=5357
linha=2552 | nome=Renata | acao=escreveu o relatorio | valor=7040
linha=2553 | nome=Felipe | acao=analisou os resultados | valor=4445
linha=2554 | nome=Renata | acao=executou o benchmark | valor=4689
linha=2555 | nome=Helena | acao=participou da aula | valor=9968
linha=2556 | nome=Felipe | acao=executou o benchmark | valor=8544
linha=2557 | nome=Paulo | acao=comparou as metricas | valor=2726
linha=2558 | nome=Helena | acao=comparou as metricas | valor=5340
linha=2559 | nome=Lucas | acao=comparou as metricas | valor=1640
linha=2560 | nome=Ana | acao=executou o benchmark | valor=3193
linha=2561 | nome=Paulo | acao=analisou os resultados | valor=5377
linha=2562 | nome=Tiago | acao=comparou as metricas | valor=1708
linha=2563 | nome=Carlos | acao=escreveu o relatorio | valor=9084
linha=2564 | nome=Igor | acao=participou da aula | valor=1842
linha=2565 | nome=Natalia | acao=comparou as metricas | valor=9503
linha=2566 | nome=Carlos | acao=comparou as metricas | valor=3302
linha=2567 | nome=Mariana | acao=analisou os resultados | valor=1845
linha=2568 | nome=Mariana | acao=comparou as metricas | valor=5075
linha=2569 | nome=Renata | acao=analisou os resultados | valor=5695
linha=2570 | nome=Mariana | acao=fez um experimento | valor=5017
linha=2571 | nome=Felipe | acao=participou da aula | valor=6021
linha=2572 | nome=Paulo | acao=executou o benchmark | valor=3453
linha=2573 | nome=Karen | acao=estudou computacao | valor=8117
linha=2574 | nome=Natalia | acao=estudou computacao | valor=2870
linha=2575 | nome=Daniela | acao=participou da aula | valor=9868
linha=2576 | nome=Tiago | acao=analisou os resultados | valor=2010
linha=2577 | nome=Felipe | acao=participou da aula | valor=8431
linha=2578 | nome=Helena | acao=comparou as metricas | valor=5617
linha=2579 | nome=Gabriela | acao=participou da aula | valor=7062
linha=2580 | nome=Sofia | acao=analisou os resultados | valor=4118
linha=2581 | nome=Bruno | acao=fez um experimento | valor=3864
linha=2582 | nome=Felipe | acao=executou o benchmark | valor=2970
linha=2583 | nome=Tiago | acao=participou da aula | valor=2751
linha=2584 | nome=Otavio | acao=analisou os resultados | valor=5279
linha=2585 | nome=Carlos | acao=escreveu o relatorio | valor=3513
linha=2586 | nome=Eduarda | acao=fez um experimento | valor=8114
linha=2587 | nome=Sofia | acao=fez um experimento | valor=7261
linha=2588 | nome=Ana | acao=analisou os resultados | valor=5864
linha=2589 | nome=Natalia | acao=fez um experimento | valor=8677
linha=2590 | nome=Joao | acao=fez um experimento | valor=3412
linha=2591 | nome=Karen | acao=analisou os resultados | valor=8987
linha=2592 | nome=Renata | acao=otimizou o algoritmo | valor=5226
linha=2593 | nome=Lucas | acao=comparou as metricas | valor=4730
linha=2594 | nome=Paulo | acao=analisou os resultados | valor=9767
linha=2595 | nome=Bruno | acao=estudou computacao | valor=4652
linha=2596 | nome=Vitor | acao=fez um experimento | valor=4809
linha=2597 | nome=Karen | acao=escreveu o relatorio | valor=8705
linha=2598 | nome=Helena | acao=executou o benchmark | valor=2632
linha=2599 | nome=Paulo | acao=fez um experimento | valor=6140
linha=2600 | nome=Lucas | acao=otimizou o algoritmo | valor=2115
linha=2601 | nome=Eduarda | acao=analisou os resultados | valor=6738
linha=2602 | nome=Karen | acao=escreveu o relatorio | valor=7133
linha=2603 | nome=Natalia | acao=estudou computacao | valor=9446
linha=2604 | nome=Karen | acao=comparou as metricas | valor=5850
linha=2605 | nome=Sofia | acao=comparou as metricas | valor=3886
linha=2606 | nome=Lucas | acao=escreveu o relatorio | valor=5972
linha=2607 | nome=Ana | acao=otimizou o algoritmo | valor=2302
linha=2608 | nome=Carlos | acao=fez um experimento | valor=3729
linha=2609 | nome=Ana | acao=executou o benchmark | valor=6626
linha=2610 | nome=Paulo | acao=estudou computacao | valor=4467
linha=2611 | nome=Ana | acao=otimizou o algoritmo | valor=7210
linha=2612 | nome=Karen | acao=analisou os resultados | valor=7036
linha=2613 | nome=Daniela | acao=estudou computacao | valor=6613
linha=2614 | nome=Mariana | acao=comparou as metricas | valor=7250
linha=2615 | nome=Bruno | acao=analisou os resultados | valor=1552
linha=2616 | nome=Gabriela | acao=analisou os resultados | valor=1985
linha=2617 | nome=Igor | acao=otimizou o algoritmo | valor=8547
linha=2618 | nome=Renata | acao=estudou computacao | valor=9386
linha=2619 | nome=Paulo | acao=otimizou o algoritmo | valor=2445
linha=2620 | nome=Helena | acao=estudou computacao | valor=4903
linha=2621 | nome=Paulo | acao=escreveu o relatorio | valor=2157
linha=2622 | nome=Natalia | acao=participou da aula | valor=3622
linha=2623 | nome=Tiago | acao=escreveu o relatorio | valor=2404
linha=2624 | nome=Sofia | acao=otimizou o algoritmo | valor=4882
linha=2625 | nome=Sofia | acao=escreveu o relatorio | valor=3422
linha=2626 | nome=Paulo | acao=otimizou o algoritmo | valor=7400
linha=2627 | nome=Helena | acao=executou o benchmark | valor=4054
linha=2628 | nome=Mariana | acao=escreveu o relatorio | valor=9539
linha=2629 | nome=Karen | acao=analisou os resultados | valor=3821
linha=2630 | nome=Helena | acao=fez um experimento | valor=7685
linha=2631 | nome=Karen | acao=comparou as metricas | valor=2163
linha=2632 | nome=Joao | acao=otimizou o algoritmo | valor=4112
linha=2633 | nome=Karen | acao=analisou os resultados | valor=4994
linha=2634 | nome=Karen | acao=analisou os resultados | valor=8965
linha=2635 | nome=Daniela | acao=executou o benchmark | valor=8769
linha=2636 | nome=Sofia | acao=otimizou o algoritmo | valor=7936
linha=2637 | nome=Sofia | acao=otimizou o algoritmo | valor=8591
linha=2638 | nome=Helena | acao=escreveu o relatorio | valor=9079
linha=2639 | nome=Lucas | acao=escreveu o relatorio | valor=2284
linha=2640 | nome=Sofia | acao=analisou os resultados | valor=1968
linha=2641 | nome=Mariana | acao=fez um experimento | valor=5287
linha=2642 | nome=Eduarda | acao=participou da aula | valor=2015
linha=2643 | nome=Joao | acao=otimizou o algoritmo | valor=2232
linha=2644 | nome=Renata | acao=escreveu o relatorio | valor=7392
linha=2645 | nome=Paulo | acao=participou da aula | valor=9661
linha=2646 | nome=Gabriela | acao=participou da aula | valor=7694
linha=2647 | nome=Renata | acao=participou da aula | valor=7744
linha=2648 | nome=Daniela | acao=fez um experimento | valor=9611
linha=2649 | nome=Karen | acao=analisou os resultados | valor=9849
linha=2650 | nome=Mariana | acao=fez um experimento | valor=4694
linha=2651 | nome=Natalia | acao=fez um experimento | valor=2684
linha=2652 | nome=Karen | acao=otimizou o algoritmo | valor=6625
linha=2653 | nome=Eduarda | acao=escreveu o relatorio | valor=7537
linha=2654 | nome=Karen | acao=participou da aula | valor=8829
linha=2655 | nome=Mariana | acao=estudou computacao | valor=3922
linha=2656 | nome=Ana | acao=participou da aula | valor=1020
linha=2657 | nome=Karen | acao=fez um experimento | valor=8458
linha=2658 | nome=Daniela | acao=estudou computacao | valor=6036
linha=2659 | nome=Vitor | acao=estudou computacao | valor=4924
linha=2660 | nome=Mariana | acao=fez um experimento | valor=3449
linha=2661 | nome=Helena | acao=comparou as metricas | valor=7190
linha=2662 | nome=Natalia | acao=comparou as metricas | valor=6412
linha=2663 | nome=Igor | acao=participou da aula | valor=4025
linha=2664 | nome=Tiago | acao=analisou os resultados | valor=3440
linha=2665 | nome=Tiago | acao=otimizou o algoritmo | valor=8099
linha=2666 | nome=Karen | acao=executou o benchmark | valor=4726
linha=2667 | nome=Daniela | acao=comparou as metricas | valor=4750
linha=2668 | nome=Joao | acao=executou o benchmark | valor=2252
linha=2669 | nome=Vitor | acao=executou o benchmark | valor=4634
linha=2670 | nome=Helena | acao=analisou os resultados | valor=2017
linha=2671 | nome=Eduarda | acao=escreveu o relatorio | valor=6989
linha=2672 | nome=Mariana | acao=otimizou o algoritmo | valor=5347
linha=2673 | nome=Eduarda | acao=estudou computacao | valor=7144
linha=2674 | nome=Vitor | acao=escreveu o relatorio | valor=9755
linha=2675 | nome=Lucas | acao=estudou computacao | valor=2063
linha=2676 | nome=Karen | acao=comparou as metricas | valor=4101
linha=2677 | nome=Lucas | acao=escreveu o relatorio | valor=4106
linha=2678 | nome=Mariana | acao=escreveu o relatorio | valor=5734
linha=2679 | nome=Daniela | acao=analisou os resultados | valor=3044
linha=2680 | nome=Mariana | acao=fez um experimento | valor=7795
linha=2681 | nome=Renata | acao=participou da aula | valor=5454
linha=2682 | nome=Felipe | acao=executou o benchmark | valor=5374
linha=2683 | nome=Paulo | acao=fez um experimento | valor=2522
linha=2684 | nome=Igor | acao=participou da aula | valor=7782
linha=2685 | nome=Gabriela | acao=escreveu o relatorio | valor=5402
linha=2686 | nome=Helena | acao=escreveu o relatorio | valor=2507
linha=2687 | nome=Otavio | acao=escreveu o relatorio | valor=4101
linha=2688 | nome=Ana | acao=fez um experimento | valor=9386
linha=2689 | nome=Sofia | acao=fez um experimento | valor=8640
linha=2690 | nome=Ana | acao=executou o benchmark | valor=9521
linha=2691 | nome=Joao | acao=fez um experimento | valor=1103
linha=2692 | nome=Bruno | acao=otimizou o algoritmo | valor=5164
linha=2693 | nome=Vitor | acao=fez um experimento | valor=8829
linha=2694 | nome=Eduarda | acao=estudou computacao | valor=2143
linha=2695 | nome=Natalia | acao=escreveu o relatorio | valor=9240
linha=2696 | nome=Mariana | acao=analisou os resultados | valor=1932
linha=2697 | nome=Felipe | acao=executou o benchmark | valor=2326
linha=2698 | nome=Felipe | acao=comparou as metricas | valor=4105
linha=2699 | nome=Daniela | acao=fez um experimento | valor=5449
linha=2700 | nome=Vitor | acao=otimizou o algoritmo | valor=6627
linha=2701 | nome=Gabriela | acao=escreveu o relatorio | valor=2285
linha=2702 | nome=Sofia | acao=fez um experimento | valor=6514
linha=2703 | nome=Eduarda | acao=participou da aula | valor=3452
linha=2704 | nome=Sofia | acao=analisou os resultados | valor=8857
linha=2705 | nome=Mariana | acao=executou o benchmark | valor=5959
linha=2706 | nome=Mariana | acao=executou o benchmark | valor=6691
linha=2707 | nome=Carlos | acao=analisou os resultados | valor=3363
linha=2708 | nome=Bruno | acao=comparou as metricas | valor=5247
linha=2709 | nome=Renata | acao=fez um experimento | valor=8148
linha=2710 | nome=Natalia | acao=fez um experimento | valor=6472
linha=2711 | nome=Eduarda | acao=estudou computacao | valor=3148
linha=2712 | nome=Ana | acao=estudou computacao | valor=8523
linha=2713 | nome=Otavio | acao=executou o benchmark | valor=5617
linha=2714 | nome=Gabriela | acao=otimizou o algoritmo | valor=3306
linha=2715 | nome=Daniela | acao=fez um experimento | valor=7935
linha=2716 | nome=Natalia | acao=executou o benchmark | valor=6152
linha=2717 | nome=Igor | acao=estudou computacao | valor=4415
linha=2718 | nome=Tiago | acao=estudou computacao | valor=9108
linha=2719 | nome=Mariana | acao=analisou os resultados | valor=1506
linha=2720 | nome=Tiago | acao=participou da aula | valor=3522
linha=2721 | nome=Sofia | acao=estudou computacao | valor=8782
linha=2722 | nome=Felipe | acao=otimizou o algoritmo | valor=1110
linha=2723 | nome=Lucas | acao=analisou os resultados | valor=4259
linha=2724 | nome=Paulo | acao=comparou as metricas | valor=2191
linha=2725 | nome=Daniela | acao=participou da aula | valor=6929
linha=2726 | nome=Otavio | acao=otimizou o algoritmo | valor=4683
linha=2727 | nome=Gabriela | acao=otimizou o algoritmo | valor=1055
linha=2728 | nome=Carlos | acao=escreveu o relatorio | valor=1787
linha=2729 | nome=Natalia | acao=comparou as metricas | valor=4728
linha=2730 | nome=Paulo | acao=comparou as metricas | valor=7142
linha=2731 | nome=Joao | acao=comparou as metricas | valor=5612
linha=2732 | nome=Paulo | acao=escreveu o relatorio | valor=6417
linha=2733 | nome=Carlos | acao=otimizou o algoritmo | valor=1872
linha=2734 | nome=Helena | acao=fez um experimento | valor=3430
linha=2735 | nome=Renata | acao=estudou computacao | valor=1743
linha=2736 | nome=Bruno | acao=analisou os resultados | valor=1803
linha=2737 | nome=Mariana | acao=analisou os resultados | valor=4159
linha=2738 | nome=Igor | acao=fez um experimento | valor=8602
linha=2739 | nome=Vitor | acao=participou da aula | valor=1666
linha=2740 | nome=Gabriela | acao=executou o benchmark | valor=5333
linha=2741 | nome=Joao | acao=participou da aula | valor=1622
linha=2742 | nome=Natalia | acao=escreveu o relatorio | valor=6822
linha=2743 | nome=Daniela | acao=participou da aula | valor=6772
linha=2744 | nome=Gabriela | acao=comparou as metricas | valor=1807
linha=2745 | nome=Natalia | acao=executou o benchmark | valor=5078
linha=2746 | nome=Bruno | acao=otimizou o algoritmo | valor=1608
linha=2747 | nome=Karen | acao=escreveu o relatorio | valor=3514
linha=2748 | nome=Paulo | acao=executou o benchmark | valor=4962
linha=2749 | nome=Natalia | acao=escreveu o relatorio | valor=6265
linha=2750 | nome=Otavio | acao=participou da aula | valor=1973
linha=2751 | nome=Mariana | acao=otimizou o algoritmo | valor=4501
linha=2752 | nome=Joao | acao=escreveu o relatorio | valor=7134
linha=2753 | nome=Natalia | acao=escreveu o relatorio | valor=2779
linha=2754 | nome=Renata | acao=executou o benchmark | valor=1128
linha=2755 | nome=Joao | acao=comparou as metricas | valor=3278
linha=2756 | nome=Joao | acao=comparou as metricas | valor=2027
linha=2757 | nome=Natalia | acao=otimizou o algoritmo | valor=2193
linha=2758 | nome=Lucas | acao=otimizou o algoritmo | valor=7750
linha=2759 | nome=Sofia | acao=fez um experimento | valor=5385
linha=2760 | nome=Igor | acao=fez um experimento | valor=5549
linha=2761 | nome=Joao | acao=executou o benchmark | valor=9847
linha=2762 | nome=Otavio | acao=participou da aula | valor=8288
linha=2763 | nome=Gabriela | acao=executou o benchmark | valor=5199
linha=2764 | nome=Mariana | acao=analisou os resultados | valor=6673
linha=2765 | nome=Helena | acao=fez um experimento | valor=4483
linha=2766 | nome=Otavio | acao=comparou as metricas | valor=7654
linha=2767 | nome=Mariana | acao=otimizou o algoritmo | valor=3984
linha=2768 | nome=Natalia | acao=otimizou o algoritmo | valor=8865
linha=2769 | nome=Bruno | acao=executou o benchmark | valor=6285
linha=2770 | nome=Tiago | acao=analisou os resultados | valor=2697
linha=2771 | nome=Igor | acao=comparou as metricas | valor=1375
linha=2772 | nome=Lucas | acao=comparou as metricas | valor=6334
linha=2773 | nome=Gabriela | acao=estudou computacao | valor=2644
linha=2774 | nome=Paulo | acao=participou da aula | valor=5534
