linha=1 | nome=Vitor | acao=otimizou o algoritmo | valor=8777
linha=2659 | nome=Daniela | acao=escreveu o relatorio | valor=6304
linha=2660 | nome=Mariana | acao=comparou as metricas | valor=9362
linha=2661 | nome=Paulo | acao=comparou as metricas | valor=3314
linha=2662 | nome=Bruno | acao=otimizou o algoritmo | valor=6066
linha=2663 | nome=Bruno | acao=otimizou o algoritmo | valor=8070
linha=2664 | nome=Renata | acao=escreveu o relatorio | valor=4012
linha=2665 | nome=Daniela | acao=estudou computacao | valor=8968
linha=2666 | nome=Joao | acao=fez um experimento | valor=5726
linha=2667 | nome=Helena | acao=executou o benchmark | valor=1581
linha=2668 | nome=Lucas | acao=estudou computacao | valor=5102
linha=2669 | nome=Gabriela | acao=fez um experimento | valor=9877
linha=2670 | nome=Otavio | acao=otimizou o algoritmo | valor=6403
linha=2671 | nome=Gabriela | acao=fez um experimento | valor=1513
linha=2672 | nome=Ana | acao=executou o benchmark | valor=3484
linha=2673 | nome=Natalia | acao=executou o benchmark | valor=1670
linha=2674 | nome=Eduarda | acao=executou o benchmark | valor=4693
linha=2675 | nome=Karen | acao=comparou as metricas | valor=3387
linha=2676 | nome=Vitor | acao=participou da aula | valor=1363
linha=2677 | nome=Karen | acao=analisou os resultados | valor=5642
linha=2678 | nome=Daniela | acao=analisou os resultados | valor=8612
linha=2679 | nome=Felipe | acao=fez um experimento | valor=8682
linha=2680 | nome=Joao | acao=participou da aula | valor=5445
linha=2681 | nome=Joao | acao=comparou as metricas | valor=2714
linha=2682 | nome=Gabriela | acao=participou da aula | valor=8191
linha=2683 | nome=Lucas | acao=analisou os resultados | valor=8052
linha=2684 | nome=Ana | acao=otimizou o algoritmo | valor=8629
linha=2685 | nome=Felipe | acao=escreveu o relatorio | valor=1091
linha=2686 | nome=Otavio | acao=participou da aula | valor=3524
linha=2687 | nome=Karen | acao=fez um experimento | valor=3633
linha=2688 | nome=Bruno | acao=comparou as metricas | valor=2512
linha=2689 | nome=Renata | acao=otimizou o algoritmo | valor=1933
linha=2690 | nome=Tiago | acao=fez um experimento | valor=2319
linha=2691 | nome=Otavio | acao=estudou computacao | valor=7999
linha=2692 | nome=Renata | acao=fez um experimento | valor=1950
linha=2693 | nome=Karen | acao=escreveu o relatorio | valor=9669
linha=2694 | nome=Karen | acao=escreveu o relatorio | valor=8436
linha=2695 | nome=Carlos | acao=escreveu o relatorio | valor=1328
linha=2696 | nome=Bruno | acao=estudou computacao | valor=9763
linha=2697 | nome=Bruno | acao=comparou as metricas | valor=1717
linha=2698 | nome=Joao | acao=escreveu o relatorio | valor=4211
linha=2699 | nome=Gabriela | acao=fez um experimento | valor=3969
linha=2700 | nome=Otavio | acao=escreveu o relatorio | valor=2694
linha=2701 | nome=Carlos | acao=fez um experimento | valor=1612
linha=2702 | nome=Mariana | acao=fez um experimento | valor=9644
linha=2703 | nome=Daniela | acao=fez um experimento | valor=8542
linha=2704 | nome=Lucas | acao=otimizou o algoritmo | valor=7268
linha=2705 | nome=Vitor | acao=otimizou o algoritmo | valor=1379
linha=2706 | nome=Sofia | acao=comparou as metricas | valor=1407
linha=2707 | nome=Gabriela | acao=participou da aula | valor=8314
linha=2708 | nome=Paulo | acao=escreveu o relatorio | valor=5384
linha=2709 | nome=Carlos | acao=estudou computacao | valor=8918
linha=2710 | nome=Ana | acao=estudou computacao | valor=1332
linha=2711 | nome=Carlos | acao=escreveu o relatorio | valor=5357
linha=2712 | nome=Vitor | acao=fez um experimento | valor=3158
linha=2713 | nome=Renata | acao=escreveu o relatorio | valor=1664
linha=2714 | nome=Renata | acao=comparou as metricas | valor=4203
linha=2715 | nome=Lucas | acao=participou da aula | valor=2595
linha=2716 | nome=Tiago | acao=participou da aula | valor=2563
linha=2717 | nome=Paulo | acao=executou o benchmark | valor=2121
linha=2718 | nome=Igor | acao=fez um experimento | valor=3053
linha=2719 | nome=Eduarda | acao=otimizou o algoritmo | valor=1009
linha=2720 | nome=Carlos | acao=participou da aula | valor=5236
linha=2721 | nome=Helena | acao=participou da aula | valor=5991
linha=2722 | nome=Gabriela | acao=escreveu o relatorio | valor=6386
linha=2723 | nome=Daniela | acao=escreveu o relatorio | valor=7485
linha=2724 | nome=Mariana | acao=analisou os resultados | valor=9505
linha=2725 | nome=Karen | acao=estudou computacao | valor=2531
linha=2726 | nome=Igor | acao=participou da aula | valor=9751
linha=2727 | nome=Renata | acao=escreveu o relatorio | valor=2373
linha=2728 | nome=Otavio | acao=escreveu o relatorio | valor=8221
linha=2729 | nome=Natalia | acao=comparou as metricas | valor=9032
linha=2730 | nome=Joao | acao=participou da aula | valor=5613
linha=2731 | nome=Ana | acao=escreveu o relatorio | valor=2766
linha=2732 | nome=Helena | acao=otimizou o algoritmo | valor=3155
linha=2733 | nome=Natalia | acao=participou da aula | valor=9383
linha=2734 | nome=Tiago | acao=executou o benchmark | valor=5701
linha=2735 | nome=Lucas | acao=otimizou o algoritmo | valor=6780
linha=2736 | nome=Renata | acao=participou da aula | valor=3403
linha=2737 | nome=Felipe | acao=fez um experimento | valor=5337
linha=2738 | nome=Eduarda | acao=otimizou o algoritmo | valor=3215
linha=2739 | nome=Bruno | acao=estudou computacao | valor=6873
linha=2740 | nome=Bruno | acao=fez um experimento | valor=8708
linha=2741 | nome=Tiago | acao=fez um experimento | valor=6834
linha=2742 | nome=Tiago | acao=escreveu o relatorio | valor=8203
linha=2743 | nome=Sofia | acao=escreveu o relatorio | valor=5971
linha=2744 | nome=Helena | acao=escreveu o relatorio | valor=7506
linha=2745 | nome=Ana | acao=executou o benchmark | valor=9237
linha=2746 | nome=Paulo | acao=comparou as metricas | valor=2000
linha=2747 | nome=Natalia | acao=escreveu o relatorio | valor=5390
linha=2748 | nome=Gabriela | acao=comparou as metricas | valor=7382
linha=2749 | nome=Bruno | acao=participou da aula | valor=8810
linha=2750 | nome=Gabriela | acao=fez um experimento | valor=2864
linha=2751 | nome=Vitor | acao=otimizou o algoritmo | valor=9179
linha=2752 | nome=Felipe | acao=executou o benchmark | valor=9349
linha=2753 | nome=Renata | acao=estudou computacao | valor=4073
linha=2754 | nome=Renata | acao=comparou as metricas | valor=9757
linha=2755 | nome=Renata | acao=otimizou o algoritmo | valor=1979
linha=2756 | nome=Felipe | acao=analisou os resultados | valor=3858
linha=2757 | nome=Sofia | acao=comparou as metricas | valor=3201
linha=2758 | nome=Vitor | acao=escreveu o relatorio | valor=5902
linha=2759 | nome=Daniela | acao=otimizou o algoritmo | valor=7132
linha=2760 | nome=Daniela | acao=participou da aula | valor=1574
linha=2761 | nome=Lucas | acao=comparou as metricas | valor=1009
linha=2762 | nome=Gabriela | acao=analisou os resultados | valor=8850
linha=2763 | nome=Igor | acao=otimizou o algoritmo | valor=1862
linha=2764 | nome=Joao | acao=executou o benchmark | valor=8294
linha=2765 | nome=Helena | acao=fez um experimento | valor=1186
linha=2766 | nome=Mariana | acao=escreveu o relatorio | valor=7462
linha=2767 | nome=Lucas | acao=otimizou o algoritmo | valor=7898
linha=2768 | nome=Carlos | acao=analisou os resultados | valor=9996
linha=2769 | nome=Bruno | acao=escreveu o relatorio | valor=9039
linha=2770 | nome=Eduarda | acao=fez um experimento | valor=5099
linha=2771 | nome=Joao | acao=participou da aula | valor=7136
linha=2772 | nome=Daniela | acao=fez um experimento | valor=9150
linha=2773 | nome=Eduarda | acao=analisou os resultados | valor=5698
linha=2774 | nome=Eduarda | acao=estudou computacao | valor=3807
linha=2775 | nome=Carlos | acao=fez um experimento | valor=4507
linha=2776 | nome=Gabriela | acao=escreveu o relatorio | valor=8972
linha=2777 | nome=Daniela | acao=participou da aula | valor=4908
linha=2778 | nome=Karen | acao=participou da aula | valor=1588
linha=2779 | nome=Felipe | acao=escreveu o relatorio | valor=2331
linha=2780 | nome=Ana | acao=otimizou o algoritmo | valor=3622
linha=2781 | nome=Gabriela | acao=escreveu o relatorio | valor=5992
linha=2782 | nome=Bruno | acao=estudou computacao | valor=9294
linha=2783 | nome=Sofia | acao=otimizou o algoritmo | valor=6102
linha=2784 | nome=Vitor | acao=comparou as metricas | valor=9130
linha=2785 | nome=Eduarda | acao=participou da aula | valor=1860
linha=2786 | nome=Felipe | acao=otimizou o algoritmo | valor=2246
linha=2787 | nome=Renata | acao=estudou computacao | valor=8564
linha=2788 | nome=Sofia | acao=fez um experimento | valor=5212
linha=2789 | nome=Ana | acao=fez um experimento | valor=1157
linha=2790 | nome=Joao | acao=participou da aula | valor=5956
linha=2791 | nome=Karen | acao=escreveu o relatorio | valor=3110
linha=2792 | nome=Igor | acao=estudou computacao | valor=3598
linha=2793 | nome=Mariana | acao=executou o benchmark | valor=1049
linha=2794 | nome=Sofia | acao=fez um experimento | valor=8981
linha=2795 | nome=Karen | acao=fez um experimento | valor=5213
linha=2796 | nome=Sofia | acao=fez um experimento | valor=3046
linha=2797 | nome=Otavio | acao=escreveu o relatorio | valor=2808
linha=2798 | nome=Helena | acao=participou da aula | valor=6389
linha=2799 | nome=Paulo | acao=comparou as metricas | valor=4869
linha=2800 | nome=Igor | acao=otimizou o algoritmo | valor=9445
linha=2801 | nome=Lucas | acao=otimizou o algoritmo | valor=1206
linha=2802 | nome=Lucas | acao=executou o benchmark | valor=4634
linha=2803 | nome=Mariana | acao=executou o benchmark | valor=6101
linha=2804 | nome=Vitor | acao=fez um experimento | valor=6701
linha=2805 | nome=Helena | acao=executou o benchmark | valor=2206
linha=2806 | nome=Daniela | acao=estudou computacao | valor=4008
linha=2807 | nome=Renata | acao=otimizou o algoritmo | valor=6760
linha=2808 | nome=Helena | acao=estudou computacao | valor=2190
linha=2809 | nome=Bruno | acao=participou da aula | valor=4737
linha=2810 | nome=Igor | acao=otimizou o algoritmo | valor=2567
linha=2811 | nome=Otavio | acao=participou da aula | valor=7628
linha=2812 | nome=Paulo | acao=executou o benchmark | valor=5654
linha=2813 | nome=Carlos | acao=comparou as metricas | valor=1307
linha=2814 | nome=Joao | acao=escreveu o relatorio | valor=8586
linha=2815 | nome=Sofia | acao=fez um experimento | valor=7749
linha=2816 | nome=Vitor | acao=comparou as metricas | valor=4302
linha=2817 | nome=Bruno | acao=executou o benchmark | valor=2606
linha=2818 | nome=Carlos | acao=estudou computacao | valor=4770
linha=2819 | nome=Bruno | acao=estudou computacao | valor=8782
linha=2820 | nome=Natalia | acao=participou da aula | valor=9463
linha=2821 | nome=Eduarda | acao=comparou as metricas | valor=4691
linha=2822 | nome=Mariana | acao=estudou computacao | valor=4455
linha=2823 | nome=Otavio | acao=executou o benchmark | valor=3979
linha=2824 | nome=Vitor | acao=otimizou o algoritmo | valor=7680
linha=2825 | nome=Vitor | acao=executou o benchmark | valor=9160
linha=2826 | nome=Sofia | acao=participou da aula | valor=9402
linha=2827 | nome=Renata | acao=escreveu o relatorio | valor=4011
linha=2828 | nome=Natalia | acao=comparou as metricas | valor=2830
linha=2829 | nome=Renata | acao=participou da aula | valor=7468
linha=2830 | nome=Vitor | acao=executou o benchmark | valor=3873
linha=2831 | nome=Tiago | acao=otimizou o algoritmo | valor=2241
linha=2832 | nome=Eduarda | acao=participou da aula | valor=8929
linha=2833 | nome=Tiago | acao=fez um experimento | valor=2710
linha=2834 | nome=Ana | acao=fez um experimento | valor=2128
linha=2835 | nome=Paulo | acao=participou da aula | valor=4139
linha=2836 | nome=Vitor | acao=fez um experimento | valor=8991
linha=2837 | nome=Vitor | acao=escreveu o relatorio | valor=2668
linha=2838 | nome=Natalia | acao=participou da aula | valor=8776
linha=2839 | nome=Paulo | acao=participou da aula | valor=4114
linha=2840 | nome=Sofia | acao=participou da aula | valor=4767
linha=2841 | nome=Mariana | acao=fez um experimento | valor=9151
linha=2842 | nome=Karen | acao=participou da aula | valor=2395
linha=2843 | nome=Carlos | acao=comparou as metricas | valor=7638
linha=2844 | nome=Karen | acao=analisou os resultados | valor=9965
linha=2845 | nome=Sofia | acao=otimizou o algoritmo | valor=8394
linha=2846 | nome=Carlos | acao=estudou computacao | valor=6844
linha=2847 | nome=Karen | acao=analisou os resultados | valor=5199
linha=2848 | nome=Mariana | acao=comparou as metricas | valor=9586
linha=2849 | nome=Eduarda | acao=fez um experimento | valor=4928
linha=2850 | nome=Paulo | acao=fez um experimento | valor=8589
linha=2851 | nome=Carlos | acao=fez um experimento | valor=7495
linha=2852 | nome=Paulo | acao=participou da aula | valor=7034
linha=2853 | nome=Helena | acao=estudou computacao | valor=2554
linha=2854 | nome=Paulo | acao=executou o benchmark | valor=8226
linha=2855 | nome=Daniela | acao=participou da aula | valor=5666
linha=2856 | nome=Renata | acao=analisou os resultados | valor=6521
linha=2857 | nome=Otavio | acao=escreveu o relatorio | valor=3881
linha=2858 | nome=Carlos | acao=participou da aula | valor=9352
linha=2859 | nome=Igor | acao=analisou os resultados | valor=3723
linha=2860 | nome=Mariana | acao=analisou os resultados | valor=8959
linha=2861 | nome=Joao | acao=participou da aula | valor=1485
linha=2862 | nome=Natalia | acao=estudou computacao | valor=8186
linha=2863 | nome=Helena | acao=fez um experimento | valor=3541
linha=2864 | nome=Helena | acao=analisou os resultados | valor=5210
linha=2865 | nome=Daniela | acao=estudou computacao | valor=4366
linha=2866 | nome=Lucas | acao=analisou os resultados | valor=6876
linha=2867 | nome=Vitor | acao=escreveu o relatorio | valor=8020
linha=2868 | nome=Paulo | acao=participou da aula | valor=5010
linha=2869 | nome=Otavio | acao=otimizou o algoritmo | valor=1743
linha=2870 | nome=Daniela | acao=estudou computacao | valor=5988
linha=2871 | nome=Mariana | acao=participou da aula | valor=8610
linha=2872 | nome=Daniela | acao=escreveu o relatorio | valor=1420
linha=2873 | nome=Renata | acao=participou da aula | valor=5594
linha=2874 | nome=Lucas | acao=escreveu o relatorio | valor=8275
linha=2875 | nome=Felipe | acao=analisou os resultados | valor=6829
linha=2876 | nome=Otavio | acao=comparou as metricas | valor=8248
linha=2877 | nome=Gabriela | acao=participou da aula | valor=3205
linha=2878 | nome=Mariana | acao=fez um experimento | valor=8668
linha=2879 | nome=Bruno | acao=participou da aula | valor=4052
linha=2880 | nome=Eduarda | acao=fez um experimento | valor=5105
linha=2881 | nome=Mariana | acao=analisou os resultados | valor=4195
linha=2882 | nome=Mariana | acao=otimizou o algoritmo | valor=9471
linha=2883 | nome=Bruno | acao=escreveu o relatorio | valor=3457
linha=2884 | nome=Natalia | acao=analisou os resultados | valor=9800
linha=2885 | nome=Felipe | acao=otimizou o algoritmo | valor=2590
linha=2886 | nome=Bruno | acao=analisou os resultados | valor=7114
linha=2887 | nome=Ana | acao=analisou os resultados | valor=6033
linha=2888 | nome=Renata | acao=estudou computacao | valor=8869
linha=2889 | nome=Gabriela | acao=fez um experimento | valor=6784
linha=2890 | nome=Otavio | acao=analisou os resultados | valor=5493
linha=2891 | nome=Otavio | acao=escreveu o relatorio | valor=3119
linha=2892 | nome=Lucas | acao=executou o benchmark | valor=7275
linha=2893 | nome=Sofia | acao=otimizou o algoritmo | valor=2762
linha=2894 | nome=Mariana | acao=estudou computacao | valor=9577
linha=2895 | nome=Daniela | acao=escreveu o relatorio | valor=4408
linha=2896 | nome=Gabriela | acao=executou o benchmark | valor=4543
linha=2897 | nome=Helena | acao=executou o benchmark | valor=2468
linha=2898 | nome=Daniela | acao=escreveu o relatorio | valor=8380
linha=2899 | nome=Daniela | acao=participou da aula | valor=5848
linha=2900 | nome=Karen | acao=otimizou o algoritmo | valor=6060
linha=2901 | nome=Karen | acao=escreveu o relatorio | valor=3820
linha=2902 | nome=Mariana | acao=comparou as metricas | valor=2203
linha=2903 | nome=Otavio | acao=analisou os resultados | valor=2058
linha=2904 | nome=Ana | acao=participou da aula | valor=2574
linha=2905 | nome=Gabriela | acao=executou o benchmark | valor=2635
linha=2906 | nome=Renata | acao=comparou as metricas | valor=4035
linha=2907 | nome=Otavio | acao=analisou os resultados | valor=1237
linha=2908 | nome=Carlos | acao=analisou os resultados | valor=6801
linha=2909 | nome=Lucas | acao=fez um experimento | valor=6945
linha=2910 | nome=Karen | acao=participou da aula | valor=3062
linha=2911 | nome=Natalia | acao=participou da aula | valor=6595
linha=2912 | nome=Karen | acao=participou da aula | valor=6876
linha=2913 | nome=Eduarda | acao=executou o benchmark | valor=1465
linha=2914 | nome=Sofia | acao=executou o benchmark | valor=5078
linha=2915 | nome=Gabriela | acao=estudou computacao | valor=4524
linha=2916 | nome=Otavio | acao=executou o benchmark | valor=1000
linha=2917 | nome=Renata | acao=estudou computacao | valor=1120
linha=2918 | nome=Joao | acao=estudou computacao | valor=8257
linha=2919 | nome=Bruno | acao=escreveu o relatorio | valor=7863
linha=2920 | nome=Igor | acao=analisou os resultados | valor=7318
linha=2921 | nome=Tiago | acao=otimizou o algoritmo | valor=1416
linha=2922 | nome=Bruno | acao=fez um experimento | valor=5954
linha=2923 | nome=Tiago | acao=participou da aula | valor=8065
linha=2924 | nome=Helena | acao=participou da aula | valor=9346
linha=2925 | nome=Paulo | acao=escreveu o relatorio | valor=9802
linha=2926 | nome=Paulo | acao=fez um experimento | valor=3735
linha=2927 | nome=Daniela | acao=executou o benchmark | valor=5391
linha=2928 | nome=Vitor | acao=executou o benchmark | valor=8890
linha=2929 | nome=Paulo | acao=analisou os resultados | valor=1337
linha=2930 | nome=Lucas | acao=comparou as metricas | valor=5356
linha=2931 | nome=Felipe | acao=participou da aula | valor=5998
linha=2932 | nome=Joao | acao=escreveu o relatorio | valor=4474
linha=2933 | nome=Joao | acao=executou o benchmark | valor=5137
linha=2934 | nome=Natalia | acao=analisou os resultados | valor=1658
linha=2935 | nome=Carlos | acao=executou o benchmark | valor=9803
linha=2936 | nome=Paulo | acao=analisou os resultados | valor=9783
linha=2937 | nome=Felipe | acao=executou o benchmark | valor=1679
linha=2938 | nome=Karen | acao=participou da aula | valor=9437
linha=2939 | nome=Carlos | acao=fez um experimento | valor=3301
linha=2940 | nome=Sofia | acao=fez um experimento | valor=8990
linha=2941 | nome=Renata | acao=comparou as metricas | valor=6003
linha=2942 | nome=Karen | acao=analisou os resultados | valor=5081
linha=2943 | nome=Daniela | acao=estudou computacao | valor=9391
linha=2944 | nome=Carlos | acao=participou da aula | valor=8929
linha=2945 | nome=Lucas | acao=participou da aula | valor=7744
linha=2946 | nome=Joao | acao=executou o benchmark | valor=1312
linha=2947 | nome=Igor | acao=executou o benchmark | valor=6202
linha=2948 | nome=Sofia | acao=comparou as metricas | valor=6292
linha=2949 | nome=Renata | acao=estudou computacao | valor=2669
linha=2950 | nome=Renata | acao=estudou computacao | valor=7786
linha=2951 | nome=Igor | acao=escreveu o relatorio | valor=5896
linha=2952 | nome=Vitor | acao=comparou as metricas | valor=4185
linha=2953 | nome=Felipe | acao=otimizou o algoritmo | valor=9821
linha=2954 | nome=Paulo | acao=comparou as metricas | valor=8041
linha=2955 | nome=Eduarda | acao=participou da aula | valor=2572
linha=2956 | nome=Gabriela | acao=fez um experimento | valor=5158
linha=2957 | nome=Eduarda | acao=estudou computacao | valor=5122
linha=2958 | nome=Natalia | acao=analisou os resultados | valor=7624
linha=2959 | nome=Ana | acao=executou o benchmark | valor=4789
linha=2960 | nome=Paulo | acao=fez um experimento | valor=1880
linha=2961 | nome=Joao | acao=executou o benchmark | valor=6391
linha=2962 | nome=Paulo | acao=participou da aula | valor=7415
linha=2963 | nome=Daniela | acao=analisou os resultados | valor=5403
linha=2964 | nome=Tiago | acao=participou da aula | valor=8983
linha=2965 | nome=Helena | acao=fez um experimento | valor=2603
linha=2966 | nome=Gabriela | acao=analisou os resultados | valor=5926
linha=2967 | nome=Vitor | acao=fez um experimento | valor=3136
linha=2968 | nome=Igor | acao=executou o benchmark | valor=3789
linha=2969 | nome=Joao | acao=escreveu o relatorio | valor=7402
linha=2970 | nome=Eduarda | acao=fez um experimento | valor=4779
linha=2971 | nome=Paulo | acao=otimizou o algoritmo | valor=9608
linha=2972 | nome=Joao | acao=executou o benchmark | valor=4275
linha=2973 | nome=Otavio | acao=executou o benchmark | valor=9838
linha=2974 | nome=Vitor | acao=escreveu o relatorio | valor=9257
linha=2975 | nome=Ana | acao=fez um experimento | valor=7852
linha=2976 | nome=Renata | acao=executou o benchmark | valor=4769
linha=2977 | nome=Mariana | acao=estudou computacao | valor=3219
linha=2978 | nome=Gabriela | acao=executou o benchmark | valor=7575
linha=2979 | nome=Gabriela | acao=comparou as metricas | valor=7049
linha=2980 | nome=Mariana | acao=participou da aula | valor=6178
linha=2981 | nome=Sofia | acao=comparou as metricas | valor=4049
linha=2982 | nome=Renata | acao=otimizou o algoritmo | valor=9314
linha=2983 | nome=Eduarda | acao=analisou os resultados | valor=9719
linha=2984 | nome=Sofia | acao=otimizou o algoritmo | valor=1058
linha=2985 | nome=Igor | acao=escreveu o relatorio | valor=5995
linha=2986 | nome=Daniela | acao=fez um experimento | valor=3264
linha=2987 | nome=Ana | acao=comparou as metricas | valor=7700
linha=2988 | nome=Natalia | acao=comparou as metricas | valor=7837
linha=2989 | nome=Paulo | acao=fez um experimento | valor=5557
linha=2990 | nome=Joao | acao=executou o benchmark | valor=5617
linha=2991 | nome=Karen | acao=otimizou o algoritmo | valor=7591
linha=2992 | nome=Renata | acao=escreveu o relatorio | valor=2397
linha=2993 | nome=Lucas | acao=estudou computacao | valor=7484
linha=2994 | nome=Vitor | acao=otimizou o algoritmo | valor=3467
linha=2995 | nome=Eduarda | acao=fez um experimento | valor=7705
linha=2996 | nome=Mariana | acao=escreveu o relatorio | valor=8807
linha=2997 | nome=Felipe | acao=escreveu o relatorio | valor=7606
linha=2998 | nome=Lucas | acao=estudou computacao | valor=3834
linha=2999 | nome=Carlos | acao=comparou as metricas | valor=6215
linha=3000 | nome=Felipe | acao=analisou os resultados | valor=2898
linha=3001 | nome=Renata | acao=fez um experimento | valor=7912
linha=3002 | nome=Vitor | acao=executou o benchmark | valor=5075
linha=3003 | nome=Helena | acao=estudou computacao | valor=6986
linha=3004 | nome=Renata | acao=escreveu o relatorio | valor=5852
linha=3005 | nome=Daniela | acao=estudou computacao | valor=5479
linha=3006 | nome=Natalia | acao=comparou as metricas | valor=4715
linha=3007 | nome=Lucas | acao=participou da aula | valor=3864
linha=3008 | nome=Renata | acao=fez um experimento | valor=4475
linha=3009 | nome=Igor | acao=escreveu o relatorio | valor=2974
linha=3010 | nome=Natalia | acao=comparou as metricas | valor=9456
linha=3011 | nome=Tiago | acao=fez um experimento | valor=6621
linha=3012 | nome=Natalia | acao=analisou os resultados | valor=9253
linha=3013 | nome=Renata | acao=otimizou o algoritmo | valor=1407
linha=3014 | nome=Paulo | acao=escreveu o relatorio | valor=4108
linha=3015 | nome=Paulo | acao=executou o benchmark | valor=6001
linha=3016 | nome=Lucas | acao=comparou as metricas | valor=5148
linha=3017 | nome=Daniela | acao=estudou computacao | valor=5814
linha=3018 | nome=Carlos | acao=escreveu o relatorio | valor=8881
linha=3019 | nome=Gabriela | acao=escreveu o relatorio | valor=3950
linha=3020 | nome=Lucas | acao=fez um experimento | valor=4370
linha=3021 | nome=Igor | acao=executou o benchmark | valor=9592
linha=3022 | nome=Sofia | acao=comparou as metricas | valor=8965
linha=3023 | nome=Renata | acao=participou da aula | valor=6489
linha=3024 | nome=Natalia | acao=executou o benchmark | valor=5764
linha=3025 | nome=Otavio | acao=otimizou o algoritmo | valor=2210
linha=3026 | nome=Gabriela | acao=otimizou o algoritmo | valor=8027
linha=3027 | nome=Helena | acao=participou da aula | valor=4526
linha=3028 | nome=Carlos | acao=comparou as metricas | valor=7374
linha=3029 | nome=Carlos | acao=executou o benchmark | valor=4796
linha=3030 | nome=Sofia | acao=analisou os resultados | valor=1019
linha=3031 | nome=Gabriela | acao=otimizou o algoritmo | valor=2666
linha=3032 | nome=Igor | acao=estudou computacao | valor=4754
linha=3033 | nome=Eduarda | acao=estudou computacao | valor=7373
linha=3034 | nome=Paulo | acao=participou da aula | valor=3967
linha=3035 | nome=Eduarda | acao=otimizou o algoritmo | valor=4144
linha=3036 | nome=Ana | acao=fez um experimento | valor=8630
linha=3037 | nome=Sofia | acao=fez um experimento | valor=3161
linha=3038 | nome=Ana | acao=estudou computacao | valor=3219
linha=3039 | nome=Natalia | acao=estudou computacao | valor=2573
linha=3040 | nome=Igor | acao=otimizou o algoritmo | valor=4129
linha=3041 | nome=Vitor | acao=analisou os resultados | valor=5461
linha=3042 | nome=Felipe | acao=participou da aula | valor=5959
linha=3043 | nome=Lucas | acao=analisou os resultados | valor=4864
linha=3044 | nome=Karen | acao=executou o benchmark | valor=8129
linha=3045 | nome=Mariana | acao=otimizou o algoritmo | valor=5436
linha=3046 | nome=Renata | acao=participou da aula | valor=2236
linha=3047 | nome=Joao | acao=executou o benchmark | valor=6258
linha=3048 | nome=Natalia | acao=executou o benchmark | valor=8508
linha=3049 | nome=Felipe | acao=fez um experimento | valor=3579
linha=3050 | nome=Vitor | acao=estudou computacao | valor=7169
linha=3051 | nome=Karen | acao=escreveu o relatorio | valor=7428
linha=3052 | nome=Karen | acao=executou o benchmark | valor=6457
linha=3053 | nome=Mariana | acao=analisou os resultados | valor=7239
linha=3054 | nome=Ana | acao=participou da aula | valor=1473
linha=3055 | nome=Gabriela | acao=escreveu o relatorio | valor=5431
linha=3056 | nome=Daniela | acao=analisou os resultados | valor=5658
linha=3057 | nome=Natalia | acao=analisou os resultados | valor=4935
linha=3058 | nome=Joao | acao=escreveu o relatorio | valor=8234
linha=3059 | nome=Carlos | acao=comparou as metricas | valor=6077
linha=3060 | nome=Felipe | acao=executou o benchmark | valor=1952
linha=3061 | nome=Otavio | acao=analisou os resultados | valor=7172
linha=3062 | nome=Otavio | acao=estudou computacao | valor=3836
linha=3063 | nome=Ana | acao=executou o benchmark | valor=9517
linha=3064 | nome=Bruno | acao=participou da aula | valor=4459
linha=3065 | nome=Gabriela | acao=estudou computacao | valor=7157
linha=3066 | nome=Daniela | acao=estudou computacao | valor=5092
linha=3067 | nome=Ana | acao=comparou as metricas | valor=1349
linha=3068 | nome=Gabriela | acao=participou da aula | valor=4699
linha=3069 | nome=Lucas | acao=participou da aula | valor=1840
linha=3070 | nome=Ana | acao=executou o benchmark | valor=6107
linha=3071 | nome=Sofia | acao=estudou computacao | valor=9097
linha=3072 | nome=Felipe | acao=estudou computacao | valor=6608
linha=3073 | nome=Mariana | acao=fez um experimento | valor=1596
linha=3074 | nome=Igor | acao=escreveu o relatorio | valor=6464
linha=3075 | nome=Eduarda | acao=estudou computacao | valor=8240
linha=3076 | nome=Sofia | acao=executou o benchmark | valor=9658
linha=3077 | nome=Otavio | acao=analisou os resultados | valor=8603
linha=3078 | nome=Daniela | acao=analisou os resultados | valor=6703
linha=3079 | nome=Lucas | acao=analisou os resultados | valor=5478
linha=3080 | nome=Joao | acao=otimizou o algoritmo | valor=2046
linha=3081 | nome=Igor | acao=executou o benchmark | valor=8756
linha=3082 | nome=Helena | acao=analisou os resultados | valor=2572
linha=3083 | nome=Mariana | acao=comparou as metricas | valor=7028
linha=3084 | nome=Bruno | acao=estudou computacao | valor=7710
linha=3085 | nome=Carlos | acao=executou o benchmark | valor=4293
linha=3086 | nome=Vitor | acao=fez um experimento | valor=2728
linha=3087 | nome=Bruno | acao=executou o benchmark | valor=4701
linha=3088 | nome=Joao | acao=escreveu o relatorio | valor=9403
linha=3089 | nome=Carlos | acao=fez um experimento | valor=3941
linha=3090 | nome=Helena | acao=fez um experimento | valor=5862
linha=3091 | nome=Mariana | acao=fez um experimento | valor=9419
linha=3092 | nome=Tiago | acao=analisou os resultados | valor=7161
linha=3093 | nome=Gabriela | acao=participou da aula | valor=1512
linha=3094 | nome=Mariana | acao=executou o benchmark | valor=5289
linha=3095 | nome=Helena | acao=fez um experimento | valor=8246
linha=3096 | nome=Lucas | acao=analisou os resultados | valor=3823
