linha=1 | nome=Eduarda | acao=fez um experimento | valor=8369
linha=2726 | nome=Renata | acao=escreveu o relatorio | valor=2449
linha=2727 | nome=Joao | acao=estudou computacao | valor=4741
linha=2728 | nome=Gabriela | acao=comparou as metricas | valor=4982
linha=2729 | nome=Otavio | acao=analisou os resultados | valor=3104
linha=2730 | nome=Ana | acao=escreveu o relatorio | valor=4653
linha=2731 | nome=Lucas | acao=fez um experimento | valor=8932
linha=2732 | nome=Sofia | acao=otimizou o algoritmo | valor=3497
linha=2733 | nome=Natalia | acao=otimizou o algoritmo | valor=1636
linha=2734 | nome=Otavio | acao=executou o benchmark | valor=3901
linha=2735 | nome=Felipe | acao=estudou computacao | valor=8176
linha=2736 | nome=Felipe | acao=participou da aula | valor=9530
linha=2737 | nome=Vitor | acao=fez um experimento | valor=5053
linha=2738 | nome=Gabriela | acao=analisou os resultados | valor=3358
linha=2739 | nome=Carlos | acao=estudou computacao | valor=6780
linha=2740 | nome=Igor | acao=otimizou o algoritmo | valor=3769
linha=2741 | nome=Helena | acao=otimizou o algoritmo | valor=1106
linha=2742 | nome=Sofia | acao=executou o benchmark | valor=2945
linha=2743 | nome=Gabriela | acao=analisou os resultados | valor=5989
linha=2744 | nome=Gabriela | acao=analisou os resultados | valor=6010
linha=2745 | nome=Lucas | acao=otimizou o algoritmo | valor=8389
linha=2746 | nome=Joao | acao=escreveu o relatorio | valor=2790
linha=2747 | nome=Vitor | acao=analisou os resultados | valor=4385
linha=2748 | nome=Lucas | acao=executou o benchmark | valor=8459
linha=2749 | nome=Ana | acao=executou o benchmark | valor=3001
linha=2750 | nome=Otavio | acao=executou o benchmark | valor=6357
linha=2751 | nome=Lucas | acao=executou o benchmark | valor=3786
linha=2752 | nome=Helena | acao=comparou as metricas | valor=9852
linha=2753 | nome=Renata | acao=estudou computacao | valor=6001
linha=2754 | nome=Otavio | acao=escreveu o relatorio | valor=2092
linha=2755 | nome=Helena | acao=estudou computacao | valor=8930
linha=2756 | nome=Tiago | acao=analisou os resultados | valor=5583
linha=2757 | nome=Natalia | acao=executou o benchmark | valor=1063
linha=2758 | nome=Felipe | acao=fez um experimento | valor=8299
linha=2759 | nome=Igor | acao=estudou computacao | valor=7301
linha=2760 | nome=Vitor | acao=otimizou o algoritmo | valor=2159
linha=2761 | nome=Karen | acao=escreveu o relatorio | valor=7533
linha=2762 | nome=Lucas | acao=participou da aula | valor=3829
linha=2763 | nome=Felipe | acao=executou o benchmark | valor=4005
linha=2764 | nome=Felipe | acao=fez um experimento | valor=2709
linha=2765 | nome=Vitor | acao=analisou os resultados | valor=6420
linha=2766 | nome=Tiago | acao=participou da aula | valor=9224
linha=2767 | nome=Carlos | acao=otimizou o algoritmo | valor=8694
linha=2768 | nome=Natalia | acao=analisou os resultados | valor=8167
linha=2769 | nome=Paulo | acao=participou da aula | valor=1518
linha=2770 | nome=Ana | acao=participou da aula | valor=9411
linha=2771 | nome=Renata | acao=otimizou o algoritmo | valor=8966
linha=2772 | nome=Helena | acao=fez um experimento | valor=7010
linha=2773 | nome=Lucas | acao=analisou os resultados | valor=9377
linha=2774 | nome=Gabriela | acao=executou o benchmark | valor=1256
linha=2775 | nome=Carlos | acao=comparou as metricas | valor=1232
linha=2776 | nome=Sofia | acao=estudou computacao | valor=1095
linha=2777 | nome=Tiago | acao=escreveu o relatorio | valor=9075
linha=2778 | nome=Igor | acao=estudou computacao | valor=2384
linha=2779 | nome=Eduarda | acao=executou o benchmark | valor=1814
linha=2780 | nome=Joao | acao=otimizou o algoritmo | valor=5746
linha=2781 | nome=Renata | acao=participou da aula | valor=4164
linha=2782 | nome=Igor | acao=analisou os resultados | valor=1067
linha=2783 | nome=Otavio | acao=estudou computacao | valor=7288
linha=2784 | nome=Daniela | acao=executou o benchmark | valor=3429
linha=2785 | nome=Karen | acao=fez um experimento | valor=1780
linha=2786 | nome=Otavio | acao=estudou computacao | valor=3378
linha=2787 | nome=Joao | acao=executou o benchmark | valor=2325
linha=2788 | nome=Felipe | acao=analisou os resultados | valor=8052
linha=2789 | nome=Igor | acao=otimizou o algoritmo | valor=1618
linha=2790 | nome=Gabriela | acao=fez um experimento | valor=8300
linha=2791 | nome=Otavio | acao=fez um experimento | valor=7796
linha=2792 | nome=Eduarda | acao=estudou computacao | valor=9315
linha=2793 | nome=Lucas | acao=comparou as metricas | valor=3230
linha=2794 | nome=Tiago | acao=analisou os resultados | valor=3429
linha=2795 | nome=Paulo | acao=comparou as metricas | valor=9255
linha=2796 | nome=Karen | acao=participou da aula | valor=2939
linha=2797 | nome=Paulo | acao=otimizou o algoritmo | valor=7611
linha=2798 | nome=Lucas | acao=participou da aula | valor=6774
linha=2799 | nome=Renata | acao=executou o benchmark | valor=3997
linha=2800 | nome=Tiago | acao=escreveu o relatorio | valor=7570
linha=2801 | nome=Natalia | acao=otimizou o algoritmo | valor=6060
linha=2802 | nome=Helena | acao=otimizou o algoritmo | valor=8694
linha=2803 | nome=Tiago | acao=participou da aula | valor=7474
linha=2804 | nome=Igor | acao=estudou computacao | valor=5664
linha=2805 | nome=Bruno | acao=otimizou o algoritmo | valor=6074
linha=2806 | nome=Natalia | acao=analisou os resultados | valor=1575
linha=2807 | nome=Eduarda | acao=escreveu o relatorio | valor=6893
linha=2808 | nome=Igor | acao=escreveu o relatorio | valor=1743
linha=2809 | nome=Paulo | acao=escreveu o relatorio | valor=5623
linha=2810 | nome=Ana | acao=estudou computacao | valor=3084
linha=2811 | nome=Lucas | acao=participou da aula | valor=5941
linha=2812 | nome=Karen | acao=estudou computacao | valor=8779
linha=2813 | nome=Ana | acao=executou o benchmark | valor=8361
linha=2814 | nome=Tiago | acao=analisou os resultados | valor=6054
linha=2815 | nome=Ana | acao=escreveu o relatorio | valor=5913
linha=2816 | nome=Sofia | acao=otimizou o algoritmo | valor=8136
linha=2817 | nome=Natalia | acao=participou da aula | valor=7958
linha=2818 | nome=Natalia | acao=participou da aula | valor=4495
linha=2819 | nome=Bruno | acao=fez um experimento | valor=7370
linha=2820 | nome=Otavio | acao=participou da aula | valor=5201
linha=2821 | nome=Daniela | acao=escreveu o relatorio | valor=6080
linha=2822 | nome=Mariana | acao=analisou os resultados | valor=8391
linha=2823 | nome=Mariana | acao=fez um experimento | valor=6880
linha=2824 | nome=Eduarda | acao=comparou as metricas | valor=9669
linha=2825 | nome=Natalia | acao=fez um experimento | valor=3093
linha=2826 | nome=Igor | acao=executou o benchmark | valor=5530
linha=2827 | nome=Joao | acao=escreveu o relatorio | valor=4045
linha=2828 | nome=Renata | acao=estudou computacao | valor=8069
linha=2829 | nome=Helena | acao=otimizou o algoritmo | valor=3583
linha=2830 | nome=Lucas | acao=escreveu o relatorio | valor=4803
linha=2831 | nome=Carlos | acao=executou o benchmark | valor=7601
linha=2832 | nome=Paulo | acao=otimizou o algoritmo | valor=8945
linha=2833 | nome=Natalia | acao=participou da aula | valor=5074
linha=2834 | nome=Otavio | acao=participou da aula | valor=5258
linha=2835 | nome=Tiago | acao=escreveu o relatorio | valor=2659
linha=2836 | nome=Igor | acao=otimizou o algoritmo | valor=7985
linha=2837 | nome=Bruno | acao=analisou os resultados | valor=3614
linha=2838 | nome=Daniela | acao=comparou as metricas | valor=3514
linha=2839 | nome=Daniela | acao=estudou computacao | valor=7752
linha=2840 | nome=Felipe | acao=otimizou o algoritmo | valor=1456
linha=2841 | nome=Paulo | acao=comparou as metricas | valor=9387
linha=2842 | nome=Mariana | acao=participou da aula | valor=9398
linha=2843 | nome=Igor | acao=escreveu o relatorio | valor=1786
linha=2844 | nome=Otavio | acao=escreveu o relatorio | valor=3068
linha=2845 | nome=Otavio | acao=otimizou o algoritmo | valor=7862
linha=2846 | nome=Igor | acao=escreveu o relatorio | valor=3360
linha=2847 | nome=Joao | acao=fez um experimento | valor=6468
linha=2848 | nome=Igor | acao=otimizou o algoritmo | valor=4691
linha=2849 | nome=Bruno | acao=fez um experimento | valor=6888
linha=2850 | nome=Igor | acao=otimizou o algoritmo | valor=2876
linha=2851 | nome=Sofia | acao=fez um experimento | valor=7952
linha=2852 | nome=Felipe | acao=fez um experimento | valor=7307
linha=2853 | nome=Otavio | acao=otimizou o algoritmo | valor=6485
linha=2854 | nome=Carlos | acao=analisou os resultados | valor=2660
linha=2855 | nome=Lucas | acao=escreveu o relatorio | valor=7895
linha=2856 | nome=Mariana | acao=executou o benchmark | valor=7859
linha=2857 | nome=Felipe | acao=escreveu o relatorio | valor=3524
linha=2858 | nome=Helena | acao=otimizou o algoritmo | valor=4781
linha=2859 | nome=Igor | acao=otimizou o algoritmo | valor=4039
linha=2860 | nome=Otavio | acao=otimizou o algoritmo | valor=2304
linha=2861 | nome=Eduarda | acao=otimizou o algoritmo | valor=3753
linha=2862 | nome=Sofia | acao=fez um experimento | valor=6124
linha=2863 | nome=Ana | acao=otimizou o algoritmo | valor=1997
linha=2864 | nome=Helena | acao=estudou computacao | valor=4043
linha=2865 | nome=Helena | acao=comparou as metricas | valor=8031
linha=2866 | nome=Felipe | acao=participou da aula | valor=7129
linha=2867 | nome=Helena | acao=otimizou o algoritmo | valor=6011
linha=2868 | nome=Lucas | acao=executou o benchmark | valor=8254
linha=2869 | nome=Gabriela | acao=comparou as metricas | valor=4861
linha=2870 | nome=Daniela | acao=participou da aula | valor=5864
linha=2871 | nome=Natalia | acao=estudou computacao | valor=5064
linha=2872 | nome=Helena | acao=otimizou o algoritmo | valor=3263
linha=2873 | nome=Carlos | acao=participou da aula | valor=8906
linha=2874 | nome=Felipe | acao=otimizou o algoritmo | valor=3680
linha=2875 | nome=Tiago | acao=estudou computacao | valor=3649
linha=2876 | nome=Tiago | acao=fez um experimento | valor=2915
linha=2877 | nome=Mariana | acao=estudou computacao | valor=9772
linha=2878 | nome=Mariana | acao=analisou os resultados | valor=4964
linha=2879 | nome=Igor | acao=escreveu o relatorio | valor=2867
linha=2880 | nome=Igor | acao=estudou computacao | valor=8703
linha=2881 | nome=Sofia | acao=escreveu o relatorio | valor=1077
linha=2882 | nome=Daniela | acao=estudou computacao | valor=9705
linha=2883 | nome=Paulo | acao=participou da aula | valor=2002
linha=2884 | nome=Mariana | acao=estudou computacao | valor=7609
linha=2885 | nome=Paulo | acao=executou o benchmark | valor=8923
linha=2886 | nome=Ana | acao=analisou os resultados | valor=5737
linha=2887 | nome=Otavio | acao=executou o benchmark | valor=9219
linha=2888 | nome=Gabriela | acao=escreveu o relatorio | valor=6679
linha=2889 | nome=Igor | acao=participou da aula | valor=2989
linha=2890 | nome=Tiago | acao=otimizou o algoritmo | valor=2247
linha=2891 | nome=Karen | acao=participou da aula | valor=4759
linha=2892 | nome=Lucas | acao=fez um experimento | valor=3959
linha=2893 | nome=Eduarda | acao=escreveu o relatorio | valor=1179
linha=2894 | nome=Eduarda | acao=executou o benchmark | valor=7086
linha=2895 | nome=Vitor | acao=executou o benchmark | valor=2725
linha=2896 | nome=Paulo | acao=fez um experimento | valor=5058
linha=2897 | nome=Mariana | acao=executou o benchmark | valor=5690
linha=2898 | nome=Paulo | acao=executou o benchmark | valor=7029
linha=2899 | nome=Renata | acao=estudou computacao | valor=3692
linha=2900 | nome=Joao | acao=fez um experimento | valor=7076
linha=2901 | nome=Mariana | acao=estudou computacao | valor=9046
linha=2902 | nome=Ana | acao=fez um experimento | valor=1554
linha=2903 | nome=Mariana | acao=participou da aula | valor=2788
linha=2904 | nome=Gabriela | acao=analisou os resultados | valor=6343
linha=2905 | nome=Karen | acao=participou da aula | valor=2410
linha=2906 | nome=Daniela | acao=executou o benchmark | valor=7416
linha=2907 | nome=Helena | acao=analisou os resultados | valor=9288
linha=2908 | nome=Tiago | acao=analisou os resultados | valor=7562
linha=2909 | nome=Tiago | acao=estudou computacao | valor=5368
linha=2910 | nome=Helena | acao=analisou os resultados | valor=8442
linha=2911 | nome=Helena | acao=estudou computacao | valor=9918
linha=2912 | nome=Igor | acao=fez um experimento | valor=9213
linha=2913 | nome=Ana | acao=comparou as metricas | valor=7879
linha=2914 | nome=Eduarda | acao=escreveu o relatorio | valor=3031
linha=2915 | nome=Otavio | acao=otimizou o algoritmo | valor=7531
linha=2916 | nome=Tiago | acao=executou o benchmark | valor=8864
linha=2917 | nome=Sofia | acao=executou o benchmark | valor=9391
linha=2918 | nome=Carlos | acao=executou o benchmark | valor=9418
linha=2919 | nome=Mariana | acao=fez um experimento | valor=7669
linha=2920 | nome=Ana | acao=escreveu o relatorio | valor=8964
linha=2921 | nome=Eduarda | acao=escreveu o relatorio | valor=6639
linha=2922 | nome=Natalia | acao=analisou os resultados | valor=9482
linha=2923 | nome=Otavio | acao=analisou os resultados | valor=9834
linha=2924 | nome=Mariana | acao=fez um experimento | valor=8868
linha=2925 | nome=Otavio | acao=escreveu o relatorio | valor=2476
linha=2926 | nome=Vitor | acao=analisou os resultados | valor=9838
linha=2927 | nome=Lucas | acao=participou da aula | valor=7140
linha=2928 | nome=Vitor | acao=analisou os resultados | valor=2665
linha=2929 | nome=Bruno | acao=comparou as metricas | valor=4177
linha=2930 | nome=Carlos | acao=comparou as metricas | valor=8389
linha=2931 | nome=Sofia | acao=escreveu o relatorio | valor=9625
linha=2932 | nome=Gabriela | acao=analisou os resultados | valor=1104
linha=2933 | nome=Carlos | acao=otimizou o algoritmo | valor=9719
linha=2934 | nome=Eduarda | acao=comparou as metricas | valor=3686
linha=2935 | nome=Tiago | acao=escreveu o relatorio | valor=2133
linha=2936 | nome=Helena | acao=executou o benchmark | valor=7386
linha=2937 | nome=Lucas | acao=executou o benchmark | valor=2470
linha=2938 | nome=Gabriela | acao=analisou os resultados | valor=5580
linha=2939 | nome=Tiago | acao=participou da aula | valor=8372
linha=2940 | nome=Ana | acao=executou o benchmark | valor=5575
linha=2941 | nome=Mariana | acao=participou da aula | valor=6030
linha=2942 | nome=Eduarda | acao=comparou as metricas | valor=2404
linha=2943 | nome=Joao | acao=escreveu o relatorio | valor=7088
linha=2944 | nome=Igor | acao=otimizou o algoritmo | valor=1380
linha=2945 | nome=Lucas | acao=participou da aula | valor=7742
linha=2946 | nome=Ana | acao=comparou as metricas | valor=8590
linha=2947 | nome=Natalia | acao=escreveu o relatorio | valor=2293
linha=2948 | nome=Natalia | acao=fez um experimento | valor=7179
linha=2949 | nome=Mariana | acao=analisou os resultados | valor=2307
linha=2950 | nome=Renata | acao=estudou computacao | valor=8835
linha=2951 | nome=Otavio | acao=estudou computacao | valor=9564
linha=2952 | nome=Bruno | acao=participou da aula | valor=7655
linha=2953 | nome=Igor | acao=executou o benchmark | valor=3534
linha=2954 | nome=Tiago | acao=fez um experimento | valor=1418
linha=2955 | nome=Carlos | acao=otimizou o algoritmo | valor=2277
linha=2956 | nome=Felipe | acao=comparou as metricas | valor=5803
linha=2957 | nome=Renata | acao=comparou as metricas | valor=8981
linha=2958 | nome=Tiago | acao=fez um experimento | valor=2656
linha=2959 | nome=Lucas | acao=estudou computacao | valor=6494
linha=2960 | nome=Ana | acao=escreveu o relatorio | valor=3310
linha=2961 | nome=Ana | acao=otimizou o algoritmo | valor=6882
linha=2962 | nome=Igor | acao=comparou as metricas | valor=7972
linha=2963 | nome=Carlos | acao=estudou computacao | valor=3809
linha=2964 | nome=Carlos | acao=estudou computacao | valor=1332
linha=2965 | nome=Mariana | acao=executou o benchmark | valor=4699
linha=2966 | nome=Bruno | acao=executou o benchmark | valor=6676
linha=2967 | nome=Renata | acao=comparou as metricas | valor=9606
linha=2968 | nome=Lucas | acao=estudou computacao | valor=1214
linha=2969 | nome=Tiago | acao=analisou os resultados | valor=8464
linha=2970 | nome=Joao | acao=comparou as metricas | valor=2564
linha=2971 | nome=Gabriela | acao=fez um experimento | valor=4315
linha=2972 | nome=Lucas | acao=participou da aula | valor=9705
linha=2973 | nome=Vitor | acao=escreveu o relatorio | valor=4646
linha=2974 | nome=Paulo | acao=participou da aula | valor=5853
linha=2975 | nome=Lucas | acao=analisou os resultados | valor=8357
linha=2976 | nome=Carlos | acao=otimizou o algoritmo | valor=9209
linha=2977 | nome=Joao | acao=otimizou o algoritmo | valor=1890
linha=2978 | nome=Ana | acao=comparou as metricas | valor=3125
linha=2979 | nome=Carlos | acao=fez um experimento | valor=4965
linha=2980 | nome=Natalia | acao=executou o benchmark | valor=3806
linha=2981 | nome=Helena | acao=analisou os resultados | valor=6766
linha=2982 | nome=Renata | acao=participou da aula | valor=8023
linha=2983 | nome=Otavio | acao=estudou computacao | valor=2314
linha=2984 | nome=Otavio | acao=analisou os resultados | valor=4534
linha=2985 | nome=Karen | acao=otimizou o algoritmo | valor=2487
linha=2986 | nome=Mariana | acao=analisou os resultados | valor=9601
linha=2987 | nome=Daniela | acao=executou o benchmark | valor=8757
linha=2988 | nome=Felipe | acao=executou o benchmark | valor=6463
linha=2989 | nome=Paulo | acao=analisou os resultados | valor=2031
linha=2990 | nome=Felipe | acao=estudou computacao | valor=2126
linha=2991 | nome=Eduarda | acao=executou o benchmark | valor=6616
linha=2992 | nome=Natalia | acao=comparou as metricas | valor=8624
linha=2993 | nome=Renata | acao=otimizou o algoritmo | valor=9042
linha=2994 | nome=Karen | acao=analisou os resultados | valor=4864
linha=2995 | nome=Helena | acao=escreveu o relatorio | valor=6797
linha=2996 | nome=Vitor | acao=analisou os resultados | valor=2600
linha=2997 | nome=Paulo | acao=comparou as metricas | valor=3543
linha=2998 | nome=Eduarda | acao=comparou as metricas | valor=7991
linha=2999 | nome=Lucas | acao=escreveu o relatorio | valor=2791
linha=3000 | nome=Karen | acao=participou da aula | valor=5135
linha=3001 | nome=Vitor | acao=participou da aula | valor=8303
linha=3002 | nome=Gabriela | acao=otimizou o algoritmo | valor=3417
linha=3003 | nome=Gabriela | acao=analisou os resultados | valor=7188
linha=3004 | nome=Bruno | acao=otimizou o algoritmo | valor=9167
linha=3005 | nome=Mariana | acao=participou da aula | valor=2458
linha=3006 | nome=Vitor | acao=estudou computacao | valor=3322
linha=3007 | nome=Daniela | acao=estudou computacao | valor=3277
linha=3008 | nome=Joao | acao=escreveu o relatorio | valor=4783
linha=3009 | nome=Daniela | acao=executou o benchmark | valor=5592
linha=3010 | nome=Eduarda | acao=comparou as metricas | valor=5325
linha=3011 | nome=Natalia | acao=comparou as metricas | valor=5799
linha=3012 | nome=Daniela | acao=comparou as metricas | valor=6283
linha=3013 | nome=Ana | acao=comparou as metricas | valor=8491
linha=3014 | nome=Bruno | acao=participou da aula | valor=4557
linha=3015 | nome=Sofia | acao=analisou os resultados | valor=5439
linha=3016 | nome=Paulo | acao=estudou computacao | valor=4222
linha=3017 | nome=Mariana | acao=executou o benchmark | valor=8461
linha=3018 | nome=Daniela | acao=executou o benchmark | valor=9061
linha=3019 | nome=Mariana | acao=analisou os resultados | valor=6026
linha=3020 | nome=Natalia | acao=comparou as metricas | valor=6407
linha=3021 | nome=Eduarda | acao=executou o benchmark | valor=7015
linha=3022 | nome=Carlos | acao=analisou os resultados | valor=5551
linha=3023 | nome=Sofia | acao=otimizou o algoritmo | valor=9215
linha=3024 | nome=Bruno | acao=escreveu o relatorio | valor=7630
linha=3025 | nome=Tiago | acao=otimizou o algoritmo | valor=4335
linha=3026 | nome=Eduarda | acao=participou da aula | valor=3750
linha=3027 | nome=Joao | acao=participou da aula | valor=6962
linha=3028 | nome=Gabriela | acao=executou o benchmark | valor=2444
linha=3029 | nome=Mariana | acao=analisou os resultados | valor=7650
linha=3030 | nome=Ana | acao=analisou os resultados | valor=7546
linha=3031 | nome=Ana | acao=analisou os resultados | valor=1333
linha=3032 | nome=Sofia | acao=estudou computacao | valor=1337
linha=3033 | nome=Mariana | acao=estudou computacao | valor=8044
linha=3034 | nome=Igor | acao=analisou os resultados | valor=7930
linha=3035 | nome=Mariana | acao=otimizou o algoritmo | valor=7032
linha=3036 | nome=Lucas | acao=otimizou o algoritmo | valor=3672
linha=3037 | nome=Renata | acao=escreveu o relatorio | valor=2582
linha=3038 | nome=Bruno | acao=analisou os resultados | valor=9282
linha=3039 | nome=Ana | acao=otimizou o algoritmo | valor=2930
linha=3040 | nome=Gabriela | acao=analisou os resultados | valor=7906
linha=3041 | nome=Eduarda | acao=fez um experimento | valor=3377
linha=3042 | nome=Bruno | acao=otimizou o algoritmo | valor=1078
linha=3043 | nome=Ana | acao=executou o benchmark | valor=4637
linha=3044 | nome=Felipe | acao=escreveu o relatorio | valor=3717
linha=3045 | nome=Tiago | acao=participou da aula | valor=2626
linha=3046 | nome=Sofia | acao=otimizou o algoritmo | valor=6655
linha=3047 | nome=Helena | acao=analisou os resultados | valor=9213
linha=3048 | nome=Joao | acao=estudou computacao | valor=8626
linha=3049 | nome=Paulo | acao=escreveu o relatorio | valor=9420
linha=3050 | nome=Mariana | acao=estudou computacao | valor=7555
linha=3051 | nome=Bruno | acao=analisou os resultados | valor=1859
linha=3052 | nome=Otavio | acao=comparou as metricas | valor=9556
linha=3053 | nome=Daniela | acao=estudou computacao | valor=7340
linha=3054 | nome=Daniela | acao=executou o benchmark | valor=9210
linha=3055 | nome=Ana | acao=fez um experimento | valor=4276
linha=3056 | nome=Mariana | acao=estudou computacao | valor=6997
linha=3057 | nome=Sofia | acao=escreveu o relatorio | valor=5477
linha=3058 | nome=Joao | acao=fez um experimento | valor=7932
linha=3059 | nome=Tiago | acao=estudou computacao | valor=4969
linha=3060 | nome=Paulo | acao=otimizou o algoritmo | valor=7483
linha=3061 | nome=Mariana | acao=escreveu o relatorio | valor=7329
linha=3062 | nome=Otavio | acao=escreveu o relatorio | valor=2407
linha=3063 | nome=Carlos | acao=comparou as metricas | valor=5475
linha=3064 | nome=Gabriela | acao=estudou computacao | valor=5745
linha=3065 | nome=Lucas | acao=estudou computacao | valor=3640
linha=3066 | nome=Igor | acao=estudou computacao | valor=9348
linha=3067 | nome=Eduarda | acao=estudou computacao | valor=1237
linha=3068 | nome=Joao | acao=otimizou o algoritmo | valor=6201
linha=3069 | nome=Renata | acao=escreveu o relatorio | valor=8776
linha=3070 | nome=Tiago | acao=participou da aula | valor=1610
linha=3071 | nome=Otavio | acao=executou o benchmark | valor=8325
linha=3072 | nome=Gabriela | acao=otimizou o algoritmo | valor=1413
linha=3073 | nome=Paulo | acao=fez um experimento | valor=8665
linha=3074 | nome=Mariana | acao=estudou computacao | valor=4201
linha=3075 | nome=Igor | acao=executou o benchmark | valor=3266
linha=3076 | nome=Karen | acao=fez um experimento | valor=8648
linha=3077 | nome=Daniela | acao=escreveu o relatorio | valor=9157
linha=3078 | nome=Otavio | acao=estudou computacao | valor=1358
linha=3079 | nome=Felipe | acao=comparou as metricas | valor=7109
linha=3080 | nome=Sofia | acao=fez um experimento | valor=3416
linha=3081 | nome=Eduarda | acao=participou da aula | valor=5358
linha=3082 | nome=Daniela | acao=analisou os resultados | valor=8702
linha=3083 | nome=Paulo | acao=estudou computacao | valor=2166
linha=3084 | nome=Mariana | acao=estudou computacao | valor=9892
linha=3085 | nome=Otavio | acao=comparou as metricas | valor=3427
linha=3086 | nome=Gabriela | acao=otimizou o algoritmo | valor=7952
linha=3087 | nome=Bruno | acao=fez um experimento | valor=9707
linha=3088 | nome=Daniela | acao=analisou os resultados | valor=6586
linha=3089 | nome=Karen | acao=participou da aula | valor=2493
linha=3090 | nome=Otavio | acao=executou o benchmark | valor=7129
linha=3091 | nome=Paulo | acao=analisou os resultados | valor=9312
linha=3092 | nome=Lucas | acao=participou da aula | valor=3176
linha=3093 | nome=Renata | acao=otimizou o algoritmo | valor=7504
linha=3094 | nome=Mariana | acao=executou o benchmark | valor=5370
linha=3095 | nome=Lucas | acao=comparou as metricas | valor=4374
linha=3096 | nome=Paulo | acao=analisou os resultados | valor=9563
linha=3097 | nome=Bruno | acao=otimizou o algoritmo | valor=5347
linha=3098 | nome=Gabriela | acao=executou o benchmark | valor=3369
linha=3099 | nome=Eduarda | acao=executou o benchmark | valor=3819
linha=3100 | nome=Otavio | acao=fez um experimento | valor=7621
linha=3101 | nome=Sofia | acao=otimizou o algoritmo | valor=2367
linha=3102 | nome=Natalia | acao=estudou computacao | valor=7415
linha=3103 | nome=Karen | acao=participou da aula | valor=1436
linha=3104 | nome=Mariana | acao=executou o benchmark | valor=9778
linha=3105 | nome=Renata | acao=executou o benchmark | valor=9948
linha=3106 | nome=Ana | acao=executou o benchmark | valor=3520
linha=3107 | nome=Bruno | acao=analisou os resultados | valor=2259
linha=3108 | nome=Mariana | acao=participou da aula | valor=7728
linha=3109 | nome=Paulo | acao=escreveu o relatorio | valor=6567
linha=3110 | nome=Igor | acao=participou da aula | valor=9898
linha=3111 | nome=Otavio | acao=comparou as metricas | valor=4577
linha=3112 | nome=Otavio | acao=participou da aula | valor=7660
linha=3113 | nome=Joao | acao=estudou computacao | valor=4457
linha=3114 | nome=Joao | acao=executou o benchmark | valor=8502
linha=3115 | nome=Carlos | acao=estudou computacao | valor=6820
linha=3116 | nome=Mariana | acao=escreveu o relatorio | valor=7287
linha=3117 | nome=Lucas | acao=comparou as metricas | valor=7384
linha=3118 | nome=Mariana | acao=analisou os resultados | valor=4876
linha=3119 | nome=Ana | acao=participou da aula | valor=4510
linha=3120 | nome=Sofia | acao=comparou as metricas | valor=6830
linha=3121 | nome=Mariana | acao=otimizou o algoritmo | valor=9605
linha=3122 | nome=Mariana | acao=executou o benchmark | valor=2172
linha=3123 | nome=Mariana | acao=escreveu o relatorio | valor=7002
linha=3124 | nome=Gabriela | acao=fez um experimento | valor=2762
linha=3125 | nome=Bruno | acao=escreveu o relatorio | valor=5367
linha=3126 | nome=Gabriela | acao=escreveu o relatorio | valor=9646
linha=3127 | nome=Paulo | acao=comparou as metricas | valor=6136
linha=3128 | nome=Daniela | acao=comparou as metricas | valor=4345
linha=3129 | nome=Natalia | acao=analisou os resultados | valor=5388
linha=3130 | nome=Tiago | acao=fez um experimento | valor=8018
linha=3131 | nome=Mariana | acao=fez um experimento | valor=8362
linha=3132 | nome=Eduarda | acao=fez um experimento | valor=8936
linha=3133 | nome=Lucas | acao=participou da aula | valor=5924
linha=3134 | nome=Renata | acao=analisou os resultados | valor=5391
linha=3135 | nome=Gabriela | acao=escreveu o relatorio | valor=7516
linha=3136 | nome=Gabriela | acao=escreveu o relatorio | valor=5122
linha=3137 | nome=Mariana | acao=analisou os resultados | valor=6214
linha=3138 | nome=Gabriela | acao=participou da aula | valor=8505
linha=3139 | nome=Ana | acao=estudou computacao | valor=6380
linha=3140 | nome=Mariana | acao=analisou os resultados | valor=9176
linha=3141 | nome=Eduarda | acao=estudou computacao | valor=6842
linha=3142 | nome=Daniela | acao=fez um experimento | valor=9813
linha=3143 | nome=Mariana | acao=otimizou o algoritmo | valor=7396
linha=3144 | nome=Lucas | acao=escreveu o relatorio | valor=9935
linha=3145 | nome=Felipe | acao=comparou as metricas | valor=8860
linha=3146 | nome=Daniela | acao=executou o benchmark | valor=4299
linha=3147 | nome=Carlos | acao=participou da aula | valor=5509
linha=3148 | nome=Tiago | acao=otimizou o algoritmo | valor=4112
linha=3149 | nome=Gabriela | acao=fez um experimento | valor=4921
linha=3150 | nome=Joao | acao=executou o benchmark | valor=3674
linha=3151 | nome=Felipe | acao=otimizou o algoritmo | valor=6236
linha=3152 | nome=Carlos | acao=escreveu o relatorio | valor=6076
linha=3153 | nome=Karen | acao=comparou as metricas | valor=2015
linha=3154 | nome=Sofia | acao=estudou computacao | valor=6905
linha=3155 | nome=Eduarda | acao=executou o benchmark | valor=7008
linha=3156 | nome=Eduarda | acao=fez um experimento | valor=9609
linha=3157 | nome=Joao | acao=escreveu o relatorio | valor=6156
linha=3158 | nome=Otavio | acao=participou da aula | valor=3930
linha=3159 | nome=Daniela | acao=analisou os resultados | valor=8714
linha=3160 | nome=Daniela | acao=estudou computacao | valor=7725
