linha=1 | nome=Tiago | acao=executou o benchmark | valor=4960
linha=2743 | nome=Tiago | acao=executou o benchmark | valor=7987
linha=2744 | nome=Felipe | acao=escreveu o relatorio | valor=8057
linha=2745 | nome=Mariana | acao=comparou as metricas | valor=5529
linha=2746 | nome=Paulo | acao=escreveu o relatorio | valor=2343
linha=2747 | nome=Joao | acao=analisou os resultados | valor=9975
linha=2748 | nome=Renata | acao=otimizou o algoritmo | valor=3021
linha=2749 | nome=Paulo | acao=otimizou o algoritmo | valor=8553
linha=2750 | nome=Bruno | acao=otimizou o algoritmo | valor=7258
linha=2751 | nome=Carlos | acao=escreveu o relatorio | valor=9194
linha=2752 | nome=Daniela | acao=estudou computacao | valor=1329
linha=2753 | nome=Mariana | acao=participou da aula | valor=1354
linha=2754 | nome=Natalia | acao=fez um experimento | valor=5735
linha=2755 | nome=Mariana | acao=estudou computacao | valor=8167
linha=2756 | nome=Sofia | acao=executou o benchmark | valor=7533
linha=2757 | nome=Gabriela | acao=escreveu o relatorio | valor=6666
linha=2758 | nome=Mariana | acao=executou o benchmark | valor=6654
linha=2759 | nome=Felipe | acao=executou o benchmark | valor=8829
linha=2760 | nome=Joao | acao=participou da aula | valor=5628
linha=2761 | nome=Sofia | acao=participou da aula | valor=2229
linha=2762 | nome=Daniela | acao=comparou as metricas | valor=3955
linha=2763 | nome=Paulo | acao=otimizou o algoritmo | valor=8512
linha=2764 | nome=Igor | acao=executou o benchmark | valor=3427
linha=2765 | nome=Vitor | acao=analisou os resultados | valor=7642
linha=2766 | nome=Tiago | acao=otimizou o algoritmo | valor=5216
linha=2767 | nome=Natalia | acao=otimizou o algoritmo | valor=2647
linha=2768 | nome=Carlos | acao=participou da aula | valor=4852
linha=2769 | nome=Vitor | acao=participou da aula | valor=6144
linha=2770 | nome=Carlos | acao=otimizou o algoritmo | valor=5815
linha=2771 | nome=Ana | acao=analisou os resultados | valor=9048
linha=2772 | nome=Mariana | acao=escreveu o relatorio | valor=5477
linha=2773 | nome=Renata | acao=comparou as metricas | valor=6474
linha=2774 | nome=Otavio | acao=analisou os resultados | valor=1321
linha=2775 | nome=Gabriela | acao=estudou computacao | valor=1592
linha=2776 | nome=Paulo | acao=participou da aula | valor=3188
linha=2777 | nome=Mariana | acao=fez um experimento | valor=5618
linha=2778 | nome=Gabriela | acao=executou o benchmark | valor=8745
linha=2779 | nome=Mariana | acao=otimizou o algoritmo | valor=8278
linha=2780 | nome=Lucas | acao=comparou as metricas | valor=6050
linha=2781 | nome=Mariana | acao=fez um experimento | valor=4257
linha=2782 | nome=Bruno | acao=fez um experimento | valor=2781
linha=2783 | nome=Paulo | acao=fez um experimento | valor=2784
linha=2784 | nome=Eduarda | acao=analisou os resultados | valor=4504
linha=2785 | nome=Mariana | acao=otimizou o algoritmo | valor=6292
linha=2786 | nome=Joao | acao=estudou computacao | valor=9101
linha=2787 | nome=Karen | acao=estudou computacao | valor=6705
linha=2788 | nome=Gabriela | acao=analisou os resultados | valor=6358
linha=2789 | nome=Renata | acao=otimizou o algoritmo | valor=2952
linha=2790 | nome=Renata | acao=analisou os resultados | valor=9919
linha=2791 | nome=Paulo | acao=analisou os resultados | valor=1134
linha=2792 | nome=Renata | acao=executou o benchmark | valor=2359
linha=2793 | nome=Bruno | acao=participou da aula | valor=7733
linha=2794 | nome=Bruno | acao=executou o benchmark | valor=5462
linha=2795 | nome=Helena | acao=otimizou o algoritmo | valor=6386
linha=2796 | nome=Helena | acao=fez um experimento | valor=9038
linha=2797 | nome=Bruno | acao=comparou as metricas | valor=7883
linha=2798 | nome=Carlos | acao=otimizou o algoritmo | valor=4284
linha=2799 | nome=Paulo | acao=executou o benchmark | valor=9213
linha=2800 | nome=Renata | acao=escreveu o relatorio | valor=3187
linha=2801 | nome=Otavio | acao=participou da aula | valor=9972
linha=2802 | nome=Helena | acao=analisou os resultados | valor=4012
linha=2803 | nome=Igor | acao=otimizou o algoritmo | valor=3364
linha=2804 | nome=Natalia | acao=escreveu o relatorio | valor=7091
linha=2805 | nome=Vitor | acao=executou o benchmark | valor=6541
linha=2806 | nome=Helena | acao=otimizou o algoritmo | valor=7376
linha=2807 | nome=Felipe | acao=participou da aula | valor=8923
linha=2808 | nome=Daniela | acao=fez um experimento | valor=9143
linha=2809 | nome=Felipe | acao=comparou as metricas | valor=5997
linha=2810 | nome=Eduarda | acao=comparou as metricas | valor=4119
linha=2811 | nome=Ana | acao=comparou as metricas | valor=2074
linha=2812 | nome=Eduarda | acao=analisou os resultados | valor=6196
linha=2813 | nome=Eduarda | acao=fez um experimento | valor=6313
linha=2814 | nome=Helena | acao=comparou as metricas | valor=8902
linha=2815 | nome=Bruno | acao=executou o benchmark | valor=1991
linha=2816 | nome=Felipe | acao=comparou as metricas | valor=6335
linha=2817 | nome=Otavio | acao=comparou as metricas | valor=5193
linha=2818 | nome=Igor | acao=comparou as metricas | valor=4033
linha=2819 | nome=Carlos | acao=escreveu o relatorio | valor=2945
linha=2820 | nome=Tiago | acao=participou da aula | valor=2283
linha=2821 | nome=Felipe | acao=escreveu o relatorio | valor=5268
linha=2822 | nome=Sofia | acao=analisou os resultados | valor=8838
linha=2823 | nome=Tiago | acao=escreveu o relatorio | valor=4405
linha=2824 | nome=Karen | acao=comparou as metricas | valor=7187
linha=2825 | nome=Ana | acao=analisou os resultados | valor=4079
linha=2826 | nome=Renata | acao=fez um experimento | valor=7030
linha=2827 | nome=Joao | acao=estudou computacao | valor=7138
linha=2828 | nome=Tiago | acao=executou o benchmark | valor=3423
linha=2829 | nome=Lucas | acao=escreveu o relatorio | valor=7612
linha=2830 | nome=Vitor | acao=comparou as metricas | valor=6264
linha=2831 | nome=Daniela | acao=otimizou o algoritmo | valor=2936
linha=2832 | nome=Tiago | acao=estudou computacao | valor=6789
linha=2833 | nome=Helena | acao=participou da aula | valor=1085
linha=2834 | nome=Igor | acao=otimizou o algoritmo | valor=1692
linha=2835 | nome=Joao | acao=participou da aula | valor=2839
linha=2836 | nome=Ana | acao=fez um experimento | valor=6501
linha=2837 | nome=Sofia | acao=escreveu o relatorio | valor=9160
linha=2838 | nome=Paulo | acao=comparou as metricas | valor=3153
linha=2839 | nome=Ana | acao=executou o benchmark | valor=2242
linha=2840 | nome=Otavio | acao=executou o benchmark | valor=6287
linha=2841 | nome=Ana | acao=executou o benchmark | valor=1502
linha=2842 | nome=Karen | acao=otimizou o algoritmo | valor=2171
linha=2843 | nome=Gabriela | acao=comparou as metricas | valor=2058
linha=2844 | nome=Mariana | acao=otimizou o algoritmo | valor=5874
linha=2845 | nome=Bruno | acao=estudou computacao | valor=2564
linha=2846 | nome=Otavio | acao=estudou computacao | valor=9144
linha=2847 | nome=Daniela | acao=escreveu o relatorio | valor=9290
linha=2848 | nome=Helena | acao=escreveu o relatorio | valor=8396
linha=2849 | nome=Renata | acao=estudou computacao | valor=2556
linha=2850 | nome=Daniela | acao=estudou computacao | valor=5100
linha=2851 | nome=Ana | acao=escreveu o relatorio | valor=5795
linha=2852 | nome=Ana | acao=analisou os resultados | valor=5648
linha=2853 | nome=Tiago | acao=comparou as metricas | valor=7240
linha=2854 | nome=Natalia | acao=executou o benchmark | valor=9528
linha=2855 | nome=Tiago | acao=otimizou o algoritmo | valor=1319
linha=2856 | nome=Tiago | acao=fez um experimento | valor=4016
linha=2857 | nome=Mariana | acao=comparou as metricas | valor=5016
linha=2858 | nome=Lucas | acao=fez um experimento | valor=3134
linha=2859 | nome=Felipe | acao=escreveu o relatorio | valor=7754
linha=2860 | nome=Ana | acao=fez um experimento | valor=5606
linha=2861 | nome=Daniela | acao=executou o benchmark | valor=5780
linha=2862 | nome=Sofia | acao=comparou as metricas | valor=4734
linha=2863 | nome=Ana | acao=escreveu o relatorio | valor=5254
linha=2864 | nome=Joao | acao=fez um experimento | valor=7325
linha=2865 | nome=Helena | acao=fez um experimento | valor=7380
linha=2866 | nome=Karen | acao=otimizou o algoritmo | valor=9276
linha=2867 | nome=Eduarda | acao=participou da aula | valor=1152
linha=2868 | nome=Daniela | acao=otimizou o algoritmo | valor=9291
linha=2869 | nome=Lucas | acao=fez um experimento | valor=8298
linha=2870 | nome=Paulo | acao=estudou computacao | valor=5775
linha=2871 | nome=Paulo | acao=fez um experimento | valor=7202
linha=2872 | nome=Joao | acao=otimizou o algoritmo | valor=1108
linha=2873 | nome=Karen | acao=escreveu o relatorio | valor=9885
linha=2874 | nome=Karen | acao=estudou computacao | valor=3557
linha=2875 | nome=Sofia | acao=comparou as metricas | valor=7609
linha=2876 | nome=Felipe | acao=estudou computacao | valor=7777
linha=2877 | nome=Joao | acao=otimizou o algoritmo | valor=6705
linha=2878 | nome=Tiago | acao=analisou os resultados | valor=5883
linha=2879 | nome=Vitor | acao=fez um experimento | valor=3298
linha=2880 | nome=Felipe | acao=executou o benchmark | valor=9781
linha=2881 | nome=Otavio | acao=comparou as metricas | valor=8616
linha=2882 | nome=Daniela | acao=estudou computacao | valor=4961
linha=2883 | nome=Joao | acao=escreveu o relatorio | valor=1270
linha=2884 | nome=Paulo | acao=executou o benchmark | valor=8552
linha=2885 | nome=Felipe | acao=executou o benchmark | valor=3135
linha=2886 | nome=Sofia | acao=otimizou o algoritmo | valor=2090
linha=2887 | nome=Carlos | acao=participou da aula | valor=9566
linha=2888 | nome=Mariana | acao=estudou computacao | valor=8846
linha=2889 | nome=Mariana | acao=analisou os resultados | valor=1279
linha=2890 | nome=Otavio | acao=escreveu o relatorio | valor=2682
linha=2891 | nome=Bruno | acao=otimizou o algoritmo | valor=7348
linha=2892 | nome=Paulo | acao=escreveu o relatorio | valor=5752
linha=2893 | nome=Tiago | acao=escreveu o relatorio | valor=9616
linha=2894 | nome=Sofia | acao=comparou as metricas | valor=1225
linha=2895 | nome=Otavio | acao=participou da aula | valor=7368
linha=2896 | nome=Daniela | acao=participou da aula | valor=5123
linha=2897 | nome=Tiago | acao=escreveu o relatorio | valor=2499
linha=2898 | nome=Eduarda | acao=comparou as metricas | valor=9884
linha=2899 | nome=Karen | acao=escreveu o relatorio | valor=8516
linha=2900 | nome=Carlos | acao=fez um experimento | valor=5262
linha=2901 | nome=Karen | acao=analisou os resultados | valor=3485
linha=2902 | nome=Sofia | acao=executou o benchmark | valor=5052
linha=2903 | nome=Otavio | acao=fez um experimento | valor=1180
linha=2904 | nome=Bruno | acao=otimizou o algoritmo | valor=9445
linha=2905 | nome=Mariana | acao=executou o benchmark | valor=6691
linha=2906 | nome=Natalia | acao=escreveu o relatorio | valor=8974
linha=2907 | nome=Mariana | acao=analisou os resultados | valor=3557
linha=2908 | nome=Eduarda | acao=fez um experimento | valor=4203
linha=2909 | nome=Helena | acao=escreveu o relatorio | valor=2854
linha=2910 | nome=Carlos | acao=estudou computacao | valor=9746
linha=2911 | nome=Renata | acao=fez um experimento | valor=3353
linha=2912 | nome=Eduarda | acao=fez um experimento | valor=8676
linha=2913 | nome=Lucas | acao=escreveu o relatorio | valor=9643
linha=2914 | nome=Lucas | acao=estudou computacao | valor=9232
linha=2915 | nome=Tiago | acao=comparou as metricas | valor=7395
linha=2916 | nome=Bruno | acao=escreveu o relatorio | valor=5506
linha=2917 | nome=Mariana | acao=otimizou o algoritmo | valor=5095
linha=2918 | nome=Helena | acao=escreveu o relatorio | valor=6685
linha=2919 | nome=Helena | acao=estudou computacao | valor=7077
linha=2920 | nome=Helena | acao=participou da aula | valor=1999
linha=2921 | nome=Felipe | acao=executou o benchmark | valor=1710
linha=2922 | nome=Otavio | acao=executou o benchmark | valor=1301
linha=2923 | nome=Helena | acao=fez um experimento | valor=8139
linha=2924 | nome=Bruno | acao=fez um experimento | valor=2975
linha=2925 | nome=Otavio | acao=escreveu o relatorio | valor=8350
linha=2926 | nome=Lucas | acao=analisou os resultados | valor=1841
linha=2927 | nome=Gabriela | acao=executou o benchmark | valor=7404
linha=2928 | nome=Daniela | acao=estudou computacao | valor=7857
linha=2929 | nome=Carlos | acao=participou da aula | valor=5588
linha=2930 | nome=Tiago | acao=comparou as metricas | valor=1400
linha=2931 | nome=Renata | acao=participou da aula | valor=5013
linha=2932 | nome=Natalia | acao=executou o benchmark | valor=6323
linha=2933 | nome=Karen | acao=comparou as metricas | valor=5954
linha=2934 | nome=Lucas | acao=comparou as metricas | valor=6906
linha=2935 | nome=Lucas | acao=escreveu o relatorio | valor=7393
linha=2936 | nome=Joao | acao=otimizou o algoritmo | valor=3882
linha=2937 | nome=Felipe | acao=comparou as metricas | valor=7612
linha=2938 | nome=Carlos | acao=otimizou o algoritmo | valor=3648
linha=2939 | nome=Carlos | acao=fez um experimento | valor=6600
linha=2940 | nome=Gabriela | acao=analisou os resultados | valor=6396
linha=2941 | nome=Felipe | acao=otimizou o algoritmo | valor=5958
linha=2942 | nome=Lucas | acao=otimizou o algoritmo | valor=9897
linha=2943 | nome=Natalia | acao=analisou os resultados | valor=5154
linha=2944 | nome=Eduarda | acao=comparou as metricas | valor=3214
linha=2945 | nome=Mariana | acao=participou da aula | valor=5793
linha=2946 | nome=Natalia | acao=comparou as metricas | valor=9147
linha=2947 | nome=Mariana | acao=otimizou o algoritmo | valor=7608
linha=2948 | nome=Bruno | acao=analisou os resultados | valor=5667
linha=2949 | nome=Joao | acao=escreveu o relatorio | valor=7923
linha=2950 | nome=Gabriela | acao=analisou os resultados | valor=6150
linha=2951 | nome=Otavio | acao=comparou as metricas | valor=6922
linha=2952 | nome=Renata | acao=participou da aula | valor=9196
linha=2953 | nome=Daniela | acao=fez um experimento | valor=4587
linha=2954 | nome=Mariana | acao=analisou os resultados | valor=9001
linha=2955 | nome=Lucas | acao=escreveu o relatorio | valor=2199
linha=2956 | nome=Renata | acao=analisou os resultados | valor=5272
linha=2957 | nome=Lucas | acao=analisou os resultados | valor=4714
linha=2958 | nome=Natalia | acao=escreveu o relatorio | valor=5175
linha=2959 | nome=Tiago | acao=otimizou o algoritmo | valor=8317
linha=2960 | nome=Ana | acao=analisou os resultados | valor=8395
linha=2961 | nome=Lucas | acao=analisou os resultados | valor=1657
linha=2962 | nome=Ana | acao=comparou as metricas | valor=2730
linha=2963 | nome=Vitor | acao=estudou computacao | valor=2676
linha=2964 | nome=Igor | acao=otimizou o algoritmo | valor=7538
linha=2965 | nome=Ana | acao=executou o benchmark | valor=6713
linha=2966 | nome=Felipe | acao=fez um experimento | valor=3968
linha=2967 | nome=Natalia | acao=escreveu o relatorio | valor=5940
linha=2968 | nome=Renata | acao=participou da aula | valor=1952
linha=2969 | nome=Tiago | acao=estudou computacao | valor=3808
linha=2970 | nome=Carlos | acao=escreveu o relatorio | valor=3173
linha=2971 | nome=Joao | acao=comparou as metricas | valor=1893
linha=2972 | nome=Igor | acao=otimizou o algoritmo | valor=7843
linha=2973 | nome=Sofia | acao=estudou computacao | valor=1266
linha=2974 | nome=Otavio | acao=comparou as metricas | valor=8300
linha=2975 | nome=Bruno | acao=analisou os resultados | valor=5723
linha=2976 | nome=Renata | acao=otimizou o algoritmo | valor=5636
linha=2977 | nome=Bruno | acao=executou o benchmark | valor=6561
linha=2978 | nome=Helena | acao=estudou computacao | valor=3351
linha=2979 | nome=Renata | acao=analisou os resultados | valor=6563
linha=2980 | nome=Otavio | acao=executou o benchmark | valor=7372
linha=2981 | nome=Ana | acao=escreveu o relatorio | valor=5994
linha=2982 | nome=Renata | acao=participou da aula | valor=5118
linha=2983 | nome=Daniela | acao=participou da aula | valor=6294
linha=2984 | nome=Natalia | acao=analisou os resultados | valor=8307
linha=2985 | nome=Tiago | acao=analisou os resultados | valor=1173
linha=2986 | nome=Ana | acao=participou da aula | valor=5700
linha=2987 | nome=Daniela | acao=fez um experimento | valor=6113
linha=2988 | nome=Gabriela | acao=fez um experimento | valor=7618
linha=2989 | nome=Tiago | acao=executou o benchmark | valor=7584
linha=2990 | nome=Renata | acao=escreveu o relatorio | valor=6078
linha=2991 | nome=Felipe | acao=executou o benchmark | valor=3494
linha=2992 | nome=Joao | acao=participou da aula | valor=5505
linha=2993 | nome=Natalia | acao=estudou computacao | valor=5296
linha=2994 | nome=Mariana | acao=executou o benchmark | valor=6550
linha=2995 | nome=Mariana | acao=executou o benchmark | valor=9587
linha=2996 | nome=Natalia | acao=comparou as metricas | valor=9916
linha=2997 | nome=Gabriela | acao=escreveu o relatorio | valor=5118
linha=2998 | nome=Mariana | acao=otimizou o algoritmo | valor=4141
linha=2999 | nome=Otavio | acao=comparou as metricas | valor=2909
linha=3000 | nome=Sofia | acao=escreveu o relatorio | valor=7559
linha=3001 | nome=Felipe | acao=analisou os resultados | valor=2282
linha=3002 | nome=Helena | acao=analisou os resultados | valor=6878
linha=3003 | nome=Mariana | acao=escreveu o relatorio | valor=2151
linha=3004 | nome=Helena | acao=otimizou o algoritmo | valor=4881
linha=3005 | nome=Lucas | acao=executou o benchmark | valor=1150
linha=3006 | nome=Karen | acao=comparou as metricas | valor=3086
linha=3007 | nome=Eduarda | acao=executou o benchmark | valor=1373
linha=3008 | nome=Sofia | acao=comparou as metricas | valor=4661
linha=3009 | nome=Otavio | acao=estudou computacao | valor=2537
linha=3010 | nome=Lucas | acao=comparou as metricas | valor=1327
linha=3011 | nome=Ana | acao=fez um experimento | valor=8871
linha=3012 | nome=Paulo | acao=otimizou o algoritmo | valor=3500
linha=3013 | nome=Joao | acao=comparou as metricas | valor=7365
linha=3014 | nome=Felipe | acao=executou o benchmark | valor=1252
linha=3015 | nome=Sofia | acao=executou o benchmark | valor=9420
linha=3016 | nome=Vitor | acao=participou da aula | valor=4719
linha=3017 | nome=Joao | acao=fez um experimento | valor=1407
linha=3018 | nome=Daniela | acao=escreveu o relatorio | valor=3368
linha=3019 | nome=Mariana | acao=comparou as metricas | valor=3344
linha=3020 | nome=Natalia | acao=participou da aula | valor=7431
linha=3021 | nome=Lucas | acao=fez um experimento | valor=4513
linha=3022 | nome=Renata | acao=comparou as metricas | valor=3160
linha=3023 | nome=Felipe | acao=otimizou o algoritmo | valor=1612
linha=3024 | nome=Karen | acao=fez um experimento | valor=9278
linha=3025 | nome=Carlos | acao=fez um experimento | valor=9065
linha=3026 | nome=Gabriela | acao=escreveu o relatorio | valor=2240
linha=3027 | nome=Mariana | acao=estudou computacao | valor=3328
linha=3028 | nome=Daniela | acao=fez um experimento | valor=6731
linha=3029 | nome=Otavio | acao=estudou computacao | valor=3111
linha=3030 | nome=Ana | acao=otimizou o algoritmo | valor=6413
linha=3031 | nome=Gabriela | acao=comparou as metricas | valor=2787
linha=3032 | nome=Eduarda | acao=fez um experimento | valor=7466
linha=3033 | nome=Eduarda | acao=escreveu o relatorio | valor=2124
linha=3034 | nome=Mariana | acao=participou da aula | valor=8829
linha=3035 | nome=Eduarda | acao=comparou as metricas | valor=6622
linha=3036 | nome=Lucas | acao=participou da aula | valor=7449
linha=3037 | nome=Tiago | acao=comparou as metricas | valor=6290
linha=3038 | nome=Karen | acao=estudou computacao | valor=2473
linha=3039 | nome=Eduarda | acao=analisou os resultados | valor=2220
linha=3040 | nome=Igor | acao=estudou computacao | valor=7670
linha=3041 | nome=Renata | acao=comparou as metricas | valor=2805
linha=3042 | nome=Sofia | acao=comparou as metricas | valor=5244
linha=3043 | nome=Carlos | acao=comparou as metricas | valor=8041
linha=3044 | nome=Joao | acao=estudou computacao | valor=1496
linha=3045 | nome=Igor | acao=fez um experimento | valor=8832
linha=3046 | nome=Carlos | acao=participou da aula | valor=2895
linha=3047 | nome=Joao | acao=comparou as metricas | valor=2768
linha=3048 | nome=Gabriela | acao=analisou os resultados | valor=9008
linha=3049 | nome=Renata | acao=estudou computacao | valor=2914
linha=3050 | nome=Karen | acao=analisou os resultados | valor=2765
linha=3051 | nome=Renata | acao=otimizou o algoritmo | valor=5789
linha=3052 | nome=Renata | acao=escreveu o relatorio | valor=8751
linha=3053 | nome=Karen | acao=executou o benchmark | valor=4654
linha=3054 | nome=Natalia | acao=estudou computacao | valor=3591
linha=3055 | nome=Tiago | acao=executou o benchmark | valor=4865
linha=3056 | nome=Tiago | acao=fez um experimento | valor=3081
linha=3057 | nome=Karen | acao=otimizou o algoritmo | valor=3812
linha=3058 | nome=Vitor | acao=otimizou o algoritmo | valor=7087
linha=3059 | nome=Natalia | acao=comparou as metricas | valor=9095
linha=3060 | nome=Tiago | acao=otimizou o algoritmo | valor=1512
linha=3061 | nome=Lucas | acao=fez um experimento | valor=2305
linha=3062 | nome=Igor | acao=comparou as metricas | valor=8985
linha=3063 | nome=Renata | acao=fez um experimento | valor=1810
linha=3064 | nome=Natalia | acao=estudou computacao | valor=6924
linha=3065 | nome=Ana | acao=estudou computacao | valor=5519
linha=3066 | nome=Felipe | acao=participou da aula | valor=2756
linha=3067 | nome=Igor | acao=analisou os resultados | valor=3688
linha=3068 | nome=Joao | acao=escreveu o relatorio | valor=8887
linha=3069 | nome=Natalia | acao=comparou as metricas | valor=4626
linha=3070 | nome=Joao | acao=estudou computacao | valor=2311
linha=3071 | nome=Carlos | acao=participou da aula | valor=6311
linha=3072 | nome=Bruno | acao=otimizou o algoritmo | valor=5942
linha=3073 | nome=Lucas | acao=analisou os resultados | valor=4129
linha=3074 | nome=Sofia | acao=executou o benchmark | valor=8247
linha=3075 | nome=Mariana | acao=analisou os resultados | valor=2051
linha=3076 | nome=Renata | acao=analisou os resultados | valor=2681
linha=3077 | nome=Tiago | acao=participou da aula | valor=3221
linha=3078 | nome=Gabriela | acao=fez um experimento | valor=5429
linha=3079 | nome=Natalia | acao=fez um experimento | valor=6728
linha=3080 | nome=Vitor | acao=escreveu o relatorio | valor=6604
linha=3081 | nome=Ana | acao=otimizou o algoritmo | valor=9473
linha=3082 | nome=Otavio | acao=executou o benchmark | valor=1053
linha=3083 | nome=Otavio | acao=participou da aula | valor=6274
linha=3084 | nome=Ana | acao=participou da aula | valor=4431
linha=3085 | nome=Karen | acao=estudou computacao | valor=8942
linha=3086 | nome=Paulo | acao=analisou os resultados | valor=9130
linha=3087 | nome=Karen | acao=escreveu o relatorio | valor=9686
linha=3088 | nome=Igor | acao=participou da aula | valor=3497
linha=3089 | nome=Sofia | acao=analisou os resultados | valor=1568
linha=3090 | nome=Felipe | acao=fez um experimento | valor=9006
linha=3091 | nome=Gabriela | acao=comparou as metricas | valor=3572
linha=3092 | nome=Felipe | acao=analisou os resultados | valor=4994
linha=3093 | nome=Mariana | acao=analisou os resultados | valor=8829
linha=3094 | nome=Otavio | acao=otimizou o algoritmo | valor=8735
linha=3095 | nome=Sofia | acao=escreveu o relatorio | valor=8787
linha=3096 | nome=Daniela | acao=estudou computacao | valor=3642
linha=3097 | nome=Paulo | acao=escreveu o relatorio | valor=2159
linha=3098 | nome=Paulo | acao=estudou computacao | valor=1504
linha=3099 | nome=Joao | acao=analisou os resultados | valor=3890
linha=3100 | nome=Carlos | acao=fez um experimento | valor=7925
linha=3101 | nome=Vitor | acao=participou da aula | valor=9705
linha=3102 | nome=Joao | acao=executou o benchmark | valor=8796
linha=3103 | nome=Gabriela | acao=estudou computacao | valor=7507
linha=3104 | nome=Joao | acao=comparou as metricas | valor=3779
linha=3105 | nome=Tiago | acao=fez um experimento | valor=8070
linha=3106 | nome=Lucas | acao=escreveu o relatorio | valor=5838
linha=3107 | nome=Mariana | acao=fez um experimento | valor=5416
linha=3108 | nome=Daniela | acao=fez um experimento | valor=7681
linha=3109 | nome=Karen | acao=escreveu o relatorio | valor=8561
linha=3110 | nome=Otavio | acao=participou da aula | valor=5240
linha=3111 | nome=Ana | acao=fez um experimento | valor=4008
linha=3112 | nome=Daniela | acao=participou da aula | valor=3509
linha=3113 | nome=Otavio | acao=fez um experimento | valor=2301
linha=3114 | nome=Helena | acao=executou o benchmark | valor=4581
linha=3115 | nome=Vitor | acao=otimizou o algoritmo | valor=4887
linha=3116 | nome=Otavio | acao=participou da aula | valor=6932
linha=3117 | nome=Helena | acao=comparou as metricas | valor=6246
linha=3118 | nome=Helena | acao=estudou computacao | valor=6791
linha=3119 | nome=Helena | acao=analisou os resultados | valor=1587
linha=3120 | nome=Mariana | acao=participou da aula | valor=3920
linha=3121 | nome=Paulo | acao=fez um experimento | valor=1632
linha=3122 | nome=Tiago | acao=executou o benchmark | valor=3031
linha=3123 | nome=Daniela | acao=fez um experimento | valor=7399
linha=3124 | nome=Daniela | acao=participou da aula | valor=2405
linha=3125 | nome=Mariana | acao=participou da aula | valor=6514
linha=3126 | nome=Vitor | acao=analisou os resultados | valor=2353
linha=3127 | nome=Carlos | acao=comparou as metricas | valor=1887
linha=3128 | nome=Gabriela | acao=participou da aula | valor=5838
linha=3129 | nome=Tiago | acao=fez um experimento | valor=6620
linha=3130 | nome=Gabriela | acao=participou da aula | valor=5280
linha=3131 | nome=Sofia | acao=participou da aula | valor=6540
linha=3132 | nome=Carlos | acao=escreveu o relatorio | valor=6030
linha=3133 | nome=Tiago | acao=analisou os resultados | valor=1753
linha=3134 | nome=Natalia | acao=executou o benchmark | valor=8050
linha=3135 | nome=Daniela | acao=participou da aula | valor=2056
linha=3136 | nome=Mariana | acao=analisou os resultados | valor=6296
linha=3137 | nome=Natalia | acao=otimizou o algoritmo | valor=3394
linha=3138 | nome=Bruno | acao=escreveu o relatorio | valor=3182
linha=3139 | nome=Gabriela | acao=escreveu o relatorio | valor=1816
linha=3140 | nome=Renata | acao=fez um experimento | valor=5776
linha=3141 | nome=Helena | acao=escreveu o relatorio | valor=3246
linha=3142 | nome=Sofia | acao=escreveu o relatorio | valor=5437
linha=3143 | nome=Gabriela | acao=analisou os resultados | valor=7036
linha=3144 | nome=Natalia | acao=comparou as metricas | valor=3393
linha=3145 | nome=Helena | acao=participou da aula | valor=7379
linha=3146 | nome=Carlos | acao=participou da aula | valor=7961
linha=3147 | nome=Mariana | acao=estudou computacao | valor=6857
linha=3148 | nome=Mariana | acao=participou da aula | valor=4670
linha=3149 | nome=Mariana | acao=comparou as metricas | valor=7371
linha=3150 | nome=Renata | acao=estudou computacao | valor=8394
linha=3151 | nome=Gabriela | acao=estudou computacao | valor=5937
linha=3152 | nome=Lucas | acao=executou o benchmark | valor=5736
linha=3153 | nome=Lucas | acao=fez um experimento | valor=1891
linha=3154 | nome=Joao | acao=analisou os resultados | valor=3439
linha=3155 | nome=Gabriela | acao=analisou os resultados | valor=4632
linha=3156 | nome=Mariana | acao=otimizou o algoritmo | valor=3795
linha=3157 | nome=Karen | acao=otimizou o algoritmo | valor=2522
linha=3158 | nome=Carlos | acao=otimizou o algoritmo | valor=3076
linha=3159 | nome=Karen | acao=executou o benchmark | valor=2777
linha=3160 | nome=Ana | acao=escreveu o relatorio | valor=7699
linha=3161 | nome=Felipe | acao=participou da aula | valor=6101
linha=3162 | nome=Mariana | acao=otimizou o algoritmo | valor=6492
linha=3163 | nome=Karen | acao=participou da aula | valor=7149
linha=3164 | nome=Igor | acao=otimizou o algoritmo | valor=9948
linha=3165 | nome=Felipe | acao=executou o benchmark | valor=5864
linha=3166 | nome=Otavio | acao=analisou os resultados | valor=6744
linha=3167 | nome=Natalia | acao=estudou computacao | valor=1349
linha=3168 | nome=Mariana | acao=participou da aula | valor=6643
linha=3169 | nome=Ana | acao=comparou as metricas | valor=7492
linha=3170 | nome=Mariana | acao=otimizou o algoritmo | valor=7599
linha=3171 | nome=Felipe | acao=escreveu o relatorio | valor=5796
linha=3172 | nome=Daniela | acao=executou o benchmark | valor=6373
linha=3173 | nome=Joao | acao=escreveu o relatorio | valor=7242
linha=3174 | nome=Lucas | acao=escreveu o relatorio | valor=8990
linha=3175 | nome=Natalia | acao=fez um experimento | valor=5262
linha=3176 | nome=Sofia | acao=estudou computacao | valor=5578
linha=3177 | nome=Natalia | acao=otimizou o algoritmo | valor=9711
linha=3178 | nome=Felipe | acao=participou da aula | valor=7946
