linha=1 | nome=Vitor | acao=otimizou o algoritmo | valor=7002
linha=2666 | nome=Paulo | acao=escreveu o relatorio | valor=4247
linha=2667 | nome=Daniela | acao=estudou computacao | valor=9492
linha=2668 | nome=Renata | acao=otimizou o algoritmo | valor=3862
linha=2669 | nome=Karen | acao=estudou computacao | valor=2249
linha=2670 | nome=Mariana | acao=analisou os resultados | valor=8375
linha=2671 | nome=Vitor | acao=fez um experimento | valor=2666
linha=2672 | nome=Vitor | acao=comparou as metricas | valor=6424
linha=2673 | nome=Igor | acao=escreveu o relatorio | valor=2759
linha=2674 | nome=Otavio | acao=escreveu o relatorio | valor=9474
linha=2675 | nome=Gabriela | acao=fez um experimento | valor=1667
linha=2676 | nome=Paulo | acao=participou da aula | valor=1664
linha=2677 | nome=Sofia | acao=estudou computacao | valor=7544
linha=2678 | nome=Mariana | acao=escreveu o relatorio | valor=1397
linha=2679 | nome=Vitor | acao=escreveu o relatorio | valor=2602
linha=2680 | nome=Paulo | acao=fez um experimento | valor=7574
linha=2681 | nome=Igor | acao=comparou as metricas | valor=9260
linha=2682 | nome=Helena | acao=executou o benchmark | valor=3452
linha=2683 | nome=Carlos | acao=comparou as metricas | valor=1481
linha=2684 | nome=Paulo | acao=comparou as metricas | valor=4815
linha=2685 | nome=Paulo | acao=escreveu o relatorio | valor=4545
linha=2686 | nome=Carlos | acao=participou da aula | valor=1298
linha=2687 | nome=Felipe | acao=escreveu o relatorio | valor=7734
linha=2688 | nome=Joao | acao=analisou os resultados | valor=3541
linha=2689 | nome=Helena | acao=analisou os resultados | valor=9007
linha=2690 | nome=Sofia | acao=escreveu o relatorio | valor=1620
linha=2691 | nome=Mariana | acao=analisou os resultados | valor=4193
linha=2692 | nome=Daniela | acao=estudou computacao | valor=8927
linha=2693 | nome=Renata | acao=executou o benchmark | valor=6458
linha=2694 | nome=Renata | acao=otimizou o algoritmo | valor=3723
linha=2695 | nome=Mariana | acao=escreveu o relatorio | valor=9645
linha=2696 | nome=Lucas | acao=fez um experimento | valor=4204
linha=2697 | nome=Tiago | acao=otimizou o algoritmo | valor=5188
linha=2698 | nome=Joao | acao=estudou computacao | valor=7991
linha=2699 | nome=Vitor | acao=otimizou o algoritmo | valor=2807
linha=2700 | nome=Daniela | acao=fez um experimento | valor=1838
linha=2701 | nome=Felipe | acao=participou da aula | valor=3850
linha=2702 | nome=Felipe | acao=comparou as metricas | valor=9270
linha=2703 | nome=Tiago | acao=estudou computacao | valor=7532
linha=2704 | nome=Helena | acao=comparou as metricas | valor=7481
linha=2705 | nome=Otavio | acao=otimizou o algoritmo | valor=4637
linha=2706 | nome=Vitor | acao=fez um experimento | valor=4228
linha=2707 | nome=Bruno | acao=analisou os resultados | valor=4659
linha=2708 | nome=Igor | acao=participou da aula | valor=7300
linha=2709 | nome=Sofia | acao=escreveu o relatorio | valor=5097
linha=2710 | nome=Vitor | acao=escreveu o relatorio | valor=8400
linha=2711 | nome=Renata | acao=participou da aula | valor=8987
linha=2712 | nome=Carlos | acao=comparou as metricas | valor=6726
linha=2713 | nome=Daniela | acao=comparou as metricas | valor=8901
linha=2714 | nome=Vitor | acao=comparou as metricas | valor=8851
linha=2715 | nome=Bruno | acao=escreveu o relatorio | valor=1887
linha=2716 | nome=Ana | acao=escreveu o relatorio | valor=5858
linha=2717 | nome=Bruno | acao=comparou as metricas | valor=3123
linha=2718 | nome=Ana | acao=comparou as metricas | valor=3906
linha=2719 | nome=Sofia | acao=participou da aula | valor=5362
linha=2720 | nome=Sofia | acao=escreveu o relatorio | valor=5185
linha=2721 | nome=Natalia | acao=otimizou o algoritmo | valor=5976
linha=2722 | nome=Igor | acao=estudou computacao | valor=2609
linha=2723 | nome=Eduarda | acao=executou o benchmark | valor=3182
linha=2724 | nome=Joao | acao=otimizou o algoritmo | valor=6690
linha=2725 | nome=Mariana | acao=comparou as metricas | valor=5590
linha=2726 | nome=Helena | acao=estudou computacao | valor=8190
linha=2727 | nome=Ana | acao=participou da aula | valor=7839
linha=2728 | nome=Otavio | acao=executou o benchmark | valor=9312
linha=2729 | nome=Vitor | acao=estudou computacao | valor=2789
linha=2730 | nome=Igor | acao=executou o benchmark | valor=1359
linha=2731 | nome=Renata | acao=participou da aula | valor=2638
linha=2732 | nome=Carlos | acao=analisou os resultados | valor=3577
linha=2733 | nome=Lucas | acao=estudou computacao | valor=6161
linha=2734 | nome=Renata | acao=comparou as metricas | valor=1545
linha=2735 | nome=Paulo | acao=executou o benchmark | valor=8328
linha=2736 | nome=Gabriela | acao=fez um experimento | valor=7574
linha=2737 | nome=Ana | acao=participou da aula | valor=8798
linha=2738 | nome=Karen | acao=participou da aula | valor=8877
linha=2739 | nome=Igor | acao=estudou computacao | valor=4397
linha=2740 | nome=Carlos | acao=otimizou o algoritmo | valor=2259
linha=2741 | nome=Paulo | acao=executou o benchmark | valor=5623
linha=2742 | nome=Sofia | acao=analisou os resultados | valor=2904
linha=2743 | nome=Karen | acao=participou da aula | valor=3109
linha=2744 | nome=Daniela | acao=analisou os resultados | valor=8660
linha=2745 | nome=Mariana | acao=fez um experimento | valor=4852
linha=2746 | nome=Karen | acao=fez um experimento | valor=8007
linha=2747 | nome=Bruno | acao=escreveu o relatorio | valor=2133
linha=2748 | nome=Tiago | acao=escreveu o relatorio | valor=3801
linha=2749 | nome=Carlos | acao=executou o benchmark | valor=9531
linha=2750 | nome=Felipe | acao=analisou os resultados | valor=8350
linha=2751 | nome=Paulo | acao=comparou as metricas | valor=7632
linha=2752 | nome=Mariana | acao=otimizou o algoritmo | valor=8832
linha=2753 | nome=Carlos | acao=fez um experimento | valor=3638
linha=2754 | nome=Mariana | acao=comparou as metricas | valor=1364
linha=2755 | nome=Mariana | acao=escreveu o relatorio | valor=2993
linha=2756 | nome=Vitor | acao=estudou computacao | valor=4102
linha=2757 | nome=Felipe | acao=escreveu o relatorio | valor=6501
linha=2758 | nome=Karen | acao=escreveu o relatorio | valor=2086
linha=2759 | nome=Bruno | acao=participou da aula | valor=8148
linha=2760 | nome=Karen | acao=escreveu o relatorio | valor=9545
linha=2761 | nome=Tiago | acao=executou o benchmark | valor=5320
linha=2762 | nome=Sofia | acao=otimizou o algoritmo | valor=2752
linha=2763 | nome=Karen | acao=escreveu o relatorio | valor=4434
linha=2764 | nome=Helena | acao=analisou os resultados | valor=7743
linha=2765 | nome=Joao | acao=analisou os resultados | valor=2324
linha=2766 | nome=Sofia | acao=analisou os resultados | valor=3128
linha=2767 | nome=Carlos | acao=comparou as metricas | valor=7459
linha=2768 | nome=Bruno | acao=executou o benchmark | valor=8261
linha=2769 | nome=Tiago | acao=otimizou o algoritmo | valor=6753
linha=2770 | nome=Bruno | acao=fez um experimento | valor=8205
linha=2771 | nome=Otavio | acao=participou da aula | valor=4077
linha=2772 | nome=Joao | acao=analisou os resultados | valor=7235
linha=2773 | nome=Eduarda | acao=estudou computacao | valor=2167
linha=2774 | nome=Joao | acao=participou da aula | valor=4624
linha=2775 | nome=Joao | acao=analisou os resultados | valor=6334
linha=2776 | nome=Igor | acao=comparou as metricas | valor=1332
linha=2777 | nome=Carlos | acao=fez um experimento | valor=1362
linha=2778 | nome=Gabriela | acao=otimizou o algoritmo | valor=5770
linha=2779 | nome=Felipe | acao=otimizou o algoritmo | valor=5881
linha=2780 | nome=Carlos | acao=comparou as metricas | valor=5881
linha=2781 | nome=Lucas | acao=fez um experimento | valor=4934
linha=2782 | nome=Otavio | acao=comparou as metricas | valor=8431
linha=2783 | nome=Igor | acao=fez um experimento | valor=6214
linha=2784 | nome=Vitor | acao=escreveu o relatorio | valor=8708
linha=2785 | nome=Joao | acao=estudou computacao | valor=5115
linha=2786 | nome=Sofia | acao=analisou os resultados | valor=7753
linha=2787 | nome=Renata | acao=participou da aula | valor=7570
linha=2788 | nome=Vitor | acao=otimizou o algoritmo | valor=7809
linha=2789 | nome=Helena | acao=comparou as metricas | valor=9885
linha=2790 | nome=Mariana | acao=comparou as metricas | valor=8520
linha=2791 | nome=Bruno | acao=otimizou o algoritmo | valor=7503
linha=2792 | nome=Daniela | acao=otimizou o algoritmo | valor=1319
linha=2793 | nome=Gabriela | acao=otimizou o algoritmo | valor=8418
linha=2794 | nome=Daniela | acao=participou da aula | valor=3062
linha=2795 | nome=Natalia | acao=participou da aula | valor=4498
linha=2796 | nome=Gabriela | acao=comparou as metricas | valor=1733
linha=2797 | nome=Lucas | acao=participou da aula | valor=2312
linha=2798 | nome=Joao | acao=fez um experimento | valor=2311
linha=2799 | nome=Gabriela | acao=escreveu o relatorio | valor=9359
linha=2800 | nome=Sofia | acao=analisou os resultados | valor=3312
linha=2801 | nome=Ana | acao=comparou as metricas | valor=4578
linha=2802 | nome=Lucas | acao=estudou computacao | valor=6214
linha=2803 | nome=Renata | acao=analisou os resultados | valor=9954
linha=2804 | nome=Joao | acao=participou da aula | valor=9265
linha=2805 | nome=Renata | acao=executou o benchmark | valor=4743
linha=2806 | nome=Natalia | acao=fez um experimento | valor=6060
linha=2807 | nome=Renata | acao=fez um experimento | valor=2789
linha=2808 | nome=Renata | acao=participou da aula | valor=8101
linha=2809 | nome=Igor | acao=analisou os resultados | valor=6872
linha=2810 | nome=Tiago | acao=escreveu o relatorio | valor=6826
linha=2811 | nome=Tiago | acao=estudou computacao | valor=6161
linha=2812 | nome=Renata | acao=analisou os resultados | valor=6773
linha=2813 | nome=Igor | acao=otimizou o algoritmo | valor=9931
linha=2814 | nome=Ana | acao=comparou as metricas | valor=2751
linha=2815 | nome=Ana | acao=analisou os resultados | valor=6834
linha=2816 | nome=Natalia | acao=fez um experimento | valor=8116
linha=2817 | nome=Carlos | acao=participou da aula | valor=9624
linha=2818 | nome=Mariana | acao=otimizou o algoritmo | valor=3419
linha=2819 | nome=Igor | acao=executou o benchmark | valor=2875
linha=2820 | nome=Carlos | acao=estudou computacao | valor=9671
linha=2821 | nome=Mariana | acao=escreveu o relatorio | valor=5562
linha=2822 | nome=Joao | acao=participou da aula | valor=4760
linha=2823 | nome=Sofia | acao=participou da aula | valor=6746
linha=2824 | nome=Daniela | acao=otimizou o algoritmo | valor=5852
linha=2825 | nome=Karen | acao=escreveu o relatorio | valor=4037
linha=2826 | nome=Lucas | acao=participou da aula | valor=1762
linha=2827 | nome=Helena | acao=analisou os resultados | valor=2447
linha=2828 | nome=Mariana | acao=executou o benchmark | valor=8383
linha=2829 | nome=Gabriela | acao=comparou as metricas | valor=1569
linha=2830 | nome=Joao | acao=fez um experimento | valor=8759
linha=2831 | nome=Bruno | acao=comparou as metricas | valor=9487
linha=2832 | nome=Bruno | acao=escreveu o relatorio | valor=3927
linha=2833 | nome=Gabriela | acao=fez um experimento | valor=2597
linha=2834 | nome=Eduarda | acao=executou o benchmark | valor=2802
linha=2835 | nome=Paulo | acao=comparou as metricas | valor=4015
linha=2836 | nome=Felipe | acao=otimizou o algoritmo | valor=7888
linha=2837 | nome=Tiago | acao=participou da aula | valor=3316
linha=2838 | nome=Igor | acao=escreveu o relatorio | valor=7656
linha=2839 | nome=Sofia | acao=otimizou o algoritmo | valor=1738
linha=2840 | nome=Vitor | acao=estudou computacao | valor=4314
linha=2841 | nome=Daniela | acao=comparou as metricas | valor=6934
linha=2842 | nome=Joao | acao=escreveu o relatorio | valor=8245
linha=2843 | nome=Joao | acao=executou o benchmark | valor=5226
linha=2844 | nome=Gabriela | acao=participou da aula | valor=8996
linha=2845 | nome=Eduarda | acao=executou o benchmark | valor=5694
linha=2846 | nome=Igor | acao=fez um experimento | valor=9893
linha=2847 | nome=Gabriela | acao=escreveu o relatorio | valor=8193
linha=2848 | nome=Otavio | acao=estudou computacao | valor=8687
linha=2849 | nome=Karen | acao=escreveu o relatorio | valor=9310
linha=2850 | nome=Vitor | acao=escreveu o relatorio | valor=1468
linha=2851 | nome=Ana | acao=executou o benchmark | valor=6293
linha=2852 | nome=Mariana | acao=otimizou o algoritmo | valor=9131
linha=2853 | nome=Gabriela | acao=fez um experimento | valor=1670
linha=2854 | nome=Daniela | acao=executou o benchmark | valor=6250
linha=2855 | nome=Helena | acao=participou da aula | valor=5514
linha=2856 | nome=Ana | acao=escreveu o relatorio | valor=1674
linha=2857 | nome=Paulo | acao=analisou os resultados | valor=5267
linha=2858 | nome=Natalia | acao=escreveu o relatorio | valor=3125
linha=2859 | nome=Lucas | acao=participou da aula | valor=2242
linha=2860 | nome=Eduarda | acao=comparou as metricas | valor=6591
linha=2861 | nome=Otavio | acao=analisou os resultados | valor=9858
linha=2862 | nome=Sofia | acao=fez um experimento | valor=2892
linha=2863 | nome=Karen | acao=executou o benchmark | valor=9321
linha=2864 | nome=Renata | acao=otimizou o algoritmo | valor=8274
linha=2865 | nome=Gabriela | acao=participou da aula | valor=1484
linha=2866 | nome=Helena | acao=participou da aula | valor=2198
linha=2867 | nome=Sofia | acao=comparou as metricas | valor=2476
linha=2868 | nome=Otavio | acao=escreveu o relatorio | valor=6323
linha=2869 | nome=Otavio | acao=participou da aula | valor=1796
linha=2870 | nome=Vitor | acao=fez um experimento | valor=8676
linha=2871 | nome=Sofia | acao=fez um experimento | valor=5120
linha=2872 | nome=Felipe | acao=fez um experimento | valor=6720
linha=2873 | nome=Vitor | acao=comparou as metricas | valor=5908
linha=2874 | nome=Eduarda | acao=executou o benchmark | valor=8378
linha=2875 | nome=Otavio | acao=estudou computacao | valor=2576
linha=2876 | nome=Karen | acao=comparou as metricas | valor=9708
linha=2877 | nome=Daniela | acao=participou da aula | valor=9623
linha=2878 | nome=Joao | acao=escreveu o relatorio | valor=4229
linha=2879 | nome=Otavio | acao=executou o benchmark | valor=3830
linha=2880 | nome=Carlos | acao=fez um experimento | valor=2181
linha=2881 | nome=Helena | acao=comparou as metricas | valor=8056
linha=2882 | nome=Bruno | acao=escreveu o relatorio | valor=6392
linha=2883 | nome=Ana | acao=participou da aula | valor=9036
linha=2884 | nome=Lucas | acao=fez um experimento | valor=1354
linha=2885 | nome=Ana | acao=executou o benchmark | valor=2944
linha=2886 | nome=Ana | acao=participou da aula | valor=6753
linha=2887 | nome=Felipe | acao=escreveu o relatorio | valor=7947
linha=2888 | nome=Daniela | acao=executou o benchmark | valor=7103
linha=2889 | nome=Carlos | acao=estudou computacao | valor=3966
linha=2890 | nome=Paulo | acao=comparou as metricas | valor=6003
linha=2891 | nome=Natalia | acao=otimizou o algoritmo | valor=4057
linha=2892 | nome=Renata | acao=comparou as metricas | valor=6151
linha=2893 | nome=Vitor | acao=fez um experimento | valor=8527
linha=2894 | nome=Bruno | acao=participou da aula | valor=5240
linha=2895 | nome=Daniela | acao=fez um experimento | valor=6208
linha=2896 | nome=Karen | acao=analisou os resultados | valor=2789
linha=2897 | nome=Karen | acao=estudou computacao | valor=1910
linha=2898 | nome=Renata | acao=escreveu o relatorio | valor=5628
linha=2899 | nome=Natalia | acao=otimizou o algoritmo | valor=8274
linha=2900 | nome=Tiago | acao=executou o benchmark | valor=3438
linha=2901 | nome=Helena | acao=analisou os resultados | valor=9357
linha=2902 | nome=Igor | acao=comparou as metricas | valor=4857
linha=2903 | nome=Carlos | acao=estudou computacao | valor=3801
linha=2904 | nome=Lucas | acao=escreveu o relatorio | valor=3654
linha=2905 | nome=Otavio | acao=analisou os resultados | valor=3658
linha=2906 | nome=Gabriela | acao=fez um experimento | valor=4042
linha=2907 | nome=Otavio | acao=comparou as metricas | valor=2435
linha=2908 | nome=Lucas | acao=analisou os resultados | valor=4045
linha=2909 | nome=Carlos | acao=executou o benchmark | valor=5766
linha=2910 | nome=Ana | acao=otimizou o algoritmo | valor=2917
linha=2911 | nome=Natalia | acao=escreveu o relatorio | valor=2308
linha=2912 | nome=Mariana | acao=escreveu o relatorio | valor=9117
linha=2913 | nome=Tiago | acao=executou o benchmark | valor=8119
linha=2914 | nome=Felipe | acao=otimizou o algoritmo | valor=3186
linha=2915 | nome=Carlos | acao=escreveu o relatorio | valor=6093
linha=2916 | nome=Joao | acao=escreveu o relatorio | valor=2691
linha=2917 | nome=Gabriela | acao=participou da aula | valor=6006
linha=2918 | nome=Bruno | acao=fez um experimento | valor=1555
linha=2919 | nome=Vitor | acao=executou o benchmark | valor=2681
linha=2920 | nome=Sofia | acao=escreveu o relatorio | valor=1712
linha=2921 | nome=Helena | acao=comparou as metricas | valor=8858
linha=2922 | nome=Sofia | acao=executou o benchmark | valor=2487
linha=2923 | nome=Sofia | acao=executou o benchmark | valor=6334
linha=2924 | nome=Paulo | acao=otimizou o algoritmo | valor=6666
linha=2925 | nome=Helena | acao=estudou computacao | valor=1260
linha=2926 | nome=Sofia | acao=comparou as metricas | valor=3310
linha=2927 | nome=Sofia | acao=analisou os resultados | valor=6362
linha=2928 | nome=Igor | acao=participou da aula | valor=9675
linha=2929 | nome=Sofia | acao=otimizou o algoritmo | valor=7390
linha=2930 | nome=Bruno | acao=escreveu o relatorio | valor=1338
linha=2931 | nome=Sofia | acao=participou da aula | valor=6275
linha=2932 | nome=Gabriela | acao=analisou os resultados | valor=8541
linha=2933 | nome=Lucas | acao=escreveu o relatorio | valor=1548
linha=2934 | nome=Carlos | acao=fez um experimento | valor=2816
linha=2935 | nome=Carlos | acao=comparou as metricas | valor=5201
linha=2936 | nome=Felipe | acao=analisou os resultados | valor=6129
linha=2937 | nome=Gabriela | acao=otimizou o algoritmo | valor=8834
linha=2938 | nome=Felipe | acao=estudou computacao | valor=1370
linha=2939 | nome=Daniela | acao=participou da aula | valor=8840
linha=2940 | nome=Natalia | acao=escreveu o relatorio | valor=3083
linha=2941 | nome=Carlos | acao=estudou computacao | valor=3630
linha=2942 | nome=Mariana | acao=executou o benchmark | valor=9963
linha=2943 | nome=Gabriela | acao=participou da aula | valor=2753
linha=2944 | nome=Gabriela | acao=fez um experimento | valor=8057
linha=2945 | nome=Joao | acao=participou da aula | valor=6236
linha=2946 | nome=Joao | acao=escreveu o relatorio | valor=6277
linha=2947 | nome=Tiago | acao=analisou os resultados | valor=7073
linha=2948 | nome=Igor | acao=comparou as metricas | valor=4563
linha=2949 | nome=Helena | acao=escreveu o relatorio | valor=3532
linha=2950 | nome=Igor | acao=otimizou o algoritmo | valor=6272
linha=2951 | nome=Ana | acao=participou da aula | valor=8022
linha=2952 | nome=Helena | acao=analisou os resultados | valor=7504
linha=2953 | nome=Felipe | acao=participou da aula | valor=7351
linha=2954 | nome=Gabriela | acao=otimizou o algoritmo | valor=7554
linha=2955 | nome=Renata | acao=participou da aula | valor=5954
linha=2956 | nome=Carlos | acao=otimizou o algoritmo | valor=2391
linha=2957 | nome=Igor | acao=otimizou o algoritmo | valor=8127
linha=2958 | nome=Felipe | acao=otimizou o algoritmo | valor=1812
linha=2959 | nome=Mariana | acao=escreveu o relatorio | valor=3836
linha=2960 | nome=Renata | acao=otimizou o algoritmo | valor=5035
linha=2961 | nome=Natalia | acao=otimizou o algoritmo | valor=9797
linha=2962 | nome=Joao | acao=analisou os resultados | valor=8825
linha=2963 | nome=Helena | acao=analisou os resultados | valor=7789
linha=2964 | nome=Sofia | acao=comparou as metricas | valor=5685
linha=2965 | nome=Karen | acao=estudou computacao | valor=1949
linha=2966 | nome=Igor | acao=analisou os resultados | valor=9116
linha=2967 | nome=Natalia | acao=fez um experimento | valor=4317
linha=2968 | nome=Carlos | acao=analisou os resultados | valor=9499
linha=2969 | nome=Helena | acao=comparou as metricas | valor=9289
linha=2970 | nome=Eduarda | acao=otimizou o algoritmo | valor=1080
linha=2971 | nome=Carlos | acao=otimizou o algoritmo | valor=6386
linha=2972 | nome=Joao | acao=executou o benchmark | valor=3566
linha=2973 | nome=Lucas | acao=executou o benchmark | valor=3405
linha=2974 | nome=Helena | acao=participou da aula | valor=1825
linha=2975 | nome=Eduarda | acao=executou o benchmark | valor=9444
linha=2976 | nome=Helena | acao=analisou os resultados | valor=3969
linha=2977 | nome=Joao | acao=participou da aula | valor=5839
linha=2978 | nome=Mariana | acao=comparou as metricas | valor=9135
linha=2979 | nome=Paulo | acao=executou o benchmark | valor=5326
linha=2980 | nome=Natalia | acao=analisou os resultados | valor=9399
linha=2981 | nome=Otavio | acao=fez um experimento | valor=3305
linha=2982 | nome=Vitor | acao=analisou os resultados | valor=2405
linha=2983 | nome=Lucas | acao=comparou as metricas | valor=5910
linha=2984 | nome=Joao | acao=participou da aula | valor=3508
linha=2985 | nome=Igor | acao=analisou os resultados | valor=7343
linha=2986 | nome=Vitor | acao=escreveu o relatorio | valor=6296
linha=2987 | nome=Eduarda | acao=participou da aula | valor=4280
linha=2988 | nome=Joao | acao=analisou os resultados | valor=4539
linha=2989 | nome=Vitor | acao=comparou as metricas | valor=4363
linha=2990 | nome=Carlos | acao=comparou as metricas | valor=8539
linha=2991 | nome=Helena | acao=participou da aula | valor=4279
linha=2992 | nome=Karen | acao=estudou computacao | valor=2416
linha=2993 | nome=Mariana | acao=estudou computacao | valor=9903
linha=2994 | nome=Sofia | acao=participou da aula | valor=9295
linha=2995 | nome=Natalia | acao=escreveu o relatorio | valor=4507
linha=2996 | nome=Mariana | acao=analisou os resultados | valor=9425
linha=2997 | nome=Carlos | acao=otimizou o algoritmo | valor=8970
linha=2998 | nome=Otavio | acao=escreveu o relatorio | valor=9358
linha=2999 | nome=Otavio | acao=analisou os resultados | valor=7509
linha=3000 | nome=Lucas | acao=comparou as metricas | valor=4294
linha=3001 | nome=Otavio | acao=comparou as metricas | valor=4287
linha=3002 | nome=Natalia | acao=analisou os resultados | valor=7316
linha=3003 | nome=Helena | acao=otimizou o algoritmo | valor=3386
linha=3004 | nome=Vitor | acao=comparou as metricas | valor=2869
linha=3005 | nome=Ana | acao=fez um experimento | valor=5591
linha=3006 | nome=Igor | acao=fez um experimento | valor=5546
linha=3007 | nome=Paulo | acao=escreveu o relatorio | valor=8363
linha=3008 | nome=Lucas | acao=participou da aula | valor=9098
linha=3009 | nome=Sofia | acao=escreveu o relatorio | valor=1874
linha=3010 | nome=Paulo | acao=estudou computacao | valor=6668
linha=3011 | nome=Lucas | acao=estudou computacao | valor=4520
linha=3012 | nome=Paulo | acao=escreveu o relatorio | valor=6408
linha=3013 | nome=Ana | acao=participou da aula | valor=9604
linha=3014 | nome=Gabriela | acao=comparou as metricas | valor=3677
linha=3015 | nome=Sofia | acao=estudou computacao | valor=9795
linha=3016 | nome=Gabriela | acao=analisou os resultados | valor=7580
linha=3017 | nome=Gabriela | acao=escreveu o relatorio | valor=8253
linha=3018 | nome=Daniela | acao=participou da aula | valor=9783
linha=3019 | nome=Daniela | acao=escreveu o relatorio | valor=2113
linha=3020 | nome=Felipe | acao=executou o benchmark | valor=8431
linha=3021 | nome=Mariana | acao=escreveu o relatorio | valor=1014
linha=3022 | nome=Gabriela | acao=estudou computacao | valor=1806
linha=3023 | nome=Joao | acao=executou o benchmark | valor=2859
linha=3024 | nome=Carlos | acao=estudou computacao | valor=9104
linha=3025 | nome=Daniela | acao=otimizou o algoritmo | valor=8895
linha=3026 | nome=Daniela | acao=otimizou o algoritmo | valor=9566
linha=3027 | nome=Daniela | acao=escreveu o relatorio | valor=6447
linha=3028 | nome=Igor | acao=otimizou o algoritmo | valor=6952
linha=3029 | nome=Daniela | acao=estudou computacao | valor=4049
linha=3030 | nome=Paulo | acao=escreveu o relatorio | valor=7078
linha=3031 | nome=Felipe | acao=analisou os resultados | valor=5568
linha=3032 | nome=Ana | acao=fez um experimento | valor=5696
linha=3033 | nome=Renata | acao=analisou os resultados | valor=3597
linha=3034 | nome=Igor | acao=estudou computacao | valor=3101
linha=3035 | nome=Renata | acao=otimizou o algoritmo | valor=5142
linha=3036 | nome=Joao | acao=executou o benchmark | valor=7870
linha=3037 | nome=Lucas | acao=comparou as metricas | valor=1599
linha=3038 | nome=Carlos | acao=fez um experimento | valor=8729
linha=3039 | nome=Tiago | acao=estudou computacao | valor=3155
linha=3040 | nome=Felipe | acao=analisou os resultados | valor=1406
linha=3041 | nome=Felipe | acao=fez um experimento | valor=2467
linha=3042 | nome=Tiago | acao=estudou computacao | valor=1223
linha=3043 | nome=Joao | acao=estudou computacao | valor=3298
linha=3044 | nome=Lucas | acao=escreveu o relatorio | valor=3275
linha=3045 | nome=Paulo | acao=fez um experimento | valor=6930
linha=3046 | nome=Otavio | acao=escreveu o relatorio | valor=2950
linha=3047 | nome=Joao | acao=escreveu o relatorio | valor=4206
linha=3048 | nome=Renata | acao=executou o benchmark | valor=7469
linha=3049 | nome=Karen | acao=otimizou o algoritmo | valor=6368
linha=3050 | nome=Sofia | acao=otimizou o algoritmo | valor=2749
linha=3051 | nome=Mariana | acao=comparou as metricas | valor=5612
linha=3052 | nome=Bruno | acao=fez um experimento | valor=9123
linha=3053 | nome=Renata | acao=executou o benchmark | valor=2140
linha=3054 | nome=Sofia | acao=participou da aula | valor=7915
linha=3055 | nome=Vitor | acao=executou o benchmark | valor=8632
linha=3056 | nome=Gabriela | acao=estudou computacao | valor=8235
linha=3057 | nome=Daniela | acao=estudou computacao | valor=2864
linha=3058 | nome=Bruno | acao=fez um experimento | valor=9246
linha=3059 | nome=Otavio | acao=estudou computacao | valor=6592
linha=3060 | nome=Otavio | acao=estudou computacao | valor=8190
linha=3061 | nome=Felipe | acao=escreveu o relatorio | valor=5204
linha=3062 | nome=Karen | acao=comparou as metricas | valor=2332
linha=3063 | nome=Natalia | acao=estudou computacao | valor=6181
linha=3064 | nome=Igor | acao=participou da aula | valor=8133
linha=3065 | nome=Mariana | acao=executou o benchmark | valor=5927
linha=3066 | nome=Mariana | acao=otimizou o algoritmo | valor=9047
linha=3067 | nome=Gabriela | acao=otimizou o algoritmo | valor=3856
linha=3068 | nome=Gabriela | acao=otimizou o algoritmo | valor=7480
linha=3069 | nome=Helena | acao=participou da aula | valor=1375
linha=3070 | nome=Helena | acao=otimizou o algoritmo | valor=3385
linha=3071 | nome=Vitor | acao=estudou computacao | valor=8095
linha=3072 | nome=Helena | acao=analisou os resultados | valor=6553
linha=3073 | nome=Mariana | acao=otimizou o algoritmo | valor=7221
linha=3074 | nome=Renata | acao=estudou computacao | valor=3505
linha=3075 | nome=Felipe | acao=participou da aula | valor=6799
linha=3076 | nome=Vitor | acao=executou o benchmark | valor=8513
linha=3077 | nome=Igor | acao=executou o benchmark | valor=9933
linha=3078 | nome=Eduarda | acao=analisou os resultados | valor=7976
linha=3079 | nome=Carlos | acao=executou o benchmark | valor=4793
linha=3080 | nome=Tiago | acao=escreveu o relatorio | valor=2145
linha=3081 | nome=Tiago | acao=fez um experimento | valor=5628
linha=3082 | nome=Natalia | acao=participou da aula | valor=4288
linha=3083 | nome=Otavio | acao=participou da aula | valor=4135
linha=3084 | nome=Lucas | acao=comparou as metricas | valor=6746
linha=3085 | nome=Daniela | acao=otimizou o algoritmo | valor=1195
linha=3086 | nome=Otavio | acao=executou o benchmark | valor=9680
linha=3087 | nome=Gabriela | acao=participou da aula | valor=7750
linha=3088 | nome=Sofia | acao=escreveu o relatorio | valor=1820
linha=3089 | nome=Carlos | acao=executou o benchmark | valor=5411
linha=3090 | nome=Gabriela | acao=comparou as metricas | valor=8461
linha=3091 | nome=Carlos | acao=analisou os resultados | valor=1814
linha=3092 | nome=Joao | acao=fez um experimento | valor=9766
linha=3093 | nome=Helena | acao=estudou computacao | valor=6719
linha=3094 | nome=Paulo | acao=executou o benchmark | valor=5237
linha=3095 | nome=Ana | acao=otimizou o algoritmo | valor=4933
linha=3096 | nome=Otavio | acao=escreveu o relatorio | valor=8787
linha=3097 | nome=Ana | acao=participou da aula | valor=3075
linha=3098 | nome=Daniela | acao=comparou as metricas | valor=9768
linha=3099 | nome=Lucas | acao=fez um experimento | valor=5906
linha=3100 | nome=Daniela | acao=fez um experimento | valor=3221
linha=3101 | nome=Natalia | acao=escreveu o relatorio | valor=8763
